11417
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Dix-neuvième extrait>,<>,<>
veillée,veillée,22
funèbre,funèbre,30
/.,/.,P
elle,il,51
se,se,51
leva,lever,19
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
nuit,nuit,22
",",",",p
comme,comme,83
une,un,71
blanche,blanc,30
vestale,vestale,22
qui,qui,52
vient,venir,17
pleurer,pleurer,14
sur,sur,81
le,le,71
cercueil,cercueil,21
d',de,81
une,un,71
compagne,compagne,22
/.,/.,P
bientôt,bientôt,60
elle,il,51
répandit,répandre,19
dans,dans,81
les,le,71
bois,bois,21
ce,ce,74
grand,grand,30
secret,secret,21
de,de,81
mélancolie,mélancolie,22
",",",",p
qu',que,52
elle,il,51
aime,aimer,17
à,à,81
raconter,raconter,14
aux,à,81
aux,le,71
vieux,vieux,30
chênes,chêne,21
et,et,82
aux,à,81
aux,le,71
rivages,rivage,21
antiques,antique,30
des,de,81
des,le,71
mers,mer,22
/.,/.,P
de,de,81
temps,temps,21
en,en,81
temps,temps,21
",",",",p
le,le,71
religieux,religieux,21
plongeait,plonger,18
un,un,71
rameau,rameau,21
fleuri,fleuri,31
dans,dans,81
une,un,71
eau,eau,22
consacrée,consacré,31
",",",",p
puis,puis,60
secouant,secouer,13
la,le,71
branche,branche,22
humide,humide,30
",",",",p
il,il,51
parfumait,parfumer,18
la,le,71
nuit,nuit,22
des,de,81
des,le,71
baumes,baume,21
du,de,81
du,le,71
ciel,ciel,21
/.,/.,P
parfois,parfois,60
il,il,51
répétait,répéter,18
sur,sur,81
un,un,71
air,air,21
antique,antique,30
quelques,quelque,75
vers,vers,21
d',de,81
un,un,71
vieux,vieux,30
poète,poète,21
nommé,nommé,31
Job,Job,20
;,;,p
il,il,51
disait,dire,18
:,:,p
j',je,51
ai,avoir,17
passé,passer,12
comme,comme,83
une,un,71
fleur,fleur,22
;,;,p
j',je,51
ai,avoir,17
séché,sécher,12
comme,comme,83
l',le,71
herbe,herbe,22
des,de,81
des,le,71
champs,champ,21
/.,/.,P
pourquoi,pourquoi,60
la,le,71
lumière,lumière,22
a,avoir,17
t,t,94
elle,il,51
été,être,12
donnée,donner,12
à,à,81
un,un,71
misérable,misérable,21
",",",",p
et,et,82
la,le,71
vie,vie,22
à,à,81
ceux,celui,52
qui,qui,52
sont,être,17
dans,dans,81
l',le,71
amertume,amertume,22
du,de,81
du,le,71
coeur,coeur,21
/?,/?,P
ainsi,ainsi,60
chantait,chanter,18
l',le,71
ancien,ancien,21
des,de,81
des,le,71
hommes,homme,21
/.,/.,P
sa,son,73
voix,voix,22
grave,grave,30
et,et,82
un,un,71
peu,peu,60
cadencée,cadencé,31
",",",",p
allait,aller,18
roulant,rouler,13
dans,dans,81
le,le,71
silence,silence,21
des,de,81
des,le,71
déserts,désert,21
/.,/.,P
le,le,71
nom,nom,21
de,de,81
dieu,dieu,21
et,et,82
du,de,81
du,le,71
tombeau,tombeau,21
sortait,sortir,18
de,de,81
tous,tout,75
les,le,71
échos,écho,21
",",",",p
de,de,81
tous,tout,75
les,le,71
torrents,torrent,21
",",",",p
de,de,81
toutes,tout,75
les,le,71
forêts,forêt,22
/.,/.,P
les,le,71
roucoulements,roucoulement,21
de,de,81
la,le,71
colombe,colombe,22
de,de,81
Virginie,Virginie,20
",",",",p
la,le,71
chute,chute,22
d',de,81
un,un,71
torrent,torrent,21
dans,dans,81
la,le,71
montagne,montagne,22
",",",",p
les,le,71
tintements,tintement,21
de,de,81
la,le,71
cloche,cloche,22
qui,qui,52
appelait,appeler,18
les,le,71
voyageurs,voyageur,21
",",",",p
se,se,51
mêlaient,mêler,18
à,à,81
ces,ce,74
chants,chant,21
funèbres,funèbre,30
",",",",p
et,et,82
l',l',94
on,on,51
croyait,croire,18
entendre,entendre,14
dans,dans,81
les,le,71
bocages,bocage,21
de,de,81
la,le,71
mort,mort,22
le,le,71
choeur,choeur,21
lointain,lointain,30
des,de,81
des,le,71
décédés,décédé,31
",",",",p
qui,qui,52
répondait,répondre,18
à,à,81
la,le,71
voix,voix,22
du,de,81
du,le,71
solitaire,solitaire,21
/.,/.,P
cependant,cependant,82
une,un,71
barre,barre,22
d',de,81
or,or,21
se,se,51
forma,former,19
dans,dans,81
l',le,71
Orient,Orient,20
/.,/.,P
les,le,71
éperviers,épervier,21
criaient,crier,18
sur,sur,81
les,le,71
rochers,rocher,21
",",",",p
et,et,82
les,le,71
martres,martre,22
rentraient,rentrer,18
dans,dans,81
le,le,71
creux,creux,21
des,de,81
des,le,71
ormes,orme,21
:,:,p
c',ce,52
était,être,18
le,le,71
signal,signal,21
du,de,81
du,le,71
convoi,convoi,21
d',de,81
Atala,Atala,20
/.,/.,P
je,je,51
chargeai,charger,19
le,le,71
corps,corps,21
sur,sur,81
mes,mon,73
épaules,épaule,22
;,;,p
l',le,71
ermite,ermite,21
marchait,marcher,18
devant,devant,81
moi,moi,51
",",",",p
une,un,71
bêche,bêche,22
à,à,81
la,le,71
main,main,22
/.,/.,P
nous,nous,51
commençâmes,commencer,19
à,à,81
descendre,descendre,14
de,de,81
rochers,rocher,21
en,en,81
rochers,rocher,21
;,;,p
la,le,71
vieillesse,vieillesse,22
et,et,82
la,le,71
mort,mort,22
ralentissaient,ralentir,18
également,également,60
nos,notre,73
pas,pas,21
/.,/.,P
à,à,81
la,le,71
vue,vue,22
du,de,81
du,le,71
chien,chien,21
qui,qui,52
nous,nous,51
avait,avoir,18
trouvés,trouver,12
dans,dans,81
la,le,71
forêt,forêt,22
",",",",p
et,et,82
qui,qui,52
maintenant,maintenant,60
",",",",p
bondissant,bondir,13
de,de,81
joie,joie,22
",",",",p
nous,nous,51
traçait,tracer,18
une,un,71
autre,autre,75
route,route,22
",",",",p
je,je,51
me,je,51
mis,mettre,19
à,à,81
fondre,fondre,14
en,en,81
larmes,larme,22
/.,/.,P
souvent,souvent,60
la,le,71
longue,long,30
chevelure,chevelure,22
d',de,81
Atala,Atala,20
",",",",p
jouet,jouet,21
des,de,81
des,le,71
brises,brise,22
matinales,matinal,30
",",",",p
étendait,étendre,18
son,son,73
voile,voile,21
d',de,81
or,or,21
sur,sur,81
mes,mon,73
yeux,oeil,21
;,;,p
souvent,souvent,60
pliant,plier,13
sous,sous,81
le,le,71
fardeau,fardeau,21
",",",",p
j',je,51
étais,être,18
obligé,obliger,12
de,de,81
le,le,52
déposer,déposer,14
sur,sur,81
la,le,71
mousse,mousse,22
",",",",p
et,et,82
de,de,81
m',je,51
asseoir,asseoir,14
auprès,auprès,60
",",",",p
pour,pour,81
reprendre,reprendre,14
des,de,81
des,le,71
forces,force,22
/.,/.,P
enfin,enfin,60
",",",",p
nous,nous,51
arrivâmes,arriver,19
au,à,81
au,le,71
lieu,lieu,21
marqué,marqué,31
par,par,81
ma,mon,73
douleur,douleur,22
;,;,p
nous,nous,51
descendîmes,descendre,19
sous,sous,81
l',le,71
arche,arche,22
du,de,81
du,le,71
pont,pont,21
/.,/.,P
o,oh,93
mon,mon,73
fils,fils,21
",",",",p
il,il,51
eût,avoir,19
fallu,falloir,12
voir,voir,14
un,un,71
jeune,jeune,21
sauvage,sauvage,21
et,et,82
un,un,71
vieil,vieux,30
ermite,ermite,21
",",",",p
à,à,81
genoux,genou,21
l',le,71
un,un,52
vis-à-vis,vis-à-vis,21
de,de,81
l',le,71
autre,autre,52
dans,dans,81
un,un,71
désert,désert,21
",",",",p
creusant,creuser,13
avec,avec,81
leurs,leur,73
mains,main,22
un,un,71
tombeau,tombeau,21
pour,pour,81
une,un,71
pauvre,pauvre,30
fille,fille,22
dont,dont,52
le,le,71
corps,corps,21
était,être,18
étendu,étendre,12
près,près,81
de,de,81
là,là,60
",",",",p
dans,dans,81
la,le,71
ravine,ravine,22
desséchée,desséché,31
d',de,81
un,un,71
torrent,torrent,21
/!,/!,P
quand,quand,83
notre,notre,73
ouvrage,ouvrage,21
fut,être,19
achevé,achever,12
",",",",p
nous,nous,51
transportâmes,transporter,19
la,le,71
beauté,beauté,22
dans,dans,81
son,son,73
lit,lit,21
d',de,81
argile,argile,22
/.,/.,P
hélas,hélas,60
",",",",p
j',je,51
avais,avoir,18
espéré,espérer,12
de,de,81
préparer,préparer,14
une,un,71
autre,autre,75
couche,couche,22
pour,pour,81
elle,il,51
/!,/!,P
prenant,prendre,13
alors,alors,60
un,un,71
peu,peu,60
de,de,81
poussière,poussière,22
dans,dans,81
ma,mon,73
main,main,22
",",",",p
et,et,82
gardant,garder,13
un,un,71
silence,silence,21
effroyable,effroyable,30
",",",",p
j',je,51
attachai,attacher,19
",",",",p
pour,pour,81
la,le,71
dernière,dernier,30
fois,fois,22
",",",",p
mes,mon,73
yeux,oeil,21
sur,sur,81
le,le,71
visage,visage,21
d',de,81
Atala,Atala,20
/.,/.,P
ensuite,ensuite,60
je,je,51
répandis,répandre,19
la,le,71
terre,terre,22
du,de,81
du,le,71
sommeil,sommeil,21
sur,sur,81
un,un,71
front,front,21
de,de,81
dix,dix,72
huit,huit,72
printemps,printemps,21
;,;,p
je,je,51
vis,voir,19
graduellement,graduellement,60
disparaître,disparaître,14
les,le,71
traits,trait,21
de,de,81
ma,mon,73
soeur,soeur,22
",",",",p
et,et,82
ses,son,73
grâces,grâce,22
se,se,51
cacher,cacher,14
sous,sous,81
le,le,71
rideau,rideau,21
de,de,81
l',le,71
éternité,éternité,22
;,;,p
son,son,73
sein,sein,21
surmonta,surmonter,19
quelque,quelque,75
temps,temps,21
le,le,71
sol,sol,21
noirci,noirci,31
",",",",p
comme,comme,83
un,un,71
lis,lis,21
blanc,blanc,30
s',se,51
élève,élever,17
du,de,81
du,le,71
milieu,milieu,21
d',de,81
une,un,71
sombre,sombre,30
argile,argile,22
:,:,p
Lopez,Lopez,20
",",",",p
m',je,51
écriai,écrier,19
je,je,51
alors,alors,60
",",",",p
vois,voir,17
ton,ton,73
fils,fils,21
inhumer,inhumer,14
ta,ton,73
fille,fille,22
!,!,p
et,et,82
j',je,51
achevai,achever,19
de,de,81
couvrir,couvrir,14
Atala,Atala,20
de,de,81
la,le,71
terre,terre,22
du,de,81
du,le,71
sommeil,sommeil,21
/.,/.,P
nous,nous,51
retournâmes,retourner,19
à,à,81
la,le,71
grotte,grotte,22
",",",",p
et,et,82
je,je,51
fis,faire,19
part,part,22
au,à,81
au,le,71
missionnaire,missionnaire,21
du,de,81
du,le,71
projet,projet,21
que,que,52
j',je,51
avais,avoir,18
formé,former,12
de,de,81
me,je,51
fixer,fixer,14
près,près,81
de,de,81
lui,lui,51
/.,/.,P
le,le,71
saint,saint,21
",",",",p
qui,qui,52
connaissait,connaître,18
merveilleusement,merveilleusement,60
le,le,71
coeur,coeur,21
de,de,81
l',le,71
homme,homme,21
",",",",p
découvrit,découvrir,19
ma,mon,73
pensée,pensée,22
et,et,82
la,le,71
ruse,ruse,22
de,de,81
ma,mon,73
douleur,douleur,22
/.,/.,P
il,il,51
me,je,51
dit,dire,19
:,:,p
Chactas,Chactas,20
",",",",p
fils,fils,21
d',de,81
Outalissi,Outalissi,20
",",",",p
tandis qu',tandis que,83
Atala,Atala,20
a,avoir,17
vécu,vivre,12
",",",",p
je,je,51
vous,vous,51
ai,avoir,17
sollicité,solliciter,12
moi-même,moi-même,51
de,de,81
demeurer,demeurer,14
auprès,auprès,60
de,de,81
moi,moi,51
;,;,p
mais,mais,82
à,à,81
présent,présent,21
votre,votre,73
sort,sort,21
est,être,17
changé,changer,12
:,:,p
vous,vous,51
vous,vous,51
devez,devoir,17
à,à,81
votre,votre,73
patrie,patrie,22
/.,/.,P
croyez,croire,17
moi,moi,51
",",",",p
mon,mon,73
fils,fils,21
",",",",p
les,le,71
douleurs,douleur,22
ne,ne,60
sont,être,17
point,point,60
éternelles,éternel,30
;,;,p
il,il,51
faut,falloir,17
tôt,tôt,60
ou,ou,82
tard,tard,60
qu',que,83
elles,ils,51
finissent,finir,17
/.,/.,P
