11240
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-neuvième extrait>,<>,<>
de,de,81
son,son,73
malheur,malheur,21
et,et,82
de,de,81
son,son,73
abandon,abandon,21
",",",",p
et,et,82
je,je,51
me,je,51
sentis,sentir,19
relevé,relevé,31
par,par,81
cette,ce,74
sympathie,sympathie,22
et,et,82
par,par,81
cette,ce,74
pitié,pitié,22
/.,/.,P
il,il,51
me,je,51
semblait,sembler,18
placé,placé,31
ainsi,ainsi,60
entre,entre,81
la,le,71
mort,mort,22
et,et,82
la,le,71
vie,vie,22
comme,comme,83
un,un,71
interprète,interprète,21
sublime,sublime,30
",",",",p
comme,comme,83
un,un,71
confesseur,confesseur,21
prédestiné,prédestiné,31
à,à,81
entendre,entendre,14
les,le,71
secrets,secret,21
de,de,81
l',le,71
âme,âme,22
que,que,52
la,le,71
parole,parole,22
n',ne,60
oserait,oser,16
transmettre,transmettre,14
ou,ou,82
ne,ne,60
réussirait,réussir,16
pas,pas,60
à,à,81
rendre,rendre,14
/.,/.,P
c',ce,52
était,être,18
l',le,71
oreille,oreille,22
de,de,81
dieu,dieu,21
sans,sans,81
le,le,71
mélange,mélange,21
de,de,81
la,le,71
pensée,pensée,22
d',de,81
un,un,71
autre,autre,52
/.,/.,P
je,je,51
passais,passer,18
des,de,81
des,le,71
heures,heure,22
entières,entier,30
à,à,81
m',je,51
examiner,examiner,14
mentalement,mentalement,60
",",",",p
ma,mon,73
tête,tête,22
penchée,penché,31
sur,sur,81
la,le,71
sienne,sien,52
et,et,82
lui,lui,51
tenant,tenir,13
les,le,71
mains,main,22
/.,/.,P
il,il,51
me,je,51
semblait,sembler,18
qu',que,83
un,un,71
certain,certain,75
magnétisme,magnétisme,21
réunissait,réunir,18
nos,notre,73
deux,deux,72
esprits,esprit,21
",",",",p
et,et,82
je,je,51
me,je,51
sentis,sentir,19
ravi,ravi,31
quand,quand,83
la,le,71
première,premier,72
fois,fois,22
une,un,71
parole,parole,22
sortie,sorti,31
de,de,81
sa,son,73
bouche,bouche,22
/.,/.,P
on,on,51
n',ne,60
en,en,52
voulait,vouloir,18
rien,rien,52
croire,croire,14
",",",",p
et,et,82
j',je,51
attribuais,attribuer,18
à,à,81
mon,mon,73
ardente,ardent,30
volonté,volonté,22
ce,ce,74
commencement,commencement,21
de,de,81
guérison,guérison,22
/.,/.,P
cette,ce,74
nuit,nuit,22
là,là,60
j',je,51
eus,avoir,19
un,un,71
rêve,rêve,21
délicieux,délicieux,30
",",",",p
le,le,71
premier,premier,72
depuis,depuis,81
bien,bien,60
longtemps,longtemps,60
/.,/.,P
j',je,51
étais,être,18
dans,dans,81
une,un,71
tour,tour,22
",",",",p
si,si,60
profonde,profond,30
du,de,81
du,le,71
côté,côté,21
de,de,81
la,le,71
terre,terre,22
",",",",p
et,et,82
si,si,60
haute,haut,30
du,de,81
du,le,71
côté,côté,21
du,de,81
du,le,71
ciel,ciel,21
que,que,83
toute,tout,75
mon,mon,73
existence,existence,22
semblait,sembler,18
devoir,devoir,14
se,se,51
consumer,consumer,14
à,à,81
monter,monter,14
et,et,82
à,à,81
descendre,descendre,14
/.,/.,P
déjà,déjà,60
mes,mon,73
forces,force,22
s',se,51
étaient,être,18
épuisées,épuiser,12
",",",",p
et,et,82
j',je,51
allai,aller,18
manquer,manquer,14
de,de,81
courage,courage,21
",",",",p
quand,quand,83
une,un,71
porte,porte,22
latérale,latéral,30
vint,venir,19
à,à,81
s',se,51
ouvrir,ouvrir,14
;,;,p
un,un,71
esprit,esprit,21
se,se,51
présente,présenter,17
et,et,82
me,je,51
dit,dire,19
:,:,p
“,“,p
viens,venir,17
",",",",p
frère,frère,21
/!,/!,P
je,je,51
ne,ne,60
sais,savoir,17
pourquoi,pourquoi,60
il,il,51
me,je,51
vint,venir,19
l',le,71
idée,idée,22
qu',que,83
il,il,51
s',se,51
appelait,appeler,18
Saturnin,Saturnin,20
/.,/.,P
il,il,51
avait,avoir,18
les,le,71
traits,trait,21
du,de,81
du,le,71
pauvre,pauvre,30
malade,malade,21
",",",",p
mais,mais,82
transfigurés,transfiguré,31
et,et,82
intelligents,intelligent,30
/.,/.,P
nous,nous,51
étions,être,18
dans,dans,81
une,un,71
campagne,campagne,22
éclairée,éclairé,31
des,de,81
des,le,71
feux,feu,21
des,de,81
des,le,71
étoiles,étoile,22
;,;,p
nous,nous,51
nous,nous,51
arrêtâmes,arrêter,19
à,à,81
contempler,contempler,14
ce,ce,74
spectacle,spectacle,21
",",",",p
et,et,82
l',le,71
esprit,esprit,21
étendit,étendre,19
sa,son,73
main,main,22
sur,sur,81
mon,mon,73
front,front,21
comme,comme,83
je,je,51
l',le,52
avais,avoir,18
fait,faire,12
la,le,71
veille,veille,22
en,en,81
cherchant,chercher,13
à,à,81
magnétiser,magnétiser,14
mon,mon,73
compagnon,compagnon,21
;,;,p
aussitôt,aussitôt,60
une,un,52
des,de,81
des,le,71
étoiles,étoile,22
que,que,52
je,je,51
voyais,voir,18
au,à,81
au,le,71
ciel,ciel,21
se,se,51
mit,mettre,19
à,à,81
grandir,grandir,14
et,et,82
la,le,71
divinité,divinité,22
de,de,81
mes,mon,73
rêves,rêve,21
m',je,51
apparut,apparaître,19
souriante,souriant,30
",",",",p
dans,dans,81
un,un,71
costume,costume,21
presqu',presque,60
indien,indien,30
",",",",p
telle,tel,75
que,que,83
je,je,51
l',le,52
avais,avoir,18
vue,voir,12
autrefois,autrefois,60
/.,/.,P
elle,il,51
marcha,marcher,19
entre,entre,81
nous,nous,51
deux,deux,72
",",",",p
et,et,82
les,le,71
prés,pré,21
verdissaient,verdir,18
",",",",p
les,le,71
fleurs,fleur,22
et,et,82
les,le,71
feuillages,feuillage,21
s',se,51
élevaient,élever,18
de,de,81
terre,terre,22
sur,sur,81
la,le,71
trace,trace,22
de,de,81
ses,son,73
pas,pas,21
",",",",p
elle,il,51
me,je,51
dit,dire,19
:,:,p
“,“,p
l',le,71
épreuve,épreuve,22
à,à,81
laquelle,lequel,52
tu,tu,51
étais,être,18
soumis,soumettre,12
est,être,17
venue,venir,12
à,à,81
son,son,73
terme,terme,21
;,;,p
ces,ce,74
escaliers,escalier,21
sans,sans,81
nombre,nombre,21
",",",",p
que,que,52
tu,tu,51
te,tu,51
fatiguais,fatiguer,18
à,à,81
descendre,descendre,14
ou,ou,82
à,à,81
gravir,gravir,14
",",",",p
étaient,être,18
les,le,71
liens,lien,21
mêmes,même,30
des,de,81
des,le,71
anciennes,ancien,30
illusions,illusion,22
qui,qui,52
embarrassaient,embarrasser,18
ta,ton,73
pensée,pensée,22
",",",",p
et,et,82
maintenant,maintenant,60
rappelle,rappeler,17
toi,toi,51
le,le,71
jour,jour,21
où,où,60
tu,tu,51
as,avoir,17
imploré,implorer,12
la,le,71
Vierge,Vierge,20
sainte,saint,30
et,et,82
où,où,60
",",",",p
la,le,52
croyant,croire,13
morte,mort,31
",",",",p
le,le,71
délire,délire,21
s',se,51
est,être,17
emparé,emparer,12
de,de,81
ton,ton,73
esprit,esprit,21
/.,/.,P
il,il,51
fallait,falloir,18
que,que,83
ton,ton,73
voeu,voeu,21
lui,lui,51
fut,être,19
porté,porter,12
par,par,81
une,un,71
âme,âme,22
simple,simple,30
et,et,82
dégagée,dégagé,31
des,de,81
des,le,71
liens,lien,21
de,de,81
la,le,71
terre,terre,22
/.,/.,P
celle-là,celui-là,52
s',se,51
est,être,17
rencontrée,rencontrer,12
près,près,81
de,de,81
toi,toi,51
",",",",p
et,et,82
c',ce,52
est,être,17
pourquoi,pourquoi,60
il,il,51
m',je,51
est,être,17
permis,permettre,12
à,à,81
moi-même,moi-même,51
de,de,81
venir,venir,14
et,et,82
de,de,81
t',tu,51
encourager,encourager,14
/.,/.,P
“,“,p
la,le,71
joie,joie,22
que,que,52
ce,ce,74
rêve,rêve,21
répandit,répandre,19
dans,dans,81
mon,mon,73
esprit,esprit,21
me,je,51
procura,procurer,19
un,un,71
réveil,réveil,21
délicieux,délicieux,30
/.,/.,P
le,le,71
jour,jour,21
commençait,commencer,18
à,à,81
poindre,poindre,14
/.,/.,P
je,je,51
voulus,vouloir,19
avoir,avoir,14
un,un,71
signe,signe,21
matériel,matériel,30
de,de,81
l',le,71
apparition,apparition,22
qui,qui,52
m',je,51
avait,avoir,18
consolé,consoler,12
",",",",p
et,et,82
j',je,51
écrivis,écrire,19
sur,sur,81
le,le,71
mur,mur,21
ces,ce,74
mots,mot,21
:,:,p
“,“,p
tu,tu,51
m',je,51
as,avoir,17
visité,visiter,12
cette,ce,74
nuit,nuit,22
/.,/.,P
“,“,p
<Page 89 Partie Chapitre 8>,<>,<>
j',je,51
inscris,inscrire,17
ici,ici,60
sous,sous,81
le,le,71
nom,nom,21
de,de,81
mémorables,mémorable,30
",",",",p
les,le,71
impressions,impression,22
de,de,81
plusieurs,plusieurs,75
rêves,rêve,21
qui,qui,52
suivirent,suivre,19
celui,celui,52
que,que,52
je,je,51
viens,venir,17
de,de,81
rapporter,rapporter,14
/.,/.,P
sur,sur,81
un,un,71
pic,pic,21
élancé,élancé,31
de,de,81
l',le,71
/.,/.,P
