11958
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingtième extrait>,<>,<>
notre,notre,73
enthousiasme,enthousiasme,21
",",",",p
ni,ni,82
notre,notre,73
dévouement,dévouement,21
/.,/.,P
-,-,p
oh,oh,93
!,!,p
madame,madame,22
",",",",p
ils,ils,51
ont,avoir,17
du,de,81
du,le,71
moins,moins,60
quelque,quelque,75
chose,chose,22
qui,qui,52
remplace,remplacer,17
tout,tout,75
cela,cela,52
:,:,p
c',ce,52
est,être,17
le,le,71
fanatisme,fanatisme,21
/.,/.,P
Napoléon,Napoléon,20
est,être,17
le,le,71
Mahomet,Mahomet,20
de,de,81
l',le,71
occident,occident,21
;,;,p
c',ce,52
est,être,17
pour,pour,81
tous,tout,75
ces,ce,74
hommes,homme,21
vulgaires,vulgaire,30
",",",",p
mais,mais,82
aux,à,81
aux,le,71
ambitions,ambition,22
suprêmes,suprême,30
",",",",p
non,non,60
seulement,seulement,60
un,un,71
législateur,législateur,21
et,et,82
un,un,71
maître,maître,21
",",",",p
mais,mais,82
encore,encore,60
c',ce,52
est,être,17
un,un,71
type,type,21
",",",",p
le,le,71
type,type,21
de,de,81
l',le,71
égalité,égalité,22
/.,/.,P
-,-,p
de,de,81
l',le,71
égalité,égalité,22
!,!,p
s',se,51
écria,écrier,19
la,le,71
marquise,marquise,22
/.,/.,P
Napoléon,Napoléon,20
",",",",p
le,le,71
type,type,21
de,de,81
l',le,71
égalité,égalité,22
!,!,p
et,et,82
que,que,52
ferez,faire,15
vous,vous,51
donc,donc,82
de,de,81
monsieur,monsieur,21
de,de,81
Robespierre,Robespierre,20
/?,/?,P
il,il,51
me,je,51
semble,sembler,17
que,que,83
vous,vous,51
lui,lui,51
volez,voler,17
sa,son,73
place,place,22
pour,pour,81
la,le,52
donner,donner,14
au,à,81
au,le,71
Corse,Corse,20
;,;,p
c',ce,52
est,être,17
cependant,cependant,82
bien,bien,60
assez,assez,60
d',de,81
une,un,71
usurpation,usurpation,22
",",",",p
ce,ce,52
me,je,51
semble,sembler,17
/.,/.,P
-,-,p
non,non,60
",",",",p
madame,madame,22
",",",",p
dit,dire,19
Villefort,Villefort,20
",",",",p
je,je,51
laisse,laisser,17
chacun,chacun,52
sur,sur,81
son,son,73
piédestal,piédestal,21
:,:,p
Robespierre,Robespierre,20
",",",",p
place,place,22
Louis XV,Louis XV,20
",",",",p
sur,sur,81
son,son,73
échafaud,échafaud,21
;,;,p
Napoléon,Napoléon,20
",",",",p
place,place,22
Vendôme,Vendôme,20
",",",",p
sur,sur,81
sa,son,73
colonne,colonne,22
;,;,p
seulement,seulement,60
l',le,71
un,un,52
a,avoir,17
fait,faire,12
de,de,81
l',le,71
égalité,égalité,22
qui,qui,52
abaisse,abaisser,17
",",",",p
et,et,82
l',le,71
autre,autre,52
de,de,81
l',le,71
égalité,égalité,22
qui,qui,52
élève,élever,17
;,;,p
l',le,71
un,un,52
a,avoir,17
ramené,ramener,12
les,le,71
rois,roi,21
au,à,81
au,le,71
niveau,niveau,21
de,de,81
la,le,71
guillotine,guillotine,22
",",",",p
l',le,71
autre,autre,52
a,avoir,17
élevé,élever,12
le,le,71
peuple,peuple,21
au,à,81
au,le,71
niveau,niveau,21
du,de,81
du,le,71
trône,trône,21
/.,/.,P
cela,cela,52
ne,ne,60
veut,vouloir,17
pas,pas,60
dire,dire,14
",",",",p
ajouta,ajouter,19
Villefort,Villefort,20
en,en,81
riant,rire,13
",",",",p
que,que,83
tous,tout,75
deux,deux,72
ne,ne,60
soient,être,17
pas,pas,60
d',de,81
infâmes,infâme,30
révolutionnaires,révolutionnaire,21
",",",",p
et,et,82
que,que,83
le,le,71
<Nombre 9>,<>,<>
neuf,neuf,72
<Fin nombre>,<>,<>
thermidor,thermidor,21
et,et,82
le,le,71
<Nombre 4 avril 1814>,<>,<>
quatre,quatre,72
avril,avril,21
mille,mille,72
huit,huit,72
cent,cent,72
quatorze,quatorze,72
<Fin nombre>,<>,<>
ne,ne,60
soient,être,17
pas,pas,60
deux,deux,72
jours,jour,21
heureux,heureux,30
pour,pour,81
la,le,71
France,France,20
",",",",p
et,et,82
dignes,digne,30
d',de,81
être,être,14
également,également,60
fêtés,fêter,12
par,par,81
les,le,71
amis,ami,21
de,de,81
l',le,71
ordre,ordre,21
et,et,82
de,de,81
la,le,71
monarchie,monarchie,22
;,;,p
mais,mais,82
cela,cela,52
explique,expliquer,17
aussi,aussi,60
comment,comment,60
",",",",p
tout,tout,60
tombé,tombé,31
qu',que,83
il,il,51
est,être,17
pour,pour,81
ne,ne,60
se,se,51
relever,relever,14
jamais,jamais,60
",",",",p
je,je,51
l',le,52
espère,espérer,17
",",",",p
Napoléon,Napoléon,20
a,avoir,17
conservé,conserver,12
ses,son,73
séides,séide,21
/.,/.,P
que,que,52
voulez,vouloir,17
vous,vous,51
",",",",p
marquise,marquise,22
/?,/?,P
Cromwell,Cromwell,20
",",",",p
qui,qui,52
n',ne,60
était,être,18
que,que,83
la,le,71
moitié,moitié,22
de,de,81
tout,tout,52
ce,ce,52
qu',que,52
a,avoir,17
été,être,12
Napoléon,Napoléon,20
",",",",p
avait,avoir,18
bien,bien,60
les,le,71
siens,sien,52
/!,/!,P
savez,savoir,17
vous,vous,51
que,que,83
ce,ce,52
que,que,52
vous,vous,51
dites,dire,17
là,là,60
",",",",p
Villefort,Villefort,20
",",",",p
sent,sentir,17
la,le,71
révolution,révolution,22
d',de,81
une,un,71
lieue,lieue,22
/?,/?,P
mais,mais,82
je,je,51
vous,vous,51
pardonne,pardonner,17
:,:,p
on,on,51
ne,ne,60
peut,pouvoir,17
pas,pas,60
être,être,14
fils,fils,21
de,de,81
girondin,girondin,30
et,et,82
ne,ne,60
pas,pas,60
conserver,conserver,14
un,un,71
goût,goût,21
de,de,81
terroir,terroir,21
/.,/.,P
“,“,p
une,un,71
vive,vif,30
rougeur,rougeur,22
passa,passer,19
sur,sur,81
le,le,71
front,front,21
de,de,81
Villefort,Villefort,20
/.,/.,P
“,“,p
mon,mon,73
père,père,21
était,être,18
girondin,girondin,30
",",",",p
madame,madame,22
",",",",p
dit,dire,19
il,il,51
",",",",p
c',ce,52
est,être,17
vrai,vrai,30
;,;,p
mais,mais,82
mon,mon,73
père,père,21
n',ne,60
a,avoir,17
pas,pas,60
voté,voter,12
la,le,71
mort,mort,22
du,de,81
du,le,71
roi,roi,21
;,;,p
mon,mon,73
père,père,21
a,avoir,17
été,être,12
proscrit,proscrire,12
par,par,81
cette,ce,74
même,même,75
terreur,terreur,22
qui,qui,52
vous,vous,51
proscrivait,proscrire,18
",",",",p
et,et,82
peu,peu,60
s',se,51
en,en,52
est,être,17
fallu,falloir,12
qu',que,83
il,il,51
ne,ne,60
portât,porter,18
sa,son,73
tête,tête,22
sur,sur,81
le,le,71
même,même,75
échafaud,échafaud,21
qui,qui,52
avait,avoir,18
vu,voir,12
tomber,tomber,14
la,le,71
tête,tête,22
de,de,81
votre,votre,73
père,père,21
/.,/.,P
-,-,p
oui,oui,60
",",",",p
dit,dire,19
la,le,71
marquise,marquise,22
",",",",p
sans,sans,81
que,que,83
ce,ce,74
souvenir,souvenir,21
sanglant,sanglant,30
amenât,amener,18
la,le,71
moindre,moindre,30
altération,altération,22
sur,sur,81
ses,son,73
traits,trait,21
;,;,p
seulement,seulement,60
c',ce,52
était,être,18
pour,pour,81
des,de,81
des,le,71
principes,principe,21
diamétralement,diamétralement,60
opposés,opposé,31
qu',que,83
ils,ils,51
y,y,52
fussent,être,18
montés,monter,12
tous,tout,75
deux,deux,72
",",",",p
et,et,82
la,le,71
preuve,preuve,22
c',ce,52
est,être,17
que,que,83
toute,tout,75
ma,mon,73
famille,famille,22
est,être,17
restée,rester,12
attachée,attaché,31
aux,à,81
aux,le,71
princes,prince,21
exilés,exilé,31
",",",",p
tandis que,tandis que,83
votre,votre,73
père,père,21
a,avoir,17
eu,avoir,12
hâte,hâte,22
de,de,81
se,se,51
rallier,rallier,14
au,à,81
au,le,71
nouveau,nouveau,30
gouvernement,gouvernement,21
",",",",p
et,et,82
qu',que,83
après,après,81
que,que,83
le,le,71
citoyen,citoyen,21
Noirtier,Noirtier,20
a,avoir,17
été,être,12
girondin,girondin,30
",",",",p
le,le,71
comte,comte,21
Noirtier,Noirtier,20
est,être,17
devenu,devenir,12
sénateur,sénateur,21
/.,/.,P
-,-,p
ma,mon,73
mère,mère,22
",",",",p
ma,mon,73
mère,mère,22
",",",",p
dit,dire,19
Renée,Renée,20
",",",",p
vous,vous,51
savez,savoir,17
qu',que,83
il,il,51
était,être,18
convenu,convenir,12
qu',que,83
on,on,51
ne,ne,60
parlerait,parler,16
plus,plus,60
de,de,81
ces,ce,74
mauvais,mauvais,30
souvenirs,souvenir,21
/.,/.,P
-,-,p
madame,madame,22
",",",",p
répondit,répondre,19
Villefort,Villefort,20
",",",",p
je,je,51
me,je,51
joindrai,joindre,15
à,à,81
mademoiselle,mademoiselle,22
de,de,81
Saint Méran,Saint Méran,20
pour,pour,81
vous,vous,51
demander,demander,14
bien,bien,60
humblement,humblement,60
l',le,71
oubli,oubli,21
du,de,81
du,le,71
passé,passé,21
/.,/.,P
à,à,81
quoi,quoi,52
bon,bon,60
récriminer,récriminer,14
sur,sur,81
des,de,81
des,le,71
choses,chose,22
dans,dans,81
lesquelles,lequel,52
la,le,71
volonté,volonté,22
de,de,81
dieu,dieu,21
même,même,30
est,être,17
impuissante,impuissant,30
/?,/?,P
dieu,dieu,21
peut,pouvoir,17
changer,changer,14
l',le,71
avenir,avenir,21
;,;,p
il,il,51
ne,ne,60
peut,pouvoir,17
pas,pas,60
même,même,60
modifier,modifier,14
le,le,71
passé,passé,21
/.,/.,P
ce,ce,52
que,que,52
nous,nous,51
pouvons,pouvoir,17
",",",",p
nous autres,nous autre,51
hommes,homme,21
",",",",p
c',ce,52
est,être,17
sinon,sinon,83
le,le,52
renier,renier,14
",",",",p
du,de,81
du,le,71
moins,moins,60
jeter,jeter,14
un,un,71
voile,voile,21
dessus,dessus,60
/.,/.,P
eh,eh,93
bien,bien,60
",",",",p
moi,moi,51
",",",",p
je,je,51
me,je,51
suis,être,17
séparé,séparer,12
non,non,60
seulement,seulement,60
de,de,81
l',le,71
opinion,opinion,22
",",",",p
mais,mais,82
encore,encore,60
du,de,81
du,le,71
nom,nom,21
de,de,81
mon,mon,73
père,père,21
/.,/.,P
mon,mon,73
père,père,21
a,avoir,17
été,être,12
ou,ou,82
est,être,17
même,même,60
peut-être,peut-être,60
encore,encore,60
bonapartiste,bonapartiste,30
et,et,82
s',se,51
appelle,appeler,17
Noirtier,Noirtier,20
;,;,p
moi,moi,51
",",",",p
je,je,51
suis,être,17
royaliste,royaliste,30
et,et,82
m',je,51
appelle,appeler,17
de,de,81
Villefort,Villefort,20
/.,/.,P
laissez,laisser,17
mourir,mourir,14
dans,dans,81
le,le,71
vieux,vieux,30
tronc,tronc,21
un,un,71
reste,reste,21
de,de,81
sève,sève,22
révolutionnaire,révolutionnaire,30
",",",",p
et,et,82
ne,ne,60
voyez,voir,17
",",",",p
madame,madame,22
",",",",p
que,que,83
le,le,71
rejeton,rejeton,21
qui,qui,52
s',se,51
écarte,écarter,17
de,de,81
ce,ce,74
tronc,tronc,21
",",",",p
sans,sans,81
pouvoir,pouvoir,14
",",",",p
et,et,82
je,je,51
dirai,dire,15
presque,presque,60
sans,sans,81
vouloir,vouloir,14
s',se,51
en,en,52
détacher,détacher,14
tout,tout,60
à,à,81
fait,fait,21
/.,/.,P
-,-,p
bravo,bravo,21
",",",",p
Villefort,Villefort,20
",",",",p
dit,dire,19
le,le,71
marquis,marquis,21
",",",",p
bravo,bravo,21
",",",",p
bien,bien,60
répondu,répondu,31
/!,/!,P
moi,moi,51
aussi,aussi,60
",",",",p
j',je,51
ai,avoir,17
toujours,toujours,60
prêché,prêcher,12
à,à,81
la,le,71
marquise,marquise,22
l',le,71
oubli,oubli,21
du,de,81
du,le,71
passé,passé,21
",",",",p
sans,sans,81
jamais,jamais,60
avoir,avoir,14
pu,pouvoir,12
l',le,52
obtenir,obtenir,14
d',de,81
elle,il,51
;,;,p
vous,vous,51
serez,être,15
plus,plus,60
heureux,heureux,30
",",",",p
je,je,51
l',le,52
espère,espérer,17
/.,/.,P
-,-,p
oui,oui,60
",",",",p
c',ce,52
est,être,17
bien,bien,60
",",",",p
dit,dire,12
la,le,71
marquise,marquise,22
",",",",p
oublions,oublier,17
le,le,71
passé,passé,21
",",",",p
je,je,51
ne,ne,60
demande,demander,17
pas,pas,60
mieux,mieux,60
",",",",p
et,et,82
c',ce,52
est,être,17
convenu,convenir,12
;,;,p
mais,mais,82
qu',que,83
au,à,81
au,le,71
moins,moins,60
Villefort,Villefort,20
soit,être,17
inflexible,inflexible,30
pour,pour,81
l',le,71
avenir,avenir,21
/.,/.,P
n',ne,60
oubliez,oublier,17
pas,pas,60
",",",",p
Villefort,Villefort,20
",",",",p
que,que,83
nous,nous,51
avons,avoir,17
répondu,répondre,12
de,de,81
vous,vous,51
à,à,81
sa,son,73
majesté,majesté,22
:,:,p
que,que,83
sa,son,73
majesté,majesté,22
",",",",p
elle,il,51
aussi,aussi,60
",",",",p
a,avoir,17
bien,bien,60
voulu,vouloir,12
oublier,oublier,14
",",",",p
à,à,81
notre,notre,73
recommandation,recommandation,22
elle,il,51
tendit,tendre,19
la,le,71
main,main,22
",",",",p
comme,comme,83
j',je,51
oublie,oublier,17
à,à,81
votre,votre,73
prière,prière,22
/.,/.,P
seulement,seulement,60
s',si,83
il,il,51
vous,vous,51
tombe,tomber,17
quelque,quelque,75
conspirateur,conspirateur,21
entre,entre,81
les,le,71
mains,main,22
",",",",p
songez,songer,17
qu',que,83
on,on,51
a,avoir,17
d'autant,d'autant,60
plus,plus,60
les,le,71
yeux,oeil,21
sur,sur,81
vous,vous,51
que,que,83
l',l',94
on,on,51
sait,savoir,17
que,que,83
vous,vous,51
êtes,être,17
d',de,81
une,un,71
famille,famille,22
qui,qui,52
peut-être,peut-être,60
est,être,17
en,en,81
rapport,rapport,21
avec,avec,81
ces,ce,74
conspirateurs,conspirateur,21
/.,/.,P
-,-,p
hélas,hélas,60
!,!,p
madame,madame,22
",",",",p
dit,dire,19
Villefort,Villefort,20
",",",",p
ma,mon,73
profession,profession,22
et,et,82
surtout,surtout,60
le,le,71
temps,temps,21
dans,dans,81
lequel,lequel,52
vous,vous,51
vivons,vivre,17
m',je,51
ordonnent,ordonner,17
d',de,81
être,être,14
sévère,sévère,30
/.,/.,P
je,je,51
le,le,52
serai,être,16
/.,/.,P
j',je,51
ai,avoir,17
déjà,déjà,60
eu,avoir,12
quelques,quelque,75
accusations,accusation,22
politiques,politique,30
à,à,81
soutenir,soutenir,14
",",",",p
et,et,82
",",",",p
sous,sous,81
ce,ce,74
rapport,rapport,21
",",",",p
j',je,51
ai,avoir,17
fait,faire,12
mes,mon,73
preuves,preuve,22
/.,/.,P
malheureusement,malheureusement,60
",",",",p
nous,nous,51
ne,ne,60
sommes,être,17
pas,pas,60
au,à,81
au,le,71
bout,bout,21
/.,/.,P
-,-,p
vous,vous,51
croyez,croire,17
?,?,p
dit,dire,19
la,le,71
marquise,marquise,22
/.,/.,P
-,-,p
j',je,51
en,en,52
ai,avoir,17
peur,peur,22
/.,/.,P
Napoléon,Napoléon,20
à,à,81
l',le,71
île,île,22
d',de,81
Elbe,Elbe,20
est,être,17
bien,bien,60
près,près,81
de,de,81
la,le,71
France,France,20
;,;,p
sa,son,73
présence,présence,22
presque,presque,60
en,en,81
vue,vue,22
de,de,81
nos,notre,73
côtes,côte,22
entretient,entretenir,17
l',le,71
espérance,espérance,22
de,de,81
ses,son,73
partisans,partisan,21
/.,/.,P
Marseille,Marseille,20
est,être,17
pleine,plein,30
d',de,81
officiers,officier,21
à,à,81
demi-solde,demi-solde,21
",",",",p
qui,qui,52
",",",",p
tous,tout,75
les,le,71
jours,jour,21
",",",",p
sous,sous,81
un,un,71
prétexte,prétexte,21
frivole,frivole,30
",",",",p
cherchent,chercher,17
querelle,querelle,22
aux,à,81
aux,le,71
royalistes,royaliste,21
;,;,p
de,de,81
là,là,60
des,de,81
des,le,71
duels,duel,21
parmi,parmi,81
les,le,71
gens,gens,21
de,de,81
classe,classe,22
élevée,élevé,31
",",",",p
de,de,81
là,là,60
des,de,81
des,le,71
assassinats,assassinat,21
dans,dans,81
le,le,71
peuple,peuple,21
/.,/.,P
-,-,p
oui,oui,60
",",",",p
dit,dire,19
le,le,71
comte,comte,21
de,de,81
Salvieux,Salvieux,20
",",",",p
vieil,vieux,30
ami,ami,21
de,de,81
monsieur,monsieur,21
de,de,81
Saint Méran,Saint Méran,20
et,et,82
Chambellan,Chambellan,20
de,de,81
monsieur,monsieur,21
le,le,71
comte,comte,21
d',de,81
Artois,Artois,20
",",",",p
oui,oui,60
",",",",p
mais,mais,82
vous,vous,51
savez,savoir,17
que,que,83
la,le,71
Sainte Alliance,Sainte Alliance,20
le,le,52
déloge,déloger,17
/.,/.,P
-,-,p
oui,oui,60
",",",",p
il,il,51
était,être,18
question,question,22
de,de,81
cela,cela,52
lors,lors,60
de,de,81
notre,notre,73
départ,départ,21
de,de,81
Paris,Paris,20
",",",",p
dit,dire,19
monsieur,monsieur,21
de,de,81
Saint Méran,Saint Méran,20
/.,/.,P
et,et,82
où,où,60
l',le,52
envoie,envoyer,17
t,t,94
on,on,51
/?,/?,P
à,à,81
Sainte-Hélène,Sainte-Hélène,20
/.,/.,P
-,-,p
à,à,81
Sainte-Hélène,Sainte-Hélène,20
/!,/!,P
qu',que,52
est,être,17
ce,ce,52
que,que,52
cela,cela,52
?,?,p
demanda,demander,19
la,le,71
marquise,marquise,22
/.,/.,P
-,-,p
une,un,71
île,île,22
située,situé,31
à,à,81
deux,deux,72
mille,mille,72
lieues,lieue,22
d',de,81
ici,ici,60
",",",",p
au-delà,au-delà,60
de,de,81
l',le,71
équateur,équateur,21
",",",",p
répondit,répondre,19
le,le,71
comte,comte,21
/.,/.,P
-,-,p
à,à,81
la,le,71
bonne,bon,30
heure,heure,22
/!,/!,P
comme,comme,83
le,le,52
dit,dire,17
Villefort,Villefort,20
",",",",p
c',ce,52
est,être,17
une,un,71
grande,grand,30
folie,folie,22
que,que,83
d',de,81
avoir,avoir,14
laissé,laisser,12
un,un,71
pareil,pareil,30
homme,homme,21
entre,entre,81
la,le,71
Corse,Corse,20
",",",",p
où,où,60
il,il,51
est,être,17
né,naître,12
",",",",p
et,et,82
Naples,Naples,20
",",",",p
où,où,60
règne,régner,17
encore,encore,60
son,son,73
beau-frère,beau-frère,21
",",",",p
et,et,82
en,en,81
face,face,22
de,de,81
cette,ce,74
Italie,Italie,20
dont,dont,52
il,il,51
voulait,vouloir,18
faire,faire,14
un,un,71
royaume,royaume,21
à,à,81
son,son,73
fils,fils,21
/.,/.,P
-,-,p
malheureusement,malheureusement,60
",",",",p
dit,dire,19
Villefort,Villefort,20
",",",",p
nous,nous,51
avons,avoir,17
les,le,71
traités,traité,21
de,de,81
<Nombre 1814>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
quatorze,quatorze,72
<Fin nombre>,<>,<>
",",",",p
et,et,82
l',l',94
on,on,51
ne,ne,60
peut,pouvoir,17
toucher,toucher,14
à,à,81
Napoléon,Napoléon,20
sans,sans,81
manquer,manquer,14
à,à,81
ces,ce,74
traités,traité,21
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
on,on,51
y,y,52
manquera,manquer,15
",",",",p
dit,dire,19
monsieur,monsieur,21
de,de,81
Salvieux,Salvieux,20
/.,/.,P
y,y,52
a,avoir,17
t,t,94
il,il,51
regardé,regarder,12
de,de,81
si,si,60
près,près,81
",",",",p
lui,lui,51
",",",",p
lorsqu',lorsque,83
il,il,51
s',se,51
est,être,17
agi,agir,12
de,de,81
faire,faire,14
fusiller,fusiller,14
le,le,71
malheureux,malheureux,30
duc,duc,21
d',de,81
Enghein,Enghein,20
/?,/?,P
oui,oui,60
",",",",p
dit,dire,19
la,le,71
marquise,marquise,22
",",",",p
c',ce,52
est,être,17
convenu,convenir,12
",",",",p
la,le,71
Sainte-Alliance,Sainte Alliance,20
débarrasse,débarrasser,17
l',le,71
Europe,Europe,20
de,de,81
Napoléon,Napoléon,20
",",",",p
et,et,82
Villefort,Villefort,20
débarrasse,débarrasser,17
Marseille,Marseille,20
de,de,81
ses,son,73
partisans,partisan,21
/.,/.,P
le,le,71
roi,roi,21
règne,régner,17
ou,ou,82
ne,ne,60
règne,régner,17
pas,pas,60
:,:,p
s',si,83
il,il,51
règne,régner,17
",",",",p
son,son,73
gouvernement,gouvernement,21
doit,devoir,17
être,être,14
fort,fort,30
et,et,82
ses,son,73
agents,agent,21
inflexibles,inflexible,30
;,;,p
c',ce,52
est,être,17
le,le,71
moyen,moyen,21
de,de,81
prévenir,prévenir,14
le,le,71
mal,mal,21
/.,/.,P
-,-,p
malheureusement,malheureusement,60
",",",",p
madame,madame,22
",",",",p
dit,dire,19
en,en,81
souriant,sourire,13
Villefort,Villefort,20
",",",",p
un,un,71
substitut,substitut,21
du,de,81
du,le,71
procureur,procureur,21
du,de,81
du,le,71
roi,roi,21
arrive,arriver,17
toujours,toujours,60
quand,quand,83
le,le,71
mal,mal,60
est,être,17
fait,faire,12
/.,/.,P
-,-,p
alors,alors,60
",",",",p
c',ce,52
est,être,17
à,à,81
lui,lui,51
de,de,81
le,le,52
réparer,réparer,14
/.,/.,P
-,-,p
je,je,51
pourrais,pouvoir,16
vous,vous,51
dire,dire,14
encore,encore,60
/.,/.,P
