11942
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-dix-huitième extrait>,<>,<>
/.,/.,P
Desrumeaux,Desrumeaux,20
",",",",p
agonisant,agonisant,30
",",",",p
mais,mais,82
vainqueur,vainqueur,30
",",",",p
avait,avoir,18
eu,avoir,12
",",",",p
dans,dans,81
le,le,71
partage,partage,21
",",",",p
six,six,72
sous,sou,21
et,et,82
trois,trois,72
deniers,denier,21
/.,/.,P
en,en,81
ces,ce,74
années,année,22
là,là,60
le,le,71
baron,baron,21
possédait,posséder,18
la,le,71
Piolaine,Piolaine,20
",",",",p
d',de,81
où,où,60
dépendaient,dépendre,18
trois,trois,72
cents,cent,72
hectares,hectare,21
",",",",p
et,et,82
il,il,51
avait,avoir,18
à,à,81
son,son,73
service,service,21
",",",",p
comme,comme,83
régisseur,régisseur,21
",",",",p
Honoré,Honoré,20
Grégoire,Grégoire,20
",",",",p
un,un,71
garçon,garçon,21
de,de,81
la,le,71
Picardie,Picardie,20
",",",",p
l',le,71
arrière-grand-père,arrière-grand-père,21
de,de,81
Léon,Léon,20
Grégoire,Grégoire,20
",",",",p
père,père,21
de,de,81
Cécile,Cécile,20
/.,/.,P
lors,lors,60
du,de,81
du,le,71
traité,traité,21
de,de,81
Montsou,Montsou,20
",",",",p
Honoré,Honoré,20
",",",",p
qui,qui,52
cachait,cacher,18
dans,dans,81
un,un,71
bas,bas,30
une,un,71
cinquantaine,cinquantaine,22
de,de,81
mille,mille,72
francs,franc,21
d',de,81
économies,économie,22
",",",",p
céda,céder,19
en,en,81
tremblant,trembler,13
à,à,81
la,le,71
foi,foi,22
inébranlable,inébranlable,30
de,de,81
son,son,73
maître,maître,21
/.,/.,P
il,il,51
sortit,sortir,19
dix,dix,72
mille,mille,72
livres,livre,22
de,de,81
beaux,beau,30
écus,écu,21
",",",",p
il,il,51
prit,prendre,19
un,un,71
denier,denier,21
",",",",p
avec,avec,81
la,le,71
terreur,terreur,22
de,de,81
voler,voler,14
ses,son,73
enfants,enfant,21
de,de,81
cette,ce,74
somme,somme,22
/.,/.,P
son,son,73
fils,fils,21
Eugène,Eugène,20
toucha,toucher,19
en,en,81
effet,effet,21
des,de,81
des,le,71
dividendes,dividende,21
fort,fort,60
minces,mince,30
;,;,p
et,et,82
",",",",p
comme,comme,83
il,il,51
s',se,51
était,être,18
mis,mettre,12
bourgeois,bourgeois,21
et,et,82
qu',que,83
il,il,51
avait,avoir,18
eu,avoir,12
la,le,71
sottise,sottise,22
de,de,81
manger,manger,14
les,le,71
quarante,quarante,72
autres,autre,52
mille,mille,72
francs,franc,21
de,de,81
l',le,71
héritage,héritage,21
paternel,paternel,30
dans,dans,81
une,un,71
association,association,22
désastreuse,désastreux,30
",",",",p
il,il,51
vécut,vivre,19
assez,assez,60
chichement,chichement,60
/.,/.,P
mais,mais,82
les,le,71
intérêts,intérêt,21
du,de,81
du,le,71
denier,denier,21
montaient,monter,18
peu,peu,60
à,à,81
peu,peu,60
",",",",p
la,le,71
fortune,fortune,22
commença,commencer,19
avec,avec,81
Félicien,Félicien,20
",",",",p
qui,qui,52
put,pouvoir,19
réaliser,réaliser,14
un,un,71
rêve,rêve,21
dont,dont,52
son,son,73
grand-père,grand-père,21
",",",",p
l',le,71
ancien,ancien,30
régisseur,régisseur,21
",",",",p
avait,avoir,18
bercé,bercer,12
son,son,73
enfance,enfance,22
:,:,p
l',le,71
achat,achat,21
de,de,81
la,le,71
Piolaine,Piolaine,20
démembrée,démembré,31
",",",",p
qu',que,52
il,il,51
eut,avoir,19
comme,comme,83
bien,bien,60
national,national,30
",",",",p
pour,pour,81
une,un,71
somme,somme,22
dérisoire,dérisoire,30
/.,/.,P
cependant,cependant,82
",",",",p
les,le,71
années,année,22
qui,qui,52
suivirent,suivre,19
furent,être,19
mauvaises,mauvais,30
",",",",p
il,il,51
fallut,falloir,19
attendre,attendre,14
le,le,71
dénouement,dénouement,21
des,de,81
des,le,71
catastrophes,catastrophe,22
révolutionnaires,révolutionnaire,30
",",",",p
puis,puis,60
la,le,71
chute,chute,22
sanglante,sanglant,30
de,de,81
Napoléon,Napoléon,20
/.,/.,P
et,et,82
ce,ce,52
fut,être,19
Léon,Léon,20
Grégoire,Grégoire,20
qui,qui,52
bénéficia,bénéficier,19
",",",",p
dans,dans,81
une,un,71
progression,progression,22
stupéfiante,stupéfiant,30
",",",",p
du,de,81
du,le,71
placement,placement,21
timide,timide,30
et,et,82
inquiet,inquiet,30
de,de,81
son,son,73
bisaïeul,bisaïeul,21
/.,/.,P
ces,ce,74
dix,dix,72
pauvres,pauvre,21
mille,mille,72
francs,franc,21
grossissaient,grossir,18
",",",",p
s',se,51
élargissaient,élargir,18
",",",",p
avec,avec,81
la,le,71
prospérité,prospérité,22
de,de,81
la,le,71
compagnie,compagnie,22
/.,/.,P
dès,dès,81
<Nombre 1820>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
vingt,vingt,72
<Fin nombre>,<>,<>
",",",",p
ils,ils,51
rapportaient,rapporter,18
cent,cent,72
pour,pour,81
cent,cent,72
",",",",p
dix,dix,72
mille,mille,72
francs,franc,21
/.,/.,P
en,en,81
<Nombre 1844>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
quarante,quarante,72
quatre,quatre,72
<Fin nombre>,<>,<>
",",",",p
ils,ils,51
en,en,52
produisaient,produire,18
vingt,vingt,72
mille,mille,72
;,;,p
en,en,81
<Nombre 1850>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
cinquante,cinquante,72
<Fin nombre>,<>,<>
",",",",p
quarante,quarante,72
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
deux,deux,72
ans,an,21
enfin,enfin,60
",",",",p
le,le,71
dividende,dividende,21
était,être,18
monté,monter,12
au,à,81
au,le,71
chiffre,chiffre,21
prodigieux,prodigieux,30
de,de,81
cinquante,cinquante,72
mille,mille,72
francs,franc,21
:,:,p
la,le,71
valeur,valeur,22
du,de,81
du,le,71
denier,denier,21
",",",",p
coté,coté,31
à,à,81
la,le,71
bourse,bourse,22
de,de,81
Lille,Lille,20
un,un,71
million,million,21
",",",",p
avait,avoir,18
centuplé,centupler,12
en,en,81
un,un,71
siècle,siècle,21
/.,/.,P
monsieur,monsieur,21
Grégoire,Grégoire,20
",",",",p
auquel,à,81
auquel,lequel,52
on,on,51
conseillait,conseiller,18
de,de,81
vendre,vendre,14
",",",",p
lorsque,lorsque,83
ce,ce,74
cours,cours,21
d',de,81
un,un,71
million,million,21
fut,être,19
atteint,atteindre,12
",",",",p
s',se,51
y,y,52
était,être,18
refusé,refuser,12
",",",",p
de,de,81
son,son,73
air,air,21
souriant,souriant,30
et,et,82
paterne,paterne,30
/.,/.,P
six,six,72
mois,mois,21
plus,plus,60
tard,tard,60
",",",",p
une,un,71
crise,crise,22
industrielle,industriel,30
éclatait,éclater,18
",",",",p
le,le,71
denier,denier,21
retombait,retomber,18
à,à,81
six,six,72
cent,cent,72
mille,mille,72
francs,franc,21
/.,/.,P
mais,mais,82
il,il,51
souriait,sourire,18
toujours,toujours,60
",",",",p
il,il,51
ne,ne,60
regrettait,regretter,18
rien,rien,52
",",",",p
car,car,82
les,le,71
Grégoire,Grégoire,20
avaient,avoir,18
maintenant,maintenant,60
une,un,71
foi,foi,22
obstinée,obstiné,31
en,en,81
leur,leur,73
mine,mine,22
/.,/.,P
ça,ça,52
remonterait,remonter,16
",",",",p
dieu,dieu,21
n',ne,60
était,être,18
pas,pas,60
si,si,60
solide,solide,30
/.,/.,P
puis,puis,60
",",",",p
à,à,81
cette,ce,74
croyance,croyance,22
religieuse,religieux,30
",",",",p
se,se,51
mêlait,mêler,18
une,un,71
profonde,profond,30
gratitude,gratitude,22
pour,pour,81
une,un,71
valeur,valeur,22
",",",",p
qui,qui,52
",",",",p
depuis,depuis,81
un,un,71
siècle,siècle,21
",",",",p
nourrissait,nourrir,18
la,le,71
famille,famille,22
à,à,81
ne,ne,60
rien,rien,52
faire,faire,14
/.,/.,P
c',ce,52
était,être,18
comme,comme,83
une,un,71
divinité,divinité,22
à,à,81
eux,ils,51
",",",",p
que,que,52
leur,leur,73
égoïsme,égoïsme,21
entourait,entourer,18
d',de,81
un,un,71
culte,culte,21
",",",",p
la,le,71
bienfaitrice,bienfaitrice,22
du,de,81
du,le,71
foyer,foyer,21
",",",",p
les,le,52
berçant,bercer,13
dans,dans,81
leur,leur,73
grand,grand,30
lit,lit,21
de,de,81
paresse,paresse,22
",",",",p
les,le,52
engraissant,engraisser,13
à,à,81
leur,leur,73
table,table,22
gourmande,gourmand,30
/.,/.,P
de,de,81
père,père,21
en,en,81
fils,fils,21
",",",",p
cela,cela,52
durait,durer,18
:,:,p
pourquoi,pourquoi,60
risquer,risquer,14
de,de,81
mécontenter,mécontenter,14
le,le,71
sort,sort,21
",",",",p
en,en,81
doutant,douter,13
de,de,81
lui,lui,51
/?,/?,P
et,et,82
il,il,51
y,y,52
avait,avoir,18
",",",",p
au,à,81
au,le,71
fond,fond,21
de,de,81
leur,leur,73
fidélité,fidélité,22
",",",",p
une,un,71
terreur,terreur,22
superstitieuse,superstitieux,30
",",",",p
la,le,71
crainte,crainte,22
que,que,52
le,le,71
million,million,21
du,de,81
du,le,71
denier,denier,21
ne,ne,60
se,se,51
fût,être,19
brusquement,brusquement,60
fondu,fondre,12
",",",",p
s',si,83
ils,ils,51
l',le,52
avaient,avoir,18
réalisé,réaliser,12
et,et,82
mis,mettre,12
dans,dans,81
un,un,71
tiroir,tiroir,21
/.,/.,P
ils,ils,51
le,le,52
voyaient,voir,18
plus,plus,60
à,à,81
l',le,71
abri,abri,21
dans,dans,81
la,le,71
terre,terre,22
",",",",p
d',de,81
où,où,60
un,un,71
peuple,peuple,21
de,de,81
mineurs,mineur,21
",",",",p
des,de,81
des,le,71
générations,génération,22
d',de,81
affamés,affamé,31
l',le,52
extrayaient,extraire,18
pour,pour,81
eux,ils,51
",",",",p
un,un,71
peu,peu,60
chaque,chaque,75
jour,jour,21
",",",",p
selon,selon,81
leurs,leur,73
besoins,besoin,21
/.,/.,P
du,de,81
du,le,71
reste,reste,21
",",",",p
les,le,71
bonheurs,bonheur,21
pleuvaient,pleuvoir,18
sur,sur,81
cette,ce,74
maison,maison,22
/.,/.,P
monsieur,monsieur,21
Grégoire,Grégoire,20
",",",",p
très,très,60
jeune,jeune,30
",",",",p
avait,avoir,18
épousé,épouser,12
la,le,71
fille,fille,22
d',de,81
un,un,71
pharmacien,pharmacien,21
de,de,81
Marchiennes,Marchiennes,20
",",",",p
une,un,71
demoiselle,demoiselle,22
laide,laid,30
",",",",p
sans,sans,81
un,un,71
sou,sou,21
",",",",p
qu',que,52
il,il,51
adorait,adorer,18
et,et,82
qui,qui,52
lui,lui,51
avait,avoir,18
tout,tout,52
rendu,rendre,12
",",",",p
en,en,81
félicité,félicité,22
/.,/.,P
elle,il,51
s',se,51
était,être,18
enfermée,enfermer,12
dans,dans,81
son,son,73
ménage,ménage,21
",",",",p
extasiée,extasié,31
devant,devant,81
son,son,73
mari,mari,21
",",",",p
n',ne,60
ayant,avoir,13
d',de,81
autre,autre,75
volonté,volonté,22
que,que,83
la,le,71
sienne,sien,52
;,;,p
jamais,jamais,60
des,de,81
des,le,71
goûts,goût,21
différents,différent,30
ne,ne,60
les,le,52
séparaient,séparer,18
",",",",p
un,un,71
même,même,75
idéal,idéal,21
de,de,81
bien-être,bien-être,21
confondait,confondre,18
leurs,leur,73
désirs,désir,21
;,;,p
et,et,82
ils,ils,51
vivaient,vivre,18
ainsi,ainsi,60
depuis,depuis,81
quarante,quarante,72
ans,an,21
",",",",p
de,de,81
tendresse,tendresse,22
et,et,82
de,de,81
petits,petit,30
soins,soin,21
réciproques,réciproque,30
/.,/.,P
c',ce,52
était,être,18
une,un,71
existence,existence,22
réglée,réglé,31
",",",",p
les,le,71
quarante,quarante,72
mille,mille,72
francs,franc,21
mangés,mangé,31
sans,sans,81
bruit,bruit,21
",",",",p
les,le,71
économies,économie,22
dépensées,dépensé,31
pour,pour,81
Cécile,Cécile,20
",",",",p
dont,dont,52
la,le,71
naissance,naissance,22
tardive,tardif,30
avait,avoir,18
un,un,71
instant,instant,21
bouleversé,bouleverser,12
le,le,71
budget,budget,21
/.,/.,P
aujourd'hui,aujourd'hui,60
encore,encore,60
",",",",p
ils,ils,51
contentaient,contenter,18
chacun,chacun,52
de,de,81
ses,son,73
caprices,caprice,21
:,:,p
un,un,71
second,second,72
cheval,cheval,21
",",",",p
deux,deux,72
autres,autre,75
voitures,voiture,22
",",",",p
des,de,81
des,le,71
toilettes,toilette,22
venues,venu,31
de,de,81
Paris,Paris,20
/.,/.,P
mais,mais,82
ils,ils,51
goûtaient,goûter,18
là,là,60
une,un,71
joie,joie,22
de,de,81
plus,plus,60
",",",",p
ils,ils,51
ne,ne,60
trouvaient,trouver,18
rien,rien,52
de,de,81
trop,trop,60
beau,beau,30
pour,pour,81
leur,leur,73
fille,fille,22
",",",",p
avec,avec,81
une,un,71
telle,tel,75
horreur,horreur,22
personnelle,personnel,30
de,de,81
l',le,71
étalage,étalage,21
",",",",p
qu',que,83
ils,ils,51
avaient,avoir,18
gardé,garder,12
les,le,71
modes,mode,21
de,de,81
leur,leur,73
jeunesse,jeunesse,22
/.,/.,P
toute,tout,75
dépense,dépense,22
qui,qui,52
ne,ne,60
profitait,profiter,18
pas,pas,60
leur,leur,52
semblait,sembler,18
stupide,stupide,30
/.,/.,P
brusquement,brusquement,60
",",",",p
la,le,71
porte,porte,22
s',se,51
ouvrit,ouvrir,19
",",",",p
et,et,82
une,un,71
voix,voix,22
forte,fort,30
cria,crier,19
:,:,p
-,-,p
eh,eh,93
bien,bien,60
!,!,p
quoi,quoi,52
donc,donc,82
",",",",p
on,on,51
déjeune,déjeuner,17
sans,sans,81
moi,moi,51
/!,/!,P
c',ce,52
était,être,18
Cécile,Cécile,20
",",",",p
au,à,81
au,le,71
saut,saut,21
du,de,81
du,le,71
lit,lit,21
",",",",p
les,le,71
yeux,oeil,21
gonflés,gonflé,31
de,de,81
sommeil,sommeil,21
/.,/.,P
elle,il,51
avait,avoir,18
simplement,simplement,60
relevé,relever,12
ses,son,73
cheveux,cheveu,21
et,et,82
passé,passer,12
un,un,71
peignoir,peignoir,21
de,de,81
laine,laine,22
blanche,blanc,30
/.,/.,P
-,-,p
mais,mais,82
non,non,60
",",",",p
dit,dire,19
la,le,71
mère,mère,22
",",",",p
tu,tu,51
vois,voir,17
qu',que,83
on,on,51
t',tu,51
attendait,attendre,18
/…,/…,P
hein,hein,93
?,?,p
ce,ce,74
vent,vent,21
a,avoir,17
dû,devoir,12
t',tu,51
empêcher,empêcher,14
de,de,81
dormir,dormir,14
",",",",p
pauvre,pauvre,30
mignonne,mignonne,22
!,!,p
la,le,71
jeune,jeune,30
fille,fille,22
la,le,52
regarda,regarder,19
",",",",p
très,très,60
surprise,surpris,31
/.,/.,P
-,-,p
il,il,51
a,avoir,17
fait,faire,12
du,de,81
du,le,71
vent,vent,21
?,?,p
/…,/…,P
je,je,51
n',ne,60
en,en,52
sais,savoir,17
rien,rien,52
",",",",p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
bougé,bouger,12
de,de,81
la,le,71
nuit,nuit,22
/.,/.,P
alors,alors,60
",",",",p
cela,cela,52
leur,leur,52
sembla,sembler,19
drôle,drôle,30
",",",",p
tous,tout,75
les,le,71
trois,trois,72
se,se,51
mirent,mettre,19
à,à,81
rire,rire,14
;,;,p
et,et,82
les,le,71
bonnes,bonne,22
",",",",p
qui,qui,52
apportaient,apporter,18
le,le,71
déjeuner,déjeuner,21
",",",",p
éclatèrent,éclater,19
aussi,aussi,60
",",",",p
tellement,tellement,60
l',le,71
idée,idée,22
que,que,83
mademoiselle,mademoiselle,22
avait,avoir,18
dormi,dormir,12
d',de,81
un,un,71
trait,trait,21
ses,son,73
douze,douze,72
heures,heure,22
",",",",p
égayait,égayer,18
la,le,71
maison,maison,22
/.,/.,P
la,le,71
vue,vue,22
de,de,81
la,le,71
brioche,brioche,22
acheva,achever,19
d',de,81
épanouir,épanouir,14
les,le,71
visages,visage,21
/.,/.,P
-,-,p
comment,comment,60
!,!,p
elle,il,51
est,être,17
donc,donc,82
cuite,cuire,12
?,?,p
répétait,répéter,18
Cécile,Cécile,20
/.,/.,P
en,en,52
voilà,voilà,81
une,un,71
attrape,attrape,22
qu',que,52
on,on,51
me,je,51
fait,faire,17
!,!,p
/…,/…,P
c',ce,52
est,être,17
ça,ça,52
qui,qui,52
va,aller,17
être,être,14
bon,bon,30
",",",",p
tout,tout,60
chaud,chaud,30
",",",",p
dans,dans,81
le,le,71
chocolat,chocolat,21
/!,/!,P
ils,ils,51
s',se,51
attablaient,attabler,18
enfin,enfin,60
",",",",p
le,le,71
chocolat,chocolat,21
fumait,fumer,18
dans,dans,81
les,le,71
bols,bol,21
",",",",p
on,on,51
ne,ne,60
parla,parler,19
longtemps,longtemps,60
que,que,83
de,de,81
la,le,71
brioche,brioche,22
/.,/.,P
Mélanie,Mélanie,20
et,et,82
Honorine,Honorine,20
restaient,rester,18
",",",",p
donnaient,donner,18
les,le,71
détails,détail,21
sur,sur,81
la,le,71
cuisson,cuisson,22
",",",",p
les,le,52
regardaient,regarder,18
se,se,51
bourrer,bourrer,14
",",",",p
les,le,71
lèvres,lèvre,22
grasses,gras,30
",",",",p
en,en,81
disant,dire,13
que,que,83
c',ce,52
était,être,18
un,un,71
plaisir,plaisir,21
de,de,81
faire,faire,14
un,un,71
gâteau,gâteau,21
",",",",p
quand,quand,83
on,on,51
voyait,voir,18
les,le,71
maîtres,maître,21
le,le,52
manger,manger,14
si,si,60
volontiers,volontiers,60
/.,/.,P
mais,mais,82
les,le,71
chiens,chien,21
aboyèrent,aboyer,19
violemment,violemment,60
on,on,51
crut,croire,19
qu',que,83
ils,ils,51
annonçaient,annoncer,18
la,le,71
maîtresse,maîtresse,22
de,de,81
piano,piano,21
",",",",p
qui,qui,52
venait,venir,18
de,de,81
Marchiennes,Marchiennes,20
le,le,71
lundi,lundi,21
et,et,82
le,le,71
vendredi,vendredi,21
/.,/.,P
il,il,51
venait,venir,18
aussi,aussi,60
un,un,71
professeur,professeur,21
de,de,81
littérature,littérature,22
/.,/.,P
toute,tout,75
l',le,71
instruction,instruction,22
de,de,81
la,le,71
jeune,jeune,30
fille,fille,22
s',se,51
était,être,18
ainsi,ainsi,60
faite,faire,12
à,à,81
la,le,71
Piolaine,Piolaine,20
",",",",p
dans,dans,81
une,un,71
ignorance,ignorance,22
heureuse,heureux,30
",",",",p
dans,dans,81
des,de,81
des,le,71
caprices,caprice,21
d',de,81
enfant,enfant,21
",",",",p
jetant,jeter,13
le,le,71
livre,livre,21
par,par,81
la,le,71
fenêtre,fenêtre,22
",",",",p
dès,dès,81
qu',que,83
une,un,71
question,question,22
l',le,52
ennuyait,ennuyer,18
/.,/.,P
-,-,p
c',ce,52
est,être,17
monsieur,monsieur,21
Deneulin,Deneulin,20
",",",",p
dit,dire,19
Honorine,Honorine,20
en,en,81
rentrant,rentrer,13
/.,/.,P
derrière,derrière,81
elle,il,51
",",",",p
Deneulin,Deneulin,20
",",",",p
un,un,71
cousin,cousin,21
de,de,81
monsieur,monsieur,21
Grégoire,Grégoire,20
",",",",p
parut,paraître,19
sans,sans,81
façon,façon,22
",",",",p
le,le,71
verbe,verbe,21
haut,haut,30
",",",",p
le,le,71
geste,geste,21
vif,vif,30
",",",",p
avec,avec,81
une,un,71
allure,allure,22
d',de,81
ancien,ancien,30
officier,officier,21
de,de,81
cavalerie,cavalerie,22
/.,/.,P
bien,bien,60
qu',que,83
il,il,51
eût,avoir,19
dépassé,dépasser,12
la,le,71
cinquantaine,cinquantaine,22
",",",",p
ses,son,73
cheveux,cheveu,21
coupés,coupé,31
ras,ras,30
et,et,82
ses,son,73
grosses,gros,30
moustaches,moustache,22
étaient,être,18
d',de,81
un,un,71
noir,noir,21
d',de,81
encre,encre,22
/.,/.,P
-,-,p
oui,oui,60
",",",",p
c',ce,52
est,être,17
moi,moi,51
",",",",p
bonjour,bonjour,21
/…,/…,P
ne,ne,60
vous,vous,51
dérangez,déranger,17
donc,donc,82
pas,pas,60
/!,/!,P
il,il,51
s',se,51
était,être,18
assis,asseoir,12
",",",",p
pendant,pendant,81
que,que,83
la,le,71
famille,famille,22
s',se,51
exclamait,exclamer,18
/.,/.,P
elle,il,51
finit,finir,17
par,par,81
se,se,51
remettre,remettre,14
à,à,81
son,son,73
chocolat,chocolat,21
/.,/.,P
-,-,p
est,être,17
ce,ce,52
que,que,83
tu,tu,51
as,avoir,17
quelque,quelque,75
chose,chose,22
à,à,81
me,je,51
dire,dire,14
?,?,p
demanda,demander,19
monsieur,monsieur,21
Grégoire,Grégoire,20
/.,/.,P
-,-,p
non,non,60
",",",",p
rien,rien,52
du,de,81
du,le,71
tout,tout,21
",",",",p
se,se,51
hâta,hâter,19
de,de,81
répondre,répondre,14
Deneulin,Deneulin,20
/.,/.,P
je,je,51
suis,être,17
sorti,sortir,12
à,à,81
/.,/.,P
