11426
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-sixième extrait>,<>,<>
on,on,51
les,le,52
a,avoir,17
brûlés,brûler,12
/.,/.,P
elle,il,51
ajouta,ajouter,19
tout,tout,60
bas,bas,60
",",",",p
et,et,82
d',de,81
un,un,71
air,air,21
familier,familier,30
",",",",p
à,à,81
l',le,71
oreille,oreille,22
de,de,81
la,le,71
princesse,princesse,22
/.,/.,P
-,-,p
Rassi,Rassi,20
peut,pouvoir,17
être,être,14
Richelieu,Richelieu,20
/!,/!,P
-,-,p
mais,mais,82
",",",",p
diable,diable,21
!,!,p
ces,ce,74
papiers,papier,21
me,je,51
coûtent,coûter,17
plus,plus,60
de,de,81
quatre,quatre,72
vingt,vingt,72
mille,mille,72
francs,franc,21
!,!,p
s',se,51
écria,écrier,19
le,le,71
prince,prince,21
fâché,fâché,31
/.,/.,P
-,-,p
mon,mon,73
prince,prince,21
",",",",p
répliqua,répliquer,19
la,le,71
duchesse,duchesse,22
avec,avec,81
énergie,énergie,22
",",",",p
voilà,voilà,81
ce,ce,52
qu',que,52
il,il,51
en,en,52
coûte,coûter,17
d',de,81
employer,employer,14
des,de,81
des,le,71
scélérats,scélérat,21
de,de,81
basse,bas,30
naissance,naissance,22
/.,/.,P
plût,plaire,18
à,à,81
dieu,dieu,21
que,que,83
vous,vous,51
pussiez,pouvoir,18
perdre,perdre,14
un,un,72
million,million,21
",",",",p
et,et,82
ne,ne,60
jamais,jamais,60
prêter,prêter,14
créance,créance,22
aux,à,81
aux,le,71
bas,bas,30
coquins,coquin,21
qui,qui,52
ont,avoir,17
empêché,empêcher,12
votre,votre,73
père,père,21
de,de,81
dormir,dormir,14
pendant,pendant,81
les,le,71
six,six,72
dernières,dernier,30
années,année,22
de,de,81
son,son,73
règne,règne,21
/.,/.,P
le,le,71
mot,mot,21
basse,bas,30
naissance,naissance,22
avait,avoir,18
plu,plaire,12
extrêmement,extrêmement,60
à,à,81
la,le,71
princesse,princesse,22
",",",",p
qui,qui,52
trouvait,trouver,18
que,que,83
le,le,71
comte,comte,21
et,et,82
son,son,73
amie,amie,22
avaient,avoir,18
une,un,71
estime,estime,22
trop,trop,60
exclusive,exclusif,30
pour,pour,81
l',le,71
esprit,esprit,21
",",",",p
toujours,toujours,60
un,un,71
peu,peu,60
cousin,cousin,21
germain,germain,30
du,de,81
du,le,71
jacobinisme,jacobinisme,21
/.,/.,P
durant,durant,81
le,le,71
court,court,30
moment,moment,21
de,de,81
profond,profond,30
silence,silence,21
",",",",p
rempli,rempli,31
par,par,81
les,le,71
réflexions,réflexion,22
de,de,81
la,le,71
princesse,princesse,22
",",",",p
l',le,71
horloge,horloge,22
du,de,81
du,le,71
château,château,21
sonna,sonner,19
trois,trois,72
heures,heure,22
/.,/.,P
la,le,71
princesse,princesse,22
se,se,51
leva,lever,19
",",",",p
fit,faire,19
une,un,71
profonde,profond,30
révérence,révérence,22
à,à,81
son,son,73
fils,fils,21
",",",",p
et,et,82
lui,lui,51
dit,dire,19
;,;,p
-,-,p
ma,mon,73
santé,santé,22
ne,ne,60
me,je,51
permet,permettre,17
pas,pas,60
de,de,81
prolonger,prolonger,14
davantage,davantage,60
la,le,71
discussion,discussion,22
/.,/.,P
jamais,jamais,60
de,de,81
ministre,ministre,21
de,de,81
basse,bas,30
naissance,naissance,22
;,;,p
vous,vous,51
ne,ne,60
m',je,51
ôterez,ôter,15
pas,pas,60
de,de,81
l',le,71
idée,idée,22
que,que,83
votre,votre,73
Rassi,Rassi,20
vous,vous,51
a,avoir,17
volé,voler,12
la,le,71
moitié,moitié,22
de,de,81
l',le,71
argent,argent,21
qu',que,52
il,il,51
vous,vous,51
a,avoir,17
fait,faire,12
dépenser,dépenser,14
en,en,81
espionnage,espionnage,21
/.,/.,P
la,le,71
princesse,princesse,22
prit,prendre,19
deux,deux,72
bougies,bougie,22
dans,dans,81
les,le,71
flambeaux,flambeau,21
et,et,82
les,le,52
plaça,placer,19
dans,dans,81
la,le,71
cheminée,cheminée,22
",",",",p
de,de,81
façon,façon,22
à,à,81
ne,ne,60
pas,pas,60
les,le,52
éteindre,éteindre,14
;,;,p
puis,puis,60
",",",",p
s',se,51
approchant,approcher,13
de,de,81
son,son,73
fils,fils,21
",",",",p
elle,il,51
ajouta,ajouter,19
:,:,p
-,-,p
la,le,71
fable,fable,22
de,de,81
La Fontaine,La Fontaine,20
l',le,52
emporte,emporter,17
",",",",p
dans,dans,81
mon,mon,73
esprit,esprit,21
",",",",p
sur,sur,81
le,le,71
juste,juste,30
désir,désir,21
de,de,81
venger,venger,14
un,un,71
époux,époux,21
/.,/.,P
votre,votre,73
altesse,altesse,22
veut,vouloir,17
elle,il,51
me,je,51
permettre,permettre,14
de,de,81
brûler,brûler,14
ces,ce,74
écritures,écriture,22
/?,/?,P
le,le,71
prince,prince,21
restait,rester,18
immobile,immobile,30
/.,/.,P
sa,son,73
physionomie,physionomie,22
est,être,17
vraiment,vraiment,60
stupide,stupide,30
",",",",p
se,se,51
dit,dire,19
la,le,71
duchesse,duchesse,22
;,;,p
le,le,71
comte,comte,21
a,avoir,17
raison,raison,22
:,:,p
le,le,71
feu,feu,21
prince,prince,21
ne,ne,60
nous,nous,51
eût,avoir,19
pas,pas,60
fait,faire,12
veiller,veiller,14
jusqu',jusque,81
à,à,81
trois,trois,72
heures,heure,22
du,de,81
du,le,71
matin,matin,21
",",",",p
avant,avant,81
de,de,81
prendre,prendre,14
un,un,71
parti,parti,21
/.,/.,P
la,le,71
princesse,princesse,22
",",",",p
toujours,toujours,60
debout,debout,60
",",",",p
ajouta,ajouter,19
:,:,p
-,-,p
ce,ce,74
petit,petit,30
procureur,procureur,21
serait,être,16
bien,bien,60
fier,fier,30
",",",",p
s',si,83
il,il,51
savait,savoir,18
que,que,83
ses,son,73
paperasses,paperasse,22
",",",",p
remplies,rempli,31
de,de,81
mensonges,mensonge,21
",",",",p
et,et,82
arrangées,arranger,12
pour,pour,81
procurer,procurer,14
son,son,73
avancement,avancement,21
",",",",p
ont,avoir,17
fait,faire,12
passer,passer,14
la,le,71
nuit,nuit,22
aux,à,81
aux,le,71
deux,deux,72
plus,plus,60
grands,grand,30
personnages,personnage,21
de,de,81
l',le,71
état,état,21
/.,/.,P
le,le,71
prince,prince,21
se,se,51
jeta,jeter,19
sur,sur,81
un,un,52
des,de,81
des,le,71
portefeuilles,portefeuille,21
comme,comme,83
un,un,71
furieux,furieux,30
",",",",p
et,et,82
en,en,52
vida,vider,19
tout,tout,75
le,le,71
contenu,contenu,21
dans,dans,81
la,le,71
cheminée,cheminée,22
/.,/.,P
la,le,71
masse,masse,22
des,de,81
des,le,71
papiers,papier,21
fut,être,19
sur,sur,81
le,le,71
point,point,21
d',de,81
étouffer,étouffer,14
les,le,71
deux,deux,72
bougies,bougie,22
;,;,p
l',le,71
appartement,appartement,21
se,se,51
remplit,remplir,19
de,de,81
fumée,fumée,22
/.,/.,P
la,le,71
princesse,princesse,22
vit,voir,19
dans,dans,81
les,le,71
yeux,oeil,21
de,de,81
son,son,73
fils,fils,21
qu',que,83
il,il,51
était,être,18
tenté,tenter,12
de,de,81
saisir,saisir,14
une,un,71
carafe,carafe,22
et,et,82
de,de,81
sauver,sauver,14
ces,ce,74
papiers,papier,21
",",",",p
qui,qui,52
lui,lui,51
coûtaient,coûter,18
quatre,quatre,72
vingt,vingt,72
mille,mille,72
francs,franc,21
/.,/.,P
-,-,p
ouvrez,ouvrir,17
donc,donc,82
la,le,71
fenêtre,fenêtre,22
!,!,p
cria,crier,19
t,t,94
elle,il,51
à,à,81
la,le,71
duchesse,duchesse,22
avec,avec,81
humeur,humeur,22
/.,/.,P
la,le,71
duchesse,duchesse,22
se,se,51
hâta,hâter,19
d',de,81
obéir,obéir,14
;,;,p
aussitôt,aussitôt,60
tous,tout,75
les,le,71
papiers,papier,21
s',se,51
enflammèrent,enflammer,19
à,à,81
la,le,71
fois,fois,22
;,;,p
il,il,51
se,se,51
fit,faire,19
un,un,71
grand,grand,30
bruit,bruit,21
dans,dans,81
la,le,71
cheminée,cheminée,22
",",",",p
et,et,82
bientôt,bientôt,60
il,il,51
fut,être,19
évident,évident,30
qu',que,83
elle,il,51
avait,avoir,18
pris,prendre,12
feu,feu,21
/.,/.,P
le,le,71
prince,prince,21
avait,avoir,18
l',le,71
âme,âme,22
petite,petit,30
pour,pour,81
toutes,tout,75
les,le,71
choses,chose,22
d',de,81
argent,argent,21
;,;,p
il,il,51
crut,croire,19
voir,voir,14
son,son,73
palais,palais,21
en,en,81
flammes,flamme,22
",",",",p
et,et,82
toutes,tout,75
les,le,71
richesses,richesse,22
qu',que,52
il,il,51
contenait,contenir,18
détruites,détruit,31
;,;,p
il,il,51
courut,courir,19
à,à,81
la,le,71
fenêtre,fenêtre,22
et,et,82
appela,appeler,19
la,le,71
garde,garde,22
d',de,81
une,un,71
voix,voix,22
toute,tout,60
changée,changé,31
/.,/.,P
les,le,71
soldats,soldat,21
en,en,81
tumulte,tumulte,21
étant,être,13
accourus,accourir,12
dans,dans,81
la,le,71
cour,cour,22
à,à,81
la,le,71
voix,voix,22
du,de,81
du,le,71
prince,prince,21
",",",",p
il,il,51
revint,revenir,19
près,près,81
de,de,81
la,le,71
cheminée,cheminée,22
qui,qui,52
attirait,attirer,18
l',le,71
air,air,21
de,de,81
la,le,71
fenêtre,fenêtre,22
ouverte,ouvert,31
avec,avec,81
un,un,71
bruit,bruit,21
réellement,réellement,60
effrayant,effrayant,30
;,;,p
il,il,51
s',se,51
impatienta,impatienter,19
",",",",p
jura,jurer,19
",",",",p
fit,faire,19
deux,deux,72
ou,ou,82
trois,trois,72
tours,tour,21
dans,dans,81
le,le,71
cabinet,cabinet,21
comme,comme,83
un,un,71
homme,homme,21
hors,hors,81
de,de,81
lui,lui,51
",",",",p
et,et,82
",",",",p
enfin,enfin,60
",",",",p
sortit,sortir,19
en,en,81
courant,courir,13
/.,/.,P
la,le,71
princesse,princesse,22
et,et,82
sa,son,73
grande,grand,30
maîtresse,maîtresse,22
restèrent,rester,19
debout,debout,60
",",",",p
l',le,71
une,un,52
vis-à-vis,vis-à-vis,60
de,de,81
l',le,71
autre,autre,52
",",",",p
et,et,82
gardant,garder,13
un,un,71
profond,profond,30
silence,silence,21
/.,/.,P
-,-,p
la,le,71
colère,colère,22
va,aller,17
t,t,94
elle,il,51
recommencer,recommencer,14
?,?,p
se,se,51
dit,dire,19
la,le,71
duchesse,duchesse,22
;,;,p
ma,mon,73
foi,foi,22
",",",",p
mon,mon,73
procès,procès,21
est,être,17
gagné,gagner,12
/.,/.,P
et,et,82
elle,il,51
se,se,51
disposait,disposer,18
à,à,81
être,être,14
fort,fort,60
impertinente,impertinent,30
dans,dans,81
ses,son,73
répliques,réplique,22
",",",",p
quand,quand,83
une,un,71
pensée,pensée,22
l',le,52
illumina,illuminer,19
;,;,p
elle,il,51
vit,voir,19
le,le,71
second,second,72
portefeuille,portefeuille,21
intact,intact,30
/.,/.,P
non,non,60
",",",",p
mon,mon,73
procès,procès,21
n',ne,60
est,être,17
gagné,gagner,12
qu',que,83
à,à,81
moitié,moitié,22
/!,/!,P
elle,il,51
dit,dire,19
à,à,81
la,le,71
princesse,princesse,22
",",",",p
d',de,81
un,un,71
air,air,21
assez,assez,60
froid,froid,30
:,:,p
-,-,p
madame,madame,22
m',je,51
ordonne,ordonner,17
t,t,94
elle,il,51
de,de,81
brûler,brûler,14
le,le,71
reste,reste,21
de,de,81
ces,ce,74
papiers,papier,21
/?,/?,P
-,-,p
et,et,82
où,où,60
les,le,52
brûlerez,brûler,15
vous,vous,51
?,?,p
dit,dire,19
la,le,71
princesse,princesse,22
avec,avec,81
humeur,humeur,22
/.,/.,P
-,-,p
dans,dans,81
la,le,71
cheminée,cheminée,22
du,de,81
du,le,71
salon,salon,21
;,;,p
en,en,81
les,le,52
y,y,52
/.,/.,P
