11140
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Neuvième extrait>,<>,<>
quand,quand,83
le,le,71
père,père,21
eut,avoir,19
fini,finir,12
de,de,81
raconter,raconter,14
la,le,71
vieille,vieux,30
mère,mère,22
tomba,tomber,19
à,à,81
genoux,genou,21
près,près,81
du,de,81
du,le,71
foyer,foyer,21
;,;,p
Graziella,Graziella,20
",",",",p
montant,monter,13
sur,sur,81
la,le,71
terrasse,terrasse,22
",",",",p
rapporta,rapporter,19
une,un,71
branche,branche,22
de,de,81
romarin,romarin,21
et,et,82
quelques,quelque,75
fleurs,fleur,22
d',de,81
oranger,oranger,21
à,à,81
larges,large,30
étoiles,étoile,22
blanches,blanc,30
;,;,p
elle,il,51
prit,prendre,19
une,un,71
chaise,chaise,22
",",",",p
elle,il,51
attacha,attacher,19
le,le,71
bouquet,bouquet,21
avec,avec,81
de,de,81
longues,long,30
épingles,épingle,22
",",",",p
tirées,tiré,31
de,de,81
ses,son,73
cheveux,cheveu,21
",",",",p
devant,devant,81
une,un,71
petite,petit,30
statue,statue,22
enfumée,enfumé,31
de,de,81
la,le,71
Vierge,Vierge,20
placée,placé,31
au-dessus,au-dessus,60
de,de,81
la,le,71
porte,porte,22
et,et,82
devant,devant,81
laquelle,lequel,52
brûlait,brûler,18
une,un,71
lampe,lampe,22
/.,/.,P
nous,nous,51
comprîmes,comprendre,19
que,que,83
c',ce,52
était,être,18
une,un,71
action,action,22
de,de,81
grâces,grâce,22
à,à,81
sa,son,73
divine,divin,30
protectrice,protectrice,22
pour,pour,81
avoir,avoir,14
sauvé,sauver,12
son,son,73
grand-père,grand-père,21
et,et,82
son,son,73
frère,frère,21
",",",",p
et,et,82
nous,nous,51
prîmes,prendre,19
notre,notre,73
part,part,22
de,de,81
sa,son,73
reconnaissance,reconnaissance,22
/.,/.,P
<XIV>,<>,<>
l',le,71
intérieur,intérieur,21
de,de,81
la,le,71
maison,maison,22
était,être,18
aussi,aussi,60
nu,nu,30
et,et,82
aussi,aussi,60
semblable,semblable,30
au,à,81
au,le,71
rocher,rocher,21
que,que,52
le,le,71
dehors,dehors,21
/.,/.,P
il,il,51
n',ne,60
y,y,52
avait,avoir,18
que,que,83
les,le,71
murs,mur,21
sans,sans,81
enduit,enduit,21
",",",",p
blanchis,blanchi,31
seulement,seulement,60
d',de,81
un,un,71
peu,peu,60
de,de,81
chaux,chaux,22
/.,/.,P
les,le,71
lézards,lézard,21
",",",",p
réveillés,réveillé,31
par,par,81
la,le,71
lueur,lueur,22
",",",",p
glissaient,glisser,18
et,et,82
bruissaient,bruire,18
dans,dans,81
les,le,71
interstices,interstice,21
des,de,81
des,le,71
pierres,pierre,22
et,et,82
sous,sous,81
les,le,71
feuilles,feuille,22
de,de,81
fougère,fougère,22
qui,qui,52
servaient,servir,18
de,de,81
lits,lit,21
aux,à,81
aux,le,71
enfants,enfant,21
/.,/.,P
les,le,71
nids,nid,21
d',de,81
hirondelles,hirondelle,22
",",",",p
dont,dont,52
on,on,51
voyait,voir,18
sortir,sortir,14
les,le,71
petites,petit,30
têtes,tête,22
noires,noir,30
et,et,82
briller,briller,14
les,le,71
yeux,oeil,21
inquiets,inquiet,30
",",",",p
étaient,être,18
suspendus,suspendre,12
aux,à,81
aux,le,71
solives,solive,22
couvertes,couvert,31
d',de,81
écorce,écorce,22
qui,qui,52
formaient,former,18
le,le,71
toit,toit,21
/.,/.,P
Graziella,Graziella,20
et,et,82
sa,son,73
grand-mère,grand-mère,22
couchaient,coucher,18
ensemble,ensemble,60
dans,dans,81
la,le,71
seconde,second,72
chambre,chambre,22
sur,sur,81
un,un,71
lit,lit,21
unique,unique,30
",",",",p
recouvert,recouvert,31
de,de,81
morceaux,morceau,21
de,de,81
voiles,voile,22
/.,/.,P
des,de,81
des,le,71
paniers,panier,21
de,de,81
fruits,fruit,21
et,et,82
un,un,71
bât,bât,21
de,de,81
mulet,mulet,21
jonchaient,joncher,18
le,le,71
plancher,plancher,21
/.,/.,P
le,le,71
pêcheur,pêcheur,21
se,se,51
tourna,tourner,19
vers,vers,81
nous,nous,51
avec,avec,81
une,un,71
espèce,espèce,22
de,de,81
honte,honte,22
",",",",p
en,en,81
nous,nous,51
montrant,montrer,13
de,de,81
sa,son,73
main,main,22
la,le,71
pauvreté,pauvreté,22
de,de,81
sa,son,73
demeure,demeure,22
;,;,p
puis,puis,60
il,il,51
nous,nous,51
conduisit,conduire,19
sur,sur,81
la,le,71
terrasse,terrasse,22
",",",",p
place,place,22
d',de,81
honneur,honneur,21
dans,dans,81
l',le,71
Orient,Orient,20
et,et,82
dans,dans,81
le,le,71
midi,midi,21
de,de,81
l',le,71
Italie,Italie,20
/.,/.,P
aidé,aidé,31
de,de,81
l',le,71
enfant,enfant,21
et,et,82
de,de,81
Graziella,Graziella,20
",",",",p
il,il,51
fit,faire,19
une,un,71
espèce,espèce,22
de,de,81
hangar,hangar,21
en,en,81
appuyant,appuyer,13
une,un,52
des,de,81
des,le,71
extrémités,extrémité,22
de,de,81
nos,notre,73
rames,rame,22
sur,sur,81
le,le,71
mur,mur,21
du,de,81
du,le,71
parapet,parapet,21
de,de,81
la,le,71
terrasse,terrasse,22
",",",",p
l',le,71
autre,autre,75
extrémité,extrémité,22
sur,sur,81
le,le,71
plancher,plancher,21
/.,/.,P
il,il,51
couvrit,couvrir,19
cet,ce,74
abri,abri,21
d',de,81
une,un,71
douzaine,douzaine,22
de,de,81
fagots,fagot,21
de,de,81
châtaignier,châtaignier,21
fraîchement,fraîchement,60
coupés,coupé,31
dans,dans,81
la,le,71
montagne,montagne,22
;,;,p
il,il,51
étendit,étendre,19
quelques,quelque,75
bottes,botte,22
de,de,81
fougère,fougère,22
sous,sous,81
ce,ce,74
hangar,hangar,21
;,;,p
il,il,51
nous,nous,51
apporta,apporter,19
deux,deux,72
morceaux,morceau,21
de,de,81
pain,pain,21
",",",",p
de,de,81
l',le,71
eau,eau,22
fraîche,frais,30
et,et,82
des,de,81
des,le,71
figues,figue,22
",",",",p
et,et,82
il,il,51
nous,nous,51
invita,inviter,19
à,à,81
dormir,dormir,14
/.,/.,P
les,le,71
fatigues,fatigue,22
et,et,82
les,le,71
émotions,émotion,22
du,de,81
du,le,71
jour,jour,21
nous,nous,51
rendirent,rendre,19
le,le,71
sommeil,sommeil,21
soudain,soudain,30
et,et,82
profond,profond,30
/.,/.,P
quand,quand,83
nous,nous,51
nous,nous,51
réveillâmes,réveiller,19
",",",",p
les,le,71
hirondelles,hirondelle,22
criaient,crier,18
déjà,déjà,60
autour,autour,60
de,de,81
notre,notre,73
couche,couche,22
en,en,81
rasant,raser,13
la,le,71
terrasse,terrasse,22
",",",",p
pour,pour,81
y,y,52
dérober,dérober,14
les,le,71
miettes,miette,22
de,de,81
notre,notre,73
souper,souper,21
;,;,p
et,et,82
le,le,71
soleil,soleil,21
",",",",p
déjà,déjà,60
haut,haut,30
dans,dans,81
le,le,71
ciel,ciel,21
",",",",p
échauffait,échauffer,18
comme,comme,83
un,un,71
four,four,21
les,le,71
fagots,fagot,21
de,de,81
feuilles,feuille,22
qui,qui,52
nous,nous,51
servaient,servir,18
de,de,81
toit,toit,21
/.,/.,P
nous,nous,51
restâmes,rester,19
longtemps,longtemps,60
étendus,étendu,31
sur,sur,81
notre,notre,73
fougère,fougère,22
",",",",p
dans,dans,81
cet,ce,74
état,état,21
de,de,81
demi-sommeil,demi-sommeil,21
qui,qui,52
laisse,laisser,17
l',le,71
homme,homme,21
moral,moral,30
sentir,sentir,14
et,et,82
penser,penser,14
avant,avant,81
que,que,83
l',le,71
homme,homme,21
des,de,81
des,le,71
sens,sens,21
ait,avoir,17
le,le,71
courage,courage,21
de,de,81
se,se,51
lever,lever,14
et,et,82
d',de,81
agir,agir,14
/.,/.,P
nous,nous,51
échangions,échanger,18
quelques,quelque,75
paroles,parole,22
inarticulées,inarticulé,30
",",",",p
qu',que,52
interrompaient,interrompre,18
de,de,81
longs,long,30
silences,silence,21
et,et,82
qui,qui,52
retombaient,retomber,18
dans,dans,81
les,le,71
rêves,rêve,21
/.,/.,P
la,le,71
pêche,pêche,22
de,de,81
la,le,71
veille,veille,22
",",",",p
la,le,71
barque,barque,22
balancée,balancé,31
sous,sous,81
nos,notre,73
pieds,pied,21
",",",",p
la,le,71
mer,mer,22
furieuse,furieux,30
",",",",p
les,le,71
rochers,rocher,21
inaccessibles,inaccessible,30
",",",",p
la,le,71
figure,figure,22
de,de,81
Graziella,Graziella,20
entre,entre,81
deux,deux,72
volets,volet,21
",",",",p
aux,à,81
aux,le,71
clartés,clarté,22
de,de,81
/.,/.,P
