11875
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-quinzième extrait>,<>,<>
/.,/.,P
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
Delphine,Delphine,20
",",",",p
mais,mais,82
Thérèse,Thérèse,20
",",",",p
sa,son,73
femme,femme,22
de,de,81
chambre,chambre,22
/.,/.,P
-,-,p
monsieur,monsieur,21
Eugène,Eugène,20
",",",",p
dit,dire,19
elle,il,51
",",",",p
il,il,51
s',se,51
est,être,17
élevé,élever,12
une,un,71
scène,scène,22
violente,violent,30
entre,entre,81
monsieur,monsieur,21
et,et,82
madame,madame,22
",",",",p
à,à,81
propos,propos,21
de,de,81
l',le,71
argent,argent,21
que,que,52
cette,ce,74
pauvre,pauvre,30
madame,madame,22
demandait,demander,18
pour,pour,81
son,son,73
père,père,21
/.,/.,P
elle,il,51
s',se,51
est,être,17
évanouie,évanouir,12
",",",",p
le,le,71
médecin,médecin,21
est,être,17
venu,venir,12
",",",",p
il,il,51
a,avoir,17
fallu,falloir,12
la,le,52
saigner,saigner,14
",",",",p
elle,il,51
criait,crier,18
:,:,p
“,“,p
mon,mon,73
père,père,21
se,se,51
meurt,mourir,17
",",",",p
je,je,51
veux,vouloir,17
voir,voir,14
papa,papa,21
/!,/!,P
enfin,enfin,60
",",",",p
des,de,81
des,le,71
cris,cri,21
à,à,81
fendre,fendre,14
l',le,71
âme,âme,22
/.,/.,P
-,-,p
assez,assez,60
",",",",p
Thérèse,Thérèse,20
/.,/.,P
elle,il,51
viendrait,venir,16
que,que,83
maintenant,maintenant,60
ce,ce,52
serait,être,16
superflu,superflu,30
",",",",p
monsieur,monsieur,21
Goriot,Goriot,20
n',ne,60
a,avoir,17
plus,plus,60
de,de,81
connaissance,connaissance,22
/.,/.,P
-,-,p
pauvre,pauvre,30
cher,cher,30
monsieur,monsieur,21
",",",",p
est,être,17
il,il,51
mal,mal,60
comme,comme,83
ça,ça,52
!,!,p
dit,dire,19
Thérèse,Thérèse,20
/.,/.,P
-,-,p
vous,vous,51
n',ne,60
avez,avoir,17
plus,plus,60
besoin,besoin,21
de,de,81
moi,moi,51
",",",",p
faut,falloir,17
que,que,83
j',je,51
aille,aller,17
à,à,81
mon,mon,73
dîner,dîner,21
",",",",p
il,il,51
est,être,17
quatre,quatre,72
heures,heure,22
et,et,82
demie,demi,30
",",",",p
dit,dire,19
Sylvie,Sylvie,20
qui,qui,52
faillit,faillir,19
se,se,51
heurter,heurter,14
sur,sur,81
le,le,71
haut,haut,21
de,de,81
l',le,71
escalier,escalier,21
avec,avec,81
madame,madame,22
de,de,81
Restaud,Restaud,20
/.,/.,P
ce,ce,52
fut,être,19
une,un,71
apparition,apparition,22
grave,grave,30
et,et,82
terrible,terrible,30
que,que,83
celle,celui,52
de,de,81
la,le,71
comtesse,comtesse,22
/.,/.,P
elle,il,51
regarda,regarder,19
le,le,71
lit,lit,21
de,de,81
mort,mort,22
",",",",p
mal,mal,21
éclairé,éclairé,31
par,par,81
une,un,71
seule,seul,30
chandelle,chandelle,22
",",",",p
et,et,82
versa,verser,19
des,de,81
des,le,71
pleurs,pleur,21
en,en,81
apercevant,apercevoir,13
le,le,71
masque,masque,21
de,de,81
son,son,73
père,père,21
où,où,60
palpitaient,palpiter,18
encore,encore,60
les,le,71
derniers,dernier,30
tressaillements,tressaillement,21
de,de,81
la,le,71
vie,vie,22
/.,/.,P
Bianchon,Bianchon,20
se,se,51
retira,retirer,19
par,par,81
discrétion,discrétion,22
/.,/.,P
-,-,p
je,je,51
ne,ne,60
me,je,51
suis,être,17
pas,pas,60
échappée,échapper,12
assez,assez,60
tôt,tôt,60
",",",",p
dit,dire,19
la,le,71
comtesse,comtesse,22
à,à,81
Rastignac,Rastignac,20
/.,/.,P
l',le,71
étudiant,étudiant,21
fit,faire,19
un,un,71
signe,signe,21
de,de,81
tête,tête,22
affirmatif,affirmatif,30
plein,plein,30
de,de,81
tristesse,tristesse,22
/.,/.,P
madame,madame,22
de,de,81
Restaud,Restaud,20
prit,prendre,19
la,le,71
main,main,22
de,de,81
son,son,73
père,père,21
",",",",p
la,le,52
baisa,baiser,19
/.,/.,P
-,-,p
pardonnez,pardonner,17
moi,moi,51
",",",",p
mon,mon,73
père,père,21
/!,/!,P
vous,vous,51
disiez,dire,18
que,que,83
ma,mon,73
voix,voix,22
vous,vous,51
rappellerait,rappeler,16
de,de,81
la,le,71
tombe,tombe,22
;,;,p
eh,eh,93
bien,bien,60
",",",",p
revenez,revenir,17
un,un,71
moment,moment,21
à,à,81
la,le,71
vie,vie,22
pour,pour,81
bénir,bénir,14
votre,votre,73
fille,fille,22
repentante,repentant,30
/.,/.,P
entendez,entendre,17
moi,moi,51
/.,/.,P
ceci,ceci,52
est,être,17
affreux,affreux,30
!,!,p
votre,votre,73
bénédiction,bénédiction,22
est,être,17
la,le,71
seule,seul,30
que,que,52
je,je,51
puisse,pouvoir,17
recevoir,recevoir,14
ici-bas,ici-bas,60
désormais,désormais,60
/.,/.,P
tout,tout,75
le,le,71
monde,monde,21
me,je,51
hait,haïr,17
",",",",p
vous,vous,51
seul,seul,30
m',je,51
aimez,aimer,17
/.,/.,P
mes,mon,73
enfants,enfant,21
eux-mêmes,eux-mêmes,51
me,je,51
haïront,haïr,15
/.,/.,P
emmenez,emmener,17
moi,moi,51
avec,avec,81
vous,vous,51
",",",",p
je,je,51
vous,vous,51
aimerai,aimer,15
",",",",p
je,je,51
vous,vous,51
soignerai,soigner,15
/.,/.,P
il,il,51
n',ne,60
entend,entendre,17
plus,plus,60
",",",",p
je,je,51
suis,être,17
folle,fou,30
/.,/.,P
elle,il,51
tomba,tomber,19
sur,sur,81
ses,son,73
genoux,genou,21
",",",",p
et,et,82
contempla,contempler,19
ce,ce,74
débris,débris,21
avec,avec,81
une,un,71
expression,expression,22
de,de,81
délire,délire,21
/.,/.,P
rien,rien,52
ne,ne,60
manque,manquer,17
à,à,81
mon,mon,73
malheur,malheur,21
",",",",p
dit,dire,19
elle,il,51
en,en,81
regardant,regarder,13
Eugène,Eugène,20
/.,/.,P
monsieur,monsieur,21
de,de,81
Trailles,Trailles,20
est,être,17
parti,partir,12
",",",",p
laissant,laisser,13
ici,ici,60
des,de,81
des,le,71
dettes,dette,22
énormes,énorme,30
",",",",p
et,et,82
j',je,51
ai,avoir,17
su,savoir,12
qu',que,83
il,il,51
me,je,51
trompait,tromper,18
/.,/.,P
mon,mon,73
mari,mari,21
ne,ne,60
me,je,51
pardonnera,pardonner,15
jamais,jamais,60
",",",",p
et,et,82
je,je,51
l',le,52
ai,avoir,17
laissé,laisser,12
le,le,71
maître,maître,21
de,de,81
ma,mon,73
fortune,fortune,22
/.,/.,P
j',je,51
ai,avoir,17
perdu,perdre,12
toutes,tout,75
mes,mon,73
illusions,illusion,22
/.,/.,P
hélas,hélas,60
!,!,p
pour,pour,81
qui,qui,52
ai,avoir,17
je,je,51
trahi,trahir,12
le,le,71
seul,seul,30
coeur,coeur,21
(,(,p
elle,il,51
montra,montrer,19
son,son,73
père,père,21
),),p
où,où,60
j',je,51
étais,être,18
adorée,adorer,12
/!,/!,P
je,je,51
l',le,52
ai,avoir,17
méconnu,méconnaître,12
",",",",p
je,je,51
l',le,52
ai,avoir,17
repoussé,repousser,12
",",",",p
je,je,51
lui,lui,51
ai,avoir,17
fait,faire,12
mille,mille,72
maux,mal,21
",",",",p
infâme,infâme,30
que,que,83
je,je,51
suis,être,17
/!,/!,P
il,il,51
le,le,52
savait,savoir,18
",",",",p
dit,dire,19
Rastignac,Rastignac,20
/.,/.,P
en,en,81
ce,ce,74
moment,moment,21
le,le,71
père,père,21
Goriot,Goriot,20
ouvrit,ouvrir,19
les,le,71
yeux,oeil,21
",",",",p
mais,mais,82
par,par,81
l',le,71
effet,effet,21
d',de,81
une,un,71
convulsion,convulsion,22
/.,/.,P
le,le,71
geste,geste,21
qui,qui,52
révélait,révéler,18
l',le,71
espoir,espoir,21
de,de,81
la,le,71
comtesse,comtesse,22
ne,ne,60
fut,être,19
pas,pas,60
moins,moins,60
horrible,horrible,30
à,à,81
voir,voir,14
que,que,83
l',le,71
oeil,oeil,21
du,de,81
du,le,71
mourant,mourant,21
/.,/.,P
-,-,p
m',je,51
entendrait,entendre,16
il,il,51
?,?,p
cria,crier,19
la,le,71
comtesse,comtesse,22
/.,/.,P
non,non,60
",",",",p
se,se,51
dit,dire,17
elle,il,51
en,en,81
s',se,51
asseyant,asseoir,13
auprès,auprès,60
de,de,81
lui,lui,51
/.,/.,P
madame,madame,22
de,de,81
Restaud,Restaud,20
ayant,avoir,13
manifesté,manifester,12
le,le,71
désir,désir,21
de,de,81
garder,garder,14
son,son,73
père,père,21
",",",",p
Eugène,Eugène,20
descendit,descendre,19
pour,pour,81
prendre,prendre,14
un,un,71
peu,peu,60
de,de,81
nourriture,nourriture,22
/.,/.,P
les,le,71
pensionnaires,pensionnaire,21
étaient,être,18
déjà,déjà,60
réunis,réunir,12
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
lui,lui,51
dit,dire,19
le,le,71
peintre,peintre,21
",",",",p
il,il,51
parait,parer,18
que,que,83
nous,nous,51
allons,aller,17
avoir,avoir,14
un,un,71
petit,petit,30
mortorama,mortorama,92
là-haut,là-haut,60
/?,/?,P
Charles,Charles,20
",",",",p
lui,lui,51
dit,dire,19
Eugène,Eugène,20
",",",",p
il,il,51
me,je,51
semble,sembler,17
que,que,83
vous,vous,51
devriez,devoir,16
plaisanter,plaisanter,14
sur,sur,81
quelque,quelque,75
sujet,sujet,21
moins,moins,60
lugubre,lugubre,30
/.,/.,P
-,-,p
nous,nous,51
ne,ne,60
pourrons,pouvoir,15
donc,donc,82
plus,plus,60
rire,rire,14
ici,ici,60
?,?,p
reprit,reprendre,19
le,le,71
peintre,peintre,21
/.,/.,P
qu',que,52
est,être,17
ce,ce,52
que,que,83
cela,cela,52
fait,faire,17
",",",",p
puisque,puisque,83
Bianchon,Bianchon,20
dit,dire,19
que,que,83
le,le,71
bonhomme,bonhomme,21
n',ne,60
a,avoir,17
plus,plus,60
sa,son,73
connaissance,connaissance,22
/?,/?,P
eh,eh,93
bien,bien,60
!,!,p
reprit,reprendre,19
l',le,71
employé,employé,21
du,de,81
du,le,71
Muséum,Muséum,20
",",",",p
il,il,51
sera,être,15
mort,mourir,12
comme,comme,83
il,il,51
a,avoir,17
vécu,vivre,12
/.,/.,P
-,-,p
mon,mon,73
père,père,21
est,être,17
mort,mourir,12
!,!,p
cria,crier,19
la,le,71
comtesse,comtesse,22
/.,/.,P
à,à,81
ce,ce,74
cri,cri,21
terrible,terrible,30
",",",",p
Sylvie,Sylvie,20
",",",",p
Rastignac,Rastignac,20
et,et,82
Bianchon,Bianchon,20
montèrent,monter,19
",",",",p
et,et,82
trouvèrent,trouver,19
madame,madame,22
de,de,81
Restaud,Restaud,20
évanouie,évanoui,31
/.,/.,P
après,après,81
l',le,52
avoir,avoir,14
fait,faire,12
revenir,revenir,14
à,à,81
elle,il,51
",",",",p
ils,ils,51
la,le,52
transportèrent,transporter,19
dans,dans,81
le,le,71
fiacre,fiacre,21
qui,qui,52
l',le,52
attendait,attendre,18
/.,/.,P
Eugène,Eugène,20
la,le,52
confia,confier,19
aux,à,81
aux,le,71
soins,soin,21
de,de,81
Thérèse,Thérèse,20
",",",",p
lui,lui,51
ordonnant,ordonner,13
de,de,81
la,le,52
conduire,conduire,14
chez,chez,81
madame,madame,22
de,de,81
Nucingen,Nucingen,20
/.,/.,P
-,-,p
oh,oh,93
!,!,p
il,il,51
est,être,17
bien,bien,60
mort,mourir,12
",",",",p
dit,dire,19
Bianchon,Bianchon,20
en,en,81
descendant,descendre,13
/.,/.,P
-,-,p
allons,aller,17
",",",",p
messieurs,monsieur,21
",",",",p
à,à,81
table,table,22
",",",",p
dit,dire,19
madame,madame,22
Vauquer,Vauquer,20
",",",",p
la,le,71
soupe,soupe,22
va,aller,17
se,se,51
refroidir,refroidir,14
/.,/.,P
les,le,71
deux,deux,72
étudiants,étudiant,21
se,se,51
mirent,mettre,19
à,à,81
côté,côté,21
l',le,71
un,un,52
de,de,81
l',le,71
autre,autre,52
/.,/.,P
-,-,p
que,que,52
faut,falloir,17
il,il,51
faire,faire,14
maintenant,maintenant,60
?,?,p
dit,dire,19
Eugène,Eugène,20
à,à,81
Bianchon,Bianchon,20
/.,/.,P
-,-,p
mais,mais,82
je,je,51
lui,lui,51
ai,avoir,17
fermé,fermer,12
les,le,71
yeux,oeil,21
",",",",p
et,et,82
je,je,51
l',le,52
ai,avoir,17
convenablement,convenablement,60
disposé,disposer,12
/.,/.,P
quand,quand,83
le,le,71
médecin,médecin,21
de,de,81
la,le,71
mairie,mairie,22
aura,avoir,15
constaté,constater,12
le,le,71
décès,décès,21
que,que,52
nous,nous,51
irons,aller,15
déclarer,déclarer,14
",",",",p
on,on,51
le,le,52
coudra,coudre,15
dans,dans,81
un,un,71
linceul,linceul,21
",",",",p
et,et,82
on,on,51
l',le,52
enterrera,enterrer,15
/.,/.,P
que,que,52
veux,vouloir,17
tu,tu,51
qu',que,83
il,il,51
devienne,devenir,17
/?,/?,P
il,il,51
ne,ne,60
flairera,flairer,15
plus,plus,60
son,son,73
pain,pain,21
comme,comme,83
ça,ça,52
",",",",p
dit,dire,19
un,un,71
pensionnaire,pensionnaire,21
en,en,81
imitant,imiter,13
la,le,71
grimace,grimace,22
du,de,81
du,le,71
bonhomme,bonhomme,21
/.,/.,P
-,-,p
sacrebleu,sacrebleu,93
",",",",p
messieurs,monsieur,21
",",",",p
dit,dire,19
le,le,71
répétiteur,répétiteur,21
",",",",p
laissez,laisser,17
donc,donc,82
le,le,71
père,père,21
Goriot,Goriot,20
",",",",p
et,et,82
ne,ne,60
nous,nous,51
en,en,52
faites,faire,17
plus,plus,60
manger,manger,14
",",",",p
car,car,82
on,on,51
l',le,52
a,avoir,17
mis,mettre,12
à,à,81
toute,tout,75
sauce,sauce,22
depuis,depuis,81
une,un,71
heure,heure,22
/.,/.,P
un,un,52
des,de,81
des,le,71
privilèges,privilège,21
de,de,81
la,le,71
bonne,bon,30
ville,ville,22
de,de,81
Paris,Paris,20
",",",",p
c',ce,52
est,être,17
qu',que,83
on,on,51
peut,pouvoir,17
y,y,52
naître,naître,14
",",",",p
y,y,52
vivre,vivre,14
",",",",p
y,y,52
mourir,mourir,14
sans,sans,81
que,que,83
personne,personne,52
fasse,faire,17
attention,attention,22
à,à,81
vous,vous,51
/.,/.,P
profitons,profiter,17
donc,donc,82
des,de,81
des,le,71
avantages,avantage,21
de,de,81
la,le,71
civilisation,civilisation,22
/.,/.,P
il,il,51
y,y,52
a,avoir,17
soixante,soixante,72
morts,mort,21
aujourd'hui,aujourd'hui,60
",",",",p
voulez,vouloir,17
vous,vous,51
nous,nous,51
apitoyer,apitoyer,14
sur,sur,81
les,le,71
hécatombes,hécatombe,22
parisiennes,parisien,30
/?,/?,P
que,que,52
le,le,71
père,père,21
Goriot,Goriot,20
soit,être,17
crevé,crever,12
",",",",p
tant,tant,60
mieux,mieux,60
pour,pour,81
lui,lui,51
/!,/!,P
si,si,83
vous,vous,51
l',le,52
adorez,adorer,17
",",",",p
allez,aller,17
le,le,52
garder,garder,14
",",",",p
et,et,82
laissez,laisser,17
nous,nous,51
manger,manger,14
tranquillement,tranquillement,60
",",",",p
nous autres,nous autre,51
/.,/.,P
-,-,p
oh,oh,93
!,!,p
oui,oui,60
",",",",p
dit,dire,19
la,le,71
veuve,veuve,22
",",",",p
tant,tant,60
mieux,mieux,60
pour,pour,81
lui,lui,51
qu',que,83
il,il,51
soit,être,17
mort,mourir,12
/!,/!,P
il,il,51
paraît,paraître,17
que,que,83
le,le,71
pauvre,pauvre,30
homme,homme,21
avait,avoir,18
bien,bien,60
du,de,81
du,le,71
désagrément,désagrément,21
sa,son,73
vie,vie,22
durant,durant,81
/.,/.,P
ce,ce,52
fut,être,19
la,le,71
seule,seul,30
oraison,oraison,22
funèbre,funèbre,30
d',de,81
un,un,71
être,être,21
qui,qui,52
",",",",p
pour,pour,81
Eugène,Eugène,20
",",",",p
représentait,représenter,18
la,le,71
paternité,paternité,22
/.,/.,P
les,le,71
quinze,quinze,72
pensionnaires,pensionnaire,21
se,se,51
mirent,mettre,17
à,à,81
causer,causer,14
comme,comme,83
à,à,81
l',le,71
ordinaire,ordinaire,22
/.,/.,P
lorsque,lorsque,83
Eugène,Eugène,20
et,et,82
Bianchon,Bianchon,20
eurent,avoir,19
mangé,manger,12
",",",",p
le,le,71
bruit,bruit,21
des,de,81
des,le,71
fourchettes,fourchette,22
et,et,82
des,de,81
des,le,71
cuillers,cuiller,22
",",",",p
les,le,71
rires,rire,21
de,de,81
la,le,71
conversation,conversation,22
",",",",p
les,le,71
diverses,divers,30
expressions,expression,22
de,de,81
ces,ce,74
figures,figure,22
gloutonnes,glouton,30
et,et,82
indifférentes,indifférent,30
",",",",p
leur,leur,73
insouciance,insouciance,22
",",",",p
tout,tout,52
les,le,52
glaça,glacer,19
d',de,81
horreur,horreur,22
/.,/.,P
ils,ils,51
sortirent,sortir,19
pour,pour,81
aller,aller,14
chercher,chercher,14
un,un,71
prêtre,prêtre,21
qui,qui,52
veillât,veiller,18
et,et,82
priât,prier,18
pendant,pendant,81
la,le,71
nuit,nuit,22
près,près,81
du,de,81
du,le,71
mort,mort,21
/.,/.,P
il,il,51
leur,leur,52
fallut,falloir,19
mesurer,mesurer,14
les,le,71
derniers,dernier,30
devoirs,devoir,21
à,à,81
rendre,rendre,14
au,à,81
au,le,71
bonhomme,bonhomme,21
sur,sur,81
le,le,71
peu,peu,60
d',de,81
argent,argent,21
dont,dont,52
ils,ils,51
pourraient,pouvoir,16
disposer,disposer,14
/.,/.,P
vers,vers,81
neuf,neuf,72
heures,heure,22
du,de,81
du,le,71
soir,soir,21
",",",",p
le,le,71
corps,corps,21
fut,être,19
placé,placer,12
sur,sur,81
un,un,71
fond,fond,21
sanglé,sanglé,31
",",",",p
entre,entre,81
deux,deux,72
chandelles,chandelle,22
",",",",p
dans,dans,81
cette,ce,74
chambre,chambre,22
nue,nu,30
",",",",p
et,et,82
un,un,71
prêtre,prêtre,21
vint,venir,19
s',se,51
asseoir,asseoir,14
auprès,auprès,60
de,de,81
lui,lui,51
/.,/.,P
avant,avant,81
de,de,81
se,se,51
coucher,coucher,14
",",",",p
Rastignac,Rastignac,20
",",",",p
ayant,avoir,13
demandé,demander,12
des,de,81
des,le,71
renseignements,renseignement,21
à,à,81
l',le,71
ecclésiastique,ecclésiastique,21
sur,sur,81
le,le,71
prix,prix,21
du,de,81
du,le,71
service,service,21
à,à,81
faire,faire,14
et,et,82
sur,sur,81
celui,celui,52
des,de,81
des,le,71
convois,convoi,21
",",",",p
écrivit,écrire,19
un,un,71
mot,mot,21
au,à,81
au,le,71
baron,baron,21
de,de,81
Nucingen,Nucingen,20
et,et,82
au,à,81
au,le,71
comte,comte,21
de,de,81
Restaud,Restaud,20
en,en,81
les,le,52
priant,prier,13
d',de,81
envoyer,envoyer,14
leurs,leur,73
gens,gens,21
d',de,81
affaires,affaire,22
afin,afin,81
de,de,81
pourvoir,pourvoir,14
à,à,81
tous,tout,75
les,le,71
frais,frais,21
de,de,81
l',le,71
enterrement,enterrement,21
/.,/.,P
il,il,51
leur,leur,52
dépêcha,dépêcher,19
Christophe,Christophe,20
",",",",p
puis,puis,60
il,il,51
se,se,51
coucha,coucher,19
et,et,82
s',se,51
endormit,endormir,19
accablé,accablé,31
de,de,81
fatigue,fatigue,22
/.,/.,P
