11581
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante-troisième extrait>,<>,<>
“,“,p
êtes,être,17
vous,vous,51
prêt,prêt,30
?,?,p
dit,dire,17
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
au,à,81
au,le,71
comte,comte,21
Altavilla,Altavilla,20
/.,/.,P
-,-,p
oui,oui,60
",",",",p
“,“,p
répondit,répondre,19
le,le,71
Napolitain,Napolitain,20
d',de,81
une,un,71
voix,voix,22
parfaitement,parfaitement,60
calme,calme,30
/.,/.,P
don,don,21
Felipe,Felipe,20
Altavilla,Altavilla,20
était,être,18
d',de,81
une,un,71
bravoure,bravoure,22
éprouvée,éprouvé,31
",",",",p
il,il,51
ne,ne,60
redoutait,redouter,18
au,à,81
au,le,71
monde,monde,21
que,que,83
la,le,71
jettature,jettature,92
",",",",p
et,et,82
ce,ce,74
combat,combat,21
aveugle,aveugle,30
",",",",p
qui,qui,52
eût,avoir,19
fait,faire,12
frissonner,frissonner,14
tout,tout,60
autre,autre,30
d',de,81
épouvante,épouvante,22
",",",",p
ne,ne,60
lui,lui,51
causait,causer,18
pas,pas,60
le,le,71
moindre,moindre,30
trouble,trouble,21
;,;,p
il,il,51
ne,ne,60
faisait,faire,18
ainsi,ainsi,60
que,que,83
jouer,jouer,14
sa,son,73
vie,vie,22
à,à,81
pile,pile,22
ou,ou,82
face,face,22
",",",",p
et,et,82
n',ne,60
avait,avoir,18
pas,pas,60
le,le,71
désagrément,désagrément,21
de,de,81
voir,voir,14
l',le,71
oeil,oeil,21
fauve,fauve,30
de,de,81
son,son,73
adversaire,adversaire,21
darder,darder,14
sur,sur,81
lui,lui,51
son,son,73
regard,regard,21
jaune,jaune,30
/.,/.,P
les,le,71
deux,deux,72
combattants,combattant,21
brandirent,brandir,19
leurs,leur,73
couteaux,couteau,21
",",",",p
et,et,82
le,le,71
mouchoir,mouchoir,21
qui,qui,52
les,le,52
reliait,relier,18
l',le,71
un,un,52
à,à,81
l',le,71
autre,autre,52
dans,dans,81
ces,ce,74
épaisses,épais,30
ténèbres,ténèbre,22
se,se,51
tendit,tendre,19
fortement,fortement,60
/.,/.,P
par,par,81
un,un,71
mouvement,mouvement,21
instinctif,instinctif,30
",",",",p
Paul,Paul,20
et,et,82
le,le,71
comte,comte,21
avaient,avoir,18
rejeté,rejeter,12
leur,leur,73
torse,torse,21
en,en,81
arrière,arrière,21
",",",",p
seule,seul,30
parade,parade,22
possible,possible,30
dans,dans,81
cet,ce,74
étrange,étrange,30
duel,duel,21
;,;,p
leurs,leur,73
bras,bras,21
retombèrent,retomber,19
sans,sans,81
avoir,avoir,14
atteint,atteindre,12
autre,autre,75
chose,chose,22
que,que,83
le,le,71
vide,vide,21
/.,/.,P
cette,ce,74
lutte,lutte,22
obscure,obscur,30
",",",",p
où,où,60
chacun,chacun,52
pressentait,pressentir,18
la,le,71
mort,mort,22
sans,sans,81
la,le,52
voir,voir,14
venir,venir,14
",",",",p
avait,avoir,18
un,un,71
caractère,caractère,21
horrible,horrible,30
/.,/.,P
farouches,farouche,30
et,et,82
silencieux,silencieux,30
",",",",p
les,le,71
deux,deux,72
adversaires,adversaire,21
reculaient,reculer,18
",",",",p
tournaient,tourner,18
",",",",p
sautaient,sauter,18
",",",",p
se,se,51
heurtaient,heurter,18
quelquefois,quelquefois,60
",",",",p
manquant,manquer,13
ou,ou,82
dépassant,dépasser,13
le,le,71
but,but,21
;,;,p
on,on,51
n',ne,60
entendait,entendre,18
que,que,83
le,le,71
trépignement,trépignement,21
de,de,81
leurs,leur,73
pieds,pied,21
et,et,82
le,le,71
souffle,souffle,21
haletant,haletant,30
de,de,81
leurs,leur,73
poitrines,poitrine,22
/.,/.,P
une,un,71
fois,fois,22
Altavilla,Altavilla,20
sentit,sentir,19
la,le,71
pointe,pointe,22
de,de,81
son,son,73
stylet,stylet,21
rencontrer,rencontrer,14
quelque,quelque,75
chose,chose,22
;,;,p
il,il,51
s',se,51
arrêta,arrêter,19
croyant,croire,13
avoir,avoir,14
tué,tuer,12
son,son,73
rival,rival,21
",",",",p
et,et,82
attendit,attendre,19
la,le,71
chute,chute,22
du,de,81
du,le,71
corps,corps,21
:,:,p
-,-,p
il,il,51
n',ne,60
avait,avoir,18
frappé,frapper,12
que,que,83
la,le,71
muraille,muraille,22
/!,/!,P
“,“,p
pardieu,pardieu,93
!,!,p
je,je,51
croyais,croire,18
bien,bien,60
vous,vous,51
avoir,avoir,14
percé,percer,12
de,de,81
part,part,22
en,en,81
part,part,22
",",",",p
dit,dire,19
il,il,51
en,en,81
se,se,51
remettant,remettre,13
en,en,81
garde,garde,22
/.,/.,P
-,-,p
ne,ne,60
parlez,parler,17
pas,pas,60
",",",",p
dit,dire,17
Paul,Paul,20
",",",",p
votre,votre,73
voix,voix,22
me,je,51
guide,guider,17
/.,/.,P
“,“,p
et,et,82
le,le,71
combat,combat,21
recommença,recommencer,19
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
les,le,71
deux,deux,72
adversaires,adversaire,21
se,se,51
sentirent,sentir,19
détachés,détaché,31
/.,/.,P
-,-,p
un,un,71
coup,coup,21
du,de,81
du,le,71
stylet,stylet,21
de,de,81
Paul,Paul,20
avait,avoir,18
tranché,trancher,12
le,le,71
foulard,foulard,21
/.,/.,P
“,“,p
trêve,trêve,22
!,!,p
cria,crier,19
le,le,71
Napolitain,Napolitain,20
;,;,p
nous,nous,51
ne,ne,60
nous,nous,51
tenons,tenir,17
plus,plus,60
",",",",p
le,le,71
mouchoir,mouchoir,21
est,être,17
coupé,couper,12
/.,/.,P
-,-,p
qu',que,52
importe,importer,17
!,!,p
continuons,continuer,17
",",",",p
“,“,p
dit,dire,17
Paul,Paul,20
/.,/.,P
un,un,71
silence,silence,21
morne,morne,30
s',se,51
établit,établir,17
/.,/.,P
en,en,81
loyaux,loyal,30
ennemis,ennemi,21
",",",",p
ni,ni,82
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
ni,ni,82
le,le,71
comte,comte,21
ne,ne,60
voulaient,vouloir,18
profiter,profiter,14
des,de,81
des,le,71
indications,indication,22
données,donné,31
par,par,81
leur,leur,73
échange,échange,21
de,de,81
paroles,parole,22
/.,/.,P
-,-,p
ils,ils,51
firent,faire,19
quelques,quelque,75
pas,pas,21
pour,pour,81
se,se,51
dérouter,dérouter,14
",",",",p
et,et,82
se,se,51
remirent,remettre,19
à,à,81
se,se,51
chercher,chercher,14
dans,dans,81
l',le,71
ombre,ombre,22
/.,/.,P
le,le,71
pied,pied,21
de,de,81
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
déplaça,déplacer,19
une,un,71
petite,petit,30
pierre,pierre,22
;,;,p
ce,ce,74
léger,léger,30
choc,choc,21
révéla,révéler,19
au,à,81
au,le,71
Napolitain,Napolitain,20
",",",",p
agitant,agiter,13
son,son,73
couteau,couteau,21
au,à,81
au,le,71
hasard,hasard,21
",",",",p
dans,dans,81
quel,quel,75
sens,sens,21
il,il,51
devait,devoir,18
marcher,marcher,14
/.,/.,P
se,se,51
ramassant,ramasser,13
sur,sur,81
ses,son,73
jarrets,jarret,21
pour,pour,81
avoir,avoir,14
plus,plus,60
d',de,81
élan,élan,21
",",",",p
Altavilla,Altavilla,20
s',se,51
élança,élancer,19
d',de,81
un,un,71
bond,bond,21
de,de,81
tigre,tigre,21
et,et,82
rencontra,rencontrer,19
le,le,71
stylet,stylet,21
de,de,81
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
/.,/.,P
Paul,Paul,20
toucha,toucher,19
la,le,71
pointe,pointe,22
de,de,81
son,son,73
arme,arme,22
et,et,82
la,le,52
sentit,sentir,19
mouillée,mouillé,31
…,…,p
des,de,81
des,le,71
pas,pas,21
incertains,incertain,30
résonnèrent,résonner,19
lourdement,lourdement,60
sur,sur,81
les,le,71
dalles,dalle,22
;,;,p
un,un,71
soupir,soupir,21
oppressé,oppressé,31
se,se,51
fit,faire,19
entendre,entendre,14
et,et,82
un,un,71
corps,corps,21
tomba,tomber,19
tout,tout,52
d',de,81
une,un,71
pièce,pièce,22
à,à,81
terre,terre,22
/.,/.,P
pénétré,pénétré,31
d',de,81
horreur,horreur,22
",",",",p
Paul,Paul,20
abattit,abattre,19
le,le,71
bandeau,bandeau,21
qui,qui,52
lui,lui,51
couvrait,couvrir,18
les,le,71
yeux,oeil,21
",",",",p
et,et,82
il,il,51
vit,vivre,17
le,le,71
comte,comte,21
Altavilla,Altavilla,20
pâle,pâle,30
",",",",p
immobile,immobile,30
",",",",p
étendu,étendu,31
sur,sur,81
le,le,71
dos,dos,21
et,et,82
la,le,71
chemise,chemise,22
tachée,taché,31
à,à,81
l',le,71
endroit,endroit,21
du,de,81
du,le,71
coeur,coeur,21
d',de,81
une,un,71
large,large,30
plaque,plaque,22
rouge,rouge,30
/.,/.,P
le,le,71
beau,beau,30
Napolitain,Napolitain,20
était,être,18
mort,mourir,12
/!,/!,P
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
mit,mettre,19
sur,sur,81
la,le,71
poitrine,poitrine,22
d',de,81
Altavilla,Altavilla,20
le,le,71
billet,billet,21
qui,qui,52
attestait,attester,18
la,le,71
loyauté,loyauté,22
du,de,81
du,le,71
duel,duel,21
",",",",p
et,et,82
sortit,sortir,19
des,de,81
des,le,71
bains,bain,21
antiques,antique,30
plus,plus,60
pâle,pâle,30
au,à,81
au,le,71
grand,grand,30
jour,jour,21
qu',que,52
au,à,81
au,le,71
clair,clair,21
de,de,81
lune,lune,22
le,le,71
criminel,criminel,21
que,que,52
Prud'hon,Prud'hon,20
fait,faire,17
poursuivre,poursuivre,14
par,par,81
les,le,71
Erinnys,Erinnys,20
vengeresses,vengeur,30
/.,/.,P
<XIV>,<>,<>
vers,vers,81
deux,deux,72
heures,heure,22
de,de,81
l',le,71
après-midi,après-midi,21
",",",",p
une,un,71
bande,bande,22
de,de,81
touristes,touriste,21
anglais,anglais,30
",",",",p
guidée,guidé,31
par,par,81
un,un,71
cicerone,cicérone,21
",",",",p
visitait,visiter,18
les,le,71
ruines,ruine,22
de,de,81
Pompeï,Pompeï,20
;,;,p
la,le,71
tribu,tribu,22
insulaire,insulaire,30
",",",",p
composée,composé,31
du,de,81
du,le,71
père,père,21
",",",",p
de,de,81
la,le,71
mère,mère,22
",",",",p
de,de,81
trois,trois,72
grandes,grand,30
filles,fille,22
",",",",p
de,de,81
deux,deux,72
petits,petit,30
garçons,garçon,21
et,et,82
d',de,81
un,un,71
cousin,cousin,21
",",",",p
avait,avoir,18
déjà,déjà,60
parcouru,parcourir,12
d',de,81
un,un,71
oeil,oeil,21
glauque,glauque,30
et,et,82
froid,froid,30
",",",",p
où,où,60
se,se,51
lisait,lire,18
ce,ce,74
profond,profond,30
ennui,ennui,21
qui,qui,52
caractérise,caractériser,17
la,le,71
race,race,22
britannique,britannique,30
",",",",p
l',le,71
amphithéâtre,amphithéâtre,21
",",",",p
le,le,71
théâtre,théâtre,21
de,de,81
tragédie,tragédie,22
et,et,82
de,de,81
chant,chant,21
",",",",p
si,si,60
curieusement,curieusement,60
juxtaposés,juxtaposé,31
;,;,p
le,le,71
quartier,quartier,21
militaire,militaire,30
",",",",p
crayonné,crayonné,31
de,de,81
caricatures,caricature,22
par,par,81
l',le,71
oisiveté,oisiveté,22
du,de,81
du,le,71
corps,corps,21
de,de,81
garde,garde,22
;,;,p
le,le,71
forum,forum,21
",",",",p
surpris,surpris,31
au,à,81
au,le,71
milieu,milieu,21
d',de,81
une,un,71
réparation,réparation,22
;,;,p
la,le,71
basilique,basilique,22
",",",",p
les,le,71
temples,temple,21
de,de,81
Vénus,Vénus,20
et,et,82
de,de,81
Jupiter,Jupiter,20
",",",",p
le,le,71
Panthéon,Panthéon,20
et,et,82
les,le,71
boutiques,boutique,22
qui,qui,52
les,le,52
bordent,border,17
/.,/.,P
tous,tout,52
suivaient,suivre,18
en,en,81
silence,silence,21
dans,dans,81
leur,leur,73
Murray,Murray,20
les,le,71
explications,explication,22
bavardes,bavard,30
du,de,81
du,le,71
cicerone,cicérone,21
et,et,82
jetaient,jeter,18
à,à,81
peine,peine,22
un,un,71
regard,regard,21
sur,sur,81
les,le,71
colonnes,colonne,22
",",",",p
les,le,71
fragments,fragment,21
de,de,81
statues,statue,22
",",",",p
les,le,71
mosaïques,mosaïque,22
",",",",p
les,le,71
fresques,fresque,22
et,et,82
les,le,71
inscriptions,inscription,22
/.,/.,P
ils,ils,51
arrivèrent,arriver,19
enfin,enfin,60
aux,à,81
aux,le,71
bains,bain,21
antiques,antique,30
",",",",p
découverts,découvert,31
en,en,81
<Nombre 1824>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
vingt,vingt,72
quatre,quatre,72
<Fin nombre>,<>,<>
",",",",p
comme,comme,83
le,le,71
guide,guide,21
le,le,52
leur,leur,52
faisait,faire,18
remarquer,remarquer,14
/.,/.,P
“,“,p
ici,ici,60
étaient,être,18
les,le,71
étuves,étuve,22
",",",",p
là,là,60
le,le,71
four,four,21
à,à,81
chauffer,chauffer,14
l',le,71
eau,eau,22
",",",",p
plus,plus,60
loin,loin,60
la,le,71
salle,salle,22
à,à,81
température,température,22
modérée,modéré,31
;,;,p
“,“,p
ces,ce,74
détails,détail,21
donnés,donné,31
en,en,81
patois,patois,21
napolitain,napolitain,30
mélangé,mélangé,31
de,de,81
quelques,quelque,75
désinences,désinence,22
anglaises,anglais,30
paraissaient,paraître,18
intéresser,intéresser,14
médiocrement,médiocrement,60
les,le,71
visiteurs,visiteur,21
",",",",p
qui,qui,52
déjà,déjà,60
opéraient,opérer,18
une,un,71
volte-face,volte-face,22
pour,pour,81
se,se,51
retirer,retirer,14
",",",",p
lorsque,lorsque,83
miss,miss,22
Ethelwina,Ethelwina,20
",",",",p
l',le,71
aînée,aînée,22
des,de,81
des,le,71
demoiselles,demoiselle,22
",",",",p
jeune,jeune,30
personne,personne,22
aux,à,81
aux,le,71
cheveux,cheveu,21
blonds,blond,30
filasse,filasse,22
",",",",p
et,et,82
à,à,81
la,le,71
peau,peau,22
truitée,truitée,92
de,de,81
taches,tache,22
de,de,81
rousseur,rousseur,22
",",",",p
fit,faire,19
deux,deux,72
pas,pas,21
en,en,81
arrière,arrière,21
",",",",p
d',de,81
un,un,71
air,air,21
moitié,moitié,22
choqué,choqué,31
",",",",p
moitié,moitié,22
effrayé,effrayé,31
",",",",p
et,et,82
s',se,51
écria,écrier,19
:,:,p
“,“,p
un,un,71
homme,homme,21
/!,/!,P
-,-,p
ce,ce,52
sera,être,15
sans,sans,81
doute,doute,21
quelque,quelque,75
ouvrier,ouvrier,21
des,de,81
des,le,71
fouilles,fouille,22
à,à,81
qui,qui,52
l',le,71
endroit,endroit,21
aura,avoir,15
paru,paraître,12
propice,propice,30
pour,pour,81
faire,faire,14
la,le,71
sieste,sieste,22
;,;,p
il,il,51
y,y,52
a,avoir,17
sous,sous,81
cette,ce,74
voûte,voûte,22
de,de,81
la,le,71
fraîcheur,fraîcheur,22
et,et,82
de,de,81
l',le,71
ombre,ombre,22
:,:,p
n',ne,60
ayez,avoir,17
aucune,aucun,75
crainte,crainte,22
",",",",p
mademoiselle,mademoiselle,22
",",",",p
dit,dit,31
le,le,71
guide,guide,21
en,en,81
poussant,pousser,13
du,de,81
du,le,71
pied,pied,21
le,le,71
corps,corps,21
étendu,étendu,31
à,à,81
terre,terre,22
/.,/.,P
holà,holà,93
!,!,p
réveille,réveiller,17
toi,toi,51
",",",",p
fainéant,fainéant,30
",",",",p
et,et,82
laisse,laisser,17
passer,passer,14
leurs,leur,73
seigneuries,seigneurie,22
/.,/.,P
“,“,p
le,le,71
prétendu,prétendu,31
dormeur,dormeur,21
ne,ne,60
bougea,bouger,19
pas,pas,60
/.,/.,P
“,“,p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
un,un,71
homme,homme,21
endormi,endormi,31
",",",",p
c',ce,52
est,être,17
un,un,71
mort,mort,21
",",",",p
“,“,p
dit,dire,19
un,un,52
des,de,81
des,le,71
jeunes,jeune,30
garçons,garçon,21
",",",",p
qui,qui,52
",",",",p
vu,vu,81
sa,son,73
petite,petit,30
taille,taille,22
",",",",p
démêlait,démêler,18
mieux,mieux,60
dans,dans,81
l',le,71
ombre,ombre,22
l',le,71
aspect,aspect,21
du,de,81
du,le,71
cadavre,cadavre,21
/.,/.,P
le,le,71
cicerone,cicérone,21
se,se,51
baissa,baisser,19
sur,sur,81
le,le,71
corps,corps,21
et,et,82
se,se,51
releva,relever,19
brusquement,brusquement,60
",",",",p
les,le,71
traits,trait,21
bouleversés,bouleversé,31
/.,/.,P
“,“,p
un,un,71
homme,homme,21
assassiné,assassiné,31
!,!,p
s',se,51
écria,écrier,19
t,t,94
il,il,51
/.,/.,P
-,-,p
oh,oh,93
!,!,p
c',ce,52
est,être,17
vraiment,vraiment,60
désagréable,désagréable,30
de,de,81
se,se,51
trouver,trouver,14
en,en,81
présence,présence,22
de,de,81
tels,tel,75
objets,objet,21
;,;,p
écartez,écarter,17
vous,vous,51
",",",",p
Ethelwina,Ethelwina,20
",",",",p
Kitty,Kitty,20
",",",",p
Bess,Bess,20
",",",",p
dit,dire,17
mistress,mistress,21
Bracebridge,Bracebridge,20
;,;,p
il,il,51
ne,ne,60
convient,convenir,17
pas,pas,60
à,à,81
de,de,81
jeunes,jeune,30
/.,/.,P
