11697
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-septième extrait>,<>,<>
impossible,impossible,30
à,à,81
chasser,chasser,14
",",",",p
il,il,51
était,être,18
saisi,saisir,12
par,par,81
une,un,71
envie,envie,22
animale,animal,30
de,de,81
hurler,hurler,14
à,à,81
la,le,71
façon,façon,22
des,de,81
des,le,71
chiens,chien,21
attachés,attaché,31
",",",",p
car,car,82
il,il,51
se,se,51
sentait,sentir,18
impuissant,impuissant,30
",",",",p
asservi,asservi,31
",",",",p
enchaîné,enchaîné,31
comme,comme,83
eux,ils,51
/.,/.,P
de,de,81
plus,plus,60
en,en,81
plus,plus,60
nerveux,nerveux,30
",",",",p
à,à,81
mesure,mesure,22
qu',que,83
il,il,51
songeait,songer,18
",",",",p
il,il,51
allait,aller,18
toujours,toujours,60
à,à,81
grands,grand,30
pas,pas,21
à,à,81
travers,travers,21
la,le,71
vaste,vaste,30
pièce,pièce,22
éclairée,éclairé,31
comme,comme,83
pour,pour,81
une,un,71
fête,fête,22
/.,/.,P
ne,ne,60
pouvant,pouvoir,13
enfin,enfin,60
tolérer,tolérer,14
davantage,davantage,60
la,le,71
douleur,douleur,22
de,de,81
cette,ce,74
plaie,plaie,22
avivée,avivé,31
",",",",p
il,il,51
voulut,vouloir,19
essayer,essayer,14
de,de,81
la,le,52
calmer,calmer,14
par,par,81
le,le,71
souvenir,souvenir,21
de,de,81
son,son,73
ancienne,ancien,30
tendresse,tendresse,22
",",",",p
de,de,81
la,le,52
noyer,noyer,14
dans,dans,81
l',le,71
évocation,évocation,22
de,de,81
sa,son,73
première,premier,72
et,et,82
grande,grand,30
passion,passion,22
/.,/.,P
dans,dans,81
le,le,71
placard,placard,21
où,où,60
il,il,51
la,le,52
gardait,garder,18
",",",",p
il,il,51
alla,aller,19
prendre,prendre,14
la,le,71
copie,copie,22
qu',que,52
il,il,51
avait,avoir,18
faite,faire,12
autrefois,autrefois,60
pour,pour,81
lui,lui,51
du,de,81
du,le,71
portrait,portrait,21
de,de,81
la,le,71
comtesse,comtesse,22
",",",",p
puis,puis,60
il,il,51
la,le,52
posa,poser,19
sur,sur,81
son,son,73
chevalet,chevalet,21
",",",",p
et,et,82
",",",",p
s',se,51
étant,être,13
assis,asseoir,12
en,en,81
face,face,22
",",",",p
la,le,52
contempla,contempler,19
/.,/.,P
il,il,51
essayait,essayer,18
de,de,81
la,le,52
revoir,revoir,14
",",",",p
de,de,81
la,le,52
retrouver,retrouver,14
vivante,vivant,30
",",",",p
telle,tel,75
qu',que,83
il,il,51
l',le,52
avait,avoir,18
aimée,aimer,12
jadis,jadis,60
/.,/.,P
mais,mais,82
c',ce,52
était,être,18
toujours,toujours,60
Annette,Annette,20
qui,qui,52
surgissait,surgir,18
sur,sur,81
la,le,71
toile,toile,22
/.,/.,P
la,le,71
mère,mère,22
avait,avoir,18
disparu,disparaître,12
",",",",p
s',se,51
était,être,18
évanouie,évanouir,12
laissant,laisser,13
à,à,81
sa,son,73
place,place,22
cette,ce,74
autre,autre,75
figure,figure,22
qui,qui,52
lui,lui,51
ressemblait,ressembler,18
étrangement,étrangement,60
/.,/.,P
c',ce,52
était,être,18
la,le,71
petite,petite,22
avec,avec,81
ses,son,73
cheveux,cheveu,21
un,un,71
peu,peu,60
plus,plus,60
clairs,clair,30
",",",",p
son,son,73
sourire,sourire,21
un,un,71
peu,peu,60
plus,plus,60
gamin,gamin,30
",",",",p
son,son,73
air,air,21
un,un,71
peu,peu,60
plus,plus,60
moqueur,moqueur,30
",",",",p
et,et,82
il,il,51
sentait,sentir,18
bien,bien,60
qu',que,83
il,il,51
appartenait,appartenir,18
corps,corps,21
et,et,82
âme,âme,22
à,à,81
ce,ce,74
jeune,jeune,30
être,être,21
là,là,60
",",",",p
comme,comme,83
il,il,51
n',ne,60
avait,avoir,18
jamais,jamais,60
appartenu,appartenir,12
à,à,81
l',le,71
autre,autre,52
",",",",p
comme,comme,83
une,un,71
barque,barque,22
qui,qui,52
coule,couler,17
appartient,appartenir,17
aux,à,81
aux,le,71
vagues,vague,22
/!,/!,P
alors,alors,60
il,il,51
se,se,51
releva,relever,19
",",",",p
et,et,82
",",",",p
pour,pour,81
ne,ne,60
plus,plus,60
voir,voir,14
cette,ce,74
apparition,apparition,22
",",",",p
il,il,51
retourna,retourner,19
la,le,71
peinture,peinture,22
;,;,p
puis,puis,60
comme,comme,83
il,il,51
se,se,51
sentait,sentir,18
trempé,trempé,31
de,de,81
tristesse,tristesse,22
",",",",p
il,il,51
alla,aller,19
prendre,prendre,14
dans,dans,81
sa,son,73
chambre,chambre,22
",",",",p
pour,pour,81
le,le,52
rapporter,rapporter,14
dans,dans,81
l',le,71
atelier,atelier,21
",",",",p
le,le,71
tiroir,tiroir,21
de,de,81
son,son,73
secrétaire,secrétaire,21
où,où,60
dormaient,dormir,18
toutes,tout,75
les,le,71
lettres,lettre,22
de,de,81
sa,son,73
maîtresse,maîtresse,22
/.,/.,P
elles,ils,51
étaient,être,18
là,là,60
comme,comme,83
en,en,81
un,un,71
lit,lit,21
",",",",p
les,le,71
unes,un,52
sur,sur,81
les,le,71
autres,autre,52
",",",",p
formant,former,13
une,un,71
couche,couche,22
épaisse,épais,30
de,de,81
petits,petit,30
papiers,papier,21
minces,mince,30
/.,/.,P
il,il,51
enfonça,enfoncer,19
ses,son,73
mains,main,22
dedans,dedans,60
",",",",p
dans,dans,81
toute,tout,75
cette,ce,74
prose,prose,22
qui,qui,52
parlait,parler,18
d',de,81
eux,ils,51
",",",",p
dans,dans,81
ce,ce,74
bain,bain,21
de,de,81
leur,leur,73
longue,long,30
liaison,liaison,22
/.,/.,P
il,il,51
regardait,regarder,18
cet,ce,74
étroit,étroit,30
cercueil,cercueil,21
de,de,81
planches,planche,22
où,où,60
gisait,gésir,18
cette,ce,74
masse,masse,22
d',de,81
enveloppes,enveloppe,22
entassées,entassé,31
",",",",p
sur,sur,81
qui,qui,52
son,son,73
nom,nom,21
",",",",p
son,son,73
nom,nom,21
seul,seul,30
",",",",p
était,être,18
toujours,toujours,60
écrit,écrire,12
/.,/.,P
il,il,51
songeait,songer,18
qu',que,83
un,un,71
amour,amour,21
",",",",p
que,que,83
le,le,71
tendre,tendre,30
attachement,attachement,21
de,de,81
deux,deux,72
êtres,être,21
l',le,71
un,un,52
pour,pour,81
l',le,71
autre,autre,52
",",",",p
que,que,83
l',le,71
histoire,histoire,22
de,de,81
deux,deux,72
coeurs,coeur,21
",",",",p
étaient,être,18
racontés,raconter,12
là-dedans,là-dedans,60
",",",",p
dans,dans,81
ce,ce,74
flot,flot,21
jauni,jauni,31
de,de,81
papiers,papier,21
que,que,52
tachaient,tacher,18
des,de,81
des,le,71
cachets,cachet,21
rouges,rouge,30
",",",",p
et,et,82
il,il,51
aspirait,aspirer,18
",",",",p
en,en,81
se,se,51
penchant,pencher,13
dessus,dessus,60
",",",",p
un,un,71
souffle,souffle,21
vieux,vieux,30
",",",",p
l',le,71
odeur,odeur,22
mélancolique,mélancolique,30
des,de,81
des,le,71
lettres,lettre,22
en,en,81
fermées,fermé,31
/.,/.,P
il,il,51
les,le,52
voulut,vouloir,19
relire,relire,14
et,et,82
",",",",p
fouillant,fouiller,13
au,à,81
au,le,71
fond,fond,21
du,de,81
du,le,71
tiroir,tiroir,21
",",",",p
prit,prendre,19
une,un,71
poignée,poignée,22
des,de,81
des,le,71
plus,plus,60
anciennes,ancien,30
/.,/.,P
à,à,81
mesure,mesure,22
qu',que,83
il,il,51
les,le,52
ouvrait,ouvrir,18
",",",",p
des,de,81
des,le,71
souvenirs,souvenir,21
en,en,52
sortaient,sortir,18
",",",",p
précis,précis,30
",",",",p
qui,qui,52
remuaient,remuer,18
son,son,73
âme,âme,22
/.,/.,P
il,il,51
en,en,52
reconnaissait,reconnaître,18
beaucoup,beaucoup,60
qu',que,83
il,il,51
avait,avoir,18
portées,porter,12
sur,sur,81
lui,lui,51
pendant,pendant,81
des,de,81
des,le,71
semaines,semaine,22
entières,entier,30
",",",",p
et,et,82
il,il,51
retrouvait,retrouver,18
",",",",p
tout,tout,75
le,le,71
long,long,21
de,de,81
la,le,71
petite,petit,30
écriture,écriture,22
qui,qui,52
lui,lui,51
disait,dire,18
des,de,81
des,le,71
phrases,phrase,22
si,si,60
douces,doux,30
",",",",p
les,le,71
émotions,émotion,22
oubliées,oublié,31
d',de,81
autrefois,autrefois,60
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
il,il,51
rencontra,rencontrer,19
sous,sous,81
ses,son,73
doigts,doigt,21
un,un,71
fin,fin,30
mouchoir,mouchoir,21
brodé,brodé,31
/.,/.,P
qu',que,52
était,être,18
ce,ce,52
/?,/?,P
il,il,51
chercha,chercher,19
quelques,quelque,75
instants,instant,21
",",",",p
puis,puis,60
se,se,51
souvint,souvenir,19
/!,/!,P
un,un,71
jour,jour,21
",",",",p
chez,chez,81
lui,lui,51
",",",",p
elle,il,51
avait,avoir,18
sangloté,sangloter,12
parce qu',parce que,83
elle,il,51
était,être,18
un,un,71
peu,peu,60
jalouse,jaloux,30
",",",",p
et,et,82
il,il,51
lui,lui,51
vola,voler,19
",",",",p
pour,pour,81
le,le,52
garder,garder,14
",",",",p
son,son,73
mouchoir,mouchoir,21
trempé,trempé,31
de,de,81
larmes,larme,22
/!,/!,P
ah,ah,93
!,!,p
les,le,71
tristes,triste,30
choses,chose,22
!,!,p
les,le,71
tristes,triste,30
choses,chose,22
/!,/!,P
la,le,71
pauvre,pauvre,30
femme,femme,22
/!,/!,P
du,de,81
du,le,71
fond,fond,21
de,de,81
ce,ce,74
tiroir,tiroir,21
",",",",p
du,de,81
du,le,71
fond,fond,21
de,de,81
son,son,73
passé,passé,21
",",",",p
toutes,tout,75
ces,ce,74
réminiscences,réminiscence,22
montaient,monter,18
comme,comme,83
une,un,71
vapeur,vapeur,22
:,:,p
ce,ce,52
n',ne,60
était,être,18
plus,plus,60
que,que,83
la,le,71
vapeur,vapeur,22
impalpable,impalpable,30
de,de,81
la,le,71
réalité,réalité,22
tarie,tari,31
/.,/.,P
il,il,51
en,en,52
souffrait,souffrir,18
pourtant,pourtant,60
et,et,82
pleurait,pleurer,18
sur,sur,81
ces,ce,74
lettres,lettre,22
",",",",p
comme,comme,83
on,on,51
pleure,pleurer,17
sur,sur,81
les,le,71
morts,mort,21
parce qu',parce que,83
ils,ils,51
ne,ne,60
sont,être,17
plus,plus,60
/.,/.,P
mais,mais,82
tout,tout,75
cet,ce,74
ancien,ancien,30
amour,amour,21
remué,remué,31
faisait,faire,18
fermenter,fermenter,14
en,en,81
lui,lui,51
une,un,71
ardeur,ardeur,22
jeune,jeune,30
et,et,82
nouvelle,nouveau,30
",",",",p
une,un,71
sève,sève,22
de,de,81
tendresse,tendresse,22
irrésistible,irrésistible,30
qui,qui,52
rappelait,rappeler,18
dans,dans,81
son,son,73
souvenir,souvenir,21
le,le,71
visage,visage,21
radieux,radieux,30
d',de,81
Annette,Annette,20
/.,/.,P
il,il,51
avait,avoir,18
aimé,aimer,12
la,le,71
mère,mère,22
",",",",p
dans,dans,81
un,un,71
élan,élan,21
passionné,passionné,31
de,de,81
servitude,servitude,22
volontaire,volontaire,30
",",",",p
il,il,51
commençait,commencer,18
à,à,81
aimer,aimer,14
cette,ce,74
petite,petit,30
fille,fille,22
comme,comme,83
un,un,71
esclave,esclave,21
",",",",p
comme,comme,83
un,un,71
vieil,vieux,30
esclave,esclave,21
tremblant,tremblant,30
à,à,81
qui,qui,52
on,on,51
rive,river,17
des,de,81
des,le,71
fers,fer,21
qu',que,52
il,il,51
ne,ne,60
brisera,briser,15
plus,plus,60
/.,/.,P
cela,cela,52
",",",",p
il,il,51
le,le,52
sentait,sentir,18
dans,dans,81
le,le,71
fond,fond,21
de,de,81
son,son,73
être,être,21
",",",",p
et,et,82
il,il,51
en,en,52
était,être,18
terrifié,terrifier,12
/.,/.,P
il,il,51
essayait,essayer,18
de,de,81
comprendre,comprendre,14
comment,comment,60
et,et,82
pourquoi,pourquoi,60
elle,il,51
le,le,52
possédait,posséder,18
ainsi,ainsi,60
/?,/?,P
il,il,51
la,le,52
connaissait,connaître,18
si,si,60
peu,peu,60
/!,/!,P
elle,il,51
était,être,18
à,à,81
peine,peine,22
une,un,71
femme,femme,22
dont,dont,52
le,le,71
coeur,coeur,21
et,et,82
l',le,71
âme,âme,22
dormaient,dormir,18
encore,encore,60
du,de,81
du,le,71
sommeil,sommeil,21
de,de,81
la,le,71
jeunesse,jeunesse,22
/.,/.,P
lui,lui,51
",",",",p
maintenant,maintenant,60
",",",",p
il,il,51
était,être,18
presque,presque,60
au,à,81
au,le,71
bout,bout,21
de,de,81
sa,son,73
vie,vie,22
/!,/!,P
comment,comment,60
donc,donc,82
cette,ce,74
enfant,enfant,21
l',le,52
avait,avoir,18
elle,il,51
pris,prendre,12
avec,avec,81
quelques,quelque,75
sourires,sourire,21
et,et,82
des,de,81
des,le,71
mèches,mèche,22
de,de,81
cheveux,cheveu,21
/!,/!,P
ah,ah,93
!,!,p
les,le,71
sourires,sourire,21
",",",",p
les,le,71
cheveux,cheveu,21
de,de,81
cette,ce,74
petite,petit,30
fillette,fillette,22
blonde,blond,30
lui,lui,51
donnaient,donner,18
des,de,81
des,le,71
envies,envie,22
de,de,81
tomber,tomber,14
à,à,81
genoux,genou,21
et,et,82
de,de,81
se,se,51
frapper,frapper,14
le,le,71
front,front,21
par,par,81
terre,terre,22
/!,/!,P
sait,savoir,17
on,on,51
",",",",p
sait,savoir,17
on,on,51
jamais,jamais,60
pourquoi,pourquoi,60
une,un,71
figure,figure,22
de,de,81
femme,femme,22
a,avoir,17
tout,tout,60
à,à,81
coup,coup,21
sur,sur,81
nous,nous,51
la,le,71
puissance,puissance,22
d',de,81
un,un,71
poison,poison,21
/?,/?,P
il,il,51
semble,sembler,17
qu',que,83
on,on,51
l',le,52
a,avoir,17
bue,boire,12
avec,avec,81
les,le,71
yeux,oeil,21
",",",",p
qu',que,83
elle,il,51
est,être,17
devenue,devenir,12
notre,notre,73
pensée,pensée,22
et,et,82
notre,notre,73
chair,chair,22
/!,/!,P
on,on,51
en,en,52
est,être,17
ivre,ivre,30
",",",",p
on,on,51
en,en,52
est,être,17
fou,fou,30
",",",",p
on,on,51
vit,voir,19
de,de,81
cette,ce,74
image,image,22
absorbée,absorbé,31
et,et,82
on,on,51
voudrait,vouloir,16
en,en,52
mourir,mourir,14
/!,/!,P
comme,comme,83
on,on,51
souffre,souffrir,17
parfois,parfois,60
de,de,81
ce,ce,74
pouvoir,pouvoir,21
féroce,féroce,30
et,et,82
incompréhensible,incompréhensible,30
d',de,81
une,un,71
forme,forme,22
de,de,81
visage,visage,21
sur,sur,81
le,le,71
coeur,coeur,21
d',de,81
un,un,71
homme,homme,21
/!,/!,P
Olivier,Olivier,20
Bertin,Bertin,20
s',se,51
était,être,18
remis,remettre,12
à,à,81
marcher,marcher,14
;,;,p
la,le,71
nuit,nuit,22
s',se,51
avançait,avancer,18
;,;,p
son,son,73
poêle,poêle,21
s',se,51
était,être,18
éteint,éteindre,12
/.,/.,P
à,à,81
travers,travers,21
les,le,71
vitrages,vitrage,21
",",",",p
le,le,71
froid,froid,21
du,de,81
du,le,71
dehors,dehors,21
entrait,entrer,18
/.,/.,P
alors,alors,60
il,il,51
gagna,gagner,19
son,son,73
lit,lit,21
où,où,60
il,il,51
continua,continuer,19
jusqu',jusque,81
au,à,81
au,le,71
jour,jour,21
à,à,81
songer,songer,14
et,et,82
à,à,81
souffrir,souffrir,14
/.,/.,P
il,il,51
fut,être,19
debout,debout,60
de,de,81
bonne,bon,30
heure,heure,22
",",",",p
sans,sans,81
savoir,savoir,14
pourquoi,pourquoi,60
",",",",p
ni,ni,82
ce,ce,52
qu',que,52
il,il,51
allait,aller,18
faire,faire,14
",",",",p
agité,agité,31
par,par,81
ses,son,73
nerfs,nerf,21
",",",",p
irrésolu,irrésolu,30
comme,comme,83
une,un,71
girouette,girouette,22
/.,/.,P
