11516
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-unième extrait>,<>,<>
lui,lui,51
prit,prendre,19
un,un,71
si,si,60
grand,grand,30
dégoût,dégoût,21
de,de,81
la,le,71
vie,vie,22
",",",",p
que,que,83
s',si,83
il,il,51
y,y,52
avait,avoir,18
eu,avoir,12
de,de,81
l',le,71
eau,eau,22
près,près,81
de,de,81
lui,lui,51
il,il,51
s',se,51
y,y,52
serait,être,16
jeté,jeter,12
",",",",p
que,que,83
s',si,83
il,il,51
avait,avoir,18
eu,avoir,12
des,de,81
des,le,71
pistolets,pistolet,21
il,il,51
se,se,51
serait,être,16
brûlé,brûler,12
la,le,71
cervelle,cervelle,22
/.,/.,P
puis,puis,60
il,il,51
retomba,retomber,19
dans,dans,81
l',le,71
incertitude,incertitude,22
d',de,81
idées,idée,22
",",",",p
qui,qui,52
",",",",p
depuis,depuis,81
sa,son,73
conversation,conversation,22
avec,avec,81
Derville,Derville,20
chez,chez,81
le,le,71
nourrisseur,nourrisseur,21
",",",",p
avait,avoir,18
changé,changer,12
son,son,73
moral,moral,21
/.,/.,P
enfin,enfin,60
",",",",p
arrivé,arrivé,31
devant,devant,81
le,le,71
kiosque,kiosque,21
",",",",p
il,il,51
monta,monter,19
dans,dans,81
le,le,71
cabinet,cabinet,21
aérien,aérien,30
dont,dont,52
les,le,71
rosaces,rosace,22
de,de,81
verre,verre,21
offraient,offrir,18
la,le,71
vue,vue,22
de,de,81
chacune,chacun,52
des,de,81
des,le,71
ravissantes,ravissant,30
perspectives,perspective,22
de,de,81
la,le,71
vallée,vallée,22
",",",",p
et,et,82
où,où,60
il,il,51
trouva,trouver,19
sa,son,73
femme,femme,22
assise,assis,31
sur,sur,81
une,un,71
chaise,chaise,22
/.,/.,P
la,le,71
comtesse,comtesse,22
examinait,examiner,18
le,le,71
paysage,paysage,21
et,et,82
gardait,garder,18
une,un,71
contenance,contenance,22
pleine,plein,30
de,de,81
calme,calme,21
en,en,81
montrant,montrer,13
cette,ce,74
impénétrable,impénétrable,30
physionomie,physionomie,22
que,que,52
savent,savoir,17
prendre,prendre,14
les,le,71
femmes,femme,22
déterminées,déterminé,31
à,à,81
tout,tout,52
/.,/.,P
elle,il,51
s',se,51
essuya,essuyer,19
les,le,71
yeux,oeil,21
comme,comme,83
si,si,83
elle,il,51
eût,avoir,19
versé,verser,12
des,de,81
des,le,71
pleurs,pleur,21
",",",",p
et,et,82
joua,jouer,19
par,par,81
un,un,71
geste,geste,21
distrait,distrait,31
avec,avec,81
le,le,71
long,long,30
ruban,ruban,21
rose,rose,30
de,de,81
sa,son,73
ceinture,ceinture,22
/.,/.,P
néanmoins,néanmoins,60
",",",",p
malgré,malgré,81
son,son,73
assurance,assurance,22
apparente,apparent,30
",",",",p
elle,il,51
ne,ne,60
put,pouvoir,19
s',se,51
empêcher,empêcher,14
de,de,81
frissonner,frissonner,14
en,en,81
voyant,voir,13
devant,devant,81
elle,il,51
son,son,73
vénérable,vénérable,30
bienfaiteur,bienfaiteur,21
",",",",p
debout,debout,60
",",",",p
les,le,71
bras,bras,21
croisés,croisé,31
",",",",p
la,le,71
figure,figure,22
pâle,pâle,30
",",",",p
le,le,71
front,front,21
sévère,sévère,30
/.,/.,P
madame,madame,22
",",",",p
dit,dire,19
il,il,51
après,après,81
l',le,52
avoir,avoir,14
regardée,regarder,12
fixement,fixement,60
pendant,pendant,81
un,un,71
moment,moment,21
et,et,82
l',le,52
avoir,avoir,14
forcée,forcer,12
à,à,81
rougir,rougir,14
",",",",p
madame,madame,22
",",",",p
je,je,51
ne,ne,60
vous,vous,51
maudis,maudire,17
pas,pas,60
",",",",p
je,je,51
vous,vous,51
méprise,mépriser,17
/.,/.,P
maintenant,maintenant,60
",",",",p
je,je,51
remercie,remercier,17
le,le,71
hasard,hasard,21
qui,qui,52
nous,nous,51
a,avoir,17
désunis,désunir,12
/.,/.,P
je,je,51
ne,ne,60
sens,sentir,17
même,même,60
pas,pas,60
un,un,71
désir,désir,21
de,de,81
vengeance,vengeance,22
",",",",p
je,je,51
ne,ne,60
vous,vous,51
aime,aimer,17
plus,plus,60
/.,/.,P
je,je,51
ne,ne,60
veux,vouloir,17
rien,rien,52
de,de,81
vous,vous,51
/.,/.,P
vivez,vivre,17
tranquille,tranquille,30
sur,sur,81
la,le,71
foi,foi,22
de,de,81
ma,mon,73
parole,parole,22
",",",",p
elle,il,51
vaut,valoir,17
mieux,mieux,60
que,que,83
les,le,71
griffonnages,griffonnage,21
de,de,81
tous,tout,75
les,le,71
notaires,notaire,21
de,de,81
Paris,Paris,20
/.,/.,P
je,je,51
ne,ne,60
réclamerai,réclamer,15
jamais,jamais,60
le,le,71
nom,nom,21
que,que,52
j',je,51
ai,avoir,17
peut-être,peut-être,60
illustré,illustrer,12
/.,/.,P
je,je,51
ne,ne,60
suis,être,17
plus,plus,60
qu',que,83
un,un,71
pauvre,pauvre,30
diable,diable,21
nommé,nommé,31
Hyacinthe,Hyacinthe,20
",",",",p
qui,qui,52
ne,ne,60
demande,demander,17
que,que,83
sa,son,73
place,place,22
au,à,81
au,le,71
soleil,soleil,21
/.,/.,P
adieu,adieu,21
/…,/…,P
la,le,71
comtesse,comtesse,22
se,se,51
jeta,jeter,19
aux,à,81
aux,le,71
pieds,pied,21
du,de,81
du,le,71
colonel,colonel,21
",",",",p
et,et,82
voulut,vouloir,19
le,le,52
retenir,retenir,14
en,en,81
lui,lui,51
prenant,prendre,13
les,le,71
mains,main,22
;,;,p
mais,mais,82
il,il,51
la,le,52
repoussa,repousser,19
avec,avec,81
dégoût,dégoût,21
",",",",p
en,en,81
lui,lui,51
disant,dire,13
:,:,p
ne,ne,60
me,je,51
touchez,toucher,17
pas,pas,60
/.,/.,P
la,le,71
comtesse,comtesse,22
fit,faire,19
un,un,71
geste,geste,21
intraduisible,intraduisible,30
lorsqu',lorsque,83
elle,il,51
entendit,entendre,19
le,le,71
bruit,bruit,21
des,de,81
des,le,71
pas,pas,21
de,de,81
son,son,73
mari,mari,21
/.,/.,P
puis,puis,60
",",",",p
avec,avec,81
la,le,71
profonde,profond,30
perspicacité,perspicacité,22
que,que,52
donne,donner,17
une,un,71
haute,haut,30
scélératesse,scélératesse,22
ou,ou,82
le,le,71
féroce,féroce,30
égoïsme,égoïsme,21
du,de,81
du,le,71
monde,monde,21
",",",",p
elle,il,51
crut,croire,19
pouvoir,pouvoir,14
vivre,vivre,14
en,en,81
paix,paix,22
sur,sur,81
la,le,71
promesse,promesse,22
et,et,82
le,le,71
mépris,mépris,21
de,de,81
ce,ce,74
loyal,loyal,30
soldat,soldat,21
/.,/.,P
Chabert,Chabert,20
disparut,disparaître,19
en,en,81
effet,effet,21
/.,/.,P
le,le,71
nourrisseur,nourrisseur,21
fit,faire,19
faillite,faillite,22
et,et,82
devint,devenir,19
cocher,cocher,21
de,de,81
cabriolet,cabriolet,21
/.,/.,P
peut-être,peut-être,60
le,le,71
colonel,colonel,21
s',se,51
adonna,adonner,19
t,t,94
il,il,51
d'abord,d'abord,60
à,à,81
quelque,quelque,75
industrie,industrie,22
du,de,81
du,le,71
même,même,75
genre,genre,21
/.,/.,P
peut-être,peut-être,60
",",",",p
semblable,semblable,30
à,à,81
une,un,71
pierre,pierre,22
lancée,lancé,31
dans,dans,81
un,un,71
gouffre,gouffre,21
",",",",p
alla,aller,19
t,t,94
il,il,51
",",",",p
de,de,81
cascade,cascade,22
en,en,81
cascade,cascade,22
",",",",p
s',se,51
abîmer,abîmer,14
dans,dans,81
cette,ce,74
boue,boue,22
de,de,81
haillons,haillon,21
qui,qui,52
foisonne,foisonner,17
à,à,81
travers,travers,21
les,le,71
rues,rue,22
de,de,81
Paris,Paris,20
/.,/.,P
six,six,72
mois,mois,21
après,après,81
cet,ce,74
événement,événement,21
",",",",p
Derville,Derville,20
",",",",p
qui,qui,52
n',ne,60
entendait,entendre,18
plus,plus,60
parler,parler,14
ni,ni,82
du,de,81
du,le,71
colonel,colonel,21
Chabert,Chabert,20
ni,ni,82
de,de,81
la,le,71
comtesse,comtesse,22
Ferraud,Ferraud,20
",",",",p
pensa,penser,19
qu',que,83
il,il,51
était,être,18
survenu,survenir,12
sans,sans,81
doute,doute,21
entre,entre,81
eux,ils,51
une,un,71
transaction,transaction,22
",",",",p
que,que,52
",",",",p
par,par,81
vengeance,vengeance,22
",",",",p
la,le,71
comtesse,comtesse,22
avait,avoir,18
fait,faire,12
dresser,dresser,14
dans,dans,81
une,un,71
autre,autre,75
étude,étude,22
/.,/.,P
alors,alors,60
",",",",p
un,un,71
matin,matin,21
",",",",p
il,il,51
supputa,supputer,19
les,le,71
sommes,somme,22
avancées,avancé,31
audit,audit,21
Chabert,Chabert,20
",",",",p
y,y,52
ajouta,ajouter,19
les,le,71
frais,frais,21
",",",",p
et,et,82
pria,prier,19
la,le,71
comtesse,comtesse,22
Ferraud,Ferraud,20
de,de,81
réclamer,réclamer,14
à,à,81
monsieur,monsieur,21
le,le,71
comte,comte,21
Chabert,Chabert,20
le,le,71
montant,montant,21
de,de,81
ce,ce,74
mémoire,mémoire,21
",",",",p
en,en,81
présumant,présumer,13
qu',que,83
elle,il,51
savait,savoir,18
où,où,60
se,se,51
trouvait,trouver,18
son,son,73
premier,premier,72
mari,mari,21
/.,/.,P
le,le,71
lendemain,lendemain,21
même,même,30
l',le,71
intendant,intendant,21
du,de,81
du,le,71
comte,comte,21
Ferraud,Ferraud,20
",",",",p
récemment,récemment,60
nommé,nommé,31
président,président,21
du,de,81
du,le,71
tribunal,tribunal,21
de,de,81
première,premier,72
instance,instance,22
dans,dans,81
une,un,71
ville,ville,22
importante,important,30
",",",",p
écrivit,écrire,19
à,à,81
Derville,Derville,20
ce,ce,74
mot,mot,21
désolant,désolant,30
:,:,p
monsieur,monsieur,21
",",",",p
madame,madame,22
la,le,71
comtesse,comtesse,22
Ferraud,Ferraud,20
me,je,51
charge,charger,17
de,de,81
vous,vous,51
prévenir,prévenir,14
que,que,83
votre,votre,73
client,client,21
avait,avoir,18
complètement,complètement,60
abusé,abuser,12
de,de,81
votre,votre,73
confiance,confiance,22
",",",",p
et,et,82
que,que,83
l',le,71
individu,individu,21
qui,qui,52
disait,dire,18
être,être,14
le,le,71
comte,comte,21
Chabert,Chabert,20
a,avoir,17
reconnu,reconnaître,12
avoir,avoir,14
indûment,indûment,60
pris,prendre,12
de,de,81
fausses,faux,30
qualités,qualité,22
/.,/.,P
agréez,agréer,17
",",",",p
/.,/.,P
Delbecq,Delbecq,20
/.,/.,P
on,on,51
rencontre,rencontrer,17
des,de,81
des,le,71
gens,gens,21
qui,qui,52
sont,être,17
aussi,aussi,60
",",",",p
ma,mon,73
parole,parole,22
d',de,81
honneur,honneur,21
",",",",p
pas,pas,60
trop,trop,60
bêtes,bête,30
/.,/.,P
ils,ils,51
ont,avoir,17
volé,voler,12
le,le,71
baptême,baptême,21
",",",",p
s',se,51
écria,écrier,19
Derville,Derville,20
/.,/.,P
soyez,être,17
donc,donc,82
l',le,71
humain,humain,21
",",",",p
généreux,généreux,30
",",",",p
philanthrope,philanthrope,21
et,et,82
avoué,avoué,21
",",",",p
vous,vous,51
vous,vous,51
faites,faire,17
enfoncer,enfoncer,14
/!,/!,P
voilà,voilà,81
une,un,71
affaire,affaire,22
qui,qui,52
me,je,51
coûte,coûter,17
plus,plus,60
de,de,81
deux,deux,72
billets,billet,21
de,de,81
mille,mille,72
francs,franc,21
/.,/.,P
quelque,quelque,75
temps,temps,21
après,après,81
la,le,71
réception,réception,22
de,de,81
cette,ce,74
lettre,lettre,22
",",",",p
Derville,Derville,20
cherchait,chercher,18
au,à,81
au,le,71
palais,palais,21
un,un,71
avocat,avocat,21
auquel,à,81
auquel,lequel,52
il,il,51
voulait,vouloir,18
parler,parler,14
",",",",p
et,et,82
qui,qui,52
plaidait,plaider,18
à,à,81
la,le,71
police,police,22
correctionnelle,correctionnel,30
/.,/.,P
le,le,71
hasard,hasard,21
voulut,vouloir,19
que,que,83
Derville,Derville,20
entrât,entrer,18
à,à,81
la,le,71
sixième,sixième,72
chambre,chambre,22
au,à,81
au,le,71
moment,moment,21
où,où,60
le,le,71
président,président,21
condamnait,condamner,18
comme,comme,83
vagabond,vagabond,30
le,le,71
nommé,nommé,31
Hyacinthe,Hyacinthe,20
à,à,81
deux,deux,72
mois,mois,21
de,de,81
prison,prison,22
",",",",p
et,et,82
ordonnait,ordonner,18
qu',que,83
il,il,51
fût,être,19
ensuite,ensuite,60
conduit,conduire,12
au,à,81
au,le,71
dépôt,dépôt,21
de,de,81
mendicité,mendicité,22
de,de,81
Saint-Denis,Saint-Denis,20
",",",",p
sentence,sentence,22
qui,qui,52
",",",",p
d',de,81
après,après,81
la,le,71
jurisprudence,jurisprudence,22
des,de,81
des,le,71
préfets,préfet,21
de,de,81
police,police,22
",",",",p
équivaut,équivaloir,17
à,à,81
une,un,71
détention,détention,22
perpétuelle,perpétuel,30
/.,/.,P
au,à,81
au,le,71
nom,nom,21
d',de,81
Hyacinthe,Hyacinthe,20
",",",",p
Derville,Derville,20
regarda,regarder,19
le,le,71
délinquant,délinquant,21
assis,assis,31
entre,entre,81
deux,deux,72
gendarmes,gendarme,21
sur,sur,81
le,le,71
banc,banc,21
des,de,81
des,le,71
prévenus,prévenu,21
et,et,82
reconnut,reconnaître,19
",",",",p
dans,dans,81
la,le,71
personne,personne,22
du,de,81
du,le,71
condamné,condamné,21
",",",",p
son,son,73
faux,faux,30
colonel,colonel,21
Chabert,Chabert,20
/.,/.,P
le,le,71
vieux,vieux,30
soldat,soldat,21
était,être,18
calme,calme,30
",",",",p
immobile,immobile,30
",",",",p
presque,presque,60
distrait,distraire,12
/.,/.,P
malgré,malgré,81
ses,son,73
haillons,haillon,21
malgré,malgré,81
la,le,71
misère,misère,22
empreinte,empreint,31
sur,sur,81
sa,son,73
physionomie,physionomie,22
",",",",p
elle,il,51
déposait,déposer,18
d',de,81
une,un,71
noble,noble,30
fierté,fierté,22
/.,/.,P
son,son,73
regard,regard,21
avait,avoir,18
une,un,71
expression,expression,22
de,de,81
stoïcisme,stoïcisme,21
qu',que,52
un,un,71
magistrat,magistrat,21
n',ne,60
aurait,avoir,16
pas,pas,60
dû,devoir,12
méconnaître,méconnaître,14
;,;,p
mais,mais,82
",",",",p
dès,dès,81
qu',que,83
un,un,71
homme,homme,21
tombe,tomber,17
entre,entre,81
les,le,71
mains,main,22
de,de,81
la,le,71
justice,justice,22
",",",",p
il,il,51
n',ne,60
est,être,17
plus,plus,60
qu',que,83
un,un,71
être,être,21
moral,moral,30
",",",",p
une,un,71
question,question,22
de,de,81
droit,droit,21
ou,ou,82
de,de,81
fait,fait,21
",",",",p
comme,comme,83
aux,à,81
aux,le,71
yeux,oeil,21
des,de,81
des,le,71
statisticiens,statisticien,21
il,il,51
devient,devenir,17
un,un,71
chiffre,chiffre,21
/.,/.,P
quand,quand,83
le,le,71
soldat,soldat,21
fut,être,19
reconduit,reconduire,12
au,à,81
au,le,71
greffe,greffe,21
pour,pour,81
être,être,14
emmené,emmener,12
plus,plus,60
tard,tard,60
avec,avec,81
la,le,71
fournée,fournée,22
de,de,81
vagabonds,vagabond,21
que,que,52
l',l',94
on,on,51
jugeait,juger,18
en,en,81
ce,ce,74
moment,moment,21
",",",",p
Derville,Derville,20
usa,user,19
du,de,81
du,le,71
droit,droit,21
qu',que,52
ont,avoir,17
les,le,71
avoués,avoué,21
d',de,81
entrer,entrer,14
partout,partout,60
au,à,81
au,le,71
palais,palais,21
",",",",p
l',le,52
accompagna,accompagner,19
au,à,81
au,le,71
greffe,greffe,21
et,et,82
l',le,52
y,y,52
contempla,contempler,19
pendant,pendant,81
quelques,quelque,75
instants,instant,21
",",",",p
ainsi,ainsi,60
que,que,83
les,le,71
curieux,curieux,30
mendiants,mendiant,21
parmi,parmi,81
lesquels,lequel,52
/.,/.,P
