11738
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-dix-septième extrait>,<>,<>
savais,savoir,18
/.,/.,P
j',je,51
ai,avoir,17
tout,tout,52
senti,sentir,12
/.,/.,P
j',je,51
ai,avoir,17
vu,voir,12
cela,cela,52
naître,naître,14
et,et,82
grandir,grandir,14
/!,/!,P
il,il,51
répondit,répondre,19
",",",",p
comme,comme,83
si,si,83
elle,il,51
l',le,52
eût,avoir,19
accusé,accuser,12
:,:,p
“,“,p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
ma,mon,73
faute,faute,22
",",",",p
Any,Any,20
/.,/.,P
-,-,p
je,je,51
le,le,52
sais,savoir,17
bien,bien,60
/…,/…,P
je,je,51
ne,ne,60
vous,vous,51
reproche,reprocher,17
rien,rien,52
/…,/…,P
“,“,p
et,et,82
doucement,doucement,60
",",",",p
en,en,81
se,se,51
tournant,tourner,13
un,un,71
peu,peu,60
",",",",p
elle,il,51
mit,mettre,19
sa,son,73
bouche,bouche,22
sur,sur,81
un,un,52
des,de,81
des,le,71
yeux,oeil,21
d',de,81
Olivier,Olivier,20
",",",",p
où,où,60
elle,il,51
trouva,trouver,19
une,un,71
larme,larme,22
amère,amer,30
/.,/.,P
elle,il,51
tressaillit,tressaillir,17
",",",",p
comme,comme,83
si,si,83
elle,il,51
venait,venir,18
de,de,81
boire,boire,14
une,un,71
goutte,goutte,22
de,de,81
désespoir,désespoir,21
",",",",p
et,et,82
elle,il,51
répéta,répéter,19
plusieurs,plusieurs,75
fois,fois,22
:,:,p
“,“,p
ah,ah,93
!,!,p
pauvre,pauvre,30
ami,ami,21
…,…,p
pauvre,pauvre,30
ami,ami,21
…,…,p
pauvre,pauvre,30
ami,ami,21
!,!,p
/…,/…,P
“,“,p
puis,puis,60
après,après,81
un,un,71
moment,moment,21
de,de,81
silence,silence,21
",",",",p
elle,il,51
ajouta,ajouter,19
:,:,p
“,“,p
c',ce,52
est,être,17
la,le,71
faute,faute,22
de,de,81
nos,notre,73
coeurs,coeur,21
qui,qui,52
n',ne,60
ont,avoir,17
pas,pas,60
vieilli,vieillir,12
/.,/.,P
je,je,51
sens,sentir,17
le,le,71
mien,mien,52
si,si,60
vivant,vivant,30
/!,/!,P
il,il,51
essaya,essayer,19
de,de,81
parler,parler,14
et,et,82
ne,ne,60
put,pouvoir,19
pas,pas,60
",",",",p
car,car,82
des,de,81
des,le,71
sanglots,sanglot,21
maintenant,maintenant,60
l',le,52
étranglaient,étrangler,18
/.,/.,P
elle,il,51
écoutait,écouter,18
",",",",p
contre,contre,81
elle,il,51
",",",",p
les,le,71
suffocations,suffocation,22
dans,dans,81
sa,son,73
poitrine,poitrine,22
/.,/.,P
alors,alors,60
ressaisie,ressaisi,31
par,par,81
l',le,71
angoisse,angoisse,22
égoïste,égoïste,30
d',de,81
amour,amour,21
qui,qui,52
",",",",p
depuis,depuis,81
si,si,60
longtemps,longtemps,60
",",",",p
la,le,52
rongeait,ronger,18
",",",",p
elle,il,51
dit,dire,19
avec,avec,81
l',le,71
accent,accent,21
déchirant,déchirant,30
dont,dont,52
on,on,51
constate,constater,17
un,un,71
horrible,horrible,30
malheur,malheur,21
:,:,p
“,“,p
dieu,dieu,21
!,!,p
comme,comme,83
vous,vous,51
l',le,52
aimez,aimer,17
/!,/!,P
il,il,51
avoua,avouer,19
encore,encore,60
une,un,71
fois,fois,22
:,:,p
“,“,p
ah,ah,93
!,!,p
oui,oui,60
",",",",p
je,je,51
l',le,52
aime,aimer,17
/!,/!,P
elle,il,51
songea,songer,19
quelques,quelque,75
instants,instant,21
",",",",p
et,et,82
reprit,reprendre,19
:,:,p
“,“,p
vous,vous,51
ne,ne,60
m',je,51
avez,avoir,17
jamais,jamais,60
aimée,aimer,12
ainsi,ainsi,60
",",",",p
moi,moi,51
/?,/?,P
il,il,51
ne,ne,60
nia,nier,19
point,point,60
",",",",p
car,car,82
il,il,51
traversait,traverser,18
une,un,52
de,de,81
ces,ce,74
heures,heure,22
où,où,60
on,on,51
dit,dire,19
toute,tout,75
la,le,71
vérité,vérité,22
",",",",p
et,et,82
il,il,51
murmura,murmurer,19
:,:,p
“,“,p
non,non,60
",",",",p
j',je,51
étais,être,18
trop,trop,60
jeune,jeune,30
",",",",p
alors,alors,60
/!,/!,P
elle,il,51
fut,être,19
surprise,surprendre,12
/.,/.,P
“,“,p
trop,trop,60
jeune,jeune,30
/?,/?,P
pourquoi,pourquoi,60
/?,/?,P
parce que,parce que,83
la,le,71
vie,vie,22
était,être,18
trop,trop,60
douce,doux,30
/.,/.,P
c',ce,52
est,être,17
à,à,81
nos,notre,73
âges,âge,21
seulement,seulement,60
qu',que,83
on,on,51
aime,aimer,17
en,en,81
désespérés,désespéré,21
/.,/.,P
“,“,p
elle,il,51
demanda,demander,19
:,:,p
“,“,p
ce,ce,52
que,que,52
vous,vous,51
éprouvez,éprouver,17
près,près,81
d',de,81
elle,il,51
ressemble,ressembler,17
t,t,94
il,il,51
à,à,81
ce,ce,52
que,que,52
vous,vous,51
éprouviez,éprouver,18
près,près,81
de,de,81
moi,moi,51
/?,/?,P
oui,oui,60
et,et,82
non,non,60
…,…,p
et,et,82
c',ce,52
est,être,17
pourtant,pourtant,60
presque,presque,60
la,le,71
même,même,75
chose,chose,22
/.,/.,P
je,je,51
vous,vous,51
ai,avoir,17
aimée,aimer,12
autant,autant,60
qu',que,83
on,on,51
peut,pouvoir,17
aimer,aimer,14
une,un,71
femme,femme,22
/.,/.,P
elle,il,51
",",",",p
je,je,51
l',le,52
aime,aimer,17
comme,comme,83
vous,vous,51
",",",",p
puisque,puisque,83
c',ce,52
est,être,17
vous,vous,51
;,;,p
mais,mais,82
cet,ce,74
amour,amour,21
est,être,17
devenu,devenir,12
quelque,quelque,75
chose,chose,22
d',de,81
irrésistible,irrésistible,30
",",",",p
de,de,81
destructeur,destructeur,30
",",",",p
de,de,81
plus,plus,60
fort,fort,30
que,que,83
la,le,71
mort,mort,22
/.,/.,P
je,je,51
suis,être,17
à,à,81
lui,lui,51
comme,comme,83
une,un,71
maison,maison,22
qui,qui,52
brûle,brûler,17
est,être,17
au,à,81
au,le,71
feu,feu,21
/!,/!,P
elle,il,51
sentit,sentir,19
sa,son,73
pitié,pitié,22
séchée,séché,31
sous,sous,81
un,un,71
souffle,souffle,21
de,de,81
jalousie,jalousie,22
",",",",p
et,et,82
prenant,prendre,13
une,un,71
voix,voix,22
consolante,consolant,30
:,:,p
“,“,p
mon,mon,73
pauvre,pauvre,30
ami,ami,21
/!,/!,P
dans,dans,81
quelques,quelque,75
jours,jour,21
elle,il,51
sera,être,15
mariée,marier,12
et,et,82
partira,partir,15
/.,/.,P
en,en,81
ne,ne,60
la,le,52
voyant,voir,13
plus,plus,60
",",",",p
vous,vous,51
vous,vous,51
guérirez,guérir,15
",",",",p
sans,sans,81
doute,doute,21
/.,/.,P
“,“,p
il,il,51
remua,remuer,19
la,le,71
tête,tête,22
/.,/.,P
“,“,p
oh,oh,93
!,!,p
je,je,51
suis,être,17
bien,bien,60
perdu,perdre,12
",",",",p
perdu,perdre,12
/!,/!,P
mais,mais,82
non,non,60
",",",",p
mais,mais,82
non,non,60
/!,/!,P
vous,vous,51
serez,être,15
trois,trois,72
mois,mois,21
sans,sans,81
la,le,52
voir,voir,14
/.,/.,P
cela,cela,52
suffira,suffire,15
/.,/.,P
il,il,51
vous,vous,51
a,avoir,17
bien,bien,60
suffi,suffire,12
de,de,81
trois,trois,72
mois,mois,21
pour,pour,81
l',le,52
aimer,aimer,14
plus,plus,60
que,que,83
moi,moi,51
",",",",p
que,que,52
vous,vous,51
connaissez,connaître,17
depuis,depuis,81
douze,douze,72
ans,an,21
/.,/.,P
“,“,p
alors,alors,60
il,il,51
l',le,52
implora,implorer,19
dans,dans,81
son,son,73
infinie,infini,30
détresse,détresse,22
/.,/.,P
“,“,p
Any,Any,20
",",",",p
ne,ne,60
m',je,51
abandonnez,abandonner,17
pas,pas,60
/?,/?,P
que,que,52
puis,pouvoir,17
je,je,51
faire,faire,14
",",",",p
mon,mon,73
ami,ami,21
/?,/?,P
ne,ne,60
me,je,51
laissez,laisser,17
pas,pas,60
seul,seul,30
/.,/.,P
-,-,p
j',je,51
irai,aller,15
vous,vous,51
voir,voir,14
autant,autant,60
que,que,83
vous,vous,51
voudrez,vouloir,15
/.,/.,P
-,-,p
non,non,60
/.,/.,P
gardez,garder,17
moi,moi,51
ici,ici,60
",",",",p
le,le,71
plus,plus,60
possible,possible,30
/.,/.,P
-,-,p
vous,vous,51
seriez,être,16
près,près,81
d',de,81
elle,il,51
/.,/.,P
-,-,p
et,et,82
près,près,81
de,de,81
vous,vous,51
/.,/.,P
-,-,p
il,il,51
ne,ne,60
faut,falloir,17
plus,plus,60
que,que,83
vous,vous,51
la,le,52
voyiez,voir,17
avant,avant,81
son,son,73
mariage,mariage,21
/.,/.,P
-,-,p
oh,oh,93
/!,/!,P
Any,Any,20
/!,/!,P
ou,ou,82
",",",",p
du,de,81
du,le,71
moins,moins,60
",",",",p
très,très,60
peu,peu,60
/.,/.,P
-,-,p
puis,pouvoir,17
je,je,51
rester,rester,14
ici,ici,60
",",",",p
ce,ce,74
soir,soir,21
/?,/?,P
non,non,60
",",",",p
pas,pas,60
dans,dans,81
l',le,71
état,état,21
où,où,60
vous,vous,51
êtes,être,17
/.,/.,P
il,il,51
faut,falloir,17
vous,vous,51
distraire,distraire,14
",",",",p
aller,aller,14
au,à,81
au,le,71
cercle,cercle,21
",",",",p
au,à,81
au,le,71
théâtre,théâtre,21
",",",",p
n',ne,60
importe,importer,17
où,où,60
",",",",p
mais,mais,82
pas,pas,60
rester,rester,14
ici,ici,60
/.,/.,P
-,-,p
je,je,51
vous,vous,51
en,en,52
prie,prier,17
/.,/.,P
-,-,p
non,non,60
",",",",p
Olivier,Olivier,20
",",",",p
c',ce,52
est,être,17
impossible,impossible,30
/.,/.,P
et,et,82
puis,puis,60
j',je,51
ai,avoir,17
à,à,81
dîner,dîner,14
des,de,81
des,le,71
gens,gens,21
dont,dont,52
la,le,71
présence,présence,22
vous,vous,51
agiterait,agiter,16
encore,encore,60
/.,/.,P
-,-,p
la,le,71
duchesse,duchesse,22
?,?,p
et,et,82
…,…,p
lui,lui,51
/?,/?,P
oui,oui,60
/.,/.,P
-,-,p
mais,mais,82
j',je,51
ai,avoir,17
passé,passer,12
la,le,71
soirée,soirée,22
d',de,81
hier,hier,60
avec,avec,81
eux,ils,51
/.,/.,P
-,-,p
parlez,parler,17
en,en,52
/!,/!,P
vous,vous,51
vous,vous,51
en,en,52
trouvez,trouver,17
bien,bien,60
",",",",p
aujourd'hui,aujourd'hui,60
/.,/.,P
-,-,p
je,je,51
vous,vous,51
promets,promettre,17
d',de,81
être,être,14
calme,calme,30
/.,/.,P
-,-,p
non,non,60
",",",",p
c',ce,52
est,être,17
impossible,impossible,30
/.,/.,P
-,-,p
alors,alors,60
",",",",p
je,je,51
m',je,51
en,en,52
vais,aller,17
/.,/.,P
-,-,p
qui,qui,52
vous,vous,51
presse,presser,17
tant,tant,60
/?,/?,P
j',je,51
ai,avoir,17
besoin,besoin,21
de,de,81
marcher,marcher,14
/.,/.,P
-,-,p
c',ce,52
est,être,17
cela,cela,52
",",",",p
marchez,marcher,17
beaucoup,beaucoup,60
",",",",p
marchez,marcher,17
jusqu',jusque,81
à,à,81
la,le,71
nuit,nuit,22
",",",",p
tuez,tuer,17
vous,vous,51
de,de,81
fatigue,fatigue,22
et,et,82
puis,puis,60
couchez,coucher,17
vous,vous,51
/!,/!,P
il,il,51
s',se,51
était,être,18
levé,lever,12
/.,/.,P
“,“,p
adieu,adieu,21
",",",",p
Any,Any,20
/.,/.,P
-,-,p
adieu,adieu,21
",",",",p
cher,cher,30
ami,ami,21
/.,/.,P
j',je,51
irai,aller,15
vous,vous,51
voir,voir,14
demain,demain,60
matin,matin,21
/.,/.,P
voulez,vouloir,17
vous,vous,51
que,que,83
je,je,51
fasse,faire,17
une,un,71
grosse,gros,30
imprudence,imprudence,22
",",",",p
comme,comme,83
autrefois,autrefois,60
",",",",p
que,que,83
je,je,51
feigne,feindre,17
de,de,81
déjeuner,déjeuner,14
ici,ici,60
",",",",p
à,à,81
midi,midi,21
",",",",p
et,et,82
que,que,83
je,je,51
déjeune,déjeuner,17
avec,avec,81
vous,vous,51
à,à,81
une,un,71
heure,heure,22
un,un,71
quart,quart,21
/?,/?,P
oui,oui,60
",",",",p
je,je,51
veux,vouloir,17
bien,bien,60
/.,/.,P
vous,vous,51
êtes,être,17
bonne,bon,30
/!,/!,P
c',ce,52
est,être,17
que,que,83
je,je,51
vous,vous,51
aime,aimer,17
/.,/.,P
-,-,p
moi,moi,51
aussi,aussi,60
",",",",p
je,je,51
vous,vous,51
aime,aimer,17
/.,/.,P
-,-,p
oh,oh,93
!,!,p
ne,ne,60
parlez,parler,17
plus,plus,60
de,de,81
cela,cela,52
/.,/.,P
-,-,p
adieu,adieu,21
",",",",p
Any,Any,20
/.,/.,P
-,-,p
adieu,adieu,21
",",",",p
cher,cher,30
ami,ami,21
/.,/.,P
à,à,81
demain,demain,60
/.,/.,P
-,-,p
adieu,adieu,21
/.,/.,P
“,“,p
il,il,51
lui,lui,51
baisait,baiser,18
les,le,71
mains,main,22
",",",",p
coup,coup,21
sur,sur,81
coup,coup,21
",",",",p
puis,puis,60
il,il,51
lui,lui,51
baisa,baiser,19
les,le,71
tempes,tempe,22
",",",",p
puis,puis,60
le,le,71
coin,coin,21
des,de,81
des,le,71
lèvres,lèvre,22
/.,/.,P
il,il,51
avait,avoir,18
maintenant,maintenant,60
les,le,71
yeux,oeil,21
secs,sec,30
",",",",p
l',le,71
air,air,21
résolu,résolu,31
/.,/.,P
au,à,81
au,le,71
moment,moment,21
de,de,81
sortir,sortir,14
",",",",p
il,il,51
la,le,52
saisit,saisir,19
",",",",p
l',le,52
enveloppa,envelopper,19
tout,tout,60
entière,entier,30
dans,dans,81
ses,son,73
bras,bras,21
et,et,82
",",",",p
appuyant,appuyer,13
la,le,71
bouche,bouche,22
sur,sur,81
son,son,73
front,front,21
",",",",p
il,il,51
semblait,sembler,18
boire,boire,14
",",",",p
aspirer,aspirer,14
en,en,81
elle,il,51
tout,tout,75
l',le,71
amour,amour,21
qu',que,52
elle,il,51
avait,avoir,18
pour,pour,81
lui,lui,51
/.,/.,P
et,et,82
il,il,51
s',se,51
en,en,52
alla,aller,19
très,très,60
vite,vite,60
",",",",p
sans,sans,81
se,se,51
retourner,retourner,14
/.,/.,P
quand,quand,83
elle,il,51
fut,être,19
seule,seul,30
",",",",p
elle,il,51
se,se,51
laissa,laisser,19
tomber,tomber,14
sur,sur,81
un,un,71
siège,siège,21
et,et,82
sanglota,sangloter,19
/.,/.,P
elle,il,51
serait,être,16
restée,rester,12
ainsi,ainsi,60
jusqu',jusque,81
à,à,81
la,le,71
nuit,nuit,22
",",",",p
si,si,83
Annette,Annette,20
",",",",p
soudain,soudain,60
",",",",p
n',ne,60
était,être,18
venue,venir,12
la,le,52
chercher,chercher,14
/.,/.,P
la,le,71
comtesse,comtesse,22
",",",",p
pour,pour,81
avoir,avoir,14
le,le,71
temps,temps,21
d',de,81
essuyer,essuyer,14
ses,son,73
yeux,oeil,21
rouges,rouge,30
",",",",p
lui,lui,51
répondit,répondre,19
:,:,p
“,“,p
j',je,51
ai,avoir,17
un,un,71
tout,tout,60
petit,petit,30
mot,mot,21
à,à,81
écrire,écrire,14
",",",",p
mon,mon,73
enfant,enfant,21
/.,/.,P
remonte,remonter,17
",",",",p
et,et,82
je,je,51
te,tu,51
suis,suivre,17
dans,dans,81
une,un,71
seconde,seconde,22
/.,/.,P
“,“,p
jusqu',jusque,81
au,à,81
au,le,71
soir,soir,21
",",",",p
elle,il,51
dut,devoir,19
s',se,51
occuper,occuper,14
de,de,81
la,le,71
grande,grand,30
question,question,22
du,de,81
du,le,71
trousseau,trousseau,21
/.,/.,P
la,le,71
duchesse,duchesse,22
et,et,82
son,son,73
neveu,neveu,21
dînaient,dîner,18
chez,chez,81
les,le,71
Guilleroy,Guilleroy,20
",",",",p
en,en,81
famille,famille,22
/.,/.,P
on,on,51
venait,venir,18
de,de,81
se,se,51
mettre,mettre,14
à,à,81
table,table,22
et,et,82
on,on,51
parlait,parler,18
encore,encore,60
de,de,81
la,le,71
représentation,représentation,22
de,de,81
la,le,71
veille,veille,22
",",",",p
quand,quand,83
le,le,71
maître,maître,21
d',de,81
hôtel,hôtel,21
entra,entrer,19
",",",",p
apportant,apporter,13
trois,trois,72
énormes,énorme,30
bouquets,bouquet,21
/.,/.,P
madame,madame,22
de,de,81
Mortemain,Mortemain,20
s',se,51
étonna,étonner,19
/.,/.,P
“,“,p
mon,mon,73
dieu,dieu,21
",",",",p
qu',que,52
est,être,17
ce,ce,52
que,que,52
cela,cela,52
/?,/?,P
Annette,Annette,20
s',se,51
écria,écrier,19
:,:,p
“,“,p
oh,oh,93
!,!,p
qu',que,52
ils,ils,51
sont,être,17
beaux,beau,30
!,!,p
qui,qui,52
est,être,17
ce,ce,52
qui,qui,52
peut,pouvoir,17
nous,nous,51
les,le,52
envoyer,envoyer,14
/?,/?,P
sa,son,73
mère,mère,22
répondit,répondre,19
:,:,p
“,“,p
Olivier,Olivier,20
Bertin,Bertin,20
",",",",p
sans,sans,81
doute,doute,21
/.,/.,P
“,“,p
depuis,depuis,81
son,son,73
départ,départ,21
",",",",p
elle,il,51
pensait,penser,18
à,à,81
lui,lui,51
/.,/.,P
il,il,51
lui,lui,51
avait,avoir,18
/.,/.,P
