11939
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-sixième extrait>,<>,<>
hérissée,hérissé,31
",",",",p
des,de,81
des,le,71
mains,main,22
faibles,faible,30
",",",",p
et,et,82
méchantes,méchant,30
",",",",p
ou,ou,82
la,le,71
face,face,22
camuse,camus,30
",",",",p
de,de,81
gros,gros,30
yeux,oeil,21
ronds,rond,30
",",",",p
l',le,71
air,air,21
de,de,81
bouledogues,bouledogue,21
/.,/.,P
une,un,71
douzaine,douzaine,22
",",",",p
scribes,scribe,21
et,et,82
valets,valet,21
des,de,81
des,le,71
prêtres,prêtre,21
",",",",p
nourris,nourri,31
par,par,81
le,le,71
rebut,rebut,21
des,de,81
des,le,71
holocaustes,holocauste,21
s',se,51
élancèrent,élancer,19
jusqu',jusque,81
au,à,81
au,le,71
bas,bas,21
de,de,81
l',le,71
estrade,estrade,22
;,;,p
et,et,82
avec,avec,81
des,de,81
des,le,71
couteaux,couteau,21
ils,ils,51
menaçaient,menacer,18
Antipas,Antipas,20
qui,qui,52
les,le,52
haranguait,haranguer,18
pendant,pendant,81
que,que,83
les,le,71
Sadducéens,Sadducéens,20
le,le,52
défendaient,défendre,18
mollement,mollement,60
/.,/.,P
il,il,51
aperçut,apercevoir,19
Mannaëi,Mannaëi,20
",",",",p
et,et,82
lui,lui,51
fit,faire,19
signe,signe,21
de,de,81
s',se,51
en,en,52
aller,aller,14
",",",",p
-,-,p
Vitellius,Vitellius,20
indiquant,indiquer,13
par,par,81
sa,son,73
contenance,contenance,22
que,que,83
ces,ce,74
choses,chose,22
ne,ne,60
le,le,52
regardaient,regarder,18
pas,pas,60
/.,/.,P
les,le,71
Pharisiens,Pharisiens,20
",",",",p
restés,resté,31
sur,sur,81
leur,leur,73
triclinium,triclinium,21
",",",",p
se,se,51
mirent,mettre,19
dans,dans,81
une,un,71
fureur,fureur,22
démoniaque,démoniaque,30
/.,/.,P
ils,ils,51
brisèrent,briser,19
les,le,71
plats,plat,21
devant,devant,81
eux,ils,51
/.,/.,P
on,on,51
leur,leur,52
avait,avoir,18
servi,servir,12
le,le,71
ragoût,ragoût,21
chéri,chéri,31
de,de,81
Mécène,Mécène,20
:,:,p
de,de,81
l',le,71
âne,âne,21
sauvage,sauvage,30
",",",",p
une,un,71
viande,viande,22
immonde,immonde,30
/.,/.,P
Aulus,Aulus,20
les,le,52
railla,railler,19
à,à,81
propos,propos,21
de,de,81
la,le,71
tête,tête,22
d',de,81
âne,âne,21
",",",",p
qu',que,83
ils,ils,51
honoraient,honorer,18
",",",",p
disait,dire,18
on,on,51
",",",",p
et,et,82
débita,débiter,19
d',de,81
autres,autre,75
sarcasmes,sarcasme,21
sur,sur,81
leur,leur,73
antipathie,antipathie,22
du,de,81
du,le,71
pourceau,pourceau,21
/.,/.,P
c',ce,52
était,être,18
sans,sans,81
doute,doute,21
parce que,parce que,83
cette,ce,74
grosse,gros,30
bête,bête,22
avait,avoir,18
tué,tuer,12
leur,leur,73
Bacchus,Bacchus,20
",",",",p
-,-,p
et,et,82
ils,ils,51
aimaient,aimer,18
trop,trop,60
le,le,71
vin,vin,21
",",",",p
puisqu',puisque,83
on,on,51
avait,avoir,18
découvert,découvrir,12
dans,dans,81
le,le,71
temple,temple,21
une,un,71
vigne,vigne,22
d',de,81
or,or,21
/.,/.,P
les,le,71
prêtres,prêtre,21
ne,ne,60
comprenaient,comprendre,18
pas,pas,60
ses,son,73
paroles,parole,22
/.,/.,P
Phinées,Phinées,20
",",",",p
Galiléen,Galiléen,20
d',de,81
origine,origine,22
",",",",p
refusa,refuser,19
de,de,81
les,le,52
traduire,traduire,14
/.,/.,P
alors,alors,60
sa,son,73
colère,colère,22
fut,être,19
démesurée,démesuré,30
",",",",p
d'autant,d'autant,60
plus,plus,60
que,que,83
l',le,71
Asiatique,Asiatique,20
",",",",p
pris,pris,31
de,de,81
peur,peur,22
",",",",p
avait,avoir,18
disparu,disparaître,12
",",",",p
-,-,p
et,et,82
le,le,71
repas,repas,21
lui,lui,51
déplaisait,déplaire,18
",",",",p
les,le,71
mets,mets,21
étant,être,13
vulgaires,vulgaire,30
point,point,60
déguisés,déguisé,31
suffisamment,suffisamment,60
/.,/.,P
il,il,51
se,se,51
calma,calmer,19
",",",",p
en,en,81
voyant,voir,13
des,de,81
des,le,71
queues,queue,22
de,de,81
brebis,brebis,22
syriennes,syrien,30
qui,qui,52
sont,être,17
des,de,81
des,le,71
paquets,paquet,21
de,de,81
graisse,graisse,22
/.,/.,P
le,le,71
caractère,caractère,21
des,de,81
des,le,71
Juifs,Juif,20
semblait,sembler,18
hideux,hideux,30
à,à,81
Vitellius,Vitellius,20
/.,/.,P
leur,leur,73
dieu,dieu,21
pouvait,pouvoir,18
bien,bien,60
être,être,14
Moloch,Moloch,20
",",",",p
dont,dont,52
il,il,51
avait,avoir,18
rencontré,rencontrer,12
des,de,81
des,le,71
autels,autel,21
sur,sur,81
la,le,71
route,route,22
;,;,p
-,-,p
et,et,82
les,le,71
sacrifices,sacrifice,21
d',de,81
enfants,enfant,21
lui,lui,51
revinrent,revenir,19
à,à,81
l',le,71
esprit,esprit,21
",",",",p
avec,avec,81
l',le,71
histoire,histoire,22
de,de,81
l',le,71
homme,homme,21
qu',que,52
ils,ils,51
engraissaient,engraisser,18
",",",",p
mystérieusement,mystérieusement,60
/.,/.,P
son,son,73
coeur,coeur,21
de,de,81
latin,latin,21
était,être,18
soulevé,soulever,12
de,de,81
dégoût,dégoût,21
par,par,81
leur,leur,73
intolérance,intolérance,22
",",",",p
leur,leur,73
rage,rage,22
iconoclaste,iconoclaste,30
",",",",p
leur,leur,73
achoppement,achoppement,21
de,de,81
brute,brute,22
/.,/.,P
le,le,71
proconsul,proconsul,21
voulait,vouloir,18
partir,partir,14
/.,/.,P
Aulus,Aulus,20
s',se,51
y,y,52
refusa,refuser,19
/.,/.,P
la,le,71
robe,robe,22
abaissée,abaissé,31
jusqu',jusque,81
aux,à,81
aux,le,71
hanches,hanche,22
",",",",p
il,il,51
gisait,gésir,18
derrière,derrière,81
un,un,71
monceau,monceau,21
de,de,81
victuailles,victuaille,22
",",",",p
trop,trop,60
repu,repu,31
pour,pour,81
en,en,52
prendre,prendre,14
",",",",p
mais,mais,82
s',se,51
obstinant,obstiner,13
à,à,81
ne,ne,60
point,point,60
les,le,52
quitter,quitter,14
/.,/.,P
l',le,71
exaltation,exaltation,22
du,de,81
du,le,71
peuple,peuple,21
grandit,grandir,19
/.,/.,P
ils,ils,51
s',se,51
abandonnèrent,abandonner,19
à,à,81
des,de,81
des,le,71
projets,projet,21
d',de,81
indépendance,indépendance,22
/.,/.,P
on,on,51
appelait,appeler,18
la,le,71
gloire,gloire,22
d',de,81
Israël,Israël,20
/.,/.,P
tous,tout,75
les,le,71
conquérants,conquérant,21
avaient,avoir,18
été,être,12
châtiés,châtier,12
/!,/!,P
Antigone,Antigone,20
",",",",p
Crassus,Crassus,20
",",",",p
Varus,Varus,20
/…,/…,P
-,-,p
“,“,p
misérables,misérable,21
!,!,p
dit,dire,19
le,le,71
proconsul,proconsul,21
-,-,p
car,car,82
il,il,51
entendait,entendre,18
le,le,71
syriaque,syriaque,21
/.,/.,P
son,son,73
interprète,interprète,21
ne,ne,60
servait,servir,18
qu',que,83
à,à,81
lui,lui,51
donner,donner,14
du,de,81
du,le,71
loisir,loisir,21
pour,pour,81
répondre,répondre,14
/.,/.,P
Antipas,Antipas,20
",",",",p
bien,bien,60
vite,vite,60
",",",",p
tira,tirer,19
la,le,71
médaille,médaille,22
de,de,81
l',le,71
empereur,empereur,21
-,-,p
et,et,82
l',le,71
observant,observant,30
avec,avec,81
tremblement,tremblement,21
il,il,51
la,le,52
présentait,présenter,18
du,de,81
du,le,71
côté,côté,21
de,de,81
l',le,71
image,image,22
/.,/.,P
les,le,71
panneaux,panneau,21
de,de,81
la,le,71
tribune,tribune,22
d',de,81
or,or,21
se,se,51
déployèrent,déployer,19
tout,tout,60
à,à,81
coup,coup,21
",",",",p
-,-,p
et,et,82
à,à,81
la,le,71
splendeur,splendeur,22
des,de,81
des,le,71
cierges,cierge,21
",",",",p
entre,entre,81
ses,son,73
esclaves,esclave,21
et,et,82
des,de,81
des,le,71
festons,feston,21
d',de,81
anémones,anémone,22
",",",",p
Hérodias,Hérodias,20
apparut,apparaître,19
",",",",p
-,-,p
coiffée,coiffé,31
d',de,81
une,un,71
mitre,mitre,22
assyrienne,assyrien,30
qu',que,83
une,un,71
mentonnière,mentonnière,22
attachait,attacher,18
à,à,81
son,son,73
front,front,21
/.,/.,P
ses,son,73
cheveux,cheveu,21
en,en,81
spirales,spirale,22
s',se,51
épandaient,épandre,18
sur,sur,81
un,un,71
péplos,péplos,21
d',de,81
écarlate,écarlate,30
",",",",p
fendu,fendu,31
dans,dans,81
la,le,71
longueur,longueur,22
des,de,81
des,le,71
manches,manche,22
/.,/.,P
deux,deux,72
monstres,monstre,21
en,en,81
pierre,pierre,22
",",",",p
pareils,pareil,30
à,à,81
ceux,celui,52
du,de,81
du,le,71
trésor,trésor,21
des,de,81
des,le,71
Atrides,Atride,20
se,se,51
dressant,dresser,13
contre,contre,81
la,le,71
porte,porte,22
",",",",p
elle,il,51
ressemblait,ressembler,18
à,à,81
Cybèle,Cybèle,20
accotée,accoté,31
de,de,81
ses,son,73
lions,lion,21
-,-,p
et,et,82
du,de,81
du,le,71
haut,haut,21
de,de,81
la,le,71
balustrade,balustrade,22
qui,qui,52
dominait,dominer,18
Antipas,Antipas,20
",",",",p
-,-,p
avec,avec,81
une,un,71
patère,patère,22
à,à,81
la,le,71
main,main,22
",",",",p
elle,il,51
cria,crier,19
:,:,p
-,-,p
“,“,p
longue,long,30
vie,vie,22
à,à,81
César,César,20
/!,/!,P
cet,ce,74
hommage,hommage,21
fut,être,19
répété,répéter,12
par,par,81
Vitellius,Vitellius,20
",",",",p
Antipas,Antipas,20
et,et,82
les,le,71
prêtres,prêtre,21
/.,/.,P
mais,mais,82
il,il,51
arriva,arriver,19
du,de,81
du,le,71
fond,fond,21
de,de,81
la,le,71
salle,salle,22
un,un,71
bourdonnement,bourdonnement,21
de,de,81
surprise,surprise,22
et,et,82
d',de,81
admiration,admiration,22
/.,/.,P
une,un,71
jeune,jeune,30
fille,fille,22
venait,venir,18
d',de,81
entrer,entrer,14
/.,/.,P
sous,sous,81
un,un,71
voile,voile,21
bleuâtre,bleuâtre,30
lui,lui,51
cachant,cacher,13
la,le,71
poitrine,poitrine,22
et,et,82
la,le,71
tête,tête,22
",",",",p
on,on,51
distinguait,distinguer,18
les,le,71
arcs,arc,21
de,de,81
ses,son,73
yeux,oeil,21
",",",",p
les,le,71
calcédoines,calcédoine,22
de,de,81
ses,son,73
oreilles,oreille,22
",",",",p
la,le,71
blancheur,blancheur,22
de,de,81
sa,son,73
peau,peau,22
/.,/.,P
un,un,71
carré,carré,21
de,de,81
soie,soie,22
gorge-de-pigeon,gorge-de-pigeon,30
",",",",p
en,en,81
couvrant,couvrir,13
les,le,71
épaules,épaule,22
tenait,tenir,18
aux,à,81
aux,le,71
reins,rein,21
par,par,81
une,un,71
ceinture,ceinture,22
d',de,81
orfèvrerie,orfèvrerie,22
/.,/.,P
ses,son,73
caleçons,caleçon,21
noirs,noir,30
étaient,être,18
semés,semer,12
de,de,81
mandragores,mandragore,22
-,-,p
et,et,82
d',de,81
une,un,71
manière,manière,22
indolente,indolent,30
",",",",p
elle,il,51
faisait,faire,18
claquer,claquer,14
de,de,81
petites,petit,30
pantoufles,pantoufle,22
en,en,81
duvet,duvet,22
de,de,81
colibri,colibri,21
/.,/.,P
sur,sur,81
le,le,71
haut,haut,21
de,de,81
l',le,71
estrade,estrade,22
",",",",p
elle,il,51
retira,retirer,19
son,son,73
voile,voile,21
-,-,p
c',ce,52
était,être,18
Hérodias,Hérodias,20
",",",",p
comme,comme,83
autrefois,autrefois,60
dans,dans,81
sa,son,73
jeunesse,jeunesse,22
-,-,p
puis,puis,60
elle,il,51
se,se,51
mit,mettre,19
à,à,81
danser,danser,14
/.,/.,P
ses,son,73
pieds,pied,21
passaient,passer,18
l',le,71
un,un,52
devant,devant,81
l',le,71
autre,autre,52
",",",",p
au,à,81
au,le,71
rythme,rythme,21
de,de,81
la,le,71
flûte,flûte,22
et,et,82
d',de,81
une,un,71
paire,paire,22
de,de,81
crotales,crotale,21
/.,/.,P
ses,son,73
bras,bras,21
arrondis,arrondi,31
appelaient,appeler,18
quelqu'un,quelqu'un,52
qui,qui,52
s',se,51
enfuyait,enfuir,18
toujours,toujours,60
/.,/.,P
elle,il,51
le,le,52
poursuivait,poursuivre,18
",",",",p
plus,plus,60
légère,léger,30
qu',que,83
un,un,71
papillon,papillon,21
",",",",p
comme,comme,83
une,un,71
Psyché,Psyché,20
curieuse,curieux,30
",",",",p
comme,comme,83
une,un,71
âme,âme,22
vagabonde,vagabonder,17
et,et,82
semblait,sembler,18
prête,prêt,30
à,à,81
s',se,51
envoler,envoler,14
/.,/.,P
les,le,71
sons,son,21
funèbres,funèbre,30
de,de,81
la,le,71
gingras,gingras,22
remplacèrent,remplacer,19
les,le,71
crotales,crotale,21
/.,/.,P
l',le,71
accablement,accablement,21
avait,avoir,18
suivi,suivre,12
l',le,71
espoir,espoir,21
/.,/.,P
ses,son,73
attitudes,attitude,22
exprimaient,exprimer,18
des,de,81
des,le,71
soupirs,soupir,21
",",",",p
et,et,82
toute,tout,75
sa,son,73
personne,personne,22
une,un,71
telle,tel,75
langueur,langueur,22
qu',que,83
on,on,51
ne,ne,60
savait,savoir,18
pas,pas,60
si,si,83
elle,il,51
pleurait,pleurer,18
un,un,71
dieu,dieu,21
",",",",p
ou,ou,82
se,se,51
mourait,mourir,18
dans,dans,81
sa,son,73
caresse,caresse,22
/.,/.,P
les,le,71
paupières,paupière,22
entre-closes,entre-clos,31
",",",",p
elle,il,51
se,se,51
tordait,tordre,18
la,le,71
taille,taille,22
",",",",p
balançait,balancer,18
son,son,73
ventre,ventre,21
avec,avec,81
des,de,81
des,le,71
ondulations,ondulation,22
de,de,81
houle,houle,22
",",",",p
faisait,faire,18
trembler,trembler,14
ses,son,73
deux,deux,72
seins,sein,21
",",",",p
et,et,82
son,son,73
visage,visage,21
demeurait,demeurer,18
immobile,immobile,30
",",",",p
et,et,82
ses,son,73
pieds,pied,21
n',ne,60
arrêtaient,arrêter,18
pas,pas,60
/.,/.,P
Vitellius,Vitellius,20
la,le,52
compara,comparer,19
à,à,81
Mnester,Mnester,20
",",",",p
le,le,71
pantomime,pantomime,22
/.,/.,P
Aulus,Aulus,20
vomissait,vomir,18
encore,encore,60
-,-,p
le,le,71
Tétrarque,Tétrarque,20
se,se,51
perdait,perdre,18
dans,dans,81
un,un,71
rêve,rêve,21
",",",",p
et,et,82
ne,ne,60
songeait,songer,18
plus,plus,60
",",",",p
à,à,81
Hérodias,Hérodias,20
/.,/.,P
il,il,51
crut,croire,19
la,le,52
voir,voir,14
près,près,81
des,de,81
des,le,71
Sadducéens,Sadducéens,20
/.,/.,P
la,le,71
vision,vision,22
s',se,51
éloigna,éloigner,19
/.,/.,P
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
une,un,71
vision,vision,22
/.,/.,P
elle,il,51
avait,avoir,18
fait,faire,12
instruire,instruire,14
loin,loin,60
de,de,81
Machaerous,Machaerous,20
Salomé,Salomé,20
",",",",p
sa,son,73
fille,fille,22
",",",",p
que,que,52
le,le,71
Tétrarque,Tétrarque,20
aimerait,aimer,16
;,;,p
-,-,p
et,et,82
l',le,71
idée,idée,22
était,être,18
bonne,bon,30
/.,/.,P
elle,il,51
en,en,52
était,être,18
sûre,sûr,30
",",",",p
maintenant,maintenant,60
/.,/.,P
puis,puis,60
ce,ce,52
fut,être,19
l',le,71
emportement,emportement,21
de,de,81
l',le,71
amour,amour,21
qui,qui,52
veut,vouloir,17
être,être,14
assouvi,assouvir,12
/.,/.,P
elle,il,51
dansa,danser,19
comme,comme,83
les,le,71
prêtresses,prêtresse,22
des,de,81
des,le,71
Indes,Inde,20
",",",",p
comme,comme,83
les,le,71
Nubiennes,Nubiennes,20
des,de,81
des,le,71
cataractes,cataracte,22
",",",",p
comme,comme,83
les,le,71
Bacchantes,Bacchantes,20
de,de,81
Lydie,Lydie,20
/.,/.,P
elle,il,51
se,se,51
renversait,renverser,18
de,de,81
tous,tout,75
les,le,71
côtés,côté,21
",",",",p
pareille,pareil,30
à,à,81
une,un,71
fleur,fleur,22
que,que,52
la,le,71
tempête,tempête,22
agite,agiter,17
/.,/.,P
les,le,71
brillants,brillant,21
de,de,81
ses,son,73
oreilles,oreille,22
sautaient,sauter,18
",",",",p
l',le,71
étoffe,étoffe,22
de,de,81
son,son,73
dos,dos,21
chatoyait,chatoyer,18
;,;,p
de,de,81
ses,son,73
bras,bras,21
",",",",p
de,de,81
ses,son,73
pieds,pied,21
",",",",p
de,de,81
ses,son,73
vêtements,vêtement,21
jaillissaient,jaillir,18
d',de,81
invisibles,invisible,30
étincelles,étincelle,22
qui,qui,52
enflammaient,enflammer,18
les,le,71
hommes,homme,21
/.,/.,P
une,un,71
harpe,harpe,22
chanta,chanter,19
",",",",p
et,et,82
la,le,71
multitude,multitude,22
y,y,52
répondit,répondre,19
par,par,81
des,de,81
des,le,71
acclamations,acclamation,22
/.,/.,P
sans,sans,81
fléchir,fléchir,14
ses,son,73
genoux,genou,21
en,en,81
écartant,écarter,13
les,le,71
jambes,jambe,22
",",",",p
elle,il,51
se,se,51
courba,courber,19
si,si,60
bien,bien,60
que,que,83
son,son,73
menton,menton,21
frôlait,frôler,18
le,le,71
plancher,plancher,21
",",",",p
-,-,p
et,et,82
les,le,71
nomades,nomade,21
habitués,habitué,31
à,à,81
l',le,71
abstinence,abstinence,22
",",",",p
les,le,71
soldats,soldat,21
de,de,81
Rome,Rome,20
experts,expert,30
en,en,81
débauches,débauche,22
",",",",p
les,le,71
avares,avare,21
publicains,publicain,30
",",",",p
les,le,71
vieux,vieux,30
prêtres,prêtre,21
aigris,aigri,31
par,par,81
les,le,71
disputes,dispute,22
-,-,p
tous,tout,52
-,-,p
dilatant,dilater,13
leurs,leur,73
narines,narine,22
",",",",p
palpitaient,palpiter,18
de,de,81
convoitise,convoitise,22
/.,/.,P
ensuite,ensuite,60
",",",",p
elle,il,51
tourna,tourner,19
autour,autour,60
de,de,81
la,le,71
table,table,22
d',de,81
Antipas,Antipas,20
",",",",p
frénétiquement,frénétiquement,60
",",",",p
comme,comme,83
le,le,71
rhombe,rhombe,21
des,de,81
des,le,71
sorcières,sorcière,22
-,-,p
et,et,82
d',de,81
une,un,71
voix,voix,22
que,que,83
des,de,81
des,le,71
sanglots,sanglot,21
de,de,81
volupté,volupté,22
entrecoupaient,entrecouper,18
il,il,51
lui,lui,51
disait,dire,18
-,-,p
“,“,p
viens,venir,17
!,!,p
viens,venir,17
/!,/!,P
elle,il,51
tournait,tourner,18
toujours,toujours,60
",",",",p
les,le,71
tympanons,tympanon,21
sonnaient,sonner,18
à,à,81
éclater,éclater,14
",",",",p
la,le,71
foule,foule,22
hurlait,hurler,18
/.,/.,P
mais,mais,82
le,le,71
Tétrarque,Tétrarque,20
criait,crier,18
plus,plus,60
fort,fort,60
“,“,p
viens,venir,17
!,!,p
viens,venir,17
/!,/!,P
tu,tu,51
auras,avoir,15
Capharnaüm,Capharnaüm,20
!,!,p
la,le,71
plaine,plaine,22
de,de,81
Tibérias,Tibérias,20
!,!,p
mes,mon,73
citadelles,citadelle,22
!,!,p
la,le,71
moitié,moitié,22
de,de,81
mon,mon,73
royaume,royaume,21
/!,/!,P
elle,il,51
se,se,51
jeta,jeter,19
sur,sur,81
les,le,71
mains,main,22
",",",",p
les,le,71
talons,talon,21
en,en,81
l',le,71
air,air,21
",",",",p
parcourut,parcourir,19
ainsi,ainsi,60
l',le,71
estrade,estrade,22
comme,comme,83
un,un,71
grand,grand,30
scarabée,scarabée,21
-,-,p
et,et,82
s',se,51
arrêta,arrêter,19
brusquement,brusquement,60
/.,/.,P
sa,son,73
nuque,nuque,22
et,et,82
ses,son,73
vertèbres,vertèbre,22
faisaient,faire,18
un,un,71
angle,angle,21
droit,droit,30
/.,/.,P
les,le,71
fourreaux,fourreau,21
de,de,81
couleur,couleur,22
qui,qui,52
enveloppaient,envelopper,18
ses,son,73
jambes,jambe,22
lui,lui,51
passant,passer,13
par-dessus,par-dessus,60
l',le,71
épaule,épaule,22
",",",",p
comme,comme,83
des,de,81
des,le,71
arcs-en-ciel,arc-en-ciel,21
accompagnaient,accompagner,18
sa,son,73
figure,figure,22
",",",",p
à,à,81
une,un,71
coudée,coudée,22
du,de,81
du,le,71
sol,sol,21
/.,/.,P
ses,son,73
lèvres,lèvre,22
étaient,être,18
peintes,peindre,12
",",",",p
ses,son,73
sourcils,sourcil,21
très,très,60
noirs,noir,30
",",",",p
ses,son,73
yeux,oeil,21
presque,presque,60
terribles,terrible,30
",",",",p
-,-,p
et,et,82
des,de,81
des,le,71
gouttelettes,gouttelette,22
à,à,81
son,son,73
front,front,21
semblaient,sembler,18
une,un,71
vapeur,vapeur,22
sur,sur,81
du,de,81
du,le,71
marbre,marbre,21
blanc,blanc,30
/.,/.,P
elle,il,51
ne,ne,60
parlait,parler,18
pas,pas,60
/.,/.,P
ils,ils,51
se,se,51
regardaient,regarder,18
/.,/.,P
un,un,71
claquement,claquement,21
de,de,81
doigts,doigt,21
se,se,51
fit,faire,19
dans,dans,81
la,le,71
tribune,tribune,22
/.,/.,P
elle,il,51
y,y,52
monta,monter,19
",",",",p
reparut,reparaître,19
",",",",p
et,et,82
en,en,81
zézayant,zézayer,13
un,un,71
peu,peu,60
",",",",p
prononça,prononcer,19
ces,ce,74
mots,mot,21
",",",",p
d',de,81
un,un,71
air,air,21
enfantin,enfantin,30
/.,/.,P
-,-,p
“,“,p
je,je,51
veux,vouloir,17
que,que,83
tu,tu,51
me,je,51
donnes,donner,17
dans,dans,81
un,un,71
plat,plat,21
…,…,p
la,le,71
tête,tête,22
/…,/…,P
“,“,p
elle,il,51
avait,avoir,18
oublié,oublier,12
le,le,71
nom,nom,21
",",",",p
mais,mais,82
reprit,reprendre,19
en,en,81
souriant,sourire,13
:,:,p
“,“,p
la,le,71
tête,tête,22
de,de,81
Iaokanann,Iaokanann,20
/!,/!,P
le,le,71
Tétrarque,Tétrarque,20
s',se,51
affaissa,affaisser,19
sur,sur,81
lui-même,lui-même,51
",",",",p
écrasé,écrasé,31
/.,/.,P
il,il,51
était,être,18
contraint,contraindre,12
par,par,81
sa,son,73
parole,parole,22
et,et,82
le,le,71
peuple,peuple,21
attendait,attendre,18
/.,/.,P
mais,mais,82
la,le,71
mort,mort,22
qu',que,52
on,on,51
lui,lui,51
avait,avoir,18
prédite,prédire,12
",",",",p
en,en,81
s',se,51
appliquant,appliquer,13
à,à,81
un,un,71
autre,autre,52
peut-être,peut-être,60
détournerait,détourner,16
la,le,71
sienne,sien,52
/.,/.,P
si,si,83
Iaokanann,Iaokanann,20
était,être,18
véritablement,véritablement,60
Elie,Elie,20
",",",",p
il,il,51
pourrait,pouvoir,16
s',se,51
y,y,52
soustraire,soustraire,14
;,;,p
s',si,83
il,il,51
ne,ne,60
l',le,52
était,être,18
pas,pas,60
",",",",p
le,le,71
meurtre,meurtre,21
n',ne,60
avait,avoir,18
plus,plus,60
d',de,81
importance,importance,22
/.,/.,P
Mannaëi,Mannaëi,20
était,être,18
à,à,81
ses,son,73
côtés,côté,21
",",",",p
et,et,82
comprit,comprendre,19
son,son,73
intention,intention,22
/.,/.,P
Vitelius,Vitelius,20
le,le,52
rappela,rappeler,19
/.,/.,P
