12011
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-onzième extrait>,<>,<>
apposer,apposer,14
sa,son,73
signature,signature,22
/.,/.,P
quand,quand,83
Paul,Paul,20
se,se,51
retrouva,retrouver,19
dehors,dehors,60
",",",",p
il,il,51
lui,lui,51
sembla,sembler,19
que,que,83
la,le,71
terre,terre,22
ne,ne,60
tournait,tourner,18
plus,plus,60
dans,dans,81
le,le,71
même,même,75
sens,sens,21
/.,/.,P
donc,donc,82
",",",",p
il,il,51
était,être,18
fiancé,fiancer,12
malgré,malgré,81
lui,lui,51
",",",",p
malgré,malgré,81
elle,il,51
",",",",p
par,par,81
un,un,52
de,de,81
ces,ce,74
hasards,hasard,21
",",",",p
par,par,81
une,un,52
de,de,81
ces,ce,74
supercheries,supercherie,22
des,de,81
des,le,71
événements,événement,21
qui,qui,52
vous,vous,51
ferment,fermer,17
toute,tout,52
issue,issue,22
/.,/.,P
il,il,51
murmurait,murmurer,18
:,:,p
“,“,p
quelle,quel,75
folie,folie,22
/!,/!,P
puis,puis,60
il,il,51
pensa,penser,19
:,:,p
“,“,p
bah,bah,93
!,!,p
je,je,51
n',ne,60
aurais,avoir,16
pu,pouvoir,12
trouver,trouver,14
mieux,mieux,60
",",",",p
peut-être,peut-être,60
",",",",p
par,par,81
le,le,71
monde,monde,21
entier,entier,30
/.,/.,P
“,“,p
et,et,82
il,il,51
se,se,51
sentait,sentir,18
joyeux,joyeux,30
",",",",p
au,à,81
au,le,71
fond,fond,21
du,de,81
du,le,71
coeur,coeur,21
",",",",p
de,de,81
ce,ce,74
piège,piège,21
de,de,81
la,le,71
destinée,destinée,22
/.,/.,P
<VI>,<>,<>
la,le,71
journée,journée,22
du,de,81
du,le,71
lendemain,lendemain,21
s',se,51
annonça,annoncer,19
mal,mal,60
pour,pour,81
Andermatt,Andermatt,20
/.,/.,P
en,en,81
arrivant,arriver,13
à,à,81
l',le,71
établissement,établissement,21
des,de,81
des,le,71
bains,bain,21
",",",",p
il,il,51
apprit,apprendre,19
que,que,83
monsieur,monsieur,21
Aubry-Pasteur,Aubry-Pasteur,20
était,être,18
mort,mourir,12
",",",",p
dans,dans,81
la,le,71
nuit,nuit,22
",",",",p
d',de,81
une,un,71
attaque,attaque,22
d',de,81
apoplexie,apoplexie,22
",",",",p
au,à,81
au,le,71
Splendid Hotel,Splendid Hotel,20
/.,/.,P
outre,outre,81
que,que,83
l',le,71
ingénieur,ingénieur,21
lui,lui,51
était,être,18
très,très,60
utile,utile,30
par,par,81
ses,son,73
connaissances,connaissance,22
",",",",p
son,son,73
zèle,zèle,21
désintéressé,désintéressé,31
et,et,82
l',le,71
amour,amour,21
dont,dont,52
il,il,51
s',se,51
était,être,18
pris,prendre,12
pour,pour,81
la,le,71
station,station,22
du,de,81
du,le,71
Mont-Oriol,Mont-Oriol,20
qu',que,52
il,il,51
considérait,considérer,18
un,un,71
peu,peu,60
comme,comme,83
sa,son,73
fille,fille,22
",",",",p
il,il,51
était,être,18
fort,fort,60
regrettable,regrettable,30
qu',que,83
un,un,71
malade,malade,21
",",",",p
venu,venir,12
pour,pour,81
combattre,combattre,14
une,un,71
tendance,tendance,22
congestive,congestif,30
",",",",p
mourût,mourir,18
justement,justement,60
de,de,81
cette,ce,74
manière,manière,22
",",",",p
en,en,81
plein,plein,30
traitement,traitement,21
",",",",p
en,en,81
pleine,plein,30
saison,saison,22
",",",",p
au,à,81
au,le,71
début,début,21
du,de,81
du,le,71
succès,succès,21
de,de,81
la,le,71
ville,ville,22
naissante,naissant,30
/.,/.,P
le,le,71
banquier,banquier,21
",",",",p
fort,fort,60
agité,agité,31
",",",",p
allait,aller,18
et,et,82
venait,venir,18
dans,dans,81
le,le,71
cabinet,cabinet,21
de,de,81
l',le,71
inspecteur,inspecteur,21
absent,absent,30
",",",",p
cherchait,chercher,18
les,le,71
moyens,moyen,21
d',de,81
attribuer,attribuer,14
une,un,71
autre,autre,75
origine,origine,22
à,à,81
ce,ce,74
malheur,malheur,21
",",",",p
imaginait,imaginer,18
un,un,71
accident,accident,21
",",",",p
une,un,71
chute,chute,22
",",",",p
une,un,71
imprudence,imprudence,22
",",",",p
la,le,71
rupture,rupture,22
d',de,81
un,un,71
anévrisme,anévrisme,21
;,;,p
et,et,82
il,il,51
attendait,attendre,18
avec,avec,81
impatience,impatience,22
l',le,71
arrivée,arrivée,22
du,de,81
du,le,71
docteur,docteur,21
Latonne,Latonne,20
",",",",p
afin,afin,81
que,que,83
le,le,71
décès,décès,21
fût,être,19
adroitement,adroitement,60
constaté,constater,12
sans,sans,81
qu',que,83
aucun,aucun,75
soupçon,soupçon,21
pût,pouvoir,18
s',se,51
éveiller,éveiller,14
sur,sur,81
la,le,71
cause,cause,22
initiale,initial,30
de,de,81
l',le,71
accident,accident,21
/.,/.,P
le,le,71
médecin,médecin,21
inspecteur,inspecteur,21
entra,entrer,19
tout,tout,60
à,à,81
coup,coup,21
",",",",p
la,le,71
face,face,22
pâle,pâle,30
et,et,82
bouleversée,bouleversé,31
",",",",p
et,et,82
dès,dès,81
la,le,71
porte,porte,22
il,il,51
demanda,demander,19
:,:,p
“,“,p
vous,vous,51
savez,savoir,17
la,le,71
déplorable,déplorable,30
nouvelle,nouvelle,22
/?,/?,P
oui,oui,60
",",",",p
la,le,71
mort,mort,22
de,de,81
monsieur,monsieur,21
Aubry-Pasteur,Aubry-Pasteur,20
/.,/.,P
-,-,p
non,non,60
",",",",p
non,non,60
",",",",p
la,le,71
fuite,fuite,22
du,de,81
du,le,71
docteur,docteur,21
Mazelli,Mazelli,20
avec,avec,81
la,le,71
fille,fille,22
du,de,81
du,le,71
professeur,professeur,21
Cloche,Cloche,20
/.,/.,P
“,“,p
Andermatt,Andermatt,20
sentit,sentir,19
un,un,71
frisson,frisson,21
lui,lui,51
courir,courir,14
sur,sur,81
la,le,71
peau,peau,22
/.,/.,P
“,“,p
comment,comment,60
?,?,p
…,…,p
vous,vous,51
dites,dire,17
/…,/…,P
-,-,p
oh,oh,93
",",",",p
mon,mon,73
cher,cher,30
directeur,directeur,21
",",",",p
c',ce,52
est,être,17
une,un,71
affreuse,affreux,30
catastrophe,catastrophe,22
",",",",p
un,un,71
écrasement,écrasement,21
/…,/…,P
“,“,p
il,il,51
s',se,51
assit,asseoir,19
et,et,82
s',se,51
essuya,essuyer,19
le,le,71
front,front,21
",",",",p
puis,puis,60
il,il,51
raconta,raconter,19
les,le,71
faits,fait,21
tels,tel,75
qu',que,83
il,il,51
les,le,52
tenait,tenir,18
de,de,81
Petrus Martel,Petrus Martel,20
qui,qui,52
venait,venir,18
de,de,81
les,le,52
apprendre,apprendre,14
directement,directement,60
par,par,81
le,le,71
valet,valet,21
de,de,81
chambre,chambre,22
de,de,81
monsieur,monsieur,21
le,le,71
professeur,professeur,21
/.,/.,P
le,le,71
Mazelli,Mazelli,20
avait,avoir,18
fait,faire,12
une,un,71
cour,cour,22
très,très,60
vive,vif,30
à,à,81
la,le,71
jolie,joli,30
rousse,rousse,22
",",",",p
une,un,71
rude,rude,30
coquette,coquette,22
",",",",p
une,un,71
gaillarde,gaillarde,22
",",",",p
dont,dont,52
le,le,71
premier,premier,72
mari,mari,21
avait,avoir,18
succombé,succomber,12
à,à,81
une,un,71
phtisie,phtisie,22
",",",",p
résultat,résultat,21
de,de,81
leur,leur,73
union,union,22
trop,trop,60
tendre,tendre,14
",",",",p
disait,dire,18
on,on,51
/.,/.,P
mais,mais,82
monsieur,monsieur,21
Cloche,Cloche,20
avait,avoir,18
éventé,éventer,12
les,le,71
projets,projet,21
du,de,81
du,le,71
médecin,médecin,21
italien,italien,30
",",",",p
et,et,82
ne,ne,60
voulant,vouloir,13
pas,pas,60
pour,pour,81
second,second,72
gendre,gendre,21
cet,ce,74
aventurier,aventurier,21
",",",",p
le,le,52
mit,mettre,19
dehors,dehors,60
énergiquement,énergiquement,60
",",",",p
l',le,52
ayant,avoir,13
surpris,surprendre,12
aux,à,81
aux,le,71
genoux,genou,21
de,de,81
sa,son,73
fille,fille,22
/.,/.,P
Mazelli,Mazelli,20
",",",",p
sorti,sorti,31
par,par,81
la,le,71
porte,porte,22
",",",",p
rentra,rentrer,19
bientôt,bientôt,60
par,par,81
la,le,71
fenêtre,fenêtre,22
avec,avec,81
l',le,71
échelle,échelle,22
de,de,81
soie,soie,22
des,de,81
des,le,71
amoureux,amoureux,21
/.,/.,P
deux,deux,72
versions,version,22
couraient,courir,18
/.,/.,P
d',de,81
après,après,81
la,le,71
première,premier,72
",",",",p
il,il,51
avait,avoir,18
rendu,rendre,12
la,le,71
fille,fille,22
du,de,81
du,le,71
professeur,professeur,21
folle,fou,30
d',de,81
amour,amour,21
et,et,82
de,de,81
jalousie,jalousie,22
;,;,p
d',de,81
après,après,81
la,le,71
seconde,seconde,22
",",",",p
il,il,51
avait,avoir,18
continué,continuer,12
à,à,81
la,le,52
voir,voir,14
secrètement,secrètement,60
",",",",p
tout,tout,60
en,en,81
paraissant,paraître,13
s',se,51
occuper,occuper,14
d',de,81
une,un,71
autre,autre,75
femme,femme,22
;,;,p
et,et,82
",",",",p
sachant,savoir,13
enfin,enfin,60
",",",",p
par,par,81
sa,son,73
maîtresse,maîtresse,22
",",",",p
que,que,83
le,le,71
professeur,professeur,21
demeurait,demeurer,18
inflexible,inflexible,30
",",",",p
il,il,51
l',le,52
avait,avoir,18
enlevée,enlever,12
la,le,71
nuit,nuit,22
même,même,30
",",",",p
rendant,rendre,13
par,par,81
ce,ce,74
scandale,scandale,21
un,un,71
mariage,mariage,21
inévitable,inévitable,30
/.,/.,P
le,le,71
docteur,docteur,21
Latonne,Latonne,20
se,se,51
releva,relever,19
et,et,82
",",",",p
s',se,51
adossant,adosser,13
à,à,81
la,le,71
cheminée,cheminée,22
tandis qu',tandis que,83
Andermatt,Andermatt,20
atterré,atterré,31
continuait,continuer,18
à,à,81
marcher,marcher,14
",",",",p
il,il,51
s',se,51
écria,écrier,19
:,:,p
“,“,p
un,un,71
médecin,médecin,21
",",",",p
monsieur,monsieur,21
",",",",p
un,un,71
médecin,médecin,21
",",",",p
faire,faire,14
une,un,71
chose,chose,22
pareille,pareil,30
!,!,p
…,…,p
un,un,71
docteur,docteur,21
en,en,81
médecine,médecine,22
!,!,p
…,…,p
quelle,quel,75
absence,absence,22
de,de,81
caractère,caractère,21
!,!,p
/…,/…,P
“,“,p
Andermatt,Andermatt,20
",",",",p
désolé,désolé,31
",",",",p
appréciait,apprécier,18
les,le,71
conséquences,conséquence,22
",",",",p
les,le,52
classait,classer,18
et,et,82
les,le,52
pesait,peser,18
comme,comme,83
on,on,51
fait,faire,17
une,un,71
addition,addition,22
/.,/.,P
c',ce,52
étaient,être,18
:,:,p
premièrement,premièrement,60
",",",",p
le,le,71
bruit,bruit,21
fâcheux,fâcheux,30
se,se,51
répandant,répandre,13
dans,dans,81
les,le,71
villes,ville,22
d',de,81
eaux,eau,22
voisines,voisin,30
et,et,82
jusqu',jusque,81
à,à,81
Paris,Paris,20
/.,/.,P
en,en,81
s',se,51
y,y,52
prenant,prendre,13
bien,bien,60
",",",",p
cependant,cependant,82
",",",",p
peut-être,peut-être,60
pourrait,pouvoir,16
on,on,51
faire,faire,14
servir,servir,14
cet,ce,74
enlèvement,enlèvement,21
comme,comme,83
réclame,réclame,22
/.,/.,P
une,un,71
quinzaine,quinzaine,22
d',de,81
échos,écho,21
bien,bien,60
rédigés,rédigé,31
dans,dans,81
les,le,71
feuilles,feuille,22
à,à,81
grand,grand,30
tirage,tirage,21
attireraient,attirer,16
fortement,fortement,60
l',le,71
attention,attention,22
sur,sur,81
Mont-Oriol,Mont-Oriol,20
;,;,p
deuxièmement,deuxièmement,60
",",",",p
le,le,71
départ,départ,21
du,de,81
du,le,71
professeur,professeur,21
Cloche,Cloche,20
",",",",p
perte,perte,22
irréparable,irréparable,30
;,;,p
troisièmement,troisièmement,60
",",",",p
le,le,71
départ,départ,21
de,de,81
la,le,71
duchesse,duchesse,22
et,et,82
du,de,81
du,le,71
duc,duc,21
de,de,81
Ramas-Aldavarra,Ramas-Aldavarra,20
",",",",p
seconde,second,72
perte,perte,22
inévitable,inévitable,30
sans,sans,81
compensation,compensation,22
possible,possible,30
/.,/.,P
en,en,81
somme,somme,22
",",",",p
le,le,71
docteur,docteur,21
Latonne,Latonne,20
avait,avoir,18
raison,raison,22
/.,/.,P
c',ce,52
était,être,18
une,un,71
affreuse,affreux,30
catastrophe,catastrophe,22
/.,/.,P
alors,alors,60
le,le,71
banquier,banquier,21
",",",",p
se,se,51
tournant,tourner,13
vers,vers,81
le,le,71
médecin,médecin,21
:,:,p
“,“,p
vous,vous,51
devriez,devoir,16
aller,aller,14
tout,tout,60
de,de,81
suite,suite,22
au,à,81
au,le,71
Splendid Hotel,Splendid Hotel,20
et,et,82
rédiger,rédiger,14
l',le,71
acte,acte,21
de,de,81
décès,décès,21
d',de,81
Aubry-Pasteur,Aubry-Pasteur,20
de,de,81
façon,façon,22
à,à,81
ce,ce,52
qu',que,52
on,on,51
ne,ne,60
soupçonne,soupçonner,17
pas,pas,60
une,un,71
congestion,congestion,22
/.,/.,P
“,“,p
le,le,71
docteur,docteur,21
Latonne,Latonne,20
reprit,reprendre,19
son,son,73
chapeau,chapeau,21
",",",",p
puis,puis,60
",",",",p
au,à,81
au,le,71
moment,moment,21
de,de,81
partir,partir,14
:,:,p
“,“,p
ah,ah,93
!,!,p
encore,encore,60
une,un,71
nouvelle,nouvelle,22
qui,qui,52
court,courir,17
/.,/.,P
est,être,17
ce,ce,52
vrai,vrai,30
que,que,83
votre,votre,73
ami,ami,21
Paul,Paul,20
Brétigny,Brétigny,20
va,aller,17
épouser,épouser,14
Charlotte,Charlotte,20
Oriol,Oriol,20
/?,/?,P
Andermatt,Andermatt,20
tressaillit,tressaillir,17
de,de,81
surprise,surprise,22
:,:,p
“,“,p
Brétigny,Brétigny,20
/?,/?,P
allons,aller,17
donc,donc,82
!,!,p
/…,/…,P
qui,qui,52
vous,vous,51
a,avoir,17
conté,conter,12
cela,cela,52
?,?,p
/…,/…,P
-,-,p
mais,mais,82
",",",",p
toujours,toujours,60
Petrus Martel,Petrus Martel,20
qui,qui,52
le,le,52
tenait,tenir,18
du,de,81
du,le,71
père,père,21
Oriol,Oriol,20
lui-même,lui-même,51
/.,/.,P
-,-,p
du,de,81
du,le,71
père,père,21
Oriol,Oriol,20
/?,/?,P
oui,oui,60
",",",",p
du,de,81
du,le,71
père,père,21
Oriol,Oriol,20
",",",",p
lequel,lequel,52
affirmait,affirmer,18
que,que,83
son,son,73
futur,futur,30
gendre,gendre,21
possédait,posséder,18
trois,trois,72
millions,million,21
de,de,81
fortune,fortune,22
/.,/.,P
“,“,p
William,William,20
ne,ne,60
savait,savoir,18
plus,plus,60
que,que,83
penser,penser,14
/.,/.,P
il,il,51
murmura,murmurer,19
:,:,p
“,“,p
au,à,81
au,le,71
fait,fait,21
",",",",p
c',ce,52
est,être,17
possible,possible,30
",",",",p
il,il,51
la,le,52
chauffait,chauffer,18
pas,pas,60
mal,mal,60
depuis,depuis,81
quelque,quelque,75
temps,temps,21
!,!,p
/…,/…,P
mais,mais,82
alors,alors,60
",",",",p
toute,tout,75
la,le,71
butte,butte,22
est,être,17
à,à,81
nous,nous,51
…,…,p
toute,tout,75
la,le,71
butte,butte,22
!,!,p
/…,/…,P
oh,oh,93
",",",",p
il,il,51
faut,falloir,17
que,que,83
je,je,51
m',je,51
assure,assurer,17
de,de,81
cela,cela,52
immédiatement,immédiatement,60
/.,/.,P
“,“,p
et,et,82
il,il,51
sortit,sortir,19
derrière,derrière,81
le,le,71
docteur,docteur,21
pour,pour,81
rencontrer,rencontrer,14
Paul,Paul,20
avant,avant,81
le,le,71
déjeuner,déjeuner,21
/.,/.,P
comme,comme,83
il,il,51
entrait,entrer,18
à,à,81
l',le,71
hôtel,hôtel,21
",",",",p
on,on,51
le,le,52
prévint,prévenir,19
que,que,83
sa,son,73
femme,femme,22
l',le,52
avait,avoir,18
demandé,demander,12
plusieurs,plusieurs,75
fois,fois,22
/.,/.,P
il,il,51
la,le,52
trouva,trouver,19
encore,encore,60
au,à,81
au,le,71
lit,lit,21
",",",",p
causant,causer,13
avec,avec,81
son,son,73
père,père,21
et,et,82
avec,avec,81
son,son,73
frère,frère,21
qui,qui,52
parcourait,parcourir,18
les,le,71
journaux,journal,21
d',de,81
un,un,71
oeil,oeil,21
rapide,rapide,30
et,et,82
distrait,distrait,31
/.,/.,P
elle,il,51
se,se,51
sentait,sentir,18
souffrante,souffrant,30
",",",",p
très,très,60
souffrante,souffrant,30
",",",",p
inquiète,inquiet,30
/.,/.,P
elle,il,51
avait,avoir,18
peur,peur,22
",",",",p
sans,sans,81
savoir,savoir,14
de,de,81
quoi,quoi,52
/.,/.,P
et,et,82
puis,puis,60
une,un,71
idée,idée,22
lui,lui,51
était,être,18
venue,venir,12
et,et,82
grandissait,grandir,18
depuis,depuis,81
quelques,quelque,75
jours,jour,21
dans,dans,81
son,son,73
cerveau,cerveau,21
de,de,81
femme,femme,22
enceinte,enceinte,31
/.,/.,P
elle,il,51
voulait,vouloir,18
consulter,consulter,14
le,le,71
docteur,docteur,21
Black,Black,20
/.,/.,P
à,à,81
force,force,22
d',de,81
entendre,entendre,14
autour,autour,60
d',de,81
elle,il,51
des,de,81
des,le,71
plaisanteries,plaisanterie,22
sur,sur,81
le,le,71
docteur,docteur,21
Latonne,Latonne,20
elle,il,51
avait,avoir,18
perdu,perdre,12
toute,tout,75
confiance,confiance,22
en,en,81
lui,lui,51
et,et,82
elle,il,51
désirait,désirer,18
un,un,71
autre,autre,75
avis,avis,21
",",",",p
celui,celui,52
du,de,81
du,le,71
docteur,docteur,21
Black,Black,20
",",",",p
dont,dont,52
le,le,71
succès,succès,21
grandissait,grandir,18
toujours,toujours,60
/.,/.,P
des,de,81
des,le,71
craintes,crainte,22
",",",",p
toutes,tout,75
les,le,71
craintes,crainte,22
",",",",p
toutes,tout,75
les,le,71
hantises,hantise,22
dont,dont,52
sont,être,17
assiégées,assiéger,12
les,le,71
femmes,femme,22
vers,vers,81
la,le,71
fin,fin,22
des,de,81
des,le,71
grossesses,grossesse,22
",",",",p
la,le,52
tenaillaient,tenailler,18
maintenant,maintenant,60
du,de,81
du,le,71
matin,matin,21
au,à,81
au,le,71
soir,soir,21
/.,/.,P
depuis,depuis,81
la,le,71
veille,veille,22
",",",",p
à,à,81
la,le,71
suite,suite,22
d',de,81
un,un,71
rêve,rêve,21
",",",",p
elle,il,51
se,se,51
figurait,figurer,18
l',le,71
enfant,enfant,21
mal,mal,60
tourné,tourné,31
",",",",p
placé,placé,31
de,de,81
telle,tel,75
sorte,sorte,22
que,que,83
l',le,71
accouchement,accouchement,21
serait,être,16
impossible,impossible,30
et,et,82
qu',que,83
il,il,51
faudrait,falloir,16
avoir,avoir,14
recours,recours,21
à,à,81
l',le,71
opération,opération,22
césarienne,césarienne,22
/.,/.,P
et,et,82
elle,il,51
assistait,assister,18
en,en,81
pensée,pensée,22
à,à,81
cette,ce,74
opération,opération,22
faite,fait,31
sur,sur,81
elle-même,lui-même,51
/.,/.,P
elle,il,51
se,se,51
voyait,voir,18
sur,sur,81
le,le,71
dos,dos,21
",",",",p
le,le,71
ventre,ventre,21
ouvert,ouvert,31
",",",",p
dans,dans,81
un,un,71
lit,lit,21
plein,plein,30
de,de,81
sang,sang,21
",",",",p
tandis qu',tandis que,83
on,on,51
emportait,emporter,18
quelque,quelque,75
chose,chose,22
de,de,81
rouge,rouge,30
",",",",p
qui,qui,52
ne,ne,60
remuait,remuer,18
pas,pas,60
",",",",p
qui,qui,52
ne,ne,60
criait,crier,18
pas,pas,60
",",",",p
qui,qui,52
était,être,18
mort,mourir,12
/.,/.,P
et,et,82
toutes,tout,75
les,le,71
dix,dix,72
minutes,minute,22
elle,il,51
fermait,fermer,18
les,le,71
yeux,oeil,21
pour,pour,81
revoir,revoir,14
cela,cela,52
",",",",p
pour,pour,81
assister,assister,14
de,de,81
nouveau,nouveau,21
à,à,81
son,son,73
horrible,horrible,30
et,et,82
douloureux,douloureux,30
supplice,supplice,21
/.,/.,P
alors,alors,60
elle,il,51
s',se,51
était,être,18
imaginé,imaginer,12
que,que,83
le,le,71
docteur,docteur,21
Black,Black,20
",",",",p
seul,seul,30
",",",",p
pourrait,pouvoir,16
lui,lui,51
dire,dire,14
la,le,71
vérité,vérité,22
",",",",p
et,et,82
elle,il,51
le,le,52
réclamait,réclamer,18
immédiatement,immédiatement,60
",",",",p
elle,il,51
exigeait,exiger,18
qu',que,83
il,il,51
l',le,52
examinât,examiner,18
tout,tout,60
de,de,81
suite,suite,22
",",",",p
tout,tout,60
de,de,81
suite,suite,22
",",",",p
tout,tout,60
de,de,81
suite,suite,22
/!,/!,P
Andermatt,Andermatt,20
fort,fort,30
troublé,troublé,31
ne,ne,60
savait,savoir,18
plus,plus,60
que,que,83
répondre,répondre,14
:,:,p
“,“,p
mais,mais,82
",",",",p
ma,mon,73
chère,cher,30
enfant,enfant,21
",",",",p
c',ce,52
est,être,17
bien,bien,60
difficile,difficile,30
",",",",p
étant,être,13
données,donner,12
mes,mon,73
relations,relation,22
avec,avec,81
Latonne,Latonne,20
…,…,p
c',ce,52
est,être,17
…,…,p
même,même,60
impossible,impossible,30
/.,/.,P
écoute,écouter,17
",",",",p
j',je,51
ai,avoir,17
une,un,71
idée,idée,22
",",",",p
je,je,51
vais,aller,17
chercher,chercher,14
/.,/.,P
