11735
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-quatrième extrait>,<>,<>
avec,avec,81
quel,quel,75
effarement,effarement,21
ils,ils,51
vinrent,venir,19
se,se,51
jeter,jeter,14
dans,dans,81
les,le,71
bras,bras,21
de,de,81
Rougon,Rougon,20
",",",",p
il,il,51
faudrait,falloir,16
connaître,connaître,14
les,le,71
bonshommes,bonhomme,21
dont,dont,52
sont,être,17
composés,composer,12
les,le,71
conseils,conseil,21
municipaux,municipal,30
de,de,81
certaines,certain,75
petites,petit,30
villes,ville,22
/.,/.,P
à,à,81
Plassans,Plassans,20
",",",",p
le,le,71
maire,maire,21
avait,avoir,18
sous,sous,81
la,le,71
main,main,22
d',de,81
incroyables,incroyable,30
buses,buse,22
",",",",p
de,de,81
purs,pur,30
instruments,instrument,21
d',de,81
une,un,71
complaisance,complaisance,22
passive,passif,30
/.,/.,P
aussi,aussi,60
",",",",p
monsieur,monsieur,21
Garçonnet,Garçonnet,20
n',ne,60
étant,être,13
plus,plus,60
là,là,60
",",",",p
la,le,71
machine,machine,22
municipale,municipal,30
devait,devoir,18
se,se,51
détraquer,détraquer,14
et,et,82
appartenir,appartenir,14
à,à,81
quiconque,quiconque,52
saurait,savoir,16
en,en,52
ressaisir,ressaisir,14
les,le,71
ressorts,ressort,21
/.,/.,P
à,à,81
cette,ce,74
heure,heure,22
",",",",p
le,le,71
sous-préfet,sous-préfet,21
ayant,avoir,13
quitté,quitter,12
le,le,71
pays,pays,21
",",",",p
Rougon,Rougon,20
se,se,51
trouvait,trouver,18
naturellement,naturellement,60
",",",",p
par,par,81
la,le,71
force,force,22
des,de,81
des,le,71
circonstances,circonstance,22
",",",",p
le,le,71
maître,maître,21
unique,unique,30
et,et,82
absolu,absolu,30
de,de,81
la,le,71
ville,ville,22
;,;,p
crise,crise,22
étonnante,étonnant,30
",",",",p
qui,qui,52
mettait,mettre,18
le,le,71
pouvoir,pouvoir,21
entre,entre,81
les,le,71
mains,main,22
d',de,81
un,un,71
homme,homme,21
taré,taré,31
",",",",p
auquel,à,81
auquel,lequel,52
",",",",p
la,le,71
veille,veille,22
",",",",p
pas,pas,60
un,un,52
de,de,81
ses,son,73
concitoyens,concitoyen,21
n',ne,60
aurait,avoir,16
prêté,prêter,12
cent,cent,72
francs,franc,21
/.,/.,P
le,le,71
premier,premier,72
acte,acte,21
de,de,81
Pierre,Pierre,20
fut,être,19
de,de,81
déclarer,déclarer,14
en,en,81
permanence,permanence,22
la,le,71
commission,commission,22
provisoire,provisoire,30
/.,/.,P
puis,puis,60
il,il,51
s',se,51
occupa,occuper,19
de,de,81
la,le,71
réorganisation,réorganisation,22
de,de,81
la,le,71
garde,garde,22
nationale,national,30
",",",",p
et,et,82
réussit,réussir,19
à,à,81
mettre,mettre,14
sur,sur,81
pied,pied,21
trois,trois,72
cents,cent,72
hommes,homme,21
;,;,p
les,le,71
cent,cent,72
neuf,neuf,72
fusils,fusil,21
restés,resté,31
dans,dans,81
le,le,71
hangar,hangar,21
furent,être,19
distribués,distribuer,12
",",",",p
ce,ce,52
qui,qui,52
porta,porter,19
à,à,81
cent,cent,72
cinquante,cinquante,72
le,le,71
nombre,nombre,21
des,de,81
des,le,71
hommes,homme,21
armés,armé,31
par,par,81
la,le,71
réaction,réaction,22
;,;,p
les,le,71
cent,cent,72
cinquante,cinquante,72
autres,autre,75
gardes,garde,21
nationaux,national,30
étaient,être,18
des,de,81
des,le,71
bourgeois,bourgeois,21
de,de,81
bonne,bon,30
volonté,volonté,22
et,et,82
des,de,81
des,le,71
soldats,soldat,21
à,à,81
Sicardot,Sicardot,20
/.,/.,P
quand,quand,83
le,le,71
commandant,commandant,21
Roudier,Roudier,20
passa,passer,19
la,le,71
petite,petit,30
armée,armée,22
en,en,81
revue,revue,22
sur,sur,81
la,le,71
place,place,22
de,de,81
l',le,71
Hôtel-de-Ville,Hôtel de Ville,20
",",",",p
il,il,51
fut,être,19
désolé,désoler,12
de,de,81
voir,voir,14
que,que,83
les,le,71
marchands,marchand,21
de,de,81
légumes,légume,21
riaient,rire,18
en,en,81
dessous,dessous,21
;,;,p
tous,tout,52
n',ne,60
avaient,avoir,18
pas,pas,60
d',de,81
uniforme,uniforme,21
",",",",p
et,et,82
certains,certain,52
se,se,51
tenaient,tenir,18
bien,bien,60
drôlement,drôlement,60
",",",",p
avec,avec,81
leur,leur,73
chapeau,chapeau,21
noir,noir,30
",",",",p
leur,leur,73
redingote,redingote,22
et,et,82
leur,leur,73
fusil,fusil,21
/.,/.,P
mais,mais,82
",",",",p
au,à,81
au,le,71
fond,fond,21
",",",",p
l',le,71
intention,intention,22
était,être,18
bonne,bon,30
/.,/.,P
un,un,71
poste,poste,21
fut,être,19
laissé,laisser,12
à,à,81
la,le,71
mairie,mairie,22
/.,/.,P
le,le,71
reste,reste,21
de,de,81
la,le,71
petite,petit,30
armée,armée,22
fut,être,19
dispersé,disperser,12
",",",",p
par,par,81
peloton,peloton,21
",",",",p
aux,à,81
aux,le,71
différentes,différent,30
portes,porte,22
de,de,81
la,le,71
ville,ville,22
/.,/.,P
Roudier,Roudier,20
se,se,51
réserva,réserver,19
le,le,71
commandement,commandement,21
du,de,81
du,le,71
poste,poste,21
de,de,81
la,le,52
grand,grand,30
porte,porte,22
",",",",p
la,le,71
plus,plus,60
menacée,menacé,31
/.,/.,P
Rougon,Rougon,20
",",",",p
qui,qui,52
se,se,51
sentait,sentir,18
très,très,60
fort,fort,60
en,en,81
ce,ce,74
moment,moment,21
",",",",p
alla,aller,19
lui-même,lui-même,51
rue,rue,22
Canquoin,Canquoin,20
",",",",p
pour,pour,81
prier,prier,14
les,le,71
gendarmes,gendarme,21
de,de,81
rester,rester,14
chez,chez,81
eux,ils,51
",",",",p
de,de,81
ne,ne,60
se,se,51
mêler,mêler,14
de,de,81
rien,rien,52
/.,/.,P
il,il,51
fit,faire,19
",",",",p
d',de,81
ailleurs,ailleurs,60
",",",",p
ouvrir,ouvrir,14
les,le,71
portes,porte,22
de,de,81
la,le,71
gendarmerie,gendarmerie,22
",",",",p
dont,dont,52
les,le,71
insurgés,insurgé,21
avaient,avoir,18
emporté,emporter,12
les,le,71
clefs,clé,22
/.,/.,P
mais,mais,82
il,il,51
voulait,vouloir,18
triompher,triompher,14
seul,seul,30
",",",",p
il,il,51
n',ne,60
entendait,entendre,18
pas,pas,60
que,que,83
les,le,71
gendarmes,gendarme,21
pussent,pouvoir,18
lui,lui,51
voler,voler,14
une,un,71
part,part,22
de,de,81
sa,son,73
gloire,gloire,22
/.,/.,P
s',si,83
il,il,51
avait,avoir,18
absolument,absolument,60
besoin,besoin,21
d',de,81
eux,ils,51
",",",",p
il,il,51
les,le,52
appellerait,appeler,16
/.,/.,P
et,et,82
il,il,51
leur,leur,52
expliqua,expliquer,19
que,que,83
leur,leur,73
présence,présence,22
",",",",p
en,en,81
irritant,irriter,13
peut-être,peut-être,60
les,le,71
ouvriers,ouvrier,21
",",",",p
ne,ne,60
ferait,faire,16
qu',que,83
aggraver,aggraver,14
la,le,71
situation,situation,22
/.,/.,P
le,le,71
brigadier,brigadier,21
le,le,52
complimenta,complimenter,19
beaucoup,beaucoup,60
sur,sur,81
sa,son,73
prudence,prudence,22
/.,/.,P
lorsqu',lorsque,83
il,il,51
apprit,apprendre,19
qu',que,83
il,il,51
y,y,52
avait,avoir,18
un,un,71
homme,homme,21
blessé,blessé,31
dans,dans,81
la,le,71
caserne,caserne,22
",",",",p
Rougon,Rougon,20
voulut,vouloir,19
se,se,51
rendre,rendre,14
populaire,populaire,30
",",",",p
il,il,51
demanda,demander,19
à,à,81
le,le,52
voir,voir,14
/.,/.,P
il,il,51
trouva,trouver,19
Rengade,Rengade,20
couché,couché,31
",",",",p
l',le,71
oeil,oeil,21
couvert,couvert,31
d',de,81
un,un,71
bandeau,bandeau,21
",",",",p
avec,avec,81
ses,son,73
grosses,gros,30
moustaches,moustache,22
qui,qui,52
passaient,passer,18
sous,sous,81
le,le,71
linge,linge,21
/.,/.,P
il,il,51
réconforta,réconforter,19
",",",",p
par,par,81
de,de,81
belles,beau,30
paroles,parole,22
sur,sur,81
le,le,71
devoir,devoir,21
",",",",p
le,le,71
borgne,borgne,21
jurant,jurer,13
et,et,82
soufflant,souffler,13
",",",",p
exaspéré,exaspéré,31
de,de,81
sa,son,73
blessure,blessure,22
",",",",p
qui,qui,52
allait,aller,18
le,le,52
forcer,forcer,14
à,à,81
quitter,quitter,14
le,le,71
service,service,21
/.,/.,P
il,il,51
promit,promettre,19
de,de,81
lui,lui,51
envoyer,envoyer,14
un,un,71
médecin,médecin,21
/.,/.,P
-,-,p
je,je,51
vous,vous,51
remercie,remercier,17
bien,bien,60
",",",",p
monsieur,monsieur,21
",",",",p
répondit,répondre,19
Rengade,Rengade,20
;,;,p
mais,mais,82
",",",",p
voyez,voir,17
vous,vous,51
",",",",p
ce,ce,52
qui,qui,52
me,je,51
soulagerait,soulager,16
mieux,mieux,60
que,que,83
tous,tout,75
les,le,71
remèdes,remède,21
",",",",p
ce,ce,52
serait,être,16
de,de,81
tordre,tordre,14
le,le,71
cou,cou,21
au,à,81
au,le,71
misérable,misérable,21
qui,qui,52
m',je,51
a,avoir,17
crevé,crever,12
l',le,71
oeil,oeil,21
/.,/.,P
oh,oh,93
!,!,p
je,je,51
le,le,52
reconnaîtrai,reconnaître,15
;,;,p
c',ce,52
est,être,17
un,un,71
petit,petit,30
maigre,maigre,30
",",",",p
pâlot,pâlot,30
",",",",p
tout,tout,60
jeune,jeune,30
/…,/…,P
Pierre,Pierre,20
se,se,51
souvint,souvenir,19
du,de,81
du,le,71
sang,sang,21
qui,qui,52
couvrait,couvrir,18
les,le,71
mains,main,22
de,de,81
Silvère,Silvère,20
/.,/.,P
il,il,51
eut,avoir,19
un,un,71
léger,léger,30
mouvement,mouvement,21
de,de,81
recul,recul,21
",",",",p
comme,comme,83
s',si,83
il,il,51
eût,avoir,19
craint,craindre,12
que,que,83
Rengade,Rengade,20
ne,ne,60
lui,lui,51
sautât,sauter,18
à,à,81
la,le,71
gorge,gorge,22
",",",",p
en,en,81
disant,dire,13
:,:,p
“,“,p
c',ce,52
est,être,17
ton,ton,73
neveu,neveu,21
qui,qui,52
m',je,51
a,avoir,17
éborgné,éborgner,12
;,;,p
attends,attendre,17
",",",",p
tu,tu,51
vas,aller,17
payer,payer,14
pour,pour,81
lui,lui,51
/!,/!,P
et,et,82
",",",",p
tandis qu',tandis que,83
il,il,51
maudissait,maudire,18
tout,tout,60
bas,bas,60
son,son,73
indigne,indigne,30
famille,famille,22
",",",",p
il,il,51
déclara,déclarer,19
solennellement,solennellement,60
que,que,83
",",",",p
si,si,83
le,le,71
coupable,coupable,21
était,être,18
retrouvé,retrouver,12
",",",",p
il,il,51
serait,être,16
puni,punir,12
avec,avec,81
toute,tout,75
la,le,71
rigueur,rigueur,22
des,de,81
des,le,71
lois,loi,22
/.,/.,P
-,-,p
non,non,60
",",",",p
non,non,60
",",",",p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
la,le,71
peine,peine,22
",",",",p
répondit,répondre,19
le,le,71
borgne,borgne,21
;,;,p
je,je,51
lui,lui,51
tordrai,tordre,15
le,le,71
cou,cou,21
/.,/.,P
Rougon,Rougon,20
s',se,51
empressa,empresser,19
de,de,81
regagner,regagner,14
la,le,71
mairie,mairie,22
/.,/.,P
l',le,71
après-midi,après-midi,21
fut,être,19
employé,employer,12
à,à,81
prendre,prendre,14
diverses,divers,30
mesures,mesure,22
/.,/.,P
la,le,71
proclamation,proclamation,22
",",",",p
affichée,affiché,31
vers,vers,81
une,un,71
heure,heure,22
",",",",p
produisit,produire,19
une,un,71
impression,impression,22
excellente,excellent,30
/.,/.,P
elle,il,51
se,se,51
terminait,terminer,18
par,par,81
un,un,71
appel,appel,21
au,à,81
au,le,71
bon,bon,30
esprit,esprit,21
des,de,81
des,le,71
citoyens,citoyen,21
",",",",p
et,et,82
donnait,donner,18
la,le,71
ferme,ferme,30
assurance,assurance,22
que,que,83
l',le,71
ordre,ordre,21
ne,ne,60
serait,être,16
plus,plus,60
troublé,troubler,12
/.,/.,P
jusqu',jusque,81
au,à,81
au,le,71
crépuscule,crépuscule,21
",",",",p
les,le,71
rues,rue,22
",",",",p
en,en,81
effet,effet,21
",",",",p
offrirent,offrir,19
l',le,71
image,image,22
d',de,81
un,un,71
soulagement,soulagement,21
général,général,30
",",",",p
d',de,81
une,un,71
confiance,confiance,22
entière,entier,30
/.,/.,P
sur,sur,81
les,le,71
trottoirs,trottoir,21
",",",",p
les,le,71
groupes,groupe,21
qui,qui,52
lisaient,lire,18
la,le,71
proclamation,proclamation,22
disaient,dire,18
:,:,p
-,-,p
c',ce,52
est,être,17
fini,finir,12
",",",",p
nous,nous,51
allons,aller,17
voir,voir,14
passer,passer,14
les,le,71
troupes,troupe,22
envoyées,envoyé,31
à,à,81
la,le,71
poursuite,poursuite,22
des,de,81
des,le,71
insurgés,insurgé,21
/.,/.,P
cette,ce,74
croyance,croyance,22
que,que,52
des,de,81
des,le,71
soldats,soldat,21
approchaient,approcher,18
devint,devenir,19
telle,tel,75
",",",",p
que,que,83
les,le,71
oisifs,oisif,21
du,de,81
du,le,71
cours,cours,21
Sauvaire,Sauvaire,20
se,se,51
portèrent,porter,19
sur,sur,81
la,le,71
route,route,22
de,de,81
Nice,Nice,20
pour,pour,81
aller,aller,14
au-devant,au-devant,60
de,de,81
la,le,71
musique,musique,22
/.,/.,P
ils,ils,51
revinrent,revenir,19
",",",",p
à,à,81
la,le,71
nuit,nuit,22
",",",",p
désappointés,désappointé,31
",",",",p
n',ne,60
ayant,avoir,13
rien,rien,52
vu,voir,12
/.,/.,P
alors,alors,60
",",",",p
une,un,71
inquiétude,inquiétude,22
sourde,sourd,30
courut,courir,19
la,le,71
ville,ville,22
/.,/.,P
à,à,81
la,le,71
mairie,mairie,22
",",",",p
la,le,71
commission,commission,22
provisoire,provisoire,30
avait,avoir,18
tant,tant,60
parlé,parler,12
pour,pour,81
ne,ne,60
rien,rien,52
dire,dire,14
",",",",p
que,que,83
les,le,71
membres,membre,21
",",",",p
le,le,71
ventre,ventre,21
vide,vide,30
",",",",p
effarés,effaré,31
par,par,81
leurs,leur,73
propres,propre,30
bavardages,bavardage,21
",",",",p
sentaient,sentir,18
la,le,71
peur,peur,22
les,le,52
reprendre,reprendre,14
/.,/.,P
Rougon,Rougon,20
les,le,52
envoya,envoyer,19
dîner,dîner,14
",",",",p
en,en,81
les,le,52
convoquant,convoquer,13
de,de,81
nouveau,nouveau,21
pour,pour,81
neuf,neuf,72
heures,heure,22
du,de,81
du,le,71
soir,soir,21
/.,/.,P
il,il,51
allait,aller,18
lui-même,lui-même,51
quitter,quitter,14
le,le,71
cabinet,cabinet,21
",",",",p
lorsque,lorsque,83
Macquart,Macquart,20
s',se,51
éveilla,éveiller,19
et,et,82
frappa,frapper,19
violemment,violemment,60
à,à,81
la,le,71
porte,porte,22
de,de,81
sa,son,73
prison,prison,22
/.,/.,P
il,il,51
déclara,déclarer,19
qu',que,83
il,il,51
avait,avoir,18
faim,faim,22
",",",",p
puis,puis,60
il,il,51
demanda,demander,19
l',le,71
heure,heure,22
",",",",p
et,et,82
quand,quand,83
son,son,73
frère,frère,21
lui,lui,51
eut,avoir,19
dit,dire,12
qu',que,83
il,il,51
était,être,18
cinq,cinq,72
heures,heure,22
",",",",p
il,il,51
murmura,murmurer,19
",",",",p
avec,avec,81
une,un,71
méchanceté,méchanceté,22
diabolique,diabolique,30
",",",",p
en,en,81
feignant,feindre,13
un,un,71
vif,vif,30
étonnement,étonnement,21
",",",",p
que,que,83
les,le,71
insurgés,insurgé,21
lui,lui,51
avaient,avoir,18
promis,promettre,12
de,de,81
revenir,revenir,14
plus,plus,60
tôt,tôt,60
et,et,82
qu',que,83
ils,ils,51
tardaient,tarder,18
bien,bien,60
à,à,81
le,le,52
délivrer,délivrer,14
/.,/.,P
Rougon,Rougon,20
",",",",p
après,après,81
lui,lui,51
avoir,avoir,14
fait,faire,12
servir,servir,14
à,à,81
manger,manger,14
",",",",p
descendit,descendre,19
",",",",p
agacé,agacer,12
par,par,81
cette,ce,74
insistance,insistance,22
de,de,81
Macquart,Macquart,20
à,à,81
parler,parler,14
du,de,81
du,le,71
retour,retour,21
de,de,81
la,le,71
bande,bande,22
insurrectionnelle,insurrectionnel,30
/.,/.,P
dans,dans,81
les,le,71
rues,rue,22
",",",",p
il,il,51
éprouva,éprouver,19
un,un,71
malaise,malaise,22
/.,/.,P
la,le,71
ville,ville,22
lui,lui,51
parut,paraître,19
changée,changé,31
/.,/.,P
elle,il,51
prenait,prendre,18
un,un,71
air,air,21
singulier,singulier,30
;,;,p
des,de,81
des,le,71
ombres,ombre,22
filaient,filer,18
rapidement,rapidement,60
le,le,71
long,long,21
des,de,81
des,le,71
trottoirs,trottoir,21
",",",",p
le,le,71
vide,vide,21
et,et,82
le,le,71
silence,silence,21
se,se,51
faisaient,faire,18
",",",",p
et,et,82
",",",",p
sur,sur,81
les,le,71
maisons,maison,22
mornes,morne,30
",",",",p
semblait,sembler,18
tomber,tomber,14
",",",",p
avec,avec,81
le,le,71
crépuscule,crépuscule,21
",",",",p
une,un,71
peur,peur,22
grise,gris,30
",",",",p
lente,lent,30
et,et,82
opiniâtre,opiniâtre,30
comme,comme,83
une,un,71
pluie,pluie,22
fine,fin,30
/.,/.,P
la,le,71
confiance,confiance,22
bavarde,bavard,30
de,de,81
la,le,71
journée,journée,22
aboutissait,aboutir,18
fatalement,fatalement,60
à,à,81
cette,ce,74
panique,panique,22
sans,sans,81
cause,cause,22
",",",",p
à,à,81
cet,ce,74
effroi,effroi,21
de,de,81
la,le,71
nuit,nuit,22
naissante,naissant,30
;,;,p
les,le,71
habitants,habitant,21
étaient,être,18
las,las,30
",",",",p
rassasiés,rassasié,31
de,de,81
leur,leur,73
triomphe,triomphe,21
",",",",p
à,à,81
ce,ce,74
point,point,21
qu',que,83
il,il,51
ne,ne,60
leur,leur,52
restait,rester,18
des,de,81
des,le,71
forces,force,22
que,que,83
pour,pour,81
rêver,rêver,14
des,de,81
des,le,71
représailles,représaille,22
terribles,terrible,30
de,de,81
la,le,71
part,part,22
des,de,81
des,le,71
insurgés,insurgé,21
/.,/.,P
Rougon,Rougon,20
frissonna,frissonner,19
dans,dans,81
ce,ce,74
courant,courant,21
d',de,81
effroi,effroi,21
/.,/.,P
il,il,51
hâta,hâter,19
le,le,71
pas,pas,21
",",",",p
la,le,71
gorge,gorge,22
serrée,serré,31
/.,/.,P
en,en,81
passant,passer,13
devant,devant,81
un,un,71
café,café,21
de,de,81
la,le,71
place,place,22
des,de,81
des,le,71
Récollets,Récollets,20
",",",",p
qui,qui,52
venait,venir,18
d',de,81
allumer,allumer,14
ses,son,73
lampes,lampe,22
",",",",p
et,et,82
où,où,60
se,se,51
réunissaient,réunir,18
les,le,71
petits,petit,30
rentiers,rentier,21
de,de,81
la,le,71
ville,ville,22
neuve,neuf,30
",",",",p
il,il,51
entendit,entendre,19
un,un,71
bout,bout,21
de,de,81
conversation,conversation,22
très,très,60
effrayant,effrayant,30
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
monsieur,monsieur,21
Picou,Picou,20
",",",",p
disait,dire,18
une,un,71
voix,voix,22
grasse,gras,30
",",",",p
vous,vous,51
savez,savoir,17
la,le,71
nouvelle,nouvelle,22
?,?,p
le,le,71
régiment,régiment,21
/.,/.,P
