11688
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-cinquième extrait>,<>,<>
ai,avoir,17
trouvé,trouver,12
hier,hier,60
au,à,81
au,le,71
soir,soir,21
:,:,p
“,“,p
mon,mon,73
bon,bon,30
vieux,vieux,21
",",",",p
j',je,51
ai,avoir,17
dressé,dresser,12
ma,mon,73
tente,tente,22
rue,rue,22
Chauchat,Chauchat,20
/.,/.,P
“,“,p
j',je,51
ai,avoir,17
pris,prendre,12
la,le,71
précaution,précaution,22
de,de,81
faire,faire,14
essuyer,essuyer,14
les,le,71
plâtres,plâtre,21
par,par,81
des,de,81
des,le,71
amis,ami,21
/.,/.,P
tout,tout,52
va,aller,17
bien,bien,60
/.,/.,P
venez,venir,17
quand,quand,83
vous,vous,51
voudrez,vouloir,15
",",",",p
monsieur,monsieur,21
/.,/.,P
Agar,Agar,20
attend,attendre,17
son,son,73
Abraham,Abraham,20
/.,/.,P
“,“,p
Héloïse,Héloïse,20
me,je,51
dira,dire,15
des,de,81
des,le,71
nouvelles,nouvelle,22
",",",",p
car,car,82
elle,il,51
sait,savoir,17
sa,son,73
Bohême,Bohême,20
sur,sur,81
le,le,71
bout,bout,21
du,de,81
du,le,71
doigt,doigt,21
/.,/.,P
-,-,p
mais,mais,82
mon,mon,73
cousin,cousin,21
a,avoir,17
très,très,60
bien,bien,60
pris,prendre,12
ce,ce,74
désagrément,désagrément,21
",",",",p
répondit,répondre,19
la,le,71
cousine,cousine,22
/.,/.,P
-,-,p
pas,pas,60
possible,possible,30
",",",",p
dit,dire,19
Crevel,Crevel,20
en,en,81
s',se,51
arrêtant,arrêter,13
dans,dans,81
sa,son,73
marche,marche,22
semblable,semblable,30
à,à,81
celle,celui,52
d',de,81
un,un,71
balancier,balancier,21
de,de,81
pendule,pendule,22
/.,/.,P
-,-,p
monsieur,monsieur,21
Hulot,Hulot,20
est,être,17
d',de,81
un,un,71
certain,certain,75
âge,âge,21
",",",",p
fit,faire,19
malicieusement,malicieusement,60
observer,observer,14
Lisbeth,Lisbeth,20
/.,/.,P
-,-,p
je,je,51
le,le,52
connais,connaître,17
",",",",p
reprit,reprendre,19
Crevel,Crevel,20
;,;,p
mais,mais,82
nous,nous,51
nous,nous,51
ressemblons,ressembler,17
sous,sous,81
un,un,71
certain,certain,75
rapport,rapport,21
:,:,p
Hulot,Hulot,20
ne,ne,60
pourra,pouvoir,15
pas,pas,60
se,se,51
passer,passer,14
d',de,81
un,un,71
attachement,attachement,21
/.,/.,P
il,il,51
est,être,17
capable,capable,30
de,de,81
revenir,revenir,14
à,à,81
sa,son,73
femme,femme,22
",",",",p
se,se,51
dit,dire,17
il,il,51
/.,/.,P
ce,ce,52
serait,être,16
de,de,81
la,le,71
nouveauté,nouveauté,22
pour,pour,81
lui,lui,51
",",",",p
mais,mais,82
adieu,adieu,21
ma,mon,73
vengeance,vengeance,22
/.,/.,P
vous,vous,51
souriez,sourire,17
",",",",p
mademoiselle,mademoiselle,22
Fischer,Fischer,20
?,?,p
ah,ah,93
!,!,p
vous,vous,51
savez,savoir,17
quelque,quelque,75
chose,chose,22
/?,/?,P
-,-,p
je,je,51
ris,rire,19
de,de,81
vos,votre,73
idées,idée,22
",",",",p
répondit,répondre,19
Lisbeth,Lisbeth,20
/.,/.,P
oui,oui,60
",",",",p
ma,mon,73
cousine,cousine,22
est,être,17
encore,encore,60
assez,assez,60
belle,beau,30
pour,pour,81
inspirer,inspirer,14
des,de,81
des,le,71
passions,passion,22
;,;,p
moi,moi,51
",",",",p
je,je,51
l',le,52
aimerais,aimer,16
",",",",p
si,si,83
j',je,51
étais,être,18
homme,homme,21
/.,/.,P
-,-,p
qui,qui,52
a,avoir,17
bu,boire,12
",",",",p
boira,boire,15
!,!,p
s',se,51
écria,écrier,19
Crevel,Crevel,20
",",",",p
vous,vous,51
vous,vous,51
moquez,moquer,17
de,de,81
moi,moi,51
/!,/!,P
le,le,71
baron,baron,21
aura,avoir,15
trouvé,trouver,12
quelque,quelque,75
consolation,consolation,22
/.,/.,P
Lisbeth,Lisbeth,20
inclina,incliner,19
la,le,71
tête,tête,22
par,par,81
un,un,71
geste,geste,21
affirmatif,affirmatif,30
/.,/.,P
-,-,p
ah,ah,93
!,!,p
il,il,51
est,être,17
bien,bien,60
heureux,heureux,30
de,de,81
remplacer,remplacer,14
du,de,81
du,le,71
jour,jour,21
au,à,81
au,le,71
lendemain,lendemain,21
Josépha,Josépha,20
!,!,p
dit,dire,19
Crevel,Crevel,20
en,en,81
continuant,continuer,13
/.,/.,P
mais,mais,82
je,je,51
n',ne,60
en,en,52
suis,être,17
pas,pas,60
étonné,étonner,12
",",",",p
car,car,82
il,il,51
me,je,51
disait,dire,18
",",",",p
un,un,71
soir,soir,21
à,à,81
souper,souper,14
",",",",p
que,que,83
",",",",p
dans,dans,81
sa,son,73
jeunesse,jeunesse,22
",",",",p
pour,pour,81
n',ne,60
être,être,14
pas,pas,60
au,à,81
au,le,71
dépourvu,dépourvu,31
",",",",p
il,il,51
avait,avoir,18
toujours,toujours,60
trois,trois,72
maîtresses,maîtresse,22
",",",",p
celle,celui,52
qu',que,52
il,il,51
était,être,18
en,en,81
train,train,21
de,de,81
quitter,quitter,14
",",",",p
la,le,71
régnante,régnant,30
et,et,82
celle,celui,52
à,à,81
laquelle,lequel,52
il,il,51
faisait,faire,18
la,le,71
cour,cour,22
pour,pour,81
l',le,71
avenir,avenir,21
/.,/.,P
il,il,51
devait,devoir,18
tenir,tenir,14
en,en,81
réserve,réserve,22
quelque,quelque,75
grisette,grisette,22
dans,dans,81
son,son,73
vivier,vivier,21
!,!,p
dans,dans,81
son,son,73
parc,parc,21
aux,à,81
aux,le,71
cerfs,cerf,21
/!,/!,P
il,il,51
est,être,17
très,très,60
Louis XV,Louis XV,20
",",",",p
le,le,71
gaillard,gaillard,21
!,!,p
oh,oh,93
!,!,p
est,être,17
il,il,51
heureux,heureux,30
d',de,81
être,être,14
bel,beau,30
homme,homme,21
/!,/!,P
néanmoins,néanmoins,60
",",",",p
il,il,51
vieillit,vieillir,17
",",",",p
il,il,51
est,être,17
marqué,marquer,12
…,…,p
il,il,51
aura,avoir,15
donné,donner,12
dans,dans,81
quelque,quelque,75
petite,petit,30
ouvrière,ouvrière,22
/.,/.,P
-,-,p
oh,oh,93
!,!,p
non,non,60
",",",",p
répondit,répondre,19
Lisbeth,Lisbeth,20
/.,/.,P
-,-,p
ah,ah,93
!,!,p
dit,dire,19
Crevel,Crevel,20
",",",",p
que,que,52
ne,ne,60
ferais,faire,16
je,je,51
pas,pas,60
pour,pour,81
l',le,52
empêcher,empêcher,14
de,de,81
pouvoir,pouvoir,14
mettre,mettre,14
son,son,73
chapeau,chapeau,21
/!,/!,P
il,il,51
m',je,51
était,être,18
impossible,impossible,30
de,de,81
lui,lui,51
prendre,prendre,14
Josépha,Josépha,20
",",",",p
les,le,71
femmes,femme,22
de,de,81
cette,ce,74
espèce,espèce,22
ne,ne,60
reviennent,revenir,17
jamais,jamais,60
à,à,81
leur,leur,73
premier,premier,72
amour,amour,21
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
comme,comme,83
on,on,51
dit,dire,17
",",",",p
un,un,71
retour,retour,21
n',ne,60
est,être,17
jamais,jamais,60
de,de,81
l',le,71
amour,amour,21
/.,/.,P
mais,mais,82
",",",",p
cousine,cousine,22
Bette,Bette,20
",",",",p
je,je,51
donnerais,donner,16
bien,bien,60
",",",",p
c'est-à-dire,c'est-à-dire,91
je,je,51
dépenserais,dépenser,16
bien,bien,60
cinquante,cinquante,72
mille,mille,72
francs,franc,21
pour,pour,81
enlever,enlever,14
à,à,81
ce,ce,74
grand,grand,30
bel,beau,30
homme,homme,21
sa,son,73
maîtresse,maîtresse,22
et,et,82
lui,lui,51
prouver,prouver,14
qu',que,83
un,un,71
gros,gros,30
père,père,21
à,à,81
ventre,ventre,21
de,de,81
chef,chef,21
de,de,81
bataillon,bataillon,21
et,et,82
à,à,81
crâne,crâne,21
de,de,81
futur,futur,30
maire,maire,21
de,de,81
Paris,Paris,20
ne,ne,60
se,se,51
laisse,laisser,17
pas,pas,60
souffler,souffler,14
sa,son,73
dame,dame,22
",",",",p
sans,sans,81
damer,damer,14
le,le,71
pion,pion,21
/…,/…,P
ma,mon,73
situation,situation,22
",",",",p
répondit,répondre,19
Bette,Bette,20
",",",",p
m',je,51
oblige,obliger,17
à,à,81
tout,tout,52
entendre,entendre,14
et,et,82
à,à,81
ne,ne,60
rien,rien,52
savoir,savoir,14
/.,/.,P
vous,vous,51
pouvez,pouvoir,17
causer,causer,14
avec,avec,81
moi,moi,51
sans,sans,81
crainte,crainte,22
",",",",p
je,je,51
ne,ne,60
répète,répéter,17
jamais,jamais,60
un,un,71
mot,mot,21
de,de,81
ce,ce,52
qu',que,52
on,on,51
veut,vouloir,17
bien,bien,60
me,je,51
confier,confier,14
/.,/.,P
pourquoi,pourquoi,60
voulez,vouloir,17
vous,vous,51
que,que,83
je,je,51
manque,manquer,17
à,à,81
cette,ce,74
loi,loi,22
de,de,81
ma,mon,73
conduite,conduite,22
?,?,p
personne,personne,52
n',ne,60
aurait,avoir,16
plus,plus,60
confiance,confiance,22
en,en,81
moi,moi,51
/.,/.,P
-,-,p
je,je,51
le,le,52
sais,savoir,17
",",",",p
répliqua,répliquer,19
Crevel,Crevel,20
",",",",p
vous,vous,51
êtes,être,17
la,le,71
perle,perle,22
des,de,81
des,le,71
vieilles,vieux,30
filles,fille,22
/…,/…,P
voyons,voir,17
!,!,p
sacristi,sacristi,93
",",",",p
il,il,51
y,y,52
a,avoir,17
des,de,81
des,le,71
exceptions,exception,22
/.,/.,P
tenez,tenir,17
",",",",p
ils,ils,51
ne,ne,60
vous,vous,51
ont,avoir,17
jamais,jamais,60
fait,faire,12
de,de,81
rentes,rente,22
dans,dans,81
la,le,71
famille,famille,22
/…,/…,P
mais,mais,82
j',je,51
ai,avoir,17
ma,mon,73
fierté,fierté,22
",",",",p
je,je,51
ne,ne,60
veux,vouloir,17
rien,rien,52
coûter,coûter,14
à,à,81
personne,personne,52
",",",",p
dit,dire,19
Bette,Bette,20
/.,/.,P
-,-,p
ah,ah,93
!,!,p
si,si,83
vous,vous,51
vouliez,vouloir,18
m',je,51
aider,aider,14
à,à,81
me,je,51
venger,venger,14
",",",",p
reprit,reprendre,19
l',le,71
ancien,ancien,30
négociant,négociant,21
",",",",p
je,je,51
placerais,placer,16
dix,dix,72
mille,mille,72
francs,franc,21
en,en,81
viager,viager,21
sur,sur,81
votre,votre,73
tête,tête,22
/.,/.,P
dites,dire,17
moi,moi,51
",",",",p
belle,beau,30
cousine,cousine,22
",",",",p
dites,dire,17
moi,moi,51
quelle,quel,52
est,être,17
la,le,71
remplaçante,remplaçante,22
de,de,81
Josépha,Josépha,20
",",",",p
et,et,82
vous,vous,51
aurez,avoir,15
de,de,81
quoi,quoi,52
payer,payer,14
votre,votre,73
loyer,loyer,21
",",",",p
votre,votre,73
petit,petit,30
déjeuner,déjeuner,21
le,le,71
matin,matin,21
",",",",p
ce,ce,74
bon,bon,30
café,café,21
que,que,52
vous,vous,51
aimez,aimer,17
tant,tant,60
",",",",p
vous,vous,51
pourrez,pouvoir,15
vous,vous,51
donner,donner,14
du,de,81
du,le,71
moka,moka,21
pur,pur,30
…,…,p
hein,hein,93
/?,/?,P
oh,oh,93
!,!,p
comme,comme,83
c',ce,52
est,être,17
bon,bon,30
du,de,81
du,le,71
moka,moka,21
pur,pur,30
/!,/!,P
je,je,51
ne,ne,60
tiens,tenir,17
pas,pas,60
tant,tant,60
aux,à,81
aux,le,71
dix,dix,72
mille,mille,72
francs,franc,21
en,en,81
viager,viager,21
qui,qui,52
feraient,faire,16
près,près,81
de,de,81
cinq,cinq,72
cents,cent,72
francs,franc,21
de,de,81
rente,rente,22
",",",",p
qu',que,83
à,à,81
la,le,71
plus,plus,60
entière,entier,30
discrétion,discrétion,22
",",",",p
dit,dire,19
Lisbeth,Lisbeth,20
;,;,p
car,car,82
",",",",p
voyez,voir,17
vous,vous,51
",",",",p
mon,mon,73
bon,bon,30
monsieur,monsieur,21
Crevel,Crevel,20
",",",",p
il,il,51
est,être,17
bien,bien,60
excellent,excellent,30
pour,pour,81
moi,moi,51
",",",",p
le,le,71
baron,baron,21
",",",",p
il,il,51
va,aller,17
me,je,51
payer,payer,14
mon,mon,73
loyer,loyer,21
/…,/…,P
oui,oui,60
",",",",p
pendant,pendant,81
longtemps,longtemps,60
!,!,p
comptez,compter,17
là-dessus,là-dessus,60
!,!,p
s',se,51
écria,écrier,19
Crevel,Crevel,20
/.,/.,P
où,où,60
le,le,71
baron,baron,21
prendrait,prendre,16
il,il,51
de,de,81
l',le,71
argent,argent,21
/?,/?,P
ah,ah,93
!,!,p
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
/.,/.,P
cependant,cependant,82
il,il,51
dépense,dépenser,17
plus,plus,60
de,de,81
trente,trente,72
mille,mille,72
francs,franc,21
dans,dans,81
l',le,71
appartement,appartement,21
qu',que,52
il,il,51
destine,destiner,17
à,à,81
cette,ce,74
petite,petit,30
dame,dame,22
/…,/…,P
une,un,71
dame,dame,22
/!,/!,P
comment,comment,60
",",",",p
ce,ce,52
serait,être,16
une,un,71
femme,femme,22
de,de,81
la,le,71
société,société,22
/?,/?,P
le,le,71
scélérat,scélérat,21
",",",",p
est,être,17
il,il,51
heureux,heureux,30
!,!,p
il,il,51
n',ne,60
y,y,52
en,en,52
a,avoir,17
que,que,83
pour,pour,81
lui,lui,51
/!,/!,P
une,un,71
femme,femme,22
mariée,marié,31
",",",",p
bien,bien,60
comme,comme,83
il,il,51
faut,falloir,17
",",",",p
reprit,reprendre,19
la,le,71
cousine,cousine,22
/.,/.,P
-,-,p
vraiment,vraiment,60
!,!,p
s',se,51
écria,écrier,19
Crevel,Crevel,20
ouvrant,ouvrir,13
des,de,81
des,le,71
yeux,oeil,21
animés,animé,31
autant,autant,60
par,par,81
le,le,71
désir,désir,21
que,que,83
par,par,81
ce,ce,74
mot,mot,21
magique,magique,30
:,:,p
une,un,71
femme,femme,22
comme,comme,83
il,il,51
faut,falloir,17
/.,/.,P
-,-,p
oui,oui,60
",",",",p
reprit,reprendre,19
Bette,Bette,20
",",",",p
des,de,81
des,le,71
talents,talent,21
",",",",p
musicienne,musicienne,22
",",",",p
vingt,vingt,72
trois,trois,72
ans,an,21
",",",",p
une,un,71
jolie,joli,30
figure,figure,22
candide,candide,30
",",",",p
une,un,71
peau,peau,22
d',de,81
une,un,71
blancheur,blancheur,22
éblouissante,éblouissant,30
",",",",p
des,de,81
des,le,71
dents,dent,22
de,de,81
jeune,jeune,30
chien,chien,21
",",",",p
des,de,81
des,le,71
yeux,oeil,21
comme,comme,83
des,de,81
des,le,71
étoiles,étoile,22
",",",",p
un,un,71
front,front,21
superbe,superbe,30
…,…,p
et,et,82
des,de,81
des,le,71
petits,petit,30
pieds,pied,21
",",",",p
je,je,51
n',ne,60
en,en,52
ai,avoir,17
jamais,jamais,60
vu,voir,12
de,de,81
pareils,pareil,30
",",",",p
ils,ils,51
ne,ne,60
sont,être,17
pas,pas,60
plus,plus,60
larges,large,30
que,que,83
son,son,73
busc,busc,21
/.,/.,P
-,-,p
et,et,82
les,le,71
oreilles,oreille,22
?,?,p
demanda,demander,19
Crevel,Crevel,20
vivement,vivement,60
émoustillé,émoustillé,31
par,par,81
ce,ce,74
signalement,signalement,21
d',de,81
amour,amour,21
/.,/.,P
-,-,p
des,de,81
des,le,71
oreilles,oreille,22
à,à,81
mouler,mouler,14
",",",",p
répondit,répondre,19
elle,il,51
/.,/.,P
-,-,p
de,de,81
petites,petit,30
mains,main,22
/?,/?,P
-,-,p
je,je,51
vous,vous,51
dis,dire,17
",",",",p
en,en,81
un,un,71
seul,seul,30
mot,mot,21
",",",",p
que,que,83
c',ce,52
est,être,17
un,un,71
bijou,bijou,21
de,de,81
femme,femme,22
",",",",p
et,et,82
d',de,81
une,un,71
honnêteté,honnêteté,22
",",",",p
d',de,81
une,un,71
pudeur,pudeur,22
",",",",p
d',de,81
une,un,71
délicatesse,délicatesse,22
!,!,p
une,un,71
belle,beau,30
âme,âme,22
",",",",p
un,un,71
ange,ange,21
",",",",p
toutes,tout,75
les,le,71
distinctions,distinction,22
",",",",p
car,car,82
elle,il,51
a,avoir,17
pour,pour,81
père,père,21
un,un,71
maréchal,maréchal,21
de,de,81
France,France,20
/…,/…,P
un,un,71
maréchal,maréchal,21
de,de,81
France,France,20
!,!,p
s',se,51
écria,écrier,19
Crevel,Crevel,20
qui,qui,52
fit,faire,19
un,un,71
bond,bond,21
prodigieux,prodigieux,30
sur,sur,81
lui-même,lui-même,51
/.,/.,P
mon,mon,73
dieu,dieu,21
!,!,p
saperlotte,saperlotte,93
!,!,p
crénom,crénom,93
!,!,p
nom,nom,21
d',de,81
un,un,71
petit,petit,30
bonhomme,bonhomme,21
!,!,p
ah,ah,93
!,!,p
le,le,71
gredin,gredin,21
/!,/!,P
pardon,pardon,21
",",",",p
cousine,cousine,22
",",",",p
je,je,51
deviens,devenir,17
fou,fou,30
!,!,p
je,je,51
donnerais,donner,16
cent,cent,72
mille,mille,72
francs,franc,21
",",",",p
je,je,51
crois,croire,17
/.,/.,P
-,-,p
ah,ah,93
!,!,p
bien,bien,60
",",",",p
oui,oui,60
",",",",p
je,je,51
vous,vous,51
dis,dire,17
que,que,83
c',ce,52
est,être,17
une,un,71
femme,femme,22
honnête,honnête,30
",",",",p
une,un,71
femme,femme,22
vertueuse,vertueux,30
/.,/.,P
aussi,aussi,60
le,le,71
baron,baron,21
a,avoir,17
t,t,94
il,il,51
bien,bien,60
fait,faire,12
les,le,71
choses,chose,22
/.,/.,P
-,-,p
il,il,51
est,être,17
sans,sans,81
le,le,71
sou,sou,21
…,…,p
vous,vous,51
dis,dire,17
je,je,51
/.,/.,P
-,-,p
il,il,51
y,y,52
/.,/.,P
