11862
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-septième extrait>,<>,<>
rentes,rente,22
de,de,81
leurs,leur,73
maîtresses,maîtresse,22
",",",",p
on,on,51
l',le,52
affirmait,affirmer,18
/.,/.,P
beaucoup,beaucoup,60
avaient,avoir,18
payé,payer,12
leurs,leur,73
dettes,dette,22
(,(,p
acte,acte,21
honorable,honorable,30
),),p
sans,sans,81
qu',que,83
on,on,51
eût,avoir,19
jamais,jamais,60
deviné,deviner,12
d',de,81
où,où,60
leur,leur,52
était,être,18
venu,venir,12
l',le,71
argent,argent,21
nécessaire,nécessaire,30
(,(,p
mystère,mystère,21
bien,bien,60
louche,louche,30
),),p
/.,/.,P
il,il,51
vit,voir,19
des,de,81
des,le,71
hommes,homme,21
de,de,81
finance,finance,22
dont,dont,52
l',le,71
immense,immense,30
fortune,fortune,22
avait,avoir,18
un,un,71
vol,vol,21
pour,pour,81
origine,origine,22
",",",",p
et,et,82
qu',que,52
on,on,51
recevait,recevoir,18
partout,partout,60
",",",",p
dans,dans,81
les,le,71
plus,plus,60
nobles,noble,30
maisons,maison,22
",",",",p
puis,puis,60
des,de,81
des,le,71
hommes,homme,21
si,si,60
respectés,respecté,31
que,que,83
les,le,71
petits,petit,30
bourgeois,bourgeois,21
se,se,51
découvraient,découvrir,18
sur,sur,81
leur,leur,73
passage,passage,21
",",",",p
mais,mais,82
dont,dont,52
les,le,71
tripotages,tripotage,21
effrontés,effronté,30
",",",",p
dans,dans,81
les,le,71
grandes,grand,30
entreprises,entreprise,22
nationales,national,30
",",",",p
n',ne,60
étaient,être,18
un,un,71
mystère,mystère,21
pour,pour,81
aucun,aucun,52
de,de,81
ceux,celui,52
qui,qui,52
savaient,savoir,18
les,le,71
dessous,dessous,21
du,de,81
du,le,71
monde,monde,21
/.,/.,P
tous,tout,52
avaient,avoir,18
l',le,71
air,air,21
hautain,hautain,30
",",",",p
la,le,71
lèvre,lèvre,22
fière,fier,30
",",",",p
l',le,71
oeil,oeil,21
insolent,insolent,30
",",",",p
ceux,celui,52
à,à,81
favoris,favori,21
et,et,82
ceux,celui,52
à,à,81
moustaches,moustache,22
/.,/.,P
Duroy,Duroy,20
riait,rire,18
toujours,toujours,60
",",",",p
répétant,répéter,13
:,:,p
“,“,p
c',ce,52
est,être,17
du,de,81
du,le,71
propre,propre,21
",",",",p
tas,tas,21
de,de,81
crapules,crapule,22
",",",",p
tas,tas,21
d',de,81
escarpes,escarpe,21
/!,/!,P
mais,mais,82
une,un,71
voiture,voiture,22
passa,passer,19
",",",",p
découverte,découvert,31
",",",",p
basse,bas,30
et,et,82
charmante,charmant,30
",",",",p
traînée,traîné,31
au,à,81
au,le,71
grand,grand,30
trot,trot,21
par,par,81
deux,deux,72
minces,mince,30
chevaux,cheval,21
blancs,blanc,30
dont,dont,52
la,le,71
crinière,crinière,22
et,et,82
la,le,71
queue,queue,22
voltigeaient,voltiger,18
",",",",p
et,et,82
conduite,conduit,31
par,par,81
une,un,71
petite,petit,30
jeune,jeune,30
femme,femme,22
blonde,blond,30
",",",",p
une,un,71
courtisane,courtisane,22
connue,connu,31
qui,qui,52
avait,avoir,18
deux,deux,72
grooms,groom,21
assis,assis,31
derrière,derrière,81
elle,il,51
/.,/.,P
Duroy,Duroy,20
s',se,51
arrêta,arrêter,19
",",",",p
avec,avec,81
une,un,71
envie,envie,22
de,de,81
saluer,saluer,14
et,et,82
d',de,81
applaudir,applaudir,14
cette,ce,74
parvenue,parvenu,31
de,de,81
l',le,71
amour,amour,21
qui,qui,52
étalait,étaler,18
avec,avec,81
audace,audace,22
dans,dans,81
cette,ce,74
promenade,promenade,22
et,et,82
à,à,81
cette,ce,74
heure,heure,22
des,de,81
des,le,71
hypocrites,hypocrite,21
aristocrates,aristocrate,21
",",",",p
le,le,71
luxe,luxe,21
crâne,crâne,30
gagné,gagné,31
sur,sur,81
ses,son,73
draps,drap,21
/.,/.,P
il,il,51
sentait,sentir,18
peut-être,peut-être,60
vaguement,vaguement,60
qu',que,83
il,il,51
y,y,52
avait,avoir,18
quelque,quelque,75
chose,chose,22
de,de,81
commun,commun,30
entre,entre,81
eux,ils,51
",",",",p
un,un,71
lien,lien,21
de,de,81
nature,nature,22
",",",",p
qu',que,83
ils,ils,51
étaient,être,18
de,de,81
même,même,75
race,race,22
",",",",p
de,de,81
même,même,75
âme,âme,22
",",",",p
et,et,82
que,que,83
son,son,73
succès,succès,21
aurait,avoir,16
des,de,81
des,le,71
procédés,procédé,21
audacieux,audacieux,30
de,de,81
même,même,75
ordre,ordre,21
/.,/.,P
il,il,51
revint,revenir,19
plus,plus,60
doucement,doucement,60
",",",",p
le,le,71
coeur,coeur,21
chaud,chaud,30
de,de,81
satisfaction,satisfaction,22
",",",",p
et,et,82
il,il,51
arriva,arriver,19
",",",",p
un,un,71
peu,peu,60
avant,avant,81
l',le,71
heure,heure,22
",",",",p
à,à,81
la,le,71
porte,porte,22
de,de,81
son,son,73
ancienne,ancien,30
maîtresse,maîtresse,22
/.,/.,P
elle,il,51
le,le,52
reçut,recevoir,19
",",",",p
les,le,71
lèvres,lèvre,22
tendues,tendu,31
",",",",p
comme,comme,83
si,si,83
aucune,aucun,75
rupture,rupture,22
n',ne,60
avait,avoir,18
eu,avoir,12
lieu,lieu,21
",",",",p
et,et,82
elle,il,51
oublia,oublier,19
même,même,60
",",",",p
pendant,pendant,81
quelques,quelque,75
instants,instant,21
",",",",p
la,le,71
sage,sage,30
prudence,prudence,22
qu',que,52
elle,il,51
opposait,opposer,18
",",",",p
chez,chez,81
elle,il,51
",",",",p
à,à,81
leurs,leur,73
caresses,caresse,22
/.,/.,P
puis,puis,60
elle,il,51
lui,lui,51
dit,dire,19
",",",",p
en,en,81
baisant,baiser,13
les,le,71
bouts,bout,21
frisés,frisé,31
de,de,81
ses,son,73
moustaches,moustache,22
:,:,p
-,-,p
tu,tu,51
ne,ne,60
sais,savoir,17
pas,pas,60
l',le,71
ennui,ennui,21
qui,qui,52
m',je,51
arrive,arriver,17
",",",",p
mon,mon,73
chéri,chéri,31
/?,/?,P
j',je,51
espérais,espérer,18
une,un,71
bonne,bon,30
lune,lune,22
de,de,81
miel,miel,21
",",",",p
et,et,82
voilà,voilà,81
mon,mon,73
mari,mari,21
qui,qui,52
me,je,51
tombe,tomber,17
sur,sur,81
le,le,71
dos,dos,21
pour,pour,81
six,six,72
semaines,semaine,22
;,;,p
il,il,51
a,avoir,17
pris,prendre,12
un,un,71
congé,congé,21
/.,/.,P
mais,mais,82
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
rester,rester,14
six,six,72
semaines,semaine,22
sans,sans,81
te,tu,51
voir,voir,14
",",",",p
surtout,surtout,60
après,après,81
notre,notre,73
petite,petit,30
brouille,brouille,22
",",",",p
et,et,82
voilà,voilà,81
comment,comment,60
j',je,51
ai,avoir,17
arrangé,arranger,12
les,le,71
choses,chose,22
:,:,p
tu,tu,51
viendras,venir,15
me,je,51
demander,demander,14
à,à,81
dîner,dîner,14
lundi,lundi,21
",",",",p
je,je,51
lui,lui,51
ai,avoir,17
déjà,déjà,60
parlé,parler,12
de,de,81
toi,toi,51
/.,/.,P
je,je,51
te,tu,51
présenterai,présenter,15
/.,/.,P
Duroy,Duroy,20
hésitait,hésiter,18
",",",",p
un,un,71
peu,peu,60
perplexe,perplexe,30
",",",",p
ne,ne,60
s',se,51
étant,être,13
jamais,jamais,60
trouvé,trouver,12
encore,encore,60
en,en,81
face,face,22
d',de,81
un,un,71
homme,homme,21
dont,dont,52
il,il,51
possédait,posséder,18
la,le,71
femme,femme,22
/.,/.,P
il,il,51
craignait,craindre,18
que,que,83
quelque,quelque,75
chose,chose,22
le,le,52
trahit,trahir,19
",",",",p
un,un,71
peu,peu,60
de,de,81
gêne,gêne,22
",",",",p
un,un,71
regard,regard,21
",",",",p
n',ne,60
importe,importer,17
quoi,quoi,52
/.,/.,P
il,il,51
balbutiait,balbutier,18
:,:,p
-,-,p
non,non,60
",",",",p
j',je,51
aime,aimer,17
mieux,mieux,60
ne,ne,60
pas,pas,60
faire,faire,14
la,le,71
connaissance,connaissance,22
de,de,81
ton,ton,73
mari,mari,21
/.,/.,P
elle,il,51
insista,insister,19
",",",",p
fort,fort,60
étonnée,étonné,31
",",",",p
debout,debout,60
devant,devant,81
lui,lui,51
et,et,82
ouvrant,ouvrir,13
des,de,81
des,le,71
yeux,oeil,21
naïfs,naïf,30
:,:,p
-,-,p
mais,mais,82
pourquoi,pourquoi,60
?,?,p
quelle,quel,75
drôle,drôle,30
de,de,81
chose,chose,22
/?,/?,P
ça,ça,52
arrive,arriver,17
tous,tout,75
les,le,71
jours,jour,21
",",",",p
ça,ça,52
/!,/!,P
je,je,51
ne,ne,60
t',tu,51
aurais,avoir,16
pas,pas,60
cru,croire,12
si,si,60
nigaud,nigaud,30
",",",",p
par,par,81
exemple,exemple,21
/.,/.,P
il,il,51
fut,être,19
blessé,blesser,12
:,:,p
-,-,p
eh,eh,93
bien,bien,60
",",",",p
soit,soit,82
",",",",p
je,je,51
viendrai,venir,15
dîner,dîner,14
lundi,lundi,21
/.,/.,P
elle,il,51
ajouta,ajouter,19
:,:,p
-,-,p
pour,pour,81
que,que,83
ce,ce,52
soit,être,17
bien,bien,60
naturel,naturel,30
",",",",p
j',je,51
aurai,avoir,15
les,le,71
Forestier,Forestier,20
/.,/.,P
ça,ça,52
ne,ne,60
m',je,51
amuse,amuser,17
pourtant,pourtant,60
pas,pas,60
",",",",p
de,de,81
recevoir,recevoir,14
",",",",p
du,de,81
du,le,71
monde,monde,21
chez,chez,81
moi,moi,51
/.,/.,P
jusqu',jusque,81
au,à,81
au,le,71
lundi,lundi,21
",",",",p
Duroy,Duroy,20
ne,ne,60
pensa,penser,19
plus,plus,60
guère,guère,60
à,à,81
cette,ce,74
entrevue,entrevue,22
;,;,p
mais,mais,82
",",",",p
voilà,voilà,81
qu',que,83
en,en,81
montant,monter,13
l',le,71
escalier,escalier,21
de,de,81
madame,madame,22
de,de,81
Marelle,Marelle,20
",",",",p
il,il,51
se,se,51
sentit,sentir,19
étrangement,étrangement,60
troublé,troublé,31
",",",",p
non,non,60
pas,pas,60
qu',que,83
il,il,51
lui,lui,51
répugnât,répugner,18
de,de,81
prendre,prendre,14
la,le,71
main,main,22
de,de,81
ce,ce,74
mari,mari,21
",",",",p
de,de,81
boire,boire,14
son,son,73
vin,vin,21
et,et,82
de,de,81
manger,manger,14
son,son,73
pain,pain,21
",",",",p
mais,mais,82
il,il,51
avait,avoir,18
peur,peur,22
de,de,81
quelque,quelque,75
chose,chose,22
",",",",p
sans,sans,81
savoir,savoir,14
de,de,81
quoi,quoi,52
/.,/.,P
on,on,51
le,le,52
fit,faire,19
entrer,entrer,14
dans,dans,81
le,le,71
salon,salon,21
",",",",p
et,et,82
il,il,51
attendit,attendre,19
",",",",p
comme,comme,83
toujours,toujours,60
/.,/.,P
puis,puis,60
la,le,71
porte,porte,22
de,de,81
la,le,71
chambre,chambre,22
s',se,51
ouvrit,ouvrir,19
;,;,p
et,et,82
il,il,51
aperçut,apercevoir,19
un,un,71
grand,grand,30
homme,homme,21
à,à,81
barbe,barbe,22
blanche,blanc,30
",",",",p
décoré,décoré,31
",",",",p
grave,grave,30
et,et,82
correct,correct,30
",",",",p
qui,qui,52
vint,venir,19
à,à,81
lui,lui,51
avec,avec,81
une,un,71
politesse,politesse,22
minutieuse,minutieux,30
:,:,p
-,-,p
ma,mon,73
femme,femme,22
m',je,51
a,avoir,17
souvent,souvent,60
parlé,parler,12
de,de,81
vous,vous,51
",",",",p
monsieur,monsieur,21
",",",",p
et,et,82
je,je,51
suis,être,17
charmé,charmer,12
de,de,81
faire,faire,14
votre,votre,73
connaissance,connaissance,22
/.,/.,P
Duroy,Duroy,20
s',se,51
avança,avancer,19
en,en,81
tâchant,tâcher,13
de,de,81
donner,donner,14
à,à,81
sa,son,73
:,:,p
physionomie,physionomie,22
un,un,71
air,air,21
de,de,81
cordialité,cordialité,22
expressive,expressif,30
",",",",p
et,et,82
il,il,51
serra,serrer,19
avec,avec,81
une,un,71
énergie,énergie,22
exagérée,exagéré,31
la,le,71
main,main,22
tendue,tendu,31
de,de,81
son,son,73
hôte,hôte,21
/.,/.,P
puis,puis,60
",",",",p
s',se,51
étant,être,13
assis,asseoir,12
",",",",p
il,il,51
ne,ne,60
trouva,trouver,19
rien,rien,52
à,à,81
lui,lui,51
dire,dire,14
/.,/.,P
monsieur,monsieur,21
de,de,81
Marelle,Marelle,20
remit,remettre,19
un,un,71
morceau,morceau,21
de,de,81
bois,bois,21
au,à,81
au,le,71
feu,feu,21
",",",",p
et,et,82
demanda,demander,19
:,:,p
-,-,p
voici,voici,81
longtemps,longtemps,60
que,que,83
vous,vous,51
vous,vous,51
occupez,occuper,17
de,de,81
journalisme,journalisme,21
/?,/?,P
Duroy,Duroy,20
répondit,répondre,19
:,:,p
-,-,p
depuis,depuis,81
quelques,quelque,75
mois,mois,21
seulement,seulement,60
/.,/.,P
-,-,p
ah,ah,93
!,!,p
vous,vous,51
avez,avoir,17
marché,marcher,12
vite,vite,60
/.,/.,P
-,-,p
oui,oui,60
",",",",p
assez,assez,60
vite,vite,60
-,-,p
et,et,82
il,il,51
se,se,51
mit,mettre,19
à,à,81
parler,parler,14
au,à,81
au,le,71
hasard,hasard,21
",",",",p
sans,sans,81
trop,trop,60
songer,songer,14
à,à,81
ce,ce,52
qu',que,52
il,il,51
disait,dire,18
",",",",p
débitant,débiter,13
toutes,tout,75
les,le,71
banalités,banalité,22
en,en,81
usage,usage,21
entre,entre,81
gens,gens,21
qui,qui,52
ne,ne,60
se,se,51
connaissent,connaître,17
point,point,60
/.,/.,P
il,il,51
se,se,51
rassurait,rassurer,18
maintenant,maintenant,60
et,et,82
commençait,commencer,18
à,à,81
trouver,trouver,14
la,le,71
situation,situation,22
fort,fort,60
amusante,amusant,30
/.,/.,P
il,il,51
regardait,regarder,18
la,le,71
figure,figure,22
sérieuse,sérieux,30
et,et,82
respectable,respectable,30
de,de,81
monsieur,monsieur,21
de,de,81
Marelle,Marelle,20
",",",",p
avec,avec,81
une,un,71
envie,envie,22
de,de,81
rire,rire,14
sur,sur,81
les,le,71
lèvres,lèvre,22
",",",",p
en,en,81
pensant,penser,13
:,:,p
“,“,p
toi,toi,51
",",",",p
je,je,51
te,tu,51
fais,faire,17
cocu,cocu,30
",",",",p
mon,mon,73
vieux,vieux,21
",",",",p
je,je,51
te,tu,51
fais,faire,17
cocu,cocu,30
/.,/.,P
“,“,p
et,et,82
une,un,71
satisfaction,satisfaction,22
intime,intime,30
",",",",p
vicieuse,vicieux,30
",",",",p
le,le,52
pénétrait,pénétrer,18
",",",",p
une,un,71
joie,joie,22
de,de,81
voleur,voleur,21
qui,qui,52
a,avoir,17
réussi,réussir,12
et,et,82
qu',que,52
on,on,51
ne,ne,60
soupçonne,soupçonner,17
pas,pas,60
",",",",p
une,un,71
joie,joie,22
fourbe,fourbe,30
",",",",p
délicieuse,délicieux,30
/.,/.,P
il,il,51
avait,avoir,18
envie,envie,22
",",",",p
tout,tout,60
à,à,81
coup,coup,21
",",",",p
d',de,81
être,être,14
l',le,71
ami,ami,21
de,de,81
cet,ce,74
homme,homme,21
",",",",p
de,de,81
gagner,gagner,14
sa,son,73
confiance,confiance,22
",",",",p
de,de,81
lui,lui,51
faire,faire,14
raconter,raconter,14
les,le,71
choses,chose,22
secrètes,secret,30
de,de,81
sa,son,73
vie,vie,22
/.,/.,P
madame,madame,22
de,de,81
Marelle,Marelle,20
entra,entrer,19
brusquement,brusquement,60
",",",",p
et,et,82
les,le,52
ayant,avoir,13
couverts,couvrir,12
d',de,81
un,un,71
coup,coup,21
d',de,81
oeil,oeil,21
souriant,souriant,30
et,et,82
impénétrable,impénétrable,30
",",",",p
elle,il,51
alla,aller,19
vers,vers,81
Duroy,Duroy,20
qui,qui,52
n',ne,60
osa,oser,19
point,point,60
",",",",p
devant,devant,81
le,le,71
mari,mari,21
",",",",p
lui,lui,51
baiser,baiser,14
la,le,71
main,main,22
",",",",p
ainsi,ainsi,60
qu',que,83
il,il,51
le,le,52
faisait,faire,18
toujours,toujours,60
/.,/.,P
elle,il,51
était,être,18
tranquille,tranquille,30
et,et,82
gaie,gai,30
comme,comme,83
une,un,71
personne,personne,22
habituée,habitué,31
à,à,81
tout,tout,52
",",",",p
qui,qui,52
trouvait,trouver,18
cette,ce,74
rencontre,rencontre,22
naturelle,naturel,30
et,et,82
simple,simple,30
",",",",p
en,en,81
sa,son,73
rouerie,rouerie,22
native,natif,30
et,et,82
franche,franc,30
/.,/.,P
Laurine,Laurine,20
apparut,apparaître,19
",",",",p
et,et,82
vint,venir,19
",",",",p
plus,plus,60
sagement,sagement,60
que,que,83
de,de,81
coutume,coutume,22
",",",",p
tendre,tendre,14
son,son,73
front,front,21
à,à,81
Georges,Georges,20
",",",",p
la,le,71
présence,présence,22
de,de,81
son,son,73
père,père,21
l',le,52
intimidant,intimider,13
/.,/.,P
sa,son,73
mère,mère,22
lui,lui,51
dit,dire,19
:,:,p
-,-,p
eh,eh,93
bien,bien,60
",",",",p
tu,tu,51
ne,ne,60
l',le,52
appelles,appeler,17
plus,plus,60
bel,beau,30
ami,ami,21
",",",",p
aujourd'hui,aujourd'hui,60
/.,/.,P
-,-,p
et,et,82
l',le,71
enfant,enfant,21
rougit,rougir,19
;,;,p
comme,comme,83
si,si,83
on,on,51
venait,venir,18
de,de,81
commettre,commettre,14
une,un,71
grosse,gros,30
indiscrétion,indiscrétion,22
",",",",p
de,de,81
révéler,révéler,14
une,un,71
chose,chose,22
qu',que,52
on,on,51
ne,ne,60
devait,devoir,18
pas,pas,60
dire,dire,14
",",",",p
de,de,81
dévoiler,dévoiler,14
un,un,71
secret,secret,21
intime,intime,30
et,et,82
un,un,71
peu,peu,60
coupable,coupable,30
de,de,81
son,son,73
coeur,coeur,21
/.,/.,P
quand,quand,83
les,le,71
Forestier,Forestier,20
arrivèrent,arriver,19
",",",",p
on,on,51
fut,être,19
effrayé,effrayer,12
de,de,81
l',le,71
état,état,21
/.,/.,P
