11796
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-seizième extrait>,<>,<>
voudrais,vouloir,16
savoir,savoir,14
c',ce,52
que,que,52
vous,vous,51
emporterez,emporter,15
",",",",p
vu,vu,81
que,que,83
je,je,51
ferai,faire,15
ça,ça,52
de,de,81
temps,temps,21
en,en,81
temps,temps,21
pour,pour,81
ne,ne,60
pas,pas,60
nuire,nuire,14
aux,à,81
aux,le,71
travaux,travail,21
de,de,81
la,le,71
terre,terre,22
/.,/.,P
“,“,p
c',ce,52
était,être,18
le,le,71
fils,fils,21
de,de,81
sa,son,73
bonne,bonne,22
",",",",p
le,le,71
fils,fils,21
de,de,81
Julien,Julien,20
",",",",p
le,le,71
frère,frère,21
de,de,81
Paul,Paul,20
/.,/.,P
il,il,51
lui,lui,51
sembla,sembler,19
que,que,83
son,son,73
coeur,coeur,21
s',se,51
arrêtait,arrêter,18
;,;,p
et,et,82
pourtant,pourtant,60
elle,il,51
aurait,avoir,16
voulu,vouloir,12
embrasser,embrasser,14
ce,ce,74
garçon,garçon,21
/.,/.,P
elle,il,51
le,le,52
regardait,regarder,18
",",",",p
cherchant,chercher,13
s',si,83
il,il,51
ressemblait,ressembler,18
à,à,81
son,son,73
mari,mari,21
",",",",p
s',si,83
il,il,51
ressemblait,ressembler,18
à,à,81
son,son,73
fils,fils,21
/.,/.,P
il,il,51
était,être,18
rouge,rouge,30
",",",",p
vigoureux,vigoureux,30
",",",",p
avec,avec,81
les,le,71
cheveux,cheveu,21
blonds,blond,30
et,et,82
les,le,71
yeux,oeil,21
bleus,bleu,30
de,de,81
sa,son,73
mère,mère,22
/.,/.,P
et,et,82
pourtant,pourtant,60
il,il,51
ressemblait,ressembler,18
à,à,81
Julien,Julien,20
/.,/.,P
en,en,81
quoi,quoi,52
/?,/?,P
par,par,81
quoi,quoi,52
/?,/?,P
elle,il,51
ne,ne,60
le,le,52
savait,savoir,18
pas,pas,60
trop,trop,60
;,;,p
mais,mais,82
il,il,51
avait,avoir,18
quelque,quelque,75
chose,chose,22
de,de,81
lui,lui,51
dans,dans,81
l',le,71
ensemble,ensemble,21
de,de,81
la,le,71
physionomie,physionomie,22
/.,/.,P
le,le,71
gars,gars,21
reprit,reprendre,19
:,:,p
“,“,p
si,si,83
vous,vous,51
pouviez,pouvoir,18
me,je,51
montrer,montrer,14
ça,ça,52
tout,tout,60
de,de,81
suite,suite,22
",",",",p
ça,ça,52
m',je,51
obligerait,obliger,16
/.,/.,P
“,“,p
mais,mais,82
elle,il,51
ne,ne,60
savait,savoir,18
pas,pas,60
encore,encore,60
ce,ce,52
qu',que,52
elle,il,51
se,se,51
déciderait,décider,16
à,à,81
enlever,enlever,14
",",",",p
sa,son,73
nouvelle,nouveau,30
maison,maison,22
étant,être,13
fort,fort,60
petite,petit,30
",",",",p
et,et,82
elle,il,51
le,le,52
pria,prier,19
de,de,81
revenir,revenir,14
au,à,81
au,le,71
bout,bout,21
de,de,81
la,le,71
semaine,semaine,22
/.,/.,P
alors,alors,60
son,son,73
déménagement,déménagement,21
la,le,52
préoccupa,préoccuper,19
",",",",p
apportant,apporter,13
une,un,71
distraction,distraction,22
triste,triste,30
dans,dans,81
sa,son,73
vie,vie,22
morne,morne,30
et,et,82
sans,sans,81
attentes,attente,22
/.,/.,P
elle,il,51
allait,aller,18
de,de,81
pièce,pièce,22
en,en,81
pièce,pièce,22
",",",",p
cherchant,chercher,13
les,le,71
meubles,meuble,21
qui,qui,52
lui,lui,51
rappelaient,rappeler,18
des,de,81
des,le,71
événements,événement,21
",",",",p
ces,ce,74
meubles,meuble,21
amis,ami,30
qui,qui,52
font,faire,17
partie,partie,22
de,de,81
notre,notre,73
vie,vie,22
",",",",p
presque,presque,60
de,de,81
notre,notre,73
être,être,21
",",",",p
connus,connu,31
depuis,depuis,81
la,le,71
jeunesse,jeunesse,22
et,et,82
auxquels,à,81
auxquels,lequel,52
sont,être,17
attachés,attacher,12
des,de,81
des,le,71
souvenirs,souvenir,21
de,de,81
joies,joie,22
ou,ou,82
de,de,81
tristesses,tristesse,22
",",",",p
des,de,81
des,le,71
dates,date,22
de,de,81
notre,notre,73
histoire,histoire,22
",",",",p
qui,qui,52
ont,avoir,17
été,être,12
les,le,71
compagnons,compagnon,21
muets,muet,30
de,de,81
nos,notre,73
heures,heure,22
douces,doux,30
ou,ou,82
sombres,sombre,30
",",",",p
qui,qui,52
ont,avoir,17
vieilli,vieillir,12
",",",",p
qui,qui,52
se,se,51
sont,être,17
usés,user,12
à,à,81
côté,côté,21
de,de,81
nous,nous,51
",",",",p
dont,dont,52
l',le,71
étoffe,étoffe,22
est,être,17
crevée,crever,12
par,par,81
places,place,22
et,et,82
la,le,71
doublure,doublure,22
déchirée,déchiré,31
",",",",p
dont,dont,52
les,le,71
articulations,articulation,22
branlent,branler,17
",",",",p
dont,dont,52
la,le,71
couleur,couleur,22
s',se,51
est,être,17
effacée,effacer,12
/.,/.,P
elle,il,51
les,le,52
choisissait,choisir,18
un,un,52
à,à,81
un,un,52
",",",",p
hésitant,hésiter,13
souvent,souvent,60
",",",",p
troublée,troublé,31
comme,comme,83
avant,avant,81
de,de,81
prendre,prendre,14
des,de,81
des,le,71
déterminations,détermination,22
capitales,capital,30
",",",",p
revenant,revenir,13
à,à,81
tout,tout,75
instant,instant,21
sur,sur,81
sa,son,73
décision,décision,22
",",",",p
balançant,balancer,13
les,le,71
mérites,mérite,21
de,de,81
deux,deux,72
fauteuils,fauteuil,21
ou,ou,82
de,de,81
quelque,quelque,75
vieux,vieux,30
secrétaire,secrétaire,21
comparé,comparé,31
à,à,81
une,un,71
ancienne,ancien,30
table,table,22
à,à,81
ouvrage,ouvrage,21
/.,/.,P
elle,il,51
ouvrait,ouvrir,18
les,le,71
tiroirs,tiroir,21
",",",",p
cherchait,chercher,18
à,à,81
se,se,51
rappeler,rappeler,14
des,de,81
des,le,71
faits,fait,21
;,;,p
puis,puis,60
",",",",p
quand,quand,83
elle,il,51
s',se,51
était,être,18
bien,bien,60
dit,dire,12
:,:,p
“,“,p
oui,oui,60
",",",",p
je,je,51
prendrai,prendre,15
ceci,ceci,52
“,“,p
",",",",p
on,on,51
descendait,descendre,18
l',le,71
objet,objet,21
dans,dans,81
la,le,71
salle,salle,22
à,à,81
manger,manger,14
/.,/.,P
elle,il,51
voulut,vouloir,19
garder,garder,14
tout,tout,75
le,le,71
mobilier,mobilier,21
de,de,81
sa,son,73
chambre,chambre,22
",",",",p
son,son,73
lit,lit,21
",",",",p
ses,son,73
tapisseries,tapisserie,22
",",",",p
sa,son,73
pendule,pendule,22
",",",",p
tout,tout,52
/.,/.,P
elle,il,51
prit,prendre,19
quelques,quelque,75
sièges,siège,21
du,de,81
du,le,71
salon,salon,21
",",",",p
ceux,celui,52
dont,dont,52
elle,il,51
avait,avoir,18
aimé,aimer,12
les,le,71
dessins,dessin,21
dès,dès,81
sa,son,73
petite,petit,30
enfance,enfance,22
:,:,p
le,le,71
renard,renard,21
et,et,82
la,le,71
cigogne,cigogne,22
",",",",p
le,le,71
renard,renard,21
et,et,82
le,le,71
corbeau,corbeau,21
",",",",p
la,le,71
cigale,cigale,22
et,et,82
la,le,71
fourmi,fourmi,22
",",",",p
et,et,82
le,le,71
héron,héron,21
mélancolique,mélancolique,30
/.,/.,P
puis,puis,60
",",",",p
en,en,81
rôdant,rôder,13
par,par,81
tous,tout,75
les,le,71
coins,coin,21
de,de,81
cette,ce,74
demeure,demeure,22
qu',que,52
elle,il,51
allait,aller,18
abandonner,abandonner,14
",",",",p
elle,il,51
monta,monter,19
",",",",p
un,un,71
jour,jour,21
",",",",p
dans,dans,81
le,le,71
grenier,grenier,21
/.,/.,P
elle,il,51
demeura,demeurer,19
saisie,saisi,31
d',de,81
étonnement,étonnement,21
;,;,p
c',ce,52
était,être,18
un,un,71
fouillis,fouillis,21
d',de,81
objets,objet,21
de,de,81
toute,tout,75
nature,nature,22
",",",",p
les,le,71
uns,un,52
brisés,brisé,31
",",",",p
les,le,71
autres,autre,75
salis,sali,31
seulement,seulement,60
",",",",p
les,le,71
autres,autre,52
montés,monté,31
là,là,60
on,on,51
ne,ne,60
sait,savoir,17
pourquoi,pourquoi,60
",",",",p
parce qu',parce que,83
ils,ils,51
ne,ne,60
plaisaient,plaire,18
plus,plus,60
",",",",p
parce qu',parce que,83
ils,ils,51
avaient,avoir,18
été,être,12
remplacés,remplacer,12
/.,/.,P
elle,il,51
apercevait,apercevoir,18
mille,mille,72
bibelots,bibelot,21
connus,connu,31
jadis,jadis,60
",",",",p
et,et,82
disparus,disparu,31
tout,tout,60
à,à,81
coup,coup,21
sans,sans,81
qu',que,83
elle,il,51
y,y,52
eût,avoir,19
songé,songer,12
",",",",p
des,de,81
des,le,71
riens,rien,21
qu',que,52
elle,il,51
avait,avoir,18
maniés,manier,12
",",",",p
ces,ce,74
vieux,vieux,30
petits,petit,30
objets,objet,21
insignifiants,insignifiant,30
qui,qui,52
avaient,avoir,18
traîné,traîner,12
quinze,quinze,72
ans,an,21
à,à,81
côté,côté,21
d',de,81
elle,il,51
",",",",p
qu',que,52
elle,il,51
avait,avoir,18
vus,voir,12
chaque,chaque,75
jour,jour,21
sans,sans,81
les,le,52
remarquer,remarquer,14
",",",",p
et,et,82
qui,qui,52
",",",",p
tout,tout,60
à,à,81
coup,coup,21
",",",",p
retrouvés,retrouvé,31
là,là,60
",",",",p
dans,dans,81
ce,ce,74
grenier,grenier,21
",",",",p
à,à,81
côté,côté,21
d',de,81
autres,autre,52
plus,plus,60
anciens,ancien,30
dont,dont,52
elle,il,51
se,se,51
rappelait,rappeler,18
parfaitement,parfaitement,60
les,le,71
places,place,22
aux,à,81
aux,le,71
premiers,premier,72
temps,temps,21
de,de,81
son,son,73
arrivée,arrivée,22
",",",",p
prenaient,prendre,18
une,un,71
importance,importance,22
soudaine,soudain,30
de,de,81
témoins,témoin,21
oubliés,oublié,31
",",",",p
d',de,81
amis,ami,21
retrouvés,retrouvé,31
/.,/.,P
ils,ils,51
lui,lui,51
faisaient,faire,18
l',le,71
effet,effet,21
de,de,81
ces,ce,74
gens,gens,21
qu',que,52
on,on,51
a,avoir,17
fréquentés,fréquenter,12
longtemps,longtemps,60
sans,sans,81
qu',que,83
ils,ils,51
se,se,51
soient,être,17
jamais,jamais,60
révélés,révéler,12
et,et,82
qui,qui,52
soudain,soudain,60
",",",",p
un,un,71
soir,soir,21
",",",",p
à,à,81
propos,propos,21
de,de,81
rien,rien,52
",",",",p
se,se,51
mettent,mettre,17
à,à,81
bavarder,bavarder,14
sans,sans,81
fin,fin,22
",",",",p
à,à,81
raconter,raconter,14
toute,tout,75
leur,leur,73
âme,âme,22
qu',que,52
on,on,51
ne,ne,60
soupçonnait,soupçonner,18
pas,pas,60
/.,/.,P
elle,il,51
allait,aller,18
de,de,81
l',le,71
un,un,52
à,à,81
l',le,71
autre,autre,52
avec,avec,81
des,de,81
des,le,71
secousses,secousse,22
au,à,81
au,le,71
coeur,coeur,21
",",",",p
se,se,51
disant,dire,13
:,:,p
“,“,p
tiens,tenir,17
",",",",p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
ai,avoir,17
fêlé,fêler,12
cette,ce,74
tasse,tasse,22
de,de,81
Chine,Chine,20
",",",",p
un,un,71
soir,soir,21
",",",",p
quelques,quelque,75
jours,jour,21
avant,avant,81
mon,mon,73
mariage,mariage,21
/.,/.,P
-,-,p
ah,ah,93
!,!,p
voici,voici,81
la,le,71
petite,petit,30
lanterne,lanterne,22
de,de,81
mère,mère,22
et,et,82
la,le,71
canne,canne,22
que,que,52
petit,petit,30
père,père,21
a,avoir,17
cassée,casser,12
en,en,81
voulant,vouloir,13
ouvrir,ouvrir,14
la,le,71
barrière,barrière,22
dont,dont,52
le,le,71
bois,bois,21
était,être,18
gonflé,gonfler,12
par,par,81
la,le,71
pluie,pluie,22
/.,/.,P
“,“,p
il,il,51
y,y,52
avait,avoir,18
aussi,aussi,60
là-dedans,là-dedans,60
beaucoup,beaucoup,60
de,de,81
choses,chose,22
qu',que,52
elle,il,51
ne,ne,60
connaissait,connaître,18
pas,pas,60
",",",",p
qui,qui,52
ne,ne,60
lui,lui,51
rappelaient,rappeler,18
rien,rien,52
",",",",p
venues,venu,31
de,de,81
ses,son,73
grands-parents,grand-parent,21
",",",",p
ou,ou,82
de,de,81
ses,son,73
arrière,arrière,60
grands-parents,grand-parent,21
",",",",p
de,de,81
ces,ce,74
choses,chose,22
poudreuses,poudreux,30
qui,qui,52
ont,avoir,17
l',le,71
air,air,21
exilées,exiler,12
dans,dans,81
un,un,71
temps,temps,21
qui,qui,52
n',ne,60
est,être,17
plus,plus,60
le,le,71
leur,leur,52
",",",",p
et,et,82
qui,qui,52
semblent,sembler,17
tristes,triste,30
de,de,81
leur,leur,73
abandon,abandon,21
",",",",p
dont,dont,52
personne,personne,52
ne,ne,60
sait,savoir,17
l',le,71
histoire,histoire,22
",",",",p
les,le,71
aventures,aventure,22
",",",",p
personne,personne,52
n',ne,60
ayant,avoir,13
vu,voir,12
ceux,celui,52
qui,qui,52
les,le,52
ont,avoir,17
choisies,choisir,12
",",",",p
achetées,acheter,12
",",",",p
possédées,posséder,12
",",",",p
aimées,aimer,12
",",",",p
personne,personne,52
n',ne,60
ayant,avoir,13
connu,connaître,12
les,le,71
mains,main,22
qui,qui,52
les,le,52
maniaient,manier,18
familièrement,familièrement,60
et,et,82
les,le,71
yeux,oeil,21
qui,qui,52
les,le,52
regardaient,regarder,18
avec,avec,81
plaisir,plaisir,21
/.,/.,P
Jeanne,Jeanne,20
les,le,52
touchait,toucher,18
",",",",p
les,le,52
retournait,retourner,18
",",",",p
marquant,marquer,13
ses,son,73
doigts,doigt,21
dans,dans,81
la,le,71
poussière,poussière,22
accumulée,accumulé,31
;,;,p
et,et,82
elle,il,51
demeurait,demeurer,18
là,là,60
au,à,81
au,le,71
milieu,milieu,21
de,de,81
ces,ce,74
vieilleries,vieillerie,22
",",",",p
sous,sous,81
le,le,71
jour,jour,21
terne,terne,30
qui,qui,52
tombait,tomber,18
par,par,81
quelques,quelque,75
petits,petit,30
carreaux,carreau,21
de,de,81
verre,verre,21
encastrés,encastré,31
dans,dans,81
la,le,71
toiture,toiture,22
/.,/.,P
elle,il,51
examinait,examiner,18
minutieusement,minutieusement,60
des,de,81
des,le,71
chaises,chaise,22
à,à,81
trois,trois,72
pieds,pied,21
",",",",p
cherchant,chercher,13
si,si,83
elles,ils,51
ne,ne,60
lui,lui,51
rappelaient,rappeler,18
rien,rien,52
",",",",p
une,un,71
bassinoire,bassinoire,22
en,en,81
cuivre,cuivre,21
",",",",p
une,un,71
chaufferette,chaufferette,22
défoncée,défoncé,31
qu',que,52
elle,il,51
croyait,croire,18
reconnaître,reconnaître,14
et,et,82
un,un,71
tas,tas,21
d',de,81
ustensiles,ustensile,21
de,de,81
ménage,ménage,21
hors,hors,81
de,de,81
service,service,21
/.,/.,P
puis,puis,60
elle,il,51
fit,faire,19
un,un,71
lot,lot,21
de,de,81
ce,ce,52
qu',que,52
elle,il,51
voulait,vouloir,18
emporter,emporter,14
",",",",p
et,et,82
",",",",p
redescendant,redescendre,13
",",",",p
elle,il,51
envoya,envoyer,19
Rosalie,Rosalie,20
le,le,52
chercher,chercher,14
/.,/.,P
la,le,71
bonne,bonne,22
indignée,indigné,31
refusait,refuser,18
de,de,81
descendre,descendre,14
“,“,p
ces,ce,74
saletés,saleté,22
“,“,p
/.,/.,P
mais,mais,82
Jeanne,Jeanne,20
",",",",p
qui,qui,52
n',ne,60
avait,avoir,18
cependant,cependant,82
plus,plus,60
aucune,aucun,75
volonté,volonté,22
",",",",p
tint,tenir,19
bon,bon,60
cette,ce,74
fois,fois,22
;,;,p
et,et,82
il,il,51
fallut,falloir,19
obéir,obéir,14
/.,/.,P
un,un,71
matin,matin,21
le,le,71
jeune,jeune,30
fermier,fermier,21
",",",",p
fils,fils,21
de,de,81
Julien,Julien,20
",",",",p
Denis,Denis,20
Lecoq,Lecoq,20
",",",",p
s',se,51
en,en,52
vint,venir,19
avec,avec,81
sa,son,73
charrette,charrette,22
pour,pour,81
faire,faire,14
un,un,71
premier,premier,72
voyage,voyage,21
/.,/.,P
Rosalie,Rosalie,20
l',le,52
accompagna,accompagner,19
afin,afin,81
de,de,81
veiller,veiller,14
au,à,81
au,le,71
déchargement,déchargement,21
et,et,82
de,de,81
déposer,déposer,14
les,le,71
meubles,meuble,21
aux,à,81
aux,le,71
places,place,22
qu',que,52
ils,ils,51
devaient,devoir,18
occuper,occuper,14
/.,/.,P
restée,resté,31
seule,seul,30
",",",",p
Jeanne,Jeanne,20
se,se,51
mit,mettre,19
à,à,81
errer,errer,14
par,par,81
les,le,71
chambres,chambre,22
du,de,81
du,le,71
château,château,21
",",",",p
saisie,saisi,31
d',de,81
une,un,71
crise,crise,22
affreuse,affreux,30
de,de,81
désespoir,désespoir,21
",",",",p
embrassant,embrasser,13
",",",",p
en,en,81
des,de,81
des,le,71
élans,élan,21
d',de,81
amour,amour,21
exalté,exalté,31
",",",",p
tout,tout,52
ce,ce,52
qu',que,52
elle,il,51
ne,ne,60
pouvait,pouvoir,18
prendre,prendre,14
avec,avec,81
elle,il,51
",",",",p
les,le,71
grands,grand,30
oiseaux,oiseau,21
blancs,blanc,30
des,de,81
des,le,71
tapisseries,tapisserie,22
du,de,81
du,le,71
salon,salon,21
",",",",p
des,de,81
des,le,71
vieux,vieux,30
flambeaux,flambeau,21
",",",",p
tout,tout,52
ce,ce,52
qu',que,52
elle,il,51
rencontrait,rencontrer,18
/.,/.,P
elle,il,51
allait,aller,18
d',de,81
une,un,71
pièce,pièce,22
à,à,81
l',le,71
autre,autre,52
",",",",p
affolée,affolé,31
",",",",p
les,le,71
yeux,oeil,21
ruisselants,ruisselant,30
de,de,81
larmes,larme,22
;,;,p
puis,puis,60
elle,il,51
sortit,sortir,19
pour,pour,81
“,“,p
dire,dire,14
adieu,adieu,21
“,“,p
à,à,81
la,le,71
mer,mer,22
/.,/.,P
c',ce,52
était,être,18
vers,vers,81
la,le,71
fin,fin,22
de,de,81
septembre,septembre,21
",",",",p
un,un,71
ciel,ciel,21
bas,bas,30
et,et,82
gris,gris,30
semblait,sembler,18
peser,peser,14
sur,sur,81
le,le,71
monde,monde,21
;,;,p
les,le,71
flots,flot,21
tristes,triste,30
et,et,82
jaunâtres,jaunâtre,30
s',se,51
étendaient,étendre,18
à,à,81
perte,perte,22
de,de,81
vue,vue,22
/.,/.,P
elle,il,51
resta,rester,19
longtemps,longtemps,60
debout,debout,60
sur,sur,81
la,le,71
falaise,falaise,22
",",",",p
roulant,rouler,13
en,en,81
sa,son,73
tête,tête,22
des,de,81
des,le,71
pensées,pensée,22
torturantes,torturant,30
/.,/.,P
puis,puis,60
",",",",p
comme,comme,83
la,le,71
nuit,nuit,22
tombait,tomber,18
",",",",p
elle,il,51
rentra,rentrer,19
",",",",p
ayant,avoir,13
souffert,souffrir,12
en,en,81
/.,/.,P
