12029
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt et unième extrait>,<>,<>
/.,/.,P
mais,mais,82
le,le,71
pathos,pathos,21
des,de,81
des,le,71
préfaces,préface,22
",",",",p
cet,ce,74
amalgame,amalgame,21
de,de,81
socialisme,socialisme,21
et,et,82
de,de,81
catholicisme,catholicisme,21
les,le,52
écoeura,écoeurer,19
;,;,p
les,le,71
détails,détail,21
trop,trop,60
nombreux,nombreux,30
empêchaient,empêcher,18
de,de,81
voir,voir,14
l',le,71
ensemble,ensemble,21
/.,/.,P
ils,ils,51
recoururent,recourir,19
à,à,81
monsieur,monsieur,21
Thiers,Thiers,20
/.,/.,P
c',ce,52
était,être,18
pendant,pendant,81
l',le,71
été,être,12
de,de,81
<Nombre 1845>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
quarante,quarante,72
cinq,cinq,72
<Fin nombre>,<>,<>
",",",",p
dans,dans,81
le,le,71
jardin,jardin,21
",",",",p
sous,sous,81
la,le,71
tonnelle,tonnelle,22
/.,/.,P
Pécuchet,Pécuchet,20
",",",",p
un,un,71
petit,petit,30
banc,banc,21
sous,sous,81
les,le,71
pieds,pied,21
",",",",p
lisait,lire,18
tout,tout,60
haut,haut,60
de,de,81
sa,son,73
voix,voix,22
caverneuse,caverneux,30
",",",",p
sans,sans,81
fatigue,fatigue,22
",",",",p
ne,ne,60
s',se,51
arrêtant,arrêter,13
que,que,83
pour,pour,81
plonger,plonger,14
les,le,71
doigts,doigt,21
dans,dans,81
sa,son,73
tabatière,tabatière,22
/.,/.,P
Bouvard,Bouvard,20
l',le,52
écoutait,écouter,18
la,le,71
pipe,pipe,22
à,à,81
la,le,71
bouche,bouche,22
",",",",p
les,le,71
jambes,jambe,22
ouvertes,ouvert,31
",",",",p
le,le,71
haut,haut,21
du,de,81
du,le,71
pantalon,pantalon,21
déboutonné,déboutonné,31
/.,/.,P
des,de,81
des,le,71
vieillards,vieillard,21
leur,leur,52
avaient,avoir,18
parlé,parler,12
de,de,81
<Nombre 93>,<>,<>
quatre,quatre,72
vingt,vingt,72
treize,treize,72
<Fin nombre>,<>,<>
;,;,p
-,-,p
et,et,82
des,de,81
des,le,71
souvenirs,souvenir,21
presque,presque,60
personnels,personnel,30
animaient,animer,18
les,le,71
plates,plat,30
descriptions,description,22
de,de,81
l',le,71
auteur,auteur,21
/.,/.,P
dans,dans,81
ce,ce,74
temps,temps,21
là,là,60
",",",",p
les,le,71
grandes,grand,30
routes,route,22
étaient,être,18
couvertes,couvrir,12
de,de,81
soldats,soldat,21
qui,qui,52
chantaient,chanter,18
la,le,71
Marseillaise,Marseillais,20
/.,/.,P
sur,sur,81
le,le,71
seuil,seuil,21
des,de,81
des,le,71
portes,porte,22
",",",",p
des,de,81
des,le,71
femmes,femme,22
assises,assis,31
cousaient,coudre,18
de,de,81
la,le,71
toile,toile,22
",",",",p
pour,pour,81
faire,faire,14
des,de,81
des,le,71
tentes,tente,22
/.,/.,P
quelquefois,quelquefois,60
",",",",p
arrivait,arriver,18
un,un,71
flot,flot,21
d',de,81
hommes,homme,21
en,en,81
bonnet,bonnet,21
rouge,rouge,30
",",",",p
inclinant,incliner,13
au,à,81
au,le,71
bout,bout,21
d',de,81
une,un,71
pique,pique,22
une,un,71
tête,tête,22
décolorée,décoloré,31
",",",",p
dont,dont,52
les,le,71
cheveux,cheveu,21
pendaient,pendre,18
/.,/.,P
la,le,71
haute,haut,30
tribune,tribune,22
de,de,81
la,le,71
convention,convention,22
dominait,dominer,18
un,un,71
nuage,nuage,21
de,de,81
poussière,poussière,22
",",",",p
où,où,60
des,de,81
des,le,71
visages,visage,21
furieux,furieux,30
hurlaient,hurler,18
des,de,81
des,le,71
cris,cri,21
de,de,81
mort,mort,21
/.,/.,P
quand,quand,83
on,on,51
passait,passer,18
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
jour,jour,21
près,près,81
du,de,81
du,le,71
bassin,bassin,21
des,de,81
des,le,71
Tuileries,Tuileries,20
",",",",p
on,on,51
entendait,entendre,18
le,le,71
heurt,heurt,21
de,de,81
la,le,71
guillotine,guillotine,22
",",",",p
pareil,pareil,30
à,à,81
des,de,81
des,le,71
coups,coup,21
de,de,81
mouton,mouton,21
/.,/.,P
et,et,82
la,le,71
brise,brise,22
remuait,remuer,18
les,le,71
pampres,pampre,21
de,de,81
la,le,71
tonnelle,tonnelle,22
",",",",p
les,le,71
orges,orge,22
mûres,mûr,30
se,se,51
balançaient,balancer,18
par,par,81
intervalles,intervalle,21
",",",",p
un,un,71
merle,merle,21
sifflait,siffler,18
/.,/.,P
en,en,81
portant,porter,13
des,de,81
des,le,71
regards,regard,21
autour,autour,60
d',de,81
eux,ils,51
",",",",p
ils,ils,51
savouraient,savourer,18
cette,ce,74
tranquillité,tranquillité,22
/.,/.,P
quel,quel,75
dommage,dommage,21
que,que,52
dès,dès,81
le,le,71
commencement,commencement,21
",",",",p
on,on,51
n',ne,60
ait,avoir,17
pu,pouvoir,12
s',se,51
entendre,entendre,14
-,-,p
car,car,82
si,si,83
les,le,71
royalistes,royaliste,21
avaient,avoir,18
pensé,penser,12
comme,comme,83
les,le,71
patriotes,patriote,21
",",",",p
si,si,83
la,le,71
cour,cour,22
y,y,52
avait,avoir,18
mis,mettre,12
plus,plus,60
de,de,81
franchise,franchise,22
",",",",p
et,et,82
ses,son,73
adversaires,adversaire,21
moins,moins,60
de,de,81
violence,violence,22
",",",",p
bien,bien,60
des,de,81
des,le,71
malheurs,malheur,21
ne,ne,60
seraient,être,16
pas,pas,60
arrivés,arriver,12
/.,/.,P
à,à,81
force,force,22
de,de,81
bavarder,bavarder,14
là-dessus,là-dessus,60
",",",",p
ils,ils,51
se,se,51
passionnèrent,passionner,19
/.,/.,P
Bouvard,Bouvard,20
",",",",p
esprit,esprit,21
libéral,libéral,30
et,et,82
coeur,coeur,21
sensible,sensible,30
",",",",p
fut,être,19
constitutionnel,constitutionnel,30
",",",",p
girondin,girondin,30
",",",",p
thermidorien,thermidorien,30
/.,/.,P
Pécuchet,Pécuchet,20
",",",",p
bilieux,bilieux,30
et,et,82
de,de,81
tendances,tendance,22
autoritaires,autoritaire,30
",",",",p
se,se,51
déclara,déclarer,19
sans-culotte,sans-culotte,21
et,et,82
même,même,60
robespierriste,robespierriste,21
/.,/.,P
il,il,51
approuvait,approuver,18
la,le,71
condamnation,condamnation,22
du,de,81
du,le,71
roi,roi,21
",",",",p
les,le,71
décrets,décret,21
les,le,71
plus,plus,60
violents,violent,30
",",",",p
le,le,71
culte,culte,21
de,de,81
l',le,71
être,être,21
suprême,suprême,30
/.,/.,P
Bouvard,Bouvard,20
préférait,préférer,18
celui,celui,52
de,de,81
la,le,71
nature,nature,22
/.,/.,P
il,il,51
aurait,avoir,16
salué,saluer,12
avec,avec,81
plaisir,plaisir,21
l',le,71
image,image,22
d',de,81
une,un,71
grosse,gros,30
femme,femme,22
",",",",p
versant,versant,21
de,de,81
ses,son,73
mamelles,mamelle,22
à,à,81
ses,son,73
adorateurs,adorateur,21
",",",",p
non,non,60
pas,pas,60
de,de,81
l',le,71
eau,eau,22
",",",",p
mais,mais,82
du,de,81
du,le,71
chambertin,chambertin,21
/.,/.,P
pour,pour,81
avoir,avoir,14
plus,plus,60
de,de,81
faits,fait,21
à,à,81
l',le,71
appui,appui,21
de,de,81
leurs,leur,73
arguments,argument,21
",",",",p
ils,ils,51
se,se,51
procurèrent,procurer,19
d',de,81
autres,autre,75
ouvrages,ouvrage,21
",",",",p
Montgaillard,Montgaillard,20
",",",",p
Prudhomme,Prudhomme,20
",",",",p
Gallois,Gallois,20
",",",",p
Lacretelle,Lacretelle,20
",",",",p
etc,et cetera,91
;,;,p
et,et,82
les,le,71
contradictions,contradiction,22
de,de,81
ces,ce,74
livres,livre,21
ne,ne,60
les,le,52
embarrassaient,embarrasser,18
nullement,nullement,60
/.,/.,P
chacun,chacun,52
y,y,52
prenait,prendre,18
ce,ce,52
qui,qui,52
pouvait,pouvoir,18
défendre,défendre,14
sa,son,73
cause,cause,22
/.,/.,P
ainsi,ainsi,60
Bouvard,Bouvard,20
ne,ne,60
doutait,douter,18
pas,pas,60
que,que,83
Danton,Danton,20
eût,avoir,19
accepté,accepter,12
cent,cent,72
mille,mille,72
écus,écu,21
pour,pour,81
faire,faire,14
des,de,81
des,le,71
motions,motion,22
qui,qui,52
perdraient,perdre,16
la,le,71
république,république,22
;,;,p
-,-,p
et,et,82
selon,selon,81
Pécuchet,Pécuchet,20
Vergniaud,Vergniaud,20
aurait,avoir,16
demandé,demander,12
six,six,72
mille,mille,72
francs,franc,21
par,par,81
mois,mois,21
/.,/.,P
-,-,p
“,“,p
jamais,jamais,60
de,de,81
la,le,71
vie,vie,22
/!,/!,P
explique,expliquer,17
moi,moi,51
plutôt,plutôt,60
",",",",p
pourquoi,pourquoi,60
la,le,71
soeur,soeur,22
de,de,81
Robespierre,Robespierre,20
avait,avoir,18
une,un,71
pension,pension,22
de,de,81
Louis XVIII,Louis XVIII,20
/?,/?,P
pas,pas,60
du,de,81
du,le,71
tout,tout,21
!,!,p
c',ce,52
était,être,18
de,de,81
Bonaparte,Bonaparte,20
;,;,p
et,et,82
puisque,puisque,83
tu,tu,51
le,le,52
prends,prendre,17
comme,comme,83
ça,ça,52
",",",",p
quel,quel,52
est,être,17
le,le,71
personnage,personnage,21
qui,qui,52
peu,peu,60
de,de,81
temps,temps,21
avant,avant,81
la,le,71
mort,mort,22
d',de,81
égalité,égalité,22
eut,avoir,19
avec,avec,81
lui,lui,51
une,un,71
conférence,conférence,22
secrète,secret,30
/?,/?,P
je,je,51
veux,vouloir,17
qu',que,83
on,on,51
réimprime,réimprimer,17
dans,dans,81
les,le,71
mémoires,mémoire,22
de,de,81
la,le,71
Campan,Campan,20
les,le,71
paragraphes,paragraphe,21
supprimés,supprimé,31
/!,/!,P
le,le,71
décès,décès,21
du,de,81
du,le,71
Dauphin,Dauphin,20
me,je,51
paraît,paraître,17
louche,louche,30
/.,/.,P
la,le,71
poudrière,poudrière,22
de,de,81
Grenelle,Grenelle,20
en,en,81
sautant,sauter,13
tua,tuer,19
deux,deux,72
mille,mille,72
personnes,personne,22
/!,/!,P
cause,cause,22
inconnue,inconnu,30
",",",",p
dit,dire,19
on,on,51
",",",",p
quelle,quel,75
bêtise,bêtise,22
!,!,p
car,car,82
Pécuchet,Pécuchet,20
n',ne,60
était,être,18
pas,pas,60
loin,loin,60
de,de,81
la,le,52
connaître,connaître,14
",",",",p
et,et,82
rejetait,rejeter,18
tous,tout,75
les,le,71
crimes,crime,21
sur,sur,81
les,le,71
manoeuvres,manoeuvre,22
des,de,81
des,le,71
aristocrates,aristocrate,21
",",",",p
l',le,71
or,or,21
de,de,81
l',le,71
étranger,étranger,21
/.,/.,P
dans,dans,81
l',le,71
esprit,esprit,21
de,de,81
Bouvard,Bouvard,20
",",",",p
montez,monter,17
au,à,81
au,le,71
ciel,ciel,21
fils,fils,21
de,de,81
saint-Louis,saint-Louis,21
",",",",p
les,le,71
vierges,vierge,22
de,de,81
Verdun,Verdun,20
et,et,82
les,le,71
culottes,culotte,22
en,en,81
peau,peau,22
humaine,humain,30
étaient,être,18
indiscutables,indiscutable,30
/.,/.,P
il,il,51
acceptait,accepter,18
les,le,71
listes,liste,22
de,de,81
Prudhomme,Prudhomme,20
",",",",p
un,un,71
million,million,21
de,de,81
victimes,victime,22
tout,tout,60
juste,juste,60
/.,/.,P
mais,mais,82
la,le,71
Loire,Loire,20
rouge,rouge,30
de,de,81
sang,sang,21
depuis,depuis,81
Saumur,Saumur,20
jusqu',jusque,81
à,à,81
Nantes,Nantes,20
",",",",p
dans,dans,81
une,un,71
longueur,longueur,22
de,de,81
dix,dix,72
huit,huit,72
lieues,lieue,22
",",",",p
le,le,52
fit,faire,19
songer,songer,14
/.,/.,P
Pécuchet,Pécuchet,20
également,également,60
conçut,concevoir,19
des,de,81
des,le,71
doutes,doute,21
",",",",p
et,et,82
ils,ils,51
prirent,prendre,19
en,en,81
méfiance,méfiance,22
les,le,71
historiens,historien,21
/.,/.,P
la,le,71
révolution,révolution,22
est,être,17
pour,pour,81
les,le,71
uns,un,52
",",",",p
un,un,71
événement,événement,21
satanique,satanique,30
/.,/.,P
d',de,81
autres,autre,52
la,le,52
proclament,proclamer,17
une,un,71
exception,exception,22
sublime,sublime,30
/.,/.,P
les,le,71
vaincus,vaincu,21
de,de,81
chaque,chaque,75
côté,côté,21
",",",",p
naturellement,naturellement,60
sont,être,17
des,de,81
des,le,71
martyrs,martyr,21
/.,/.,P
Thierry,Thierry,20
démontre,démontrer,17
",",",",p
à,à,81
propos,propos,21
des,de,81
des,le,71
barbares,barbare,21
",",",",p
combien,combien,60
il,il,51
est,être,17
sot,sot,30
de,de,81
rechercher,rechercher,14
si,si,83
tel,tel,75
prince,prince,21
fut,être,19
bon,bon,30
ou,ou,82
fut,être,19
mauvais,mauvais,30
/.,/.,P
pourquoi,pourquoi,60
ne,ne,60
pas,pas,60
suivre,suivre,14
cette,ce,74
méthode,méthode,22
dans,dans,81
l',le,71
examen,examen,21
des,de,81
des,le,71
époques,époque,22
plus,plus,60
récentes,récent,30
/?,/?,P
mais,mais,82
l',le,71
histoire,histoire,22
doit,devoir,17
venger,venger,14
la,le,71
morale,morale,22
;,;,p
on,on,51
est,être,17
reconnaissant,reconnaissant,30
à,à,81
Tacite,Tacite,20
d',de,81
avoir,avoir,14
déchiré,déchirer,12
Tibère,Tibère,20
/.,/.,P
après,après,81
tout,tout,52
",",",",p
que,que,83
la,le,71
Reine,Reine,20
ait,avoir,17
eu,avoir,12
des,de,81
des,le,71
amants,amant,21
",",",",p
que,que,52
Dumouriez,Dumouriez,20
dès,dès,81
Valmy,Valmy,20
se,se,51
proposât,proposer,18
de,de,81
trahir,trahir,14
",",",",p
en,en,81
prairial,prairial,21
que,que,52
ce,ce,52
soit,être,17
la,le,71
montagne,montagne,22
ou,ou,82
la,le,71
Gironde,Gironde,20
qui,qui,52
ait,avoir,17
commencé,commencer,12
",",",",p
et,et,82
en,en,81
thermidor,thermidor,21
les,le,71
jacobins,jacobin,21
ou,ou,82
la,le,71
plaine,plaine,22
",",",",p
qu',que,52
importe,importer,17
au,à,81
au,le,71
développement,développement,21
de,de,81
la,le,71
révolution,révolution,22
",",",",p
dont,dont,52
les,le,71
origines,origine,22
sont,être,17
profondes,profond,30
et,et,82
les,le,71
résultats,résultat,21
incalculables,incalculable,30
/!,/!,P
donc,donc,82
",",",",p
elle,il,51
devait,devoir,18
s',se,51
accomplir,accomplir,14
",",",",p
être,être,14
ce,ce,52
qu',que,83
elle,il,51
fut,être,19
;,;,p
mais,mais,82
supposez,supposer,17
la,le,71
fuite,fuite,22
du,de,81
du,le,71
roi,roi,21
sans,sans,81
entrave,entrave,22
",",",",p
Robespierre,Robespierre,20
s',se,51
échappant,échapper,13
ou,ou,82
Bonaparte,Bonaparte,20
assassiné,assassiné,31
-,-,p
hasards,hasard,21
qui,qui,52
dépendaient,dépendre,18
d',de,81
un,un,71
aubergiste,aubergiste,21
moins,moins,60
scrupuleux,scrupuleux,30
",",",",p
d',de,81
une,un,71
porte,porte,22
ouverte,ouvert,31
",",",",p
d',de,81
une,un,71
sentinelle,sentinelle,22
endormie,endormi,31
",",",",p
et,et,82
le,le,71
train,train,21
du,de,81
du,le,71
monde,monde,21
changeait,changer,18
/.,/.,P
ils,ils,51
n',ne,60
avaient,avoir,18
plus,plus,60
sur,sur,81
les,le,71
hommes,homme,21
et,et,82
les,le,71
faits,fait,21
de,de,81
cette,ce,74
époque,époque,22
",",",",p
une,un,71
seule,seul,30
idée,idée,22
d',de,81
aplomb,aplomb,21
/.,/.,P
pour,pour,81
la,le,52
juger,juger,14
impartialement,impartialement,60
",",",",p
il,il,51
faudrait,falloir,16
avoir,avoir,14
lu,lire,12
toutes,tout,75
les,le,71
histoires,histoire,22
",",",",p
tous,tout,75
les,le,71
mémoires,mémoire,22
",",",",p
tous,tout,75
les,le,71
journaux,journal,21
et,et,82
toutes,tout,75
les,le,71
pièces,pièce,22
manuscrites,manuscrit,30
",",",",p
car,car,82
de,de,81
la,le,71
moindre,moindre,30
omission,omission,22
une,un,71
erreur,erreur,22
peut,pouvoir,17
dépendre,dépendre,14
qui,qui,52
en,en,52
amènera,amener,15
d',de,81
autres,autre,52
à,à,81
l',le,71
infini,infini,21
/.,/.,P
ils,ils,51
y,y,52
renoncèrent,renoncer,19
/.,/.,P
mais,mais,82
le,le,71
goût,goût,21
de,de,81
l',le,71
histoire,histoire,22
leur,leur,52
était,être,18
venu,venir,12
",",",",p
le,le,71
besoin,besoin,21
de,de,81
la,le,71
vérité,vérité,22
pour,pour,81
elle-même,lui-même,51
/.,/.,P
peut-être,peut-être,60
",",",",p
est,être,17
elle,il,51
plus,plus,60
facile,facile,30
à,à,81
découvrir,découvrir,14
dans,dans,81
les,le,71
époques,époque,22
anciennes,ancien,30
/?,/?,P
les,le,71
auteurs,auteur,21
",",",",p
étant,être,13
loin,loin,60
des,de,81
des,le,71
choses,chose,22
",",",",p
doivent,devoir,17
en,en,52
parler,parler,14
sans,sans,81
passion,passion,22
/.,/.,P
et,et,82
ils,ils,51
commencèrent,commencer,19
le,le,71
bon,bon,30
Rollin,Rollin,20
/.,/.,P
-,-,p
“,“,p
quel,quel,75
tas,tas,21
de,de,81
balivernes,baliverne,22
!,!,p
s',se,51
écria,écrier,19
Bouvard,Bouvard,20
",",",",p
dès,dès,81
le,le,71
premier,premier,72
chapitre,chapitre,21
/.,/.,P
-,-,p
“,“,p
attends,attendre,17
un,un,71
peu,peu,60
“,“,p
dit,dire,19
Pécuchet,Pécuchet,20
",",",",p
en,en,81
fouillant,fouiller,13
dans,dans,81
le,le,71
bas,bas,21
de,de,81
leur,leur,73
bibliothèque,bibliothèque,22
",",",",p
où,où,60
s',se,51
entassaient,entasser,18
les,le,71
livres,livre,21
du,de,81
du,le,71
dernier,dernier,21
propriétaire,propriétaire,30
",",",",p
un,un,71
vieux,vieux,30
jurisconsulte,jurisconsulte,21
",",",",p
maniaque,maniaque,30
et,et,82
bel,beau,30
esprit,esprit,21
;,;,p
-,-,p
et,et,82
ayant,avoir,13
déplacé,déplacer,12
beaucoup,beaucoup,60
de,de,81
romans,roman,21
et,et,82
de,de,81
pièces,pièce,22
de,de,81
théâtre,théâtre,21
",",",",p
avec,avec,81
un,un,71
Montesquieu,Montesquieu,20
et,et,82
des,de,81
des,le,71
traductions,traduction,22
d',de,81
Horace,Horace,20
",",",",p
il,il,51
atteignit,atteindre,19
ce,ce,52
qu',que,52
il,il,51
cherchait,chercher,18
:,:,p
l',le,71
ouvrage,ouvrage,21
de,de,81
Beaufort,Beaufort,20
sur,sur,81
l',le,71
histoire,histoire,22
romaine,romain,30
/.,/.,P
Tite-Live,Tite-Live,20
attribue,attribuer,17
la,le,71
fondation,fondation,22
de,de,81
Rome,Rome,20
à,à,81
Romulus,Romulus,20
/.,/.,P
Salluste,Salluste,20
en,en,52
fait,faire,17
honneur,honneur,21
aux,à,81
aux,le,71
Troyens,Troyen,20
d',de,81
Enée,Enée,20
/.,/.,P
Coriolan,Coriolan,20
mourut,mourir,19
en,en,81
exil,exil,21
selon,selon,81
Fabius,Fabius,20
Pictor,Pictor,20
",",",",p
par,par,81
les,le,71
stratagèmes,stratagème,21
d',de,81
Attius,Attius,20
Tullus,Tullus,20
",",",",p
si,si,83
l',l',94
on,on,51
en,en,52
croit,croire,17
Denys,Denys,20
;,;,p
Sénèque,Sénèque,20
affirme,affirmer,17
qu',que,83
Horatius,Horatius,20
Coclès,Coclès,20
s',se,51
en,en,52
retourna,retourner,19
victorieux,victorieux,30
",",",",p
Dion,Dion,20
qu',que,52
il,il,51
fut,être,19
blessé,blesser,12
à,à,81
la,le,71
jambe,jambe,22
/.,/.,P
et,et,82
La Mothe le Vayer,La Mothe le Vayer,20
émet,émettre,17
des,de,81
des,le,71
doutes,doute,21
pareils,pareil,30
",",",",p
relativement,relativement,60
aux,à,81
aux,le,71
autres,autre,75
peuples,peuple,21
/.,/.,P
on,on,51
n',ne,60
est,être,17
pas,pas,60
d'accord,d'accord,60
sur,sur,81
l',le,71
antiquité,antiquité,22
des,de,81
des,le,71
Chaldéens,Chaldéen,20
",",",",p
le,le,71
siècle,siècle,21
d',de,81
Homère,Homère,20
",",",",p
l',le,71
existence,existence,22
de,de,81
Zoroastre,Zoroastre,20
",",",",p
les,le,71
deux,deux,72
empires,empire,21
d',de,81
Assyrie,Assyrie,20
/.,/.,P
Quinte,Quinte,20
Curce,Curce,20
a,avoir,17
fait,faire,12
des,de,81
des,le,71
contes,conte,21
/.,/.,P
Plutarque,Plutarque,20
dément,démentir,17
Hérodote,Hérodote,20
/.,/.,P
nous,nous,51
aurions,avoir,16
de,de,81
César,César,20
une,un,71
autre,autre,75
idée,idée,22
",",",",p
si,si,83
le,le,71
Vercingétorix,Vercingétorix,20
avait,avoir,18
écrit,écrire,12
ses,son,73
commentaires,commentaire,21
/.,/.,P
l',le,71
histoire,histoire,22
ancienne,ancien,30
est,être,17
obscure,obscur,30
par,par,81
le,le,71
défaut,défaut,21
de,de,81
documents,document,21
/.,/.,P
ils,ils,51
abondent,abonder,17
dans,dans,81
la,le,71
moderne,moderne,30
;,;,p
-,-,p
et,et,82
Bouvard,Bouvard,20
et,et,82
Pécuchet,Pécuchet,20
revinrent,revenir,19
à,à,81
la,le,71
France,France,20
",",",",p
entamèrent,entamer,19
Sismondi,Sismondi,20
/.,/.,P
la,le,71
succession,succession,22
de,de,81
tant,tant,60
d',de,81
hommes,homme,21
leur,leur,52
donnait,donner,18
envie,envie,22
de,de,81
les,le,52
connaître,connaître,14
plus,plus,60
profondément,profondément,60
",",",",p
de,de,81
s',se,51
y,y,52
mêler,mêler,14
/.,/.,P
ils,ils,51
voulaient,vouloir,18
parcourir,parcourir,14
les,le,71
originaux,original,21
",",",",p
Grégoire,Grégoire,20
de,de,81
Tours,Tours,20
",",",",p
Monstrelet,Monstrelet,20
",",",",p
Commines,Commines,20
",",",",p
tous,tout,75
ceux,celui,52
dont,dont,52
les,le,71
noms,nom,21
étaient,être,18
bizarres,bizarre,30
ou,ou,82
agréables,agréable,30
/.,/.,P
mais,mais,82
les,le,71
événements,événement,21
s',se,51
embrouillèrent,embrouiller,19
faute,faute,22
de,de,81
savoir,savoir,14
les,le,71
dates,date,22
/.,/.,P
heureusement,heureusement,60
qu',que,83
ils,ils,51
possédaient,posséder,18
la,le,71
mnémotechnie,mnémotechnie,21
de,de,81
Dumouchel,Dumouchel,20
",",",",p
un,un,71
in,in,92
<Nombre 12>,<>,<>
douze,douze,72
<Fin nombre>,<>,<>
cartonné,cartonné,31
avec,avec,81
cette,ce,74
épigraphe,épigraphe,22
:,:,p
“,“,p
instruire,instruire,14
en,en,81
amusant,amuser,13
/.,/.,P
“,“,p
elle,il,51
combinait,combiner,18
les,le,71
trois,trois,72
systèmes,système,21
d',de,81
Allévy,Allévy,20
",",",",p
de,de,81
Pâris,Pâris,20
",",",",p
et,et,82
de,de,81
Feinaigle,Feinaigle,20
/.,/.,P
Allévy,Allévy,20
transforme,transformer,17
les,le,71
chiffres,chiffre,21
en,en,81
figures,figure,22
",",",",p
le,le,71
nombre,nombre,21
<Nombre 1>,<>,<>
un,un,72
<Fin nombre>,<>,<>
s',se,51
exprimant,exprimer,13
par,par,81
une,un,71
tour,tour,22
",",",",p
<Nombre 2>,<>,<>
deux,deux,72
<Fin nombre>,<>,<>
par,par,81
un,un,71
oiseau,oiseau,21
",",",",p
<Nombre 3>,<>,<>
trois,trois,72
<Fin nombre>,<>,<>
par,par,81
un,un,71
chameau,chameau,21
",",",",p
ainsi,ainsi,60
du,de,81
du,le,71
reste,reste,21
/.,/.,P
Pâris,Pâris,20
frappe,frapper,17
l',le,71
imagination,imagination,22
au,à,81
au,le,71
moyen,moyen,21
de,de,81
rébus,rébus,21
;,;,p
un,un,71
fauteuil,fauteuil,21
garni,garni,31
de,de,81
clous,clou,21
à,à,81
vis,vis,22
donnera,donner,15
:,:,p
Clou,Clou,20
",",",",p
vis,vivre,17
égal,égal,30
à,à,81
Clovis,Clovis,20
;,;,p
et,et,82
comme,comme,83
le,le,71
bruit,bruit,21
de,de,81
la,le,71
friture,friture,22
fait,faire,17
“,“,p
ric,ric,93
",",",",p
ric,ric,93
“,“,p
des,de,81
des,le,71
merles,merle,21
dans,dans,81
une,un,71
poêle,poêle,22
rappelleront,rappeler,15
Chilpéric,Chilpéric,20
/.,/.,P
Feinaigle,Feinaigle,20
divise,diviser,17
l',le,71
univers,univers,21
en,en,81
maisons,maison,22
",",",",p
qui,qui,52
contiennent,contenir,17
des,de,81
des,le,71
chambres,chambre,22
",",",",p
ayant,avoir,13
chacune,chacun,52
quatre,quatre,72
parois,paroi,22
à,à,81
neuf,neuf,72
panneaux,panneau,21
",",",",p
chaque,chaque,75
panneau,panneau,21
portant,portant,30
un,un,71
emblème,emblème,21
/.,/.,P
donc,donc,82
",",",",p
le,le,71
premier,premier,72
roi,roi,21
de,de,81
la,le,71
première,premier,72
dynastie,dynastie,22
occupera,occuper,15
dans,dans,81
la,le,71
première,premier,72
chambre,chambre,22
le,le,71
premier,premier,72
panneau,panneau,21
/.,/.,P
un,un,71
phare,phare,21
sur,sur,81
un,un,71
mont,mont,21
dira,dire,15
comment,comment,60
il,il,51
s',se,51
appelait,appeler,18
“,“,p
Phar à Mond,Phar à Mond,20
“,“,p
système,système,21
Pâris,Pâris,20
-,-,p
et,et,82
d',de,81
après,après,81
le,le,71
conseil,conseil,21
/.,/.,P
