11663
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-huitième extrait>,<>,<>
ai,avoir,17
entrepris,entreprendre,12
tout,tout,60
à,à,81
l',le,71
heure,heure,22
devant,devant,81
vous,vous,51
;,;,p
mais,mais,82
peut-être,peut-être,60
me,je,51
suis,être,17
je,je,51
trop,trop,60
hâté,hâter,12
:,:,p
je,je,51
le,le,52
crois,croire,17
à,à,81
présent,présent,21
/.,/.,P
que,que,52
il,il,51
se,se,51
réjouisse,réjouir,17
;,;,p
il,il,51
m',je,51
attendait,attendre,18
/.,/.,P
sans,sans,81
doute,doute,21
il,il,51
a,avoir,17
prévu,prévoir,12
que,que,83
ce,ce,52
serait,être,16
le,le,71
plus,plus,60
jeune,jeune,30
qui,qui,52
manquerait,manquer,16
de,de,81
patience,patience,22
;,;,p
s',si,83
il,il,51
en,en,52
est,être,17
ainsi,ainsi,60
",",",",p
il,il,51
a,avoir,17
bien,bien,60
joué,jouer,12
/.,/.,P
cependant,cependant,82
",",",",p
sans,sans,81
l',le,71
amour,amour,21
qui,qui,52
m',je,51
a,avoir,17
précipité,précipiter,12
",",",",p
j',je,51
aurais,avoir,16
été,être,12
plus,plus,60
fort,fort,30
que,que,83
lui,lui,51
",",",",p
quoique,quoique,83
vertueux,vertueux,30
/.,/.,P
ici,ici,60
",",",",p
un,un,71
changement,changement,21
presque,presque,60
subit,subit,30
se,se,51
fit,faire,19
sur,sur,81
les,le,71
traits,trait,21
de,de,81
Cinq-Mars,Cinq-Mars,20
;,;,p
il,il,51
rougit,rougir,19
et,et,82
pâlit,pâlir,19
deux,deux,72
fois,fois,22
",",",",p
et,et,82
les,le,71
veines,veine,22
de,de,81
son,son,73
front,front,21
s',se,51
élevaient,élever,18
comme,comme,83
des,de,81
des,le,71
lignes,ligne,22
bleues,bleu,30
tracées,tracé,31
par,par,81
une,un,71
main,main,22
invisible,invisible,30
/.,/.,P
-,-,p
oui,oui,60
",",",",p
ajouta,ajouter,19
t,t,94
il,il,51
en,en,81
se,se,51
levant,lever,13
et,et,82
tordant,tordre,13
ses,son,73
mains,main,22
avec,avec,81
une,un,71
force,force,22
qui,qui,52
annonçait,annoncer,18
un,un,71
violent,violent,30
désespoir,désespoir,21
concentré,concentré,31
dans,dans,81
son,son,73
coeur,coeur,21
",",",",p
tous,tout,75
les,le,71
supplices,supplice,21
dont,dont,52
l',le,71
amour,amour,21
peut,pouvoir,17
torturer,torturer,14
ses,son,73
victimes,victime,22
",",",",p
je,je,51
les,le,52
porte,porter,17
dans,dans,81
mon,mon,73
sein,sein,21
/.,/.,P
cette,ce,74
jeune,jeune,30
enfant,enfant,21
timide,timide,30
",",",",p
pour,pour,81
qui,qui,52
je,je,51
remuerais,remuer,16
des,de,81
des,le,71
empires,empire,21
",",",",p
pour,pour,81
qui,qui,52
j',je,51
ai,avoir,17
tout,tout,52
subi,subir,12
",",",",p
jusqu',jusque,81
à,à,81
la,le,71
faveur,faveur,22
d',de,81
un,un,71
prince,prince,21
(,(,p
et,et,82
qui,qui,52
peut-être,peut-être,60
n',ne,60
a,avoir,17
pas,pas,60
senti,sentir,12
tout,tout,52
ce,ce,52
que,que,52
j',je,51
ai,avoir,17
fait,faire,12
pour,pour,81
elle,il,51
),),p
",",",",p
ne,ne,60
peut,pouvoir,17
encore,encore,60
être,être,14
à,à,81
moi,moi,51
/.,/.,P
elle,il,51
m',je,51
appartient,appartenir,17
devant,devant,81
dieu,dieu,21
",",",",p
et,et,82
je,je,51
lui,lui,51
parais,paraître,17
étranger,étranger,30
;,;,p
que,que,52
dis,dire,17
je,je,51
?,?,p
il,il,51
faut,falloir,17
que,que,83
j',je,51
entende,entendre,17
discuter,discuter,14
chaque,chaque,75
jour,jour,21
",",",",p
devant,devant,81
moi,moi,51
",",",",p
lequel,lequel,52
des,de,81
des,le,71
trônes,trône,21
de,de,81
l',le,71
Europe,Europe,20
lui,lui,51
conviendra,convenir,15
le,le,71
mieux,mieux,60
",",",",p
dans,dans,81
des,de,81
des,le,71
conversations,conversation,22
où,où,60
je,je,51
ne,ne,60
peux,pouvoir,17
même,même,60
élever,élever,14
la,le,71
voix,voix,22
pour,pour,81
avoir,avoir,14
une,un,71
opinion,opinion,22
",",",",p
tant,tant,60
on,on,51
est,être,17
loin,loin,60
de,de,81
me,je,51
mettre,mettre,14
sur,sur,81
les,le,71
rangs,rang,21
",",",",p
et,et,82
dans,dans,81
lesquelles,lequel,52
on,on,51
dédaigne,dédaigner,17
pour,pour,81
elle,il,51
les,le,71
princes,prince,21
de,de,81
sang,sang,21
royal,royal,30
qui,qui,52
marchent,marcher,17
encore,encore,60
devant,devant,81
moi,moi,51
/.,/.,P
il,il,51
faut,falloir,17
que,que,83
je,je,51
me,je,51
cache,cacher,17
comme,comme,83
un,un,71
coupable,coupable,21
pour,pour,81
entendre,entendre,14
à,à,81
travers,travers,21
les,le,71
grilles,grille,22
la,le,71
voix,voix,22
de,de,81
celle,celui,52
qui,qui,52
est,être,17
ma,mon,73
femme,femme,22
;,;,p
il,il,51
faut,falloir,17
qu',que,83
en,en,81
public,public,21
je,je,51
m',je,51
incline,incliner,17
devant,devant,81
elle,il,51
!,!,p
son,son,73
amant,amant,21
et,et,82
son,son,73
mari,mari,21
dans,dans,81
l',le,71
ombre,ombre,22
",",",",p
son,son,73
serviteur,serviteur,21
au,à,81
au,le,71
grand,grand,30
jour,jour,21
/!,/!,P
c',ce,52
en,en,52
est,être,17
trop,trop,60
;,;,p
je,je,51
ne,ne,60
puis,pouvoir,17
vivre,vivre,14
ainsi,ainsi,60
;,;,p
il,il,51
faut,falloir,17
faire,faire,14
le,le,71
dernier,dernier,30
pas,pas,21
",",",",p
qu',que,52
il,il,51
m',je,51
élève,élever,17
ou,ou,82
me,je,51
précipite,précipiter,17
/.,/.,P
-,-,p
et,et,82
",",",",p
pour,pour,81
votre,votre,73
bonheur,bonheur,21
personnel,personnel,30
",",",",p
vous,vous,51
voulez,vouloir,17
renverser,renverser,14
un,un,71
Etat,état,21
/!,/!,P
le,le,71
bonheur,bonheur,21
de,de,81
l',le,71
Etat,état,21
s',se,51
accorde,accorder,17
avec,avec,81
le,le,71
mien,mien,52
/.,/.,P
je,je,51
le,le,52
fais,faire,17
en,en,81
passant,passer,13
",",",",p
si,si,83
je,je,51
détruis,détruire,17
le,le,71
tyran,tyran,21
du,de,81
du,le,71
roi,roi,21
/.,/.,P
l',le,71
horreur,horreur,22
que,que,52
m',je,51
inspire,inspirer,17
cet,ce,74
homme,homme,21
est,être,17
passée,passer,12
dans,dans,81
mon,mon,73
sang,sang,21
/.,/.,P
autrefois,autrefois,60
",",",",p
en,en,81
venant,venir,13
le,le,52
trouver,trouver,14
",",",",p
je,je,51
rencontrai,rencontrer,19
sur,sur,81
mes,mon,73
pas,pas,21
son,son,73
plus,plus,60
grand,grand,30
crime,crime,21
",",",",p
l',le,71
assassinat,assassinat,21
et,et,82
la,le,71
torture,torture,22
d',de,81
Urbain,Urbain,20
Grandier,Grandier,20
;,;,p
il,il,51
est,être,17
le,le,71
génie,génie,21
du,de,81
du,le,71
mal,mal,21
pour,pour,81
le,le,71
malheureux,malheureux,30
roi,roi,21
",",",",p
je,je,51
le,le,52
conjurerai,conjurer,15
:,:,p
j',je,51
aurais,avoir,16
pu,pouvoir,12
devenir,devenir,14
celui,celui,52
du,de,81
du,le,71
bien,bien,21
pour,pour,81
Louis XIII,Louis XIII,20
;,;,p
c',ce,52
était,être,18
une,un,52
des,de,81
des,le,71
pensées,pensée,22
de,de,81
Marie,Marie,20
",",",",p
sa,son,73
pensée,pensée,22
la,le,71
plus,plus,60
chère,cher,30
/.,/.,P
mais,mais,82
je,je,51
crois,croire,17
que,que,83
je,je,51
ne,ne,60
triompherai,triompher,15
pas,pas,60
dans,dans,81
l',le,71
âme,âme,22
tourmentée,tourmenté,31
du,de,81
du,le,71
roi,roi,21
/.,/.,P
-,-,p
sur,sur,81
quoi,quoi,52
comptez,compter,17
vous,vous,51
donc,donc,82
?,?,p
dit,dire,19
de,de,81
Thou,Thou,20
/.,/.,P
-,-,p
sur,sur,81
un,un,71
coup,coup,21
de,de,81
dés,dé,21
/.,/.,P
si,si,83
sa,son,73
volonté,volonté,22
peut,pouvoir,17
cette,ce,74
fois,fois,22
durer,durer,14
quelques,quelque,75
heures,heure,22
",",",",p
j',je,51
ai,avoir,17
gagné,gagner,12
;,;,p
c',ce,52
est,être,17
un,un,71
dernier,dernier,30
calcul,calcul,21
auquel,à,81
auquel,lequel,52
est,être,17
suspendue,suspendre,12
ma,mon,73
destinée,destinée,22
/.,/.,P
-,-,p
et,et,82
celle,celui,52
de,de,81
votre,votre,73
Marie,Marie,20
/!,/!,P
l',le,52
avez,avoir,17
vous,vous,51
cru,croire,12
!,!,p
dit,dire,19
impétueusement,impétueusement,60
Cinq-Mars,Cinq-Mars,20
/.,/.,P
non,non,60
",",",",p
non,non,60
!,!,p
s',si,83
il,il,51
m',je,51
abandonne,abandonner,17
",",",",p
je,je,51
signe,signer,17
le,le,71
traité,traité,21
d',de,81
Espagne,Espagne,20
et,et,82
la,le,71
guerre,guerre,22
/.,/.,P
-,-,p
ah,ah,93
!,!,p
quelle,quel,75
horreur,horreur,22
!,!,p
dit,dire,19
le,le,71
conseiller,conseiller,21
:,:,p
quelle,quel,75
guerre,guerre,22
!,!,p
une,un,71
guerre,guerre,22
civile,civil,30
!,!,p
et,et,82
l',le,71
alliance,alliance,22
avec,avec,81
l',le,71
étranger,étranger,21
/!,/!,P
oui,oui,60
",",",",p
un,un,71
crime,crime,21
",",",",p
reprit,reprendre,19
froidement,froidement,60
Cinq-Mars,Cinq-Mars,20
",",",",p
eh,eh,93
!,!,p
vous,vous,51
ai,avoir,17
je,je,51
prié,prier,12
d',de,81
y,y,52
prendre,prendre,14
part,part,22
/?,/?,P
cruel,cruel,30
!,!,p
ingrat,ingrat,30
!,!,p
reprit,reprendre,19
son,son,73
ami,ami,21
",",",",p
pouvez,pouvoir,17
vous,vous,51
me,je,51
parler,parler,14
ainsi,ainsi,60
/?,/?,P
ne,ne,60
savez,savoir,17
vous,vous,51
pas,pas,60
",",",",p
ne,ne,60
vous,vous,51
ai,avoir,17
je,je,51
pas,pas,60
prouvé,prouver,12
que,que,83
l',le,71
amitié,amitié,22
tenait,tenir,18
dans,dans,81
mon,mon,73
coeur,coeur,21
la,le,71
place,place,22
de,de,81
toutes,tout,75
les,le,71
passions,passion,22
/?,/?,P
puis,pouvoir,17
je,je,51
survivre,survivre,14
non,non,60
seulement,seulement,60
à,à,81
votre,votre,73
mort,mort,22
",",",",p
mais,mais,82
même,même,60
au,à,81
au,le,71
moindre,moindre,30
de,de,81
vos,votre,73
malheurs,malheur,21
/!,/!,P
cependant,cependant,82
laissez,laisser,17
moi,moi,51
vous,vous,51
fléchir,fléchir,14
et,et,82
vous,vous,51
empêcher,empêcher,14
de,de,81
frapper,frapper,14
la,le,71
France,France,20
/.,/.,P
o,oh,93
mon,mon,73
ami,ami,21
!,!,p
mon,mon,73
seul,seul,30
ami,ami,21
!,!,p
je,je,51
vous,vous,51
en,en,52
conjure,conjurer,17
à,à,81
genoux,genou,21
",",",",p
ne,ne,60
soyons,être,17
pas,pas,60
ainsi,ainsi,60
parricides,parricide,30
",",",",p
n',ne,60
assassinons,assassiner,17
pas,pas,60
notre,notre,73
patrie,patrie,22
/!,/!,P
je,je,51
dis,dire,17
nous,nous,51
",",",",p
car,car,82
jamais,jamais,60
je,je,51
ne,ne,60
me,je,51
séparerai,séparer,15
de,de,81
vos,votre,73
actions,action,22
;,;,p
conservez,conserver,17
?,?,p
moi,moi,51
l',le,71
estime,estime,22
de,de,81
moi-même,moi-même,51
",",",",p
pour,pour,81
laquelle,lequel,52
j',je,51
ai,avoir,17
tant,tant,60
travaillé,travailler,12
;,;,p
ne,ne,60
souillez,souiller,17
pas,pas,60
ma,mon,73
vie,vie,22
et,et,82
ma,mon,73
mort,mort,22
que,que,52
je,je,51
vous,vous,51
ai,avoir,17
vouées,vouer,12
/.,/.,P
de,de,81
Thou,Thou,20
était,être,18
tombé,tomber,12
aux,à,81
aux,le,71
genoux,genou,21
de,de,81
son,son,73
ami,ami,21
",",",",p
et,et,82
celui-ci,celui-ci,52
",",",",p
n',ne,60
ayant,avoir,13
plus,plus,60
la,le,71
force,force,22
de,de,81
conserver,conserver,14
sa,son,73
froideur,froideur,22
affectée,affecté,31
",",",",p
se,se,51
jeta,jeter,19
dans,dans,81
ses,son,73
bras,bras,21
en,en,81
le,le,52
relevant,relever,13
",",",",p
et,et,82
",",",",p
le,le,52
serrant,serrer,13
contre,contre,81
sa,son,73
poitrine,poitrine,22
",",",",p
lui,lui,51
dit,dire,19
d',de,81
une,un,71
voix,voix,22
étouffée,étouffé,31
:,:,p
-,-,p
eh,eh,93
!,!,p
pourquoi,pourquoi,60
m',je,51
aimer,aimer,14
autant,autant,60
",",",",p
aussi,aussi,60
/?,/?,P
que,que,52
avez,avoir,17
vous,vous,51
fait,faire,12
",",",",p
ami,ami,30
/?,/?,P
pourquoi,pourquoi,60
m',je,51
aimer,aimer,14
?,?,p
vous,vous,51
qui,qui,52
êtes,être,17
sage,sage,30
",",",",p
pur,pur,30
et,et,82
vertueux,vertueux,30
;,;,p
vous,vous,51
que,que,52
n',ne,60
égarent,égarer,17
pas,pas,60
une,un,71
passion,passion,22
insensée,insensé,30
et,et,82
le,le,71
désir,désir,21
de,de,81
la,le,71
vengeance,vengeance,22
;,;,p
vous,vous,51
dont,dont,52
l',le,71
âme,âme,22
est,être,17
nourrie,nourrir,12
seulement,seulement,60
de,de,81
religion,religion,22
et,et,82
de,de,81
science,science,22
",",",",p
pourquoi,pourquoi,60
m',je,51
aimer,aimer,14
/?,/?,P
que,que,52
vous,vous,51
a,avoir,17
donné,donner,12
mon,mon,73
amitié,amitié,22
?,?,p
que,que,52
des,de,81
des,le,71
inquiétudes,inquiétude,22
et,et,82
des,de,81
des,le,71
peines,peine,22
/.,/.,P
faut,falloir,17
il,il,51
à,à,81
présent,présent,21
qu',que,83
elle,il,51
fasse,faire,17
peser,peser,14
des,de,81
des,le,71
dangers,danger,21
sur,sur,81
vous,vous,51
/?,/?,P
séparez,séparer,17
vous,vous,51
de,de,81
moi,moi,51
",",",",p
nous,nous,51
ne,ne,60
sommes,être,17
plus,plus,60
de,de,81
la,le,71
même,même,75
nature,nature,22
;,;,p
vous,vous,51
le,le,52
voyez,voir,17
",",",",p
les,le,71
cours,cour,22
m',je,51
ont,avoir,17
corrompu,corrompre,12
:,:,p
je,je,51
n',ne,60
ai,avoir,17
plus,plus,60
de,de,81
candeur,candeur,22
",",",",p
je,je,51
n',ne,60
ai,avoir,17
plus,plus,60
de,de,81
bonté,bonté,22
;,;,p
je,je,51
médite,méditer,17
le,le,71
malheur,malheur,21
d',de,81
un,un,71
homme,homme,21
",",",",p
je,je,51
sais,savoir,17
tromper,tromper,14
un,un,71
ami,ami,21
/.,/.,P
oubliez,oublier,17
moi,moi,51
",",",",p
dédaignez,dédaigner,17
moi,moi,51
;,;,p
je,je,51
ne,ne,60
vaux,valoir,17
plus,plus,60
une,un,52
de,de,81
vos,votre,73
pensées,pensée,22
",",",",p
comment,comment,60
serai,être,16
je,je,51
/.,/.,P
