11767
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante-cinquième extrait>,<>,<> 
feu,feu,21
/.,/.,P
vous,vous,51
êtes,être,17
comme,comme,83
le,le,71
château,château,21
de,de,81
Dampmartin,Dampmartin,20
qui,qui,52
crève,crever,17
de,de,81
rire,rire,21
/.,/.,P
-,-,p
par,par,81
les,le,71
verrues,verrue,22
de,de,81
ma,mon,73
grand'mère,grand-mère,22
",",",",p
Jehan,Jehan,20
",",",",p
c',ce,52
est,être,17
déraisonner,déraisonner,14
avec,avec,81
trop,trop,60
d',de,81
acharnement,acharnement,21
/.,/.,P
-,-,p
à,à,81
propos,propos,21
",",",",p
Jehan,Jehan,20
",",",",p
est,être,17
ce,ce,52
qu',que,83
il,il,51
ne,ne,60
vous,vous,51
reste,rester,17
plus,plus,60
d',de,81
argent,argent,21
/?,/?,P
monsieur,monsieur,21
le,le,71
recteur,recteur,21
",",",",p
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
de,de,81
faute,faute,22
",",",",p
la,le,71
petite,petit,30
boucherie,boucherie,22
",",",",p
parva,parva,92
boucheria,boucheria,92
/.,/.,P
-,-,p
Jehan,Jehan,20
",",",",p
mon,mon,73
ami,ami,21
Jehan,Jehan,20
!,!,p
vous,vous,51
savez,savoir,17
que,que,83
j',je,51
ai,avoir,17
donné,donner,12
rendez-vous,rendez-vous,21
à,à,81
cette,ce,74
petite,petite,22
au,à,81
au,le,71
bout,bout,21
du,de,81
du,le,71
Pont Saint-Michel,Pont Saint-Michel,20
",",",",p
que,que,83
je,je,51
ne,ne,60
puis,pouvoir,17
la,le,52
mener,mener,14
que,que,83
chez,chez,81
la,le,71
Falourdel,Falourdel,20
",",",",p
la,le,71
vilotière,vilotière,22
du,de,81
du,le,71
pont,pont,21
",",",",p
et,et,82
qu',que,83
il,il,51
faudra,falloir,15
payer,payer,14
la,le,71
chambre,chambre,22
/.,/.,P
la,le,71
vieille,vieux,30
ribaude,ribaude,22
à,à,81
moustaches,moustache,22
blanches,blanc,30
ne,ne,60
me,je,51
fera,faire,15
pas,pas,60
crédit,crédit,21
/.,/.,P
Jehan,Jehan,20
!,!,p
de,de,81
grâce,grâce,22
!,!,p
est,être,17
ce,ce,52
que,que,83
nous,nous,51
avons,avoir,17
bu,boire,12
toute,tout,75
l',le,71
escarcelle,escarcelle,22
du,de,81
du,le,71
curé,curé,21
?,?,p
est,être,17
ce,ce,52
qu',que,83
il,il,51
ne,ne,60
vous,vous,51
reste,rester,17
plus,plus,60
un,un,71
parisis,parisis,21
/?,/?,P
la,le,71
conscience,conscience,22
d',de,81
avoir,avoir,14
bien,bien,60
dépensé,dépenser,12
les,le,71
autres,autre,75
heures,heure,22
est,être,17
un,un,71
juste,juste,30
et,et,82
savoureux,savoureux,30
condiment,condiment,21
de,de,81
table,table,22
/.,/.,P
-,-,p
ventre,ventre,21
et,et,82
boyaux,boyau,21
!,!,p
trêve,trêve,22
aux,à,81
aux,le,71
billevesées,billevesée,22
/!,/!,P
dites,dire,17
moi,moi,51
",",",",p
Jehan,Jehan,20
du,de,81
du,le,71
diable,diable,21
",",",",p
vous,vous,51
reste,rester,17
t,t,94
il,il,51
quelque,quelque,75
monnaie,monnaie,22
/?,/?,P
donnez,donner,17
",",",",p
bédieu,bédieu,93
!,!,p
ou,ou,82
je,je,51
vais,aller,17
vous,vous,51
fouiller,fouiller,14
",",",",p
fussiez,être,18
vous,vous,51
lépreux,lépreux,30
comme,comme,83
Job,Job,20
et,et,82
galeux,galeux,30
comme,comme,83
César,César,20
/!,/!,P
monsieur,monsieur,21
",",",",p
la,le,71
rue,rue,22
Galiache,Galiache,20
est,être,17
une,un,71
rue,rue,22
qui,qui,52
a,avoir,17
un,un,71
bout,bout,21
rue,rue,22
de,de,81
la,le,71
Verrerie,Verrerie,20
",",",",p
et,et,82
l',le,71
autre,autre,75
rue,rue,22
de,de,81
la,le,71
Tixeranderie,Tixeranderie,20
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
oui,oui,60
",",",",p
mon,mon,73
bon,bon,30
ami,ami,21
Jehan,Jehan,20
",",",",p
mon,mon,73
pauvre,pauvre,30
camarade,camarade,21
;,;,p
la,le,71
rue,rue,22
Galiache,Galiache,20
",",",",p
c',ce,52
est,être,17
bien,bien,60
",",",",p
c',ce,52
est,être,17
très,très,60
bien,bien,60
/.,/.,P
mais,mais,82
",",",",p
au,à,81
au,le,71
nom,nom,21
du,de,81
du,le,71
ciel,ciel,21
",",",",p
revenez,revenir,17
à,à,81
vous,vous,51
/.,/.,P
il,il,51
ne,ne,60
me,je,51
faut,falloir,17
qu',que,83
un,un,71
sou,sou,21
parisis,parisis,30
",",",",p
et,et,82
c',ce,52
est,être,17
pour,pour,81
sept,sept,72
heures,heure,22
/.,/.,P
-,-,p
silence,silence,21
à,à,81
la,le,71
ronde,ronde,22
",",",",p
et,et,82
attention,attention,22
au,à,81
au,le,71
refrain,refrain,21
:,:,p
quand,quand,83
les,le,71
rats,rat,21
mangeront,manger,15
les,le,71
chats,chat,21
/.,/.,P
le,le,71
loi,loi,22
sera,être,15
seigneur,seigneur,21
d',de,81
Arras,Arras,20
;,;,p
quand,quand,83
la,le,71
mer,mer,22
",",",",p
qui,qui,52
est,être,17
grande,grand,30
et,et,82
lée,lée,92
/.,/.,P
sera,être,15
à,à,81
la,le,71
Saint-Jean,Saint Jean,20
gelée,geler,12
/.,/.,P
on,on,51
verra,voir,15
",",",",p
par-dessus,par-dessus,60
la,le,71
glace,glace,22
/.,/.,P
sortir,sortir,14
ceux,celui,52
d',de,81
Arras,Arras,20
de,de,81
leur,leur,73
place,place,22
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
écolier,écolier,21
de,de,81
l',le,71
antéchrist,antéchrist,21
",",",",p
puisses,pouvoir,17
tu,tu,51
être,être,14
étranglé,étrangler,12
avec,avec,81
les,le,71
tripes,tripe,22
de,de,81
ta,ton,73
mère,mère,22
!,!,p
s',se,51
écria,écrier,19
Phoebus,Phoebus,20
",",",",p
et,et,82
il,il,51
poussa,pousser,19
rudement,rudement,60
l',le,71
écolier,écolier,21
ivre,ivre,30
",",",",p
lequel,lequel,52
glissa,glisser,19
contre,contre,81
le,le,71
mur,mur,21
et,et,82
tomba,tomber,19
mollement,mollement,60
sur,sur,81
le,le,71
pavé,pavé,21
de,de,81
Philippe-Auguste,Philippe-Auguste,20
/.,/.,P
par,par,81
un,un,71
reste,reste,21
de,de,81
cette,ce,74
pitié,pitié,22
fraternelle,fraternel,30
qui,qui,52
n',ne,60
abandonne,abandonner,17
jamais,jamais,60
le,le,71
coeur,coeur,21
d',de,81
un,un,71
buveur,buveur,21
",",",",p
Phoebus,Phoebus,20
roula,rouler,19
Jehan,Jehan,20
avec,avec,81
le,le,71
pied,pied,21
sur,sur,81
un,un,52
de,de,81
ces,ce,74
oreillers,oreiller,21
du,de,81
du,le,71
pauvre,pauvre,21
que,que,52
la,le,71
providence,providence,22
tient,tenir,17
prêts,prêt,30
au,à,81
au,le,71
coin,coin,21
de,de,81
toutes,tout,75
les,le,71
bornes,borne,22
de,de,81
Paris,Paris,20
",",",",p
et,et,82
que,que,52
les,le,71
riches,riche,21
flétrissent,flétrir,18
dédaigneusement,dédaigneusement,60
du,de,81
du,le,71
nom,nom,21
de,de,81
tas,tas,21
d',de,81
ordures,ordure,22
/.,/.,P
le,le,71
capitaine,capitaine,21
arrangea,arranger,19
la,le,71
tête,tête,22
de,de,81
Jehan,Jehan,20
sur,sur,81
un,un,71
plan,plan,21
incliné,incliné,31
de,de,81
trognons,trognon,21
de,de,81
choux,chou,21
",",",",p
et,et,82
à,à,81
l',le,71
instant,instant,21
même,même,30
l',le,71
écolier,écolier,21
se,se,51
mit,mettre,19
à,à,81
ronfler,ronfler,14
avec,avec,81
une,un,71
basse,bas,30
taille,taille,22
magnifique,magnifique,30
/.,/.,P
cependant,cependant,82
toute,tout,75
rancune,rancune,22
n',ne,60
était,être,18
pas,pas,60
éteinte,éteindre,12
au,à,81
au,le,71
coeur,coeur,21
du,de,81
du,le,71
capitaine,capitaine,21
/.,/.,P
-,-,p
tant,tant,60
pis,pis,60
si,si,83
la,le,71
charrette,charrette,22
du,de,81
du,le,71
diable,diable,21
te,tu,51
ramasse,ramasser,17
en,en,81
passant,passer,13
!,!,p
dit,dire,19
il,il,51
au,à,81
au,le,71
pauvre,pauvre,30
clerc,clerc,21
endormi,endormi,31
",",",",p
et,et,82
il,il,51
s',se,51
éloigna,éloigner,19
/.,/.,P
l',le,71
homme,homme,21
au,à,81
au,le,71
manteau,manteau,21
",",",",p
qui,qui,52
n',ne,60
avait,avoir,18
cessé,cesser,12
de,de,81
le,le,52
suivre,suivre,14
",",",",p
s',se,51
arrêta,arrêter,19
un,un,71
moment,moment,21
devant,devant,81
l',le,71
écolier,écolier,21
gisant,gisant,30
",",",",p
comme,comme,83
si,si,83
une,un,71
indécision,indécision,22
l',le,52
agitait,agiter,18
;,;,p
puis,puis,60
",",",",p
poussant,pousser,13
un,un,71
profond,profond,30
soupir,soupir,21
",",",",p
il,il,51
s',se,51
éloigna,éloigner,19
aussi,aussi,60
à,à,81
la,le,71
suite,suite,22
du,de,81
du,le,71
capitaine,capitaine,21
/.,/.,P
nous,nous,51
laisserons,laisser,15
",",",",p
comme,comme,83
eux,ils,51
",",",",p
Jehan,Jehan,20
dormir,dormir,14
sous,sous,81
le,le,71
regard,regard,21
bienveillant,bienveillant,30
de,de,81
la,le,71
belle,beau,30
étoile,étoile,22
",",",",p
et,et,82
nous,nous,51
les,le,52
suivrons,suivre,15
aussi,aussi,60
",",",",p
s',si,83
il,il,51
plaît,plaire,17
au,à,81
au,le,71
lecteur,lecteur,21
/.,/.,P
en,en,81
débouchant,déboucher,13
dans,dans,81
la,le,71
rue,rue,22
Saint-André-des-Arcs,Saint-André-des-Arcs,20
",",",",p
le,le,71
capitaine,capitaine,21
Phoebus,Phoebus,20
s',se,51
aperçut,apercevoir,19
que,que,83
quelqu'un,quelqu'un,52
le,le,52
suivait,suivre,18
/.,/.,P
il,il,51
vit,voir,19
",",",",p
en,en,81
détournant,détourner,13
par,par,81
hasard,hasard,21
les,le,71
yeux,oeil,21
",",",",p
une,un,71
espèce,espèce,22
d',de,81
ombre,ombre,22
qui,qui,52
rampait,ramper,18
derrière,derrière,81
lui,lui,51
le,le,71
long,long,21
des,de,81
des,le,71
murs,mur,21
/.,/.,P
il,il,51
s',se,51
arrêta,arrêter,19
",",",",p
elle,il,51
s',se,51
arrêta,arrêter,19
/.,/.,P
il,il,51
se,se,51
remit,remettre,19
en,en,81
marche,marche,22
",",",",p
l',le,71
ombre,ombre,22
se,se,51
remit,remettre,19
en,en,81
marche,marche,22
/.,/.,P
cela,cela,52
ne,ne,60
l',le,52
inquiéta,inquiéter,19
que,que,83
fort,fort,60
médiocrement,médiocrement,60
/.,/.,P
-,-,p
ah,ah,93
bah,bah,93
!,!,p
se,se,51
dit,dire,19
il,il,51
en,en,81
lui-même,lui-même,51
",",",",p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
le,le,71
sou,sou,21
/.,/.,P
devant,devant,81
la,le,71
façade,façade,22
du,de,81
du,le,71
collège,collège,21
d',de,81
Autun,Autun,20
il,il,51
fit,faire,19
halte,halte,22
/.,/.,P
c',ce,52
est,être,17
à,à,81
ce,ce,74
collège,collège,21
qu',que,83
il,il,51
avait,avoir,18
ébauché,ébaucher,12
ce,ce,52
qu',que,52
il,il,51
appelait,appeler,18
ses,son,73
études,étude,22
",",",",p
et,et,82
",",",",p
par,par,81
une,un,71
habitude,habitude,22
d',de,81
écolier,écolier,21
taquin,taquin,30
qui,qui,52
lui,lui,51
était,être,18
restée,rester,12
",",",",p
il,il,51
ne,ne,60
passait,passer,18
jamais,jamais,60
devant,devant,81
la,le,71
façade,façade,22
sans,sans,81
faire,faire,14
subir,subir,14
à,à,81
la,le,71
statue,statue,22
du,de,81
du,le,71
cardinal,cardinal,21
Pierre,Pierre,20
Bertrand,Bertrand,20
",",",",p
sculptée,sculpté,31
à,à,81
droite,droite,22
du,de,81
du,le,71
portail,portail,21
",",",",p
l',le,71
espèce,espèce,22
d',de,81
affront,affront,21
dont,dont,52
se,se,51
plaint,plaindre,17
si,si,60
amèrement,amèrement,60
Priape,Priape,20
dans,dans,81
la,le,71
satire,satire,22
d',de,81
Horace,Horace,20
Olim,Olim,20
truncus,truncus,92
eram,eram,92
ficulnus,ficulnus,92
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
mis,mettre,12
tant,tant,60
d',de,81
acharnement,acharnement,21
que,que,52
l',le,71
inscription,inscription,22
Eduensis,Eduensis,20
episcopus,episcopus,92
en,en,52
était,être,18
presque,presque,60
effacée,effacer,12
/.,/.,P
il,il,51
s',se,51
arrêta,arrêter,19
donc,donc,82
devant,devant,81
la,le,71
statue,statue,22
comme,comme,83
à,à,81
son,son,73
ordinaire,ordinaire,21
/.,/.,P
la,le,71
rue,rue,22
était,être,18
tout,tout,60
à,à,81
fait,fait,21
déserte,désert,30
/.,/.,P
au,à,81
au,le,71
moment,moment,21
où,où,60
il,il,51
renouait,renouer,18
nonchalamment,nonchalamment,60
ses,son,73
aiguillettes,aiguillette,22
",",",",p
le,le,71
nez,nez,21
au,à,81
au,le,71
vent,vent,21
",",",",p
il,il,51
vit,voir,19
l',le,71
ombre,ombre,22
qui,qui,52
s',se,51
approchait,approcher,18
de,de,81
lui,lui,51
à,à,81
pas,pas,21
lents,lent,30
",",",",p
si,si,60
lents,lent,30
qu',que,83
il,il,51
eut,avoir,19
tout,tout,75
le,le,71
temps,temps,21
d',de,81
observer,observer,14
que,que,83
cette,ce,74
ombre,ombre,22
avait,avoir,18
un,un,71
manteau,manteau,21
et,et,82
un,un,71
chapeau,chapeau,21
/.,/.,P
arrivée,arrivé,31
près,près,81
de,de,81
lui,lui,51
",",",",p
elle,il,51
s',se,51
arrêta,arrêter,19
et,et,82
demeura,demeurer,19
plus,plus,60
immobile,immobile,30
que,que,83
la,le,71
statue,statue,22
du,de,81
du,le,71
cardinal,cardinal,21
Bertrand,Bertrand,20
/.,/.,P
cependant,cependant,82
elle,il,51
attachait,attacher,18
sur,sur,81
Phoebus,Phoebus,20
deux,deux,72
yeux,oeil,21
fixes,fixe,30
pleins,plein,30
de,de,81
cette,ce,74
lumière,lumière,22
vague,vague,30
qui,qui,52
sort,sortir,17
la,le,71
nuit,nuit,22
de,de,81
la,le,71
prunelle,prunelle,22
d',de,81
un,un,71
chat,chat,21
/.,/.,P
le,le,71
capitaine,capitaine,21
était,être,18
brave,brave,30
et,et,82
se,se,51
serait,être,16
fort,fort,60
peu,peu,60
soucié,soucier,12
d',de,81
un,un,71
larron,larron,21
l',le,71
estoc,estoc,21
au,à,81
au,le,71
poing,poing,21
/.,/.,P
mais,mais,82
cette,ce,74
statue,statue,22
qui,qui,52
marchait,marcher,18
",",",",p
cet,ce,74
homme,homme,21
pétrifié,pétrifié,31
le,le,52
glacèrent,glacer,19
/.,/.,P
il,il,51
courait,courir,18
alors,alors,60
par,par,81
le,le,71
monde,monde,21
je,je,51
ne,ne,60
sais,savoir,17
quelles,quel,75
histoires,histoire,22
du,de,81
du,le,71
moine,moine,21
bourru,bourru,30
",",",",p
rôdeur,rôdeur,21
nocturne,nocturne,30
des,de,81
des,le,71
rues,rue,22
de,de,81
Paris,Paris,20
",",",",p
qui,qui,52
lui,lui,51
revinrent,revenir,19
confusément,confusément,60
en,en,81
mémoire,mémoire,22
/.,/.,P
il,il,51
resta,rester,19
quelques,quelque,75
minutes,minute,22
stupéfait,stupéfait,30
",",",",p
et,et,82
rompit,rompre,19
enfin,enfin,60
le,le,71
silence,silence,21
",",",",p
en,en,81
s',se,51
efforçant,efforcer,13
de,de,81
rire,rire,14
/.,/.,P
-,-,p
monsieur,monsieur,21
",",",",p
si,si,83
vous,vous,51
êtes,être,17
un,un,71
voleur,voleur,21
",",",",p
comme,comme,83
je,je,51
l',le,52
espère,espérer,17
",",",",p
vous,vous,51
me,je,51
faites,faire,17
l',le,71
effet,effet,21
d',de,81
un,un,71
héron,héron,21
qui,qui,52
s',se,51
attaque,attaquer,17
à,à,81
une,un,71
coquille,coquille,22
de,de,81
noix,noix,22
/.,/.,P
je,je,51
suis,être,17
un,un,71
fils,fils,21
de,de,81
famille,famille,22
ruiné,ruiné,31
",",",",p
mon,mon,73
cher,cher,30
/.,/.,P
adressez,adresser,17
vous,vous,51
à,à,81
côté,côté,21
/.,/.,P
il,il,51
y,y,52
a,avoir,17
dans,dans,81
la,le,71
chapelle,chapelle,22
de,de,81
ce,ce,74
collège,collège,21
du,de,81
du,le,71
bois,bois,21
de,de,81
la,le,71
vraie,vrai,30
croix,croix,22
",",",",p
qui,qui,52
est,être,17
dans,dans,81
de,de,81
l',le,71
argenterie,argenterie,22
/.,/.,P
la,le,71
main,main,22
de,de,81
l',le,71
ombre,ombre,22
sortit,sortir,19
de,de,81
dessous,dessous,60
son,son,73
manteau,manteau,21
et,et,82
s',se,51
abattit,abattre,19
sur,sur,81
le,le,71
bras,bras,21
de,de,81
Phoebus,Phoebus,20
avec,avec,81
la,le,71
pesanteur,pesanteur,22
d',de,81
une,un,71
serre,serre,22
d',de,81
aigle,aigle,21
/.,/.,P
en,en,81
même,même,75
temps,temps,21
l',le,71
ombre,ombre,22
parla,parler,19
:,:,p
-,-,p
capitaine,capitaine,21
Phoebus,Phoebus,20
de,de,81
Châteaupers,Châteaupers,20
-,-,p
comment,comment,60
diable,diable,21
!,!,p
dit,dire,19
Phoebus,Phoebus,20
",",",",p
vous,vous,51
savez,savoir,17
mon,mon,73
nom,nom,21
/!,/!,P
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
seulement,seulement,60
votre,votre,73
nom,nom,21
",",",",p
reprit,reprendre,19
l',le,71
homme,homme,21
au,à,81
au,le,71
manteau,manteau,21
avec,avec,81
sa,son,73
voix,voix,22
de,de,81
sépulcre,sépulcre,21
/.,/.,P
vous,vous,51
avez,avoir,17
un,un,71
rendez-vous,rendez-vous,21
ce,ce,74
soir,soir,21
/.,/.,P
-,-,p
oui,oui,60
",",",",p
répondit,répondre,19
Phoebus,Phoebus,20
stupéfait,stupéfait,30
/.,/.,P
-,-,p
à,à,81
sept,sept,72
heures,heure,22
/.,/.,P
-,-,p
dans,dans,81
un,un,71
quart,quart,21
d',de,81
heure,heure,22
/.,/.,P
-,-,p
chez,chez,81
la,le,71
Falourdel,Falourdel,20
/.,/.,P
-,-,p
précisément,précisément,60
/.,/.,P
-,-,p
la,le,71
vilotière,vilotière,22
du,de,81
du,le,71
Pont Saint-Michel,Pont Saint-Michel,20
/.,/.,P
-,-,p
de,de,81
Saint Michel,Saint Michel,20
archange,archange,21
",",",",p
comme,comme,83
dit,dire,17
la,le,71
patenôtre,patenôtre,22
/.,/.,P
-,-,p
impie,impie,30
!,!,p
grommela,grommeler,19
le,le,71
spectre,spectre,21
/.,/.,P
-,-,p
avec,avec,81
une,un,71
femme,femme,22
/?,/?,P
Confiteor,Confiteor,20
/.,/.,P
-,-,p
qui,qui,52
s',se,51
appelle,appeler,17
/…,/…,P
-,-,p
la,le,71
Smeralda,Smeralda,20
",",",",p
dit,dire,19
Phoebus,Phoebus,20
allègrement,allègrement,60
/.,/.,P
toute,tout,75
son,son,73
insouciance,insouciance,22
lui,lui,51
était,être,18
revenue,revenir,12
par,par,81
degrés,degré,21
/.,/.,P
à,à,81
ce,ce,74
nom,nom,21
",",",",p
la,le,71
serre,serre,22
de,de,81
l',le,71
ombre,ombre,22
secoua,secouer,19
avec,avec,81
fureur,fureur,22
le,le,71
bras,bras,21
de,de,81
Phoebus,Phoebus,20
/.,/.,P
-,-,p
capitaine,capitaine,21
Phoebus,Phoebus,20
de,de,81
Châteaupers,Châteaupers,20
",",",",p
tu,tu,51
mens,mentir,17
/!,/!,P
qui,qui,52
eût,avoir,19
pu,pouvoir,12
voir,voir,14
en,en,81
ce,ce,74
moment,moment,21
le,le,71
visage,visage,21
enflammé,enflammé,31
du,de,81
du,le,71
capitaine,capitaine,21
",",",",p
le,le,71
bond,bond,21
qu',que,52
il,il,51
fit,faire,19
en,en,81
arrière,arrière,21
",",",",p
si,si,60
violent,violent,30
qu',que,83
il,il,51
se,se,51
dégagea,dégager,19
de,de,81
/.,/.,P
