11488
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante-septième extrait>,<>,<> 
",",",",p
en,en,81
lisant,lire,13
la,le,71
lettre,lettre,22
que,que,52
vous,vous,51
me,je,51
fîtes,faire,19
tenir,tenir,14
la,le,71
veille,veille,22
de,de,81
mon,mon,73
départ,départ,21
de,de,81
Paris,Paris,20
",",",",p
je,je,51
sens,sentir,17
que,que,83
je,je,51
vous,vous,51
dois,devoir,17
une,un,71
réponse,réponse,22
",",",",p
car,car,82
",",",",p
dans,dans,81
la,le,71
crise,crise,22
d',de,81
une,un,71
horrible,horrible,30
douleur,douleur,22
",",",",p
j',je,51
avais,avoir,18
été,être,12
trop,trop,60
loin,loin,60
;,;,p
je,je,51
m',je,51
étais,être,18
méprise,méprendre,12
sur,sur,81
votre,votre,73
compte,compte,21
",",",",p
et,et,82
je,je,51
vous,vous,51
dois,devoir,17
une,un,71
réparation,réparation,22
",",",",p
non,non,60
comme,comme,83
amant,amant,21
",",",",p
mais,mais,82
comme,comme,83
homme,homme,21
/.,/.,P
pardonnez,pardonner,17
le,le,52
moi,moi,51
",",",",p
Raymon,Raymon,20
",",",",p
dans,dans,81
cet,ce,74
affreux,affreux,30
moment,moment,21
de,de,81
ma,mon,73
vie,vie,22
",",",",p
je,je,51
vous,vous,51
pris,prendre,19
pour,pour,81
un,un,71
monstre,monstre,21
/.,/.,P
un,un,71
seul,seul,30
mot,mot,21
",",",",p
un,un,71
seul,seul,30
regard,regard,21
de,de,81
vous,vous,51
ont,avoir,17
banni,bannir,12
à,à,81
jamais,jamais,60
toute,tout,75
confiance,confiance,22
",",",",p
tout,tout,75
espoir,espoir,21
de,de,81
mon,mon,73
âme,âme,22
/.,/.,P
je,je,51
sais,savoir,17
que,que,83
je,je,51
ne,ne,60
puis,pouvoir,17
plus,plus,60
être,être,14
heureuse,heureux,30
;,;,p
mais,mais,82
j',je,51
espère,espérer,17
encore,encore,60
n',ne,60
être,être,14
pas,pas,60
réduite,réduire,12
à,à,81
vous,vous,51
mépriser,mépriser,14
:,:,p
ce,ce,52
serait,être,16
pour,pour,81
moi,moi,51
le,le,71
dernier,dernier,30
coup,coup,21
/.,/.,P
oui,oui,60
",",",",p
je,je,51
vous,vous,51
pris,prendre,19
pour,pour,81
un,un,71
lâche,lâche,21
",",",",p
pour,pour,81
ce,ce,52
qu',que,52
il,il,51
y,y,52
a,avoir,17
de,de,81
pire,pire,30
dans,dans,81
le,le,71
monde,monde,21
",",",",p
pour,pour,81
un,un,71
égoïste,égoïste,21
/.,/.,P
j',je,51
eus,avoir,19
horreur,horreur,22
de,de,81
vous,vous,51
/.,/.,P
j',je,51
eus,avoir,19
regret,regret,21
que,que,52
Bourbon,Bourbon,20
ne,ne,60
fût,être,19
pas,pas,60
assez,assez,60
loin,loin,60
pour,pour,81
vous,vous,51
fuir,fuir,14
",",",",p
et,et,82
l',le,71
indignation,indignation,22
me,je,51
donna,donner,19
la,le,71
force,force,22
de,de,81
vivre,vivre,14
jusqu',jusque,81
à,à,81
la,le,71
lie,lie,22
/.,/.,P
mais,mais,82
",",",",p
depuis,depuis,81
que,que,83
j',je,51
ai,avoir,17
lu,lire,12
votre,votre,73
lettre,lettre,22
",",",",p
je,je,51
me,je,51
sens,sentir,17
mieux,mieux,60
/.,/.,P
je,je,51
ne,ne,60
vous,vous,51
regrette,regretter,17
pas,pas,60
",",",",p
mais,mais,82
je,je,51
ne,ne,60
vous,vous,51
hais,haïr,17
plus,plus,60
",",",",p
et,et,82
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
laisser,laisser,14
dans,dans,81
votre,votre,73
vie,vie,22
le,le,71
remords,remords,21
d',de,81
avoir,avoir,14
détruit,détruire,12
la,le,71
mienne,mien,52
/.,/.,P
soyez,être,17
heureux,heureux,30
",",",",p
soyez,être,17
insouciant,insouciant,30
;,;,p
oubliez,oublier,17
moi,moi,51
;,;,p
je,je,51
vis,vivre,17
encore,encore,60
",",",",p
et,et,82
peut-être,peut-être,60
vivrai,vivre,15
je,je,51
longtemps,longtemps,60
/…,/…,P
au,à,81
au,le,71
fait,fait,21
",",",",p
vous,vous,51
n',ne,60
êtes,être,17
pas,pas,60
coupable,coupable,30
;,;,p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
fus,être,19
insensée,insensé,30
/.,/.,P
votre,votre,73
coeur,coeur,21
n',ne,60
était,être,18
pas,pas,60
aride,aride,30
",",",",p
mais,mais,82
il,il,51
m',je,51
était,être,18
fermé,fermer,12
/.,/.,P
vous,vous,51
ne,ne,60
m',je,51
avez,avoir,17
pas,pas,60
menti,mentir,12
",",",",p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
me,je,51
suis,être,17
trompée,tromper,12
/.,/.,P
vous,vous,51
n',ne,60
étiez,être,18
ni,ni,82
parjure,parjure,30
ni,ni,82
insensible,insensible,30
;,;,p
seulement,seulement,60
",",",",p
vous,vous,51
ne,ne,60
m',je,51
aimiez,aimer,18
pas,pas,60
/.,/.,P
oh,oh,93
!,!,p
mon,mon,73
dieu,dieu,21
!,!,p
vous,vous,51
ne,ne,60
m',je,51
aimiez,aimer,17
pas,pas,60
/!,/!,P
comment,comment,60
donc,donc,82
fallait,falloir,18
il,il,51
vous,vous,51
aimer,aimer,14
?,?,p
/…,/…,P
mais,mais,82
je,je,51
ne,ne,60
descendrai,descendre,15
pas,pas,60
à,à,81
me,je,51
plaindre,plaindre,14
;,;,p
je,je,51
ne,ne,60
vous,vous,51
écris,écrire,17
pas,pas,60
pour,pour,81
empoisonner,empoisonner,14
d',de,81
un,un,71
souvenir,souvenir,21
maudit,maudit,31
le,le,71
repos,repos,21
de,de,81
votre,votre,73
vie,vie,22
présente,présent,30
;,;,p
je,je,51
ne,ne,60
viens,venir,17
pas,pas,60
non,non,60
plus,plus,60
implorer,implorer,14
votre,votre,73
compassion,compassion,22
pour,pour,81
des,de,81
des,le,71
maux,mal,21
que,que,52
j',je,51
ai,avoir,17
la,le,71
force,force,22
de,de,81
porter,porter,14
seule,seul,30
/.,/.,P
connaissant,connaître,13
mieux,mieux,60
le,le,71
rôle,rôle,21
qui,qui,52
vous,vous,51
convient,convenir,17
",",",",p
je,je,51
viens,venir,17
au,à,81
au,le,71
contraire,contraire,21
",",",",p
vous,vous,51
absoudre,absoudre,14
et,et,82
vous,vous,51
pardonner,pardonner,14
/.,/.,P
je,je,51
ne,ne,60
m',je,51
amuserai,amuser,15
pas,pas,60
à,à,81
réfuter,réfuter,14
votre,votre,73
lettre,lettre,22
",",",",p
ce,ce,52
serait,être,16
trop,trop,60
facile,facile,30
;,;,p
je,je,51
ne,ne,60
répondrai,répondre,15
pas,pas,60
à,à,81
vos,votre,73
observations,observation,22
sur,sur,81
mes,mon,73
devoirs,devoir,21
/.,/.,P
soyez,être,17
tranquille,tranquille,30
",",",",p
Raymon,Raymon,20
",",",",p
je,je,51
les,le,52
connais,connaître,17
",",",",p
et,et,82
je,je,51
ne,ne,60
vous,vous,51
aimais,aimer,18
pas,pas,60
assez,assez,60
peu,peu,60
pour,pour,81
les,le,52
violer,violer,14
sans,sans,81
réflexion,réflexion,22
/.,/.,P
il,il,51
n',ne,60
est,être,17
pas,pas,60
nécessaire,nécessaire,30
de,de,81
m',je,51
apprendre,apprendre,14
que,que,83
le,le,71
mépris,mépris,21
des,de,81
des,le,71
hommes,homme,21
eût,avoir,19
été,être,12
le,le,71
prix,prix,21
de,de,81
ma,mon,73
faute,faute,22
;,;,p
je,je,51
le,le,52
savais,savoir,18
bien,bien,60
/.,/.,P
je,je,51
n',ne,60
ignorais,ignorer,18
pas,pas,60
que,que,83
la,le,71
tache,tache,22
serait,être,16
profonde,profond,30
",",",",p
indélébile,indélébile,30
",",",",p
cuisante,cuisant,30
;,;,p
que,que,83
je,je,51
serais,être,16
repoussée,repousser,12
de,de,81
toutes,tout,75
parts,part,22
",",",",p
maudite,maudit,31
",",",",p
couverte,couvert,31
de,de,81
honte,honte,22
",",",",p
et,et,82
que,que,83
je,je,51
ne,ne,60
trouverais,trouver,16
plus,plus,60
un,un,71
seul,seul,30
ami,ami,21
pour,pour,81
me,je,51
plaindre,plaindre,14
et,et,82
me,je,51
consoler,consoler,14
/.,/.,P
la,le,71
seule,seul,30
erreur,erreur,22
où,où,60
j',je,51
étais,être,18
tombée,tomber,12
",",",",p
c',ce,52
était,être,18
la,le,71
confiance,confiance,22
que,que,83
vous,vous,51
m',je,51
ouvririez,ouvrir,16
vos,votre,73
bras,bras,21
",",",",p
et,et,82
que,que,83
",",",",p
là,là,60
",",",",p
vous,vous,51
m',je,51
aideriez,aider,16
à,à,81
oublier,oublier,14
le,le,71
mépris,mépris,21
",",",",p
la,le,71
misère,misère,22
et,et,82
l',le,71
abandon,abandon,21
/.,/.,P
la,le,71
seule,seul,30
chose,chose,22
que,que,52
je,je,51
n',ne,60
eusse,avoir,18
pas,pas,60
prévue,prévoir,12
",",",",p
c',ce,52
est,être,17
que,que,83
vous,vous,51
refuseriez,refuser,16
peut-être,peut-être,60
mon,mon,73
sacrifice,sacrifice,21
après,après,81
me,je,51
l',le,52
avoir,avoir,14
laissé,laisser,12
consommer,consommer,14
/.,/.,P
je,je,51
m',je,51
étais,être,18
imaginé,imaginer,12
que,que,83
cela,cela,52
ne,ne,60
se,se,51
pouvait,pouvoir,18
pas,pas,60
/.,/.,P
j',je,51
allais,aller,18
chez,chez,81
vous,vous,51
avec,avec,81
la,le,71
prévision,prévision,22
que,que,83
vous,vous,51
me,je,51
repousseriez,repousser,16
d'abord,d'abord,60
par,par,81
principe,principe,21
et,et,82
par,par,81
devoir,devoir,21
",",",",p
mais,mais,82
avec,avec,81
la,le,71
conviction,conviction,22
qu',que,83
en,en,81
apprenant,apprendre,13
les,le,71
conséquences,conséquence,22
inévitables,inévitable,30
de,de,81
ma,mon,73
démarche,démarche,22
",",",",p
vous,vous,51
vous,vous,51
croiriez,croire,16
forcé,forcé,31
de,de,81
m',je,51
aider,aider,14
à,à,81
les,le,52
supporter,supporter,14
/.,/.,P
non,non,60
",",",",p
en,en,81
vérité,vérité,22
",",",",p
je,je,51
n',ne,60
aurais,avoir,16
jamais,jamais,60
pensé,penser,12
que,que,83
vous,vous,51
m',je,51
abandonneriez,abandonner,16
seule,seul,30
aux,à,81
aux,le,71
suites,suite,22
d',de,81
une,un,71
si,si,60
périlleuse,périlleux,30
résolution,résolution,22
",",",",p
et,et,82
que,que,83
vous,vous,51
m',je,51
en,en,52
laisseriez,laisser,16
recueillir,recueillir,14
les,le,71
fruits,fruit,21
amers,amer,30
",",",",p
au,à,81
au,le,71
lieu,lieu,21
de,de,81
me,je,51
recevoir,recevoir,14
dans,dans,81
votre,votre,73
sein,sein,21
et,et,82
de,de,81
me,je,51
faire,faire,14
un,un,71
rempart,rempart,21
de,de,81
votre,votre,73
amour,amour,21
/.,/.,P
comme,comme,83
je,je,51
les,le,52
eusse,avoir,18
défiées,défier,12
",",",",p
alors,alors,60
",",",",p
ces,ce,74
lointaines,lointain,30
rumeurs,rumeur,22
d',de,81
un,un,71
monde,monde,21
impuissant,impuissant,30
à,à,81
me,je,51
nuire,nuire,14
!,!,p
comme,comme,83
j',je,51
aurais,avoir,16
bravé,braver,12
la,le,71
haine,haine,22
",",",",p
forte,fort,30
de,de,81
votre,votre,73
affection,affection,22
!,!,p
comme,comme,83
le,le,71
remords,remords,21
eût,avoir,19
été,être,12
faible,faible,30
",",",",p
et,et,82
comme,comme,83
la,le,71
passion,passion,22
que,que,52
vous,vous,51
m',je,51
eussiez,avoir,18
inspirée,inspirer,12
eût,avoir,19
étouffé,étouffer,12
sa,son,73
voix,voix,22
/!,/!,P
occupée,occupé,31
de,de,81
vous,vous,51
seul,seul,30
",",",",p
je,je,51
me,je,51
serais,être,16
oubliée,oublier,12
;,;,p
fière,fier,30
de,de,81
votre,votre,73
coeur,coeur,21
",",",",p
je,je,51
n',ne,60
aurais,avoir,16
pas,pas,60
eu,avoir,12
le,le,71
temps,temps,21
de,de,81
rougir,rougir,14
du,de,81
du,le,71
mien,mien,52
/.,/.,P
un,un,71
mot,mot,21
de,de,81
vous,vous,51
",",",",p
un,un,71
regard,regard,21
",",",",p
un,un,71
baiser,baiser,21
aurait,avoir,16
suffi,suffire,12
pour,pour,81
m',je,51
absoudre,absoudre,14
",",",",p
et,et,82
le,le,71
souvenir,souvenir,21
des,de,81
des,le,71
hommes,homme,21
et,et,82
des,de,81
des,le,71
lois,loi,22
n',ne,60
eût,avoir,19
pas,pas,60
pu,pouvoir,12
trouver,trouver,14
sa,son,73
place,place,22
dans,dans,81
une,un,71
pareille,pareil,30
vie,vie,22
/.,/.,P
c',ce,52
est,être,17
que,que,83
j',je,51
étais,être,18
folle,fou,30
;,;,p
c',ce,52
est,être,17
que,que,83
",",",",p
selon,selon,81
votre,votre,73
expression,expression,22
cynique,cynique,30
",",",",p
j',je,51
avais,avoir,18
appris,apprendre,12
la,le,71
vie,vie,22
dans,dans,81
les,le,71
romans,roman,21
à,à,81
l',le,71
usage,usage,21
des,de,81
des,le,71
femmes,femme,22
de,de,81
chambre,chambre,22
",",",",p
dans,dans,81
ces,ce,74
riantes,riant,30
et,et,82
puériles,puéril,30
fictions,fiction,22
où,où,60
l',l',94
on,on,51
intéresse,intéresser,17
le,le,71
coeur,coeur,21
au,à,81
au,le,71
succès,succès,21
de,de,81
folles,fou,30
entreprises,entreprise,22
et,et,82
d',de,81
impossibles,impossible,30
félicités,félicité,22
/.,/.,P
c',ce,52
est,être,17
horriblement,horriblement,60
vrai,vrai,30
",",",",p
Raymon,Raymon,20
",",",",p
ce,ce,52
que,que,52
vous,vous,51
avez,avoir,17
dit,dire,12
là,là,60
/!,/!,P
ce,ce,52
qui,qui,52
m',je,51
épouvante,épouvanter,17
et,et,82
me,je,51
terrasse,terrasser,17
",",",",p
c',ce,52
est,être,17
que,que,83
vous,vous,51
avez,avoir,17
raison,raison,22
/.,/.,P
ce,ce,52
/.,/.,P
