11549
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quinzième extrait>,<>,<>
",",",",p
Saturne,Saturne,20
",",",",p
Uranus,Uranus,20
et,et,82
Neptune,Neptune,20
/.,/.,P
de,de,81
plus,plus,60
entre,entre,81
Mars,Mars,20
et,et,82
Jupiter,Jupiter,20
circulent,circuler,17
régulièrement,régulièrement,60
d',de,81
autres,autre,52
corps,corps,21
moins,moins,60
considérables,considérable,30
",",",",p
peut-être,peut-être,60
les,le,71
débris,débris,21
errants,errant,30
d',de,81
un,un,71
astre,astre,21
brisé,brisé,31
en,en,81
plusieurs,plusieurs,75
milliers,millier,21
de,de,81
morceaux,morceau,21
",",",",p
dont,dont,52
le,le,71
télescope,télescope,21
a,avoir,17
reconnu,reconnaître,12
quatre,quatre,72
vingt,vingt,72
dix,dix,72
sept,sept,72
jusqu',jusque,81
à,à,81
ce,ce,74
jour,jour,21
/.,/.,P
quelques-uns,quelqu'un,52
de,de,81
ces,ce,74
astéroïdes,astéroïde,21
sont,être,17
assez,assez,60
petits,petit,30
pour,pour,81
qu',que,83
on,on,51
puisse,pouvoir,17
en,en,52
faire,faire,14
le,le,71
tour,tour,21
dans,dans,81
l',le,71
espace,espace,21
d',de,81
une,un,71
seule,seul,30
journée,journée,22
en,en,81
marchant,marcher,13
au,à,81
au,le,71
pas,pas,21
gymnastique,gymnastique,22
/.,/.,P
de,de,81
ces,ce,74
serviteurs,serviteur,21
que,que,52
le,le,71
soleil,soleil,21
maintient,maintenir,17
dans,dans,81
leur,leur,73
orbite,orbite,22
elliptique,elliptique,30
par,par,81
la,le,71
grande,grand,30
loi,loi,22
de,de,81
la,le,71
gravitation,gravitation,22
",",",",p
quelques-uns,quelqu'un,52
possèdent,posséder,17
à,à,81
leur,leur,73
tour,tour,21
des,de,81
des,le,71
satellites,satellite,21
/.,/.,P
Uranus,Uranus,20
en,en,52
a,avoir,17
huit,huit,72
",",",",p
Saturne,Saturne,20
huit,huit,72
",",",",p
Jupiter,Jupiter,20
quatre,quatre,72
",",",",p
Neptune,Neptune,20
trois,trois,72
peut-être,peut-être,60
",",",",p
la,le,71
terre,terre,22
un,un,52
;,;,p
ce,ce,74
dernier,dernier,21
",",",",p
l',le,71
un,un,52
des,de,81
des,le,71
moins,moins,60
importants,important,30
du,de,81
du,le,71
monde,monde,21
solaire,solaire,30
",",",",p
s',se,51
appelle,appeler,17
la,le,71
Lune,Lune,20
",",",",p
et,et,82
c',ce,52
est,être,17
lui,lui,51
que,que,52
le,le,71
génie,génie,21
audacieux,audacieux,30
des,de,81
des,le,71
Américains,Américain,20
prétendait,prétendre,18
conquérir,conquérir,14
/.,/.,P
l',le,71
astre,astre,21
des,de,81
des,le,71
nuits,nuit,22
",",",",p
par,par,81
sa,son,73
proximité,proximité,22
relative,relatif,30
et,et,82
le,le,71
spectacle,spectacle,21
rapidement,rapidement,60
renouvelé,renouvelé,31
de,de,81
ses,son,73
phases,phase,22
diverses,divers,30
",",",",p
a,avoir,17
tout,tout,60
d'abord,d'abord,60
partagé,partager,12
avec,avec,81
le,le,71
soleil,soleil,21
l',le,71
attention,attention,22
des,de,81
des,le,71
habitants,habitant,21
de,de,81
la,le,71
terre,terre,22
;,;,p
mais,mais,82
le,le,71
soleil,soleil,21
est,être,17
fatigant,fatigant,30
au,à,81
au,le,71
regard,regard,21
",",",",p
et,et,82
les,le,71
splendeurs,splendeur,22
de,de,81
sa,son,73
lumière,lumière,22
obligent,obliger,17
ses,son,73
contemplateurs,contemplateur,21
à,à,81
baisser,baisser,14
les,le,71
yeux,oeil,21
/.,/.,P
la,le,71
blonde,blond,30
Phoebé,Phoebé,20
",",",",p
plus,plus,60
humaine,humain,30
au,à,81
au,le,71
contraire,contraire,21
",",",",p
se,se,51
laisse,laisser,17
complaisamment,complaisamment,60
voir,voir,14
dans,dans,81
sa,son,73
grâce,grâce,22
modeste,modeste,30
;,;,p
elle,il,51
est,être,17
douce,doux,30
à,à,81
l',le,71
oeil,oeil,21
",",",",p
peu,peu,60
ambitieuse,ambitieux,30
",",",",p
et,et,82
cependant,cependant,82
",",",",p
elle,il,51
se,se,51
permet,permettre,17
parfois,parfois,60
d',de,81
éclipser,éclipser,14
son,son,73
frère,frère,21
",",",",p
le,le,71
radieux,radieux,30
Apollon,Apollon,20
",",",",p
sans,sans,81
jamais,jamais,60
être,être,14
éclipsée,éclipser,12
par,par,81
lui,lui,51
/.,/.,P
les,le,71
mahométans,mahométan,21
ont,avoir,17
compris,comprendre,12
la,le,71
reconnaissance,reconnaissance,22
qu',que,52
ils,ils,51
devaient,devoir,18
à,à,81
cette,ce,74
fidèle,fidèle,30
amie,amie,22
de,de,81
la,le,71
terre,terre,22
",",",",p
et,et,82
ils,ils,51
ont,avoir,17
réglé,régler,12
leur,leur,73
mois,mois,21
sur,sur,81
sa,son,73
révolution,révolution,22
(,(,p
vingt,vingt,72
neuf,neuf,72
jours,jour,21
et,et,82
demi,demi,30
environ,environ,60
),),p
/.,/.,P
les,le,71
premiers,premier,72
peuples,peuple,21
vouèrent,vouer,19
un,un,71
culte,culte,21
particulier,particulier,30
à,à,81
cette,ce,74
chaste,chaste,30
déesse,déesse,22
/.,/.,P
les,le,71
Egyptiens,Egyptien,20
l',le,52
appelaient,appeler,18
Isis,Isis,20
;,;,p
les,le,71
Phéniciens,Phénicien,20
la,le,52
nommaient,nommer,18
Astarté,Astarté,20
;,;,p
les,le,71
Grecs,Grec,20
l',le,52
adorèrent,adorer,19
sous,sous,81
le,le,71
nom,nom,21
de,de,81
Phoebé,Phoebé,20
",",",",p
fille,fille,22
de,de,81
Latone,Latone,20
et,et,82
de,de,81
Jupiter,Jupiter,20
",",",",p
et,et,82
ils,ils,51
expliquaient,expliquer,18
ses,son,73
éclipses,éclipse,22
par,par,81
les,le,71
visites,visite,22
mystérieuses,mystérieux,30
de,de,81
Diane,Diane,20
au,à,81
au,le,71
bel,beau,30
Endymion,Endymion,20
/.,/.,P
à,à,81
en,en,52
croire,croire,14
la,le,71
légende,légende,22
mythologique,mythologique,30
",",",",p
le,le,71
lion,lion,21
de,de,81
Némée,Némée,20
parcourut,parcourir,19
les,le,71
campagnes,campagne,22
de,de,81
la,le,71
Lune,Lune,20
avant,avant,81
son,son,73
apparition,apparition,22
sur,sur,81
la,le,71
terre,terre,22
",",",",p
et,et,82
le,le,71
poète,poète,21
Agésianax,Agésianax,20
",",",",p
cité,cité,31
par,par,81
Plutarque,Plutarque,20
",",",",p
célébra,célébrer,19
dans,dans,81
ses,son,73
vers,vers,21
ces,ce,74
doux,doux,30
yeux,oeil,21
",",",",p
ce,ce,74
nez,nez,21
charmant,charmant,30
et,et,82
cette,ce,74
bouche,bouche,22
aimable,aimable,30
",",",",p
formés,formé,31
par,par,81
les,le,71
parties,partie,22
lumineuses,lumineux,30
de,de,81
l',le,71
adorable,adorable,30
Séléné,Séléné,20
/.,/.,P
mais,mais,82
si,si,83
les,le,71
anciens,ancien,21
comprirent,comprendre,19
bien,bien,60
le,le,71
caractère,caractère,21
",",",",p
le,le,71
tempérament,tempérament,21
",",",",p
en,en,81
un,un,71
mot,mot,21
",",",",p
les,le,71
qualités,qualité,22
morales,moral,30
de,de,81
la,le,71
Lune,Lune,20
au,à,81
au,le,71
point,point,21
de,de,81
vue,vue,22
mythologique,mythologique,30
",",",",p
les,le,71
plus,plus,60
savants,savant,30
d',de,81
entre,entre,81
eux,ils,51
demeurèrent,demeurer,19
fort,fort,60
ignorants,ignorant,30
en,en,81
sélénographie,sélénographie,22
/.,/.,P
cependant,cependant,82
",",",",p
plusieurs,plusieurs,75
astronomes,astronome,21
des,de,81
des,le,71
époques,époque,22
reculées,reculé,31
découvrirent,découvrir,19
certaines,certain,75
particularités,particularité,22
confirmées,confirmé,31
aujourd'hui,aujourd'hui,60
par,par,81
la,le,71
science,science,22
/.,/.,P
si,si,83
les,le,71
Arcadiens,Arcadien,20
prétendirent,prétendre,19
avoir,avoir,14
habité,habiter,12
la,le,71
terre,terre,22
à,à,81
une,un,71
époque,époque,22
où,où,60
la,le,71
Lune,Lune,20
n',ne,60
existait,exister,18
pas,pas,60
encore,encore,60
",",",",p
si,si,83
Tatius,Tatius,20
la,le,52
regarda,regarder,19
comme,comme,83
un,un,71
fragment,fragment,21
détaché,détaché,31
du,de,81
du,le,71
disque,disque,21
solaire,solaire,30
",",",",p
si,si,83
Cléarque,Cléarque,20
",",",",p
le,le,71
disciple,disciple,21
d',de,81
Aristote,Aristote,20
",",",",p
en,en,52
fit,faire,19
un,un,71
miroir,miroir,21
poli,poli,31
sur,sur,81
lequel,lequel,52
se,se,51
réfléchissaient,réfléchir,18
les,le,71
images,image,22
de,de,81
l',le,71
océan,océan,21
",",",",p
si,si,83
d',de,81
autres,autre,52
enfin,enfin,60
ne,ne,60
virent,voir,19
en,en,81
elle,il,51
qu',que,83
un,un,71
amas,amas,21
de,de,81
vapeurs,vapeur,22
exhalées,exhalé,31
par,par,81
la,le,71
terre,terre,22
",",",",p
ou,ou,82
un,un,71
globe,globe,21
moitié,moitié,22
feu,feu,21
",",",",p
moitié,moitié,22
glace,glace,22
",",",",p
qui,qui,52
tournait,tourner,18
sur,sur,81
lui-même,lui-même,51
",",",",p
quelques,quelque,75
savants,savant,21
",",",",p
au,à,81
au,le,71
moyen,moyen,21
d',de,81
observations,observation,22
sagaces,sagace,30
",",",",p
à,à,81
défaut,défaut,21
d',de,81
instruments,instrument,21
d',de,81
optique,optique,22
",",",",p
soupçonnèrent,soupçonner,19
la,le,71
plupart,plupart,22
des,de,81
des,le,71
lois,loi,22
qui,qui,52
régissent,régir,17
l',le,71
astre,astre,21
des,de,81
des,le,71
nuits,nuit,22
/.,/.,P
ainsi,ainsi,60
Thalès,Thalès,20
de,de,81
Milet,Milet,20
",",",",p
<Nombre 460 ans>,<>,<>
quatre,quatre,72
cent,cent,72
soixante,soixante,72
ans,an,21
<Fin nombre>,<>,<>
avant,avant,81
Jésus-Christ,Jésus-Christ,20
",",",",p
émit,émettre,19
l',le,71
opinion,opinion,22
que,que,52
la,le,71
Lune,Lune,20
était,être,18
éclairée,éclairer,12
par,par,81
le,le,71
soleil,soleil,21
/.,/.,P
Aristarque,Aristarque,20
de,de,81
Samos,Samos,20
donna,donner,19
la,le,71
véritable,véritable,30
explication,explication,22
de,de,81
ses,son,73
phases,phase,22
/.,/.,P
Cléomène,Cléomène,20
enseigna,enseigner,19
qu',que,83
elle,il,51
brillait,briller,18
d',de,81
une,un,71
lumière,lumière,22
réfléchie,réfléchi,31
/.,/.,P
le,le,71
Chaldéen,Chaldéen,20
Bérose,Bérose,20
découvrit,découvrir,19
que,que,83
la,le,71
durée,durée,22
de,de,81
son,son,73
mouvement,mouvement,21
de,de,81
rotation,rotation,22
était,être,18
égale,égal,30
à,à,81
celle,celui,52
de,de,81
son,son,73
mouvement,mouvement,21
de,de,81
révolution,révolution,22
",",",",p
et,et,82
il,il,51
expliqua,expliquer,19
de,de,81
la,le,71
sorte,sorte,22
le,le,52
fait,faire,17
que,que,83
la,le,71
Lune,Lune,20
présente,présenter,17
toujours,toujours,60
la,le,71
même,même,75
face,face,22
/.,/.,P
enfin,enfin,60
Hipparque,Hipparque,20
",",",",p
deux,deux,72
siècles,siècle,21
avant,avant,81
l',le,71
ère,ère,22
chrétienne,chrétien,30
",",",",p
reconnut,reconnaître,19
quelques,quelque,75
inégalités,inégalité,22
dans,dans,81
les,le,71
mouvements,mouvement,21
apparents,apparent,30
du,de,81
du,le,71
satellite,satellite,21
de,de,81
la,le,71
terre,terre,22
/.,/.,P
ces,ce,74
diverses,divers,30
observations,observation,22
se,se,51
confirmèrent,confirmer,19
par,par,81
la,le,71
suite,suite,22
et,et,82
profitèrent,profiter,19
aux,à,81
aux,le,71
nouveaux,nouveau,30
astronomes,astronome,21
/.,/.,P
Ptolémée,Ptolémée,20
",",",",p
au,à,81
au,le,71
IIe,deuxième,72
siècle,siècle,21
",",",",p
l',le,71
Arabe,Arabe,20
Aboul,Aboul,20
Wefa,Wefa,20
",",",",p
au,à,81
au,le,71
Xe,dixième,72
",",",",p
complétèrent,compléter,19
les,le,71
remarques,remarque,22
d',de,81
Hipparque,Hipparque,20
sur,sur,81
les,le,71
inégalités,inégalité,22
que,que,52
subit,subir,17
la,le,71
Lune,Lune,20
en,en,81
suivant,suivre,13
la,le,71
ligne,ligne,22
ondulée,ondulé,31
de,de,81
son,son,73
orbite,orbite,22
sous,sous,81
l',le,71
action,action,22
du,de,81
du,le,71
soleil,soleil,21
/.,/.,P
puis,puis,60
Copernic,Copernic,20
(,(,p
voir,voir,14
les,le,71
fondateurs,fondateur,21
de,de,81
l',le,71
astronomie,astronomie,22
moderne,moderne,30
",",",",p
un,un,71
livre,livre,21
admirable,admirable,30
de,de,81
monsieur,monsieur,21
J.,J,20
Bertrand,Bertrand,20
",",",",p
de,de,81
l',le,71
Institut,Institut,20
),),p
au,à,81
au,le,71
XVe,quinzième,72
siècle,siècle,21
",",",",p
et,et,82
Tycho,Tycho,20
Brahé,Brahé,20
",",",",p
au,à,81
au,le,71
XVIe,seizième,72
",",",",p
exposèrent,exposer,19
complètement,complètement,60
le,le,71
système,système,21
du,de,81
du,le,71
monde,monde,21
et,et,82
le,le,71
rôle,rôle,21
que,que,52
joue,jouer,17
la,le,71
Lune,Lune,20
dans,dans,81
l',le,71
ensemble,ensemble,21
des,de,81
des,le,71
corps,corps,21
célestes,céleste,30
/.,/.,P
à,à,81
cette,ce,74
époque,époque,22
",",",",p
ses,son,73
mouvements,mouvement,21
étaient,être,18
à,à,81
peu,peu,60
près,près,81
déterminés,déterminer,12
;,;,p
mais,mais,82
de,de,81
sa,son,73
constitution,constitution,22
physique,physique,30
on,on,51
savait,savoir,18
peu,peu,60
de,de,81
chose,chose,22
/.,/.,P
ce,ce,52
fut,être,19
alors,alors,60
que,que,83
Galilée,Galilée,20
expliqua,expliquer,19
les,le,71
phénomènes,phénomène,21
de,de,81
lumière,lumière,22
produits,produit,31
dans,dans,81
certaines,certain,75
phases,phase,22
par,par,81
l',le,71
existence,existence,22
de,de,81
montagnes,montagne,22
auxquelles,à,81
auxquelles,lequel,52
il,il,51
donna,donner,19
une,un,71
hauteur,hauteur,22
moyenne,moyen,30
de,de,81
quatre,quatre,72
mille,mille,72
cinq,cinq,72
cents,cent,72
toises,toise,22
/.,/.,P
après,après,81
lui,lui,51
",",",",p
Hevelius,Hevelius,20
",",",",p
un,un,71
astronome,astronome,21
de,de,81
Dantzig,Dantzig,20
",",",",p
rabaissa,rabaisser,19
les,le,71
plus,plus,60
hautes,haut,30
altitudes,altitude,22
à,à,81
deux,deux,72
mille,mille,72
six,six,72
cents,cent,72
toises,toise,22
;,;,p
mais,mais,82
son,son,73
confrère,confrère,21
Riccioli,Riccioli,20
les,le,52
reporta,reporter,19
à,à,81
sept,sept,72
mille,mille,72
/.,/.,P
Herschell,Herschell,20
",",",",p
à,à,81
la,le,71
fin,fin,22
du,de,81
du,le,71
XVIIIe,dix-huitième,72
siècle,siècle,21
",",",",p
armé,armé,31
d',de,81
un,un,71
puissant,puissant,30
télescope,télescope,21
",",",",p
réduisit,réduire,19
singulièrement,singulièrement,60
les,le,71
mesures,mesure,22
précédentes,précédent,30
/.,/.,P
il,il,51
donna,donner,19
dix,dix,72
neuf,neuf,72
cents,cent,72
toises,toise,22
aux,à,81
aux,le,71
montagnes,montagne,22
les,le,71
plus,plus,60
élevées,élevé,31
",",",",p
et,et,82
ramena,ramener,19
la,le,71
moyenne,moyenne,22
des,de,81
des,le,71
différentes,différent,30
hauteurs,hauteur,22
à,à,81
quatre,quatre,72
cents,cent,72
toises,toise,22
seulement,seulement,60
/.,/.,P
mais,mais,82
Herschell,Herschell,20
se,se,51
trompait,tromper,18
encore,encore,60
",",",",p
et,et,82
il,il,51
fallut,falloir,19
les,le,71
observations,observation,22
de,de,81
Shroeter,Shroeter,20
",",",",p
Louville,Louville,20
",",",",p
Halley,Halley,20
",",",",p
Nasmyth,Nasmyth,20
",",",",p
Bianchini,Bianchini,20
",",",",p
Pastorf,Pastorf,20
",",",",p
Lohrman,Lohrman,20
",",",",p
Gruithuysen,Gruithuysen,20
",",",",p
et,et,82
surtout,surtout,60
les,le,71
patientes,patient,30
études,étude,22
de,de,81
messieurs,monsieur,21
Beer,Beer,20
et,et,82
Moedeler,Moedeler,20
",",",",p
pour,pour,81
résoudre,résoudre,14
définitivement,définitivement,60
la,le,71
question,question,22
/.,/.,P
grâce,grâce,22
à,à,81
ces,ce,74
savants,savant,21
",",",",p
l',le,71
élévation,élévation,22
des,de,81
des,le,71
montagnes,montagne,22
de,de,81
la,le,71
Lune,Lune,20
est,être,17
parfaitement,parfaitement,60
connue,connaître,12
aujourd'hui,aujourd'hui,60
/.,/.,P
messieurs,messieurs,21
Beer,Beer,20
et,et,82
Moedeler,Moedeler,20
ont,avoir,17
mesuré,mesurer,12
dix,dix,72
neuf,neuf,72
cent,cent,72
cinq,cinq,72
hauteurs,hauteur,22
",",",",p
dont,dont,52
six,six,72
sont,être,17
au-dessus,au-dessus,60
de,de,81
deux,deux,72
mille,mille,72
six,six,72
cents,cent,72
toises,toise,22
",",",",p
et,et,82
vingt,vingt,72
deux,deux,72
au-dessus,au-dessus,60
de,de,81
deux,deux,72
mille,mille,72
quatre,quatre,72
cents,cent,72
(,(,p
la,le,71
hauteur,hauteur,22
du,de,81
du,le,71
Mont Blanc,Mont Blanc,20
au-dessus,au-dessus,60
de,de,81
la,le,71
mer,mer,22
est,être,17
de,de,81
<Nombre 4813 mètres>,<>,<>
quatre,quatre,72
mille,mille,72
huit,huit,72
cent,cent,72
treize,treize,72
mètres,mètre,21
<Fin nombre>,<>,<>
),),p
/.,/.,P
leur,leur,73
plus,plus,60
haut,haut,30
sommet,sommet,21
domine,dominer,17
de,de,81
trois,trois,72
mille,mille,72
huit,huit,72
cent,cent,72
et,et,82
une,un,71
toises,toise,22
la,le,71
surface,surface,22
du,de,81
du,le,71
disque,disque,21
lunaire,lunaire,30
/.,/.,P
en,en,81
même,même,75
temps,temps,21
",",",",p
la,le,71
reconnaissance,reconnaissance,22
de,de,81
la,le,71
Lune,Lune,20
se,se,51
complétait,compléter,18
;,;,p
cet,ce,74
astre,astre,21
apparaissait,apparaître,18
criblé,criblé,31
de,de,81
cratères,cratère,21
",",",",p
et,et,82
sa,son,73
nature,nature,22
essentiellement,essentiellement,60
volcanique,volcanique,30
s',se,51
affirmait,affirmer,18
à,à,81
chaque,chaque,75
observation,observation,22
/.,/.,P
du,de,81
du,le,71
défaut,défaut,21
de,de,81
réfraction,réfraction,22
dans,dans,81
les,le,71
rayons,rayon,21
des,de,81
des,le,71
planètes,planète,22
occultées,occulté,31
par,par,81
elle,il,51
",",",",p
on,on,51
conclut,conclure,19
que,que,83
l',le,71
atmosphère,atmosphère,22
devait,devoir,18
presque,presque,60
absolument,absolument,60
/.,/.,P
