11994
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-douzième extrait>,<>,<>
faudrait,falloir,16
une,un,71
échelle,échelle,22
!,!,p
/…,/…,P
je,je,51
vous,vous,51
ai,avoir,17
aperçus,apercevoir,12
derrière,derrière,81
Réquillart,Réquillart,20
/.,/.,P
à,à,81
preuve,preuve,22
qu',que,52
il,il,51
est,être,17
monté,monter,12
sur,sur,81
une,un,71
borne,borne,22
/.,/.,P
-,-,p
après,après,81
?,?,p
répondait,répondre,18
la,le,71
Mouquette,Mouquette,20
en,en,81
belle,beau,30
humeur,humeur,22
/.,/.,P
qu',que,52
est,être,17
ce,ce,52
que,que,52
ça,ça,52
te,tu,51
fiche,ficher,17
/?,/?,P
on,on,51
ne,ne,60
t',tu,51
a,avoir,17
pas,pas,60
appelé,appeler,12
pour,pour,81
que,que,83
tu,tu,51
pousses,pousser,17
/.,/.,P
et,et,82
cette,ce,74
grossièreté,grossièreté,22
bonne,bon,30
enfant,enfant,21
redoublait,redoubler,18
les,le,71
éclats,éclat,21
des,de,81
des,le,71
hommes,homme,21
",",",",p
qui,qui,52
enflaient,enfler,18
leurs,leur,73
épaules,épaule,22
",",",",p
à,à,81
demi,demi,30
cuites,cuit,31
par,par,81
le,le,71
poêle,poêle,21
;,;,p
tandis que,tandis que,83
",",",",p
secouée,secoué,31
elle-même,lui-même,51
de,de,81
rires,rire,21
",",",",p
elle,il,51
promenait,promener,18
au,à,81
au,le,71
milieu,milieu,21
d',de,81
eux,ils,51
l',le,71
indécence,indécence,22
de,de,81
son,son,73
costume,costume,21
",",",",p
d',de,81
un,un,71
comique,comique,21
troublant,troublant,30
",",",",p
avec,avec,81
ses,son,73
bosses,bosse,22
de,de,81
chair,chair,22
",",",",p
exagérées,exagéré,31
jusqu',jusque,81
à,à,81
l',le,71
infirmité,infirmité,22
/.,/.,P
mais,mais,82
la,le,71
gaieté,gaieté,22
tomba,tomber,19
",",",",p
Mouquette,Mouquette,20
racontait,raconter,18
à,à,81
Maheu,Maheu,20
que,que,83
Fleurance,Fleurance,20
",",",",p
la,le,71
grande,grand,30
Fleurance,Fleurance,20
",",",",p
ne,ne,60
viendrait,venir,16
plus,plus,60
:,:,p
on,on,51
l',le,52
avait,avoir,18
trouvée,trouver,12
",",",",p
la,le,71
veille,veille,22
",",",",p
raide,raide,30
sur,sur,81
son,son,73
lit,lit,21
",",",",p
les,le,71
uns,un,52
disaient,dire,18
d',de,81
un,un,71
décrochement,décrochement,21
du,de,81
du,le,71
coeur,coeur,21
",",",",p
les,le,71
autres,autre,52
d',de,81
un,un,71
litre,litre,21
de,de,81
genièvre,genièvre,21
bu,bu,31
trop,trop,60
vite,vite,60
/.,/.,P
et,et,82
Maheu,Maheu,20
se,se,51
désespérait,désespérer,18
:,:,p
encore,encore,60
de,de,81
la,le,71
malchance,malchance,22
",",",",p
voilà,voilà,81
qu',que,83
il,il,51
perdait,perdre,18
une,un,52
de,de,81
ses,son,73
herscheuses,herscheuse,22
",",",",p
sans,sans,81
pouvoir,pouvoir,14
la,le,52
remplacer,remplacer,14
immédiatement,immédiatement,60
/!,/!,P
il,il,51
travaillait,travailler,18
au,à,81
au,le,71
marchandage,marchandage,21
",",",",p
ils,ils,51
étaient,être,18
quatre,quatre,72
haveurs,haveur,21
associés,associé,21
dans,dans,81
sa,son,73
taille,taille,22
",",",",p
lui,lui,51
",",",",p
Zacharie,Zacharie,20
",",",",p
Levaque,Levaque,20
et,et,82
Chaval,Chaval,20
/.,/.,P
s',si,83
ils,ils,51
n',ne,60
avaient,avoir,18
plus,plus,60
que,que,83
Catherine,Catherine,20
pour,pour,81
rouler,rouler,14
",",",",p
la,le,71
besogne,besogne,22
allait,aller,18
souffrir,souffrir,14
/.,/.,P
tout,tout,60
d',de,81
un,un,71
coup,coup,21
",",",",p
il,il,51
cria,crier,19
:,:,p
-,-,p
tiens,tenir,17
!,!,p
et,et,82
cet,ce,74
homme,homme,21
qui,qui,52
cherchait,chercher,18
de,de,81
l',le,71
ouvrage,ouvrage,21
/!,/!,P
justement,justement,60
",",",",p
Dansaert,Dansaert,20
passait,passer,18
devant,devant,81
la,le,71
baraque,baraque,22
/.,/.,P
Maheu,Maheu,20
lui,lui,51
conta,conter,19
l',le,71
histoire,histoire,22
",",",",p
demanda,demander,19
l',le,71
autorisation,autorisation,22
d',de,81
embaucher,embaucher,14
l',le,71
homme,homme,21
;,;,p
et,et,82
il,il,51
insistait,insister,18
sur,sur,81
le,le,71
désir,désir,21
que,que,52
témoignait,témoigner,18
la,le,71
compagnie,compagnie,22
de,de,81
substituer,substituer,14
aux,à,81
aux,le,71
herscheuses,herscheuse,22
des,de,81
des,le,71
garçons,garçon,21
",",",",p
comme,comme,83
à,à,81
Anzin,Anzin,20
/.,/.,P
le,le,71
maître,maître,21
porion,porion,21
eut,avoir,19
d'abord,d'abord,60
un,un,71
sourire,sourire,21
",",",",p
car,car,82
le,le,71
projet,projet,21
d',de,81
exclure,exclure,14
les,le,71
femmes,femme,22
du,de,81
du,le,71
fond,fond,21
répugnait,répugner,18
d',de,81
ordinaire,ordinaire,21
aux,à,81
aux,le,71
mineurs,mineur,21
",",",",p
qui,qui,52
s',se,51
inquiétaient,inquiéter,18
du,de,81
du,le,71
placement,placement,21
de,de,81
leurs,leur,73
filles,fille,22
",",",",p
peu,peu,60
touchés,touché,31
de,de,81
la,le,71
question,question,22
de,de,81
moralité,moralité,22
et,et,82
d',de,81
hygiène,hygiène,22
/.,/.,P
enfin,enfin,60
",",",",p
après,après,81
avoir,avoir,14
hésité,hésiter,12
",",",",p
il,il,51
permit,permettre,19
",",",",p
mais,mais,82
en,en,81
se,se,51
réservant,réserver,13
de,de,81
faire,faire,14
ratifier,ratifier,14
sa,son,73
décision,décision,22
par,par,81
monsieur,monsieur,21
Négrel,Négrel,20
",",",",p
l',le,71
ingénieur,ingénieur,21
/.,/.,P
-,-,p
ah,ah,93
bien,bien,60
!,!,p
déclara,déclarer,19
Zacharie,Zacharie,20
",",",",p
il,il,51
est,être,17
loin,loin,60
",",",",p
l',le,71
homme,homme,21
",",",",p
s',si,83
il,il,51
court,courir,17
toujours,toujours,60
/!,/!,P
non,non,60
",",",",p
dit,dire,19
Catherine,Catherine,20
",",",",p
je,je,51
l',le,52
ai,avoir,17
vu,voir,12
s',se,51
arrêter,arrêter,14
aux,à,81
aux,le,71
chaudières,chaudière,22
/.,/.,P
-,-,p
va,aller,17
donc,donc,82
",",",",p
fainéante,fainéante,22
!,!,p
cria,crier,19
Maheu,Maheu,20
/.,/.,P
la,le,71
jeune,jeune,30
fille,fille,22
s',se,51
élança,élancer,19
",",",",p
pendant,pendant,81
qu',que,83
un,un,71
flot,flot,21
de,de,81
mineurs,mineur,21
montaient,monter,18
au,à,81
au,le,71
puits,puits,21
",",",",p
cédant,céder,13
le,le,71
feu,feu,21
à,à,81
d',de,81
autres,autre,52
/.,/.,P
Jeanlin,Jeanlin,20
",",",",p
sans,sans,81
attendre,attendre,14
son,son,73
père,père,21
",",",",p
alla,aller,19
lui,lui,51
aussi,aussi,60
prendre,prendre,14
sa,son,73
lampe,lampe,22
",",",",p
avec,avec,81
Bébert,Bébert,20
",",",",p
gros,gros,30
garçon,garçon,21
naïf,naïf,30
",",",",p
et,et,82
Lydie,Lydie,20
",",",",p
chétive,chétif,30
fillette,fillette,22
de,de,81
dix,dix,72
ans,an,21
/.,/.,P
partie,parti,31
devant,devant,81
eux,ils,51
",",",",p
la,le,71
Mouquette,Mouquette,20
s',se,51
exclamait,exclamer,18
dans,dans,81
l',le,71
escalier,escalier,21
noir,noir,30
",",",",p
en,en,81
les,le,52
traitant,traiter,13
de,de,81
sales,sale,30
mioches,mioche,21
et,et,82
en,en,81
menaçant,menacer,13
de,de,81
les,le,52
gifler,gifler,14
",",",",p
s',si,83
ils,ils,51
la,le,52
pinçaient,pincer,18
/.,/.,P
Etienne,Etienne,20
",",",",p
dans,dans,81
le,le,71
bâtiment,bâtiment,21
aux,à,81
aux,le,71
chaudières,chaudière,22
",",",",p
causait,causer,18
en,en,81
effet,effet,21
avec,avec,81
le,le,71
chauffeur,chauffeur,21
",",",",p
qui,qui,52
chargeait,charger,18
les,le,71
foyers,foyer,21
de,de,81
charbon,charbon,21
/.,/.,P
il,il,51
éprouvait,éprouver,18
un,un,71
grand,grand,30
froid,froid,21
",",",",p
à,à,81
l',le,71
idée,idée,22
de,de,81
la,le,71
nuit,nuit,22
où,où,60
il,il,51
lui,lui,51
fallait,falloir,18
rentrer,rentrer,14
/.,/.,P
pourtant,pourtant,60
",",",",p
il,il,51
se,se,51
décidait,décider,18
à,à,81
partir,partir,14
",",",",p
lorsqu',lorsque,83
il,il,51
sentit,sentir,19
une,un,71
main,main,22
se,se,51
poser,poser,14
sur,sur,81
son,son,73
épaule,épaule,22
/.,/.,P
-,-,p
venez,venir,17
",",",",p
dit,dire,19
Catherine,Catherine,20
",",",",p
il,il,51
y,y,52
a,avoir,17
quelque,quelque,75
chose,chose,22
pour,pour,81
vous,vous,51
/.,/.,P
d'abord,d'abord,60
",",",",p
il,il,51
ne,ne,60
comprit,comprendre,19
pas,pas,60
/.,/.,P
puis,puis,60
",",",",p
il,il,51
eut,avoir,19
un,un,71
élan,élan,21
de,de,81
joie,joie,22
",",",",p
il,il,51
serra,serrer,19
énergiquement,énergiquement,60
les,le,71
mains,main,22
de,de,81
la,le,71
jeune,jeune,30
fille,fille,22
/.,/.,P
-,-,p
merci,merci,21
",",",",p
camarade,camarade,21
/…,/…,P
ah,ah,93
!,!,p
vous,vous,51
êtes,être,17
un,un,71
bon,bon,30
bougre,bougre,21
",",",",p
par,par,81
exemple,exemple,21
/!,/!,P
elle,il,51
se,se,51
mit,mettre,19
à,à,81
rire,rire,14
",",",",p
en,en,81
le,le,52
regardant,regarder,13
dans,dans,81
la,le,71
rouge,rouge,30
lueur,lueur,22
des,de,81
des,le,71
foyers,foyer,21
",",",",p
qui,qui,52
les,le,52
éclairaient,éclairer,18
/.,/.,P
cela,cela,52
l',le,52
amusait,amuser,18
",",",",p
qu',que,83
il,il,51
la,le,52
prît,prendre,18
pour,pour,81
un,un,71
garçon,garçon,21
",",",",p
fluette,fluet,30
encore,encore,60
",",",",p
son,son,73
chignon,chignon,21
caché,caché,31
sous,sous,81
le,le,71
béguin,béguin,21
/.,/.,P
lui,lui,51
",",",",p
riait,rire,18
aussi,aussi,60
de,de,81
contentement,contentement,21
;,;,p
et,et,82
ils,ils,51
restèrent,rester,19
un,un,71
instant,instant,21
tous,tout,75
deux,deux,72
à,à,81
se,se,51
rire,rire,14
à,à,81
la,le,71
face,face,22
",",",",p
les,le,71
joues,joue,22
allumées,allumé,31
/.,/.,P
Maheu,Maheu,20
",",",",p
dans,dans,81
la,le,71
baraque,baraque,22
",",",",p
accroupi,accroupi,31
devant,devant,81
sa,son,73
caisse,caisse,22
",",",",p
retirait,retirer,18
ses,son,73
sabots,sabot,21
et,et,82
ses,son,73
gros,gros,30
bas,bas,21
de,de,81
laine,laine,22
/.,/.,P
lorsque,lorsque,83
Etienne,Etienne,20
fut,être,19
là,là,60
",",",",p
on,on,51
régla,régler,19
tout,tout,52
en,en,81
quatre,quatre,72
paroles,parole,22
:,:,p
trente,trente,72
sous,sou,21
par,par,81
jour,jour,21
",",",",p
un,un,71
travail,travail,21
fatigant,fatigant,30
",",",",p
mais,mais,82
qu',que,52
il,il,51
apprendrait,apprendre,16
vite,vite,60
/.,/.,P
le,le,71
haveur,haveur,21
lui,lui,51
conseilla,conseiller,19
de,de,81
garder,garder,14
ses,son,73
souliers,soulier,21
",",",",p
et,et,82
il,il,51
lui,lui,51
prêta,prêter,19
une,un,71
vieille,vieux,30
barrette,barrette,22
",",",",p
un,un,71
chapeau,chapeau,21
de,de,81
cuir,cuir,21
destiné,destiné,31
à,à,81
garantir,garantir,14
le,le,71
crâne,crâne,21
",",",",p
précaution,précaution,22
que,que,52
le,le,71
père,père,21
et,et,82
les,le,71
enfants,enfant,21
dédaignaient,dédaigner,18
/.,/.,P
les,le,71
outils,outil,21
furent,être,19
sortis,sortir,12
de,de,81
la,le,71
caisse,caisse,22
",",",",p
où,où,60
se,se,51
trouvait,trouver,18
justement,justement,60
la,le,71
pelle,pelle,22
de,de,81
Fleurance,Fleurance,20
/.,/.,P
puis,puis,60
",",",",p
quand,quand,83
Maheu,Maheu,20
y,y,52
eut,avoir,19
enfermé,enfermer,12
leurs,leur,73
sabots,sabot,21
",",",",p
leurs,leur,73
bas,bas,21
",",",",p
ainsi,ainsi,60
que,que,83
le,le,71
paquet,paquet,21
d',de,81
Etienne,Etienne,20
",",",",p
il,il,51
s',se,51
impatienta,impatienter,19
brusquement,brusquement,60
/.,/.,P
-,-,p
que,que,52
fait,faire,17
il,il,51
donc,donc,82
",",",",p
cette,ce,74
rosse,rosse,22
de,de,81
Chaval,Chaval,20
/?,/?,P
encore,encore,60
quelque,quelque,75
fille,fille,22
culbutée,culbuté,31
sur,sur,81
un,un,71
tas,tas,21
de,de,81
pierres,pierre,22
!,!,p
/…,/…,P
nous,nous,51
sommes,être,17
en,en,81
retard,retard,21
d',de,81
une,un,71
demi-heure,demi-heure,22
",",",",p
aujourd'hui,aujourd'hui,60
/.,/.,P
Zacharie,Zacharie,20
et,et,82
Levaque,Levaque,20
se,se,51
rôtissaient,rôtir,18
tranquillement,tranquillement,60
les,le,71
épaules,épaule,22
/.,/.,P
le,le,71
premier,premier,72
finit,finir,17
par,par,81
dire,dire,14
:,:,p
-,-,p
c',ce,52
est,être,17
Chaval,Chaval,20
que,que,52
tu,tu,51
attends,attendre,17
?,?,p
/…,/…,P
il,il,51
est,être,17
arrivé,arriver,12
avant,avant,81
nous,nous,51
",",",",p
il,il,51
est,être,17
descendu,descendre,12
tout,tout,60
de,de,81
suite,suite,22
/.,/.,P
-,-,p
comment,comment,60
!,!,p
tu,tu,51
sais,savoir,17
ça,ça,52
et,et,82
tu,tu,51
ne,ne,60
m',je,51
en,en,52
dis,dire,17
rien,rien,52
!,!,p
/…,/…,P
allons,aller,17
!,!,p
allons,aller,17
!,!,p
dépêchons,dépêcher,17
/.,/.,P
Catherine,Catherine,20
",",",",p
qui,qui,52
chauffait,chauffer,18
ses,son,73
mains,main,22
",",",",p
dut,devoir,19
suivre,suivre,14
la,le,71
bande,bande,22
/.,/.,P
Etienne,Etienne,20
la,le,52
laissa,laisser,19
passer,passer,14
",",",",p
monta,monter,19
derrière,derrière,81
elle,il,51
/.,/.,P
de,de,81
nouveau,nouveau,21
",",",",p
il,il,51
voyageait,voyager,18
dans,dans,81
un,un,71
dédale,dédale,21
d',de,81
escaliers,escalier,21
et,et,82
de,de,81
couloirs,couloir,21
obscurs,obscur,30
",",",",p
où,où,60
les,le,71
pieds,pied,21
nus,nu,30
faisaient,faire,18
un,un,71
bruit,bruit,21
mou,mou,30
de,de,81
vieux,vieux,30
chaussons,chausson,21
/.,/.,P
mais,mais,82
la,le,71
lampisterie,lampisterie,22
flamboya,flamboyer,19
",",",",p
une,un,71
pièce,pièce,22
vitrée,vitré,30
",",",",p
emplie,empli,31
de,de,81
râteliers,râtelier,21
qui,qui,52
alignaient,aligner,18
par,par,81
étages,étage,21
des,de,81
des,le,71
centaines,centaine,22
de,de,81
lampes,lampe,22
Davy,Davy,20
",",",",p
visitées,visité,31
",",",",p
lavées,lavé,31
de,de,81
la,le,71
veille,veille,22
",",",",p
allumées,allumé,31
comme,comme,83
des,de,81
des,le,71
cierges,cierge,21
au,à,81
au,le,71
fond,fond,21
d',de,81
une,un,71
chapelle,chapelle,22
ardente,ardent,30
/.,/.,P
au,à,81
au,le,71
guichet,guichet,21
",",",",p
chaque,chaque,75
ouvrier,ouvrier,21
prenait,prendre,18
la,le,71
sienne,sien,52
",",",",p
poinçonnée,poinçonné,31
à,à,81
son,son,73
chiffre,chiffre,21
;,;,p
puis,puis,60
",",",",p
il,il,51
l',le,52
examinait,examiner,18
",",",",p
la,le,52
fermait,fermer,18
lui-même,lui-même,51
;,;,p
pendant,pendant,81
que,que,83
le,le,71
marqueur,marqueur,21
",",",",p
assis,assis,31
à,à,81
une,un,71
table,table,22
",",",",p
inscrivait,inscrire,18
sur,sur,81
le,le,71
registre,registre,21
l',le,71
heure,heure,22
de,de,81
la,le,71
descente,descente,22
/.,/.,P
il,il,51
fallut,falloir,19
que,que,83
Maheu,Maheu,20
intervînt,intervenir,18
pour,pour,81
la,le,71
lampe,lampe,22
de,de,81
son,son,73
nouveau,nouveau,30
herscheur,herscheur,21
/.,/.,P
et,et,82
il,il,51
y,y,52
avait,avoir,18
encore,encore,60
une,un,71
précaution,précaution,22
",",",",p
les,le,71
ouvriers,ouvrier,21
défilaient,défiler,18
devant,devant,81
un,un,71
vérificateur,vérificateur,21
",",",",p
qui,qui,52
s',se,51
assurait,assurer,18
si,si,83
toutes,tout,75
les,le,71
lampes,lampe,22
étaient,être,18
bien,bien,60
fermées,fermer,12
/.,/.,P
-,-,p
fichtre,fichtre,93
!,!,p
il,il,51
ne,ne,60
fait,faire,17
pas,pas,60
chaud,chaud,30
ici,ici,60
",",",",p
murmura,murmurer,19
Catherine,Catherine,20
grelottante,grelottant,30
/.,/.,P
Etienne,Etienne,20
se,se,51
contenta,contenter,19
de,de,81
hocher,hocher,14
la,le,71
tête,tête,22
/.,/.,P
il,il,51
se,se,51
retrouvait,retrouver,18
devant,devant,81
le,le,71
puits,puits,21
",",",",p
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
vaste,vaste,30
salle,salle,22
",",",",p
balayée,balayé,31
de,de,81
courants,courant,21
d',de,81
air,air,21
/.,/.,P
certes,certes,60
",",",",p
il,il,51
se,se,51
croyait,croire,18
brave,brave,30
",",",",p
et,et,82
pourtant,pourtant,60
une,un,71
émotion,émotion,22
désagréable,désagréable,30
le,le,52
serrait,serrer,18
à,à,81
la,le,71
gorge,gorge,22
",",",",p
dans,dans,81
le,le,71
tonnerre,tonnerre,21
des,de,81
des,le,71
berlines,berline,22
",",",",p
les,le,71
coups,coup,21
sourds,sourd,30
des,de,81
des,le,71
signaux,signal,21
",",",",p
le,le,71
beuglement,beuglement,21
étouffé,étouffé,31
du,de,81
du,le,71
porte-voix,porte-voix,21
",",",",p
en,en,81
face,face,22
du,de,81
du,le,71
vol,vol,21
continu,continu,30
de,de,81
ces,ce,74
câbles,câble,21
",",",",p
déroulés,déroulé,31
et,et,82
enroulés,enroulé,31
à,à,81
toute,tout,75
vapeur,vapeur,22
par,par,81
les,le,71
bobines,bobine,22
de,de,81
la,le,71
machine,machine,22
/.,/.,P
les,le,71
cages,cage,22
montaient,monter,18
",",",",p
descendaient,descendre,18
avec,avec,81
leur,leur,73
glissement,glissement,21
de,de,81
bête,bête,22
de,de,81
nuit,nuit,22
",",",",p
engouffraient,engouffrer,18
toujours,toujours,60
des,de,81
des,le,71
hommes,homme,21
",",",",p
que,que,52
la,le,71
gueule,gueule,22
du,de,81
du,le,71
trou,trou,21
semblait,sembler,18
boire,boire,14
/.,/.,P
c',ce,52
était,être,18
son,son,73
tour,tour,21
maintenant,maintenant,60
",",",",p
il,il,51
avait,avoir,18
très,très,60
froid,froid,21
",",",",p
il,il,51
gardait,garder,18
un,un,71
silence,silence,21
nerveux,nerveux,30
",",",",p
qui,qui,52
faisait,faire,18
ricaner,ricaner,14
Zacharie,Zacharie,20
et,et,82
Levaque,Levaque,20
;,;,p
car,car,82
tous,tout,75
deux,deux,72
désapprouvaient,désapprouver,18
l',le,71
embauchage,embauchage,21
de,de,81
cet,ce,74
inconnu,inconnu,21
",",",",p
Levaque,Levaque,20
surtout,surtout,60
",",",",p
blessé,blesser,12
de,de,81
n',ne,60
avoir,avoir,14
pas,pas,60
été,être,12
consulté,consulter,12
/.,/.,P
aussi,aussi,60
Catherine,Catherine,20
fut,être,19
elle,il,51
heureuse,heureux,30
d',de,81
entendre,entendre,14
son,son,73
père,père,21
expliquer,expliquer,14
les,le,71
choses,chose,22
au,à,81
au,le,71
jeune,jeune,30
homme,homme,21
/.,/.,P
-,-,p
regardez,regarder,17
",",",",p
au-dessus,au-dessus,60
de,de,81
la,le,71
cage,cage,22
",",",",p
il,il,51
y,y,52
a,avoir,17
un,un,71
parachute,parachute,21
",",",",p
des,de,81
des,le,71
crampons,crampon,21
de,de,81
fer,fer,21
qui,qui,52
s',se,51
enfoncent,enfoncer,17
dans,dans,81
les,le,71
guides,guide,21
",",",",p
en,en,81
cas,cas,21
de,de,81
rupture,rupture,22
/.,/.,P
ça,ça,52
fonctionne,fonctionner,17
",",",",p
oh,oh,93
!,!,p
pas,pas,60
toujours,toujours,60
/…,/…,P
oui,oui,60
",",",",p
le,le,71
puits,puits,21
est,être,17
divisé,diviser,12
en,en,81
trois,trois,72
compartiments,compartiment,21
",",",",p
fermés,fermé,31
par,par,81
des,de,81
des,le,71
planches,planche,22
",",",",p
du,de,81
du,le,71
haut,haut,21
en,en,81
bas,bas,21
:,:,p
au,à,81
au,le,71
milieu,milieu,21
les,le,71
cages,cage,22
",",",",p
à,à,81
gauche,gauche,22
le,le,71
goyot,goyot,21
des,de,81
des,le,71
échelles,échelle,22
/…,/…,P
mais,mais,82
il,il,51
/.,/.,P
