11751
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-quinzième extrait>,<>,<>
chaînes,chaîne,22
de,de,81
fer,fer,21
ne,ne,60
se,se,51
tendirent,tendre,19
qu',que,83
en,en,81
état,état,21
de,de,81
siège,siège,21
;,;,p
la,le,71
défense,défense,22
de,de,81
porter,porter,14
dagues,dague,22
n',ne,60
amena,amener,19
d',de,81
autres,autre,75
changements,changement,21
que,que,83
le,le,71
nom,nom,21
de,de,81
la,le,71
rue,rue,22
coupe gueule,coupe-gueule,21
au,à,81
au,le,71
nom,nom,21
de,de,81
rue,rue,22
coupe gorge,coupe-gorge,21
",",",",p
ce,ce,52
qui,qui,52
est,être,17
un,un,71
progrès,progrès,21
évident,évident,30
/.,/.,P
le,le,71
vieil,vieux,30
échafaudage,échafaudage,21
des,de,81
des,le,71
juridictions,juridiction,22
féodales,féodal,30
resta,rester,19
debout,debout,60
;,;,p
immense,immense,30
entassement,entassement,21
de,de,81
bailliages,bailliage,21
et,et,82
de,de,81
seigneuries,seigneurie,22
se,se,51
croisant,croiser,13
sur,sur,81
la,le,71
ville,ville,22
",",",",p
se,se,51
gênant,gêner,13
",",",",p
s',se,51
enchevêtrant,enchevêtrer,13
",",",",p
s',se,51
emmaillant,emmailler,13
de,de,81
travers,travers,21
",",",",p
s',se,51
échancrant,échancrer,13
les,le,71
uns,un,52
les,le,71
autres,autre,52
;,;,p
inutile,inutile,30
taillis,taillis,21
de,de,81
guets,guet,21
",",",",p
de,de,81
sous-guets,sous-guet,21
et,et,82
de,de,81
contre-guets,contre-guet,21
",",",",p
à,à,81
travers,travers,21
lequel,lequel,52
passaient,passer,18
à,à,81
main,main,22
armée,armé,31
le,le,71
brigandage,brigandage,21
",",",",p
la,le,71
rapine,rapine,22
et,et,82
la,le,71
sédition,sédition,22
/.,/.,P
ce,ce,52
n',ne,60
était,être,18
donc,donc,82
pas,pas,60
",",",",p
dans,dans,81
ce,ce,74
désordre,désordre,21
",",",",p
un,un,71
événement,événement,21
inouï,inouï,30
que,que,83
ces,ce,74
coups,coup,21
de,de,81
main,main,22
d',de,81
une,un,71
partie,partie,22
de,de,81
la,le,71
populace,populace,22
sur,sur,81
un,un,71
palais,palais,21
",",",",p
sur,sur,81
un,un,71
hôtel,hôtel,21
",",",",p
sur,sur,81
une,un,71
maison,maison,22
",",",",p
dans,dans,81
les,le,71
quartiers,quartier,21
les,le,71
plus,plus,60
peuplés,peuplé,31
/.,/.,P
dans,dans,81
la,le,71
plupart,plupart,22
des,de,81
des,le,71
cas,cas,21
",",",",p
les,le,71
voisins,voisin,21
ne,ne,60
se,se,51
mêlaient,mêler,18
de,de,81
l',le,71
affaire,affaire,22
que,que,83
si,si,83
le,le,71
pillage,pillage,21
arrivait,arriver,18
jusque,jusque,81
chez,chez,81
eux,ils,51
/.,/.,P
ils,ils,51
se,se,51
bouchaient,boucher,18
les,le,71
oreilles,oreille,22
à,à,81
la,le,71
mousquetade,mousquetade,22
",",",",p
fermaient,fermer,18
leurs,leur,73
volets,volet,21
",",",",p
barricadaient,barricader,18
leurs,leur,73
portes,porte,22
",",",",p
laissaient,laisser,18
le,le,71
débat,débat,21
se,se,51
vider,vider,14
avec,avec,81
ou,ou,82
sans,sans,81
le,le,71
guet,guet,21
",",",",p
et,et,82
le,le,71
lendemain,lendemain,21
on,on,51
se,se,51
disait,dire,18
dans,dans,81
Paris,Paris,20
:,:,p
-,-,p
cette,ce,74
nuit,nuit,22
",",",",p
Etienne,Etienne,20
Barbette,Barbette,20
a,avoir,17
été,être,12
forcé,forcer,12
/.,/.,P
-,-,p
le,le,71
maréchal,maréchal,21
de,de,81
Clermont,Clermont,20
a,avoir,17
été,être,12
pris,prendre,12
au,à,81
au,le,71
corps,corps,21
",",",",p
etc,et cetera,91
-,-,p
aussi,aussi,60
",",",",p
non,non,60
seulement,seulement,60
les,le,71
habitations,habitation,22
royales,royal,30
",",",",p
le,le,71
Louvre,Louvre,20
",",",",p
le,le,71
palais,palais,21
",",",",p
la,le,71
Bastille,Bastille,20
",",",",p
les,le,71
Tournelles,Tournelle,20
",",",",p
mais,mais,82
les,le,71
résidences,résidence,22
simplement,simplement,60
seigneuriales,seigneurial,30
",",",",p
le,le,71
Petit-Bourbon,Petit Bourbon,20
",",",",p
l',le,71
hôtel,hôtel,21
de,de,81
Sens,Sens,20
",",",",p
l',le,71
hôtel,hôtel,21
d',de,81
Angoulême,Angoulême,20
",",",",p
etc,et cetera,91
",",",",p
avaient,avoir,18
leurs,leur,73
créneaux,créneau,21
aux,à,81
aux,le,71
murs,mur,21
et,et,82
leurs,leur,73
mâchicoulis,machicoulis,21
au-dessus,au-dessus,60
des,de,81
des,le,71
portes,porte,22
/.,/.,P
les,le,71
églises,église,22
se,se,51
gardaient,garder,18
par,par,81
leur,leur,73
sainteté,sainteté,22
/.,/.,P
quelques-unes,quelqu'un,52
pourtant,pourtant,60
",",",",p
du,de,81
du,le,71
nombre,nombre,21
desquelles,de,81
desquelles,lequel,52
n',ne,60
était,être,18
pas,pas,60
Notre-Dame,Notre Dame,20
",",",",p
étaient,être,18
fortifiées,fortifier,12
/.,/.,P
l',le,71
abbé,abbé,21
de,de,81
Saint-Germain-des-Prés,Saint-Germain-des-Prés,20
était,être,18
crénelé,crénelé,30
comme,comme,83
un,un,71
baron,baron,21
",",",",p
et,et,82
il,il,51
y,y,52
avait,avoir,18
chez,chez,81
lui,lui,51
encore,encore,60
plus,plus,60
de,de,81
cuivre,cuivre,21
dépensé,dépensé,31
en,en,81
bombardes,bombarde,22
qu',que,83
en,en,81
cloches,cloche,22
/.,/.,P
on,on,51
voyait,voir,18
encore,encore,60
sa,son,73
forteresse,forteresse,22
en,en,81
<Nombre 1610>,<>,<>
mille,mille,72
six,six,72
cent,cent,72
dix,dix,72
<Fin nombre>,<>,<>
/.,/.,P
aujourd'hui,aujourd'hui,60
il,il,51
reste,rester,17
à,à,81
peine,peine,22
son,son,73
église,église,22
/.,/.,P
revenons,revenir,17
à,à,81
Notre-Dame,Notre Dame,20
/.,/.,P
quand,quand,83
les,le,71
premières,premier,72
dispositions,disposition,22
furent,être,19
terminées,terminer,12
",",",",p
et,et,82
nous,nous,51
devons,devoir,17
dire,dire,14
à,à,81
l',le,71
honneur,honneur,21
de,de,81
la,le,71
discipline,discipline,22
truande,truand,30
que,que,83
les,le,71
ordres,ordre,21
de,de,81
Clopin,Clopin,20
furent,être,19
exécutés,exécuter,12
en,en,81
silence,silence,21
et,et,82
avec,avec,81
une,un,71
admirable,admirable,30
précision,précision,22
",",",",p
le,le,71
digne,digne,30
chef,chef,21
de,de,81
la,le,71
bande,bande,22
monta,monter,19
sur,sur,81
le,le,71
parapet,parapet,21
du,de,81
du,le,71
parvis,parvis,21
et,et,82
éleva,élever,19
sa,son,73
voix,voix,22
rauque,rauque,30
et,et,82
bourrue,bourru,30
",",",",p
se,se,51
tenant,tenir,13
tourné,tourné,31
vers,vers,81
Notre-Dame,Notre Dame,20
et,et,82
agitant,agiter,13
sa,son,73
torche,torche,22
dont,dont,52
la,le,71
lumière,lumière,22
",",",",p
tourmentée,tourmenté,31
par,par,81
le,le,71
vent,vent,21
et,et,82
voilée,voilé,31
à,à,81
tout,tout,75
moment,moment,21
de,de,81
sa,son,73
propre,propre,30
fumée,fumée,22
",",",",p
faisait,faire,18
paraître,paraître,14
et,et,82
disparaître,disparaître,14
aux,à,81
aux,le,71
yeux,oeil,21
la,le,71
rougeâtre,rougeâtre,30
façade,façade,22
de,de,81
l',le,71
église,église,22
/.,/.,P
-,-,p
à,à,81
toi,toi,51
",",",",p
Louis,Louis,20
de,de,81
Beaumont,Beaumont,20
",",",",p
évêque,évêque,21
de,de,81
Paris,Paris,20
",",",",p
conseiller,conseiller,21
en,en,81
la,le,71
cour,cour,22
de,de,81
parlement,parlement,21
",",",",p
moi,moi,51
Clopin,Clopin,20
Trouillefou,Trouillefou,20
",",",",p
roi,roi,21
de,de,81
Thunes,Thune,20
",",",",p
grand,grand,30
coësre,coësre,92
",",",",p
prince,prince,21
de,de,81
l',le,71
argot,argot,21
",",",",p
évêque,évêque,21
des,de,81
des,le,71
fous,fou,21
",",",",p
je,je,51
dis,dire,17
:,:,p
-,-,p
notre,notre,73
soeur,soeur,22
",",",",p
faussement,faussement,60
condamnée,condamné,31
pour,pour,81
magie,magie,22
",",",",p
s',se,51
est,être,17
réfugiée,réfugier,12
dans,dans,81
ton,ton,73
église,église,22
;,;,p
tu,tu,51
lui,lui,51
dois,devoir,17
asile,asile,21
et,et,82
sauvegarde,sauvegarde,22
;,;,p
or,or,82
la,le,71
cour,cour,22
de,de,81
parlement,parlement,21
l',le,52
y,y,52
veut,vouloir,17
reprendre,reprendre,14
",",",",p
et,et,82
tu,tu,51
y,y,52
consens,consentir,17
;,;,p
si,si,60
bien,bien,60
qu',que,83
on,on,51
la,le,52
pendrait,pendre,16
demain,demain,60
en,en,81
Grève,Grève,20
si,si,83
dieu,dieu,21
et,et,82
les,le,71
truands,truand,21
n',ne,60
étaient,être,18
pas,pas,60
là,là,60
/.,/.,P
donc,donc,82
nous,nous,51
venons,venir,17
à,à,81
toi,toi,51
",",",",p
évêque,évêque,21
/.,/.,P
si,si,83
ton,ton,73
église,église,22
est,être,17
sacrée,sacrer,12
",",",",p
notre,notre,73
soeur,soeur,22
l',le,52
est,être,17
aussi,aussi,60
;,;,p
si,si,83
notre,notre,73
soeur,soeur,22
n',ne,60
est,être,17
pas,pas,60
sacrée,sacrer,12
",",",",p
ton,ton,73
église,église,22
ne,ne,60
l',le,52
est,être,17
pas,pas,60
non,non,60
plus,plus,60
/.,/.,P
c',ce,52
est,être,17
pourquoi,pourquoi,60
nous,nous,51
te,tu,51
sommons,sommer,17
de,de,81
nous,nous,51
rendre,rendre,14
la,le,71
fille,fille,22
si,si,83
tu,tu,51
veux,vouloir,17
sauver,sauver,14
ton,ton,73
église,église,22
",",",",p
ou,ou,82
que,que,83
nous,nous,51
reprendrons,reprendre,15
la,le,71
fille,fille,22
et,et,82
que,que,83
nous,nous,51
pillerons,piller,15
l',le,71
église,église,22
/.,/.,P
ce,ce,52
qui,qui,52
sera,être,15
bien,bien,60
/.,/.,P
en,en,81
foi,foi,22
de,de,81
quoi,quoi,52
",",",",p
je,je,51
plante,planter,17
cy,cy,92
ma,mon,73
bannière,bannière,22
",",",",p
et,et,82
dieu,dieu,21
te,tu,51
soit,être,17
en,en,81
garde,garde,22
",",",",p
évêque,évêque,21
de,de,81
Paris,Paris,20
/!,/!,P
Quasimodo,Quasimodo,20
malheureusement,malheureusement,60
ne,ne,60
put,pouvoir,19
entendre,entendre,14
ces,ce,74
paroles,parole,22
prononcées,prononcé,31
avec,avec,81
une,un,71
sorte,sorte,22
de,de,81
majesté,majesté,22
sombre,sombre,30
et,et,82
sauvage,sauvage,30
/.,/.,P
un,un,71
truand,truand,21
présenta,présenter,19
sa,son,73
bannière,bannière,22
à,à,81
Clopin,Clopin,20
",",",",p
qui,qui,52
la,le,52
planta,planter,19
solennellement,solennellement,60
entre,entre,81
deux,deux,72
pavés,pavé,21
/.,/.,P
c',ce,52
était,être,18
une,un,71
fourche,fourche,22
aux,à,81
aux,le,71
dents,dent,22
de,de,81
laquelle,lequel,52
pendait,pendre,18
",",",",p
saignant,saignant,30
",",",",p
un,un,71
quartier,quartier,21
de,de,81
charogne,charogne,22
/.,/.,P
cela,cela,52
fait,fait,31
",",",",p
le,le,71
roi,roi,21
de,de,81
Thunes,Thune,20
se,se,51
retourna,retourner,19
et,et,82
promena,promener,19
ses,son,73
yeux,oeil,21
sur,sur,81
son,son,73
armée,armée,22
",",",",p
farouche,farouche,30
multitude,multitude,22
où,où,60
les,le,71
regards,regard,21
brillaient,briller,18
presque,presque,60
autant,autant,60
que,que,83
les,le,71
piques,pique,22
/.,/.,P
après,après,81
une,un,71
pause,pause,22
d',de,81
un,un,71
instant,instant,21
:,:,p
-,-,p
en,en,81
avant,avant,21
",",",",p
fils,fils,21
!,!,p
cria,crier,19
t,t,94
il,il,51
/.,/.,P
à,à,81
la,le,71
besogne,besogne,22
",",",",p
les,le,71
hutins,hutin,21
/!,/!,P
trente,trente,72
hommes,homme,21
robustes,robuste,30
",",",",p
à,à,81
membres,membre,21
carrés,carré,31
",",",",p
à,à,81
face,face,22
de,de,81
serruriers,serrurier,21
",",",",p
sortirent,sortir,19
des,de,81
des,le,71
rangs,rang,21
",",",",p
avec,avec,81
des,de,81
des,le,71
marteaux,marteau,21
",",",",p
des,de,81
des,le,71
pinces,pince,22
et,et,82
des,de,81
des,le,71
barres,barre,22
de,de,81
fer,fer,21
sur,sur,81
leurs,leur,73
épaules,épaule,22
/.,/.,P
ils,ils,51
se,se,51
dirigèrent,diriger,19
vers,vers,81
la,le,71
principale,principal,30
porte,porte,22
de,de,81
l',le,71
église,église,22
",",",",p
montèrent,monter,19
le,le,71
degré,degré,21
",",",",p
et,et,82
bientôt,bientôt,60
on,on,51
les,le,52
vit,voir,19
tous,tout,52
accroupis,accroupi,31
sous,sous,81
l',le,71
ogive,ogive,22
",",",",p
travaillant,travailler,13
la,le,71
porte,porte,22
de,de,81
pinces,pince,22
et,et,82
de,de,81
leviers,levier,21
/.,/.,P
une,un,71
foule,foule,22
de,de,81
truands,truand,21
les,le,52
suivit,suivre,19
pour,pour,81
les,le,52
aider,aider,14
ou,ou,82
les,le,52
regarder,regarder,14
/.,/.,P
les,le,71
onze,onze,72
marches,marche,22
du,de,81
du,le,71
portail,portail,21
en,en,52
étaient,être,18
encombrées,encombrer,12
/.,/.,P
cependant,cependant,82
la,le,71
porte,porte,22
tenait,tenir,18
bon,bon,60
/.,/.,P
-,-,p
diable,diable,21
!,!,p
elle,il,51
est,être,17
dure,dur,30
et,et,82
têtue,têtu,30
!,!,p
disait,dire,18
l',le,71
un,un,52
/.,/.,P
-,-,p
elle,il,51
est,être,17
vieille,vieux,30
",",",",p
et,et,82
elle,il,51
a,avoir,17
les,le,71
cartilages,cartilage,21
racornis,racorni,31
",",",",p
disait,dire,18
l',le,71
autre,autre,52
/.,/.,P
-,-,p
courage,courage,21
",",",",p
camarades,camarade,21
!,!,p
reprenait,reprendre,18
Clopin,Clopin,20
/.,/.,P
je,je,51
gage,gager,17
ma,mon,73
tête,tête,22
contre,contre,81
une,un,71
pantoufle,pantoufle,22
que,que,52
vous,vous,51
aurez,avoir,15
ouvert,ouvrir,12
la,le,71
porte,porte,22
",",",",p
pris,prendre,12
la,le,71
fille,fille,22
et,et,82
déshabillé,déshabiller,12
le,le,71
maître-autel,maître-autel,21
avant,avant,81
qu',que,83
il,il,51
y,y,52
ait,avoir,17
un,un,71
bedeau,bedeau,21
de,de,81
réveillé,réveillé,31
/.,/.,P
tenez,tenir,17
!,!,p
je,je,51
crois,croire,17
que,que,83
la,le,71
serrure,serrure,22
se,se,51
détraque,détraquer,17
/.,/.,P
Clopin,Clopin,20
fut,être,19
interrompu,interrompre,12
par,par,81
un,un,71
fracas,fracas,21
effroyable,effroyable,30
qui,qui,52
retentit,retentir,19
en,en,81
ce,ce,74
moment,moment,21
derrière,derrière,81
lui,lui,51
/.,/.,P
il,il,51
se,se,51
retourna,retourner,19
/.,/.,P
une,un,71
énorme,énorme,30
poutre,poutre,22
venait,venir,18
de,de,81
tomber,tomber,14
du,de,81
du,le,71
ciel,ciel,21
",",",",p
elle,il,51
avait,avoir,18
écrasé,écraser,12
une,un,71
douzaine,douzaine,22
de,de,81
truands,truand,21
sur,sur,81
le,le,71
degré,degré,21
de,de,81
l',le,71
église,église,22
",",",",p
et,et,82
rebondissait,rebondir,18
sur,sur,81
le,le,71
pavé,pavé,21
avec,avec,81
le,le,71
bruit,bruit,21
d',de,81
une,un,71
pièce,pièce,22
de,de,81
canon,canon,21
",",",",p
en,en,81
cassant,casser,13
encore,encore,60
çà,çà,60
et,et,82
là,là,60
des,de,81
des,le,71
jambes,jambe,22
dans,dans,81
la,le,71
foule,foule,22
des,de,81
des,le,71
gueux,gueux,21
qui,qui,52
s',se,51
écartaient,écarter,18
avec,avec,81
des,de,81
des,le,71
cris,cri,21
d',de,81
épouvante,épouvante,22
/.,/.,P
en,en,81
un,un,71
clin d'oeil,clin d'oeil,21
l',le,71
enceinte,enceinte,22
réservée,réservé,31
du,de,81
du,le,71
parvis,parvis,21
fut,être,19
vide,vide,30
/.,/.,P
les,le,71
hutins,hutin,21
",",",",p
quoique,quoique,83
protégés,protégé,31
par,par,81
les,le,71
profondes,profond,30
voussures,voussure,22
du,de,81
du,le,71
portail,portail,21
",",",",p
abandonnèrent,abandonner,19
la,le,71
porte,porte,22
",",",",p
et,et,82
Clopin,Clopin,20
lui-même,lui-même,51
se,se,51
replia,replier,19
à,à,81
distance,distance,22
respectueuse,respectueux,30
de,de,81
l',le,71
église,église,22
/.,/.,P
-,-,p
je,je,51
l',le,52
ai,avoir,17
échappé,échapper,12
belle,beau,30
!,!,p
criait,crier,18
Jehan,Jehan,20
/.,/.,P
j',je,51
en,en,52
ai,avoir,17
senti,sentir,12
le,le,71
vent,vent,21
",",",",p
tête,tête,22
boeuf,boeuf,21
/!,/!,P
mais,mais,82
Pierre,Pierre,20
l',le,71
assommeur,assommeur,21
est,être,17
assommé,assommer,12
/!,/!,P
il,il,51
est,être,17
impossible,impossible,30
de,de,81
dire,dire,14
quel,quel,75
étonnement,étonnement,21
mêlé,mêlé,31
d',de,81
effroi,effroi,21
tomba,tomber,19
avec,avec,81
cette,ce,74
poutre,poutre,22
sur,sur,81
les,le,71
bandits,bandit,21
/.,/.,P
ils,ils,51
restèrent,rester,19
quelques,quelque,75
minutes,minute,22
les,le,71
yeux,oeil,21
fixés,fixé,31
en,en,81
l',le,71
air,air,21
",",",",p
plus,plus,60
consternés,consterné,31
de,de,81
ce,ce,74
morceau,morceau,21
de,de,81
bois,bois,21
que,que,83
de,de,81
vingt,vingt,72
mille,mille,72
archers,archer,21
du,de,81
du,le,71
roi,roi,21
/.,/.,P
-,-,p
Satan,Satan,20
!,!,p
grommela,grommeler,19
le,le,71
duc,duc,21
d',de,81
Egypte,Egypte,20
",",",",p
voilà,voilà,81
qui,qui,52
flaire,flairer,17
la,le,71
magie,magie,22
-,-,p
c',ce,52
est,être,17
la,le,71
lune,lune,22
qui,qui,52
nous,nous,51
jette,jeter,17
cette,ce,74
bûche,bûche,22
",",",",p
dit,dire,19
Andry,Andry,20
Le Rouge,Le Rouge,20
/.,/.,P
-,-,p
avec,avec,81
cela,cela,52
",",",",p
reprit,reprendre,19
François,François,20
Chanteprune,Chanteprune,20
",",",",p
qu',que,52
on,on,51
dit,dire,17
la,le,71
lune,lune,22
amie,ami,30
de,de,81
la,le,71
Vierge,Vierge,20
/!,/!,P
mille,mille,72
papes,pape,21
!,!,p
s',se,51
écria,écrier,19
Clopin,Clopin,20
",",",",p
vous,vous,51
êtes,être,17
tous,tout,52
des,de,81
des,le,71
imbéciles,imbécile,21
/!,/!,P
mais,mais,82
il,il,51
ne,ne,60
savait,savoir,18
comment,comment,60
expliquer,expliquer,14
la,le,71
chute,chute,22
du,de,81
du,le,71
madrier,madrier,21
/.,/.,P
cependant,cependant,82
on,on,51
ne,ne,60
distinguait,distinguer,18
rien,rien,52
sur,sur,81
la,le,71
façade,façade,22
",",",",p
au,à,81
au,le,71
sommet,sommet,21
de,de,81
laquelle,lequel,52
la,le,71
clarté,clarté,22
des,de,81
des,le,71
torches,torche,22
n',ne,60
arrivait,arriver,18
pas,pas,60
/.,/.,P
le,le,71
pesant,pesant,30
madrier,madrier,21
gisait,gésir,18
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
parvis,parvis,21
",",",",p
et,et,82
l',l',94
on,on,51
entendait,entendre,18
les,le,71
gémissements,gémissement,21
des,de,81
des,le,71
misérables,misérable,21
qui,qui,52
avaient,avoir,18
reçu,recevoir,12
son,son,73
premier,premier,72
choc,choc,21
et,et,82
qui,qui,52
avaient,avoir,18
/.,/.,P
