11435
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-neuvième extrait>,<>,<>
obstinément,obstinément,60
les,le,71
pointes,pointe,22
noires,noir,30
et,et,82
polies,poli,31
des,de,81
des,le,71
cornes,corne,22
qu',que,52
il,il,51
avait,avoir,18
défendu,défendre,12
à,à,81
Vicè,Vicè,20
d',de,81
emporter,emporter,14
",",",",p
comme,comme,83
un,un,71
naturaliste,naturaliste,21
cherchant,chercher,13
à,à,81
classer,classer,14
",",",",p
d',de,81
après,après,81
un,un,71
fragment,fragment,21
",",",",p
une,un,71
espèce,espèce,22
inconnue,inconnu,30
;,;,p
Alicia,Alicia,20
passait,passer,18
son,son,73
doigt,doigt,21
dans,dans,81
la,le,71
rosette,rosette,22
du,de,81
du,le,71
large,large,30
ruban,ruban,21
qui,qui,52
ceignait,ceindre,18
son,son,73
peignoir,peignoir,21
de,de,81
mousseline,mousseline,22
",",",",p
faisant,faire,13
mine,mine,22
d',de,81
en,en,52
resserrer,resserrer,14
le,le,71
noeud,noeud,21
/.,/.,P
ce,ce,52
fut,être,19
miss,miss,22
Ward,Ward,20
qui,qui,52
rompit,rompre,19
la,le,71
glace,glace,22
la,le,71
première,premier,72
",",",",p
avec,avec,81
cette,ce,74
liberté,liberté,22
enjouée,enjoué,30
des,de,81
des,le,71
jeunes,jeune,30
filles,fille,22
anglaises,anglais,30
",",",",p
si,si,60
modestes,modeste,30
et,et,82
si,si,60
réservées,réservé,31
",",",",p
cependant,cependant,82
",",",",p
après,après,81
le,le,71
mariage,mariage,21
/.,/.,P
“,“,p
vraiment,vraiment,60
",",",",p
Paul,Paul,20
",",",",p
vous,vous,51
n',ne,60
êtes,être,17
guère,guère,60
aimable,aimable,30
depuis,depuis,81
quelque,quelque,75
temps,temps,21
/.,/.,P
votre,votre,73
galanterie,galanterie,22
est,être,17
elle,il,51
une,un,71
plante,plante,22
de,de,81
serre,serre,22
froide,froid,30
qui,qui,52
ne,ne,60
peut,pouvoir,17
s',se,51
épanouir,épanouir,14
qu',que,83
en,en,81
Angleterre,Angleterre,20
",",",",p
et,et,82
dont,dont,52
la,le,71
haute,haut,30
température,température,22
de,de,81
ce,ce,74
climat,climat,21
gêne,gêner,17
le,le,71
développement,développement,21
/?,/?,P
comme,comme,83
vous,vous,51
étiez,être,18
attentif,attentif,30
",",",",p
empressé,empressé,31
",",",",p
toujours,toujours,60
aux,à,81
aux,le,71
petits,petit,30
soins,soin,21
",",",",p
dans,dans,81
notre,notre,73
cottage,cottage,21
du,de,81
du,le,71
Lincolnshire,Lincolnshire,20
/!,/!,P
vous,vous,51
m',je,51
abordiez,aborder,18
la,le,71
bouche,bouche,22
en,en,81
coeur,coeur,21
",",",",p
la,le,71
main,main,22
sur,sur,81
la,le,71
poitrine,poitrine,22
",",",",p
irréprochablement,irréprochablement,60
frisé,frisé,31
",",",",p
prêt,prêt,30
à,à,81
mettre,mettre,14
un,un,71
genou,genou,21
à,à,81
terre,terre,22
devant,devant,81
l',le,71
idole,idole,22
de,de,81
votre,votre,73
âme,âme,22
;,;,p
-,-,p
tel,tel,52
",",",",p
enfin,enfin,60
",",",",p
qu',que,83
on,on,51
représente,représenter,17
les,le,71
amoureux,amoureux,21
sur,sur,81
les,le,71
vignettes,vignette,22
de,de,81
roman,roman,21
/.,/.,P
-,-,p
je,je,51
vous,vous,51
aime,aimer,17
toujours,toujours,60
",",",",p
Alicia,Alicia,20
",",",",p
répondit,répondre,19
d',de,81
Aspremont,Aspremont,20
d',de,81
une,un,71
voix,voix,22
profonde,profond,30
",",",",p
mais,mais,82
sans,sans,81
quitter,quitter,14
des,de,81
des,le,71
yeux,oeil,21
les,le,71
cornes,corne,22
suspendues,suspendu,31
à,à,81
l',le,71
une,un,52
des,de,81
des,le,71
colonnes,colonne,22
antiques,antique,30
qui,qui,52
soutenaient,soutenir,18
le,le,71
plafond,plafond,21
de,de,81
pampres,pampre,21
/.,/.,P
-,-,p
vous,vous,51
dites,dire,17
cela,cela,52
d',de,81
un,un,71
ton,ton,21
si,si,60
lugubre,lugubre,30
",",",",p
qu',que,83
il,il,51
faudrait,falloir,16
être,être,14
bien,bien,60
coquette,coquet,30
pour,pour,81
le,le,52
croire,croire,14
",",",",p
continua,continuer,19
miss,miss,21
Ward,Ward,20
;,;,p
-,-,p
j',je,51
imagine,imaginer,17
que,que,83
ce,ce,52
qui,qui,52
vous,vous,51
plaisait,plaire,18
en,en,81
moi,moi,51
",",",",p
c',ce,52
était,être,18
mon,mon,73
teint,teint,21
pâle,pâle,30
",",",",p
ma,mon,73
diaphanéité,diaphanéité,22
",",",",p
ma,mon,73
grâce,grâce,22
ossianesque,ossianesque,92
et,et,82
vaporeuse,vaporeux,30
;,;,p
mon,mon,73
état,état,21
de,de,81
souffrance,souffrance,22
me,je,51
donnait,donner,18
un,un,71
certain,certain,75
charme,charme,21
romantique,romantique,30
que,que,83
j',je,51
ai,avoir,17
perdu,perdre,12
/.,/.,P
-,-,p
Alicia,Alicia,20
!,!,p
jamais,jamais,60
vous,vous,51
ne,ne,60
fûtes,être,19
plus,plus,60
belle,beau,30
/.,/.,P
-,-,p
des,de,81
des,le,71
mots,mot,21
",",",",p
des,de,81
des,le,71
mots,mot,21
",",",",p
des,de,81
des,le,71
mots,mot,21
",",",",p
comme,comme,83
dit,dire,17
Shakespeare,Shakespeare,20
/.,/.,P
je,je,51
suis,être,17
si,si,60
belle,beau,30
que,que,83
vous,vous,51
ne,ne,60
daignez,daigner,17
pas,pas,60
me,je,51
regarder,regarder,14
/.,/.,P
“,“,p
en,en,81
effet,effet,21
",",",",p
les,le,71
yeux,oeil,21
de,de,81
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
ne,ne,60
s',se,51
étaient,être,18
pas,pas,60
dirigés,diriger,12
une,un,71
seule,seul,30
fois,fois,22
vers,vers,81
la,le,71
jeune,jeune,30
fille,fille,22
/.,/.,P
“,“,p
allons,aller,17
",",",",p
fit,faire,19
elle,il,51
avec,avec,81
un,un,71
grand,grand,30
soupir,soupir,21
comiquement,comiquement,60
exagéré,exagéré,31
",",",",p
je,je,51
vois,voir,17
que,que,83
je,je,51
suis,être,17
devenue,devenir,12
une,un,71
grosse,gros,30
et,et,82
forte,fort,30
paysanne,paysanne,22
",",",",p
bien,bien,60
fraîche,frais,30
",",",",p
bien,bien,60
colorée,coloré,31
",",",",p
bien,bien,60
rougeaude,rougeaud,30
",",",",p
sans,sans,81
la,le,71
moindre,moindre,30
distinction,distinction,22
",",",",p
incapable,incapable,30
de,de,81
figurer,figurer,14
au,à,81
au,le,71
bal,bal,21
d',de,81
Almacks,Almacks,20
",",",",p
ou,ou,82
dans,dans,81
un,un,71
livre,livre,21
de,de,81
beautés,beauté,22
",",",",p
séparée,séparer,12
d',de,81
un,un,71
sonnet,sonnet,21
admiratif,admiratif,30
par,par,81
une,un,71
feuille,feuille,22
de,de,81
papier,papier,21
de,de,81
soie,soie,22
/.,/.,P
-,-,p
miss,miss,22
Ward,Ward,20
",",",",p
vous,vous,51
prenez,prendre,17
plaisir,plaisir,21
à,à,81
vous,vous,51
calomnier,calomnier,14
",",",",p
dit,dire,17
Paul,Paul,20
les,le,71
paupières,paupière,22
baissées,baissé,31
/.,/.,P
-,-,p
vous,vous,51
feriez,faire,16
mieux,mieux,60
de,de,81
m',je,51
avouer,avouer,14
franchement,franchement,60
que,que,83
je,je,51
suis,être,17
affreuse,affreux,30
/.,/.,P
-,-,p
c',ce,52
est,être,17
votre,votre,73
faute,faute,22
aussi,aussi,60
",",",",p
commodore,commodore,21
;,;,p
avec,avec,81
vos,votre,73
ailes,aile,22
de,de,81
poulet,poulet,21
",",",",p
vos,votre,73
noix,noix,22
de,de,81
côtelettes,côtelette,22
",",",",p
vos,votre,73
filets,filet,21
de,de,81
boeuf,boeuf,21
",",",",p
vos,votre,73
petits,petit,30
verres,verre,21
de,de,81
vin,vin,21
des,de,81
des,le,71
Canaries,Canaries,20
",",",",p
vos,votre,73
promenades,promenade,22
à,à,81
cheval,cheval,21
",",",",p
vos,votre,73
bains,bain,21
de,de,81
mer,mer,22
",",",",p
vos,votre,73
exercices,exercice,21
gymnastiques,gymnastique,22
",",",",p
vous,vous,51
m',je,51
avez,avoir,17
fabriqué,fabriquer,12
cette,ce,74
fatale,fatal,30
santé,santé,22
bourgeoise,bourgeois,30
qui,qui,52
dissipe,dissiper,17
les,le,71
illusions,illusion,22
poétiques,poétique,30
de,de,81
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
/.,/.,P
-,-,p
vous,vous,51
tourmentez,tourmenter,17
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
et,et,82
vous,vous,51
vous,vous,51
moquez,moquer,17
de,de,81
moi,moi,51
",",",",p
dit,dit,31
le,le,71
commodore,commodore,21
interpellé,interpellé,31
;,;,p
mais,mais,82
",",",",p
certainement,certainement,60
",",",",p
le,le,71
filet,filet,21
de,de,81
boeuf,boeuf,21
est,être,17
substantiel,substantiel,30
et,et,82
le,le,71
vin,vin,21
des,de,81
des,le,71
Canaries,Canaries,20
n',ne,60
a,avoir,17
jamais,jamais,60
nui,nuire,12
à,à,81
personne,personne,52
/.,/.,P
-,-,p
quel,quel,75
désappointement,désappointement,21
",",",",p
mon,mon,73
pauvre,pauvre,30
Paul,Paul,20
!,!,p
quitter,quitter,14
une,un,71
nixe,nixe,22
",",",",p
un,un,71
elfe,elfe,21
",",",",p
une,un,71
willis,willis,92
",",",",p
et,et,82
retrouver,retrouver,14
ce,ce,52
que,que,52
les,le,71
médecins,médecin,21
et,et,82
les,le,71
parents,parent,21
appellent,appeler,17
une,un,71
jeune,jeune,30
personne,personne,22
bien,bien,60
constituée,constitué,31
/!,/!,P
-,-,p
mais,mais,82
écoutez,écouter,17
moi,moi,51
",",",",p
puisque,puisque,83
vous,vous,51
n',ne,60
avez,avoir,17
plus,plus,60
le,le,71
courage,courage,21
de,de,81
m',je,51
envisager,envisager,14
",",",",p
et,et,82
frémissez,frémir,17
d',de,81
horreur,horreur,22
/.,/.,P
-,-,p
je,je,51
pèse,peser,17
sept,sept,72
onces,once,22
de,de,81
plus,plus,60
qu',que,83
à,à,81
mon,mon,73
départ,départ,21
d',de,81
Angleterre,Angleterre,20
/.,/.,P
-,-,p
huit,huit,72
onces,once,22
!,!,p
interrompit,interrompre,19
avec,avec,81
orgueil,orgueil,21
le,le,71
commodore,commodore,21
",",",",p
qui,qui,52
soignait,soigner,18
Alicia,Alicia,20
comme,comme,83
eût,avoir,19
pu,pouvoir,12
le,le,71
faire,faire,14
la,le,71
mère,mère,22
la,le,71
plus,plus,60
tendre,tendre,14
/.,/.,P
-,-,p
est,être,17
ce,ce,52
huit,huit,72
onces,once,22
précisément,précisément,60
/?,/?,P
oncle,oncle,21
terrible,terrible,30
",",",",p
vous,vous,51
voulez,vouloir,17
donc,donc,82
désenchanter,désenchanter,14
à,à,81
tout,tout,60
jamais,jamais,60
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
?,?,p
“,“,p
fit,faire,19
Alicia,Alicia,20
en,en,81
affectant,affecter,13
un,un,71
découragement,découragement,21
moqueur,moqueur,30
/.,/.,P
pendant,pendant,81
que,que,83
la,le,71
jeune,jeune,30
fille,fille,22
le,le,52
provoquait,provoquer,18
par,par,81
ces,ce,74
coquetteries,coquetterie,22
",",",",p
qu',que,83
elle,il,51
ne,ne,60
se,se,51
fût,être,19
permises,permettre,12
",",",",p
même,même,60
envers,envers,81
son,son,73
fiancé,fiancé,21
",",",",p
sans,sans,81
de,de,81
graves,grave,30
motifs,motif,21
",",",",p
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
",",",",p
en,en,81
proie,proie,22
à,à,81
son,son,73
idée,idée,22
fixe,fixe,30
et,et,82
ne,ne,60
voulant,vouloir,13
pas,pas,60
nuire,nuire,14
à,à,81
miss,miss,21
Ward,Ward,20
par,par,81
son,son,73
regard,regard,21
fatal,fatal,30
",",",",p
attachait,attacher,18
ses,son,73
yeux,oeil,21
aux,à,81
aux,le,71
cornes,corne,22
talismaniques,talismaniques,92
ou,ou,82
les,le,52
laissait,laisser,18
errer,errer,14
vaguement,vaguement,60
sur,sur,81
l',le,71
immense,immense,30
étendue,étendue,22
bleue,bleu,30
qu',que,83
on,on,51
découvrait,découvrir,18
du,de,81
du,le,71
haut,haut,21
de,de,81
la,le,71
terrasse,terrasse,22
/.,/.,P
il,il,51
se,se,51
demandait,demander,18
s',si,83
il,il,51
n',ne,60
était,être,18
pas,pas,60
de,de,81
son,son,73
devoir,devoir,21
de,de,81
fuir,fuir,14
Alicia,Alicia,20
",",",",p
dût,devoir,18
il,il,51
passer,passer,14
pour,pour,81
un,un,71
homme,homme,21
sans,sans,81
foi,foi,22
et,et,82
sans,sans,81
honneur,honneur,21
",",",",p
et,et,82
d',de,81
aller,aller,14
finir,finir,14
sa,son,73
vie,vie,22
dans,dans,81
quelque,quelque,75
île,île,22
déserte,désert,30
où,où,60
",",",",p
du,de,81
du,le,71
moins,moins,60
",",",",p
sa,son,73
jettature,jettature,92
s',se,51
éteindrait,éteindre,16
faute,faute,22
d',de,81
un,un,71
regard,regard,21
humain,humain,30
pour,pour,81
l',le,52
absorber,absorber,14
/.,/.,P
“,“,p
je,je,51
vois,voir,17
",",",",p
dit,dire,17
Alicia,Alicia,20
continuant,continuer,13
sa,son,73
plaisanterie,plaisanterie,22
",",",",p
ce,ce,52
qui,qui,52
vous,vous,51
rend,rendre,17
si,si,60
sombre,sombre,30
et,et,82
si,si,60
sérieux,sérieux,30
;,;,p
l',le,71
époque,époque,22
de,de,81
notre,notre,73
mariage,mariage,21
est,être,17
fixée,fixer,12
à,à,81
un,un,71
mois,mois,21
;,;,p
et,et,82
vous,vous,51
reculez,reculer,17
à,à,81
l',le,71
idée,idée,22
de,de,81
devenir,devenir,14
le,le,71
mari,mari,21
d',de,81
une,un,71
pauvre,pauvre,30
campagnarde,campagnarde,22
qui,qui,52
n',ne,60
a,avoir,17
plus,plus,60
la,le,71
moindre,moindre,30
élégance,élégance,22
/.,/.,P
je,je,51
vous,vous,51
rends,rendre,17
votre,votre,73
parole,parole,22
:,:,p
vous,vous,51
pourrez,pouvoir,15
épouser,épouser,14
mon,mon,73
amie,amie,22
miss,miss,22
Sarah,Sarah,20
Templeton,Templeton,20
",",",",p
qui,qui,52
mange,manger,17
des,de,81
des,le,71
pickles,pickles,92
et,et,82
boit,boire,17
du,de,81
du,le,71
vinaigre,vinaigre,21
pour,pour,81
être,être,14
mince,mince,30
/!,/!,P
“,“,p
cette,ce,74
imagination,imagination,22
la,le,52
fit,faire,19
rire,rire,14
de,de,81
ce,ce,74
rire,rire,21
argentin,argentin,30
et,et,82
clair,clair,30
de,de,81
la,le,71
jeunesse,jeunesse,22
/.,/.,P
le,le,71
commodore,commodore,21
et,et,82
Paul,Paul,20
s',se,51
associèrent,associer,19
franchement,franchement,60
à,à,81
son,son,73
hilarité,hilarité,22
/.,/.,P
quand,quand,83
la,le,71
dernière,dernier,30
fusée,fusée,22
de,de,81
sa,son,73
gaieté,gaieté,22
nerveuse,nerveux,30
se,se,51
fut,être,19
éteinte,éteindre,12
",",",",p
elle,il,51
vint,venir,19
à,à,81
d',de,81
Aspremont,Aspremont,20
",",",",p
le,le,52
prit,prendre,19
par,par,81
/.,/.,P
