11776
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-huitième extrait>,<>,<>
",",",",p
trompés,trompé,31
sur,sur,81
la,le,71
marche,marche,22
des,de,81
des,le,71
insurgés,insurgé,21
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
ils,ils,51
les,le,52
savaient,savoir,18
maintenant,maintenant,60
à,à,81
Orchères,Orchères,20
;,;,p
ils,ils,51
ne,ne,60
devaient,devoir,18
s',se,51
arrêter,arrêter,14
qu',que,83
une,un,71
heure,heure,22
à,à,81
Plassans,Plassans,20
",",",",p
le,le,71
temps,temps,21
de,de,81
rassurer,rassurer,14
la,le,71
population,population,22
et,et,82
de,de,81
publier,publier,14
les,le,71
cruelles,cruel,30
ordonnances,ordonnance,22
qui,qui,52
décrétaient,décréter,18
la,le,71
mise,mise,22
sous,sous,81
séquestre,séquestre,21
des,de,81
des,le,71
biens,bien,21
des,de,81
des,le,71
insurgés,insurgé,21
",",",",p
et,et,82
la,le,71
mort,mort,22
pour,pour,81
tout,tout,75
individu,individu,21
surpris,surpris,31
les,le,71
armes,arme,22
à,à,81
la,le,71
main,main,22
/.,/.,P
le,le,71
colonel,colonel,21
Masson,Masson,20
eut,avoir,19
un,un,71
sourire,sourire,21
",",",",p
lorsque,lorsque,83
le,le,71
commandant,commandant,21
de,de,81
la,le,71
garde,garde,22
nationale,national,30
fit,faire,19
tirer,tirer,14
les,le,71
verrous,verrou,21
de,de,81
la,le,71
porte,porte,22
de,de,81
Rome,Rome,20
",",",",p
avec,avec,81
un,un,71
bruit,bruit,21
épouvantable,épouvantable,30
de,de,81
vieille,vieux,30
ferraille,ferraille,22
/.,/.,P
le,le,71
poste,poste,21
accompagna,accompagner,19
le,le,71
préfet,préfet,21
et,et,82
le,le,71
colonel,colonel,21
",",",",p
comme,comme,83
garde,garde,22
d',de,81
honneur,honneur,21
/.,/.,P
tout,tout,75
le,le,71
long,long,21
du,de,81
du,le,71
cours,cours,21
Sauvaire,Sauvaire,20
",",",",p
Roudier,Roudier,20
raconta,raconter,19
à,à,81
ces,ce,74
messieurs,monsieur,21
l',le,71
épopée,épopée,22
de,de,81
Rougon,Rougon,20
",",",",p
les,le,71
trois,trois,72
jours,jour,21
de,de,81
panique,panique,22
",",",",p
terminés,terminé,31
par,par,81
la,le,71
victoire,victoire,22
éclatante,éclatant,30
de,de,81
la,le,71
dernière,dernier,30
nuit,nuit,22
/.,/.,P
aussi,aussi,60
",",",",p
quand,quand,83
les,le,71
deux,deux,72
cortèges,cortège,21
se,se,51
trouvèrent,trouver,19
face,face,22
à,à,81
face,face,22
",",",",p
monsieur,monsieur,21
de,de,81
Blériot,Blériot,20
s',se,51
avança,avancer,19
t,t,94
il,il,51
vivement,vivement,60
vers,vers,81
le,le,71
président,président,21
de,de,81
la,le,71
commission,commission,22
",",",",p
lui,lui,51
serrant,serrer,13
les,le,71
mains,main,22
",",",",p
le,le,52
félicitant,féliciter,13
",",",",p
le,le,52
priant,prier,13
de,de,81
veiller,veiller,14
encore,encore,60
sur,sur,81
la,le,71
ville,ville,22
jusqu',jusque,81
au,à,81
au,le,71
retour,retour,21
des,de,81
des,le,71
autorités,autorité,22
;,;,p
et,et,82
Rougon,Rougon,20
saluait,saluer,18
",",",",p
tandis que,tandis que,83
le,le,71
préfet,préfet,21
",",",",p
arrivé,arrivé,31
à,à,81
la,le,71
porte,porte,22
de,de,81
la,le,71
sous-préfecture,sous-préfecture,22
",",",",p
où,où,60
il,il,51
désirait,désirer,18
se,se,51
reposer,reposer,14
un,un,71
moment,moment,21
",",",",p
disait,dire,18
à,à,81
voix,voix,22
haute,haut,30
qu',que,83
il,il,51
n',ne,60
oublierait,oublier,16
pas,pas,60
dans,dans,81
son,son,73
rapport,rapport,21
de,de,81
faire,faire,14
connaître,connaître,14
sa,son,73
belle,beau,30
et,et,82
courageuse,courageux,30
conduite,conduite,22
/.,/.,P
cependant,cependant,82
",",",",p
malgré,malgré,81
le,le,71
froid,froid,21
vif,vif,30
",",",",p
tout,tout,75
le,le,71
monde,monde,21
se,se,51
trouvait,trouver,18
aux,à,81
aux,le,71
fenêtres,fenêtre,22
/.,/.,P
Félicité,Félicité,20
",",",",p
se,se,51
penchant,pencher,13
à,à,81
la,le,71
sienne,sien,52
",",",",p
au,à,81
au,le,71
risque,risque,21
de,de,81
tomber,tomber,14
",",",",p
était,être,18
toute,tout,60
pâle,pâle,30
de,de,81
joie,joie,22
/.,/.,P
justement,justement,60
Aristide,Aristide,20
venait,venir,18
d',de,81
arriver,arriver,14
avec,avec,81
un,un,71
numéro,numéro,21
de,de,81
l',le,71
Indépendant,Indépendant,20
",",",",p
dans,dans,81
lequel,lequel,52
il,il,51
s',se,51
était,être,18
nettement,nettement,60
déclaré,déclarer,12
en,en,81
faveur,faveur,22
du,de,81
du,le,71
coup,coup,21
d',de,81
Etat,état,21
",",",",p
qu',que,52
il,il,51
accueillait,accueillir,18
“,“,p
comme,comme,83
l',le,71
aurore,aurore,22
de,de,81
la,le,71
liberté,liberté,22
dans,dans,81
l',le,71
ordre,ordre,21
et,et,82
de,de,81
l',le,71
ordre,ordre,21
dans,dans,81
la,le,71
liberté,liberté,22
/.,/.,P
“,“,p
et,et,82
il,il,51
avait,avoir,18
fait,faire,12
aussi,aussi,60
une,un,71
délicate,délicat,30
allusion,allusion,22
au,à,81
au,le,71
salon,salon,21
jaune,jaune,30
",",",",p
reconnaissant,reconnaître,13
ses,son,73
torts,tort,21
",",",",p
disant,dire,13
que,que,83
“,“,p
la,le,71
jeunesse,jeunesse,22
est,être,17
présomptueuse,présomptueux,30
",",",",p
“,“,p
et,et,82
que,que,83
“,“,p
les,le,71
grands,grand,30
citoyens,citoyen,21
se,se,51
taisent,taire,17
",",",",p
réfléchissent,réfléchir,17
dans,dans,81
le,le,71
silence,silence,21
et,et,82
laissent,laisser,17
passer,passer,14
les,le,71
insultes,insulte,22
",",",",p
pour,pour,81
se,se,51
dresser,dresser,14
debout,debout,60
dans,dans,81
leur,leur,73
héroïsme,héroïsme,21
aux,à,81
aux,le,71
jours,jour,21
de,de,81
lutte,lutte,22
/.,/.,P
“,“,p
il,il,51
était,être,18
surtout,surtout,60
content,content,30
de,de,81
cette,ce,74
phrase,phrase,22
/.,/.,P
sa,son,73
mère,mère,22
trouva,trouver,19
l',le,71
article,article,21
supérieurement,supérieurement,60
écrit,écrit,31
/.,/.,P
elle,il,51
embrassa,embrasser,19
le,le,71
cher,cher,30
enfant,enfant,21
",",",",p
le,le,52
mit,mettre,19
à,à,81
sa,son,73
droite,droite,22
/.,/.,P
le,le,71
marquis,marquis,21
de,de,81
Carnavant,Carnavant,20
",",",",p
qui,qui,52
était,être,18
également,également,60
venu,venir,12
la,le,52
voir,voir,14
",",",",p
las,las,30
de,de,81
se,se,51
cloîtrer,cloîtrer,14
",",",",p
pris,pris,31
d',de,81
une,un,71
curiosité,curiosité,22
furieuse,furieux,30
",",",",p
s',se,51
accouda,accouder,19
à,à,81
sa,son,73
gauche,gauche,22
",",",",p
sur,sur,81
la,le,71
rampe,rampe,22
de,de,81
la,le,71
fenêtre,fenêtre,22
/.,/.,P
quand,quand,83
monsieur,monsieur,21
de,de,81
Blériot,Blériot,20
",",",",p
sur,sur,81
la,le,71
place,place,22
",",",",p
tendit,tendre,19
la,le,71
main,main,22
à,à,81
Rougon,Rougon,20
",",",",p
Félicité,Félicité,20
pleura,pleurer,19
/.,/.,P
-,-,p
oh,oh,93
!,!,p
vois,voir,17
",",",",p
vois,voir,17
",",",",p
dit,dire,19
elle,il,51
à,à,81
Aristide,Aristide,20
/.,/.,P
il,il,51
lui,lui,51
a,avoir,17
serré,serrer,12
la,le,71
main,main,22
/.,/.,P
tiens,tenir,17
",",",",p
il,il,51
la,le,52
lui,lui,51
prend,prendre,17
encore,encore,60
/!,/!,P
et,et,82
jetant,jeter,13
un,un,71
coup,coup,21
d',de,81
oeil,oeil,21
sur,sur,81
les,le,71
fenêtres,fenêtre,22
où,où,60
les,le,71
têtes,tête,22
s',se,51
entassaient,entasser,18
:,:,p
-,-,p
qu',que,52
ils,ils,51
doivent,devoir,17
rager,rager,14
/!,/!,P
regarde,regarder,17
donc,donc,82
la,le,71
femme,femme,22
à,à,81
monsieur,monsieur,21
Peirotte,Peirotte,20
",",",",p
elle,il,51
mord,mordre,17
son,son,73
mouchoir,mouchoir,21
/.,/.,P
et,et,82
là-bas,là-bas,60
",",",",p
les,le,71
filles,fille,22
du,de,81
du,le,71
notaire,notaire,21
",",",",p
et,et,82
madame,madame,22
Massicot,Massicot,20
",",",",p
et,et,82
la,le,71
famille,famille,22
Brunet,Brunet,20
",",",",p
quelles,quel,75
figures,figure,22
",",",",p
hein,hein,93
?,?,p
comme,comme,83
leur,leur,73
nez,nez,21
s',se,51
allonge,allonger,17
!,!,p
ah,ah,93
!,!,p
dame,dame,22
",",",",p
c',ce,52
est,être,17
notre,notre,73
tour,tour,21
",",",",p
maintenant,maintenant,60
/.,/.,P
elle,il,51
suivit,suivre,19
la,le,71
scène,scène,22
qui,qui,52
se,se,51
passait,passer,18
à,à,81
la,le,71
porte,porte,22
de,de,81
la,le,71
sous-préfecture,sous-préfecture,22
",",",",p
avec,avec,81
des,de,81
des,le,71
ravissements,ravissement,21
",",",",p
des,de,81
des,le,71
frétillements,frétillement,21
qui,qui,52
secouaient,secouer,18
son,son,73
corps,corps,21
de,de,81
cigale,cigale,22
ardente,ardent,30
/.,/.,P
elle,il,51
interprétait,interpréter,18
les,le,71
moindres,moindre,30
gestes,geste,21
",",",",p
elle,il,51
inventait,inventer,18
les,le,71
paroles,parole,22
qu',que,52
elle,il,51
ne,ne,60
pouvait,pouvoir,18
saisir,saisir,14
",",",",p
elle,il,51
disait,dire,18
que,que,83
Pierre,Pierre,20
saluait,saluer,18
très,très,60
bien,bien,60
/.,/.,P
un,un,71
moment,moment,21
",",",",p
elle,il,51
devint,devenir,19
maussade,maussade,30
",",",",p
quand,quand,83
le,le,71
préfet,préfet,21
accorda,accorder,19
un,un,71
mot,mot,21
à,à,81
ce,ce,74
pauvre,pauvre,30
Granoux,Granoux,20
qui,qui,52
tournait,tourner,18
autour,autour,60
de,de,81
lui,lui,51
",",",",p
quêtant,quêter,13
un,un,71
éloge,éloge,21
;,;,p
sans,sans,81
doute,doute,21
",",",",p
monsieur,monsieur,21
de,de,81
Blériot,Blériot,20
connaissait,connaître,18
déjà,déjà,60
l',le,71
histoire,histoire,22
du,de,81
du,le,71
marteau,marteau,21
",",",",p
car,car,82
l',le,71
ancien,ancien,30
marchand,marchand,21
d',de,81
amandes,amande,22
rougit,rougir,19
comme,comme,83
une,un,71
jeune,jeune,30
fille,fille,22
et,et,82
parut,paraître,19
dire,dire,14
qu',que,83
il,il,51
n',ne,60
avait,avoir,18
fait,faire,12
que,que,83
son,son,73
devoir,devoir,21
/.,/.,P
mais,mais,82
ce,ce,52
qui,qui,52
la,le,52
fâcha,fâcher,19
plus,plus,60
encore,encore,60
",",",",p
ce,ce,52
fut,être,19
la,le,71
trop,trop,60
grande,grand,30
bonté,bonté,22
de,de,81
son,son,73
mari,mari,21
",",",",p
qui,qui,52
présenta,présenter,19
Vuillet,Vuillet,20
à,à,81
ces,ce,74
messieurs,monsieur,21
;,;,p
Vuillet,Vuillet,20
",",",",p
il,il,51
est,être,17
vrai,vrai,30
",",",",p
se,se,51
coulait,couler,18
entre,entre,81
eux,ils,51
",",",",p
et,et,82
Rougon,Rougon,20
se,se,51
trouva,trouver,19
forcé,forcé,31
de,de,81
le,le,52
nommer,nommer,14
/.,/.,P
-,-,p
quel,quel,75
intrigant,intrigant,21
!,!,p
murmura,murmurer,19
Félicité,Félicité,20
/.,/.,P
il,il,51
se,se,51
fourre,fourrer,17
partout,partout,60
/…,/…,P
ce,ce,74
pauvre,pauvre,30
chéri,chéri,31
doit,devoir,17
être,être,14
si,si,60
troublé,troubler,12
!,!,p
voilà,voilà,81
le,le,71
colonel,colonel,21
qui,qui,52
lui,lui,51
parle,parler,17
/.,/.,P
qu',que,52
est,être,17
ce,ce,52
qu',que,52
il,il,51
peut,pouvoir,17
bien,bien,60
lui,lui,51
dire,dire,14
/?,/?,P
eh,eh,93
!,!,p
petite,petit,30
",",",",p
répondit,répondre,19
le,le,71
marquis,marquis,21
avec,avec,81
une,un,71
fine,fin,30
ironie,ironie,22
",",",",p
il,il,51
le,le,52
complimente,complimenter,17
d',de,81
avoir,avoir,14
si,si,60
soigneusement,soigneusement,60
fermé,fermer,12
les,le,71
portes,porte,22
/.,/.,P
-,-,p
mon,mon,73
père,père,21
a,avoir,17
sauvé,sauver,12
la,le,71
ville,ville,22
",",",",p
dit,dire,19
Aristide,Aristide,20
d',de,81
une,un,71
voix,voix,22
sèche,sec,30
/.,/.,P
avez,avoir,17
vous,vous,51
vu,voir,12
les,le,71
cadavres,cadavre,21
",",",",p
monsieur,monsieur,21
/?,/?,P
monsieur,monsieur,21
de,de,81
Carnavant,Carnavant,20
ne,ne,60
répondit,répondre,19
pas,pas,60
/.,/.,P
il,il,51
se,se,51
retira,retirer,19
même,même,60
de,de,81
la,le,71
fenêtre,fenêtre,22
",",",",p
et,et,82
alla,aller,19
s',se,51
asseoir,asseoir,14
dans,dans,81
un,un,71
fauteuil,fauteuil,21
en,en,81
hochant,hocher,13
la,le,71
tête,tête,22
",",",",p
d',de,81
un,un,71
air,air,21
légèrement,légèrement,60
dégoûté,dégoûté,31
/.,/.,P
à,à,81
ce,ce,74
moment,moment,21
",",",",p
le,le,71
préfet,préfet,21
ayant,avoir,13
quitté,quitter,12
la,le,71
place,place,22
",",",",p
Rougon,Rougon,20
accourut,accourir,19
",",",",p
se,se,51
jeta,jeter,19
au,à,81
au,le,71
cou,cou,21
de,de,81
sa,son,73
femme,femme,22
/.,/.,P
-,-,p
ah,ah,93
!,!,p
ma,mon,73
bonne,bonne,22
!,!,p
balbutia,balbutier,19
t,t,94
il,il,51
/.,/.,P
il,il,51
ne,ne,60
put,pouvoir,19
en,en,52
dire,dire,14
davantage,davantage,60
/.,/.,P
Félicité,Félicité,20
lui,lui,51
fit,faire,19
aussi,aussi,60
embrasser,embrasser,14
Aristide,Aristide,20
",",",",p
en,en,81
lui,lui,51
parlant,parler,13
du,de,81
du,le,71
superbe,superbe,30
article,article,21
de,de,81
l',le,71
Indépendant,Indépendant,20
/.,/.,P
Pierre,Pierre,20
aurait,avoir,16
également,également,60
baisé,baiser,12
le,le,71
marquis,marquis,21
sur,sur,81
les,le,71
joues,joue,22
",",",",p
tant,tant,60
il,il,51
était,être,18
ému,émouvoir,12
/.,/.,P
mais,mais,82
sa,son,73
femme,femme,22
le,le,52
prit,prendre,19
à,à,81
part,part,22
",",",",p
et,et,82
lui,lui,51
donna,donner,19
la,le,71
lettre,lettre,22
d',de,81
Eugène,Eugène,20
qu',que,83
elle,il,51
avait,avoir,18
remise,remettre,12
sous,sous,81
enveloppe,enveloppe,22
/.,/.,P
elle,il,51
prétendit,prétendre,19
qu',que,83
on,on,51
venait,venir,18
de,de,81
l',le,52
apporter,apporter,14
/.,/.,P
Pierre,Pierre,20
",",",",p
triomphant,triomphant,30
",",",",p
la,le,71
lui,lui,51
tendit,tendre,19
après,après,81
l',le,52
avoir,avoir,14
lue,lire,12
/.,/.,P
-,-,p
tu,tu,51
es,être,17
une,un,71
sorcière,sorcière,22
",",",",p
lui,lui,51
dit,dire,19
il,il,51
en,en,81
riant,rire,13
/.,/.,P
tu,tu,51
as,avoir,17
tout,tout,52
deviné,deviner,12
/.,/.,P
ah,ah,93
!,!,p
quelle,quel,75
sottise,sottise,22
j',je,51
allais,aller,18
faire,faire,14
sans,sans,81
toi,toi,51
/!,/!,P
va,aller,17
",",",",p
nous,nous,51
ferons,faire,15
nos,notre,73
petites,petit,30
affaires,affaire,22
ensemble,ensemble,60
/.,/.,P
embrasse,embrasser,17
moi,moi,51
",",",",p
tu,tu,51
es,être,17
une,un,71
brave,brave,30
femme,femme,22
/.,/.,P
il,il,51
la,le,52
prit,prendre,19
dans,dans,81
ses,son,73
bras,bras,21
",",",",p
tandis qu',tandis que,83
elle,il,51
échangeait,échanger,18
avec,avec,81
le,le,71
marquis,marquis,21
un,un,71
discret,discret,30
sourire,sourire,21
/.,/.,P
<Chapitre VII>,<>,<>
ce,ce,52
fut,être,19
seulement,seulement,60
le,le,71
dimanche,dimanche,21
",",",",p
le,le,71
surlendemain,surlendemain,21
de,de,81
la,le,71
tuerie,tuerie,22
de,de,81
Sainte-Roure,Sainte Roure,20
",",",",p
que,que,83
les,le,71
troupes,troupe,22
repassèrent,repasser,19
par,par,81
Plassans,Plassans,20
/.,/.,P
le,le,71
préfet,préfet,21
et,et,82
le,le,71
colonel,colonel,21
",",",",p
que,que,52
monsieur,monsieur,21
Garçonnet,Garçonnet,20
avait,avoir,18
invités,inviter,12
à,à,81
dîner,dîner,14
",",",",p
entrèrent,entrer,19
seuls,seul,30
dans,dans,81
la,le,71
ville,ville,22
/.,/.,P
les,le,71
soldats,soldat,21
firent,faire,19
le,le,71
tour,tour,21
des,de,81
des,le,71
remparts,rempart,21
et,et,82
allèrent,aller,19
camper,camper,14
dans,dans,81
le,le,71
faubourg,faubourg,21
",",",",p
sur,sur,81
la,le,71
route,route,22
de,de,81
Nice,Nice,20
/.,/.,P
la,le,71
nuit,nuit,22
tombait,tomber,18
;,;,p
le,le,71
ciel,ciel,21
",",",",p
couvert,couvert,31
depuis,depuis,81
le,le,71
matin,matin,21
",",",",p
avait,avoir,18
d',de,81
étranges,étrange,30
reflets,reflet,21
jaunes,jaune,30
qui,qui,52
éclairaient,éclairer,18
la,le,71
ville,ville,22
d',de,81
une,un,71
clarté,clarté,22
louche,louche,30
",",",",p
pareille,pareil,30
à,à,81
ces,ce,74
lueurs,lueur,22
cuivrées,cuivré,31
des,de,81
des,le,71
temps,temps,21
d',de,81
orage,orage,21
/.,/.,P
l',le,71
accueil,accueil,21
des,de,81
des,le,71
habitants,habitant,21
fut,être,19
peureux,peureux,30
;,;,p
ces,ce,74
soldats,soldat,21
",",",",p
encore,encore,60
saignants,saignant,30
",",",",p
qui,qui,52
passaient,passer,18
",",",",p
las,las,30
et,et,82
muets,muet,30
",",",",p
dans,dans,81
le,le,71
crépuscule,crépuscule,21
sale,sale,30
",",",",p
dégoûtèrent,dégoûter,19
les,le,71
petits,petit,30
bourgeois,bourgeois,21
propres,propre,30
du,de,81
/.,/.,P
