11659
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Centième extrait>,<>,<>
gouvernement,gouvernement,21
aurait,avoir,16
dû,devoir,12
étudier,étudier,14
",",",",p
elle,il,51
était,être,18
produite,produire,12
par,par,81
la,le,71
cherté,cherté,22
de,de,81
la,le,71
vie,vie,22
à,à,81
Lyon,Lyon,20
/.,/.,P
Lyon,Lyon,20
veut,vouloir,17
bâtir,bâtir,14
des,de,81
des,le,71
théâtres,théâtre,21
et,et,82
devenir,devenir,14
une,un,71
capitale,capitale,22
",",",",p
de,de,81
là,là,60
des,de,81
des,le,71
octrois,octroi,21
insensés,insensé,30
/.,/.,P
les,le,71
républicains,républicain,21
ont,avoir,17
flairé,flairer,12
cette,ce,74
révolte,révolte,22
à,à,81
propos,propos,21
du,de,81
du,le,71
pain,pain,21
",",",",p
et,et,82
ils,ils,51
ont,avoir,17
organisé,organiser,12
les,le,71
canuts,canut,21
qui,qui,52
se,se,51
sont,être,17
battus,battre,12
en,en,81
partie,partie,22
double,double,30
/.,/.,P
Lyon,Lyon,20
a,avoir,17
eu,avoir,12
ses,son,73
trois,trois,72
jours,jour,21
",",",",p
mais,mais,82
tout,tout,52
est,être,17
rentré,rentrer,12
dans,dans,81
l',le,71
ordre,ordre,21
",",",",p
et,et,82
le,le,71
canut,canut,21
dans,dans,81
son,son,73
taudis,taudis,21
/.,/.,P
le,le,71
canut,canut,21
",",",",p
probe,probe,30
jusque-là,jusque-là,81
",",",",p
rendant,rendre,13
en,en,81
étoffe,étoffe,22
la,le,71
soie,soie,22
qu',que,52
on,on,51
lui,lui,51
pesait,peser,18
en,en,81
bottes,botte,22
",",",",p
a,avoir,17
mis,mettre,12
la,le,71
probité,probité,22
à,à,81
la,le,71
porte,porte,22
en,en,81
songeant,songer,13
que,que,83
les,le,71
négociants,négociant,21
le,le,52
victimaient,victimer,18
",",",",p
et,et,82
a,avoir,17
mis,mettre,12
de,de,81
l',le,71
huile,huile,22
à,à,81
ses,son,73
doigts,doigt,21
:,:,p
il,il,51
a,avoir,17
rendu,rendre,12
poids,poids,21
pour,pour,81
poids,poids,21
",",",",p
mais,mais,82
il,il,51
a,avoir,17
vendu,vendre,12
la,le,71
soie,soie,22
représentée,représenté,31
par,par,81
l',le,71
huile,huile,22
",",",",p
et,et,82
le,le,71
commerce,commerce,21
des,de,81
des,le,71
soieries,soierie,22
françaises,français,30
a,avoir,17
été,être,12
infesté,infester,12
d',de,81
étoffes,étoffe,22
graissées,graissé,31
",",",",p
ce,ce,52
qui,qui,52
aurait,avoir,16
pu,pouvoir,12
entraîner,entraîner,14
la,le,71
perte,perte,22
de,de,81
Lyon,Lyon,20
et,et,82
celle,celui,52
d',de,81
une,un,71
branche,branche,22
de,de,81
commerce,commerce,21
français,français,30
/.,/.,P
les,le,71
fabricants,fabricant,21
et,et,82
le,le,71
gouvernement,gouvernement,21
",",",",p
au,à,81
au,le,71
lieu,lieu,21
de,de,81
supprimer,supprimer,14
la,le,71
cause,cause,22
du,de,81
du,le,71
mal,mal,21
",",",",p
ont,avoir,17
fait,faire,12
",",",",p
comme,comme,83
certains,certain,75
médecins,médecin,21
",",",",p
rentrer,rentrer,14
le,le,71
mal,mal,21
par,par,81
un,un,71
violent,violent,30
topique,topique,30
/.,/.,P
il,il,51
fallait,falloir,18
envoyer,envoyer,14
à,à,81
Lyon,Lyon,20
un,un,71
homme,homme,21
habile,habile,30
",",",",p
un,un,52
de,de,81
ces,ce,74
gens,gens,21
qu',que,52
on,on,51
appelle,appeler,17
immoraux,immoral,30
",",",",p
un,un,71
abbé,abbé,21
Terray,Terray,20
",",",",p
mais,mais,82
l',l',94
on,on,51
a,avoir,17
vu,voir,12
le,le,71
côté,côté,21
militaire,militaire,30
/!,/!,P
les,le,71
troubles,trouble,21
ont,avoir,17
donc,donc,82
produit,produire,12
les,le,71
gros,gros,21
de,de,81
Naples,Naples,20
à,à,81
quarante,quarante,72
sous,sous,81
l',le,71
aune,aune,22
/.,/.,P
ces,ce,74
gros,gros,21
de,de,81
Naples,Naples,20
sont,être,17
aujourd'hui,aujourd'hui,60
vendus,vendre,12
",",",",p
on,on,51
peut,pouvoir,17
le,le,52
dire,dire,14
",",",",p
et,et,82
les,le,71
fabricants,fabricant,21
ont,avoir,17
sans,sans,81
doute,doute,21
inventé,inventer,12
je,je,51
ne,ne,60
sais,savoir,17
quel,quel,75
moyen,moyen,21
de,de,81
contrôle,contrôle,21
/.,/.,P
ce,ce,74
système,système,21
de,de,81
fabrication,fabrication,22
sans,sans,81
prévoyance,prévoyance,22
devait,devoir,18
arriver,arriver,14
dans,dans,81
un,un,71
pays,pays,21
où,où,60
Richard,Richard,20
Lenoir,Lenoir,20
",",",",p
un,un,52
des,de,81
des,le,71
plus,plus,60
grands,grand,30
citoyens,citoyen,21
que,que,83
la,le,71
France,France,20
ait,avoir,17
eus,avoir,12
",",",",p
s',se,51
est,être,17
ruiné,ruiner,12
pour,pour,81
avoir,avoir,14
fait,faire,12
travailler,travailler,14
six,six,72
mille,mille,72
ouvriers,ouvrier,21
sans,sans,81
commande,commande,22
",",",",p
les,le,52
avoir,avoir,14
nourris,nourrir,12
",",",",p
et,et,82
avoir,avoir,14
rencontré,rencontrer,12
des,de,81
des,le,71
ministres,ministre,21
assez,assez,60
stupides,stupide,30
pour,pour,81
le,le,52
laisser,laisser,14
succomber,succomber,14
à,à,81
la,le,71
révolution,révolution,22
que,que,52
<Nombre 1814>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
quatorze,quatorze,72
<Fin nombre>,<>,<>
a,avoir,17
faite,faire,12
dans,dans,81
le,le,71
pris,pris,31
des,de,81
des,le,71
tissus,tissu,21
/.,/.,P
voilà,voilà,81
le,le,71
seul,seul,30
cas,cas,21
où,où,60
le,le,52
négociant,négocier,13
mérite,mériter,17
une,un,71
statue,statue,22
/.,/.,P
eh,eh,93
!,!,p
bien,bien,60
",",",",p
cet,ce,74
homme,homme,21
est,être,17
aujourd'hui,aujourd'hui,60
l',le,71
objet,objet,21
d',de,81
une,un,71
souscription,souscription,22
sans,sans,81
souscripteurs,souscripteur,21
",",",",p
tandis que,tandis que,83
l',l',94
on,on,51
a,avoir,17
donné,donner,12
un,un,72
million,million,21
aux,à,81
aux,le,71
enfants,enfant,21
du,de,81
du,le,71
général,général,21
Foy,Foy,20
/.,/.,P
Lyon,Lyon,20
est,être,17
conséquent,conséquent,30
:,:,p
il,il,51
connaît,connaître,17
la,le,71
France,France,20
",",",",p
elle,il,51
est,être,17
sans,sans,81
aucun,aucun,75
sentiment,sentiment,21
religieux,religieux,30
/.,/.,P
l',le,71
histoire,histoire,22
de,de,81
Richard,Richard,20
Lenoir,Lenoir,20
est,être,17
une,un,52
de,de,81
ces,ce,74
fautes,faute,22
que,que,52
Fouché,Fouché,20
trouvait,trouver,18
pire,pire,30
qu',que,83
un,un,71
crime,crime,21
/.,/.,P
-,-,p
si,si,83
dans,dans,81
la,le,71
manière,manière,22
dont,dont,52
les,le,71
affaires,affaire,22
se,se,51
présentent,présenter,17
",",",",p
reprit,reprendre,19
Couture,Couture,20
en,en,81
se,se,51
remettant,remettre,13
au,à,81
au,le,71
point,point,21
où,où,60
il,il,51
était,être,18
avant,avant,81
l',le,71
interruption,interruption,22
",",",",p
il,il,51
y,y,52
a,avoir,17
une,un,71
teinte,teinte,22
de,de,81
charlatanisme,charlatanisme,21
",",",",p
mot,mot,21
devenu,devenu,31
flétrissant,flétrir,13
et,et,82
mis,mis,31
à,à,81
cheval,cheval,21
sur,sur,81
le,le,71
mur,mur,21
mitoyen,mitoyen,30
du,de,81
du,le,71
juste,juste,30
et,et,82
de,de,81
l',le,71
injuste,injuste,30
",",",",p
car,car,82
je,je,51
demande,demander,17
où,où,60
commence,commencer,17
",",",",p
où,où,60
finit,finir,17
le,le,71
charlatanisme,charlatanisme,21
",",",",p
ce,ce,52
qu',que,52
est,être,17
le,le,71
charlatanisme,charlatanisme,21
/?,/?,P
faites,faire,17
moi,moi,51
l',le,71
amitié,amitié,22
de,de,81
me,je,51
dire,dire,14
qui,qui,52
n',ne,60
est,être,17
pas,pas,60
charlatan,charlatan,21
/?,/?,P
voyons,voir,17
?,?,p
un,un,71
peu,peu,60
de,de,81
bonne,bon,30
foi,foi,22
",",",",p
l',le,71
ingrédient,ingrédient,21
social,social,30
le,le,71
plus,plus,60
rare,rare,30
/!,/!,P
le,le,71
commerce,commerce,21
qui,qui,52
consisterait,consister,16
à,à,81
aller,aller,14
chercher,chercher,14
la,le,71
nuit,nuit,22
ce,ce,52
qu',que,52
on,on,51
vendrait,vendre,16
dans,dans,81
la,le,71
journée,journée,22
serait,être,16
un,un,71
non-sens,non-sens,21
/.,/.,P
un,un,71
marchand,marchand,21
d',de,81
allumettes,allumette,22
a,avoir,17
l',le,71
instinct,instinct,21
de,de,81
l',le,71
accaparement,accaparement,21
/.,/.,P
accaparer,accaparer,14
la,le,71
marchandise,marchandise,22
est,être,17
la,le,71
pensée,pensée,22
du,de,81
du,le,71
boutiquier,boutiquier,21
de,de,81
la,le,71
rue,rue,22
Saint-Denis,Saint-Denis,20
dit,dire,17
le,le,71
plus,plus,60
vertueux,vertueux,30
",",",",p
comme,comme,83
de,de,81
spéculateur,spéculateur,21
dit,dire,17
le,le,71
plus,plus,60
effronté,effronté,30
/.,/.,P
quand,quand,83
les,le,71
magasins,magasin,21
sont,être,17
pleins,plein,30
",",",",p
il,il,51
y,y,52
a,avoir,17
nécessité,nécessiter,12
de,de,81
rendre,rendre,14
/.,/.,P
pour,pour,81
vendre,vendre,14
",",",",p
il,il,51
faut,falloir,17
allumer,allumer,14
le,le,71
chaland,chaland,21
",",",",p
de,de,81
là,là,60
l',le,71
enseigne,enseigne,22
du,de,81
du,le,71
moyen-âge,moyen-âge,21
et,et,82
aujourd'hui,aujourd'hui,60
le,le,71
prospectus,prospectus,21
/!,/!,P
entre,entre,81
appeler,appeler,14
la,le,71
pratique,pratique,22
et,et,82
la,le,52
forcer,forcer,14
d',de,81
entrer,entrer,14
",",",",p
de,de,81
consommer,consommer,14
",",",",p
je,je,51
ne,ne,60
vois,voir,17
pas,pas,60
la,le,71
différence,différence,22
d',de,81
un,un,71
cheveu,cheveu,21
/!,/!,P
il,il,51
peut,pouvoir,17
arriver,arriver,14
",",",",p
il,il,51
doit,devoir,17
arriver,arriver,14
",",",",p
il,il,51
arrive,arriver,17
souvent,souvent,60
que,que,83
des,de,81
des,le,71
marchands,marchand,21
attrapent,attraper,17
des,de,81
des,le,71
marchandises,marchandise,22
avariées,avarié,31
",",",",p
car,car,82
le,le,71
vendeur,vendeur,21
trompe,tromper,17
incessamment,incessamment,60
l',le,71
acheteur,acheteur,21
/.,/.,P
eh,eh,93
!,!,p
bien,bien,60
",",",",p
consultez,consulter,17
les,le,71
plus,plus,60
honnêtes,honnête,30
gens,gens,21
de,de,81
Paris,Paris,20
",",",",p
les,le,71
notables,notable,21
commerçants,commerçant,30
enfin,enfin,60
?,?,p
tous,tout,52
vous,vous,51
raconteront,raconter,15
triomphalement,triomphalement,60
la,le,71
rouerie,rouerie,22
qu',que,52
ils,ils,51
ont,avoir,17
alors,alors,60
inventée,inventer,12
pour,pour,81
écouler,écouler,14
leur,leur,73
marchandise,marchandise,22
quand,quand,83
on,on,51
la,le,52
leur,leur,52
avait,avoir,18
vendue,vendre,12
mauvaise,mauvais,30
/.,/.,P
la,le,71
fameuse,fameux,30
maison,maison,22
Minard,Minard,20
a,avoir,17
commencé,commencer,12
par,par,81
des,de,81
des,le,71
rentes,rente,22
de,de,81
ce,ce,74
genre,genre,21
/.,/.,P
la,le,71
rue,rue,22
Saint-Denis,Saint-Denis,20
ne,ne,60
vous,vous,51
vend,vendre,17
qu',que,83
une,un,71
robe,robe,22
de,de,81
soie,soie,22
graissée,graissé,31
",",",",p
elle,il,51
ne,ne,60
peut,pouvoir,17
que,que,83
cela,cela,52
/.,/.,P
les,le,71
plus,plus,60
vertueux,vertueux,30
négociants,négociant,21
vous,vous,51
disent,dire,17
de,de,81
l',le,71
air,air,21
le,le,71
plus,plus,60
candide,candide,30
ce,ce,74
mot,mot,21
de,de,81
l',le,71
improbité,improbité,22
la,le,71
plus,plus,60
effrénée,effréné,30
:,:,p
on,on,51
se,se,51
tire,tirer,17
d',de,81
une,un,71
mauvaise,mauvais,30
affaire,affaire,22
comme,comme,83
on,on,51
peut,pouvoir,17
/.,/.,P
Blondet,Blondet,20
vous,vous,51
a,avoir,17
fait,faire,12
voir,voir,14
les,le,71
affaires,affaire,22
de,de,81
Lyon,Lyon,20
dans,dans,81
leurs,leur,73
causes,cause,22
et,et,82
leurs,leur,73
suites,suite,22
;,;,p
moi,moi,51
",",",",p
je,je,51
vais,aller,17
à,à,81
l',le,71
application,application,22
de,de,81
ma,mon,73
théorie,théorie,22
par,par,81
une,un,71
anecdote,anecdote,22
/.,/.,P
un,un,71
ouvrier,ouvrier,21
en,en,81
laine,laine,22
",",",",p
ambitieux,ambitieux,30
et,et,82
criblé,criblé,31
d',de,81
enfants,enfant,21
par,par,81
une,un,71
femme,femme,22
trop,trop,60
aimée,aimé,31
",",",",p
croit,croire,17
à,à,81
la,le,71
république,république,22
/.,/.,P
mon,mon,73
gars,gars,21
achète,acheter,17
de,de,81
la,le,71
laine,laine,22
rouge,rouge,30
",",",",p
et,et,82
fabrique,fabriquer,17
ces,ce,74
casquettes,casquette,22
en,en,81
laine,laine,22
tricotée,tricoté,31
que,que,52
vous,vous,51
avez,avoir,17
pu,pouvoir,12
voir,voir,14
sur,sur,81
la,le,71
tête,tête,22
de,de,81
tous,tout,75
les,le,71
gamins,gamin,21
de,de,81
Paris,Paris,20
",",",",p
et,et,82
vous,vous,51
allez,aller,17
savoir,savoir,14
pourquoi,pourquoi,60
/.,/.,P
la,le,71
république,république,22
est,être,17
vaincue,vaincre,12
/.,/.,P
après,après,81
l',le,71
affaire,affaire,22
de,de,81
Saint-Méry,Saint-Méry,20
",",",",p
les,le,71
casquettes,casquette,22
étaient,être,18
invendables,invendable,30
/.,/.,P
quand,quand,83
un,un,71
ouvrier,ouvrier,21
se,se,51
trouve,trouver,17
dans,dans,81
son,son,73
ménage,ménage,21
avec,avec,81
femme,femme,22
",",",",p
enfants,enfant,21
et,et,82
dix,dix,72
mille,mille,72
casquettes,casquette,22
en,en,81
laine,laine,22
rouge,rouge,30
dont,dont,52
ne,ne,60
veulent,vouloir,17
plus,plus,60
les,le,71
chapeliers,chapelier,21
d',de,81
aucun,aucun,75
bord,bord,21
",",",",p
il,il,51
lui,lui,51
passe,passer,17
par,par,81
la,le,71
tête,tête,22
autant,autant,60
d',de,81
idées,idée,22
qu',que,83
il,il,51
en,en,52
peut,pouvoir,17
venir,venir,14
à,à,81
un,un,71
banquier,banquier,21
bourré,bourré,31
de,de,81
dix,dix,72
millions,million,21
d',de,81
actions,action,22
à,à,81
placer,placer,14
dans,dans,81
une,un,71
affaire,affaire,22
dont,dont,52
il,il,51
se,se,51
défie,défier,17
/.,/.,P
savez,savoir,17
vous,vous,51
ce,ce,52
qu',que,52
a,avoir,17
fait,faire,12
l',le,71
ouvrier,ouvrier,21
",",",",p
ce,ce,74
Law,Law,20
faubourien,faubourien,30
",",",",p
ce,ce,74
Nucingen,Nucingen,20
des,de,81
des,le,71
casquettes,casquette,22
/?,/?,P
il,il,51
est,être,17
allé,aller,12
trouver,trouver,14
un,un,71
dandy,dandy,21
d',de,81
estaminet,estaminet,21
",",",",p
un,un,52
de,de,81
ces,ce,74
farceurs,farceur,21
qui,qui,52
font,faire,17
le,le,71
désespoir,désespoir,21
des,de,81
des,le,71
sergents-de-ville,sergent-de-ville,21
dans,dans,81
les,le,71
bals,bal,21
champêtres,champêtre,30
aux,à,81
aux,le,71
barrières,barrière,22
",",",",p
et,et,82
l',le,52
a,avoir,17
prié,prier,12
de,de,81
jouer,jouer,14
le,le,71
rôle,rôle,21
d',de,81
un,un,71
capitaine,capitaine,21
américain,américain,30
pacotilleur,pacotilleur,21
",",",",p
logé,logé,31
hôtel,hôtel,21
Meurice,Meurice,20
",",",",p
d',de,81
aller,aller,14
désirer,désirer,14
dix,dix,72
mille,mille,72
casquettes,casquette,22
en,en,81
laine,laine,22
rouge,rouge,30
",",",",p
chez,chez,81
un,un,71
riche,riche,30
chapelier,chapelier,21
qui,qui,52
en,en,52
avait,avoir,18
encore,encore,60
une,un,52
dans,dans,81
son,son,73
étalage,étalage,21
/.,/.,P
le,le,71
chapelier,chapelier,21
flaire,flairer,17
une,un,71
affaire,affaire,22
avec,avec,81
l',le,71
Amérique,Amérique,20
",",",",p
accourt,accourir,17
chez,chez,81
l',le,71
ouvrier,ouvrier,21
",",",",p
et,et,82
se,se,51
rue,ruer,17
au,à,81
au,le,71
comptant,comptant,21
sur,sur,81
les,le,71
casquettes,casquette,22
/.,/.,P
vous,vous,51
comprenez,comprendre,17
:,:,p
plus,plus,60
de,de,81
capitaine,capitaine,21
américain,américain,30
",",",",p
mais,mais,82
beaucoup,beaucoup,60
de,de,81
casquettes,casquette,22
/.,/.,P
attaquer,attaquer,14
la,le,71
liberté,liberté,22
commerciale,commercial,30
à,à,81
cause,cause,22
de,de,81
ces,ce,74
inconvénients,inconvénient,21
",",",",p
ce,ce,52
serait,être,16
attaquer,attaquer,14
la,le,71
justice,justice,22
sous,sous,81
prétexte,prétexte,21
qu',que,83
il,il,51
y,y,52
a,avoir,17
des,de,81
des,le,71
délits,délit,21
qu',que,52
elle,il,51
ne,ne,60
punit,punir,17
pas,pas,60
",",",",p
ou,ou,82
accuser,accuser,14
la,le,71
société,société,22
d',de,81
être,être,14
mal,mal,60
organisée,organiser,12
à,à,81
cause,cause,22
des,de,81
des,le,71
malheurs,malheur,21
qu',que,52
elle,il,51
engendre,engendrer,17
/!,/!,P
des,de,81
des,le,71
casquettes,casquette,22
et,et,82
de,de,81
la,le,71
rue,rue,22
Saint-Denis,Saint-Denis,20
",",",",p
aux,à,81
aux,le,71
actions,action,22
et,et,82
à,à,81
la,le,71
banque,banque,22
",",",",p
concluez,conclure,17
/!,/!,P
Couture,Couture,20
",",",",p
une,un,71
couronne,couronne,22
!,!,p
dit,dire,19
Blondet,Blondet,20
en,en,81
lui,lui,51
mettant,mettre,13
sa,son,73
serviette,serviette,22
tortillée,tortillé,31
sur,sur,81
sa,son,73
tête,tête,22
/.,/.,P
je,je,51
vais,aller,17
plus,plus,60
loin,loin,60
",",",",p
messieurs,monsieur,21
/.,/.,P
s',si,83
il,il,51
y,y,52
a,avoir,17
vice,vice,21
dans,dans,81
la,le,71
théorie,théorie,22
actuelle,actuel,30
",",",",p
à,à,81
qui,qui,52
la,le,71
faute,faute,22
?,?,p
à,à,81
la,le,71
Loi,loi,22
!,!,p
à,à,81
la,le,71
Loi,loi,22
prise,pris,31
dans,dans,81
son,son,73
système,système,21
entier,entier,30
",",",",p
à,à,81
/.,/.,P
