11215
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-quatrième extrait>,<>,<>
homme,homme,21
à,à,81
bonnes,bon,30
fortunes,fortune,22
/?,/?,P
-,-,p
vous,vous,51
êtes,être,17
bien,bien,60
modeste,modeste,30
",",",",p
reprit,reprendre,19
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
",",",",p
ou,ou,82
vous,vous,51
vous,vous,51
faites,faire,17
innocent,innocent,30
à,à,81
plaisir,plaisir,21
;,;,p
mais,mais,82
tout,tout,75
le,le,71
monde,monde,21
",",",",p
par,par,81
malheur,malheur,21
",",",",p
n',ne,60
est,être,17
pas,pas,60
de,de,81
votre,votre,73
avis,avis,21
/.,/.,P
on,on,51
trouve,trouver,17
à,à,81
redire,redire,14
aux,à,81
aux,le,71
soins,soin,21
que,que,83
vous,vous,51
me,je,51
rendez,rendre,17
",",",",p
quoique,quoique,83
pour,pour,81
ma,mon,73
part,part,22
je,je,51
n',ne,60
y,y,52
voie,voir,17
aucun,aucun,75
mal,mal,21
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
fit,faire,19
Malivert,Malivert,20
",",",",p
j',je,51
espacerai,espacer,15
mes,mon,73
visites,visite,22
",",",",p
je,je,51
ne,ne,60
viendrai,venir,15
plus,plus,60
que,que,83
tous,tout,75
les,le,71
quinze,quinze,72
jours,jour,21
",",",",p
tous,tout,75
les,le,71
mois,mois,21
;,;,p
et,et,82
puis,puis,60
je,je,51
ferai,faire,15
un,un,71
voyage,voyage,21
/.,/.,P
où,où,60
irai,aller,15
je,je,51
",",",",p
par,par,81
exemple,exemple,21
/?,/?,P
je,je,51
connais,connaître,17
l',le,71
Espagne,Espagne,20
",",",",p
l',le,71
Italie,Italie,20
",",",",p
l',le,71
Allemagne,Allemagne,20
",",",",p
la,le,71
Russie,Russie,20
/.,/.,P
si,si,83
j',je,51
allais,aller,18
en,en,81
Grèce,Grèce,20
/!,/!,P
ne,ne,60
pas,pas,60
avoir,avoir,14
vu,voir,12
Athènes,Athènes,20
",",",",p
l',le,71
Acropole,Acropole,20
et,et,82
le,le,71
Parthénon,Parthénon,20
est,être,17
un,un,71
crime,crime,21
/.,/.,P
on,on,51
peut,pouvoir,17
prendre,prendre,14
la,le,71
voie,voie,22
de,de,81
Marseille,Marseille,20
ou,ou,82
s',se,51
embarquer,embarquer,14
à,à,81
Trieste,Trieste,20
sur,sur,81
les,le,71
bateaux,bateau,21
à,à,81
vapeur,vapeur,22
du,de,81
du,le,71
Lloyd,Lloyd,20
autrichien,autrichien,30
/.,/.,P
on,on,51
touche,toucher,17
à,à,81
Corfou,Corfou,20
;,;,p
on,on,51
voit,voir,17
en,en,81
passant,passer,13
Ithaque,Ithaque,20
soli,solo,21
occidenti,occidenti,92
bene,bene,92
objacentem,objacentem,92
",",",",p
bien,bien,60
exposée,exposé,31
au,à,81
au,le,71
soleil,soleil,21
couchant,couchant,30
",",",",p
aujourd'hui,aujourd'hui,60
comme,comme,83
du,de,81
du,le,71
temps,temps,21
d',de,81
Homère,Homère,20
/.,/.,P
on,on,51
pénètre,pénétrer,17
jusqu',jusque,81
au,à,81
au,le,71
fond,fond,21
du,de,81
du,le,71
golfe,golfe,21
de,de,81
Lépante,Lépante,20
/.,/.,P
l',l',94
on,on,51
traverse,traverser,17
l',le,71
isthme,isthme,21
",",",",p
on,on,51
voit,voir,17
ce,ce,52
qui,qui,52
reste,rester,17
de,de,81
cette,ce,74
Corinthe,Corinthe,20
où,où,60
il,il,51
n',ne,60
était,être,18
pas,pas,60
donné,donner,12
à,à,81
tout,tout,75
le,le,71
monde,monde,21
d',de,81
aller,aller,14
/.,/.,P
un,un,71
autre,autre,75
bateau,bateau,21
vous,vous,51
reprend,reprendre,17
",",",",p
et,et,82
en,en,81
quelques,quelque,75
heures,heure,22
on,on,51
est,être,17
au,à,81
au,le,71
Pirée,Pirée,20
/.,/.,P
Beaumont,Beaumont,20
m',je,51
a,avoir,17
conté,conter,12
tout,tout,75
cela,cela,52
/.,/.,P
il,il,51
était,être,18
parti,parti,31
romantique,romantique,21
enragé,enragé,31
;,;,p
il,il,51
a,avoir,17
reçu,recevoir,12
là-bas,là-bas,60
sa,son,73
métope,métope,22
sur,sur,81
la,le,71
tête,tête,22
et,et,82
ne,ne,60
veut,vouloir,17
plus,plus,60
entendre,entendre,14
parler,parler,14
de,de,81
cathédrales,cathédrale,22
/.,/.,P
c',ce,52
est,être,17
un,un,71
classique,classique,21
rigide,rigide,30
maintenant,maintenant,60
/.,/.,P
il,il,51
prétend,prétendre,17
que,que,83
",",",",p
depuis,depuis,81
les,le,71
Grecs,Grec,20
",",",",p
l',le,71
humanité,humanité,22
est,être,17
retombée,retomber,12
à,à,81
l',le,71
état,état,21
barbare,barbare,30
",",",",p
et,et,82
que,que,83
nos,notre,73
prétendues,prétendu,31
civilisations,civilisation,22
ne,ne,60
sont,être,17
que,que,83
des,de,81
des,le,71
variétés,variété,22
de,de,81
décadence,décadence,22
/.,/.,P
“,“,p
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
était,être,18
médiocrement,médiocrement,60
flattée,flatter,12
de,de,81
ce,ce,74
lyrisme,lyrisme,21
géographique,géographique,30
",",",",p
et,et,82
elle,il,51
trouvait,trouver,18
dans,dans,81
Guy,Guy,20
de,de,81
Malivert,Malivert,20
une,un,71
docilité,docilité,22
à,à,81
ne,ne,60
pas,pas,60
la,le,52
compromettre,compromettre,14
un,un,71
peu,peu,60
trop,trop,60
grande,grand,30
/.,/.,P
ce,ce,74
soin,soin,21
de,de,81
sa,son,73
réputation,réputation,22
poussé,poussé,31
jusqu',jusque,81
à,à,81
la,le,71
fuite,fuite,22
ne,ne,60
la,le,52
satisfaisait,satisfaire,18
pas,pas,60
/.,/.,P
“,“,p
qui,qui,52
vous,vous,51
demande,demander,17
d',de,81
aller,aller,14
en,en,81
Grèce,Grèce,20
?,?,p
dit,dire,19
elle,il,51
à,à,81
Guy,Guy,20
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
ajouta,ajouter,19
t,t,94
elle,il,51
avec,avec,81
une,un,71
légère,léger,30
rougeur,rougeur,22
et,et,82
un,un,71
imperceptible,imperceptible,30
tremblement,tremblement,21
de,de,81
voix,voix,22
",",",",p
n',ne,60
y,y,52
aurait,avoir,16
il,il,51
pas,pas,60
un,un,71
moyen,moyen,30
bien,bien,21
plus,plus,60
simple,simple,30
de,de,81
faire,faire,14
taire,taire,14
ces,ce,74
médisances,médisance,22
que,que,83
de,de,81
quitter,quitter,14
ses,son,73
amis,ami,21
et,et,82
de,de,81
se,se,51
risquer,risquer,14
dans,dans,81
un,un,71
pays,pays,21
qui,qui,52
n',ne,60
est,être,17
guère,guère,60
sûr,sûr,30
",",",",p
s',si,83
il,il,51
faut,falloir,17
en,en,52
croire,croire,14
le,le,71
roi,roi,21
des,de,81
des,le,71
montagnes,montagne,22
",",",",p
de,de,81
monsieur,monsieur,21
Edmond,Edmond,20
About,About,20
/?,/?,P
“,“,p
craignant,craindre,13
d',de,81
avoir,avoir,14
dit,dire,12
une,un,71
phrase,phrase,22
trop,trop,60
claire,clair,30
",",",",p
la,le,71
comtesse,comtesse,22
sentit,sentir,19
un,un,71
nuage,nuage,21
rose,rose,30
plus,plus,60
vif,vif,30
que,que,83
le,le,71
premier,premier,72
lui,lui,51
couvrir,couvrir,14
le,le,71
visage,visage,21
et,et,82
le,le,71
col,col,21
/.,/.,P
sa,son,73
respiration,respiration,22
un,un,71
peu,peu,60
haute,haut,30
faisait,faire,18
briller,briller,14
et,et,82
bruire,bruire,14
sur,sur,81
son,son,73
sein,sein,21
les,le,71
cannetilles,cannetilles,92
de,de,81
jais,jais,21
de,de,81
sa,son,73
veste,veste,22
/.,/.,P
puis,puis,60
reprenant,reprendre,13
courage,courage,21
",",",",p
elle,il,51
leva,lever,19
vers,vers,81
Malivert,Malivert,20
des,de,81
des,le,71
yeux,oeil,21
qu',que,52
une,un,71
lueur,lueur,22
d',de,81
émotion,émotion,22
rendait,rendre,18
vraiment,vraiment,60
beaux,beau,30
/.,/.,P
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
aimait,aimer,18
Guy,Guy,20
",",",",p
son,son,73
trop,trop,60
silencieux,silencieux,30
adorateur,adorateur,21
",",",",p
autant,autant,60
qu',que,83
une,un,71
femme,femme,22
de,de,81
sa,son,73
nature,nature,22
pouvait,pouvoir,18
aimer,aimer,14
/.,/.,P
la,le,71
manière,manière,22
à,à,81
la,le,71
fois,fois,22
négligée,négligé,31
et,et,82
correcte,correct,30
dont,dont,52
il,il,51
mettait,mettre,18
sa,son,73
cravate,cravate,22
lui,lui,51
plaisait,plaire,18
;,;,p
et,et,82
",",",",p
avec,avec,81
cette,ce,74
profonde,profond,30
logique,logique,22
féminine,féminin,30
dont,dont,52
les,le,71
philosophes,philosophe,21
les,le,71
plus,plus,60
subtils,subtil,30
ont,avoir,17
peine,peine,22
à,à,81
suivre,suivre,14
les,le,71
déductions,déduction,22
",",",",p
elle,il,51
avait,avoir,18
inféré,inférer,12
de,de,81
ce,ce,74
noeud,noeud,21
que,que,83
Malivert,Malivert,20
possédait,posséder,18
toutes,tout,75
les,le,71
qualités,qualité,22
requises,requis,31
pour,pour,81
faire,faire,14
un,un,71
excellent,excellent,30
mari,mari,21
/.,/.,P
seulement,seulement,60
",",",",p
ce,ce,74
futur,futur,30
mari,mari,21
marchait,marcher,18
vers,vers,81
l',le,71
autel,autel,21
d',de,81
un,un,71
pas,pas,21
bien,bien,60
lent,lent,30
et,et,82
ne,ne,60
semblait,sembler,18
guère,guère,60
pressé,pressé,31
d',de,81
allumer,allumer,14
les,le,71
flambeaux,flambeau,21
de,de,81
l',le,71
hymen,hymen,21
/.,/.,P
Guy,Guy,20
comprenait,comprendre,18
bien,bien,60
ce,ce,52
que,que,52
voulait,vouloir,18
dire,dire,14
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
;,;,p
mais,mais,82
plus,plus,60
que,que,83
jamais,jamais,60
il,il,51
redoutait,redouter,18
de,de,81
s',se,51
engager,engager,14
par,par,81
une,un,71
phrase,phrase,22
imprudente,imprudent,30
/.,/.,P
il,il,51
répondit,répondre,19
:,:,p
“,“,p
sans,sans,81
doute,doute,21
",",",",p
sans,sans,81
doute,doute,21
;,;,p
mais,mais,82
le,le,71
voyage,voyage,21
coupe,couper,17
court,court,30
à,à,81
tout,tout,52
",",",",p
et,et,82
",",",",p
au,à,81
au,le,71
retour,retour,21
",",",",p
l',l',94
on,on,51
voit,voir,17
ce,ce,52
qu',que,52
il,il,51
y,y,52
a,avoir,17
de,de,81
mieux,mieux,60
à,à,81
faire,faire,14
/.,/.,P
“,“,p
à,à,81
cette,ce,74
réponse,réponse,22
si,si,60
vague,vague,30
et,et,82
si,si,60
froide,froid,30
",",",",p
la,le,71
comtesse,comtesse,22
eut,avoir,19
un,un,71
mouvement,mouvement,21
de,de,81
dépit,dépit,21
et,et,82
se,se,51
mordit,mordre,19
les,le,71
lèvres,lèvre,22
/.,/.,P
Guy,Guy,20
",",",",p
fort,fort,60
embarrassé,embarrassé,31
",",",",p
gardait,garder,18
le,le,71
silence,silence,21
",",",",p
et,et,82
la,le,71
situation,situation,22
se,se,51
tendait,tendre,18
",",",",p
lorsque,lorsque,83
le,le,71
valet,valet,21
de,de,81
chambre,chambre,22
vint,venir,19
y,y,52
faire,faire,14
une,un,71
diversion,diversion,22
utile,utile,30
en,en,81
annonçant,annoncer,13
:,:,p
monsieur,monsieur,21
le,le,71
baron,baron,21
de,de,81
Féroë,Féroë,20
/!,/!,P
<IV>,<>,<>
en,en,81
voyant,voir,13
entrer,entrer,14
le,le,71
baron,baron,21
suédois,suédois,30
",",",",p
Malivert,Malivert,20
ne,ne,60
put,pouvoir,19
s',se,51
empêcher,empêcher,14
de,de,81
pousser,pousser,14
un,un,71
léger,léger,30
soupir,soupir,21
de,de,81
satisfaction,satisfaction,22
/.,/.,P
jamais,jamais,60
visite,visite,22
n',ne,60
était,être,18
venue,venir,12
plus,plus,60
à,à,81
propos,propos,21
/.,/.,P
aussi,aussi,60
leva,lever,19
t,t,94
il,il,51
vers,vers,81
monsieur,monsieur,21
de,de,81
/.,/.,P
