11480
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Onzième extrait>,<>,<>
mais,mais,82
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
d',de,81
aujourd'hui,aujourd'hui,60
",",",",p
d',de,81
après,après,81
ce,ce,52
que,que,52
vous,vous,51
me,je,51
dites,dire,17
vous-même,vous-même,51
",",",",p
que,que,83
vous,vous,51
savez,savoir,17
que,que,83
je,je,51
vous,vous,51
aime,aimer,17
/.,/.,P
quelle,quel,75
raison,raison,22
m',je,51
a,avoir,17
donc,donc,82
empêché,empêcher,12
jusqu',jusque,81
à,à,81
présent,présent,21
de,de,81
vous,vous,51
le,le,52
déclarer,déclarer,14
/?,/?,P
la,le,71
crainte,crainte,22
de,de,81
vous,vous,51
perdre,perdre,14
;,;,p
j',je,51
avais,avoir,18
peur,peur,22
d',de,81
être,être,14
renvoyé,renvoyer,12
de,de,81
chez,chez,81
vous,vous,51
",",",",p
et,et,82
c',ce,52
est,être,17
ce,ce,52
qui,qui,52
arrive,arriver,17
/.,/.,P
mettez,mettre,17
moi,moi,51
pour,pour,81
condition,condition,22
qu',que,83
à,à,81
la,le,71
première,premier,72
parole,parole,22
que,que,52
j',je,51
en,en,52
dirai,dire,15
",",",",p
à,à,81
la,le,71
première,premier,72
occasion,occasion,22
où,où,60
il,il,51
m',je,51
échappera,échapper,15
un,un,71
geste,geste,21
ou,ou,82
une,un,71
pensée,pensée,22
qui,qui,52
s',se,51
écarte,écarter,17
du,de,81
du,le,71
respect,respect,21
le,le,71
plus,plus,60
profond,profond,30
",",",",p
votre,votre,73
porte,porte,22
me,je,51
sera,être,15
fermée,fermer,12
;,;,p
comme,comme,83
je,je,51
me,je,51
suis,être,17
tu,taire,12
déjà,déjà,60
",",",",p
je,je,51
me,je,51
tairai,taire,15
à,à,81
l',le,71
avenir,avenir,21
/.,/.,P
vous,vous,51
croyez,croire,17
que,que,83
c',ce,52
est,être,17
depuis,depuis,81
un,un,71
mois,mois,21
que,que,83
je,je,51
vous,vous,51
aime,aimer,17
",",",",p
et,et,82
c',ce,52
est,être,17
depuis,depuis,81
le,le,71
premier,premier,72
jour,jour,21
/.,/.,P
quand,quand,83
vous,vous,51
vous,vous,51
en,en,52
êtes,être,17
aperçue,apercevoir,12
",",",",p
vous,vous,51
n',ne,60
avez,avoir,17
pas,pas,60
cessé,cesser,12
de,de,81
me,je,51
voir,voir,14
pour,pour,81
cela,cela,52
/.,/.,P
si,si,83
vous,vous,51
aviez,avoir,18
alors,alors,60
pour,pour,81
moi,moi,51
assez,assez,60
d',de,81
estime,estime,22
pour,pour,81
me,je,51
croire,croire,14
incapable,incapable,30
de,de,81
vous,vous,51
offenser,offenser,14
",",",",p
pourquoi,pourquoi,60
aurais,avoir,16
je,je,51
perdu,perdre,12
cette,ce,74
estime,estime,22
/?,/?,P
c',ce,52
est,être,17
elle,il,51
que,que,52
je,je,51
viens,venir,17
vous,vous,51
redemander,redemander,14
/.,/.,P
que,que,52
vous,vous,51
ai,avoir,17
je,je,51
fait,faire,12
/?,/?,P
j',je,51
ai,avoir,17
fléchi,fléchir,12
le,le,71
genou,genou,21
;,;,p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
même,même,60
dit,dire,12
un,un,71
mot,mot,21
/.,/.,P
que,que,52
vous,vous,51
ai,avoir,17
je,je,51
appris,apprendre,12
?,?,p
vous,vous,51
le,le,52
saviez,savoir,18
déjà,déjà,60
/.,/.,P
j',je,51
ai,avoir,17
été,être,12
faible,faible,30
parce que,parce que,83
je,je,51
souffrais,souffrir,18
/.,/.,P
eh,eh,93
bien,bien,60
!,!,p
madame,madame,22
",",",",p
j',je,51
ai,avoir,17
vingt,vingt,72
ans,an,21
",",",",p
et,et,82
ce,ce,52
que,que,52
j',je,51
ai,avoir,17
vu,voir,12
de,de,81
la,le,71
vie,vie,22
m',je,51
en,en,52
a,avoir,17
déjà,déjà,60
tellement,tellement,60
dégoûté,dégoûter,12
(,(,p
je,je,51
pourrais,pouvoir,16
dire,dire,14
un,un,71
mot,mot,21
plus,plus,60
fort,fort,30
),),p
qu',que,52
il,il,51
n',ne,60
y,y,52
a,avoir,17
aujourd'hui,aujourd'hui,60
sur,sur,81
terre,terre,22
",",",",p
ni,ni,82
dans,dans,81
la,le,71
société,société,22
des,de,81
des,le,71
hommes,homme,21
",",",",p
ni,ni,82
dans,dans,81
la,le,71
solitude,solitude,22
même,même,30
",",",",p
une,un,71
place,place,22
si,si,60
petite,petit,30
et,et,82
si,si,60
insignifiante,insignifiant,30
que,que,83
je,je,51
veuille,vouloir,17
encore,encore,60
l',le,52
occuper,occuper,14
/.,/.,P
l',le,71
espace,espace,21
renfermé,renfermé,31
entre,entre,81
les,le,71
quatre,quatre,72
murs,mur,21
de,de,81
votre,votre,73
jardin,jardin,21
est,être,17
le,le,71
seul,seul,30
lieu,lieu,21
au,à,81
au,le,71
monde,monde,21
où,où,60
je,je,51
vive,vivre,17
;,;,p
vous,vous,51
êtes,être,17
le,le,71
seul,seul,30
être,être,21
humain,humain,30
qui,qui,52
me,je,51
fasse,faire,17
aimer,aimer,14
dieu,dieu,21
/.,/.,P
j',je,51
avais,avoir,18
renoncé,renoncer,12
à,à,81
tout,tout,60
avant,avant,81
même,même,60
de,de,81
vous,vous,51
connaître,connaître,14
/.,/.,P
pourquoi,pourquoi,60
m',je,51
ôter,ôter,14
le,le,71
seul,seul,30
rayon,rayon,21
de,de,81
soleil,soleil,21
que,que,52
la,le,71
providence,providence,22
m',je,51
ait,avoir,17
laissé,laisser,12
/?,/?,P
si,si,83
c',ce,52
est,être,17
par,par,81
crainte,crainte,22
",",",",p
en,en,81
quoi,quoi,52
ai,avoir,17
je,je,51
pu,pouvoir,12
vous,vous,51
en,en,52
inspirer,inspirer,14
/?,/?,P
si,si,83
c',ce,52
est,être,17
par,par,81
aversion,aversion,22
",",",",p
de,de,81
quoi,quoi,52
me,je,51
suis,être,17
je,je,51
rendu,rendre,12
coupable,coupable,30
/?,/?,P
si,si,83
c',ce,52
est,être,17
par,par,81
pitié,pitié,22
et,et,82
parce que,parce que,83
je,je,51
souffre,souffrir,17
",",",",p
vous,vous,51
vous,vous,51
trompez,tromper,17
de,de,81
croire,croire,14
que,que,83
je,je,51
puisse,pouvoir,17
guérir,guérir,14
;,;,p
je,je,51
le,le,52
pouvais,pouvoir,18
peut-être,peut-être,60
il,il,51
y,y,52
a,avoir,17
deux,deux,72
mois,mois,21
;,;,p
j',je,51
ai,avoir,17
mieux,mieux,60
aimé,aimer,12
vous,vous,51
voir,voir,14
et,et,82
souffrir,souffrir,14
",",",",p
et,et,82
ne,ne,60
m',je,51
en,en,52
repens,repentir,17
pas,pas,60
",",",",p
quoi,quoi,52
qu',que,52
il,il,51
arrive,arriver,17
/.,/.,P
le,le,71
seul,seul,30
malheur,malheur,21
qui,qui,52
puisse,pouvoir,17
m',je,51
atteindre,atteindre,14
",",",",p
c',ce,52
est,être,17
de,de,81
vous,vous,51
perdre,perdre,14
/.,/.,P
mettez,mettre,17
moi,moi,51
à,à,81
l',le,71
épreuve,épreuve,22
/.,/.,P
si,si,83
jamais,jamais,60
j',je,51
en,en,52
viens,venir,17
à,à,81
sentir,sentir,14
qu',que,83
il,il,51
y,y,52
a,avoir,17
pour,pour,81
moi,moi,51
trop,trop,60
de,de,81
souffrances,souffrance,22
dans,dans,81
notre,notre,73
marché,marché,21
",",",",p
je,je,51
partirai,partir,15
;,;,p
et,et,82
vous,vous,51
en,en,52
êtes,être,17
bien,bien,60
sûre,sûr,30
",",",",p
puisque,puisque,83
vous,vous,51
me,je,51
renvoyez,renvoyer,17
aujourd'hui,aujourd'hui,60
et,et,82
que,que,83
je,je,51
suis,être,17
prêt,prêt,30
à,à,81
partir,partir,14
/.,/.,P
quel,quel,75
risque,risque,21
courez,courir,17
vous,vous,51
en,en,52
me,je,51
donnant,donner,13
encore,encore,60
un,un,71
mois,mois,21
ou,ou,82
deux,deux,72
du,de,81
du,le,71
seul,seul,30
bonheur,bonheur,21
que,que,52
j',je,51
aurai,avoir,15
jamais,jamais,60
/?,/?,P
j',je,51
attendais,attendre,18
sa,son,73
réponse,réponse,22
/.,/.,P
elle,il,51
se,se,51
leva,lever,19
brusquement,brusquement,60
",",",",p
puis,puis,60
se,se,51
rassit,rasseoir,19
/.,/.,P
elle,il,51
garda,garder,19
un,un,71
moment,moment,21
le,le,71
silence,silence,21
/.,/.,P
-,-,p
soyez,être,17
en,en,52
persuadé,persuader,12
",",",",p
dit,dire,19
elle,il,51
",",",",p
cela,cela,52
n',ne,60
est,être,17
pas,pas,60
ainsi,ainsi,60
/.,/.,P
je,je,51
crus,croire,19
m',je,51
apercevoir,apercevoir,14
qu',que,83
elle,il,51
cherchait,chercher,18
des,de,81
des,le,71
expressions,expression,22
qui,qui,52
ne,ne,60
parussent,paraître,18
pas,pas,60
trop,trop,60
sévères,sévère,30
",",",",p
et,et,82
qu',que,52
elle,il,51
voulait,vouloir,18
me,je,51
répondre,répondre,14
avec,avec,81
douceur,douceur,22
/.,/.,P
-,-,p
un,un,71
mot,mot,21
",",",",p
lui,lui,51
dis,dire,19
je,je,51
en,en,81
me,je,51
levant,lever,13
",",",",p
un,un,71
/.,/.,P
