11073
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-deuxième extrait>,<>,<>
sa,son,73
peine,peine,22
/.,/.,P
le,le,71
calme,calme,21
rentra,rentrer,19
dans,dans,81
la,le,71
maison,maison,22
/.,/.,P
<XXV>,<>,<>
rien,rien,52
ne,ne,60
jetait,jeter,18
plus,plus,60
aucune,aucun,75
ombre,ombre,22
sur,sur,81
le,le,71
visage,visage,21
de,de,81
Graziella,Graziella,20
ni,ni,82
sur,sur,81
mon,mon,73
bonheur,bonheur,21
si,si,83
ce,ce,52
n',ne,60
est,être,17
la,le,71
pensée,pensée,22
que,que,52
ce,ce,74
bonheur,bonheur,21
serait,être,16
tôt,tôt,60
ou,ou,82
tard,tard,60
interrompu,interrompre,12
par,par,81
mon,mon,73
retour,retour,21
dans,dans,81
mon,mon,73
pays,pays,21
/.,/.,P
quand,quand,83
on,on,51
venait,venir,18
à,à,81
prononcer,prononcer,14
le,le,71
nom,nom,21
de,de,81
la,le,71
France,France,20
",",",",p
la,le,71
pauvre,pauvre,30
fille,fille,22
pâlissait,pâlir,18
comme,comme,83
si,si,83
elle,il,51
eût,avoir,19
vu,voir,12
le,le,71
fantôme,fantôme,21
de,de,81
la,le,71
mort,mort,22
/.,/.,P
un,un,71
jour,jour,21
en,en,81
rentrant,rentrer,13
dans,dans,81
ma,mon,73
chambre,chambre,22
",",",",p
je,je,51
trouvai,trouver,19
tous,tout,75
mes,mon,73
habits,habit,21
de,de,81
ville,ville,22
déchirés,déchiré,31
et,et,82
jetés,jeté,31
en,en,81
pièces,pièce,22
sur,sur,81
le,le,71
plancher,plancher,21
/.,/.,P
“,“,p
pardonne,pardonner,17
moi,moi,51
",",",",p
me,je,51
dit,dire,19
Graziella,Graziella,20
en,en,81
se,se,51
jetant,jeter,13
à,à,81
genoux,genou,21
à,à,81
mes,mon,73
pieds,pied,21
",",",",p
et,et,82
en,en,81
levant,lever,13
vers,vers,81
moi,moi,51
son,son,73
visage,visage,21
décomposé,décomposé,31
;,;,p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
ai,avoir,17
fait,faire,12
ce,ce,74
malheur,malheur,21
/.,/.,P
oh,oh,93
!,!,p
ne,ne,60
me,je,51
gronde,gronder,17
pas,pas,60
/!,/!,P
tout,tout,52
ce,ce,52
qui,qui,52
me,je,51
rappelle,rappeler,17
que,que,83
tu,tu,51
dois,devoir,17
quitter,quitter,14
un,un,71
jour,jour,21
ces,ce,74
habits,habit,21
de,de,81
marin,marin,21
me,je,51
fait,faire,17
trop,trop,60
de,de,81
mal,mal,21
/!,/!,P
il,il,51
me,je,51
semble,sembler,17
que,que,83
tu,tu,51
dépouilleras,dépouiller,15
ton,ton,73
coeur,coeur,21
d',de,81
aujourd'hui,aujourd'hui,60
pour,pour,81
en,en,52
prendre,prendre,14
un,un,71
autre,autre,52
quand,quand,83
tu,tu,51
mettras,mettre,15
tes,ton,73
habits,habit,21
d',de,81
autrefois,autrefois,60
/!,/!,P
“,“,p
excepté,excepté,81
ces,ce,74
petits,petit,30
orages,orage,21
qui,qui,52
n',ne,60
éclataient,éclater,18
que,que,83
de,de,81
la,le,71
chaleur,chaleur,22
de,de,81
sa,son,73
tendresse,tendresse,22
et,et,82
qui,qui,52
s',se,51
apaisaient,apaiser,18
sous,sous,81
quelques,quelque,75
larmes,larme,22
de,de,81
nos,notre,73
yeux,oeil,21
",",",",p
trois,trois,72
mois,mois,21
s',se,51
écoulèrent,écouler,19
ainsi,ainsi,60
dans,dans,81
une,un,71
félicité,félicité,22
imaginaire,imaginaire,30
que,que,52
la,le,71
moindre,moindre,30
réalité,réalité,22
devait,devoir,18
briser,briser,14
en,en,81
nous,nous,51
touchant,toucher,13
/.,/.,P
notre,notre,73
éden,éden,21
était,être,18
sur,sur,81
un,un,71
nuage,nuage,21
/.,/.,P
et,et,82
c',ce,52
est,être,17
ainsi,ainsi,60
que,que,83
je,je,51
connus,connaître,19
l',le,71
amour,amour,21
:,:,p
par,par,81
une,un,71
larme,larme,22
dans,dans,81
des,de,81
des,le,71
yeux,oeil,21
d',de,81
enfant,enfant,21
/.,/.,P
<XXVI>,<>,<>
que,que,52
nous,nous,51
étions,être,18
heureux,heureux,30
ensemble,ensemble,60
lorsque,lorsque,83
nous,nous,51
pouvions,pouvoir,18
oublier,oublier,14
complètement,complètement,60
qu',que,83
il,il,51
existait,exister,18
un,un,71
autre,autre,75
monde,monde,21
au-delà,au-delà,60
de,de,81
nous,nous,51
",",",",p
un,un,71
autre,autre,75
monde,monde,21
que,que,52
cette,ce,74
maisonnette,maisonnette,22
au,à,81
au,le,71
penchant,penchant,21
du,de,81
du,le,71
Pausilippe,Pausilippe,20
;,;,p
cette,ce,74
terrasse,terrasse,22
au,à,81
au,le,71
soleil,soleil,21
",",",",p
cette,ce,74
petite,petit,30
chambre,chambre,22
où,où,60
nous,nous,51
travaillions,travailler,18
en,en,81
jouant,jouer,13
la,le,71
moitié,moitié,22
du,de,81
du,le,71
jour,jour,21
;,;,p
cette,ce,74
barque,barque,22
couchée,couché,31
dans,dans,81
son,son,73
lit,lit,21
de,de,81
sable,sable,21
sur,sur,81
la,le,71
grève,grève,22
",",",",p
et,et,82
cette,ce,74
belle,beau,30
mer,mer,22
dont,dont,52
le,le,71
vent,vent,21
humide,humide,30
et,et,82
sonore,sonore,30
nous,nous,51
apportait,apporter,18
la,le,71
fraîcheur,fraîcheur,22
et,et,82
les,le,71
mélodies,mélodie,22
des,de,81
des,le,71
eaux,eau,22
/!,/!,P
mais,mais,82
",",",",p
hélas,hélas,60
!,!,p
il,il,51
y,y,52
avait,avoir,18
des,de,81
des,le,71
heures,heure,22
où,où,60
nous,nous,51
nous,nous,51
prenions,prendre,18
à,à,81
penser,penser,14
que,que,83
le,le,71
monde,monde,21
ne,ne,60
finissait,finir,18
/.,/.,P
