11681
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-dix-septième extrait>,<>,<>
ces,ce,74
belles,beau,30
nuances,nuance,22
sont,être,17
bien,bien,60
loin,loin,60
de,de,81
nous,nous,51
/.,/.,P
-,-,p
ah,ah,93
!,!,p
dit,dire,19
Blondet,Blondet,20
",",",",p
tu,tu,51
mets,mettre,17
le,le,71
doigt,doigt,21
sur,sur,81
un,un,71
grand,grand,30
malheur,malheur,21
/.,/.,P
si,si,83
Marcel,Marcel,20
eût,avoir,19
été,être,12
compris,comprendre,12
",",",",p
la,le,71
révolution,révolution,22
française,français,30
n',ne,60
aurait,avoir,16
pas,pas,60
eu,avoir,12
lieu,lieu,21
/.,/.,P
-,-,p
Godefroid,Godefroid,20
",",",",p
reprit,reprendre,19
Bixiou,Bixiou,20
",",",",p
n',ne,60
avait,avoir,18
pas,pas,60
eu,avoir,12
l',le,71
avantage,avantage,21
de,de,81
parcourir,parcourir,14
l',le,71
Europe,Europe,20
sans,sans,81
observer,observer,14
à,à,81
fond,fond,21
les,le,71
danses,danse,22
étrangères,étranger,30
/.,/.,P
sans,sans,81
cette,ce,74
profonde,profond,30
connaissance,connaissance,22
en,en,81
chorégraphie,chorégraphie,22
",",",",p
qualifiée,qualifié,31
de,de,81
futile,futile,30
",",",",p
peut-être,peut-être,60
n',ne,60
eût,avoir,19
il,il,51
pas,pas,60
aimé,aimer,12
cette,ce,74
jeune,jeune,30
personne,personne,22
;,;,p
mais,mais,82
des,de,81
des,le,71
trois,trois,72
cents,cent,72
invités,invité,21
qui,qui,52
se,se,51
pressaient,presser,18
dans,dans,81
les,le,71
beaux,beau,30
salons,salon,21
de,de,81
la,le,71
rue,rue,22
Saint-Lazare,Saint-Lazare,20
",",",",p
il,il,51
fut,être,19
le,le,71
seul,seul,30
à,à,81
comprendre,comprendre,14
l',le,71
amour,amour,21
inédit,inédit,30
que,que,52
trahissait,trahir,18
une,un,71
danse,danse,22
bavarde,bavard,30
/.,/.,P
on,on,51
remarqua,remarquer,19
bien,bien,60
la,le,71
manière,manière,22
d',de,81
Isaure,Isaure,20
d',de,81
Aldrigger,Aldrigger,20
;,;,p
mais,mais,82
",",",",p
dans,dans,81
ce,ce,74
siècle,siècle,21
où,où,60
chacun,chacun,52
s',se,51
écrie,écrier,17
:,:,p
glissons,glisser,17
",",",",p
n',ne,60
appuyons,appuyer,17
pas,pas,60
!,!,p
l',le,71
un,un,52
dit,dire,17
:,:,p
voilà,voilà,81
une,un,71
jeune,jeune,30
fille,fille,22
qui,qui,52
danse,danser,17
fameusement,fameusement,60
bien,bien,60
(,(,p
c',ce,52
était,être,18
un,un,71
clerc,clerc,21
de,de,81
notaire,notaire,21
),),p
;,;,p
l',le,71
autre,autre,52
:,:,p
voilà,voilà,81
une,un,71
jeune,jeune,30
personne,personne,22
qui,qui,52
danse,danser,17
à,à,81
ravir,ravir,14
(,(,p
c',ce,52
était,être,18
une,un,71
dame,dame,22
en,en,81
turban,turban,21
),),p
;,;,p
la,le,71
troisième,troisième,72
",",",",p
une,un,71
femme,femme,22
de,de,81
trente,trente,72
ans,an,21
:,:,p
voilà,voilà,81
une,un,71
petite,petit,30
personne,personne,22
qui,qui,52
se,se,51
danse,danser,17
pas,pas,60
mal,mal,60
/!,/!,P
revenons,revenir,17
au,à,81
au,le,71
grand,grand,30
Marcel,Marcel,20
",",",",p
et,et,82
disons,dire,17
en,en,81
parodiant,parodier,13
son,son,73
plus,plus,60
fameux,fameux,30
mot,mot,21
:,:,p
que,que,83
de,de,81
choses,chose,22
dans,dans,81
un,un,72
avant,avant,81
deux,deux,72
/!,/!,P
et,et,82
allons,aller,17
un,un,71
peu,peu,60
plus,plus,60
vite,vite,60
!,!,p
dit,dire,19
Blondet,Blondet,20
",",",",p
tu,tu,51
marivaudes,marivauder,17
/.,/.,P
-,-,p
Isaure,Isaure,20
",",",",p
reprit,reprendre,19
Bixiou,Bixiou,20
qui,qui,52
regarda,regarder,19
Blondet,Blondet,20
de,de,81
travers,travers,21
",",",",p
avait,avoir,18
une,un,71
simple,simple,30
robe,robe,22
de,de,81
crêpe,crêpe,21
blanc,blanc,30
ornée,orné,31
de,de,81
rubans,ruban,21
verts,vert,30
",",",",p
un,un,71
camélia,camélia,21
dans,dans,81
ses,son,73
cheveux,cheveu,21
",",",",p
un,un,71
camélia,camélia,21
à,à,81
sa,son,73
ceinture,ceinture,22
",",",",p
un,un,71
autre,autre,75
camélia,camélia,21
dans,dans,81
le,le,71
bas,bas,21
de,de,81
sa,son,73
robe,robe,22
",",",",p
et,et,82
un,un,71
camélia,camélia,21
/…,/…,P
allons,aller,17
",",",",p
voilà,voilà,81
les,le,71
trois,trois,72
cents,cent,72
chèvres,chèvre,22
de,de,81
Sancho,Sancho,20
/!,/!,P
c',ce,52
est,être,17
toute,tout,75
la,le,71
littérature,littérature,22
",",",",p
mon,mon,73
cher,cher,30
/!,/!,P
Clarisse,Clarisse,20
est,être,17
un,un,71
chef-d'oeuvre,chef-d'oeuvre,21
",",",",p
il,il,51
a,avoir,17
quatorze,quatorze,72
volumes,volume,21
",",",",p
et,et,82
le,le,71
plus,plus,60
obtus,obtus,30
vaudevilliste,vaudevilliste,21
te,tu,51
le,le,52
racontera,raconter,15
dans,dans,81
un,un,71
acte,acte,21
/.,/.,P
pourvu,pourvu,81
que,que,83
je,je,51
l',le,52
amuse,amuser,17
",",",",p
de,de,81
quoi,quoi,52
te,tu,51
plains,plaindre,17
tu,tu,51
/?,/?,P
cette,ce,74
toilette,toilette,22
était,être,18
d',de,81
un,un,71
effet,effet,21
délicieux,délicieux,30
",",",",p
est,être,17
ce,ce,52
que,que,83
tu,tu,51
n',ne,60
aimes,aimer,17
pas,pas,60
le,le,71
camélia,camélia,21
?,?,p
veux,vouloir,17
tu,tu,51
des,de,81
des,le,71
dalhias,dahlia,21
/?,/?,P
non,non,60
/.,/.,P
eh,eh,93
!,!,p
bien,bien,60
",",",",p
un,un,71
marron,marron,21
",",",",p
tiens,tenir,17
!,!,p
dit,dire,19
Bixiou,Bixiou,20
qui,qui,52
jeta,jeter,19
sans,sans,81
doute,doute,21
un,un,71
marron,marron,21
à,à,81
Blondet,Blondet,20
",",",",p
car,car,82
nous,nous,51
en,en,52
entendîmes,entendre,19
le,le,71
bruit,bruit,21
sur,sur,81
l',le,71
assiette,assiette,22
/.,/.,P
-,-,p
allons,aller,17
",",",",p
j',je,51
ai,avoir,17
tort,tort,21
",",",",p
continue,continuer,17
?,?,p
dit,dire,19
Blondet,Blondet,20
/.,/.,P
-,-,p
je,je,51
reprends,reprendre,17
",",",",p
dit,dire,19
Bixiou,Bixiou,20
/.,/.,P
“,“,p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
joli,joli,30
à,à,81
épouser,épouser,14
?,?,p
dit,dire,19
Rastignac,Rastignac,20
à,à,81
Beaudenord,Beaudenord,20
en,en,81
lui,lui,51
montrant,montrer,13
la,le,71
petite,petite,22
aux,à,81
aux,le,71
camélias,camélia,21
blancs,blanc,30
",",",",p
purs,pur,30
et,et,82
sans,sans,81
une,un,71
feuille,feuille,22
de,de,81
moins,moins,60
/.,/.,P
Rastignac,Rastignac,20
était,être,18
un,un,52
des,de,81
des,le,71
intimes,intime,21
de,de,81
Godefroid,Godefroid,20
/.,/.,P
-,-,p
“,“,p
eh,eh,93
!,!,p
bien,bien,60
",",",",p
j',je,51
y,y,52
pensais,penser,18
",",",",p
lui,lui,51
répondit,répondre,19
à,à,81
l',le,71
oreille,oreille,22
Godefroid,Godefroid,20
/.,/.,P
j',je,51
étais,être,18
occupé,occuper,12
à,à,81
me,je,51
dire,dire,14
qu',que,83
au,à,81
au,le,71
lieu,lieu,21
de,de,81
trembler,trembler,14
à,à,81
tout,tout,75
moment,moment,21
dans,dans,81
son,son,73
bonheur,bonheur,21
",",",",p
de,de,81
jeter,jeter,14
à grand'peine,à grand-peine,60
un,un,71
mot,mot,21
dans,dans,81
une,un,71
oreille,oreille,22
inattentive,inattentif,30
",",",",p
de,de,81
regarder,regarder,14
aux,à,81
aux,le,71
Italiens,Italien,20
s',si,83
il,il,51
y,y,52
a,avoir,17
une,un,71
fleur,fleur,22
rouge,rouge,30
ou,ou,82
blanche,blanc,30
dans,dans,81
une,un,71
coiffure,coiffure,22
",",",",p
s',si,83
il,il,51
y,y,52
a,avoir,17
au,à,81
au,le,71
bois,bois,21
une,un,71
main,main,22
gantée,ganté,31
sur,sur,81
le,le,71
panneau,panneau,21
d',de,81
une,un,71
voiture,voiture,22
",",",",p
comme,comme,83
cela,cela,52
se,se,51
fait,faire,17
à,à,81
Milan,Milan,20
",",",",p
au,à,81
au,le,71
Corso,Corso,20
;,;,p
qu',que,83
au,à,81
au,le,71
lieu,lieu,21
de,de,81
voler,voler,14
une,un,71
bouchée,bouchée,22
de,de,81
baba,baba,21
derrière,derrière,81
une,un,71
porte,porte,22
",",",",p
comme,comme,83
un,un,71
laquais,laquais,21
qui,qui,52
achève,achever,17
une,un,71
bouteille,bouteille,22
",",",",p
d',de,81
user,user,14
son,son,73
intelligence,intelligence,22
pour,pour,81
donner,donner,14
et,et,82
recevoir,recevoir,14
une,un,71
lettre,lettre,22
",",",",p
comme,comme,83
un,un,71
facteur,facteur,21
;,;,p
qu',que,83
au,à,81
au,le,71
lieu,lieu,21
de,de,81
recevoir,recevoir,14
des,de,81
des,le,71
tendresses,tendresse,22
infinies,infini,30
en,en,81
deux,deux,72
lignes,ligne,22
",",",",p
avoir,avoir,14
cinq,cinq,72
volumes,volume,21
in-folio,in-folio,21
à,à,81
lire,lire,14
aujourd'hui,aujourd'hui,60
",",",",p
demain,demain,60
une,un,71
livraison,livraison,22
de,de,81
deux,deux,72
feuilles,feuille,22
",",",",p
ce,ce,52
qui,qui,52
est,être,17
fatigant,fatigant,30
;,;,p
qu',que,83
au,à,81
au,le,71
lieu,lieu,21
de,de,81
se,se,51
traîner,traîner,14
dans,dans,81
les,le,71
ornières,ornière,22
et,et,82
derrière,derrière,81
les,le,71
haies,haie,22
",",",",p
il,il,51
vaudrait,valoir,16
mieux,mieux,60
se,se,51
laisser,laisser,14
aller,aller,14
à,à,81
l',le,71
adorable,adorable,30
passion,passion,22
enviée,envié,31
par,par,81
JJ,JJ,20
Rousseau,Rousseau,20
",",",",p
aimer,aimer,14
tout,tout,60
bonnement,bonnement,60
une,un,71
jeune,jeune,30
personne,personne,22
comme,comme,83
Isaure,Isaure,20
",",",",p
avec,avec,81
l',le,71
intention,intention,22
d',de,81
en,en,52
faire,faire,14
sa,son,73
femme,femme,22
si,si,83
",",",",p
durant,durant,81
l',le,71
échange,échange,21
des,de,81
des,le,71
sentiments,sentiment,21
",",",",p
les,le,71
coeurs,coeur,21
se,se,51
conviennent,convenir,17
",",",",p
enfin,enfin,60
être,être,14
Werther,Werther,20
heureux,heureux,30
/!,/!,P
c',ce,52
est,être,17
un,un,71
ridicule,ridicule,30
tout,tout,21
comme,comme,83
un,un,71
autre,autre,52
",",",",p
dit,dire,19
Rastignac,Rastignac,20
sans,sans,81
rire,rire,14
/.,/.,P
à,à,81
ta,ton,73
place,place,22
",",",",p
peut-être,peut-être,60
me,je,51
plongerais,plonger,16
je,je,51
dans,dans,81
les,le,71
délices,délice,21
infinies,infini,30
de,de,81
cet,ce,74
ascétisme,ascétisme,21
",",",",p
il,il,51
est,être,17
neuf,neuf,30
",",",",p
original,original,30
et,et,82
peu,peu,60
coûteux,coûteux,30
/.,/.,P
ta,ton,73
Mona Lisa,Mona Lisa,20
est,être,17
suave,suave,30
",",",",p
mais,mais,82
sotte,sotte,22
comme,comme,83
une,un,71
musique,musique,22
de,de,81
ballet,ballet,21
",",",",p
je,je,51
t',tu,51
en,en,52
préviens,prévenir,17
/.,/.,P
“,“,p
la,le,71
manière,manière,22
dont,dont,52
Rastignac,Rastignac,20
dit,dire,19
cette,ce,74
dernière,dernier,30
phrase,phrase,22
fit,faire,19
croire,croire,14
à,à,81
Beaudenord,Beaudenord,20
que,que,83
son,son,73
ami,ami,21
avait,avoir,18
intérêt,intérêt,21
à,à,81
le,le,52
désenchanter,désenchanter,14
",",",",p
et,et,82
il,il,51
le,le,52
crut,croire,19
son,son,73
rival,rival,21
en,en,81
sa,son,73
qualité,qualité,22
d',de,81
ancien,ancien,30
diplomate,diplomate,21
/.,/.,P
les,le,71
vocations,vocation,22
manquées,manqué,31
déteignent,déteindre,17
sur,sur,81
toute,tout,75
l',le,71
existence,existence,22
/.,/.,P
Godefroid,Godefroid,20
s',se,51
amouracha,amouracher,19
si,si,60
bien,bien,60
de,de,81
mademoiselle,mademoiselle,22
Isaure,Isaure,20
d',de,81
Aldrigger,Aldrigger,20
",",",",p
que,que,83
Rastignac,Rastignac,20
alla,aller,19
trouver,trouver,14
une,un,71
grande,grand,30
fille,fille,22
qui,qui,52
causait,causer,18
dans,dans,81
un,un,71
salon,salon,21
de,de,81
jeu,jeu,21
",",",",p
et,et,82
lui,lui,51
dit,dire,19
à,à,81
l',le,71
oreille,oreille,22
:,:,p
“,“,p
Malvina,Malvina,20
",",",",p
votre,votre,73
soeur,soeur,22
vient,venir,17
de,de,81
ramener,ramener,14
dans,dans,81
son,son,73
filet,filet,21
un,un,71
poisson,poisson,21
qui,qui,52
pèse,peser,17
dix,dix,72
huit,huit,72
mille,mille,72
livres,livre,22
de,de,81
rentes,rente,22
",",",",p
il,il,51
a,avoir,17
un,un,71
nom,nom,21
",",",",p
une,un,71
certaine,certain,75
assiette,assiette,22
dans,dans,81
le,le,71
monde,monde,21
et,et,82
de,de,81
la,le,71
tenue,tenue,22
;,;,p
surveillez,surveiller,17
les,le,52
;,;,p
s',si,83
ils,ils,51
filent,filer,17
le,le,71
parfait,parfait,31
amour,amour,21
",",",",p
ayez,avoir,17
soin,soin,21
d',de,81
être,être,14
la,le,71
confidente,confidente,22
d',de,81
Isaure,Isaure,20
pour,pour,81
ne,ne,60
pas,pas,60
lui,lui,51
laisser,laisser,14
répondre,répondre,14
un,un,71
mot,mot,21
sans,sans,81
l',le,52
avoir,avoir,14
corrigé,corriger,12
/.,/.,P
“,“,p
vers,vers,81
deux,deux,72
heures,heure,22
du,de,81
du,le,71
matin,matin,21
",",",",p
le,le,71
valet,valet,21
de,de,81
chambre,chambre,22
vint,venir,19
dire,dire,14
à,à,81
une,un,71
petite,petit,30
bergère,bergère,22
des,de,81
des,le,71
Alpes,Alpe,20
",",",",p
de,de,81
quarante,quarante,72
ans,an,21
",",",",p
coquette,coquet,30
comme,comme,83
la,le,71
Zerline,Zerline,20
de,de,81
l',le,71
opéra,opéra,21
de,de,81
Don Juan,Don Juan,20
",",",",p
et,et,82
auprès,auprès,60
de,de,81
laquelle,lequel,52
se,se,51
tenait,tenir,18
Isaure,Isaure,20
:,:,p
“,“,p
la,le,71
voiture,voiture,22
de,de,81
madame,madame,22
la,le,71
baronne,baronne,22
est,être,17
avancée,avancer,12
/.,/.,P
“,“,p
Godefroid,Godefroid,20
vit,voir,19
alors,alors,60
sa,son,73
beauté,beauté,22
de,de,81
ballade,ballade,22
allemande,allemand,30
entraînant,entraîner,13
sa,son,73
mère,mère,22
fantastique,fantastique,30
dans,dans,81
le,le,71
salon,salon,21
de,de,81
partance,partance,22
",",",",p
où,où,60
ces,ce,74
deux,deux,72
dames,dame,22
furent,être,19
suivies,suivre,12
par,par,81
Malvina,Malvina,20
/.,/.,P
Godefroid,Godefroid,20
",",",",p
qui,qui,52
feignit,feindre,19
(,(,p
l',le,71
enfant,enfant,21
!,!,p
),),p
d',de,81
aller,aller,14
savoir,savoir,14
dans,dans,81
quel,quel,75
pot,pot,21
de,de,81
confitures,confiture,22
s',se,51
était,être,18
blotti,blottir,12
Joby,Joby,20
",",",",p
eut,avoir,19
le,le,71
bonheur,bonheur,21
d',de,81
apercevoir,apercevoir,14
Isaure,Isaure,20
et,et,82
Malvina,Malvina,20
embobelinant,embobeliner,13
leur,leur,73
sémillante,sémillant,30
maman,maman,22
dans,dans,81
sa,son,73
pelisse,pelisse,22
",",",",p
et,et,82
se,se,51
rendant,rendre,13
ces,ce,74
petits,petit,30
soins,soin,21
de,de,81
toilette,toilette,22
exigés,exigé,31
par,par,81
un,un,71
voyage,voyage,21
nocturne,nocturne,30
dans,dans,81
Paris,Paris,20
/.,/.,P
les,le,71
deux,deux,72
soeurs,soeur,22
l',le,52
examinèrent,examiner,19
du,de,81
du,le,71
coin,coin,21
de,de,81
l',le,71
oeil,oeil,21
en,en,81
chattes,chatte,22
bien,bien,60
apprises,appris,31
",",",",p
qui,qui,52
lorgnent,lorgner,17
une,un,71
souris,souris,22
sans,sans,81
avoir,avoir,14
l',le,71
air,air,21
d',de,81
y,y,52
faire,faire,14
attention,attention,22
/.,/.,P
il,il,51
éprouva,éprouver,19
quelque,quelque,75
satisfaction,satisfaction,22
en,en,81
voyant,voir,13
le,le,71
ton,ton,21
",",",",p
la,le,71
mise,mise,22
",",",",p
les,le,71
manières,manière,22
du,de,81
du,le,71
grand,grand,30
Alsacien,Alsacien,20
en,en,81
livrée,livrée,22
",",",",p
bien,bien,60
ganté,ganté,31
",",",",p
qui,qui,52
vint,venir,19
apporter,apporter,14
de,de,81
gros,gros,30
souliers,soulier,21
fourrés,fourré,31
à,à,81
ses,son,73
trois,trois,72
maîtresses,maîtresse,22
/.,/.,P
jamais,jamais,60
deux,deux,72
soeurs,soeur,22
ne,ne,60
furent,être,19
plus,plus,60
dissemblables,dissemblable,30
que,que,83
l',le,52
étaient,être,18
Isaure,Isaure,20
et,et,82
Malvina,Malvina,20
/.,/.,P
l',le,71
aînée,aînée,22
",",",",p
grande,grand,30
et,et,82
brune,brun,30
",",",",p
Isaure,Isaure,20
petite,petit,30
et,et,82
mince,mince,30
;,;,p
celle-ci,celui-ci,52
les,le,71
traits,trait,21
fins,fin,30
et,et,82
délicats,délicat,30
;,;,p
l',le,71
autre,autre,52
des,de,81
des,le,71
formes,forme,22
vigoureuses,vigoureux,30
et,et,82
prononcées,prononcé,31
;,;,p
Isaure,Isaure,20
était,être,18
la,le,71
femme,femme,22
qui,qui,52
règne,régner,17
par,par,81
son,son,73
défaut,défaut,21
de,de,81
force,force,22
",",",",p
et,et,82
qu',que,52
un,un,71
lycéen,lycéen,21
se,se,51
croit,croire,17
obligé,obligé,31
de,de,81
protéger,protéger,14
;,;,p
Malvina,Malvina,20
était,être,18
la,le,71
femme,femme,22
“,“,p
d',de,81
avez,avoir,17
vous,vous,51
vu,voir,12
dans,dans,81
Barcelone,Barcelone,20
/?,/?,P
à,à,81
côté,côté,21
de,de,81
sa,son,73
soeur,soeur,22
",",",",p
Isaure,Isaure,20
faisait,faire,18
l',le,71
effet,effet,21
d',de,81
une,un,71
miniature,miniature,22
auprès,auprès,60
d',de,81
un,un,71
portrait,portrait,21
à,à,81
l',le,71
huile,huile,22
/.,/.,P
“,“,p
elle,il,51
est,être,17
riche,riche,30
!,!,p
dit,dire,19
Godefroid,Godefroid,20
à,à,81
Rastignac,Rastignac,20
en,en,81
rentrant,rentrer,13
dans,dans,81
le,le,71
/.,/.,P
