<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquantième extrait>,<>,<>
déjà,déjà,60
vendu,vendre,12
cinquante,cinquante,72
à,à,81
des,de,81
des,le,71
passants,passant,21
",",",",p
et,et,82
soixante,soixante,72
à,à,81
des,de,81
des,le,71
pratiques,pratique,22
/!,/!,P
ah,ah,93
!,!,p
dit,dire,19
César,César,20
/.,/.,P
le,le,71
parfumeur,parfumeur,21
",",",",p
étourdi,étourdi,31
par,par,81
les,le,71
mille,mille,72
cloches,cloche,22
que,que,52
la,le,71
misère,misère,22
tinte,tinter,17
aux,à,81
aux,le,71
oreilles,oreille,22
de,de,81
ses,son,73
victimes,victime,22
",",",",p
vivait,vivre,18
dans,dans,81
un,un,71
mouvement,mouvement,21
vertigineux,vertigineux,30
;,;,p
la,le,71
veille,veille,22
",",",",p
Popinot,Popinot,20
l',le,52
avait,avoir,18
attendu,attendre,12
pendant,pendant,81
une,un,71
heure,heure,22
",",",",p
et,et,82
s',se,51
en,en,52
était,être,18
allé,aller,12
après,après,81
avoir,avoir,14
causé,causer,12
avec,avec,81
Constance,Constance,20
et,et,82
Césarine,Césarine,20
",",",",p
qui,qui,52
lui,lui,51
dirent,dire,19
que,que,83
César,César,20
était,être,18
absorbé,absorber,12
par,par,81
sa,son,73
grande,grand,30
affaire,affaire,22
/.,/.,P
-,-,p
ah,ah,93
!,!,p
oui,oui,60
",",",",p
l',le,71
affaire,affaire,22
des,de,81
des,le,71
terrains,terrain,21
/.,/.,P
heureusement,heureusement,60
Popinot,Popinot,20
",",",",p
qui,qui,52
depuis,depuis,81
un,un,71
mois,mois,21
n',ne,60
était,être,18
pas,pas,60
sorti,sortir,12
de,de,81
la,le,71
rue,rue,22
des,de,81
des,le,71
cinq,cinq,72
diamants,diamant,21
",",",",p
passait,passer,18
les,le,71
nuits,nuit,22
et,et,82
travaillait,travailler,18
les,le,71
dimanches,dimanche,21
à,à,81
la,le,71
fabrique,fabrique,22
",",",",p
n',ne,60
avait,avoir,18
vu,voir,12
ni,ni,82
les,le,71
Ragon,Ragon,20
",",",",p
ni,ni,82
Pillerault,Pillerault,20
",",",",p
ni,ni,82
son,son,73
oncle,oncle,21
le,le,71
juge,juge,21
/.,/.,P
il,il,51
ne,ne,60
dormait,dormir,18
que,que,83
deux,deux,72
heures,heure,22
",",",",p
le,le,71
pauvre,pauvre,30
enfant,enfant,21
!,!,p
il,il,51
n',ne,60
avait,avoir,18
que,que,83
deux,deux,72
commis,commis,21
",",",",p
et,et,82
au,à,81
au,le,71
train,train,21
dont,dont,52
allaient,aller,18
les,le,71
choses,chose,22
il,il,51
lui,lui,51
en,en,52
faudrait,falloir,16
bientôt,bientôt,60
quatre,quatre,72
/.,/.,P
en,en,81
commerce,commerce,21
",",",",p
l',le,71
occasion,occasion,22
est,être,17
tout,tout,52
/.,/.,P
qui,qui,52
n',ne,60
enfourche,enfourcher,17
pas,pas,60
le,le,71
succès,succès,21
en,en,81
se,se,51
tenant,tenir,13
aux,à,81
aux,le,71
crins,crin,21
manque,manquer,17
sa,son,73
fortune,fortune,22
/.,/.,P
Popinot,Popinot,20
se,se,51
disait,dire,18
qu',que,83
il,il,51
serait,être,16
bien,bien,60
reçu,recevoir,12
quand,quand,83
",",",",p
après,après,81
six,six,72
mois,mois,21
",",",",p
il,il,51
dirait,dire,16
à,à,81
sa,son,73
tante,tante,22
et,et,82
à,à,81
son,son,73
oncle,oncle,21
:,:,p
“,“,p
je,je,51
suis,être,17
sauvé,sauver,12
",",",",p
ma,mon,73
fortune,fortune,22
est,être,17
faite,faire,12
!,!,p
bien,bien,60
reçu,reçu,31
de,de,81
Birotteau,Birotteau,20
quand,quand,83
il,il,51
lui,lui,51
apporterait,apporter,16
trente,trente,72
ou,ou,82
quarante,quarante,72
mille,mille,72
francs,franc,21
pour,pour,81
sa,son,73
part,part,22
",",",",p
après,après,81
six,six,72
mois,mois,21
/.,/.,P
il,il,51
ignorait,ignorer,18
donc,donc,82
la,le,71
fuite,fuite,22
de,de,81
Roguin,Roguin,20
",",",",p
les,le,71
désastres,désastre,21
et,et,82
la,le,71
gêne,gêne,22
de,de,81
César,César,20
",",",",p
il,il,51
ne,ne,60
put,pouvoir,19
dire,dire,14
aucune,aucun,75
parole,parole,22
indiscrète,indiscret,30
à,à,81
madame,madame,22
Birotteau,Birotteau,20
/.,/.,P
Popinot,Popinot,20
promit,promettre,19
à,à,81
Finot,Finot,20
cinq,cinq,72
cents,cent,72
francs,franc,21
par,par,81
grand,grand,30
journal,journal,21
",",",",p
et,et,82
il,il,51
y,y,52
en,en,52
avait,avoir,18
dix,dix,72
!,!,p
trois,trois,72
cents,cent,72
francs,franc,21
par,par,81
journal,journal,21
secondaire,secondaire,30
",",",",p
et,et,82
il,il,51
y,y,52
en,en,52
avait,avoir,18
dix,dix,72
autres,autre,52
!,!,p
s',si,83
il,il,51
y,y,52
était,être,18
parlé,parler,12
",",",",p
trois,trois,72
fois,fois,22
par,par,81
mois,mois,21
",",",",p
de,de,81
l',le,71
huile,huile,22
céphalique,céphalique,30
/.,/.,P
Finot,Finot,20
vit,voir,19
trois,trois,72
mille,mille,72
francs,franc,21
pour,pour,81
lui,lui,51
dans,dans,81
ces,ce,74
huit,huit,72
mille,mille,72
francs,franc,21
",",",",p
son,son,73
premier,premier,72
enjeu,enjeu,21
à,à,81
jeter,jeter,14
sur,sur,81
le,le,71
grand,grand,30
et,et,82
immense,immense,30
tapis,tapis,21
vert,vert,30
de,de,81
la,le,71
spéculation,spéculation,22
/!,/!,P
il,il,51
s',se,51
était,être,18
donc,donc,82
élancé,élancer,12
comme,comme,83
un,un,71
lion,lion,21
sur,sur,81
ses,son,73
amis,ami,21
",",",",p
sur,sur,81
ses,son,73
connaissances,connaissance,22
;,;,p
il,il,51
habitait,habiter,18
alors,alors,60
les,le,71
bureaux,bureau,21
de,de,81
rédaction,rédaction,22
",",",",p
il,il,51
se,se,51
glissait,glisser,18
au,à,81
au,le,71
chevet,chevet,21
du,de,81
du,le,71
lit,lit,21
de,de,81
tous,tout,75
les,le,71
rédacteurs,rédacteur,21
",",",",p
le,le,71
matin,matin,21
;,;,p
et,et,82
le,le,71
soir,soir,21
il,il,51
arpentait,arpenter,18
les,le,71
foyers,foyer,21
de,de,81
tous,tout,75
les,le,71
théâtres,théâtre,21
/.,/.,P
-,-,p
pense,penser,17
à,à,81
mon,mon,73
huile,huile,22
",",",",p
cher,cher,30
ami,ami,21
",",",",p
je,je,51
n',ne,60
y,y,52
suis,être,17
pour,pour,81
rien,rien,52
",",",",p
affaire,affaire,22
de,de,81
camaraderie,camaraderie,22
",",",",p
tu,tu,51
sais,savoir,17
/!,/!,P
Gaudissart,Gaudissart,20
",",",",p
un,un,71
bon,bon,30
vivant,vivant,21
/.,/.,P
telle,tel,52
était,être,18
la,le,71
première,premier,72
et,et,82
la,le,71
dernière,dernier,30
phrase,phrase,22
de,de,81
tous,tout,75
ses,son,73
discours,discours,21
/.,/.,P
il,il,51
assaillit,assaillir,19
le,le,71
bas,bas,21
de,de,81
toutes,tout,75
colonnes,colonne,22
finales,final,30
aux,à,81
aux,le,71
journaux,journal,21
où,où,60
il,il,51
fit,faire,19
des,de,81
des,le,71
articles,article,21
en,en,81
en,en,81
laissant,laisser,13
l',le,71
argent,argent,21
aux,à,81
aux,le,71
rédacteurs,rédacteur,21
/.,/.,P
rusé,rusé,31
comme,comme,83
un,un,71
figurant,figurant,21
qui,qui,52
veut,vouloir,17
passer,passer,14
acteur,acteur,21
",",",",p
alerte,alerte,30
comme,comme,83
un,un,71
saute-ruisseau,saute-ruisseau,21
qui,qui,52
gagne,gagner,17
soixante,soixante,72
francs,franc,21
par,par,81
mois,mois,21
",",",",p
il,il,51
écrivit,écrire,19
des,de,81
des,le,71
lettres,lettre,22
captieuses,captieux,30
",",",",p
il,il,51
flatta,flatter,19
tous,tout,75
les,le,71
amours,amour,21
propres,propre,30
",",",",p
il,il,51
rendit,rendre,19
d',de,81
immondes,immonde,30
services,service,21
aux,à,81
aux,le,71
rédacteurs,rédacteur,21
en,en,81
chef,chef,21
",",",",p
afin,afin,81
d',de,81
obtenir,obtenir,14
ses,son,73
articles,article,21
/.,/.,P
argent,argent,21
",",",",p
dîners,dîner,21
",",",",p
platitudes,platitude,22
",",",",p
tout,tout,52
servit,servir,19
son,son,73
activité,activité,22
passionnée,passionné,31
/.,/.,P
il,il,51
corrompit,corrompre,19
avec,avec,81
des,de,81
des,le,71
billets,billet,21
de,de,81
spectacle,spectacle,21
les,le,71
ouvriers,ouvrier,21
qui,qui,52
",",",",p
vers,vers,81
minuit,minuit,21
",",",",p
achèvent,achever,17
les,le,71
colonnes,colonne,22
des,de,81
des,le,71
journaux,journal,21
en,en,81
prenant,prendre,13
quelques,quelque,75
articles,article,21
dans,dans,81
les,le,71
petits,petit,30
faits,fait,21
",",",",p
toujours,toujours,60
prêts,prêt,30
",",",",p
les,le,52
en,en,81
cas,cas,21
du,de,81
du,le,71
journal,journal,21
/.,/.,P
Finot,Finot,20
se,se,51
trouvait,trouver,18
alors,alors,60
dans,dans,81
l',le,71
imprimerie,imprimerie,22
",",",",p
occupé,occupé,31
comme,comme,83
s',si,83
il,il,51
avait,avoir,18
un,un,71
article,article,21
à,à,81
revoir,revoir,14
/.,/.,P
ami,ami,21
de,de,81
tout,tout,75
le,le,71
monde,monde,21
",",",",p
il,il,51
fit,faire,19
triompher,triompher,14
l',le,71
huile,huile,22
céphalique,céphalique,30
de,de,81
la,le,71
pâte,pâte,22
de,de,81
Regnauld,Regnauld,20
",",",",p
de,de,81
la,le,71
mixture,mixture,22
Brésilienne,Brésilien,20
",",",",p
de,de,81
toutes,tout,75
les,le,71
inventions,invention,22
qui,qui,52
",",",",p
les,le,71
premières,premier,72
",",",",p
eurent,avoir,19
le,le,71
génie,génie,21
de,de,81
comprendre,comprendre,14
l',le,71
influence,influence,22
du,de,81
du,le,71
journalisme,journalisme,21
et,et,82
l',le,71
effet,effet,21
de,de,81
piston,piston,21
produit,produit,31
sur,sur,81
le,le,71
public,public,21
par,par,81
un,un,71
article,article,21
réitéré,réitéré,31
/.,/.,P
dans,dans,81
ce,ce,74
temps,temps,21
d',de,81
innocence,innocence,22
",",",",p
beaucoup,beaucoup,60
de,de,81
journalistes,journaliste,21
étaient,être,18
comme,comme,83
les,le,71
boeufs,boeuf,21
",",",",p
ils,ils,51
ignoraient,ignorer,18
leurs,leur,73
forces,force,22
",",",",p
ils,ils,51
s',se,51
occupaient,occuper,18
d',de,81
actrices,actrice,22
",",",",p
de,de,81
Florine,Florine,20
",",",",p
de,de,81
Tullie,Tullie,20
;,;,p
de,de,81
danseuses,danseuse,22
",",",",p
des,de,81
des,le,71
Mariette,Mariette,20
",",",",p
etc,et cetera,91
/.,/.,P
ils,ils,51
régentaient,régenter,18
tout,tout,52
",",",",p
et,et,82
ne,ne,60
ramassaient,ramasser,18
rien,rien,52
/.,/.,P
les,le,71
prétentions,prétention,22
d',de,81
Andoche,Andoche,20
ne,ne,60
concernaient,concerner,18
ni,ni,82
une,un,71
actrice,actrice,22
à,à,81
faire,faire,14
applaudir,applaudir,14
",",",",p
ni,ni,82
une,un,71
pièce,pièce,22
à,à,81
faire,faire,14
jouer,jouer,14
",",",",p
ni,ni,82
ses,son,73
vaudevilles,vaudeville,21
à,à,81
faire,faire,14
recevoir,recevoir,14
",",",",p
ni,ni,82
des,de,81
des,le,71
articles,article,21
à,à,81
faire,faire,14
payer,payer,14
",",",",p
au,à,81
au,le,71
contraire,contraire,21
",",",",p
il,il,51
offrait,offrir,18
de,de,81
l',le,71
argent,argent,21
en,en,81
temps,temps,21
utile,utile,30
",",",",p
un,un,71
déjeuner,déjeuner,21
à,à,81
propos,propos,21
;,;,p
il,il,51
n',ne,60
y,y,52
eut,avoir,19
donc,donc,82
pas,pas,60
un,un,71
journal,journal,21
qui,qui,52
ne,ne,60
parlât,parler,18
de,de,81
l',le,71
huile,huile,22
céphalique,céphalique,30
",",",",p
de,de,81
sa,son,73
concordance,concordance,22
avec,avec,81
les,le,71
analyses,analyse,22
de,de,81
Vauquelin,Vauquelin,20
",",",",p
qui,qui,52
ne,ne,60
se,se,51
moquât,moquer,18
de,de,81
ceux,celui,52
qui,qui,52
croient,croire,17
que,que,83
l',l',94
on,on,51
peut,pouvoir,17
faire,faire,14
pousser,pousser,14
les,le,71
cheveux,cheveu,21
",",",",p
qui,qui,52
ne,ne,60
proclamât,proclamer,18
le,le,71
danger,danger,21
de,de,81
les,le,52
teindre,teindre,14
/.,/.,P
ces,ce,74
articles,article,21
réjouissaient,réjouir,18
l',le,71
âme,âme,22
de,de,81
Gaudissart,Gaudissart,20
",",",",p
qui,qui,52
s',se,51
armait,armer,18
de,de,81
journaux,journal,21
pour,pour,81
détruire,détruire,14
les,le,71
préjugés,préjugé,21
",",",",p
et,et,82
faisait,faire,18
sur,sur,81
la,le,71
province,province,22
ce,ce,52
que,que,52
depuis,depuis,81
les,le,71
spéculateurs,spéculateur,21
ont,avoir,17
nommé,nommer,12
",",",",p
d',de,81
après,après,81
lui,lui,51
",",",",p
la,le,71
charge,charge,22
à,à,81
fond,fond,21
de,de,81
train,train,21
/.,/.,P
dans,dans,81
ce,ce,74
temps,temps,21
là,là,60
",",",",p
les,le,71
journaux,journal,21
de,de,81
Paris,Paris,20
dominaient,dominer,18
les,le,71
départements,département,21
encore,encore,60
sans,sans,81
organes,organe,21
",",",",p
les,le,71
malheureux,malheureux,21
/!,/!,P
les,le,71
journaux,journal,21
y,y,52
étaient,être,18
donc,donc,82
sérieusement,sérieusement,60
étudiés,étudier,12
",",",",p
depuis,depuis,81
le,le,71
titre,titre,21
jusqu',jusque,81
au,à,81
au,le,71
nom,nom,21
de,de,81
l',le,71
imprimeur,imprimeur,21
",",",",p
lignes,ligne,22
où,où,60
pouvaient,pouvoir,18
se,se,51
cacher,cacher,14
les,le,71
ironies,ironie,22
de,de,81
l',le,71
opinion,opinion,22
persécutée,persécuté,31
/.,/.,P
Gaudissart,Gaudissart,20
",",",",p
appuyé,appuyé,31
sur,sur,81
la,le,71
presse,presse,22
",",",",p
eut,avoir,19
d',de,81
éclatants,éclatant,30
succès,succès,21
dès,dès,81
les,le,71
premières,premier,72
villes,ville,22
où,où,60
donna,donner,19
sa,son,73
langue,langue,22
/.,/.,P
tous,tout,75
les,le,71
boutiquiers,boutiquier,21
de,de,81
province,province,22
voulaient,vouloir,18
des,de,81
des,le,71
cadres,cadre,21
et,et,82
des,de,81
des,le,71
imprimés,imprimé,21
à,à,81
gravure,gravure,22
d',de,81
Héro,Héro,20
et,et,82
Léandre,Léandre,20
/.,/.,P
Finot,Finot,20
dirigea,diriger,19
contre,contre,81
l',le,71
huile,huile,22
de,de,81
Macassar,Macassar,20
cette,ce,74
charmante,charmant,30
plaisanterie,plaisanterie,22
qui,qui,52
faisait,faire,18
tant,tant,60
rire,rire,14
aux,à,81
aux,le,71
funambules,funambule,21
",",",",p
quand,quand,83
Pierrot,Pierrot,20
prend,prendre,17
un,un,71
vieux,vieux,30
balai,balai,21
de,de,81
crin,crin,21
dont,dont,52
on,on,51
ne,ne,60
voit,voir,17
que,que,83
les,le,71
trous,trou,21
",",",",p
y,y,52
met,mettre,17
de,de,81
l',le,71
huile,huile,22
de,de,81
Macassar,Macassar,20
",",",",p
et,et,82
rend,rendre,17
ainsi,ainsi,60
le,le,71
balai,balai,21
forestièrement,forestièrement,60
touffu,touffu,30
/.,/.,P
cette,ce,74
scène,scène,22
ironique,ironique,30
excitait,exciter,18
un,un,71
rire,rire,21
universel,universel,30
/.,/.,P
plus,plus,60
tard,tard,60
",",",",p
Finot,Finot,20
racontait,raconter,18
gaiement,gaiement,60
que,que,83
",",",",p
sans,sans,81
ces,ce,74
mille,mille,72
écus,écu,21
",",",",p
il,il,51
serait,être,16
mort,mourir,12
de,de,81
misère,misère,22
et,et,82
de,de,81
douleur,douleur,22
/.,/.,P
pour,pour,81
lui,lui,51
/.,/.,P
