11870
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-neuvième extrait>,<>,<>
panique,panique,22
eût,avoir,19
fait,faire,12
tomber,tomber,14
les,le,71
vins,vin,21
de,de,81
cinquante,cinquante,72
pour,pour,81
cent,cent,72
/.,/.,P
-,-,p
vous,vous,51
avez,avoir,17
mille,mille,72
pièces,pièce,22
cette,ce,74
année,année,22
",",",",p
mon,mon,73
père,père,21
?,?,p
dit,dire,19
Eugénie,Eugénie,20
/.,/.,P
-,-,p
oui,oui,60
",",",",p
fifille,fifille,22
/.,/.,P
ce,ce,74
mot,mot,21
était,être,18
l',le,71
expression,expression,22
superlative,superlatif,30
de,de,81
la,le,71
joie,joie,22
du,de,81
du,le,71
vieux,vieux,30
tonnelier,tonnelier,21
/.,/.,P
-,-,p
cela,cela,52
fait,faire,17
deux,deux,72
cent,cent,72
mille,mille,72
pièces,pièce,22
de,de,81
vingt,vingt,72
sous,sou,21
/.,/.,P
-,-,p
oui,oui,60
",",",",p
mademoiselle,mademoiselle,22
Grandet,Grandet,20
/.,/.,P
-,-,p
eh,eh,93
!,!,p
bien,bien,60
",",",",p
mon,mon,73
père,père,21
",",",",p
vous,vous,51
pouvez,pouvoir,17
facilement,facilement,60
secourir,secourir,14
Charles,Charles,20
/.,/.,P
l',le,71
étonnement,étonnement,21
",",",",p
la,le,71
colère,colère,22
",",",",p
la,le,71
stupéfaction,stupéfaction,22
de,de,81
Balthazar,Balthazar,20
en,en,81
apercevant,apercevoir,13
le,le,71
Man,Mane,20
Teke,Tekel,20
Pharès,Pharès,20
ne,ne,60
sauraient,savoir,16
se,se,51
comparer,comparer,14
au,à,81
au,le,71
froid,froid,30
courroux,courroux,21
de,de,81
Grandet,Grandet,20
qui,qui,52
",",",",p
ne,ne,60
pensant,penser,13
plus,plus,60
à,à,81
son,son,73
neveu,neveu,21
",",",",p
le,le,52
retrouvait,retrouver,18
logé,logé,31
au,à,81
au,le,71
coeur,coeur,21
et,et,82
dans,dans,81
les,le,71
calculs,calcul,21
de,de,81
sa,son,73
fille,fille,22
/.,/.,P
-,-,p
ah,ah,93
!,!,p
çà,çà,60
",",",",p
depuis,depuis,81
que,que,83
ce,ce,74
mirliflor,mirliflore,21
a,avoir,17
mis,mettre,12
le,le,71
pied,pied,21
dans,dans,81
ma,mon,73
maison,maison,22
",",",",p
tout,tout,52
y,y,52
va,aller,17
de,de,81
travers,travers,21
/.,/.,P
vous,vous,51
vous,vous,51
donnez,donner,17
des,de,81
des,le,71
airs,air,21
d',de,81
acheter,acheter,14
des,de,81
des,le,71
dragées,dragée,22
",",",",p
de,de,81
faire,faire,14
des,de,81
des,le,71
noces,noce,22
et,et,82
des,de,81
des,le,71
festins,festin,21
/.,/.,P
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
de,de,81
ces,ce,74
choses,chose,22
là,là,60
/.,/.,P
je,je,51
sais,savoir,17
",",",",p
à,à,81
mon,mon,73
âge,âge,21
",",",",p
comment,comment,60
je,je,51
dois,devoir,17
me,je,51
conduire,conduire,14
",",",",p
peut-être,peut-être,60
/!,/!,P
d',de,81
ailleurs,ailleurs,60
je,je,51
n',ne,60
ai,avoir,17
de,de,81
leçons,leçon,22
à,à,81
prendre,prendre,14
ni,ni,82
de,de,81
ma,mon,73
fille,fille,22
ni,ni,82
de,de,81
personne,personne,52
/.,/.,P
je,je,51
ferai,faire,15
pour,pour,81
mon,mon,73
neveu,neveu,21
ce,ce,52
qu',que,52
il,il,51
sera,être,15
convenable,convenable,30
de,de,81
faire,faire,14
",",",",p
vous,vous,51
n',ne,60
avez,avoir,17
pas,pas,60
à,à,81
y,y,52
fourrer,fourrer,14
le,le,71
nez,nez,21
/.,/.,P
quant,quand,83
à,à,81
toi,toi,51
",",",",p
Eugénie,Eugénie,20
",",",",p
ajouta,ajouter,19
t,t,94
il,il,51
en,en,81
se,se,51
tournant,tourner,13
vers,vers,81
elle,il,51
",",",",p
ne,ne,60
m',je,51
en,en,52
parle,parler,17
plus,plus,60
",",",",p
sinon,sinon,83
je,je,51
t',tu,51
envoie,envoyer,17
à,à,81
l',le,71
abbaye,abbaye,22
de,de,81
noyers,noyer,21
avec,avec,81
Nanon,Nanon,20
voir,voir,14
si,si,83
j',je,51
y,y,52
suis,être,17
;,;,p
et,et,82
pas,pas,60
plus,plus,60
tard,tard,60
que,que,83
demain,demain,60
",",",",p
si,si,83
tu,tu,51
bronches,broncher,17
/.,/.,P
où,où,60
est,être,17
il,il,51
donc,donc,82
",",",",p
ce,ce,74
garçon,garçon,21
",",",",p
est,être,17
il,il,51
descendu,descendre,12
/?,/?,P
non,non,60
",",",",p
mon,mon,73
ami,ami,21
",",",",p
répondit,répondre,19
madame,madame,22
Grandet,Grandet,20
/.,/.,P
-,-,p
eh,eh,93
!,!,p
bien,bien,60
",",",",p
que,que,52
fait,faire,17
il,il,51
donc,donc,82
/?,/?,P
il,il,51
pleure,pleurer,17
son,son,73
père,père,21
",",",",p
répondit,répondre,19
Eugénie,Eugénie,20
/.,/.,P
Grandet,Grandet,20
regarda,regarder,19
sa,son,73
fille,fille,22
sans,sans,81
trouver,trouver,14
un,un,71
mot,mot,21
à,à,81
dire,dire,14
/.,/.,P
il,il,51
était,être,18
un,un,71
peu,peu,60
père,père,21
",",",",p
lui,lui,51
/.,/.,P
après,après,81
avoir,avoir,14
fait,faire,12
un,un,72
ou,ou,82
deux,deux,72
tours,tour,21
dans,dans,81
la,le,71
salle,salle,22
",",",",p
il,il,51
monta,monter,19
promptement,promptement,60
à,à,81
son,son,73
cabinet,cabinet,21
pour,pour,81
y,y,52
méditer,méditer,14
un,un,71
placement,placement,21
dans,dans,81
les,le,71
fonds,fonds,21
publics,public,30
/.,/.,P
ses,son,73
deux,deux,72
mille,mille,72
arpents,arpent,21
de,de,81
forêt,forêt,22
coupés,coupé,31
à,à,81
blanc,blanc,21
lui,lui,51
avaient,avoir,18
donné,donner,12
six,six,72
cent,cent,72
mille,mille,72
francs,franc,21
;,;,p
en,en,81
joignant,joindre,13
à,à,81
cette,ce,74
somme,somme,22
l',le,71
argent,argent,21
de,de,81
ses,son,73
peupliers,peuplier,21
",",",",p
ses,son,73
revenus,revenu,21
de,de,81
l',le,71
année,année,22
dernière,dernier,30
et,et,82
de,de,81
l',le,71
année,année,22
courante,courant,30
",",",",p
outre,outre,81
les,le,71
deux,deux,72
cent,cent,72
mille,mille,72
francs,franc,21
du,de,81
du,le,71
marché,marché,21
qu',que,52
il,il,51
venait,venir,18
de,de,81
conclure,conclure,14
",",",",p
il,il,51
pouvait,pouvoir,18
faire,faire,14
une,un,71
masse,masse,22
de,de,81
neuf,neuf,72
cent,cent,72
mille,mille,72
francs,franc,21
/.,/.,P
les,le,71
vingt,vingt,72
pour,pour,81
cent,cent,72
à,à,81
gagner,gagner,14
en,en,81
peu,peu,60
de,de,81
temps,temps,21
sur,sur,81
les,le,71
rentes,rente,22
",",",",p
qui,qui,52
étaient,être,18
à,à,81
<Nombre 80 francs>,<>,<>
quatre,quatre,72
vingt,vingt,72
francs,franc,21
<Fin nombre>,<>,<>
",",",",p
le,le,52
tentaient,tenter,18
/.,/.,P
il,il,51
chiffra,chiffrer,19
sa,son,73
spéculation,spéculation,22
sur,sur,81
le,le,71
journal,journal,21
où,où,60
la,le,71
mort,mort,22
de,de,81
son,son,73
frère,frère,21
était,être,18
annoncée,annoncer,12
",",",",p
en,en,81
entendant,entendre,13
",",",",p
sans,sans,81
les,le,52
écouter,écouter,14
",",",",p
les,le,71
gémissements,gémissement,21
de,de,81
son,son,73
neveu,neveu,21
/.,/.,P
Nanon,Nanon,20
vint,venir,19
cogner,cogner,14
au,à,81
au,le,71
mur,mur,21
pour,pour,81
inviter,inviter,14
son,son,73
maître,maître,21
à,à,81
descendre,descendre,14
:,:,p
le,le,71
dîner,dîner,21
était,être,18
servi,servir,12
/.,/.,P
sous,sous,81
la,le,71
voûte,voûte,22
et,et,82
à,à,81
la,le,71
dernière,dernier,30
marche,marche,22
de,de,81
l',le,71
escalier,escalier,21
",",",",p
Grandet,Grandet,20
disait,dire,18
en,en,81
lui-même,lui-même,51
:,:,p
-,-,p
puisque,puisque,83
je,je,51
toucherai,toucher,15
mes,mon,73
intérêts,intérêt,21
à,à,81
huit,huit,72
",",",",p
je,je,51
ferai,faire,15
cette,ce,74
affaire,affaire,22
/.,/.,P
en,en,81
deux,deux,72
ans,an,21
",",",",p
j',je,51
aurai,avoir,15
quinze,quinze,72
cent,cent,72
mille,mille,72
francs,franc,21
que,que,52
je,je,51
retirerai,retirer,15
de,de,81
Paris,Paris,20
en,en,81
bon,bon,30
or,or,21
/.,/.,P
-,-,p
eh,eh,93
!,!,p
bien,bien,60
",",",",p
où,où,60
donc,donc,82
est,être,17
mon,mon,73
neveu,neveu,21
/?,/?,P
il,il,51
dit,dire,19
qu',que,83
il,il,51
ne,ne,60
veut,vouloir,17
pas,pas,60
manger,manger,14
",",",",p
répondit,répondre,19
Nanon,Nanon,20
/.,/.,P
ça,ça,52
n',ne,60
est,être,17
pas,pas,60
sain,sain,30
/.,/.,P
-,-,p
autant,autant,60
d',de,81
économisé,économisé,31
",",",",p
lui,lui,51
répliqua,répliquer,19
son,son,73
maître,maître,21
/.,/.,P
-,-,p
dame,dame,22
",",",",p
voui,oui,60
",",",",p
dit,dire,19
elle,il,51
/.,/.,P
-,-,p
bah,bah,93
!,!,p
il,il,51
ne,ne,60
pleurera,pleurer,15
pas,pas,60
toujours,toujours,60
/.,/.,P
la,le,71
faim,faim,22
chasse,chasser,17
le,le,71
loup,loup,21
hors,hors,81
du,de,81
du,le,71
bois,bois,21
/.,/.,P
le,le,71
dîner,dîner,21
fut,être,19
étrangement,étrangement,60
silencieux,silencieux,30
/.,/.,P
-,-,p
mon,mon,73
bon,bon,30
ami,ami,21
",",",",p
dit,dire,19
madame,madame,22
Grandet,Grandet,20
lorsque,lorsque,83
la,le,71
nappe,nappe,22
fut,être,19
ôtée,ôter,12
",",",",p
il,il,51
faut,falloir,17
que,que,83
nous,nous,51
prenions,prendre,17
le,le,71
deuil,deuil,21
/.,/.,P
-,-,p
en,en,81
vérité,vérité,22
",",",",p
madame,madame,22
Grandet,Grandet,20
",",",",p
vous,vous,51
ne,ne,60
savez,savoir,17
quoi,quoi,52
vous,vous,51
inventer,inventer,14
pour,pour,81
dépenser,dépenser,14
de,de,81
l',le,71
argent,argent,21
/.,/.,P
le,le,71
deuil,deuil,21
est,être,17
dans,dans,81
le,le,71
coeur,coeur,21
et,et,82
non,non,60
dans,dans,81
les,le,71
habits,habit,21
/.,/.,P
-,-,p
mais,mais,82
le,le,71
deuil,deuil,21
d',de,81
un,un,71
frère,frère,21
est,être,17
indispensable,indispensable,30
",",",",p
et,et,82
l',le,71
Eglise,Eglise,20
nous,nous,51
ordonne,ordonner,17
de,de,81
/…,/…,P
achetez,acheter,17
votre,votre,73
deuil,deuil,21
sur,sur,81
vos,votre,73
six,six,72
louis,louis,21
/.,/.,P
vous,vous,51
me,je,51
donnerez,donner,15
un,un,71
crêpe,crêpe,21
",",",",p
cela,cela,52
me,je,51
suffira,suffire,15
/.,/.,P
Eugénie,Eugénie,20
leva,lever,19
les,le,71
yeux,oeil,21
au,à,81
au,le,71
ciel,ciel,21
sans,sans,81
mot,mot,21
dire,dire,14
/.,/.,P
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
dans,dans,81
sa,son,73
vie,vie,22
",",",",p
ses,son,73
généreux,généreux,30
penchants,penchant,21
endormis,endormi,31
",",",",p
comprimés,comprimé,31
",",",",p
mais,mais,82
subitement,subitement,60
éveillés,éveillé,31
",",",",p
étaient,être,18
à,à,81
tout,tout,75
moment,moment,21
froissés,froisser,12
/.,/.,P
cette,ce,74
soirée,soirée,22
fut,être,19
semblable,semblable,30
en,en,81
apparence,apparence,22
à,à,81
mille,mille,72
soirées,soirée,22
de,de,81
leur,leur,73
existence,existence,22
monotone,monotone,30
",",",",p
mais,mais,82
ce,ce,52
fut,être,19
certes,certes,60
la,le,71
plus,plus,60
horrible,horrible,30
/.,/.,P
Eugénie,Eugénie,20
travailla,travailler,19
sans,sans,81
lever,lever,14
la,le,71
tête,tête,22
",",",",p
et,et,82
ne,ne,60
se,se,51
servit,servir,19
point,point,60
du,de,81
du,le,71
nécessaire,nécessaire,21
que,que,52
Charles,Charles,20
avait,avoir,18
dédaigné,dédaigner,12
la,le,71
veille,veille,22
/.,/.,P
madame,madame,22
Grandet,Grandet,20
tricota,tricoter,19
ses,son,73
manches,manche,22
/.,/.,P
Grandet,Grandet,20
tourna,tourner,19
ses,son,73
pouces,pouce,21
pendant,pendant,81
quatre,quatre,72
heures,heure,22
",",",",p
abîmé,abîmé,31
dans,dans,81
des,de,81
des,le,71
calculs,calcul,21
dont,dont,52
les,le,71
résultats,résultat,21
devaient,devoir,18
",",",",p
le,le,71
lendemain,lendemain,21
",",",",p
étonner,étonner,14
Saumur,Saumur,20
/.,/.,P
personne,personne,52
ne,ne,60
vint,venir,19
",",",",p
ce,ce,74
jour,jour,21
là,là,60
",",",",p
visiter,visiter,14
la,le,71
famille,famille,22
/.,/.,P
en,en,81
ce,ce,74
moment,moment,21
",",",",p
la,le,71
ville,ville,22
entière,entier,30
retentissait,retentir,18
du,de,81
du,le,71
tour,tour,21
de,de,81
force,force,22
de,de,81
Grandet,Grandet,20
",",",",p
de,de,81
la,le,71
faillite,faillite,22
de,de,81
son,son,73
frère,frère,21
et,et,82
de,de,81
l',le,71
arrivée,arrivée,22
de,de,81
son,son,73
neveu,neveu,21
/.,/.,P
pour,pour,81
obéir,obéir,14
au,à,81
au,le,71
besoin,besoin,21
de,de,81
bavarder,bavarder,14
sur,sur,81
leurs,leur,73
intérêts,intérêt,21
communs,commun,30
",",",",p
tous,tout,75
les,le,71
propriétaires,propriétaire,21
de,de,81
vignobles,vignoble,21
des,de,81
des,le,71
hautes,haut,30
et,et,82
moyennes,moyen,30
sociétés,société,22
de,de,81
Saumur,Saumur,20
étaient,être,18
chez,chez,81
monsieur,monsieur,21
des,de,81
des,le,71
Grassins,Grassins,20
",",",",p
où,où,60
se,se,51
fulminèrent,fulminer,19
de,de,81
terribles,terrible,30
imprécations,imprécation,22
contre,contre,81
l',le,71
ancien,ancien,30
maire,maire,21
/.,/.,P
Nanon,Nanon,20
filait,filer,18
",",",",p
et,et,82
le,le,71
bruit,bruit,21
de,de,81
son,son,73
rouet,rouet,21
fut,être,19
la,le,71
seule,seul,30
voix,voix,22
qui,qui,52
se,se,51
fît,faire,18
entendre,entendre,14
sous,sous,81
les,le,71
planchers,plancher,21
grisâtres,grisâtre,30
de,de,81
la,le,71
salle,salle,22
/.,/.,P
-,-,p
nous,nous,51
n',ne,60
usons,user,17
point,point,60
nos,notre,73
langues,langue,22
",",",",p
dit,dire,19
elle,il,51
en,en,81
montrant,montrer,13
ses,son,73
dents,dent,22
blanches,blanc,30
et,et,82
grosses,gros,30
comme,comme,83
des,de,81
des,le,71
amandes,amande,22
pelées,pelé,31
/.,/.,P
-,-,p
ne,ne,60
faut,falloir,17
rien,rien,52
user,user,14
",",",",p
répondit,répondre,19
Grandet,Grandet,20
en,en,81
se,se,51
réveillant,réveiller,13
de,de,81
ses,son,73
méditations,méditation,22
/.,/.,P
il,il,51
se,se,51
voyait,voir,18
en,en,81
perspective,perspective,22
huit,huit,72
millions,million,21
dans,dans,81
trois,trois,72
ans,an,21
",",",",p
et,et,82
voguait,voguer,18
sur,sur,81
cette,ce,74
longue,long,30
nappe,nappe,22
d',de,81
or,or,21
/.,/.,P
-,-,p
couchons,coucher,17
nous,nous,51
/.,/.,P
j',je,51
irai,aller,15
dire,dire,14
bonsoir,bonsoir,21
à,à,81
mon,mon,73
neveu,neveu,21
pour,pour,81
tout,tout,75
le,le,71
monde,monde,21
",",",",p
et,et,82
voir,voir,14
s',si,83
il,il,51
veut,vouloir,17
prendre,prendre,14
quelque,quelque,75
chose,chose,22
/.,/.,P
madame,madame,22
Grandet,Grandet,20
resta,rester,19
sur,sur,81
le,le,71
palier,palier,21
du,de,81
du,le,71
premier,premier,72
étage,étage,21
pour,pour,81
entendre,entendre,14
la,le,71
conversation,conversation,22
qui,qui,52
allait,aller,18
avoir,avoir,14
lieu,lieu,21
entre,entre,81
Charles,Charles,20
et,et,82
le,le,71
bonhomme,bonhomme,21
/.,/.,P
Eugénie,Eugénie,20
",",",",p
plus,plus,60
hardie,hardi,30
que,que,83
sa,son,73
mère,mère,22
",",",",p
monta,monter,19
deux,deux,72
marches,marche,22
/.,/.,P
-,-,p
hé,hé,93
!,!,p
bien,bien,60
",",",",p
mon,mon,73
neveu,neveu,21
",",",",p
vous,vous,51
avez,avoir,17
du,de,81
du,le,71
chagrin,chagrin,21
/.,/.,P
oui,oui,60
",",",",p
pleurez,pleurer,17
",",",",p
c',ce,52
est,être,17
naturel,naturel,30
/.,/.,P
un,un,71
père,père,21
est,être,17
un,un,71
père,père,21
/.,/.,P
mais,mais,82
faut,falloir,17
prendre,prendre,14
notre,notre,73
mal,mal,21
en,en,81
patience,patience,22
/.,/.,P
je,je,51
m',je,51
occupe,occuper,17
de,de,81
vous,vous,51
pendant,pendant,81
que,que,83
vous,vous,51
pleurez,pleurer,17
/.,/.,P
je,je,51
suis,être,17
un,un,71
bon,bon,30
parent,parent,21
",",",",p
voyez,voir,17
vous,vous,51
/.,/.,P
allons,aller,17
",",",",p
du,de,81
du,le,71
courage,courage,21
/.,/.,P
voulez,vouloir,17
vous,vous,51
boire,boire,14
un,un,71
petit,petit,30
verre,verre,21
de,de,81
vin,vin,21
/?,/?,P
le,le,71
vin,vin,21
ne,ne,60
coûte,coûter,17
rien,rien,52
à,à,81
Saumur,Saumur,20
",",",",p
on,on,51
y,y,52
offre,offrir,17
du,de,81
du,le,71
vin,vin,21
comme,comme,83
dans,dans,81
les,le,71
Indes,Inde,20
une,un,71
tasse,tasse,22
de,de,81
thé,thé,21
/.,/.,P
-,-,p
mais,mais,82
",",",",p
dit,dire,19
Grandet,Grandet,20
en,en,81
continuant,continuer,13
",",",",p
vous,vous,51
êtes,être,17
sans,sans,81
lumière,lumière,22
/.,/.,P
mauvais,mauvais,30
",",",",p
mauvais,mauvais,30
!,!,p
faut,falloir,17
voir,voir,14
clair,clair,60
à,à,81
ce,ce,52
que,que,52
l',l',94
on,on,51
fait,faire,17
/.,/.,P
Grandet,Grandet,20
marcha,marcher,19
vers,vers,81
la,le,71
cheminée,cheminée,22
/.,/.,P
-,-,p
tiens,tenir,17
!,!,p
s',se,51
écria,écrier,19
t,t,94
il,il,51
",",",",p
voilà,voilà,81
de,de,81
la,le,71
bougie,bougie,22
/.,/.,P
où,où,60
diable,diable,21
a,avoir,17
t,t,94
on,on,51
pêché,pêcher,12
de,de,81
la,le,71
bougie,bougie,22
/?,/?,P
les,le,71
garces,garce,22
démoliraient,démolir,16
le,le,71
plancher,plancher,21
de,de,81
ma,mon,73
maison,maison,22
pour,pour,81
cuire,cuire,14
des,de,81
des,le,71
oeufs,oeuf,21
à,à,81
ce,ce,74
garçon,garçon,21
là,là,60
/.,/.,P
en,en,81
entendant,entendre,13
ces,ce,74
mots,mot,21
",",",",p
la,le,71
mère,mère,22
et,et,82
la,le,71
fille,fille,22
rentrèrent,rentrer,19
dans,dans,81
leurs,leur,73
chambres,chambre,22
et,et,82
se,se,51
fourrèrent,fourrer,19
dans,dans,81
leurs,leur,73
lits,lit,21
avec,avec,81
la,le,71
célérité,célérité,22
de,de,81
souris,souris,22
effrayées,effrayé,31
qui,qui,52
rentrent,rentrer,17
dans,dans,81
leurs,leur,73
trous,trou,21
/.,/.,P
-,-,p
madame,madame,22
Grandet,Grandet,20
",",",",p
vous,vous,51
avez,avoir,17
donc,donc,82
un,un,71
trésor,trésor,21
?,?,p
dit,dire,19
l',le,71
homme,homme,21
en,en,81
entrant,entrer,13
dans,dans,81
la,le,71
chambre,chambre,22
de,de,81
sa,son,73
femme,femme,22
/.,/.,P
-,-,p
mon,mon,73
ami,ami,21
",",",",p
je,je,51
fais,faire,17
mes,mon,73
prières,prière,22
",",",",p
attendez,attendre,17
",",",",p
répondit,répondre,19
d',de,81
une,un,71
voix,voix,22
altérée,altéré,31
la,le,71
pauvre,pauvre,30
mère,mère,22
/.,/.,P
-,-,p
que,que,52
le,le,71
diable,diable,21
emporte,emporter,17
ton,ton,73
bon,bon,30
dieu,dieu,21
!,!,p
répliqua,répliquer,19
Grandet,Grandet,20
en,en,81
grommelant,grommeler,13
/.,/.,P
les,le,71
avares,avare,21
ne,ne,60
croient,croire,17
point,point,60
à,à,81
/.,/.,P
