11756
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-quatorzième extrait>,<>,<>
présenterait,présenter,16
/.,/.,P
mais,mais,82
le,le,71
lendemain,lendemain,21
",",",",p
à,à,81
la,le,71
troisième,troisième,72
veille,veille,22
du,de,81
du,le,71
jour,jour,21
",",",",p
un,un,72
second,second,72
coureur,coureur,21
parut,paraître,19
",",",",p
encore,encore,60
plus,plus,60
haletant,haletant,30
et,et,82
noir,noir,30
de,de,81
poussière,poussière,22
/.,/.,P
le,le,71
Grec,Grec,20
lui,lui,51
arracha,arracher,19
des,de,81
des,le,71
mains,main,22
un,un,71
rouleau,rouleau,21
de,de,81
papyrus,papyrus,21
chargé,chargé,31
d',de,81
écritures,écriture,22
phéniciennes,phénicien,30
/.,/.,P
on,on,51
y,y,52
suppliait,supplier,18
les,le,71
mercenaires,mercenaire,21
de,de,81
ne,ne,60
pas,pas,60
se,se,51
décourager,décourager,14
;,;,p
les,le,71
braves,brave,21
de,de,81
Tunis,Tunis,20
allaient,aller,18
venir,venir,14
avec,avec,81
de,de,81
grands,grand,30
renforts,renfort,21
/.,/.,P
Spendius,Spendius,20
lut,lire,19
d'abord,d'abord,60
la,le,71
lettre,lettre,22
trois,trois,72
fois,fois,22
de,de,81
suite,suite,22
;,;,p
et,et,82
",",",",p
soutenu,soutenu,31
par,par,81
deux,deux,72
Cappadociens,Cappadocien,20
qui,qui,52
le,le,52
tenaient,tenir,18
assis,assis,31
sur,sur,81
leurs,leur,73
épaules,épaule,22
",",",",p
il,il,51
se,se,51
faisait,faire,18
transporter,transporter,14
de,de,81
place,place,22
en,en,81
place,place,22
",",",",p
et,et,82
il,il,51
la,le,52
relisait,relire,18
/.,/.,P
pendant,pendant,81
sept,sept,72
heures,heure,22
",",",",p
il,il,51
harangua,haranguer,19
/.,/.,P
il,il,51
rappelait,rappeler,18
aux,à,81
aux,le,71
mercenaires,mercenaire,21
les,le,71
promesses,promesse,22
du,de,81
du,le,71
grand,grand,30
Conseil,conseil,21
;,;,p
aux,à,81
aux,le,71
Africains,Africain,20
",",",",p
les,le,71
cruautés,cruauté,22
des,de,81
des,le,71
intendants,intendant,21
;,;,p
à,à,81
tous,tout,75
les,le,71
barbares,barbare,21
",",",",p
l',le,71
injustice,injustice,22
de,de,81
Carthage,Carthage,20
/.,/.,P
la,le,71
douceur,douceur,22
du,de,81
du,le,71
Suffète,Suffète,20
était,être,18
un,un,71
appât,appât,21
pour,pour,81
les,le,52
prendre,prendre,14
/.,/.,P
ceux,celui,52
qui,qui,52
se,se,51
livreraient,livrer,16
",",",",p
on,on,51
les,le,52
vendrait,vendre,16
comme,comme,83
des,de,81
des,le,71
esclaves,esclave,21
;,;,p
les,le,71
vaincus,vaincu,21
périraient,périr,16
suppliciés,supplicié,31
/.,/.,P
quant,quand,83
à,à,81
s',se,51
enfuir,enfuir,14
",",",",p
par,par,81
quelles,quel,75
routes,route,22
/?,/?,P
pas,pas,60
un,un,71
peuple,peuple,21
ne,ne,60
voudrait,vouloir,16
les,le,52
recevoir,recevoir,14
/.,/.,P
tandis qu',tandis que,83
en,en,81
continuant,continuer,13
leurs,leur,73
efforts,effort,21
",",",",p
ils,ils,51
obtiendraient,obtenir,16
à,à,81
la,le,71
fois,fois,22
la,le,71
liberté,liberté,22
",",",",p
la,le,71
vengeance,vengeance,22
",",",",p
de,de,81
l',le,71
argent,argent,21
/!,/!,P
et,et,82
ils,ils,51
n',ne,60
attendraient,attendre,16
pas,pas,60
longtemps,longtemps,60
",",",",p
puisque,puisque,83
les,le,71
gens,gens,21
de,de,81
Tunis,Tunis,20
",",",",p
la,le,71
Libye,Libye,20
entière,entier,30
se,se,51
précipitait,précipiter,18
à,à,81
leur,leur,73
secours,secours,21
/.,/.,P
il,il,51
montrait,montrer,18
le,le,71
papyrus,papyrus,21
déroulé,déroulé,31
:,:,p
-,-,p
“,“,p
regardez,regarder,17
donc,donc,82
!,!,p
lisez,lire,17
!,!,p
voilà,voilà,81
leurs,leur,73
promesses,promesse,22
/!,/!,P
je,je,51
ne,ne,60
mens,mentir,17
pas,pas,60
/.,/.,P
“,“,p
des,de,81
des,le,71
chiens,chien,21
erraient,errer,18
",",",",p
avec,avec,81
leur,leur,73
museau,museau,21
noir,noir,30
tout,tout,60
plaqué,plaqué,31
de,de,81
rouge,rouge,21
/.,/.,P
le,le,71
grand,grand,30
soleil,soleil,21
chauffait,chauffer,18
les,le,71
têtes,tête,22
nues,nu,30
/.,/.,P
une,un,71
odeur,odeur,22
nauséabonde,nauséabond,30
s',se,51
exhalait,exhaler,18
des,de,81
des,le,71
cadavres,cadavre,21
mal,mal,60
enfouis,enfoui,31
/.,/.,P
quelques-uns,quelqu'un,52
même,même,60
sortaient,sortir,18
de,de,81
terre,terre,22
jusqu',jusque,81
au,à,81
au,le,71
ventre,ventre,21
/.,/.,P
Spendius,Spendius,20
les,le,52
appelait,appeler,18
à,à,81
lui,lui,51
pour,pour,81
témoigner,témoigner,14
des,de,81
des,le,71
choses,chose,22
qu',que,83
il,il,51
disait,dire,18
;,;,p
puis,puis,60
il,il,51
levait,lever,18
ses,son,73
poings,poing,21
du,de,81
du,le,71
côté,côté,21
d',de,81
Hamilcar,Hamilcar,20
/.,/.,P
Mâtho,Mâtho,20
l',le,52
observait,observer,18
d',de,81
ailleurs,ailleurs,60
et,et,82
",",",",p
afin,afin,81
de,de,81
couvrir,couvrir,14
sa,son,73
lâcheté,lâcheté,22
",",",",p
il,il,51
étalait,étaler,18
une,un,71
colère,colère,22
où,où,60
peu,peu,60
à,à,81
peu,peu,60
il,il,51
se,se,51
trouvait,trouver,18
pris,pris,31
lui-même,lui-même,51
/.,/.,P
en,en,81
se,se,51
dévouant,dévouer,13
aux,à,81
aux,le,71
dieux,dieu,21
",",",",p
il,il,51
accumula,accumuler,19
des,de,81
des,le,71
malédictions,malédiction,22
sur,sur,81
les,le,71
Carthaginois,Carthaginois,20
/.,/.,P
le,le,71
supplice,supplice,21
des,de,81
des,le,71
captifs,captif,21
était,être,18
un,un,71
jeu,jeu,21
d',de,81
enfants,enfant,21
/.,/.,P
pourquoi,pourquoi,60
donc,donc,82
les,le,52
épargner,épargner,14
et,et,82
traîner,traîner,14
toujours,toujours,60
derrière,derrière,81
soi,soi,51
ce,ce,74
bétail,bétail,21
inutile,inutile,30
/!,/!,P
non,non,60
!,!,p
il,il,51
faut,falloir,17
en,en,52
finir,finir,14
!,!,p
leurs,leur,73
projets,projet,21
sont,être,17
connus,connaître,12
!,!,p
un,un,71
seul,seul,30
peut,pouvoir,17
nous,nous,51
perdre,perdre,14
!,!,p
pas,pas,60
de,de,81
pitié,pitié,22
/!,/!,P
on,on,51
reconnaîtra,reconnaître,15
les,le,71
bons,bon,21
à,à,81
la,le,71
vitesse,vitesse,22
des,de,81
des,le,71
jambes,jambe,22
et,et,82
à,à,81
la,le,71
force,force,22
du,de,81
du,le,71
coup,coup,21
/.,/.,P
“,“,p
alors,alors,60
ils,ils,51
se,se,51
retournèrent,retourner,19
sur,sur,81
les,le,71
captifs,captif,21
/.,/.,P
plusieurs,plusieurs,75
râlaient,râler,18
encore,encore,60
;,;,p
on,on,51
les,le,52
acheva,achever,19
en,en,81
leur,leur,52
enfonçant,enfoncer,13
le,le,71
talon,talon,21
dans,dans,81
la,le,71
bouche,bouche,22
",",",",p
ou,ou,82
bien,bien,60
on,on,51
les,le,52
poignardait,poignarder,18
avec,avec,81
la,le,71
pointe,pointe,22
d',de,81
un,un,71
javelot,javelot,21
/.,/.,P
ensuite,ensuite,60
ils,ils,51
songèrent,songer,19
à,à,81
Giscon,Giscon,20
/.,/.,P
nulle,nul,75
part,part,22
on,on,51
ne,ne,60
l',le,52
apercevait,apercevoir,18
;,;,p
une,un,71
inquiétude,inquiétude,22
les,le,52
troubla,troubler,19
/.,/.,P
ils,ils,51
voulaient,vouloir,18
tout,tout,60
à,à,81
la,le,71
fois,fois,22
se,se,51
convaincre,convaincre,14
de,de,81
sa,son,73
mort,mort,22
et,et,82
y,y,52
participer,participer,14
/.,/.,P
enfin,enfin,60
",",",",p
trois,trois,72
pasteurs,pasteur,21
samnites,samnite,30
le,le,52
découvrirent,découvrir,19
à,à,81
quinze,quinze,72
pas,pas,21
de,de,81
l',le,71
endroit,endroit,21
où,où,60
s',se,51
élevait,élever,18
naguère,naguère,60
la,le,71
tente,tente,22
de,de,81
Mâtho,Mâtho,20
/.,/.,P
ils,ils,51
le,le,52
reconnurent,reconnaître,19
à,à,81
sa,son,73
longue,long,30
barbe,barbe,22
",",",",p
et,et,82
ils,ils,51
appelèrent,appeler,19
les,le,71
autres,autre,52
/.,/.,P
étendu,étendu,31
sur,sur,81
le,le,71
dos,dos,21
",",",",p
les,le,71
bras,bras,21
contre,contre,81
les,le,71
hanches,hanche,22
et,et,82
les,le,71
genoux,genou,21
serrés,serré,31
",",",",p
il,il,51
avait,avoir,18
l',le,71
air,air,21
d',de,81
un,un,71
mort,mort,21
disposé,disposé,31
pour,pour,81
le,le,71
sépulcre,sépulcre,21
/.,/.,P
cependant,cependant,82
",",",",p
ses,son,73
côtes,côte,22
maigres,maigre,30
s',se,51
abaissaient,abaisser,18
et,et,82
remontaient,remonter,18
",",",",p
et,et,82
ses,son,73
yeux,oeil,21
",",",",p
largement,largement,60
ouverts,ouvert,31
au,à,81
au,le,71
milieu,milieu,21
de,de,81
sa,son,73
figure,figure,22
toute,tout,60
pâle,pâle,30
",",",",p
regardaient,regarder,18
d',de,81
une,un,71
façon,façon,22
continue,continu,30
et,et,82
intolérable,intolérable,30
/.,/.,P
les,le,71
barbares,barbare,21
le,le,52
considérèrent,considérer,19
",",",",p
d'abord,d'abord,60
",",",",p
avec,avec,81
un,un,71
grand,grand,30
étonnement,étonnement,21
/.,/.,P
depuis,depuis,81
le,le,71
temps,temps,21
qu',que,83
il,il,51
vivait,vivre,18
dans,dans,81
la,le,71
fosse,fosse,22
",",",",p
on,on,51
l',le,52
avait,avoir,18
presque,presque,60
oublié,oublier,12
;,;,p
gênés,gêné,31
par,par,81
de,de,81
vieux,vieux,30
souvenirs,souvenir,21
",",",",p
ils,ils,51
se,se,51
tenaient,tenir,18
à,à,81
distance,distance,22
et,et,82
n',ne,60
osaient,oser,18
porter,porter,14
la,le,71
main,main,22
sur,sur,81
lui,lui,51
/.,/.,P
mais,mais,82
ceux,celui,52
qui,qui,52
étaient,être,18
par-derrière,par-derrière,60
murmuraient,murmurer,18
et,et,82
se,se,51
poussaient,pousser,18
",",",",p
quand,quand,83
un,un,71
Garamante,Garamante,20
traversa,traverser,19
la,le,71
foule,foule,22
;,;,p
il,il,51
brandissait,brandir,18
une,un,71
faucille,faucille,22
;,;,p
tous,tout,52
comprirent,comprendre,19
sa,son,73
pensée,pensée,22
;,;,p
leurs,leur,73
visages,visage,21
s',se,51
empourprèrent,empourprer,19
",",",",p
et,et,82
",",",",p
saisis,saisi,31
de,de,81
honte,honte,22
",",",",p
ils,ils,51
hurlaient,hurler,18
:,:,p
“,“,p
oui,oui,60
!,!,p
oui,oui,60
/!,/!,P
l',le,71
homme,homme,21
au,à,81
au,le,71
fer,fer,21
recourbé,recourbé,31
s',se,51
approcha,approcher,19
de,de,81
Giscon,Giscon,20
/.,/.,P
il,il,51
lui,lui,51
prit,prendre,19
la,le,71
tête,tête,22
",",",",p
et,et,82
",",",",p
l',le,52
appuyant,appuyer,13
sur,sur,81
son,son,73
genou,genou,21
",",",",p
il,il,51
la,le,52
sciait,scier,18
à,à,81
coups,coup,21
rapides,rapide,30
;,;,p
elle,il,51
tomba,tomber,19
;,;,p
deux,deux,72
gros,gros,30
jets,jet,21
de,de,81
sang,sang,21
firent,faire,19
un,un,71
trou,trou,21
dans,dans,81
la,le,71
poussière,poussière,22
/.,/.,P
Zarxas,Zarxas,20
avait,avoir,18
sauté,sauter,12
dessus,dessus,60
",",",",p
et,et,82
",",",",p
plus,plus,60
léger,léger,30
qu',que,83
un,un,71
léopard,léopard,21
",",",",p
il,il,51
courait,courir,18
vers,vers,81
les,le,71
Carthaginois,Carthaginois,20
/.,/.,P
puis,puis,60
",",",",p
quand,quand,83
il,il,51
fut,être,19
aux,à,81
aux,le,71
deux,deux,72
tiers,tiers,21
de,de,81
la,le,71
montagne,montagne,22
",",",",p
il,il,51
retira,retirer,19
de,de,81
sa,son,73
poitrine,poitrine,22
la,le,71
tête,tête,22
de,de,81
Giscon,Giscon,20
en,en,81
la,le,52
tenant,tenir,13
par,par,81
la,le,71
barbe,barbe,22
",",",",p
il,il,51
tourna,tourner,19
son,son,73
bras,bras,21
rapidement,rapidement,60
plusieurs,plusieurs,75
fois,fois,22
",",",",p
-,-,p
et,et,82
la,le,71
masse,masse,22
",",",",p
enfin,enfin,60
lancée,lancé,31
",",",",p
décrivit,décrire,19
une,un,71
longue,long,30
parabole,parabole,22
et,et,82
disparut,disparaître,19
derrière,derrière,81
le,le,71
retranchement,retranchement,21
punique,punique,30
/.,/.,P
bientôt,bientôt,60
se,se,51
dressèrent,dresser,19
au,à,81
au,le,71
bord,bord,21
des,de,81
des,le,71
palissades,palissade,22
deux,deux,72
étendards,étendard,21
entre-croisés,entre-croisé,31
",",",",p
signe,signe,21
convenu,convenu,31
pour,pour,81
réclamer,réclamer,14
les,le,71
cadavres,cadavre,21
/.,/.,P
alors,alors,60
quatre,quatre,72
hérauts,héraut,21
",",",",p
choisis,choisi,31
sur,sur,81
la,le,71
largeur,largeur,22
de,de,81
leur,leur,73
poitrine,poitrine,22
",",",",p
s',se,51
en,en,52
allèrent,aller,19
avec,avec,81
de,de,81
grands,grand,30
clairons,clairon,21
",",",",p
et,et,82
",",",",p
parlant,parler,13
dans,dans,81
les,le,71
tubes,tube,21
d',de,81
airain,airain,21
",",",",p
ils,ils,51
déclarèrent,déclarer,19
qu',que,83
il,il,51
n',ne,60
y,y,52
avait,avoir,18
plus,plus,60
désormais,désormais,60
",",",",p
entre,entre,81
les,le,71
Carthaginois,Carthaginois,20
et,et,82
les,le,71
barbares,barbare,21
",",",",p
ni,ni,82
foi,foi,22
",",",",p
ni,ni,82
pitié,pitié,22
",",",",p
ni,ni,82
dieux,dieu,21
",",",",p
qu',que,52
ils,ils,51
se,se,51
refusaient,refuser,18
d',de,81
avance,avance,22
à,à,81
toutes,tout,75
les,le,71
ouvertures,ouverture,22
et,et,82
que,que,52
l',l',94
on,on,51
renverrait,renvoyer,16
les,le,71
parlementaires,parlementaire,21
avec,avec,81
les,le,71
mains,main,22
coupées,coupé,31
/.,/.,P
immédiatement,immédiatement,60
après,après,81
",",",",p
on,on,51
députa,députer,19
Spendius,Spendius,20
à,à,81
Hippo-Zaryte,Hippo-Zaryte,20
afin,afin,81
d',de,81
avoir,avoir,14
des,de,81
des,le,71
vivres,vivre,21
;,;,p
la,le,71
cité,cité,22
tyrienne,tyrien,30
leur,leur,52
en,en,52
envoya,envoyer,19
le,le,71
soir,soir,21
même,même,30
/.,/.,P
ils,ils,51
mangèrent,manger,19
avidement,avidement,60
/.,/.,P
puis,puis,60
",",",",p
quand,quand,83
ils,ils,51
se,se,51
furent,être,19
réconfortés,réconforter,12
",",",",p
ils,ils,51
ramassèrent,ramasser,19
bien,bien,60
vite,vite,60
les,le,71
restes,reste,21
de,de,81
leurs,leur,73
bagages,bagage,21
et,et,82
leurs,leur,73
armes,arme,22
rompues,rompu,31
;,;,p
les,le,71
femmes,femme,22
se,se,51
tassèrent,tasser,19
au,à,81
au,le,71
centre,centre,21
",",",",p
et,et,82
sans,sans,81
souci,souci,21
des,de,81
des,le,71
blessés,blessé,21
pleurant,pleurer,13
derrière,derrière,81
eux,ils,51
",",",",p
ils,ils,51
partirent,partir,19
par,par,81
le,le,71
bord,bord,21
du,de,81
du,le,71
rivage,rivage,21
à,à,81
pas,pas,21
rapides,rapide,30
",",",",p
comme,comme,83
un,un,71
troupeau,troupeau,21
de,de,81
loups,loup,21
qui,qui,52
s',se,51
éloignent,éloigner,17
/.,/.,P
ils,ils,51
marchaient,marcher,18
sur,sur,81
Hippo-Zaryte,Hippo-Zaryte,20
",",",",p
décidés,décidé,31
à,à,81
la,le,52
prendre,prendre,14
",",",",p
car,car,82
ils,ils,51
avaient,avoir,18
besoin,besoin,21
d',de,81
une,un,71
ville,ville,22
/.,/.,P
Hamilcar,Hamilcar,20
",",",",p
en,en,81
les,le,52
apercevant,apercevoir,13
au,à,81
au,le,71
loin,loin,60
",",",",p
eut,avoir,19
un,un,71
désespoir,désespoir,21
",",",",p
malgré,malgré,81
l',le,71
orgueil,orgueil,21
qu',que,83
il,il,51
sentait,sentir,18
à,à,81
les,le,52
voir,voir,14
fuir,fuir,14
devant,devant,81
lui,lui,51
/.,/.,P
il,il,51
aurait,avoir,16
fallu,falloir,12
les,le,52
attaquer,attaquer,14
tout,tout,60
de,de,81
suite,suite,22
avec,avec,81
des,de,81
des,le,71
troupes,troupe,22
fraîches,frais,30
/.,/.,P
encore,encore,60
une,un,71
journée,journée,22
pareille,pareil,30
",",",",p
et,et,82
la,le,71
guerre,guerre,22
était,être,18
finie,finir,12
/!,/!,P
si,si,83
les,le,71
choses,chose,22
traînaient,traîner,18
",",",",p
ils,ils,51
reviendraient,revenir,16
plus,plus,60
forts,fort,30
;,;,p
les,le,71
villes,ville,22
tyriennes,tyrien,30
se,se,51
joindraient,joindre,16
à,à,81
eux,ils,51
;,;,p
sa,son,73
clémence,clémence,22
envers,envers,81
les,le,71
vaincus,vaincu,21
n',ne,60
avait,avoir,18
servi,servir,12
de,de,81
rien,rien,52
/.,/.,P
il,il,51
prit,prendre,19
la,le,71
résolution,résolution,22
d',de,81
être,être,14
impitoyable,impitoyable,30
/.,/.,P
le,le,71
soir,soir,21
même,même,30
",",",",p
il,il,51
envoya,envoyer,19
au,à,81
au,le,71
grand,grand,30
Conseil,conseil,21
un,un,71
dromadaire,dromadaire,21
chargé,chargé,31
de,de,81
bracelets,bracelet,21
recueillis,recueilli,31
sur,sur,81
les,le,71
morts,mort,21
",",",",p
et,et,82
",",",",p
avec,avec,81
des,de,81
des,le,71
menaces,menace,22
horribles,horrible,30
",",",",p
il,il,51
ordonnait,ordonner,18
qu',que,83
on,on,51
lui,lui,51
expédiât,expédier,18
une,un,71
autre,autre,75
armée,armée,22
/.,/.,P
tous,tout,52
",",",",p
depuis,depuis,81
longtemps,longtemps,60
",",",",p
le,le,52
croyaient,croire,18
perdu,perdu,31
;,;,p
si,si,60
bien,bien,60
qu',que,83
en,en,81
apprenant,apprendre,13
sa,son,73
victoire,victoire,22
",",",",p
ils,ils,51
éprouvèrent,éprouver,19
une,un,71
stupéfaction,stupéfaction,22
qui,qui,52
était,être,18
presque,presque,60
de,de,81
la,le,71
terreur,terreur,22
/.,/.,P
le,le,71
retour,retour,21
du,de,81
du,le,71
zaïmph,zaïmph,21
",",",",p
annoncé,annoncé,31
vaguement,vaguement,60
",",",",p
complétait,compléter,18
la,le,71
/.,/.,P
