11574
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-douzième extrait>,<>,<>
convenable,convenable,30
que,que,83
vous,vous,51
vinssiez,venir,18
chercher,chercher,14
ici,ici,60
des,de,81
des,le,71
secours,secours,21
/.,/.,P
si,si,83
vous,vous,51
êtes,être,17
le,le,71
colonel,colonel,21
Chabert,Chabert,20
",",",",p
vous,vous,51
ne,ne,60
devez,devoir,17
être,être,14
à,à,81
la,le,71
merci,merci,22
de,de,81
personne,personne,52
/.,/.,P
je,je,51
donnerai,donner,15
à,à,81
ces,ce,74
avances,avance,22
la,le,71
forme,forme,22
d',de,81
un,un,71
prêt,prêt,21
/.,/.,P
vous,vous,51
avez,avoir,17
des,de,81
des,le,71
biens,bien,21
à,à,81
recouvrer,recouvrer,14
",",",",p
vous,vous,51
êtes,être,17
riche,riche,30
/.,/.,P
cette,ce,74
dernière,dernier,30
délicatesse,délicatesse,22
arracha,arracher,19
des,de,81
des,le,71
larmes,larme,22
au,à,81
au,le,71
vieillard,vieillard,21
/.,/.,P
Derville,Derville,20
se,se,51
leva,lever,19
brusquement,brusquement,60
",",",",p
car,car,82
il,il,51
n',ne,60
était,être,18
peut-être,peut-être,60
pas,pas,60
de,de,81
coutume,coutume,22
qu',que,83
un,un,71
avoué,avoué,21
parût,paraître,18
s',se,51
émouvoir,émouvoir,14
;,;,p
il,il,51
passa,passer,19
dans,dans,81
son,son,73
cabinet,cabinet,21
",",",",p
d',de,81
où,où,60
il,il,51
revint,revenir,19
avec,avec,81
une,un,71
lettre,lettre,22
non,non,60
cachetée,cacheté,31
qu',que,52
il,il,51
remit,remettre,19
au,à,81
au,le,71
comte,comte,21
Chabert,Chabert,20
/.,/.,P
lorsque,lorsque,83
le,le,71
pauvre,pauvre,30
homme,homme,21
la,le,52
tint,tenir,19
entre,entre,81
ses,son,73
doigts,doigt,21
",",",",p
il,il,51
sentit,sentir,19
deux,deux,72
pièces,pièce,22
d',de,81
or,or,21
à,à,81
travers,travers,21
le,le,71
papier,papier,21
/.,/.,P
-,-,p
voulez,vouloir,17
vous,vous,51
me,je,51
désigner,désigner,14
les,le,71
actes,acte,21
",",",",p
me,je,51
donner,donner,14
le,le,71
nom,nom,21
de,de,81
la,le,71
ville,ville,22
",",",",p
du,de,81
du,le,71
royaume,royaume,21
?,?,p
dit,dire,19
l',le,71
avoué,avoué,21
/.,/.,P
le,le,71
colonel,colonel,21
dicta,dicter,19
les,le,71
renseignements,renseignement,21
en,en,81
vérifiant,vérifier,13
l',le,71
orthographe,orthographe,22
des,de,81
des,le,71
noms,nom,21
de,de,81
lieux,lieu,21
;,;,p
puis,puis,60
",",",",p
il,il,51
prit,prendre,19
son,son,73
chapeau,chapeau,21
d',de,81
une,un,71
main,main,22
",",",",p
regarda,regarder,19
Derville,Derville,20
",",",",p
lui,lui,51
tendit,tendre,19
l',le,71
autre,autre,75
main,main,22
",",",",p
une,un,71
main,main,22
calleuse,calleux,30
",",",",p
et,et,82
lui,lui,51
dit,dire,19
d',de,81
une,un,71
voix,voix,22
simple,simple,30
:,:,p
-,-,p
ma,mon,73
foi,foi,22
",",",",p
monsieur,monsieur,21
",",",",p
après,après,81
l',le,71
empereur,empereur,21
",",",",p
vous,vous,51
êtes,être,17
l',le,71
homme,homme,21
auquel,à,81
auquel,lequel,52
je,je,51
devrai,devoir,15
le,le,71
plus,plus,60
/!,/!,P
vous,vous,51
êtes,être,17
un,un,71
brave,brave,21
/.,/.,P
l',le,71
avoué,avoué,21
frappa,frapper,19
dans,dans,81
la,le,71
main,main,22
du,de,81
du,le,71
colonel,colonel,21
",",",",p
le,le,52
reconduisit,reconduire,19
jusque,jusque,81
sur,sur,81
l',le,71
escalier,escalier,21
et,et,82
l',le,52
éclaira,éclairer,19
/.,/.,P
-,-,p
Boucard,Boucard,20
",",",",p
dit,dire,19
Derville,Derville,20
à,à,81
son,son,73
maître,maître,21
clerc,clerc,21
",",",",p
je,je,51
viens,venir,17
d',de,81
entendre,entendre,14
une,un,71
histoire,histoire,22
qui,qui,52
me,je,51
coûtera,coûter,15
peut-être,peut-être,60
vingt,vingt,72
cinq,cinq,72
louis,louis,21
/.,/.,P
si,si,83
je,je,51
suis,être,17
volé,voler,12
",",",",p
je,je,51
ne,ne,60
regretterai,regretter,15
pas,pas,60
mon,mon,73
argent,argent,21
",",",",p
j',je,51
aurai,avoir,15
vu,voir,12
le,le,71
plus,plus,60
habile,habile,30
comédien,comédien,21
de,de,81
notre,notre,73
époque,époque,22
/.,/.,P
quand,quand,83
le,le,71
colonel,colonel,21
se,se,51
trouva,trouver,19
dans,dans,81
la,le,71
rue,rue,22
et,et,82
devant,devant,81
un,un,71
réverbère,réverbère,21
",",",",p
il,il,51
retira,retirer,19
de,de,81
la,le,71
lettre,lettre,22
les,le,71
deux,deux,72
pièces,pièce,22
de,de,81
vingt,vingt,72
francs,franc,21
que,que,52
l',le,71
avoué,avoué,21
lui,lui,51
avait,avoir,18
données,donner,12
",",",",p
et,et,82
les,le,52
regarda,regarder,19
pendant,pendant,81
un,un,71
moment,moment,21
à,à,81
la,le,71
lumière,lumière,22
/.,/.,P
il,il,51
revoyait,revoir,18
de,de,81
l',le,71
or,or,21
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
depuis,depuis,81
neuf,neuf,72
ans,an,21
/.,/.,P
-,-,p
je,je,51
vais,aller,17
donc,donc,82
pouvoir,pouvoir,14
fumer,fumer,14
des,de,81
des,le,71
cigares,cigare,21
",",",",p
se,se,51
dit,dire,19
il,il,51
/.,/.,P
environ,environ,60
trois,trois,72
mois,mois,21
après,après,81
cette,ce,74
consultation,consultation,22
nuitamment,nuitamment,60
faite,fait,31
par,par,81
le,le,71
colonel,colonel,21
Chabert,Chabert,20
chez,chez,81
Derville,Derville,20
",",",",p
le,le,71
notaire,notaire,21
chargé,chargé,31
de,de,81
payer,payer,14
la,le,71
demi-solde,demi-solde,21
que,que,52
l',le,71
avoué,avoué,21
faisait,faire,18
à,à,81
son,son,73
singulier,singulier,30
client,client,21
vint,venir,19
le,le,52
voir,voir,14
pour,pour,81
conférer,conférer,14
sur,sur,81
une,un,71
affaire,affaire,22
grave,grave,30
",",",",p
et,et,82
commença,commencer,19
par,par,81
lui,lui,51
réclamer,réclamer,14
six,six,72
cents,cent,72
francs,franc,21
donnés,donné,31
au,à,81
au,le,71
vieux,vieux,30
militaire,militaire,21
/.,/.,P
-,-,p
tu,tu,51
t',tu,51
amuses,amuser,17
donc,donc,82
à,à,81
entretenir,entretenir,14
l',le,71
ancienne,ancien,30
armée,armée,22
?,?,p
lui,lui,51
dit,dire,19
en,en,81
riant,rire,13
ce,ce,74
notaire,notaire,21
nommé,nommé,31
Crottat,Crottat,20
",",",",p
jeune,jeune,30
homme,homme,21
qui,qui,52
venait,venir,18
d',de,81
acheter,acheter,14
l',le,71
étude,étude,22
où,où,60
il,il,51
était,être,18
maître,maître,21
clerc,clerc,21
",",",",p
et,et,82
dont,dont,52
le,le,71
patron,patron,21
venait,venir,18
de,de,81
prendre,prendre,14
la,le,71
fuite,fuite,22
en,en,81
faisant,faire,13
une,un,71
épouvantable,épouvantable,30
faillite,faillite,22
/.,/.,P
-,-,p
je,je,51
te,tu,51
remercie,remercier,17
",",",",p
mon,mon,73
cher,cher,30
maître,maître,21
",",",",p
répondit,répondre,19
Derville,Derville,20
",",",",p
de,de,81
me,je,51
rappeler,rappeler,14
cette,ce,74
affaire,affaire,22
là,là,60
/.,/.,P
ma,mon,73
philanthropie,philanthropie,22
n',ne,60
ira,aller,15
pas,pas,60
au-delà,au-delà,60
de,de,81
vingt,vingt,72
cinq,cinq,72
louis,louis,21
",",",",p
je,je,51
crains,craindre,17
déjà,déjà,60
d',de,81
avoir,avoir,14
été,être,12
la,le,71
dupe,dupe,22
de,de,81
mon,mon,73
patriotisme,patriotisme,21
/.,/.,P
au,à,81
au,le,71
moment,moment,21
où,où,60
Derville,Derville,20
achevait,achever,18
sa,son,73
phrase,phrase,22
",",",",p
il,il,51
vit,voir,19
sur,sur,81
son,son,73
bureau,bureau,21
les,le,71
paquets,paquet,21
que,que,52
son,son,73
maître,maître,21
clerc,clerc,21
y,y,52
avait,avoir,18
mis,mettre,12
/.,/.,P
ses,son,73
yeux,oeil,21
furent,être,19
frappés,frapper,12
à,à,81
l',le,71
aspect,aspect,21
des,de,81
des,le,71
timbres,timbre,21
oblongs,oblong,30
",",",",p
carrés,carré,31
",",",",p
triangulaires,triangulaire,30
",",",",p
rouges,rouge,30
",",",",p
bleus,bleu,30
",",",",p
apposés,apposé,31
sur,sur,81
une,un,71
lettre,lettre,22
par,par,81
les,le,71
postes,poste,22
prussienne,prussien,30
",",",",p
autrichienne,autrichien,30
",",",",p
bavaroise,bavarois,30
et,et,82
française,français,30
/.,/.,P
-,-,p
ah,ah,93
!,!,p
dit,dire,19
il,il,51
en,en,81
riant,rire,13
",",",",p
voici,voici,81
le,le,71
dénouement,dénouement,21
de,de,81
la,le,71
comédie,comédie,22
",",",",p
nous,nous,51
allons,aller,17
voir,voir,14
si,si,83
je,je,51
suis,être,17
attrapé,attraper,12
/.,/.,P
il,il,51
prit,prendre,19
la,le,71
lettre,lettre,22
et,et,82
l',le,52
ouvrit,ouvrir,19
",",",",p
mais,mais,82
il,il,51
n',ne,60
y,y,52
put,pouvoir,19
rien,rien,52
lire,lire,14
",",",",p
elle,il,51
était,être,18
écrite,écrire,12
en,en,81
allemand,allemand,21
/.,/.,P
Boucard,Boucard,20
",",",",p
allez,aller,17
vous-même,vous-même,51
faire,faire,14
traduire,traduire,14
cette,ce,74
lettre,lettre,22
",",",",p
et,et,82
revenez,revenir,17
promptement,promptement,60
",",",",p
dit,dire,19
Derville,Derville,20
en,en,81
entr'ouvrant,entr'ouvrir,13
la,le,71
porte,porte,22
de,de,81
son,son,73
cabinet,cabinet,21
et,et,82
tendant,tendre,13
la,le,71
lettre,lettre,22
à,à,81
son,son,73
maître,maître,21
clerc,clerc,21
/.,/.,P
le,le,71
notaire,notaire,21
de,de,81
Berlin,Berlin,20
auquel,à,81
auquel,lequel,52
s',se,51
était,être,18
adressé,adresser,12
l',le,71
avoué,avoué,21
lui,lui,51
annonçait,annoncer,18
que,que,83
les,le,71
actes,acte,21
dont,dont,52
les,le,71
expéditions,expédition,22
étaient,être,18
demandées,demander,12
lui,lui,51
parviendraient,parvenir,16
quelques,quelque,75
jours,jour,21
après,après,81
cette,ce,74
lettre,lettre,22
d',de,81
avis,avis,21
/.,/.,P
les,le,71
pièces,pièce,22
étaient,être,18
",",",",p
disait,dire,18
il,il,51
",",",",p
parfaitement,parfaitement,60
en,en,81
règle,règle,22
",",",",p
et,et,82
revêtues,revêtir,12
des,de,81
des,le,71
légalisations,légalisation,22
nécessaires,nécessaire,30
pour,pour,81
faire,faire,14
foi,foi,22
en,en,81
justice,justice,22
/.,/.,P
en,en,81
outre,outre,81
",",",",p
il,il,51
lui,lui,51
mandait,mander,18
que,que,83
presque,presque,60
tous,tout,75
les,le,71
témoins,témoin,21
des,de,81
des,le,71
faits,fait,21
consacrés,consacré,31
par,par,81
les,le,71
procès-verbaux,procès-verbal,21
existaient,exister,18
à,à,81
Prussich-Eylau,Prussich-Eylau,20
;,;,p
et,et,82
que,que,83
la,le,71
femme,femme,22
à,à,81
laquelle,lequel,52
monsieur,monsieur,21
le,le,71
comte,comte,21
Chabert,Chabert,20
devait,devoir,18
la,le,71
vie,vie,22
vivait,vivre,18
encore,encore,60
dans,dans,81
un,un,52
des,de,81
des,le,71
faubourgs,faubourg,21
d',de,81
Heilsberg,Heilsberg,20
/.,/.,P
-,-,p
ceci,ceci,52
devient,devenir,17
sérieux,sérieux,30
",",",",p
s',se,51
écria,écrier,19
Derville,Derville,20
quand,quand,83
Bouchar,Boucard,20
eut,avoir,19
fini,finir,12
de,de,81
lui,lui,51
donner,donner,14
la,le,71
substance,substance,22
de,de,81
la,le,71
lettre,lettre,22
/.,/.,P
mais,mais,82
",",",",p
dis,dire,19
donc,donc,82
",",",",p
mon,mon,73
petit,petit,21
",",",",p
reprit,reprendre,19
il,il,51
en,en,81
s',se,51
adressant,adresser,13
au,à,81
au,le,71
notaire,notaire,21
",",",",p
je,je,51
vais,aller,17
avoir,avoir,14
besoin,besoin,21
de,de,81
renseignements,renseignement,21
qui,qui,52
doivent,devoir,17
être,être,14
en,en,81
ton,ton,73
étude,étude,22
/.,/.,P
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
chez,chez,81
ce,ce,74
vieux,vieux,30
fripon,fripon,21
de,de,81
Roguin,Roguin,20
/…,/…,P
-,-,p
nous,nous,51
disons,dire,17
l',le,71
infortuné,infortuné,30
",",",",p
le,le,71
malheureux,malheureux,30
Roguin,Roguin,20
",",",",p
reprit,reprendre,19
maître,maître,21
Alexandre,Alexandre,20
Crottat,Crottat,20
en,en,81
riant,rire,13
et,et,82
interrompant,interrompre,13
Derville,Derville,20
/.,/.,P
-,-,p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
chez,chez,81
cet,ce,74
infortuné,infortuné,30
qui,qui,52
vient,venir,17
d',de,81
emporter,emporter,14
huit,huit,72
cent,cent,72
mille,mille,72
francs,franc,21
à,à,81
ses,son,73
clients,client,21
et,et,82
de,de,81
réduire,réduire,14
plusieurs,plusieurs,75
familles,famille,22
au,à,81
au,le,71
désespoir,désespoir,21
",",",",p
que,que,83
s',se,51
est,être,17
faite,faire,12
la,le,71
liquidation,liquidation,22
de,de,81
la,le,71
succession,succession,22
Chabert,Chabert,20
/?,/?,P
il,il,51
me,je,51
semble,sembler,17
que,que,83
j',je,51
ai,avoir,17
vu,voir,12
cela,cela,52
dans,dans,81
nos,notre,73
pièces,pièce,22
Ferraud,Ferraud,20
/.,/.,P
-,-,p
oui,oui,60
",",",",p
répondit,répondre,19
Crottat,Crottat,20
",",",",p
j',je,51
étais,être,18
alors,alors,60
troisième,troisième,72
clerc,clerc,21
",",",",p
je,je,51
l',le,52
ai,avoir,17
copiée,copier,12
et,et,82
bien,bien,60
étudiée,étudier,12
",",",",p
cette,ce,74
liquidation,liquidation,22
/.,/.,P
Rose,Rose,20
Chapotel,Chapotel,20
",",",",p
épouse,épouse,22
et,et,82
veuve,veuve,22
de,de,81
Hyacinthe,Hyacinthe,20
",",",",p
dit,dire,31
Chabert,Chabert,20
",",",",p
comte,comte,21
de,de,81
l',le,71
Empire,empire,21
",",",",p
grand-officier,grand-officier,21
de,de,81
la,le,71
légion,légion,22
d',de,81
honneur,honneur,21
;,;,p
ils,ils,51
s',se,51
étaient,être,18
mariés,marier,12
sans,sans,81
contrat,contrat,21
",",",",p
ils,ils,51
étaient,être,18
donc,donc,82
communs,commun,30
en,en,81
biens,bien,21
/.,/.,P
autant,autant,60
que,que,83
je,je,51
puis,pouvoir,17
m',je,51
en,en,52
souvenir,souvenir,14
",",",",p
l',le,71
actif,actif,21
s',se,51
élevait,élever,18
à,à,81
six,six,72
cent,cent,72
mille,mille,72
francs,franc,21
/.,/.,P
avant,avant,81
son,son,73
mariage,mariage,21
",",",",p
le,le,71
comte,comte,21
Chabert,Chabert,20
avait,avoir,18
fait,faire,12
un,un,71
testament,testament,21
en,en,81
faveur,faveur,22
des,de,81
des,le,71
hospices,hospice,21
de,de,81
Paris,Paris,20
",",",",p
par,par,81
lequel,lequel,52
il,il,51
leur,leur,52
attribuait,attribuer,18
le,le,71
quart,quart,21
de,de,81
la,le,71
fortune,fortune,22
qu',que,52
il,il,51
posséderait,posséder,16
au,à,81
au,le,71
moment,moment,21
de,de,81
son,son,73
décès,décès,21
",",",",p
le,le,71
domaine,domaine,21
héritait,hériter,18
de,de,81
l',le,71
autre,autre,75
quart,quart,21
/.,/.,P
il,il,51
y,y,52
a,avoir,17
eu,avoir,12
licitation,licitation,22
",",",",p
vente,vente,22
et,et,82
partage,partage,21
",",",",p
parce que,parce que,83
les,le,71
avoués,avoué,21
sont,être,17
allés,aller,12
bon,bon,30
train,train,21
/.,/.,P
lors,lors,60
de,de,81
la,le,71
liquidation,liquidation,22
",",",",p
le,le,71
monstre,monstre,21
qui,qui,52
gouvernait,gouverner,18
alors,alors,60
la,le,71
France,France,20
a,avoir,17
rendu,rendre,12
par,par,81
un,un,71
décret,décret,21
la,le,71
portion,portion,22
du,de,81
du,le,71
fisc,fisc,21
à,à,81
la,le,71
veuve,veuve,22
du,de,81
du,le,71
colonel,colonel,21
/.,/.,P
-,-,p
ainsi,ainsi,60
la,le,71
fortune,fortune,22
personnelle,personnel,30
du,de,81
du,le,71
comte,comte,21
/.,/.,P
