11897
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-treizième extrait>,<>,<>
des,de,81
des,le,71
Grassins,Grassins,20
",",",",p
tout,tout,60
à,à,81
vous,vous,51
",",",",p
et,et,82
emboisez,emboiser,17
moi,moi,51
bien,bien,60
ces,ce,74
gens,gens,21
là,là,60
/!,/!,P
les,le,71
deux,deux,72
diplomates,diplomate,21
se,se,51
donnèrent,donner,19
une,un,71
poignée,poignée,22
de,de,81
main,main,22
",",",",p
l',le,71
ancien,ancien,30
tonnelier,tonnelier,21
reconduisit,reconduire,19
le,le,71
banquier,banquier,21
jusqu',jusque,81
à,à,81
la,le,71
porte,porte,22
;,;,p
puis,puis,60
",",",",p
après,après,81
l',le,52
avoir,avoir,14
fermée,fermer,12
",",",",p
il,il,51
revint,revenir,19
et,et,82
dit,dire,19
à,à,81
Nanon,Nanon,20
en,en,81
se,se,51
plongeant,plonger,13
dans,dans,81
son,son,73
fauteuil,fauteuil,21
:,:,p
-,-,p
donne,donner,17
moi,moi,51
du,de,81
du,le,71
cassis,cassis,21
/?,/?,P
mais,mais,82
trop,trop,60
ému,ému,31
pour,pour,81
rester,rester,14
en,en,81
place,place,22
",",",",p
il,il,51
se,se,51
leva,lever,19
",",",",p
regarda,regarder,19
le,le,71
portrait,portrait,21
de,de,81
monsieur,monsieur,21
de,de,81
La Bertellière,La Bertellière,20
et,et,82
se,se,51
mit,mettre,19
à,à,81
chanter,chanter,14
",",",",p
en,en,81
faisant,faire,13
ce,ce,52
que,que,52
Nanon,Nanon,20
appelait,appeler,18
des,de,81
des,le,71
pas,pas,21
de,de,81
danse,danse,22
:,:,p
dans,dans,81
les,le,71
gardes,garde,22
françaises,français,30
j',je,51
avais,avoir,18
un,un,71
bon,bon,30
papa,papa,21
/.,/.,P
Nanon,Nanon,20
",",",",p
madame,madame,22
Grandet,Grandet,20
",",",",p
Eugénie,Eugénie,20
s',se,51
examinèrent,examiner,19
mutuellement,mutuellement,60
et,et,82
en,en,81
silence,silence,21
/.,/.,P
la,le,71
joie,joie,22
du,de,81
du,le,71
vigneron,vigneron,21
les,le,52
épouvantait,épouvanter,18
toujours,toujours,60
quand,quand,83
elle,il,51
arrivait,arriver,18
à,à,81
son,son,73
apogée,apogée,22
/.,/.,P
la,le,71
soirée,soirée,22
fut,être,19
bientôt,bientôt,60
finie,finir,12
/.,/.,P
d'abord,d'abord,60
le,le,71
père,père,21
Grandet,Grandet,20
voulut,vouloir,19
se,se,51
coucher,coucher,14
de,de,81
bonne,bon,30
heure,heure,22
;,;,p
et,et,82
",",",",p
lorsqu',lorsque,83
il,il,51
se,se,51
couchait,coucher,18
",",",",p
chez,chez,81
lui,lui,51
tout,tout,52
devait,devoir,18
dormir,dormir,14
;,;,p
de,de,81
même,même,60
que,que,83
quand,quand,83
Auguste,Auguste,20
buvait,boire,18
la,le,71
Pologne,Pologne,20
était,être,18
ivre,ivre,30
/.,/.,P
puis,puis,60
Nanon,Nanon,20
",",",",p
Charles,Charles,20
et,et,82
Eugénie,Eugénie,20
n',ne,60
étaient,être,18
pas,pas,60
moins,moins,60
las,las,30
que,que,83
le,le,71
maître,maître,21
/.,/.,P
quant,quand,83
à,à,81
madame,madame,22
Grandet,Grandet,20
",",",",p
elle,il,51
dormait,dormir,18
",",",",p
mangeait,manger,18
",",",",p
buvait,boire,18
",",",",p
marchait,marcher,18
suivant,suivant,81
les,le,71
désirs,désir,21
de,de,81
son,son,73
mari,mari,21
/.,/.,P
néanmoins,néanmoins,60
",",",",p
pendant,pendant,81
les,le,71
deux,deux,72
heures,heure,22
accordées,accordé,31
à,à,81
la,le,71
digestion,digestion,22
",",",",p
le,le,71
tonnelier,tonnelier,21
",",",",p
plus,plus,60
facétieux,facétieux,30
qu',que,83
il,il,51
ne,ne,60
l',le,52
avait,avoir,18
jamais,jamais,60
été,être,12
",",",",p
dit,dire,12
beaucoup,beaucoup,60
de,de,81
ses,son,73
apophtegmes,apophtegme,21
particuliers,particulier,30
",",",",p
dont,dont,52
un,un,71
seul,seul,30
donnera,donner,15
la,le,71
mesure,mesure,22
de,de,81
son,son,73
esprit,esprit,21
/.,/.,P
quand,quand,83
il,il,51
eut,avoir,19
avalé,avaler,12
son,son,73
cassis,cassis,21
",",",",p
il,il,51
regarda,regarder,19
le,le,71
verre,verre,21
/.,/.,P
-,-,p
on,on,51
n',ne,60
a,avoir,17
pas,pas,60
plutôt,plutôt,60
mis,mettre,12
les,le,71
lèvres,lèvre,22
à,à,81
un,un,71
verre,verre,21
qu',que,52
il,il,51
est,être,17
déjà,déjà,60
vide,vider,17
/!,/!,P
voilà,voilà,81
notre,notre,73
histoire,histoire,22
/.,/.,P
on,on,51
ne,ne,60
peut,pouvoir,17
pas,pas,60
être,être,14
et,et,82
avoir,avoir,14
été,être,12
/.,/.,P
les,le,71
écus,écu,21
ne,ne,60
peuvent,pouvoir,17
pas,pas,60
rouler,rouler,14
et,et,82
rester,rester,14
dans,dans,81
votre,votre,73
bourse,bourse,22
",",",",p
autrement,autrement,60
la,le,71
vie,vie,22
serait,être,16
trop,trop,60
belle,beau,30
/.,/.,P
il,il,51
fut,être,19
jovial,jovial,30
et,et,82
clément,clément,30
/.,/.,P
lorsque,lorsque,83
Nanon,Nanon,20
vint,venir,19
avec,avec,81
son,son,73
rouet,rouet,21
:,:,p
-,-,p
tu,tu,51
dois,devoir,17
être,être,14
lasse,las,30
",",",",p
lui,lui,51
dit,dire,19
il,il,51
/.,/.,P
laisse,laisser,17
ton,ton,73
chanvre,chanvre,21
/.,/.,P
-,-,p
ah,ah,93
!,!,p
ben,ben,93
!,!,p
quien,quoi,52
",",",",p
je,je,51
m',je,51
ennuierais,ennuyer,16
",",",",p
répondit,répondre,19
la,le,71
servante,servante,22
/.,/.,P
-,-,p
pauvre,pauvre,30
Nanon,Nanon,20
/!,/!,P
veux,vouloir,17
tu,tu,51
du,de,81
du,le,71
cassis,cassis,21
/?,/?,P
ah,ah,93
!,!,p
pour,pour,81
du,de,81
du,le,71
cassis,cassis,21
",",",",p
je,je,51
ne,ne,60
dis,dire,17
pas,pas,60
non,non,60
;,;,p
madame,madame,22
le,le,52
fait,faire,17
ben,ben,93
mieux,mieux,60
que,que,83
les,le,71
apothicaires,apothicaire,21
/.,/.,P
celui,celui,52
qu',que,52
i,i,21
vendent,vendre,17
est,être,17
de,de,81
la,le,71
drogue,drogue,22
/.,/.,P
-,-,p
ils,ils,51
y,y,52
mettent,mettre,17
trop,trop,60
de,de,81
sucre,sucre,21
",",",",p
ça,ça,52
ne,ne,60
sent,sentir,17
plus,plus,60
rien,rien,52
",",",",p
dit,dire,19
le,le,71
bonhomme,bonhomme,21
/.,/.,P
le,le,71
lendemain,lendemain,21
",",",",p
la,le,71
famille,famille,22
",",",",p
réunie,réuni,31
à,à,81
huit,huit,72
heures,heure,22
pour,pour,81
le,le,71
déjeuner,déjeuner,21
",",",",p
offrit,offrir,19
le,le,71
tableau,tableau,21
de,de,81
la,le,71
première,premier,72
scène,scène,22
d',de,81
une,un,71
intimité,intimité,22
bien,bien,60
réelle,réel,30
/.,/.,P
le,le,71
malheur,malheur,21
avait,avoir,18
promptement,promptement,60
mis,mettre,12
en,en,81
rapport,rapport,21
madame,madame,22
Grandet,Grandet,20
",",",",p
Eugénie,Eugénie,20
et,et,82
Charles,Charles,20
;,;,p
Nanon,Nanon,20
elle-même,lui-même,51
sympathisait,sympathiser,18
avec,avec,81
eux,ils,51
sans,sans,81
le,le,52
savoir,savoir,14
/.,/.,P
tous,tout,75
quatre,quatre,72
commencèrent,commencer,19
à,à,81
faire,faire,14
une,un,71
même,même,75
famille,famille,22
/.,/.,P
quant,quand,83
au,à,81
au,le,71
vieux,vieux,30
vigneron,vigneron,21
",",",",p
son,son,73
avarice,avarice,22
satisfaite,satisfait,31
et,et,82
la,le,71
certitude,certitude,22
de,de,81
voir,voir,14
bientôt,bientôt,60
partir,partir,14
le,le,71
mirliflor,mirliflore,21
sans,sans,81
avoir,avoir,14
à,à,81
lui,lui,51
payer,payer,14
autre,autre,75
chose,chose,22
que,que,83
son,son,73
voyage,voyage,21
à,à,81
Nantes,Nantes,20
",",",",p
le,le,52
rendirent,rendre,19
presque,presque,60
indifférent,indifférent,30
à,à,81
sa,son,73
présence,présence,22
au,à,81
au,le,71
logis,logis,21
/.,/.,P
il,il,51
laissa,laisser,19
les,le,71
deux,deux,72
enfants,enfant,21
",",",",p
ainsi,ainsi,60
qu',que,83
il,il,51
nomma,nommer,19
Charles,Charles,20
et,et,82
Eugénie,Eugénie,20
",",",",p
libres,libre,30
de,de,81
se,se,51
comporter,comporter,14
comme,comme,83
bon,bon,21
leur,leur,52
semblerait,sembler,16
sous,sous,81
l',le,71
oeil,oeil,21
de,de,81
madame,madame,22
Grandet,Grandet,20
",",",",p
en,en,81
laquelle,lequel,52
il,il,51
avait,avoir,18
d',de,81
ailleurs,ailleurs,60
une,un,71
entière,entier,30
confiance,confiance,22
en,en,81
ce,ce,52
qui,qui,52
concernait,concerner,18
la,le,71
morale,morale,22
publique,public,30
et,et,82
religieuse,religieux,30
/.,/.,P
l',le,71
alignement,alignement,21
de,de,81
ses,son,73
prés,pré,21
et,et,82
des,de,81
des,le,71
fossés,fossé,21
jouxtant,jouxter,13
la,le,71
route,route,22
",",",",p
ses,son,73
plantations,plantation,22
de,de,81
peupliers,peuplier,21
en,en,81
Loire,Loire,20
et,et,82
les,le,71
travaux,travail,21
d',de,81
hiver,hiver,21
dans,dans,81
ses,son,73
clos,clos,21
et,et,82
à,à,81
Froidfond,Froidfond,20
l',le,52
occupèrent,occuper,19
exclusivement,exclusivement,60
/.,/.,P
dès,dès,81
lors,lors,60
commença,commencer,19
pour,pour,81
Eugénie,Eugénie,20
le,le,71
primevère,primevère,22
de,de,81
l',le,71
amour,amour,21
/.,/.,P
depuis,depuis,81
la,le,71
scène,scène,22
de,de,81
nuit,nuit,22
pendant,pendant,81
laquelle,lequel,52
la,le,71
cousine,cousine,22
donna,donner,19
son,son,73
trésor,trésor,21
au,à,81
au,le,71
cousin,cousin,21
",",",",p
son,son,73
coeur,coeur,21
avait,avoir,18
suivi,suivre,12
le,le,71
trésor,trésor,21
/.,/.,P
complices,complice,30
tous,tout,75
deux,deux,72
du,de,81
du,le,71
même,même,75
secret,secret,21
",",",",p
ils,ils,51
se,se,51
regardaient,regarder,18
en,en,81
s',se,51
exprimant,exprimer,13
une,un,71
mutuelle,mutuel,30
intelligence,intelligence,22
qui,qui,52
approfondissait,approfondir,18
leurs,leur,73
sentiments,sentiment,21
et,et,82
les,le,52
leur,leur,52
rendait,rendre,18
mieux,mieux,60
communs,commun,30
",",",",p
plus,plus,60
intimes,intime,30
",",",",p
en,en,81
les,le,52
mettant,mettre,13
pour,pour,81
ainsi,ainsi,60
dire,dire,14
",",",",p
tous,tout,75
deux,deux,72
en,en,81
dehors,dehors,21
de,de,81
la,le,71
vie,vie,22
ordinaire,ordinaire,30
/.,/.,P
la,le,71
parenté,parenté,22
n',ne,60
autorisait,autoriser,18
elle,il,51
pas,pas,60
une,un,71
certaine,certain,75
douceur,douceur,22
dans,dans,81
l',le,71
accent,accent,21
",",",",p
une,un,71
tendresse,tendresse,22
dans,dans,81
les,le,71
regards,regard,21
:,:,p
aussi,aussi,60
Eugénie,Eugénie,20
se,se,51
plut,plaire,19
elle,il,51
à,à,81
endormir,endormir,14
les,le,71
souffrances,souffrance,22
de,de,81
son,son,73
cousin,cousin,21
dans,dans,81
les,le,71
joies,joie,22
enfantines,enfantin,30
d',de,81
un,un,71
naissant,naissant,30
amour,amour,21
/.,/.,P
n',ne,60
y,y,52
a,avoir,17
t,t,94
il,il,51
pas,pas,60
de,de,81
gracieuses,gracieux,30
similitudes,similitude,22
entre,entre,81
les,le,71
commencements,commencement,21
de,de,81
l',le,71
amour,amour,21
et,et,82
ceux,celui,52
de,de,81
la,le,71
vie,vie,22
/?,/?,P
ne,ne,60
berce,bercer,17
t,t,94
on,on,51
pas,pas,60
l',le,71
enfant,enfant,21
par,par,81
de,de,81
doux,doux,30
chants,chant,21
et,et,82
de,de,81
gentils,gentil,30
regards,regard,21
/?,/?,P
ne,ne,60
lui,lui,51
dit,dire,17
on,on,51
pas,pas,60
de,de,81
merveilleuses,merveilleux,30
histoires,histoire,22
qui,qui,52
lui,lui,51
dorent,dorer,17
l',le,71
avenir,avenir,21
/?,/?,P
pour,pour,81
lui,lui,51
l',le,71
espérance,espérance,22
ne,ne,60
déploie,déployer,17
t,t,94
elle,il,51
pas,pas,60
incessamment,incessamment,60
ses,son,73
ailes,aile,22
radieuses,radieux,30
/?,/?,P
ne,ne,60
verse,verser,17
t,t,94
il,il,51
pas,pas,60
tour,tour,21
à,à,81
tour,tour,21
des,de,81
des,le,71
larmes,larme,22
de,de,81
joie,joie,22
et,et,82
de,de,81
douleur,douleur,22
/?,/?,P
ne,ne,60
se,se,51
querelle,quereller,17
t,t,94
il,il,51
pas,pas,60
pour,pour,81
des,de,81
des,le,71
riens,rien,21
",",",",p
pour,pour,81
des,de,81
des,le,71
cailloux,caillou,21
avec,avec,81
lesquels,lequel,52
il,il,51
essaie,essayer,17
de,de,81
se,se,51
bâtir,bâtir,14
un,un,71
mobile,mobile,30
palais,palais,21
",",",",p
pour,pour,81
des,de,81
des,le,71
bouquets,bouquet,21
aussitôt,aussitôt,60
oubliés,oublié,31
que,que,83
coupés,coupé,31
/?,/?,P
n',ne,60
est,être,17
il,il,51
pas,pas,60
avide,avide,30
de,de,81
saisir,saisir,14
le,le,71
temps,temps,21
",",",",p
d',de,81
avancer,avancer,14
dans,dans,81
la,le,71
vie,vie,22
/?,/?,P
l',le,71
amour,amour,21
est,être,17
notre,notre,73
seconde,second,72
transformation,transformation,22
/.,/.,P
l',le,71
enfance,enfance,22
et,et,82
l',le,71
amour,amour,21
furent,être,19
même,même,75
chose,chose,22
entre,entre,81
Eugénie,Eugénie,20
et,et,82
Charles,Charles,20
:,:,p
ce,ce,52
fut,être,19
la,le,71
passion,passion,22
première,premier,72
avec,avec,81
tous,tout,75
ses,son,73
enfantillages,enfantillage,21
",",",",p
d'autant,d'autant,60
plus,plus,60
caressants,caressant,30
pour,pour,81
leurs,leur,73
coeurs,coeur,21
qu',que,52
ils,ils,51
étaient,être,18
enveloppés,envelopper,12
de,de,81
mélancolie,mélancolie,22
/.,/.,P
en,en,81
se,se,51
débattant,débattre,13
à,à,81
sa,son,73
naissance,naissance,22
sous,sous,81
les,le,71
crêpes,crêpe,21
du,de,81
du,le,71
deuil,deuil,21
",",",",p
cet,ce,74
amour,amour,21
n',ne,60
en,en,52
était,être,18
d',de,81
ailleurs,ailleurs,60
que,que,83
mieux,mieux,60
en,en,81
harmonie,harmonie,22
avec,avec,81
la,le,71
simplicité,simplicité,22
provinciale,provincial,30
de,de,81
cette,ce,74
maison,maison,22
en,en,81
ruines,ruine,22
/.,/.,P
en,en,81
échangeant,échanger,13
quelques,quelque,75
mots,mot,21
avec,avec,81
sa,son,73
cousine,cousine,22
au,à,81
au,le,71
bord,bord,21
du,de,81
du,le,71
puits,puits,21
",",",",p
dans,dans,81
cette,ce,74
cour,cour,22
muette,muet,30
;,;,p
en,en,81
restant,rester,13
dans,dans,81
ce,ce,74
jardinet,jardinet,21
",",",",p
assis,assis,31
sur,sur,81
un,un,71
banc,banc,21
moussu,moussu,30
jusqu',jusque,81
à,à,81
l',le,71
heure,heure,22
où,où,60
le,le,71
soleil,soleil,21
se,se,51
couchait,coucher,18
",",",",p
occupés,occupé,31
à,à,81
se,se,51
dire,dire,14
de,de,81
grands,grand,30
riens,rien,21
ou,ou,82
recueillis,recueilli,31
dans,dans,81
le,le,71
calme,calme,21
qui,qui,52
régnait,régner,18
entre,entre,81
le,le,71
rempart,rempart,21
et,et,82
la,le,71
maison,maison,22
",",",",p
comme,comme,83
on,on,51
l',le,52
est,être,17
sous,sous,81
les,le,71
arcades,arcade,22
d',de,81
une,un,71
église,église,22
",",",",p
Charles,Charles,20
comprit,comprendre,19
la,le,71
sainteté,sainteté,22
de,de,81
l',le,71
amour,amour,21
;,;,p
car,car,82
sa,son,73
grande,grand,30
dame,dame,22
",",",",p
sa,son,73
chère,cher,30
Annette,Annette,20
ne,ne,60
lui,lui,51
en,en,52
avait,avoir,18
fait,faire,12
connaître,connaître,14
que,que,83
les,le,71
troubles,trouble,21
orageux,orageux,30
/.,/.,P
il,il,51
quittait,quitter,18
en,en,81
ce,ce,74
moment,moment,21
la,le,71
passion,passion,22
parisienne,parisien,30
",",",",p
coquette,coquet,30
",",",",p
vaniteuse,vaniteux,30
",",",",p
éclatante,éclatant,30
",",",",p
pour,pour,81
l',le,71
amour,amour,21
pur,pur,30
et,et,82
vrai,vrai,30
/.,/.,P
il,il,51
aimait,aimer,18
cette,ce,74
maison,maison,22
",",",",p
dont,dont,52
les,le,71
moeurs,moeurs,22
ne,ne,60
lui,lui,51
semblèrent,sembler,19
plus,plus,60
si,si,60
ridicules,ridicule,30
/.,/.,P
il,il,51
descendait,descendre,18
dès,dès,81
le,le,71
matin,matin,21
afin,afin,81
de,de,81
pouvoir,pouvoir,14
causer,causer,14
avec,avec,81
Eugénie,Eugénie,20
quelques,quelque,75
moments,moment,21
avant,avant,81
que,que,83
Grandet,Grandet,20
ne,ne,60
vint,venir,19
donner,donner,14
les,le,71
provisions,provision,22
;,;,p
et,et,82
",",",",p
quand,quand,83
les,le,71
pas,pas,21
du,de,81
du,le,71
bonhomme,bonhomme,21
retentissaient,retentir,18
dans,dans,81
les,le,71
escaliers,escalier,21
",",",",p
il,il,51
se,se,51
sauvait,sauver,18
au,à,81
au,le,71
jardin,jardin,21
/.,/.,P
la,le,71
petite,petit,30
criminalité,criminalité,22
de,de,81
ce,ce,74
rendez-vous,rendez-vous,21
matinal,matinal,30
",",",",p
secret,secret,30
même,même,60
pour,pour,81
la,le,71
mère,mère,22
d',de,81
Eugénie,Eugénie,20
",",",",p
et,et,82
que,que,52
Nanon,Nanon,20
faisait,faire,18
semblant,semblant,21
de,de,81
ne,ne,60
pas,pas,60
apercevoir,apercevoir,14
",",",",p
imprimait,imprimer,18
à,à,81
l',le,71
amour,amour,21
le,le,71
plus,plus,60
innocent,innocent,30
du,de,81
du,le,71
monde,monde,21
la,le,71
vivacité,vivacité,22
des,de,81
des,le,71
plaisirs,plaisir,21
défendus,défendu,31
/.,/.,P
puis,puis,60
",",",",p
quand,quand,83
",",",",p
après,après,81
le,le,71
déjeuner,déjeuner,21
",",",",p
le,le,71
père,père,21
Grandet,Grandet,20
était,être,18
parti,partir,12
pour,pour,81
aller,aller,14
voir,voir,14
ses,son,73
propriétés,propriété,22
et,et,82
ses,son,73
exploitations,exploitation,22
",",",",p
Charles,Charles,20
demeurait,demeurer,18
entre,entre,81
la,le,71
mère,mère,22
et,et,82
la,le,71
fille,fille,22
",",",",p
éprouvant,éprouver,13
des,de,81
des,le,71
délices,délice,21
inconnues,inconnu,30
à,à,81
leur,leur,52
prêter,prêter,14
les,le,71
mains,main,22
pour,pour,81
dévider,dévider,14
du,de,81
du,le,71
fil,fil,21
",",",",p
à,à,81
les,le,52
voir,voir,14
travaillant,travailler,13
",",",",p
à,à,81
les,le,52
entendre,entendre,14
jaser,jaser,14
/.,/.,P
la,le,71
simplicité,simplicité,22
de,de,81
cette,ce,74
vie,vie,22
presque,presque,60
monastique,monastique,30
",",",",p
qui,qui,52
lui,lui,51
révéla,révéler,19
les,le,71
beautés,beauté,22
de,de,81
ces,ce,74
âmes,âme,22
auxquelles,à,81
auxquelles,lequel,52
le,le,71
monde,monde,21
était,être,18
inconnu,inconnu,30
",",",",p
le,le,52
toucha,toucher,19
vivement,vivement,60
/.,/.,P
il,il,51
avait,avoir,18
cru,croire,12
ces,ce,74
moeurs,moeurs,22
impossibles,impossible,30
en,en,81
France,France,20
",",",",p
et,et,82
n',ne,60
avait,avoir,18
admis,admettre,12
leur,leur,73
existence,existence,22
qu',que,83
en,en,81
Allemagne,Allemagne,20
",",",",p
encore,encore,60
n',ne,60
était,être,18
ce,ce,52
que,que,83
fabuleusement,fabuleusement,60
et,et,82
dans,dans,81
les,le,71
romans,roman,21
d',de,81
Auguste,Auguste,20
Lafontaine,Lafontaine,20
/.,/.,P
bientôt,bientôt,60
pour,pour,81
lui,lui,51
Eugénie,Eugénie,20
fut,être,19
/.,/.,P
