11727
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-quatrième extrait>,<>,<>
chose,chose,22
/!,/!,P
la,le,71
colère,colère,22
m',je,51
a,avoir,17
décidé,décider,12
",",",",p
je,je,51
vous,vous,51
ai,avoir,17
dénoncé,dénoncer,12
à,à,81
la,le,71
préfecture,préfecture,22
/.,/.,P
monsieur,monsieur,21
Madeleine,Madeleine,20
",",",",p
qui,qui,52
avait,avoir,18
ressaisi,ressaisir,12
le,le,71
dossier,dossier,21
depuis,depuis,81
quelques,quelque,75
instants,instant,21
",",",",p
reprit,reprendre,19
avec,avec,81
un,un,71
accent,accent,21
de,de,81
parfaite,parfait,31
indifférence,indifférence,22
:,:,p
-,-,p
et,et,82
que,que,83
vous,vous,51
a,avoir,17
t,t,94
on,on,51
répondu,répondre,12
/?,/?,P
que,que,52
j',je,51
étais,être,18
fou,fou,30
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
/?,/?,P
eh,eh,93
bien,bien,60
",",",",p
on,on,51
avait,avoir,18
raison,raison,22
/.,/.,P
-,-,p
c',ce,52
est,être,17
heureux,heureux,30
que,que,83
vous,vous,51
le,le,52
reconnaissiez,reconnaître,17
/!,/!,P
il,il,51
faut,falloir,17
bien,bien,60
",",",",p
puisque,puisque,83
le,le,71
véritable,véritable,30
Jean,Jean,20
Valjean,Valjean,20
est,être,17
trouvé,trouver,12
/.,/.,P
la,le,71
feuille,feuille,22
que,que,52
tenait,tenir,18
monsieur,monsieur,21
Madeleine,Madeleine,20
lui,lui,51
échappa,échapper,19
des,de,81
des,le,71
mains,main,22
",",",",p
il,il,51
leva,lever,19
la,le,71
tête,tête,22
",",",",p
regarda,regarder,19
fixement,fixement,60
Javert,Javert,20
",",",",p
et,et,82
dit,dire,19
avec,avec,81
un,un,71
accent,accent,21
inexprimable,inexprimable,30
:,:,p
-,-,p
ah,ah,93
/!,/!,P
Javert,Javert,20
poursuivit,poursuivre,19
:,:,p
-,-,p
voilà,voilà,81
ce,ce,52
que,que,52
c',ce,52
est,être,17
",",",",p
monsieur,monsieur,21
le,le,71
maire,maire,21
/.,/.,P
il,il,51
paraît,paraître,17
qu',que,83
il,il,51
y,y,52
avait,avoir,18
dans,dans,81
le,le,71
pays,pays,21
",",",",p
du,de,81
du,le,71
côté,côté,21
d',de,81
Ailly,Ailly,20
le,le,71
haut,haut,30
Clocher,Clocher,20
",",",",p
une,un,71
espèce,espèce,22
de,de,81
bonhomme,bonhomme,21
qu',que,52
on,on,51
appelait,appeler,18
le,le,71
père,père,21
Champmathieu,Champmathieu,20
/.,/.,P
c',ce,52
était,être,18
très,très,60
misérable,misérable,30
/.,/.,P
on,on,51
n',ne,60
y,y,52
faisait,faire,18
pas,pas,60
attention,attention,22
/.,/.,P
ces,ce,74
gens,gens,21
là,là,60
",",",",p
on,on,51
ne,ne,60
sait,savoir,17
pas,pas,60
de,de,81
quoi,quoi,52
cela,cela,52
vit,vivre,17
/.,/.,P
dernièrement,dernièrement,60
",",",",p
cet,ce,74
automne,automne,21
",",",",p
le,le,71
père,père,21
Champmathieu,Champmathieu,20
a,avoir,17
été,être,12
arrêté,arrêter,12
pour,pour,81
un,un,71
vol,vol,21
de,de,81
pommes,pomme,22
à,à,81
cidre,cidre,21
",",",",p
commis,commis,21
chez,chez,81
/…,/…,P
-,-,p
enfin,enfin,60
n',ne,60
importe,importer,17
/!,/!,P
il,il,51
y,y,52
a,avoir,17
eu,avoir,12
vol,vol,21
",",",",p
mur,mur,21
escaladé,escaladé,31
",",",",p
branches,branche,22
de,de,81
l',le,71
arbre,arbre,21
cassées,cassé,31
/.,/.,P
on,on,51
a,avoir,17
arrêté,arrêter,12
mon,mon,73
Champmathieu,Champmathieu,20
/.,/.,P
il,il,51
avait,avoir,18
encore,encore,60
la,le,71
branche,branche,22
de,de,81
pommier,pommier,21
à,à,81
la,le,71
main,main,22
/.,/.,P
on,on,51
coffre,coffrer,17
le,le,71
drôle,drôle,30
/.,/.,P
jusqu',jusque,81
ici,ici,60
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
beaucoup,beaucoup,60
plus,plus,60
qu',que,83
une,un,71
affaire,affaire,22
correctionnelle,correctionnel,30
/.,/.,P
mais,mais,82
voici,voici,81
qui,qui,52
est,être,17
de,de,81
la,le,71
providence,providence,22
/.,/.,P
la,le,71
geôle,geôle,22
étant,être,13
en,en,81
mauvais,mauvais,30
état,état,21
",",",",p
monsieur,monsieur,21
le,le,71
juge,juge,21
d',de,81
instruction,instruction,22
trouve,trouver,17
à,à,81
propos,propos,21
de,de,81
faire,faire,14
transférer,transférer,14
Champmathieu,Champmathieu,20
à,à,81
Arras,Arras,20
où,où,60
est,être,17
la,le,71
prison,prison,22
départementale,départemental,30
/.,/.,P
dans,dans,81
cette,ce,74
prison,prison,22
d',de,81
Arras,Arras,20
",",",",p
il,il,51
y,y,52
a,avoir,17
un,un,71
ancien,ancien,30
forçat,forçat,21
nommé,nommé,31
Brevet,Brevet,20
qui,qui,52
est,être,17
détenu,détenir,12
pour,pour,81
je,je,51
ne,ne,60
sais,savoir,17
quoi,quoi,52
et,et,82
qu',que,83
on,on,51
a,avoir,17
fait,faire,12
guichetier,guichetier,21
de,de,81
chambrée,chambrée,22
parce qu',parce que,83
il,il,51
se,se,51
conduit,conduire,17
bien,bien,60
/.,/.,P
monsieur,monsieur,21
le,le,71
maire,maire,21
",",",",p
Champmathieu,Champmathieu,20
n',ne,60
est,être,17
pas,pas,60
plus,plus,60
tôt,tôt,60
débarqué,débarquer,12
que,que,83
voilà,voilà,81
Brevet,Brevet,20
qui,qui,52
s',se,51
écrie,écrier,17
:,:,p
“,“,p
eh,eh,93
mais,mais,82
!,!,p
je,je,51
connais,connaître,17
cet,ce,74
homme,homme,21
là,là,60
/.,/.,P
c',ce,52
est,être,17
un,un,71
fagot,fagot,21
/.,/.,P
regardez,regarder,17
moi,moi,51
donc,donc,82
",",",",p
bonhomme,bonhomme,30
/!,/!,P
vous,vous,51
êtes,être,17
Jean,Jean,20
Valjean,Valjean,20
/!,/!,P
Jean,Jean,20
Valjean,Valjean,20
!,!,p
qui,qui,52
ça,ça,52
Jean,Jean,20
Valjean,Valjean,20
/?,/?,P
le,le,71
Champmathieu,Champmathieu,20
joue,jouer,17
l',le,71
étonné,étonné,31
/.,/.,P
-,-,p
ne,ne,60
fais,faire,17
donc,donc,82
pas,pas,60
le,le,71
singe,singe,21
",",",",p
dit,dire,19
Brevet,Brevet,20
/.,/.,P
tu,tu,51
es,être,17
Jean,Jean,20
Valjean,Valjean,20
/!,/!,P
tu,tu,51
as,avoir,17
été,être,12
au,à,81
au,le,71
bagne,bagne,21
de,de,81
Toulon,Toulon,20
/.,/.,P
il,il,51
y,y,52
a,avoir,17
vingt,vingt,72
ans,an,21
/.,/.,P
nous,nous,51
y,y,52
étions,être,18
ensemble,ensemble,60
/.,/.,P
-,-,p
le,le,71
Champmathieu,Champmathieu,20
nie,nier,17
/.,/.,P
parbleu,parbleu,93
!,!,p
vous,vous,51
comprenez,comprendre,17
/.,/.,P
on,on,51
approfondit,approfondir,17
/.,/.,P
on,on,51
me,je,51
fouille,fouiller,17
cette,ce,74
aventure,aventure,22
là,là,60
/.,/.,P
voici,voici,81
ce,ce,52
qu',que,52
on,on,51
trouve,trouver,17
:,:,p
ce,ce,74
Champmathieu,Champmathieu,20
",",",",p
il,il,51
y,y,52
a,avoir,17
une,un,71
trentaine,trentaine,22
d',de,81
années,année,22
",",",",p
a,avoir,17
été,être,12
ouvrier,ouvrier,30
émondeur,émondeur,21
d',de,81
arbres,arbre,21
dans,dans,81
plusieurs,plusieurs,75
pays,pays,21
",",",",p
notamment,notamment,60
à,à,81
Faverolles,Faverolles,20
/.,/.,P
là,là,60
on,on,51
perd,perdre,17
sa,son,73
trace,trace,22
/.,/.,P
longtemps,longtemps,60
après,après,81
",",",",p
on,on,51
le,le,52
revoit,revoir,17
en,en,81
Auvergne,Auvergne,20
",",",",p
puis,puis,60
à,à,81
Paris,Paris,20
",",",",p
où,où,60
il,il,51
dit,dit,31
avoir,avoir,14
été,être,12
charron,charron,21
et,et,82
avoir,avoir,14
eu,avoir,12
une,un,71
fille,fille,22
blanchisseuse,blanchisseuse,22
",",",",p
mais,mais,82
cela,cela,52
n',ne,60
est,être,17
pas,pas,60
prouvé,prouver,12
;,;,p
enfin,enfin,60
dans,dans,81
ce,ce,74
pays,pays,21
ci,ci,60
/.,/.,P
or,or,82
",",",",p
avant,avant,81
d',de,81
aller,aller,14
au,à,81
au,le,71
bagne,bagne,21
pour,pour,81
vol,vol,21
qualifié,qualifié,31
",",",",p
qu',que,83
était,être,18
Jean,Jean,20
Valjean,Valjean,20
?,?,p
émondeur,émondeur,21
/.,/.,P
où,où,60
?,?,p
à,à,81
Faverolles,Faverolles,20
/.,/.,P
autre,autre,75
fait,fait,21
/.,/.,P
ce,ce,74
Valjean,Valjean,20
s',se,51
appelait,appeler,18
de,de,81
son,son,73
nom,nom,21
de,de,81
baptême,baptême,21
Jean,Jean,20
et,et,82
sa,son,73
mère,mère,22
se,se,51
nommait,nommer,18
de,de,81
son,son,73
nom,nom,21
de,de,81
famille,famille,22
Mathieu,Mathieu,20
/.,/.,P
quoi,quoi,52
de,de,81
plus,plus,60
naturel,naturel,30
que,que,83
de,de,81
penser,penser,14
qu',que,83
en,en,81
sortant,sortir,13
du,de,81
du,le,71
bagne,bagne,21
il,il,51
aura,avoir,15
pris,prendre,12
le,le,71
nom,nom,21
de,de,81
sa,son,73
mère,mère,22
pour,pour,81
se,se,51
cacher,cacher,14
et,et,82
se,se,51
sera,être,15
fait,faire,12
appeler,appeler,14
Jean,Jean,20
Mathieu,Mathieu,20
/?,/?,P
il,il,51
va,aller,17
en,en,81
Auvergne,Auvergne,20
/.,/.,P
de,de,81
Jean,Jean,20
la,le,71
prononciation,prononciation,22
du,de,81
du,le,71
pays,pays,21
fait,faire,17
Chan,Chan,20
",",",",p
on,on,51
l',le,52
appelle,appeler,17
Chan,Chan,20
Mathieu,Mathieu,20
/.,/.,P
notre,notre,73
homme,homme,21
se,se,51
laisse,laisser,17
faire,faire,14
et,et,82
le,le,52
voilà,voilà,81
transformé,transformé,31
en,en,81
Champmathieu,Champmathieu,20
/.,/.,P
vous,vous,51
me,je,51
suivez,suivre,17
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
/?,/?,P
on,on,51
s',se,51
informe,informer,17
à,à,81
Faverolles,Faverolles,20
/.,/.,P
la,le,71
famille,famille,22
de,de,81
Jean,Jean,20
Valjean,Valjean,20
n',ne,60
y,y,52
est,être,17
plus,plus,60
/.,/.,P
on,on,51
ne,ne,60
sait,savoir,17
plus,plus,60
où,où,60
elle,il,51
est,être,17
/.,/.,P
vous,vous,51
savez,savoir,17
",",",",p
dans,dans,81
ces,ce,74
classes,classe,22
là,là,60
",",",",p
il,il,51
y,y,52
a,avoir,17
souvent,souvent,60
de,de,81
ces,ce,74
évanouissements,évanouissement,21
d',de,81
une,un,71
famille,famille,22
/.,/.,P
on,on,51
cherche,chercher,17
",",",",p
on,on,51
ne,ne,60
trouve,trouver,17
plus,plus,60
rien,rien,52
/.,/.,P
ces,ce,74
gens,gens,21
là,là,60
",",",",p
quand,quand,83
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
de,de,81
la,le,71
boue,boue,22
",",",",p
c',ce,52
est,être,17
de,de,81
la,le,71
poussière,poussière,22
/.,/.,P
et,et,82
puis,puis,60
",",",",p
comme,comme,83
le,le,71
commencement,commencement,21
de,de,81
ces,ce,74
histoires,histoire,22
date,dater,17
de,de,81
trente,trente,72
ans,an,21
",",",",p
il,il,51
n',ne,60
y,y,52
a,avoir,17
plus,plus,60
personne,personne,52
à,à,81
Faverolles,Faverolles,20
qui,qui,52
ait,avoir,17
connu,connaître,12
Jean,Jean,20
Valjean,Valjean,20
/.,/.,P
on,on,51
s',se,51
informe,informer,17
à,à,81
Toulon,Toulon,20
/.,/.,P
avec,avec,81
Brevet,Brevet,20
",",",",p
il,il,51
n',ne,60
y,y,52
a,avoir,17
plus,plus,60
que,que,83
deux,deux,72
forçats,forçat,21
qui,qui,52
aient,avoir,17
vu,voir,12
Jean,Jean,20
Valjean,Valjean,20
/.,/.,P
ce,ce,52
sont,être,17
les,le,71
condamnés,condamné,21
à,à,81
vie,vie,22
Cochepaille,Cochepaille,20
et,et,82
Chenildieu,Chenildieu,20
/.,/.,P
on,on,51
les,le,52
extrait,extraire,17
du,de,81
du,le,71
bagne,bagne,21
et,et,82
on,on,51
les,le,52
fait,faire,17
venir,venir,14
/.,/.,P
on,on,51
les,le,52
confronte,confronter,17
au,à,81
au,le,71
prétendu,prétendu,31
Champmathieu,Champmathieu,20
/.,/.,P
ils,ils,51
n',ne,60
hésitent,hésiter,17
pas,pas,60
/.,/.,P
pour,pour,81
eux,ils,51
comme,comme,83
pour,pour,81
Brevet,Brevet,20
",",",",p
c',ce,52
est,être,17
Jean,Jean,20
Valjean,Valjean,20
/.,/.,P
même,même,75
âge,âge,21
",",",",p
il,il,51
a,avoir,17
cinquante,cinquante,72
quatre,quatre,72
ans,an,21
",",",",p
même,même,60
taille,taille,22
",",",",p
même,même,60
air,air,21
",",",",p
même,même,75
homme,homme,21
enfin,enfin,60
",",",",p
c',ce,52
est,être,17
lui,lui,51
/.,/.,P
c',ce,52
est,être,17
en,en,81
ce,ce,74
moment,moment,21
là,là,60
même,même,60
que,que,83
j',je,51
envoyais,envoyer,18
ma,mon,73
dénonciation,dénonciation,22
à,à,81
la,le,71
préfecture,préfecture,22
de,de,81
Paris,Paris,20
/.,/.,P
on,on,51
me,je,51
répond,répondre,17
que,que,83
je,je,51
perds,perdre,17
l',le,71
esprit,esprit,21
et,et,82
que,que,83
Jean,Jean,20
Valjean,Valjean,20
est,être,17
à,à,81
Arras,Arras,20
au,à,81
au,le,71
pouvoir,pouvoir,21
de,de,81
la,le,71
justice,justice,22
/.,/.,P
vous,vous,51
concevez,concevoir,17
si,si,83
cela,cela,52
m',je,51
étonne,étonner,17
",",",",p
moi,moi,51
qui,qui,52
croyais,croire,18
tenir,tenir,14
ici,ici,60
ce,ce,74
même,même,75
Jean,Jean,20
Valjean,Valjean,20
/!,/!,P
j',je,51
écris,écrire,17
à,à,81
monsieur,monsieur,21
le,le,71
juge,juge,21
d',de,81
instruction,instruction,22
/.,/.,P
il,il,51
me,je,51
fait,faire,17
venir,venir,14
",",",",p
on,on,51
m',je,51
amène,amener,17
le,le,71
Champmathieu,Champmathieu,20
/…,/…,P
-,-,p
eh,eh,93
bien,bien,60
?,?,p
interrompit,interrompre,19
monsieur,monsieur,21
Madeleine,Madeleine,20
/.,/.,P
Javert,Javert,20
répondit,répondre,19
avec,avec,81
son,son,73
visage,visage,21
incorruptible,incorruptible,30
et,et,82
triste,triste,30
:,:,p
-,-,p
monsieur,monsieur,21
le,le,71
maire,maire,21
",",",",p
la,le,71
vérité,vérité,22
est,être,17
la,le,71
vérité,vérité,22
/.,/.,P
j',je,51
en,en,52
suis,être,17
fâché,fâcher,12
",",",",p
mais,mais,82
c',ce,52
est,être,17
cet,ce,74
homme,homme,21
là,là,60
qui,qui,52
est,être,17
Jean,Jean,20
Valjean,Valjean,20
/.,/.,P
moi,moi,51
aussi,aussi,60
je,je,51
l',le,52
ai,avoir,17
reconnu,reconnaître,12
/.,/.,P
monsieur,monsieur,21
Madeleine,Madeleine,20
reprit,reprendre,19
d',de,81
une,un,71
voix,voix,22
très,très,60
basse,bas,30
:,:,p
-,-,p
vous,vous,51
êtes,être,17
sûr,sûr,30
/?,/?,P
Javert,Javert,20
se,se,51
mit,mettre,19
à,à,81
rire,rire,14
de,de,81
ce,ce,74
rire,rire,21
douloureux,douloureux,30
qui,qui,52
échappe,échapper,17
à,à,81
une,un,71
conviction,conviction,22
profonde,profond,30
:,:,p
-,-,p
oh,oh,93
",",",",p
sûr,sûr,30
/!,/!,P
il,il,51
demeura,demeurer,19
un,un,71
moment,moment,21
pensif,pensif,30
",",",",p
prenant,prenant,30
machinalement,machinalement,60
des,de,81
des,le,71
pincées,pincée,22
de,de,81
poudre,poudre,22
de,de,81
bois,bois,21
dans,dans,81
la,le,71
sébile,sébile,22
à,à,81
sécher,sécher,14
l',le,71
encre,encre,22
qui,qui,52
était,être,18
sur,sur,81
la,le,71
table,table,22
",",",",p
et,et,82
il,il,51
ajouta,ajouter,19
:,:,p
-,-,p
et,et,82
même,même,60
",",",",p
maintenant,maintenant,60
que,que,83
je,je,51
vois,voir,17
le,le,71
vrai,vrai,30
Jean,Jean,20
Valjean,Valjean,20
",",",",p
je,je,51
ne,ne,60
comprends,comprendre,17
pas,pas,60
comment,comment,60
j',je,51
ai,avoir,17
pu,pouvoir,12
croire,croire,14
autre,autre,75
chose,chose,22
/.,/.,P
je,je,51
vous,vous,51
demande,demander,17
pardon,pardon,21
",",",",p
monsieur,monsieur,21
le,le,71
maire,maire,21
/.,/.,P
en,en,81
adressant,adresser,13
cette,ce,74
parole,parole,22
suppliante,suppliant,30
et,et,82
grave,grave,30
à,à,81
celui,celui,52
qui,qui,52
",",",",p
six,six,72
semaines,semaine,22
auparavant,auparavant,60
",",",",p
l',le,52
avait,avoir,18
humilié,humilier,12
en,en,81
plein,plein,30
corps,corps,21
de,de,81
garde,garde,22
et,et,82
lui,lui,51
avait,avoir,18
dit,dire,12
:,:,p
“,“,p
sortez,sortir,17
/!,/!,P
Javert,Javert,20
",",",",p
cet,ce,74
homme,homme,21
hautain,hautain,30
",",",",p
était,être,18
à,à,81
son,son,73
insu,insu,21
plein,plein,30
de,de,81
simplicité,simplicité,22
et,et,82
de,de,81
dignité,dignité,22
/.,/.,P
monsieur,monsieur,21
Madeleine,Madeleine,20
ne,ne,60
répondit,répondre,19
à,à,81
sa,son,73
prière,prière,22
que,que,83
par,par,81
/.,/.,P
