11881
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-quatrième extrait>,<>,<>
“,“,p
pas,pas,60
réussir,réussir,14
",",",",p
allons,aller,17
donc,donc,82
/!,/!,P
l',le,71
argent,argent,21
m',je,51
a,avoir,17
manqué,manquer,12
",",",",p
voilà,voilà,81
tout,tout,52
/.,/.,P
si,si,83
Napoléon,Napoléon,20
",",",",p
le,le,71
jour,jour,21
de,de,81
Waterloo,Waterloo,20
",",",",p
avait,avoir,18
eu,avoir,12
cent,cent,72
mille,mille,72
hommes,homme,21
encore,encore,60
à,à,81
faire,faire,14
tuer,tuer,14
",",",",p
il,il,51
l',le,52
emportait,emporter,18
",",",",p
la,le,71
face,face,22
du,de,81
du,le,71
monde,monde,21
était,être,18
changée,changer,12
/.,/.,P
moi,moi,51
",",",",p
si,si,83
j',je,51
avais,avoir,18
eu,avoir,12
à,à,81
jeter,jeter,14
au,à,81
au,le,71
gouffre,gouffre,21
les,le,71
quelques,quelque,75
centaines,centaine,22
de,de,81
millions,million,21
nécessaires,nécessaire,30
",",",",p
je,je,51
serais,être,16
le,le,71
maître,maître,21
du,de,81
du,le,71
monde,monde,21
/.,/.,P
-,-,p
mais,mais,82
c',ce,52
est,être,17
affreux,affreux,30
!,!,p
cria,crier,19
t,t,94
elle,il,51
",",",",p
révoltée,révolté,31
/.,/.,P
quoi,quoi,52
?,?,p
vous,vous,51
trouvez,trouver,17
qu',que,83
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
eu,avoir,12
assez,assez,60
de,de,81
ruines,ruine,22
",",",",p
pas,pas,60
assez,assez,60
de,de,81
larmes,larme,22
",",",",p
pas,pas,60
assez,assez,60
de,de,81
sang,sang,21
/!,/!,P
il,il,51
vous,vous,51
faudrait,falloir,16
d',de,81
autres,autre,75
désastres,désastre,21
encore,encore,60
",",",",p
d',de,81
autres,autre,75
familles,famille,22
dépouillées,dépouillé,31
",",",",p
d',de,81
autres,autre,75
malheureux,malheureux,21
réduits,réduit,31
à,à,81
mendier,mendier,14
dans,dans,81
les,le,71
rues,rue,22
/!,/!,P
il,il,51
reprit,reprendre,19
sa,son,73
promenade,promenade,22
violente,violent,30
",",",",p
il,il,51
eut,avoir,19
un,un,71
geste,geste,21
d',de,81
indifférence,indifférence,22
supérieure,supérieur,30
",",",",p
en,en,81
jetant,jeter,13
ce,ce,74
cri,cri,21
:,:,p
“,“,p
est,être,17
ce,ce,52
que,que,83
la,le,71
vie,vie,22
s',se,51
inquiète,inquiéter,17
de,de,81
ça,ça,52
/!,/!,P
chaque,chaque,75
pas,pas,21
que,que,83
l',l',94
on,on,51
fait,faire,17
écrase,écraser,17
des,de,81
des,le,71
milliers,millier,21
d',de,81
existences,existence,22
/.,/.,P
“,“,p
et,et,82
un,un,71
silence,silence,21
régna,régner,19
",",",",p
elle,il,51
le,le,52
suivit,suivre,19
dans,dans,81
sa,son,73
marche,marche,22
",",",",p
le,le,71
coeur,coeur,21
envahi,envahi,31
de,de,81
froid,froid,21
/.,/.,P
était,être,18
ce,ce,52
un,un,71
coquin,coquin,21
",",",",p
était,être,18
ce,ce,52
un,un,71
héros,héros,21
/?,/?,P
elle,il,51
frémissait,frémir,18
",",",",p
en,en,81
se,se,51
demandant,demander,13
quelles,quel,75
pensées,pensée,22
de,de,81
grand,grand,30
capitaine,capitaine,21
vaincu,vaincu,31
",",",",p
réduit,réduit,31
à,à,81
l',le,71
impuissance,impuissance,22
",",",",p
il,il,51
pouvait,pouvoir,18
rouler,rouler,14
depuis,depuis,81
six,six,72
mois,mois,21
qu',que,83
il,il,51
était,être,18
enfermé,enfermer,12
dans,dans,81
cette,ce,74
cellule,cellule,22
;,;,p
et,et,82
elle,il,51
jeta,jeter,19
seulement,seulement,60
alors,alors,60
un,un,71
regard,regard,21
autour,autour,60
d',de,81
elle,il,51
:,:,p
les,le,71
quatre,quatre,72
murs,mur,21
nus,nu,30
",",",",p
le,le,71
petit,petit,30
lit,lit,21
de,de,81
fer,fer,21
",",",",p
la,le,71
table,table,22
de,de,81
bois,bois,21
blanc,blanc,30
",",",",p
les,le,71
deux,deux,72
chaises,chaise,22
de,de,81
paille,paille,22
/.,/.,P
lui,lui,51
qui,qui,52
avait,avoir,18
vécu,vivre,12
",",",",p
au,à,81
au,le,71
milieu,milieu,21
d',de,81
un,un,71
luxe,luxe,21
prodigué,prodigué,31
",",",",p
éclatant,éclatant,30
/!,/!,P
mais,mais,82
",",",",p
tout,tout,60
d',de,81
un,un,71
coup,coup,21
",",",",p
il,il,51
revint,revenir,19
s',se,51
asseoir,asseoir,14
",",",",p
les,le,71
jambes,jambe,22
comme,comme,83
brisées,brisé,31
de,de,81
lassitude,lassitude,22
/.,/.,P
et,et,82
",",",",p
longuement,longuement,60
",",",",p
il,il,51
parla,parler,19
à,à,81
demi-voix,demi-voix,22
dans,dans,81
une,un,71
sorte,sorte,22
de,de,81
confession,confession,22
involontaire,involontaire,30
/.,/.,P
“,“,p
Gundermann,Gundermann,20
avait,avoir,18
raison,raison,22
",",",",p
décidément,décidément,60
:,:,p
ça,ça,52
ne,ne,60
vaut,valoir,17
rien,rien,52
",",",",p
la,le,71
fièvre,fièvre,22
",",",",p
à,à,81
la,le,71
bourse,bourse,22
/…,/…,P
ah,ah,93
!,!,p
le,le,71
gredin,gredin,21
",",",",p
est,être,17
il,il,51
heureux,heureux,30
",",",",p
lui,lui,51
",",",",p
de,de,81
n',ne,60
avoir,avoir,14
plus,plus,60
ni,ni,82
sang,sang,21
ni,ni,82
nerfs,nerf,21
",",",",p
de,de,81
ne,ne,60
plus,plus,60
pouvoir,pouvoir,14
coucher,coucher,14
avec,avec,81
une,un,71
femme,femme,22
",",",",p
ni,ni,82
boire,boire,14
une,un,71
bouteille,bouteille,22
de,de,81
bourgogne,bourgogne,21
/!,/!,P
je,je,51
crois,croire,17
d',de,81
ailleurs,ailleurs,60
qu',que,83
il,il,51
a,avoir,17
toujours,toujours,60
été,être,12
comme,comme,83
ça,ça,52
",",",",p
ses,son,73
veines,veine,22
charrient,charrier,17
de,de,81
la,le,71
glace,glace,22
/…,/…,P
moi,moi,51
",",",",p
je,je,51
suis,être,17
trop,trop,60
passionné,passionner,12
",",",",p
c',ce,52
est,être,17
évident,évident,30
/.,/.,P
la,le,71
raison,raison,22
de,de,81
ma,mon,73
défaite,défaite,22
n',ne,60
est,être,17
pas,pas,60
ailleurs,ailleurs,60
",",",",p
voilà,voilà,81
pourquoi,pourquoi,60
je,je,51
me,je,51
suis,être,17
si,si,60
souvent,souvent,60
cassé,casser,12
les,le,71
reins,rein,21
/.,/.,P
et,et,82
il,il,51
faut,falloir,17
ajouter,ajouter,14
que,que,83
",",",",p
si,si,83
ma,mon,73
passion,passion,22
me,je,51
tue,tuer,17
",",",",p
c',ce,52
est,être,17
aussi,aussi,60
ma,mon,73
passion,passion,22
qui,qui,52
me,je,51
fait,faire,17
vivre,vivre,14
/.,/.,P
oui,oui,60
",",",",p
elle,il,51
m',je,51
emporte,emporter,17
",",",",p
elle,il,51
me,je,51
grandit,grandir,17
",",",",p
me,je,51
pousse,pousser,17
très,très,60
haut,haut,30
",",",",p
et,et,82
puis,puis,60
elle,il,51
m',je,51
abat,abattre,17
",",",",p
elle,il,51
détruit,détruire,17
d',de,81
un,un,71
coup,coup,21
toute,tout,75
son,son,73
oeuvre,oeuvre,22
/.,/.,P
jouir,jouir,14
n',ne,60
est,être,17
peut-être,peut-être,60
que,que,83
se,se,51
dévorer,dévorer,14
/…,/…,P
certainement,certainement,60
",",",",p
quand,quand,83
je,je,51
songe,songer,17
à,à,81
ces,ce,74
quatre,quatre,72
ans,an,21
de,de,81
lutte,lutte,22
",",",",p
je,je,51
vois,voir,17
bien,bien,60
tout,tout,52
ce,ce,52
qui,qui,52
m',je,51
a,avoir,17
trahi,trahir,12
",",",",p
c',ce,52
est,être,17
tout,tout,52
ce,ce,52
que,que,52
j',je,51
ai,avoir,17
désiré,désirer,12
",",",",p
tout,tout,52
ce,ce,52
que,que,52
j',je,51
ai,avoir,17
possédé,posséder,12
/…,/…,P
ça,ça,52
doit,devoir,17
être,être,14
incurable,incurable,30
",",",",p
ça,ça,52
/.,/.,P
je,je,51
suis,être,17
fichu,ficher,12
/.,/.,P
“,“,p
alors,alors,60
",",",",p
une,un,71
colère,colère,22
le,le,52
souleva,soulever,19
contre,contre,81
son,son,73
vainqueur,vainqueur,21
/.,/.,P
“,“,p
ah,ah,93
!,!,p
ce,ce,74
Gundermann,Gundermann,20
",",",",p
ce,ce,74
sale,sale,30
juif,juif,21
",",",",p
qui,qui,52
triomphe,triompher,17
parce qu',parce que,83
il,il,51
est,être,17
sans,sans,81
désirs,désir,21
!,!,p
/…,/…,P
c',ce,52
est,être,17
bien,bien,60
la,le,71
juiverie,juiverie,22
entière,entier,30
",",",",p
cet,ce,74
obstiné,obstiné,31
et,et,82
froid,froid,30
conquérant,conquérant,21
",",",",p
en,en,81
marche,marche,22
pour,pour,81
la,le,71
souveraine,souverain,30
royauté,royauté,22
du,de,81
du,le,71
monde,monde,21
",",",",p
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
peuples,peuple,21
achetés,acheté,31
un,un,52
à,à,81
un,un,52
par,par,81
la,le,71
toute-puissance,toute-puissance,22
de,de,81
l',le,71
or,or,21
/.,/.,P
voilà,voilà,81
des,de,81
des,le,71
siècles,siècle,21
que,que,52
la,le,71
race,race,22
nous,nous,51
envahit,envahir,17
et,et,82
triomphe,triompher,17
",",",",p
malgré,malgré,81
les,le,71
coups,coup,21
de,de,81
pied,pied,21
au,à,81
au,le,71
derrière,derrière,21
et,et,82
les,le,71
crachats,crachat,21
/.,/.,P
lui,lui,51
a,avoir,17
déjà,déjà,60
un,un,71
milliard,milliard,21
",",",",p
il,il,51
en,en,52
aura,avoir,15
deux,deux,72
",",",",p
il,il,51
en,en,52
aura,avoir,15
dix,dix,72
",",",",p
il,il,51
en,en,52
aura,avoir,15
cent,cent,72
",",",",p
il,il,51
sera,être,15
un,un,71
jour,jour,21
le,le,71
maître,maître,21
de,de,81
la,le,71
terre,terre,22
/.,/.,P
je,je,51
m',je,51
entête,entêter,17
depuis,depuis,81
des,de,81
des,le,71
années,année,22
à,à,81
crier,crier,14
cela,cela,52
sur,sur,81
les,le,71
toits,toit,21
",",",",p
personne,personne,52
n',ne,60
a,avoir,17
l',le,71
air,air,21
de,de,81
m',je,51
écouter,écouter,14
",",",",p
on,on,51
croit,croire,17
que,que,83
c',ce,52
est,être,17
un,un,71
simple,simple,30
dépit,dépit,21
d',de,81
homme,homme,21
de,de,81
bourse,bourse,22
",",",",p
lorsque,lorsque,83
c',ce,52
est,être,17
le,le,71
cri,cri,21
même,même,30
de,de,81
mon,mon,73
sang,sang,21
/.,/.,P
oui,oui,60
",",",",p
la,le,71
haine,haine,22
du,de,81
du,le,71
juif,juif,21
",",",",p
je,je,51
l',le,52
ai,avoir,17
dans,dans,81
la,le,71
peau,peau,22
",",",",p
oh,oh,93
!,!,p
de,de,81
très,très,60
loin,loin,60
",",",",p
aux,à,81
aux,le,71
racines,racine,22
mêmes,même,30
de,de,81
mon,mon,73
être,être,21
/!,/!,P
quelle,quel,75
singulière,singulier,30
chose,chose,22
!,!,p
murmura,murmurer,19
tranquillement,tranquillement,60
madame,madame,22
Caroline,Caroline,20
",",",",p
avec,avec,81
son,son,73
vaste,vaste,30
savoir,savoir,21
",",",",p
sa,son,73
tolérance,tolérance,22
universelle,universel,30
/.,/.,P
pour,pour,81
moi,moi,51
",",",",p
les,le,71
juifs,juif,21
",",",",p
ce,ce,52
sont,être,17
des,de,81
des,le,71
hommes,homme,21
comme,comme,83
les,le,71
autres,autre,52
/.,/.,P
s',si,83
ils,ils,51
sont,être,17
à,à,81
part,part,22
",",",",p
c',ce,52
est,être,17
qu',que,83
on,on,51
les,le,52
y,y,52
a,avoir,17
mis,mettre,12
/.,/.,P
“,“,p
Saccard,Saccard,20
",",",",p
qui,qui,52
n',ne,60
avait,avoir,18
pas,pas,60
même,même,60
entendu,entendre,12
",",",",p
continuait,continuer,18
avec,avec,81
plus,plus,60
de,de,81
violence,violence,22
:,:,p
“,“,p
et,et,82
ce,ce,52
qui,qui,52
m',je,51
exaspère,exaspérer,17
",",",",p
c',ce,52
est,être,17
que,que,83
je,je,51
vois,voir,17
les,le,71
gouvernements,gouvernement,21
complices,complice,30
",",",",p
aux,à,81
aux,le,71
pieds,pied,21
de,de,81
ces,ce,74
gueux,gueux,21
/.,/.,P
ainsi,ainsi,60
l',le,71
empereur,empereur,21
est,être,17
il,il,51
assez,assez,60
vendu,vendre,12
à,à,81
Gundermann,Gundermann,20
!,!,p
comme,comme,83
s',si,83
il,il,51
était,être,18
impossible,impossible,30
de,de,81
régner,régner,14
sans,sans,81
l',le,71
argent,argent,21
de,de,81
Gundermann,Gundermann,20
/!,/!,P
certes,certes,60
",",",",p
Rougon,Rougon,20
",",",",p
mon,mon,73
grand,grand,30
homme,homme,21
de,de,81
frère,frère,21
",",",",p
s',se,51
est,être,17
conduit,conduire,12
d',de,81
une,un,71
façon,façon,22
bien,bien,60
dégoûtante,dégoûtant,30
à,à,81
mon,mon,73
égard,égard,21
;,;,p
car,car,82
",",",",p
je,je,51
ne,ne,60
vous,vous,51
l',le,52
ai,avoir,17
pas,pas,60
dit,dire,12
",",",",p
j',je,51
ai,avoir,17
été,être,12
assez,assez,60
lâche,lâche,30
pour,pour,81
chercher,chercher,14
à,à,81
me,je,51
réconcilier,réconcilier,14
",",",",p
avant,avant,81
la,le,71
catastrophe,catastrophe,22
",",",",p
et,et,82
si,si,83
je,je,51
suis,être,17
ici,ici,60
",",",",p
c',ce,52
est,être,17
qu',que,83
il,il,51
l',le,52
a,avoir,17
bien,bien,60
voulu,vouloir,12
/.,/.,P
n',ne,60
importe,importer,17
",",",",p
puisque,puisque,83
je,je,51
le,le,52
gêne,gêner,17
",",",",p
qu',que,83
il,il,51
se,se,51
débarrasse,débarrasser,17
donc,donc,82
de,de,81
moi,moi,51
!,!,p
je,je,51
ne,ne,60
lui,lui,51
en,en,52
voudrai,vouloir,15
quand,quand,83
même,même,60
que,que,83
de,de,81
son,son,73
alliance,alliance,22
avec,avec,81
ces,ce,74
sales,sale,30
juifs,juif,21
/…,/…,P
avez,avoir,17
vous,vous,51
songé,songer,12
à,à,81
cela,cela,52
?,?,p
l',le,71
Universelle,Universelle,20
étranglée,étranglé,31
pour,pour,81
que,que,83
Gundermann,Gundermann,20
continue,continuer,17
son,son,73
commerce,commerce,21
!,!,p
toute,tout,75
banque,banque,22
catholique,catholique,30
trop,trop,60
puissante,puissant,30
écrasée,écrasé,31
",",",",p
comme,comme,83
un,un,71
danger,danger,21
social,social,30
",",",",p
pour,pour,81
assurer,assurer,14
le,le,71
définitif,définitif,30
triomphe,triomphe,21
de,de,81
la,le,71
juiverie,juiverie,22
",",",",p
qui,qui,52
nous,nous,51
mangera,manger,15
",",",",p
et,et,82
bientôt,bientôt,60
!,!,p
/…,/…,P
ah,ah,93
!,!,p
que,que,52
Rougon,Rougon,20
prenne,prendre,17
garde,garde,22
!,!,p
il,il,51
sera,être,15
mangé,manger,12
",",",",p
lui,lui,51
d'abord,d'abord,60
",",",",p
balayé,balayer,12
de,de,81
ce,ce,74
pouvoir,pouvoir,21
auquel,à,81
auquel,lequel,52
il,il,51
se,se,51
cramponne,cramponner,17
",",",",p
pour,pour,81
lequel,lequel,52
il,il,51
renie,renier,17
tout,tout,52
/.,/.,P
c',ce,52
est,être,17
très,très,60
malin,malin,30
",",",",p
son,son,73
jeu,jeu,21
de,de,81
bascule,bascule,22
",",",",p
les,le,71
gages,gage,21
donnés,donné,31
un,un,71
jour,jour,21
aux,à,81
aux,le,71
libéraux,libéral,21
",",",",p
l',le,71
autre,autre,75
jour,jour,21
aux,à,81
aux,le,71
autoritaires,autoritaire,30
;,;,p
mais,mais,82
",",",",p
à,à,81
ce,ce,74
jeu,jeu,21
là,là,60
",",",",p
on,on,51
finit,finir,17
fatalement,fatalement,60
par,par,81
se,se,51
rompre,rompre,14
le,le,71
cou,cou,21
/…,/…,P
et,et,82
",",",",p
puisque,puisque,83
tout,tout,52
craque,craquer,17
",",",",p
que,que,83
le,le,71
désir,désir,21
de,de,81
Gundermann,Gundermann,20
s',se,51
accomplisse,accomplir,17
donc,donc,82
",",",",p
lui,lui,51
qui,qui,52
a,avoir,17
prédit,prédire,12
que,que,83
la,le,71
France,France,20
serait,être,16
battue,battre,12
",",",",p
si,si,83
nous,nous,51
avions,avoir,18
la,le,71
guerre,guerre,22
avec,avec,81
l',le,71
Allemagne,Allemagne,20
/!,/!,P
nous,nous,51
sommes,être,17
prêts,prêt,30
",",",",p
les,le,71
Prussiens,Prussien,20
n',ne,60
ont,avoir,17
plus,plus,60
qu',que,83
à,à,81
entrer,entrer,14
et,et,82
à,à,81
prendre,prendre,14
nos,notre,73
provinces,province,22
/.,/.,P
“,“,p
d',de,81
un,un,71
geste,geste,21
terrifié,terrifié,31
et,et,82
suppliant,suppliant,30
",",",",p
elle,il,51
le,le,52
fit,faire,19
taire,taire,14
",",",",p
comme,comme,83
s',si,83
il,il,51
allait,aller,18
attirer,attirer,14
la,le,71
foudre,foudre,22
/.,/.,P
“,“,p
non,non,60
",",",",p
non,non,60
!,!,p
ne,ne,60
dites,dire,17
pas,pas,60
ces,ce,74
choses,chose,22
/.,/.,P
vous,vous,51
n',ne,60
avez,avoir,17
pas,pas,60
le,le,71
droit,droit,21
de,de,81
les,le,52
dire,dire,14
/…,/…,P
du,de,81
du,le,71
reste,reste,21
",",",",p
votre,votre,73
frère,frère,21
n',ne,60
est,être,17
pour,pour,81
rien,rien,52
dans,dans,81
votre,votre,73
arrestation,arrestation,22
/.,/.,P
je,je,51
sais,savoir,17
de,de,81
source,source,22
certaine,certain,30
que,que,52
c',ce,52
est,être,17
le,le,71
garde,garde,21
des,de,81
des,le,71
Sceaux,Sceaux,20
Delcambre,Delcambre,20
qui,qui,52
a,avoir,17
tout,tout,52
fait,faire,12
/.,/.,P
“,“,p
la,le,71
colère,colère,22
de,de,81
Saccard,Saccard,20
tomba,tomber,19
brusquement,brusquement,60
",",",",p
il,il,51
eut,avoir,19
un,un,71
sourire,sourire,21
/.,/.,P
“,“,p
oh,oh,93
!,!,p
celui-là,celui-là,52
se,se,51
venge,venger,17
/.,/.,P
“,“,p
elle,il,51
le,le,52
regardait,regarder,18
d',de,81
un,un,71
air,air,21
d',de,81
interrogation,interrogation,22
",",",",p
et,et,82
il,il,51
ajouta,ajouter,19
:,:,p
“,“,p
oui,oui,60
",",",",p
une,un,71
vieille,vieux,30
histoire,histoire,22
entre,entre,81
nous,nous,51
/…,/…,P
je,je,51
sais,savoir,17
d',de,81
avance,avance,22
que,que,83
je,je,51
serai,être,16
condamné,condamner,12
/.,/.,P
“,“,p
sans,sans,81
doute,doute,21
",",",",p
elle,il,51
se,se,51
méfia,méfier,19
de,de,81
l',le,71
histoire,histoire,22
",",",",p
car,car,82
elle,il,51
n',ne,60
insista,insister,19
pas,pas,60
/.,/.,P
un,un,71
court,court,30
silence,silence,21
régna,régner,19
",",",",p
pendant,pendant,81
lequel,lequel,52
il,il,51
/.,/.,P
