11921
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Dixième extrait>,<>,<>
trouvait,trouver,18
rien,rien,52
à,à,81
lui,lui,51
dire,dire,14
",",",",p
absolument,absolument,60
rien,rien,52
",",",",p
ayant,avoir,13
l',le,71
esprit,esprit,21
paralysé,paralysé,31
par,par,81
le,le,71
désir,désir,21
impérieux,impérieux,30
de,de,81
la,le,52
saisir,saisir,14
dans,dans,81
ses,son,73
bras,bras,21
/.,/.,P
“,“,p
si,si,83
j',je,51
osais,oser,18
",",",",p
que,que,52
ferait,faire,16
elle,il,51
?,?,p
pensait,penser,18
il,il,51
/.,/.,P
et,et,82
le,le,71
souvenir,souvenir,21
de,de,81
toutes,tout,75
les,le,71
polissonneries,polissonnerie,22
chuchotées,chuchoté,31
pendant,pendant,81
le,le,71
dîner,dîner,21
l',le,52
enhardissait,enhardir,18
",",",",p
mais,mais,82
la,le,71
peur,peur,22
du,de,81
du,le,71
scandale,scandale,21
le,le,52
retenait,retenir,18
en,en,81
même,même,75
temps,temps,21
/.,/.,P
elle,il,51
ne,ne,60
disait,dire,18
rien,rien,52
non,non,60
plus,plus,60
",",",",p
immobile,immobile,30
",",",",p
enfoncée,enfoncé,31
en,en,81
son,son,73
coin,coin,21
/.,/.,P
il,il,51
eût,avoir,19
pensé,penser,12
qu',que,83
elle,il,51
dormait,dormir,18
s',si,83
il,il,51
n',ne,60
avait,avoir,18
vu,voir,12
briller,briller,14
ses,son,73
yeux,oeil,21
chaque,chaque,75
fois,fois,22
qu',que,83
un,un,71
rayon,rayon,21
de,de,81
lumière,lumière,22
pénétrait,pénétrer,18
dans,dans,81
la,le,71
voiture,voiture,22
/.,/.,P
“,“,p
que,que,52
pensait,penser,18
elle,il,51
/?,/?,P
il,il,51
sentait,sentir,18
bien,bien,60
qu',que,83
il,il,51
ne,ne,60
fallait,falloir,18
point,point,60
parler,parler,14
",",",",p
qu',que,83
un,un,71
mot,mot,21
",",",",p
un,un,71
seul,seul,30
mot,mot,21
",",",",p
rompant,rompre,13
le,le,71
silence,silence,21
",",",",p
emporterait,emporter,16
ses,son,73
chances,chance,22
;,;,p
mais,mais,82
l',le,71
audace,audace,22
lui,lui,51
manquait,manquer,18
",",",",p
l',le,71
audace,audace,22
de,de,81
l',le,71
action,action,22
brusque,brusque,30
et,et,82
brutale,brutal,30
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
il,il,51
sentit,sentir,19
remuer,remuer,14
son,son,73
pied,pied,21
/.,/.,P
elle,il,51
avait,avoir,18
fait,faire,12
un,un,71
mouvement,mouvement,21
",",",",p
un,un,71
mouvement,mouvement,21
sec,sec,30
",",",",p
nerveux,nerveux,30
",",",",p
d',de,81
impatience,impatience,22
ou,ou,82
d',de,81
appel,appel,21
peut-être,peut-être,60
/.,/.,P
ce,ce,74
geste,geste,21
",",",",p
presque,presque,60
insensible,insensible,30
",",",",p
lui,lui,51
fit,faire,19
courir,courir,14
",",",",p
de,de,81
la,le,71
tête,tête,22
aux,à,81
aux,le,71
pieds,pied,21
",",",",p
un,un,71
grand,grand,30
frisson,frisson,21
sur,sur,81
la,le,71
peau,peau,22
",",",",p
et,et,82
",",",",p
se,se,51
tournant,tourner,13
vivement,vivement,60
",",",",p
il,il,51
se,se,51
jeta,jeter,19
sur,sur,81
elle,il,51
",",",",p
cherchant,chercher,13
la,le,71
bouche,bouche,22
avec,avec,81
ses,son,73
lèvres,lèvre,22
et,et,82
la,le,71
chair,chair,22
nue,nu,30
avec,avec,81
ses,son,73
mains,main,22
/.,/.,P
elle,il,51
jeta,jeter,19
un,un,71
cri,cri,21
",",",",p
un,un,71
petit,petit,30
cri,cri,21
",",",",p
voulut,vouloir,19
se,se,51
dresser,dresser,14
",",",",p
se,se,51
débattre,débattre,14
",",",",p
le,le,52
repousser,repousser,14
",",",",p
puis,puis,60
elle,il,51
céda,céder,19
",",",",p
comme,comme,83
si,si,83
la,le,71
force,force,22
lui,lui,51
eût,avoir,19
manqué,manquer,12
pour,pour,81
résister,résister,14
plus,plus,60
longtemps,longtemps,60
/.,/.,P
mais,mais,82
la,le,71
voiture,voiture,22
s',se,51
étant,être,13
arrêtée,arrêter,12
bientôt,bientôt,60
devant,devant,81
la,le,71
maison,maison,22
qu',que,83
elle,il,51
habitait,habiter,18
",",",",p
Duroy,Duroy,20
",",",",p
surpris,surprendre,19
",",",",p
n',ne,60
eut,avoir,19
point,point,60
à,à,81
chercher,chercher,14
des,de,81
des,le,71
paroles,parole,22
passionnées,passionné,31
pour,pour,81
la,le,52
remercier,remercier,14
",",",",p
la,le,52
bénir,bénir,14
et,et,82
lui,lui,51
exprimer,exprimer,14
son,son,73
amour,amour,21
reconnaissant,reconnaissant,30
/.,/.,P
cependant,cependant,82
elle,il,51
ne,ne,60
se,se,51
levait,lever,18
pas,pas,60
",",",",p
elle,il,51
ne,ne,60
remuait,remuer,18
point,point,60
",",",",p
étourdie,étourdi,31
par,par,81
ce,ce,52
qui,qui,52
venait,venir,18
de,de,81
se,se,51
passer,passer,14
/.,/.,P
alors,alors,60
il,il,51
craignit,craindre,19
que,que,83
le,le,71
cocher,cocher,21
n',ne,60
eût,avoir,19
des,de,81
des,le,71
doutes,doute,21
",",",",p
et,et,82
il,il,51
descendit,descendre,19
le,le,71
premier,premier,72
pour,pour,81
tendre,tendre,14
la,le,71
main,main,22
à,à,81
la,le,71
jeune,jeune,30
femme,femme,22
/.,/.,P
elle,il,51
sortit,sortir,19
enfin,enfin,60
du,de,81
du,le,71
fiacre,fiacre,21
en,en,81
trébuchant,trébucher,13
et,et,82
sans,sans,81
prononcer,prononcer,14
une,un,71
parole,parole,22
/.,/.,P
il,il,51
sonna,sonner,19
",",",",p
et,et,82
",",",",p
comme,comme,83
la,le,71
porte,porte,22
s',se,51
ouvrait,ouvrir,18
",",",",p
il,il,51
demanda,demander,19
",",",",p
en,en,81
tremblant,trembler,13
:,:,p
-,-,p
quand,quand,83
vous,vous,51
reverrai,revoir,15
je,je,51
/?,/?,P
elle,il,51
murmura,murmurer,19
si,si,60
bas,bas,60
qu',que,83
il,il,51
entendit,entendre,19
à,à,81
peine,peine,22
:,:,p
-,-,p
venez,venir,17
déjeuner,déjeuner,14
avec,avec,81
moi,moi,51
demain,demain,60
/.,/.,P
-,-,p
et,et,82
elle,il,51
disparut,disparaître,19
dans,dans,81
l',le,71
ombre,ombre,22
du,de,81
du,le,71
vestibule,vestibule,21
en,en,81
repoussant,repousser,13
le,le,71
lourd,lourd,30
battant,battant,21
qui,qui,52
fit,faire,19
un,un,71
bruit,bruit,21
de,de,81
coup,coup,21
de,de,81
canon,canon,21
/.,/.,P
il,il,51
donna,donner,19
cent,cent,72
sous,sou,21
au,à,81
au,le,71
cocher,cocher,21
et,et,82
se,se,51
mit,mettre,19
à,à,81
marcher,marcher,14
devant,devant,81
lui,lui,51
",",",",p
d',de,81
un,un,71
pas,pas,21
rapide,rapide,30
et,et,82
triomphant,triomphant,30
",",",",p
le,le,71
coeur,coeur,21
débordant,déborder,13
de,de,81
joie,joie,22
/.,/.,P
il,il,51
en,en,52
tenait,tenir,18
une,un,52
",",",",p
enfin,enfin,60
",",",",p
une,un,71
femme,femme,22
mariée,marié,31
!,!,p
une,un,71
femme,femme,22
du,de,81
du,le,71
monde,monde,21
!,!,p
du,de,81
du,le,71
vrai,vrai,30
monde,monde,21
!,!,p
du,de,81
du,le,71
monde,monde,21
parisien,parisien,30
/!,/!,P
comme,comme,83
ça,ça,52
avait,avoir,18
été,être,12
facile,facile,30
et,et,82
inattendu,inattendu,30
/!,/!,P
il,il,51
s',se,51
était,être,18
imaginé,imaginer,12
jusque-là,jusque-là,81
que,que,83
pour,pour,81
aborder,aborder,14
et,et,82
conquérir,conquérir,14
une,un,52
de,de,81
ces,ce,74
créatures,créature,22
tant,tant,60
désirées,désiré,31
",",",",p
il,il,51
fallait,falloir,18
des,de,81
des,le,71
soins,soin,21
infinis,infini,30
",",",",p
des,de,81
des,le,71
attentes,attente,22
interminables,interminable,30
",",",",p
un,un,71
siège,siège,21
habile,habile,30
fait,fait,31
de,de,81
galanteries,galanterie,22
",",",",p
de,de,81
paroles,parole,22
d',de,81
amour,amour,21
",",",",p
de,de,81
soupirs,soupir,21
et,et,82
de,de,81
cadeaux,cadeau,21
/.,/.,P
et,et,82
voilà,voilà,81
que,que,83
tout,tout,60
d',de,81
un,un,71
coup,coup,21
",",",",p
à,à,81
la,le,71
moindre,moindre,30
attaque,attaque,22
",",",",p
la,le,71
première,premier,72
qu',que,52
il,il,51
rencontrait,rencontrer,18
s',se,51
abandonnait,abandonner,18
à,à,81
lui,lui,51
",",",",p
si,si,60
vite,vite,60
qu',que,83
il,il,51
en,en,52
demeurait,demeurer,18
stupéfait,stupéfait,30
/.,/.,P
“,“,p
elle,il,51
était,être,18
grise,gris,30
",",",",p
pensait,penser,18
il,il,51
;,;,p
demain,demain,60
ce,ce,52
sera,être,15
une,un,71
autre,autre,75
chanson,chanson,22
/.,/.,P
j',je,51
aurai,avoir,15
les,le,71
larmes,larme,22
/.,/.,P
“,“,p
cette,ce,74
idée,idée,22
l',le,52
inquiéta,inquiéter,19
",",",",p
puis,puis,60
il,il,51
se,se,51
dit,dire,19
:,:,p
“,“,p
ma,mon,73
foi,foi,22
",",",",p
tant,tant,60
pis,pis,60
/.,/.,P
maintenant,maintenant,60
je,je,51
la,le,52
tiens,tenir,17
",",",",p
je,je,51
saurai,savoir,15
bien,bien,60
la,le,52
garder,garder,14
/.,/.,P
“,“,p
et,et,82
",",",",p
dans,dans,81
le,le,71
mirage,mirage,21
confus,confus,30
où,où,60
s',se,51
égaraient,égarer,18
ses,son,73
espérances,espérance,22
",",",",p
espérances,espérance,22
de,de,81
grandeur,grandeur,22
",",",",p
de,de,81
succès,succès,21
",",",",p
de,de,81
renommée,renommée,22
",",",",p
de,de,81
fortune,fortune,22
et,et,82
d',de,81
amour,amour,21
",",",",p
il,il,51
aperçut,apercevoir,19
tout,tout,60
à,à,81
coup,coup,21
",",",",p
pareilles,pareil,30
à,à,81
ces,ce,74
guirlandes,guirlande,22
de,de,81
figurantes,figurant,30
qui,qui,52
se,se,51
déroulent,dérouler,17
dans,dans,81
le,le,71
ciel,ciel,21
des,de,81
des,le,71
apothéoses,apothéose,22
",",",",p
une,un,71
procession,procession,22
de,de,81
femmes,femme,22
élégantes,élégant,30
",",",",p
riches,riche,30
",",",",p
puissantes,puissant,30
",",",",p
qui,qui,52
passaient,passer,18
en,en,81
souriant,sourire,13
pour,pour,81
disparaître,disparaître,14
l',le,71
une,un,52
après,après,81
l',le,71
autre,autre,52
au,à,81
au,le,71
fond,fond,21
du,de,81
du,le,71
nuage,nuage,21
doré,doré,31
de,de,81
ses,son,73
rêves,rêve,21
/.,/.,P
et,et,82
son,son,73
sommeil,sommeil,21
fut,être,19
peuplé,peupler,12
de,de,81
visions,vision,22
/.,/.,P
il,il,51
était,être,18
un,un,71
peu,peu,60
ému,émouvoir,12
",",",",p
le,le,71
lendemain,lendemain,21
",",",",p
en,en,81
montant,monter,13
l',le,71
escalier,escalier,21
de,de,81
madame,madame,22
de,de,81
Marelle,Marelle,20
/.,/.,P
comment,comment,60
allait,aller,18
elle,il,51
le,le,52
recevoir,recevoir,14
/?,/?,P
et,et,82
si,si,83
elle,il,51
ne,ne,60
le,le,52
recevait,recevoir,18
pas,pas,60
/?,/?,P
si,si,83
elle,il,51
avait,avoir,18
défendu,défendre,12
l',le,71
entrée,entrée,22
de,de,81
sa,son,73
demeure,demeure,22
/?,/?,P
si,si,83
elle,il,51
racontait,raconter,18
/…,/…,P
mais,mais,82
non,non,60
",",",",p
elle,il,51
ne,ne,60
pouvait,pouvoir,18
rien,rien,52
dire,dire,14
sans,sans,81
laisser,laisser,14
deviner,deviner,14
la,le,71
vérité,vérité,22
tout,tout,60
entière,entier,30
/.,/.,P
donc,donc,82
il,il,51
était,être,18
maître,maître,21
de,de,81
la,le,71
situation,situation,22
/.,/.,P
la,le,71
petite,petit,30
bonne,bonne,22
ouvrit,ouvrir,19
la,le,71
porte,porte,22
/.,/.,P
elle,il,51
avait,avoir,18
son,son,73
visage,visage,21
ordinaire,ordinaire,30
/.,/.,P
il,il,51
se,se,51
rassura,rassurer,19
",",",",p
comme,comme,83
s',si,83
il,il,51
se,se,51
fût,être,19
attendu,attendre,12
à,à,81
ce,ce,52
que,que,52
la,le,71
domestique,domestique,22
lui,lui,51
montrât,montrer,18
une,un,71
figure,figure,22
bouleversée,bouleversé,31
/.,/.,P
il,il,51
demanda,demander,19
:,:,p
-,-,p
madame,madame,22
va,aller,17
bien,bien,60
/?,/?,P
elle,il,51
répondit,répondre,19
:,:,p
-,-,p
oui,oui,60
",",",",p
monsieur,monsieur,21
",",",",p
comme,comme,83
toujours,toujours,60
/.,/.,P
et,et,82
elle,il,51
le,le,52
fit,faire,19
entrer,entrer,14
dans,dans,81
le,le,71
salon,salon,21
/!,/!,P
il,il,51
alla,aller,19
droit,droit,60
à,à,81
la,le,71
cheminée,cheminée,22
pour,pour,81
constater,constater,14
l',le,71
état,état,21
de,de,81
ses,son,73
cheveux,cheveu,21
et,et,82
de,de,81
sa,son,73
toilette,toilette,22
;,;,p
et,et,82
il,il,51
rajustait,rajuster,18
sa,son,73
cravate,cravate,22
devant,devant,81
la,le,71
glace,glace,22
",",",",p
quand,quand,83
il,il,51
aperçut,apercevoir,19
dedans,dedans,60
la,le,71
jeune,jeune,30
femme,femme,22
qui,qui,52
le,le,52
regardait,regarder,18
",",",",p
debout,debout,60
sur,sur,81
le,le,71
seuil,seuil,21
de,de,81
sa,son,73
chambre,chambre,22
/.,/.,P
il,il,51
fit,faire,19
semblant,semblant,21
de,de,81
ne,ne,60
l',le,52
avoir,avoir,14
point,point,60
vue,voir,12
",",",",p
et,et,82
ils,ils,51
se,se,51
considérèrent,considérer,19
quelques,quelque,75
secondes,seconde,22
",",",",p
au,à,81
au,le,71
fond,fond,21
du,de,81
du,le,71
miroir,miroir,21
",",",",p
s',se,51
observant,observer,13
",",",",p
s',se,51
épiant,épier,13
",",",",p
avant,avant,81
de,de,81
se,se,51
trouver,trouver,14
face,face,22
à,à,81
face,face,22
/.,/.,P
il,il,51
se,se,51
retourna,retourner,19
/.,/.,P
elle,il,51
n',ne,60
avait,avoir,18
point,point,60
bougé,bouger,12
",",",",p
et,et,82
semblait,sembler,18
attendre,attendre,14
/.,/.,P
il,il,51
s',se,51
élança,élancer,19
",",",",p
balbutiant,balbutier,13
:,:,p
-,-,p
comme,comme,83
je,je,51
vous,vous,51
aime,aimer,17
/!,/!,P
comme,comme,83
je,je,51
vous,vous,51
aime,aimer,17
/!,/!,P
elle,il,51
ouvrit,ouvrir,19
les,le,71
bras,bras,21
et,et,82
tomba,tomber,19
sur,sur,81
sa,son,73
poitrine,poitrine,22
;,;,p
puis,puis,60
",",",",p
ayant,avoir,13
levé,lever,12
la,le,71
tête,tête,22
vers,vers,81
lui,lui,51
",",",",p
ils,ils,51
s',se,51
embrassèrent,embrasser,19
longtemps,longtemps,60
/.,/.,P
il,il,51
pensait,penser,18
:,:,p
“,“,p
c',ce,52
est,être,17
plus,plus,60
facile,facile,30
que,que,83
je,je,51
n',ne,60
aurais,avoir,16
cru,croire,12
/.,/.,P
ça,ça,52
va,aller,17
très,très,60
bien,bien,60
/.,/.,P
“,“,p
et,et,82
",",",",p
leurs,leur,73
lèvres,lèvre,22
s',se,51
étant,être,13
séparées,séparer,12
",",",",p
il,il,51
souriait,sourire,18
",",",",p
sans,sans,81
dire,dire,14
un,un,71
mot,mot,21
",",",",p
en,en,81
tâchant,tâcher,13
de,de,81
mettre,mettre,14
dans,dans,81
son,son,73
regard,regard,21
une,un,71
infinité,infinité,22
d',de,81
amour,amour,21
/.,/.,P
elle,il,51
aussi,aussi,60
souriait,sourire,18
",",",",p
de,de,81
ce,ce,74
sourire,sourire,21
qu',que,52
elles,ils,51
ont,avoir,17
pour,pour,81
offrir,offrir,14
leur,leur,73
désir,désir,21
",",",",p
leur,leur,73
consentement,consentement,21
",",",",p
leur,leur,73
volonté,volonté,22
de,de,81
se,se,51
donner,donner,14
/.,/.,P
elle,il,51
murmura,murmurer,19
:,:,p
-,-,p
nous,nous,51
sommes,être,17
seuls,seul,30
/.,/.,P
j',je,51
ai,avoir,17
envoyé,envoyer,12
Laurine,Laurine,20
déjeuner,déjeuner,14
chez,chez,81
une,un,71
camarade,camarade,22
/.,/.,P
il,il,51
soupira,soupirer,19
",",",",p
en,en,81
lui,lui,51
baisant,baiser,13
les,le,71
poignets,poignet,21
:,:,p
-,-,p
merci,merci,21
",",",",p
je,je,51
vous,vous,51
adore,adorer,17
/.,/.,P
alors,alors,60
elle,il,51
lui,lui,51
prit,prendre,19
le,le,71
bras,bras,21
",",",",p
comme,comme,83
s',si,83
il,il,51
eût,avoir,19
été,être,12
son,son,73
mari,mari,21
",",",",p
pour,pour,81
aller,aller,14
jusqu',jusque,81
au,à,81
au,le,71
canapé,canapé,21
où,où,60
ils,ils,51
s',se,51
assirent,asseoir,19
côte,côte,22
à,à,81
côte,côte,22
/.,/.,P
il,il,51
lui,lui,51
fallait,falloir,18
un,un,71
début,début,21
de,de,81
causerie,causerie,22
habile,habile,30
et,et,82
séduisant,séduisant,30
;,;,p
ne,ne,60
le,le,52
découvrant,découvrir,13
point,point,60
à,à,81
son,son,73
gré,gré,21
",",",",p
il,il,51
balbutia,balbutier,19
:,:,p
-,-,p
alors,alors,60
",",",",p
vous,vous,51
ne,ne,60
m',je,51
en,en,52
voulez,vouloir,17
pas,pas,60
trop,trop,60
/?,/?,P
elle,il,51
lui,lui,51
mit,mettre,19
une,un,71
main,main,22
sur,sur,81
la,le,71
bouche,bouche,22
:,:,p
-,-,p
tais,taire,17
toi,toi,51
/!,/!,P
ils,ils,51
demeurèrent,demeurer,19
silencieux,silencieux,30
",",",",p
les,le,71
regards,regard,21
mêlés,mêlé,31
",",",",p
les,le,71
doigts,doigt,21
enlacés,enlacé,31
et,et,82
brûlants,brûlant,30
/.,/.,P
-,-,p
comme,comme,83
je,je,51
vous,vous,51
désirais,désirer,18
!,!,p
dit,dire,19
il,il,51
/.,/.,P
elle,il,51
répéta,répéter,19
:,:,p
-,-,p
tais,taire,17
toi,toi,51
/!,/!,P
on,on,51
entendait,entendre,18
la,le,71
bonne,bonne,22
remuer,remuer,14
les,le,71
assiettes,assiette,22
dans,dans,81
la,le,71
salle,salle,22
",",",",p
derrière,derrière,81
le,le,71
mur,mur,21
/.,/.,P
il,il,51
se,se,51
leva,lever,19
:,:,p
-,-,p
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
rester,rester,14
si,si,60
près,près,81
de,de,81
vous,vous,51
/.,/.,P
je,je,51
perdrais,perdre,16
la,le,71
/.,/.,P
