12080
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-treizième extrait>,<>,<>
cette,ce,74
cause,cause,22
?,?,p
demanda,demander,19
Aramis,Aramis,20
/.,/.,P
-,-,p
vous,vous,51
le,le,52
saurez,savoir,15
un,un,71
jour,jour,21
",",",",p
Aramis,Aramis,20
;,;,p
mais,mais,82
",",",",p
pour,pour,81
le,le,71
moment,moment,21
",",",",p
j',je,51
imiterai,imiter,15
la,le,71
retenue,retenue,22
de,de,81
la,le,71
nièce,nièce,22
du,de,81
du,le,71
docteur,docteur,21
/.,/.,P
“,“,p
Aramis,Aramis,20
sourit,sourire,19
",",",",p
car,car,82
il,il,51
se,se,51
rappelait,rappeler,18
le,le,71
conte,conte,21
qu',que,52
il,il,51
avait,avoir,18
fait,fait,21
certain,certain,75
soir,soir,21
à,à,81
ses,son,73
amis,ami,21
/.,/.,P
“,“,p
eh,eh,93
bien,bien,60
",",",",p
donc,donc,82
",",",",p
puisqu',puisque,83
elle,il,51
a,avoir,17
quitté,quitter,12
Paris,Paris,20
et,et,82
que,que,83
vous,vous,51
en,en,52
êtes,être,17
sûr,sûr,30
",",",",p
d',de,81
Artagnan,Artagnan,20
",",",",p
rien,rien,52
ne,ne,60
m',je,51
y,y,52
arrête,arrêter,17
plus,plus,60
",",",",p
et,et,82
je,je,51
suis,être,17
prêt,prêt,30
à,à,81
vous,vous,51
suivre,suivre,14
/.,/.,P
vous,vous,51
dites,dire,17
que,que,83
nous,nous,51
allons,aller,17
/?,/?,P
-,-,p
chez,chez,81
Athos,Athos,20
",",",",p
pour,pour,81
le,le,71
moment,moment,21
",",",",p
et,et,82
si,si,83
vous,vous,51
voulez,vouloir,17
venir,venir,14
",",",",p
je,je,51
vous,vous,51
invite,inviter,17
même,même,60
à,à,81
vous,vous,51
hâter,hâter,14
",",",",p
car,car,82
nous,nous,51
avons,avoir,17
déjà,déjà,60
perdu,perdre,12
beaucoup,beaucoup,60
de,de,81
temps,temps,21
/.,/.,P
à,à,81
propos,propos,21
",",",",p
prévenez,prévenir,17
Bazin,Bazin,20
/.,/.,P
-,-,p
Bazin,Bazin,20
vient,venir,17
avec,avec,81
nous,nous,51
?,?,p
demanda,demander,19
Aramis,Aramis,20
/.,/.,P
-,-,p
peut-être,peut-être,60
/.,/.,P
en,en,81
tout,tout,75
cas,cas,21
",",",",p
il,il,51
est,être,17
bon,bon,30
qu',que,83
il,il,51
nous,nous,51
suive,suivre,17
pour,pour,81
le,le,71
moment,moment,21
chez,chez,81
Athos,Athos,20
/.,/.,P
“,“,p
Aramis,Aramis,20
appela,appeler,19
Bazin,Bazin,20
",",",",p
et,et,82
après,après,81
lui,lui,51
avoir,avoir,14
ordonné,ordonner,12
de,de,81
le,le,52
venir,venir,14
joindre,joindre,14
chez,chez,81
Athos,Athos,20
:,:,p
“,“,p
partons,partir,17
donc,donc,82
“,“,p
",",",",p
dit,dire,19
il,il,51
en,en,81
prenant,prendre,13
son,son,73
manteau,manteau,21
",",",",p
son,son,73
épée,épée,22
et,et,82
ses,son,73
trois,trois,72
pistolets,pistolet,21
",",",",p
et,et,82
en,en,81
ouvrant,ouvrir,13
inutilement,inutilement,60
trois,trois,72
ou,ou,82
quatre,quatre,72
tiroirs,tiroir,21
pour,pour,81
voir,voir,14
s',si,83
il,il,51
n',ne,60
y,y,52
trouverait,trouver,16
pas,pas,60
quelque,quelque,75
pistole,pistole,22
égarée,égaré,31
/.,/.,P
puis,puis,60
",",",",p
quand,quand,83
il,il,51
se,se,51
fut,être,19
bien,bien,60
assuré,assurer,12
que,que,83
cette,ce,74
recherche,recherche,22
était,être,18
superflue,superflu,30
",",",",p
il,il,51
suivit,suivre,19
d',de,81
Artagnan,Artagnan,20
en,en,81
se,se,51
demandant,demander,13
comment,comment,60
il,il,51
se,se,51
faisait,faire,18
que,que,83
le,le,71
jeune,jeune,30
cadet,cadet,21
aux,à,81
aux,le,71
gardes,garde,21
sût,savoir,18
aussi,aussi,60
bien,bien,60
que,que,83
lui,lui,51
quelle,quel,52
était,être,18
la,le,71
femme,femme,22
à,à,81
laquelle,lequel,52
il,il,51
avait,avoir,18
donné,donner,12
l',le,71
hospitalité,hospitalité,22
",",",",p
et,et,82
sût,savoir,18
mieux,mieux,60
que,que,83
lui,lui,51
ce,ce,52
qu',que,52
elle,il,51
était,être,18
devenue,devenir,12
/.,/.,P
seulement,seulement,60
",",",",p
en,en,81
sortant,sortir,13
",",",",p
Aramis,Aramis,20
posa,poser,19
sa,son,73
main,main,22
sur,sur,81
le,le,71
bras,bras,21
de,de,81
d',de,81
Artagnan,Artagnan,20
",",",",p
et,et,82
le,le,52
regardant,regarder,13
fixement,fixement,60
:,:,p
“,“,p
vous,vous,51
n',ne,60
avez,avoir,17
parlé,parler,12
de,de,81
cette,ce,74
femme,femme,22
à,à,81
personne,personne,52
?,?,p
“,“,p
dit,dire,19
il,il,51
/.,/.,P
-,-,p
à,à,81
personne,personne,52
au,à,81
au,le,71
monde,monde,21
/.,/.,P
-,-,p
pas,pas,60
même,même,60
à,à,81
Athos,Athos,20
et,et,82
à,à,81
Porthos,Porthos,20
/?,/?,P
je,je,51
ne,ne,60
leur,leur,52
en,en,52
ai,avoir,17
pas,pas,60
soufflé,souffler,12
le,le,71
moindre,moindre,30
mot,mot,21
/.,/.,P
-,-,p
à,à,81
la,le,71
bonne,bon,30
heure,heure,22
/.,/.,P
“,“,p
et,et,82
",",",",p
tranquille,tranquille,30
sur,sur,81
ce,ce,74
point,point,21
important,important,30
",",",",p
Aramis,Aramis,20
continua,continuer,19
son,son,73
chemin,chemin,21
avec,avec,81
d',de,81
Artagnan,Artagnan,20
",",",",p
et,et,82
tous,tout,75
deux,deux,72
arrivèrent,arriver,19
bien,bien,60
tôt,tôt,60
chez,chez,81
Athos,Athos,20
/.,/.,P
ils,ils,51
le,le,52
trouvèrent,trouver,19
tenant,tenir,13
son,son,73
congé,congé,21
d',de,81
une,un,71
main,main,22
et,et,82
la,le,71
lettre,lettre,22
de,de,81
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
de,de,81
l',le,71
autre,autre,52
/.,/.,P
“,“,p
pouvez,pouvoir,17
vous,vous,51
m',je,51
expliquer,expliquer,14
ce,ce,52
que,que,52
signifient,signifier,17
ce,ce,74
congé,congé,21
et,et,82
cette,ce,74
lettre,lettre,22
que,que,52
je,je,51
viens,venir,17
de,de,81
recevoir,recevoir,14
?,?,p
dit,dire,19
Athos,Athos,20
étonné,étonné,31
/.,/.,P
“,“,p
mon,mon,73
cher,cher,30
Athos,Athos,20
",",",",p
je,je,51
veux,vouloir,17
bien,bien,60
",",",",p
puisque,puisque,83
votre,votre,73
santé,santé,22
l',le,52
exige,exiger,17
absolument,absolument,60
",",",",p
que,que,83
vous,vous,51
vous,vous,51
reposiez,reposer,17
quinze,quinze,72
jours,jour,21
/.,/.,P
allez,aller,17
donc,donc,82
prendre,prendre,14
les,le,71
eaux,eau,22
de,de,81
Forges,Forges,20
ou,ou,82
telles,tel,75
autres,autre,52
qui,qui,52
vous,vous,51
conviendront,convenir,15
",",",",p
et,et,82
rétablissez,rétablir,17
vous,vous,51
promptement,promptement,60
/.,/.,P
“,“,p
votre,votre,73
affectionné,affectionné,31
“,“,p
Tréville,Tréville,20
“,“,p
“,“,p
eh,eh,93
bien,bien,60
",",",",p
ce,ce,74
congé,congé,21
et,et,82
cette,ce,74
lettre,lettre,22
signifient,signifier,17
qu',que,83
il,il,51
faut,falloir,17
me,je,51
suivre,suivre,14
",",",",p
Athos,Athos,20
/.,/.,P
-,-,p
aux,à,81
aux,le,71
eaux,eau,22
de,de,81
Forges,Forges,20
/?,/?,P
là,là,60
ou,ou,82
ailleurs,ailleurs,60
/.,/.,P
-,-,p
pour,pour,81
le,le,71
service,service,21
du,de,81
du,le,71
roi,roi,21
/?,/?,P
du,de,81
du,le,71
roi,roi,21
ou,ou,82
de,de,81
la,le,71
reine,reine,22
:,:,p
ne,ne,60
sommes,être,17
nous,nous,51
pas,pas,60
serviteurs,serviteur,21
de,de,81
leurs,leur,73
majestés,majesté,22
/?,/?,P
en,en,81
ce,ce,74
moment,moment,21
",",",",p
Porthos,Porthos,20
entra,entrer,19
/.,/.,P
“,“,p
pardieu,pardieu,93
",",",",p
dit,dire,19
il,il,51
",",",",p
voici,voici,81
une,un,71
chose,chose,22
étrange,étrange,30
:,:,p
depuis,depuis,81
quand,quand,83
",",",",p
dans,dans,81
les,le,71
mousquetaires,mousquetaire,21
",",",",p
accorde,accorder,17
t,t,94
on,on,51
aux,à,81
aux,le,71
gens,gens,21
des,de,81
des,le,71
congés,congé,21
sans,sans,81
qu',que,83
ils,ils,51
les,le,52
demandent,demander,17
/?,/?,P
depuis,depuis,81
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
",",",",p
qu',que,83
ils,ils,51
ont,avoir,17
des,de,81
des,le,71
amis,ami,21
qui,qui,52
les,le,52
demandent,demander,17
pour,pour,81
eux,ils,51
/.,/.,P
-,-,p
ah,ah,93
!,!,p
ah,ah,93
!,!,p
dit,dire,19
Porthos,Porthos,20
",",",",p
il,il,51
paraît,paraître,17
qu',que,83
il,il,51
y,y,52
a,avoir,17
du,de,81
du,le,71
nouveau,nouveau,21
ici,ici,60
/?,/?,P
oui,oui,60
",",",",p
nous,nous,51
partons,partir,17
",",",",p
dit,dire,19
Aramis,Aramis,20
/.,/.,P
-,-,p
pour,pour,81
quel,quel,75
pays,pays,21
?,?,p
demanda,demander,19
Porthos,Porthos,20
/.,/.,P
-,-,p
ma,mon,73
foi,foi,22
",",",",p
je,je,51
n',ne,60
en,en,52
sais,savoir,17
trop,trop,60
rien,rien,52
",",",",p
dit,dire,19
Athos,Athos,20
;,;,p
demande,demander,17
cela,cela,52
à,à,81
d',de,81
Artagnan,Artagnan,20
/.,/.,P
-,-,p
pour,pour,81
Londres,Londres,20
",",",",p
messieurs,monsieur,21
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
/.,/.,P
-,-,p
pour,pour,81
Londres,Londres,20
!,!,p
s',se,51
écria,écrier,19
Porthos,Porthos,20
;,;,p
et,et,82
qu',que,52
allons,aller,17
nous,nous,51
faire,faire,14
à,à,81
Londres,Londres,20
/?,/?,P
voilà,voilà,81
ce,ce,52
que,que,52
je,je,51
ne,ne,60
puis,pouvoir,17
vous,vous,51
dire,dire,14
",",",",p
messieurs,monsieur,21
",",",",p
et,et,82
il,il,51
faut,falloir,17
vous,vous,51
fier,fier,14
à,à,81
moi,moi,51
/.,/.,P
-,-,p
mais,mais,82
pour,pour,81
aller,aller,14
à,à,81
Londres,Londres,20
",",",",p
ajouta,ajouter,19
Porthos,Porthos,20
",",",",p
il,il,51
faut,falloir,17
de,de,81
l',le,71
argent,argent,21
",",",",p
et,et,82
je,je,51
n',ne,60
en,en,52
ai,avoir,17
pas,pas,60
/.,/.,P
-,-,p
ni,ni,82
moi,moi,51
",",",",p
dit,dire,19
Aramis,Aramis,20
/.,/.,P
-,-,p
ni,ni,82
moi,moi,51
",",",",p
dit,dire,19
Athos,Athos,20
/.,/.,P
-,-,p
j',je,51
en,en,52
ai,avoir,17
",",",",p
moi,moi,51
",",",",p
reprit,reprendre,19
d',de,81
Artagnan,Artagnan,20
en,en,81
tirant,tirer,13
son,son,73
trésor,trésor,21
de,de,81
sa,son,73
poche,poche,22
et,et,82
en,en,81
le,le,52
posant,poser,13
sur,sur,81
la,le,71
table,table,22
/.,/.,P
il,il,51
y,y,52
a,avoir,17
dans,dans,81
ce,ce,74
sac,sac,21
trois,trois,72
cents,cent,72
pistoles,pistole,22
;,;,p
prenons,prendre,17
en,en,52
chacun,chacun,52
soixante,soixante,72
quinze,quinze,72
;,;,p
c',ce,52
est,être,17
autant,autant,60
qu',que,83
il,il,51
en,en,52
faut,falloir,17
pour,pour,81
aller,aller,14
à,à,81
Londres,Londres,20
et,et,82
pour,pour,81
en,en,52
revenir,revenir,14
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
soyez,être,17
tranquilles,tranquille,30
",",",",p
nous,nous,51
n',ne,60
y,y,52
arriverons,arriver,15
pas,pas,60
tous,tout,52
",",",",p
à,à,81
Londres,Londres,20
/.,/.,P
-,-,p
et,et,82
pourquoi,pourquoi,60
cela,cela,52
/?,/?,P
parce que,parce que,83
",",",",p
selon,selon,81
toute,tout,75
probabilité,probabilité,22
",",",",p
il,il,51
y,y,52
en,en,52
aura,avoir,15
quelques-uns,quelqu'un,52
d',de,81
entre,entre,81
nous,nous,51
qui,qui,52
resteront,rester,15
en,en,81
route,route,22
/.,/.,P
-,-,p
mais,mais,82
est,être,17
ce,ce,52
donc,donc,82
une,un,71
campagne,campagne,22
que,que,52
nous,nous,51
entreprenons,entreprendre,17
/?,/?,P
et,et,82
des,de,81
des,le,71
plus,plus,60
dangereuses,dangereux,30
",",",",p
je,je,51
vous,vous,51
en,en,52
avertis,avertir,17
/.,/.,P
-,-,p
ah,ah,93
çà,çà,60
",",",",p
mais,mais,82
",",",",p
puisque,puisque,83
nous,nous,51
risquons,risquer,17
de,de,81
nous,nous,51
faire,faire,14
tuer,tuer,14
",",",",p
dit,dire,19
Porthos,Porthos,20
",",",",p
je,je,51
voudrais,vouloir,16
bien,bien,60
savoir,savoir,14
pourquoi,pourquoi,60
",",",",p
au,à,81
au,le,71
moins,moins,60
/?,/?,P
tu,tu,51
en,en,52
seras,être,15
bien,bien,60
plus,plus,60
avancé,avancer,12
!,!,p
dit,dire,19
Athos,Athos,20
/.,/.,P
-,-,p
cependant,cependant,82
",",",",p
dit,dire,19
Aramis,Aramis,20
",",",",p
je,je,51
suis,être,17
de,de,81
l',le,71
avis,avis,21
de,de,81
Porthos,Porthos,20
/.,/.,P
-,-,p
le,le,71
roi,roi,21
a,avoir,17
t,t,94
il,il,51
l',le,71
habitude,habitude,22
de,de,81
vous,vous,51
rendre,rendre,14
des,de,81
des,le,71
comptes,compte,21
/?,/?,P
non,non,60
;,;,p
il,il,51
vous,vous,51
dit,dire,19
tout,tout,60
bonnement,bonnement,60
:,:,p
“,“,p
messieurs,monsieur,21
",",",",p
on,on,51
se,se,51
bat,battre,17
en,en,81
Gascogne,Gascogne,20
ou,ou,82
dans,dans,81
les,le,71
Flandres,Flandre,20
;,;,p
allez,aller,17
vous,vous,51
battre,battre,14
“,“,p
",",",",p
et,et,82
vous,vous,51
y,y,52
allez,aller,17
/.,/.,P
pourquoi,pourquoi,60
?,?,p
vous,vous,51
ne,ne,60
vous,vous,51
en,en,52
inquiétez,inquiéter,17
même,même,60
pas,pas,60
/.,/.,P
-,-,p
d',de,81
Artagnan,Artagnan,20
a,avoir,17
raison,raison,22
",",",",p
dit,dire,19
Athos,Athos,20
",",",",p
voilà,voilà,81
nos,notre,73
trois,trois,72
congés,congé,21
qui,qui,52
viennent,venir,17
de,de,81
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
",",",",p
et,et,82
voilà,voilà,81
trois,trois,72
cents,cent,72
pistoles,pistole,22
qui,qui,52
viennent,venir,17
je,je,51
ne,ne,60
sais,savoir,17
d',de,81
où,où,60
/.,/.,P
allons,aller,17
nous,nous,51
faire,faire,14
tuer,tuer,14
où,où,60
l',l',94
on,on,51
nous,nous,51
dit,dire,17
d',de,81
aller,aller,14
/.,/.,P
la,le,71
vie,vie,22
vaut,valoir,17
elle,il,51
la,le,71
peine,peine,22
de,de,81
faire,faire,14
autant,autant,60
de,de,81
questions,question,22
/?,/?,P
d',de,81
Artagnan,Artagnan,20
",",",",p
je,je,51
suis,être,17
prêt,prêt,30
à,à,81
te,tu,51
suivre,suivre,14
/.,/.,P
-,-,p
et,et,82
moi,moi,51
aussi,aussi,60
",",",",p
dit,dire,19
Porthos,Porthos,20
/.,/.,P
-,-,p
et,et,82
moi,moi,51
aussi,aussi,60
",",",",p
dit,dire,19
Aramis,Aramis,20
/.,/.,P
aussi,aussi,60
bien,bien,60
",",",",p
je,je,51
ne,ne,60
suis,être,17
pas,pas,60
fâché,fâcher,12
de,de,81
quitter,quitter,14
Paris,Paris,20
/.,/.,P
j',je,51
ai,avoir,17
besoin,besoin,21
de,de,81
distractions,distraction,22
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
vous,vous,51
en,en,52
aurez,avoir,15
",",",",p
des,de,81
des,le,71
distractions,distraction,22
",",",",p
messieurs,monsieur,21
",",",",p
soyez,être,17
tranquilles,tranquille,30
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
/.,/.,P
-,-,p
et,et,82
maintenant,maintenant,60
",",",",p
quand,quand,83
partons,partir,17
nous,nous,51
?,?,p
dit,dire,19
Athos,Athos,20
/.,/.,P
-,-,p
tout,tout,60
de,de,81
suite,suite,22
",",",",p
répondit,répondre,19
d',de,81
Artagnan,Artagnan,20
",",",",p
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
une,un,71
minute,minute,22
à,à,81
perdre,perdre,14
/.,/.,P
-,-,p
holà,holà,93
/!,/!,P
Grimaud,Grimaud,20
",",",",p
Planchet,Planchet,20
",",",",p
Mousqueton,Mousqueton,20
",",",",p
Bazin,Bazin,20
!,!,p
crièrent,crier,19
les,le,71
quatre,quatre,72
jeunes,jeune,30
gens,gens,21
appelant,appeler,13
leurs,leur,73
laquais,laquais,21
",",",",p
graissez,graisser,17
nos,notre,73
bottes,botte,22
et,et,82
ramenez,ramener,17
les,le,71
chevaux,cheval,21
de,de,81
l',le,71
hôtel,hôtel,21
/.,/.,P
“,“,p
en,en,81
effet,effet,21
",",",",p
chaque,chaque,75
mousquetaire,mousquetaire,21
laissait,laisser,18
à,à,81
l',le,71
hôtel,hôtel,21
général,général,30
comme,comme,83
à,à,81
une,un,71
caserne,caserne,22
son,son,73
cheval,cheval,21
et,et,82
celui,celui,52
de,de,81
son,son,73
laquais,laquais,21
/.,/.,P
Planchet,Planchet,20
",",",",p
Grimaud,Grimaud,20
",",",",p
Mousqueton,Mousqueton,20
et,et,82
Bazin,Bazin,20
partirent,partir,19
en,en,81
toute,tout,75
hâte,hâte,22
/.,/.,P
“,“,p
maintenant,maintenant,60
",",",",p
dressons,dresser,17
le,le,71
plan,plan,21
de,de,81
campagne,campagne,22
",",",",p
dit,dire,19
Porthos,Porthos,20
/.,/.,P
où,où,60
allons,aller,17
nous,nous,51
d'abord,d'abord,60
/?,/?,P
à,à,81
Calais,Calais,20
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
;,;,p
c',ce,52
est,être,17
la,le,71
ligne,ligne,22
la,le,71
plus,plus,60
directe,direct,30
pour,pour,81
arriver,arriver,14
à,à,81
Londres,Londres,20
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
dit,dire,19
Porthos,Porthos,20
",",",",p
voici,voici,81
mon,mon,73
avis,avis,21
/.,/.,P
-,-,p
parle,parler,17
/.,/.,P
-,-,p
quatre,quatre,72
hommes,homme,21
voyageant,voyager,13
ensemble,ensemble,60
seraient,être,16
suspects,suspect,30
:,:,p
d',de,81
Artagnan,Artagnan,20
nous,nous,51
donnera,donner,15
à,à,81
chacun,chacun,52
ses,son,73
instructions,instruction,22
",",",",p
je,je,51
partirai,partir,15
en,en,81
avant,avant,21
par,par,81
la,le,71
route,route,22
de,de,81
Boulogne,Boulogne,20
pour,pour,81
éclairer,éclairer,14
le,le,71
chemin,chemin,21
;,;,p
Athos,Athos,20
partira,partir,15
deux,deux,72
heures,heure,22
après,après,81
par,par,81
celle,celui,52
d',de,81
Amiens,Amiens,20
;,;,p
Aramis,Aramis,20
nous,nous,51
suivra,suivre,15
par,par,81
celle,celui,52
de,de,81
Noyon,Noyon,20
;,;,p
quant,quand,83
à,à,81
d',de,81
Artagnan,Artagnan,20
",",",",p
il,il,51
partira,partir,15
par,par,81
celle,celui,52
qu',que,52
il,il,51
voudra,vouloir,15
",",",",p
avec,avec,81
les,le,71
habits,habit,21
de,de,81
Planchet,Planchet,20
",",",",p
tandis que,tandis que,83
Planchet,Planchet,20
nous,nous,51
suivra,suivre,15
en,en,81
d',de,81
Artagnan,Artagnan,20
et,et,82
avec,avec,81
l',le,71
uniforme,uniforme,21
des,de,81
des,le,71
gardes,garde,21
/.,/.,P
-,-,p
messieurs,monsieur,21
",",",",p
dit,dire,19
Athos,Athos,20
",",",",p
mon,mon,73
avis,avis,21
est,être,17
qu',que,83
il,il,51
ne,ne,60
convient,convenir,17
pas,pas,60
de,de,81
mettre,mettre,14
en,en,81
rien,rien,52
des,de,81
des,le,71
laquais,laquais,21
dans,dans,81
une,un,71
pareille,pareil,30
affaire,affaire,22
:,:,p
un,un,71
secret,secret,21
peut,pouvoir,17
par,par,81
hasard,hasard,21
être,être,14
trahi,trahir,12
par,par,81
des,de,81
des,le,71
gentilshommes,gentilhomme,21
",",",",p
mais,mais,82
il,il,51
est,être,17
presque,presque,60
toujours,toujours,60
vendu,vendre,12
par,par,81
des,de,81
des,le,71
laquais,laquais,21
/.,/.,P
-,-,p
le,le,71
plan,plan,21
de,de,81
Porthos,Porthos,20
me,je,51
semble,sembler,17
impraticable,impraticable,30
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
",",",",p
en,en,81
ce,ce,52
que,que,52
j',je,51
ignore,ignorer,17
moi-même,moi-même,51
quelles,quel,75
instructions,instruction,22
je,je,51
puis,pouvoir,17
vous,vous,51
donner,donner,14
/.,/.,P
je,je,51
suis,être,17
porteur,porteur,30
d',de,81
une,un,71
lettre,lettre,22
",",",",p
voilà,voilà,81
tout,tout,52
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
et,et,82
ne,ne,60
puis,pouvoir,17
faire,faire,14
trois,trois,72
copies,copie,22
de,de,81
cette,ce,74
lettre,lettre,22
",",",",p
puisqu',puisque,83
elle,il,51
est,être,17
scellée,sceller,12
;,;,p
il,il,51
faut,falloir,17
donc,donc,82
",",",",p
à,à,81
mon,mon,73
avis,avis,21
",",",",p
voyager,voyager,14
de,de,81
compagnie,compagnie,22
/.,/.,P
cette,ce,74
lettre,lettre,22
/.,/.,P
