11536
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-cinquième extrait>,<>,<>
les,le,71
ors,or,21
",",",",p
enténébrait,enténébrer,18
les,le,71
lointains,lointain,21
du,de,81
du,le,71
temple,temple,21
",",",",p
noyait,noyer,18
les,le,71
comparses,comparse,21
du,de,81
du,le,71
crime,crime,21
ensevelis,enseveli,31
dans,dans,81
leurs,leur,73
couleurs,couleur,22
mortes,mort,31
",",",",p
et,et,82
",",",",p
n',ne,60
épargnant,épargner,13
que,que,83
les,le,71
blancheurs,blancheur,22
de,de,81
l',le,71
aquarelle,aquarelle,22
",",",",p
sortait,sortir,18
la,le,71
femme,femme,22
du,de,81
du,le,71
fourreau,fourreau,21
de,de,81
ses,son,73
joailleries,joaillerie,22
et,et,82
la,le,52
rendait,rendre,18
plus,plus,60
nue,nu,30
/.,/.,P
invinciblement,invinciblement,60
",",",",p
il,il,51
levait,lever,18
les,le,71
yeux,oeil,21
vers,vers,81
elle,il,51
",",",",p
la,le,52
discernait,discerner,18
à,à,81
ses,son,73
contours,contour,21
inoubliés,inoublié,30
et,et,82
elle,il,51
revivait,revivre,18
",",",",p
évoquant,évoquer,13
sur,sur,81
ses,son,73
lèvres,lèvre,22
ces,ce,74
bizarres,bizarre,30
et,et,82
doux,doux,30
vers,vers,21
que,que,52
Mallarmé,Mallarmé,20
lui,lui,51
prête,prêter,17
:,:,p
“,“,p
o,oh,93
miroir,miroir,21
/!,/!,P
eau,eau,22
froide,froid,30
par,par,81
l',le,71
ennui,ennui,21
dans,dans,81
ton,ton,73
cadre,cadre,21
gelée,gelé,31
“,“,p
que,que,52
de,de,81
fois,fois,22
",",",",p
et,et,82
pendant,pendant,81
les,le,71
heures,heure,22
",",",",p
désolée,désolé,31
“,“,p
des,de,81
des,le,71
songes,songe,21
et,et,82
cherchant,chercher,13
mes,mon,73
souvenirs,souvenir,21
qui,qui,52
sont,être,17
“,“,p
comme,comme,83
des,de,81
des,le,71
feuilles,feuille,22
sous,sous,81
ta,ton,73
glace,glace,22
au,à,81
au,le,71
trou,trou,21
profond,profond,30
",",",",p
“,“,p
je,je,51
m',je,51
apparus,apparaître,19
en,en,81
toi,toi,51
comme,comme,83
une,un,71
ombre,ombre,22
lointaine,lointain,30
/!,/!,P
mais,mais,82
",",",",p
horreur,horreur,22
!,!,p
des,de,81
des,le,71
soirs,soir,21
",",",",p
dans,dans,81
ta,ton,73
sévère,sévère,30
fontaine,fontaine,22
",",",",p
“,“,p
j',je,51
ai,avoir,17
de,de,81
mon,mon,73
rêve,rêve,21
épars,épars,30
connu,connaître,12
la,le,71
nudité,nudité,22
/!,/!,P
ces,ce,74
vers,vers,21
",",",",p
il,il,51
les,le,52
aimait,aimer,18
comme,comme,83
il,il,51
aimait,aimer,18
les,le,71
oeuvres,oeuvre,22
de,de,81
ce,ce,74
poète,poète,21
qui,qui,52
",",",",p
dans,dans,81
un,un,71
siècle,siècle,21
de,de,81
suffrage,suffrage,21
universel,universel,30
et,et,82
dans,dans,81
un,un,71
temps,temps,21
de,de,81
lucre,lucre,21
",",",",p
vivait,vivre,18
à,à,81
l',le,71
écart,écart,21
des,de,81
des,le,71
lettres,lettre,22
",",",",p
abrité,abrité,31
de,de,81
la,le,71
sottise,sottise,22
environnante,environnant,30
par,par,81
son,son,73
dédain,dédain,21
",",",",p
se,se,51
complaisant,complaire,13
",",",",p
loin,loin,60
du,de,81
du,le,71
monde,monde,21
",",",",p
aux,à,81
aux,le,71
surprises,surprise,22
de,de,81
l',le,71
intellect,intellect,21
",",",",p
aux,à,81
aux,le,71
visions,vision,22
de,de,81
sa,son,73
cervelle,cervelle,22
",",",",p
raffinant,raffiner,13
sur,sur,81
des,de,81
des,le,71
pensées,pensée,22
déjà,déjà,60
spécieuses,spécieux,30
",",",",p
les,le,52
greffant,greffer,13
de,de,81
finesses,finesse,22
byzantines,byzantin,30
",",",",p
les,le,52
perpétuant,perpétuer,13
en,en,81
des,de,81
des,le,71
déductions,déduction,22
légèrement,légèrement,60
indiquées,indiqué,31
que,que,52
reliait,relier,18
à,à,81
peine,peine,22
un,un,71
imperceptible,imperceptible,30
fil,fil,21
/.,/.,P
ces,ce,74
idées,idée,22
nattées,natté,31
et,et,82
précieuses,précieux,30
",",",",p
il,il,51
les,le,52
nouait,nouer,18
avec,avec,81
une,un,71
langue,langue,22
adhésive,adhésif,30
",",",",p
solitaire,solitaire,30
et,et,82
secrète,secret,30
",",",",p
pleine,plein,30
de,de,81
rétractions,rétraction,22
de,de,81
phrases,phrase,22
",",",",p
de,de,81
tournures,tournure,22
elliptiques,elliptique,30
",",",",p
d',de,81
audacieux,audacieux,30
tropes,trope,21
/.,/.,P
percevant,percevoir,13
les,le,71
analogies,analogie,22
les,le,71
plus,plus,60
lointaines,lointain,30
",",",",p
il,il,51
désignait,désigner,18
souvent,souvent,60
d',de,81
un,un,71
terme,terme,21
donnant,donner,13
à,à,81
la,le,71
fois,fois,22
",",",",p
par,par,81
un,un,71
effet,effet,21
de,de,81
similitude,similitude,22
",",",",p
la,le,71
forme,forme,22
",",",",p
le,le,71
parfum,parfum,21
",",",",p
la,le,71
couleur,couleur,22
",",",",p
la,le,71
qualité,qualité,22
",",",",p
l',le,71
éclat,éclat,21
",",",",p
l',le,71
objet,objet,21
ou,ou,82
l',le,71
être,être,21
auquel,à,81
auquel,lequel,52
il,il,51
eût,avoir,19
fallu,falloir,12
accoler,accoler,14
de,de,81
nombreuses,nombreux,30
et,et,82
de,de,81
différentes,différent,30
épithètes,épithète,22
pour,pour,81
en,en,52
dégager,dégager,14
toutes,tout,75
les,le,71
faces,face,22
",",",",p
toutes,tout,75
les,le,71
nuances,nuance,22
",",",",p
s',si,83
il,il,51
avait,avoir,18
été,être,12
simplement,simplement,60
indiqué,indiquer,12
par,par,81
son,son,73
nom,nom,21
technique,technique,30
/.,/.,P
il,il,51
parvenait,parvenir,18
ainsi,ainsi,60
à,à,81
abolir,abolir,14
l',le,71
énoncé,énoncé,21
de,de,81
la,le,71
comparaison,comparaison,22
qui,qui,52
s',se,51
établissait,établir,18
",",",",p
toute,tout,60
seule,seul,30
",",",",p
dans,dans,81
l',le,71
esprit,esprit,21
du,de,81
du,le,71
lecteur,lecteur,21
",",",",p
par,par,81
l',le,71
analogie,analogie,22
",",",",p
dès,dès,81
qu',que,83
il,il,51
avait,avoir,18
pénétré,pénétrer,12
le,le,71
symbole,symbole,21
",",",",p
et,et,82
il,il,51
se,se,51
dispensait,dispenser,18
d',de,81
éparpiller,éparpiller,14
l',le,71
attention,attention,22
sur,sur,81
chacune,chacun,52
des,de,81
des,le,71
qualités,qualité,22
qu',que,52
auraient,avoir,16
pu,pouvoir,12
présenter,présenter,14
",",",",p
un,un,52
à,à,81
un,un,52
",",",",p
les,le,71
adjectifs,adjectif,21
placés,placé,31
à la queue leu leu,à la queue leu leu,60
",",",",p
la,le,52
concentrait,concentrer,18
sur,sur,81
un,un,71
seul,seul,30
mot,mot,21
",",",",p
sur,sur,81
un,un,71
tout,tout,21
",",",",p
produisant,produire,13
",",",",p
comme,comme,83
pour,pour,81
un,un,71
tableau,tableau,21
par,par,81
exemple,exemple,21
",",",",p
un,un,71
aspect,aspect,21
unique,unique,30
et,et,82
complet,complet,30
",",",",p
un,un,71
ensemble,ensemble,21
/.,/.,P
cela,cela,52
devenait,devenir,18
une,un,71
littérature,littérature,22
condensée,condensé,31
",",",",p
un,un,71
coulis,coulis,21
essentiel,essentiel,30
",",",",p
un,un,71
sublimé,sublimé,21
d',de,81
art,art,21
;,;,p
cette,ce,74
tactique,tactique,22
d'abord,d'abord,60
employée,employé,31
d',de,81
une,un,71
façon,façon,22
restreinte,restreint,31
",",",",p
dans,dans,81
ses,son,73
première,premier,72
oeuvres,oeuvre,22
",",",",p
Mallarmé,Mallarmé,20
l',le,52
avait,avoir,18
hardiment,hardiment,60
arborée,arborer,12
dans,dans,81
une,un,71
pièce,pièce,22
sur,sur,81
Théophile,Théophile,20
Gautier,Gautier,20
et,et,82
dans,dans,81
l',le,71
après,après,81
midi,midi,21
du,de,81
du,le,71
faune,faune,21
",",",",p
une,un,71
églogue,églogue,22
",",",",p
où,où,60
les,le,71
subtilités,subtilité,22
des,de,81
des,le,71
joies,joie,22
sensuelles,sensuel,30
se,se,51
déroulaient,dérouler,18
en,en,81
des,de,81
des,le,71
vers,vers,21
mystérieux,mystérieux,30
et,et,82
câlins,câlin,30
que,que,52
trouait,trouer,18
tout,tout,60
à,à,81
coup,coup,21
ce,ce,74
cri,cri,21
fauve,fauve,30
et,et,82
délirant,délirant,30
du,de,81
du,le,71
faune,faune,21
:,:,p
“,“,p
alors,alors,60
m',je,51
éveillerai,éveiller,15
je,je,51
à,à,81
la,le,71
ferveur,ferveur,22
première,premier,72
",",",",p
“,“,p
droit,droit,30
et,et,82
seul,seul,30
sous,sous,81
un,un,71
flot,flot,21
antique,antique,30
de,de,81
lumière,lumière,22
",",",",p
“,“,p
Lys,Lys,20
!,!,p
et,et,82
l',le,71
un,un,52
de,de,81
vous,vous,51
tous,tout,52
pour,pour,81
l',le,71
ingénuité,ingénuité,22
/.,/.,P
ce,ce,74
vers,vers,21
qui,qui,52
avec,avec,81
le,le,71
monosyllabe,monosyllabe,22
lys,lis,21
!,!,p
en,en,81
rejet,rejet,21
",",",",p
évoquait,évoquer,18
l',le,71
image,image,22
de,de,81
quelque,quelque,75
chose,chose,22
de,de,81
rigide,rigide,30
",",",",p
d',de,81
élancé,élancé,31
",",",",p
de,de,81
blanc,blanc,21
",",",",p
sur,sur,81
le,le,71
sens,sens,21
duquel,de,81
duquel,lequel,52
appuyait,appuyer,18
encore,encore,60
le,le,71
substantif,substantif,21
ingénuité,ingénuité,22
mis,mis,31
à,à,81
la,le,71
rime,rime,22
",",",",p
exprimait,exprimer,18
allégoriquement,allégoriquement,60
",",",",p
en,en,81
un,un,71
seul,seul,30
terme,terme,21
",",",",p
la,le,71
passion,passion,22
",",",",p
l',le,71
effervescence,effervescence,22
",",",",p
l',le,71
état,état,21
momentané,momentané,30
du,de,81
du,le,71
faune,faune,21
vierge,vierge,30
",",",",p
affolé,affolé,31
de,de,81
rut,rut,21
par,par,81
la,le,71
vue,vue,22
des,de,81
des,le,71
nymphes,nymphe,22
/.,/.,P
dans,dans,81
cet,ce,74
extraordinaire,extraordinaire,30
poème,poème,21
",",",",p
des,de,81
des,le,71
surprises,surprise,22
d',de,81
images,image,22
nouvelles,nouveau,30
et,et,82
invues,invu,31
surgissaient,surgir,18
",",",",p
à,à,81
tout,tout,75
bout,bout,21
de,de,81
vers,vers,21
",",",",p
alors,alors,60
que,que,83
le,le,71
poète,poète,21
décrivait,décrire,18
les,le,71
élans,élan,21
",",",",p
les,le,71
regrets,regret,21
du,de,81
du,le,71
chèvre,chèvre,22
pied,pied,21
contemplant,contempler,13
sur,sur,81
le,le,71
bord,bord,21
du,de,81
du,le,71
marécage,marécage,21
les,le,71
touffes,touffe,22
des,de,81
des,le,71
roseaux,roseau,21
gardant,garder,13
encore,encore,60
",",",",p
en,en,81
un,un,71
moule,moule,21
éphémère,éphémère,30
",",",",p
la,le,71
forme,forme,22
creuse,creux,30
des,de,81
des,le,71
naïades,naïade,22
qui,qui,52
l',le,52
avaient,avoir,18
empli,emplir,12
/.,/.,P
puis,puis,60
",",",",p
des,de,81
des,le,71
Esseintes,Esseintes,20
éprouvait,éprouver,18
aussi,aussi,60
de,de,81
captieuses,captieux,30
délices,délice,21
à,à,81
palper,palper,14
cette,ce,74
minuscule,minuscule,30
plaquette,plaquette,22
",",",",p
dont,dont,52
la,le,71
couverture,couverture,22
en,en,81
feutre,feutre,21
du,de,81
du,le,71
Japon,Japon,20
",",",",p
aussi,aussi,60
blanche,blanc,30
qu',que,83
un,un,71
lait,lait,21
caillé,caillé,31
",",",",p
était,être,18
fermée,fermer,12
par,par,81
deux,deux,72
cordons,cordon,21
de,de,81
soie,soie,22
",",",",p
l',le,71
un,un,52
rose,rose,30
de,de,81
Chine,Chine,20
",",",",p
et,et,82
l',le,71
autre,autre,52
noir,noir,30
/.,/.,P
dissimulée,dissimulé,31
derrière,derrière,81
la,le,71
couverture,couverture,22
",",",",p
la,le,71
tresse,tresse,22
noire,noir,30
rejoignait,rejoindre,18
la,le,71
tresse,tresse,22
rose,rose,30
qui,qui,52
mettait,mettre,18
comme,comme,83
un,un,71
souffle,souffle,21
de,de,81
veloutine,veloutine,22
",",",",p
comme,comme,83
un,un,71
soupçon,soupçon,21
de,de,81
fard,fard,21
japonais,japonais,30
moderne,moderne,30
",",",",p
comme,comme,83
un,un,71
adjuvant,adjuvant,21
libertin,libertin,30
",",",",p
sur,sur,81
l',le,71
antique,antique,30
blancheur,blancheur,22
",",",",p
sur,sur,81
la,le,71
candide,candide,30
carnation,carnation,22
du,de,81
du,le,71
livre,livre,21
",",",",p
et,et,82
elle,il,51
l',le,52
enlaçait,enlacer,18
",",",",p
nouant,nouer,13
en,en,81
une,un,71
légère,léger,30
rosette,rosette,22
",",",",p
sa,son,73
couleur,couleur,22
sombre,sombre,30
à,à,81
la,le,71
couleur,couleur,22
claire,clair,30
",",",",p
insinuant,insinuer,13
un,un,71
discret,discret,30
avertissement,avertissement,21
de,de,81
ce,ce,74
regret,regret,21
",",",",p
une,un,71
vague,vague,30
menace,menace,22
de,de,81
cette,ce,74
tristesse,tristesse,22
qui,qui,52
succèdent,succéder,17
aux,à,81
aux,le,71
transports,transport,21
éteints,éteint,31
et,et,82
aux,à,81
aux,le,71
surexcitations,surexcitation,22
apaisées,apaisé,31
des,de,81
des,le,71
sens,sens,21
/.,/.,P
des,de,81
des,le,71
Esseintes,Esseintes,20
reposa,reposer,19
sur,sur,81
la,le,71
table,table,22
l',le,71
après,après,81
midi,midi,21
du,de,81
du,le,71
faune,faune,21
",",",",p
et,et,82
il,il,51
feuilleta,feuilleter,19
une,un,71
autre,autre,75
plaquette,plaquette,22
qu',que,52
il,il,51
avait,avoir,18
fait,faire,12
imprimer,imprimer,14
",",",",p
à,à,81
son,son,73
usage,usage,21
",",",",p
une,un,71
anthologie,anthologie,22
du,de,81
du,le,71
poème,poème,21
en,en,81
prose,prose,22
",",",",p
une,un,71
petite,petit,30
chapelle,chapelle,22
",",",",p
placée,placé,31
sous,sous,81
l',le,71
invocation,invocation,22
de,de,81
Baudelaire,Baudelaire,20
",",",",p
et,et,82
ouverte,ouvert,31
sur,sur,81
le,le,71
parvis,parvis,21
de,de,81
ses,son,73
poèmes,poème,21
/.,/.,P
cette,ce,74
anthologie,anthologie,22
comprenait,comprendre,18
un,un,71
selectae,selectae,92
du,de,81
du,le,71
Gaspard,Gaspard,20
de,de,81
la,le,71
nuit,nuit,22
de,de,81
ce,ce,74
fantasque,fantasque,30
Aloysius,Aloysius,20
Bertrand,Bertrand,20
qui,qui,52
a,avoir,17
transféré,transférer,12
les,le,71
procédés,procédé,21
du,de,81
du,le,71
Léonard,Léonard,20
dans,dans,81
la,le,71
prose,prose,22
et,et,82
peint,peindre,12
",",",",p
avec,avec,81
ses,son,73
oxydes,oxyde,21
métalliques,métallique,30
",",",",p
de,de,81
petits,petit,30
tableaux,tableau,21
dont,dont,52
les,le,71
vives,vif,30
couleurs,couleur,22
chatoient,chatoyer,17
",",",",p
ainsi,ainsi,60
que,que,83
celles,celui,52
des,de,81
des,le,71
émaux,émail,21
lucides,lucide,30
/.,/.,P
des,de,81
des,le,71
Esseintes,Esseintes,20
y,y,52
avait,avoir,18
joint,joindre,12
le,le,71
vox,vox,92
populi,populi,92
",",",",p
de,de,81
Villiers,Villiers,20
",",",",p
une,un,71
pièce,pièce,22
superbement,superbement,60
frappée,frappé,31
dans,dans,81
un,un,71
style,style,21
d',de,81
or,or,21
",",",",p
à,à,81
l',le,71
effigie,effigie,22
de,de,81
Leconte de Lisle,Leconte de Lisle,20
et,et,82
de,de,81
Flaubert,Flaubert,20
",",",",p
et,et,82
quelques,quelque,75
extraits,extrait,21
de,de,81
ce,ce,74
délicat,délicat,30
livre,livre,21
de,de,81
jade,jade,21
dont,dont,52
l',le,71
exotique,exotique,30
parfum,parfum,21
de,de,81
ginseng,ginseng,21
et,et,82
de,de,81
thé,thé,21
se,se,51
mêle,mêler,17
à,à,81
l',le,71
odorante,odorant,30
fraîcheur,fraîcheur,22
de,de,81
l',le,71
eau,eau,22
qui,qui,52
babille,babiller,17
sous,sous,81
un,un,71
clair,clair,21
de,de,81
lune,lune,22
",",",",p
tout,tout,75
le,le,71
long,long,21
du,de,81
du,le,71
livre,livre,21
/.,/.,P
mais,mais,82
",",",",p
dans,dans,81
ce,ce,74
recueil,recueil,21
",",",",p
avaient,avoir,18
été,être,12
colligés,colliger,12
certains,certain,75
poèmes,poème,21
sauvés,sauvé,31
de,de,81
revues,revue,22
/.,/.,P
