11459
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-dix-neuvième extrait>,<>,<>
avais,avoir,18
appris,apprendre,12
",",",",p
à,à,81
son,son,73
école,école,22
",",",",p
tout,tout,52
ce,ce,52
que,que,52
les,le,71
exils,exil,21
de,de,81
la,le,71
guerre,guerre,22
peuvent,pouvoir,17
faire,faire,14
souffrir,souffrir,14
et,et,82
tout,tout,52
ce,ce,52
que,que,52
le,le,71
sentiment,sentiment,21
du,de,81
du,le,71
devoir,devoir,21
peut,pouvoir,17
dompter,dompter,14
dans,dans,81
une,un,71
grande,grand,30
âme,âme,22
;,;,p
bien,bien,60
pénétré,pénétré,31
de,de,81
cet,ce,74
exemple,exemple,21
et,et,82
devenu,devenu,31
plus,plus,60
grave,grave,30
par,par,81
mes,mon,73
souffrances,souffrance,22
et,et,82
le,le,71
spectacle,spectacle,21
des,de,81
des,le,71
siennes,sien,52
",",",",p
je,je,51
vins,venir,19
à,à,81
Paris,Paris,20
me,je,51
présenter,présenter,14
",",",",p
avec,avec,81
l',le,71
expérience,expérience,22
de,de,81
ma,mon,73
prison,prison,22
",",",",p
au,à,81
au,le,71
maître,maître,21
tout-puissant,tout-puissant,30
que,que,52
j',je,51
avais,avoir,18
quitté,quitter,12
/.,/.,P
<Chapitre VII>,<>,<>
réception,réception,22
/.,/.,P
ici,ici,60
le,le,71
capitaine,capitaine,21
Renaud,Renaud,20
s',se,51
étant,être,13
interrompu,interrompre,12
",",",",p
je,je,51
regardai,regarder,19
l',le,71
heure,heure,22
à,à,81
ma,mon,73
montre,montre,22
/.,/.,P
il,il,51
était,être,18
deux,deux,72
heures,heure,22
après,après,81
minuit,minuit,21
/.,/.,P
il,il,51
se,se,51
leva,lever,19
",",",",p
et,et,82
nous,nous,51
marchâmes,marcher,19
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
grenadiers,grenadier,21
/.,/.,P
un,un,71
silence,silence,21
profond,profond,30
régnait,régner,18
partout,partout,60
/.,/.,P
beaucoup,beaucoup,60
s',se,51
étaient,être,18
assis,asseoir,12
sur,sur,81
leurs,leur,73
sacs,sac,21
",",",",p
et,et,82
s',se,51
y,y,52
étaient,être,18
endormis,endormir,12
/.,/.,P
nous,nous,51
nous,nous,51
plaçâmes,placer,19
à,à,81
quelques,quelque,75
pas,pas,21
de,de,81
là,là,60
",",",",p
sur,sur,81
le,le,71
parapet,parapet,21
",",",",p
et,et,82
il,il,51
continua,continuer,19
son,son,73
récit,récit,21
après,après,81
avoir,avoir,14
rallumé,rallumer,12
son,son,73
cigare,cigare,21
à,à,81
la,le,71
pipe,pipe,22
d',de,81
un,un,71
soldat,soldat,21
/.,/.,P
il,il,51
n',ne,60
y,y,52
avait,avoir,18
pas,pas,60
une,un,71
maison,maison,22
qui,qui,52
donnât,donner,18
signe,signe,21
de,de,81
vie,vie,22
/.,/.,P
<* * * * *>,<>,<>
-,-,p
dès,dès,81
que,que,83
je,je,51
fus,être,19
arrivé,arriver,12
à,à,81
Paris,Paris,20
",",",",p
je,je,51
voulus,vouloir,19
voir,voir,14
l',le,71
empereur,empereur,21
/.,/.,P
j',je,51
en,en,52
eus,avoir,19
occasion,occasion,22
au,à,81
au,le,71
spectacle,spectacle,21
de,de,81
la,le,71
cour,cour,22
",",",",p
où,où,60
me,je,51
conduisit,conduire,19
un,un,52
de,de,81
mes,mon,73
anciens,ancien,30
camarades,camarade,21
",",",",p
devenu,devenu,31
colonel,colonel,21
/.,/.,P
c',ce,52
était,être,18
là-bas,là-bas,60
",",",",p
aux,à,81
aux,le,71
Tuileries,Tuileries,20
/.,/.,P
nous,nous,51
nous,nous,51
plaçâmes,placer,19
dans,dans,81
une,un,71
petite,petit,30
loge,loge,22
",",",",p
en,en,81
face,face,22
de,de,81
la,le,71
loge,loge,22
impériale,impérial,30
",",",",p
et,et,82
nous,nous,51
attendîmes,attendre,19
/.,/.,P
il,il,51
n',ne,60
y,y,52
avait,avoir,18
encore,encore,60
dans,dans,81
la,le,71
salle,salle,22
que,que,83
les,le,71
rois,roi,21
/.,/.,P
chacun,chacun,52
d',de,81
eux,ils,51
",",",",p
assis,assis,31
dans,dans,81
une,un,71
loge,loge,22
",",",",p
aux,à,81
aux,le,71
premières,premier,72
",",",",p
avait,avoir,18
autour,autour,60
de,de,81
lui,lui,51
sa,son,73
cour,cour,22
",",",",p
et,et,82
devant,devant,81
lui,lui,51
",",",",p
aux,à,81
aux,le,71
galeries,galerie,22
",",",",p
ses,son,73
aides,aide,21
de,de,81
camp,camp,21
et,et,82
ses,son,73
généraux,général,21
familiers,familier,30
/.,/.,P
les,le,71
rois,roi,21
de,de,81
Westphalie,Westphalie,20
",",",",p
de,de,81
Saxe,Saxe,20
et,et,82
de,de,81
Wurtemberg,Wurtemberg,20
",",",",p
tous,tout,75
les,le,71
princes,prince,21
de,de,81
la,le,71
confédération,confédération,22
du,de,81
du,le,71
Rhin,Rhin,20
",",",",p
étaient,être,18
placés,placer,12
au,à,81
au,le,71
même,même,75
rang,rang,21
/.,/.,P
près,près,81
d',de,81
eux,ils,51
",",",",p
debout,debout,60
",",",",p
parlant,parler,13
haut,haut,60
et,et,82
vite,vite,60
",",",",p
Murat,Murat,20
",",",",p
roi,roi,21
de,de,81
Naples,Naples,20
",",",",p
secouant,secouer,13
ses,son,73
cheveux,cheveu,21
noirs,noir,30
",",",",p
bouclés,bouclé,31
comme,comme,83
une,un,71
crinière,crinière,22
",",",",p
et,et,82
jetant,jeter,13
des,de,81
des,le,71
regards,regard,21
de,de,81
lion,lion,21
/.,/.,P
plus,plus,60
haut,haut,30
",",",",p
le,le,71
roi,roi,21
d',de,81
Espagne,Espagne,20
",",",",p
et,et,82
seul,seul,30
",",",",p
à,à,81
l',le,71
écart,écart,21
",",",",p
l',le,71
ambassadeur,ambassadeur,21
de,de,81
Russie,Russie,20
",",",",p
le,le,71
prince,prince,21
Kourakim,Kourakim,20
",",",",p
chargé,chargé,31
d',de,81
épaulettes,épaulette,22
de,de,81
diamants,diamant,21
/.,/.,P
au,à,81
au,le,71
parterre,parterre,21
",",",",p
la,le,71
foule,foule,22
des,de,81
des,le,71
généraux,général,21
",",",",p
des,de,81
des,le,71
ducs,duc,21
",",",",p
des,de,81
des,le,71
princes,prince,21
",",",",p
des,de,81
des,le,71
colonels,colonel,21
et,et,82
des,de,81
des,le,71
sénateurs,sénateur,21
/.,/.,P
partout,partout,60
en,en,81
haut,haut,21
",",",",p
les,le,71
bras,bras,21
nus,nu,30
et,et,82
les,le,71
épaules,épaule,22
découvertes,découvert,31
des,de,81
des,le,71
femmes,femme,22
de,de,81
la,le,71
cour,cour,22
/.,/.,P
la,le,71
loge,loge,22
que,que,52
surmontait,surmonter,18
l',le,71
aigle,aigle,21
était,être,18
vide,vide,30
encore,encore,60
;,;,p
nous,nous,51
la,le,52
regardions,regarder,18
sans,sans,81
cesse,cesse,22
/.,/.,P
après,après,81
peu,peu,60
de,de,81
temps,temps,21
",",",",p
les,le,71
rois,roi,21
se,se,51
levèrent,lever,19
et,et,82
se,se,51
tinrent,tenir,19
debout,debout,60
/.,/.,P
l',le,71
empereur,empereur,21
entra,entrer,19
seul,seul,30
dans,dans,81
sa,son,73
loge,loge,22
",",",",p
marchant,marcher,13
vite,vite,60
;,;,p
se,se,51
jeta,jeter,19
vite,vite,60
sur,sur,81
son,son,73
fauteuil,fauteuil,21
et,et,82
lorgna,lorgner,19
en,en,81
face,face,22
de,de,81
lui,lui,51
",",",",p
puis,puis,60
se,se,51
souvint,souvenir,19
que,que,83
la,le,71
salle,salle,22
entière,entier,30
était,être,18
debout,debout,60
et,et,82
attendait,attendre,18
un,un,71
regard,regard,21
",",",",p
secoua,secouer,19
la,le,71
tête,tête,22
deux,deux,72
fois,fois,22
",",",",p
brusquement,brusquement,60
et,et,82
de,de,81
mauvaise,mauvais,30
grâce,grâce,22
",",",",p
se,se,51
retourna,retourner,19
vite,vite,60
",",",",p
et,et,82
laissa,laisser,19
les,le,71
reines,reine,22
et,et,82
les,le,71
rois,roi,21
s',se,51
asseoir,asseoir,14
/.,/.,P
ses,son,73
Chambellans,Chambellan,20
",",",",p
habillés,habillé,31
de,de,81
rouge,rouge,21
",",",",p
étaient,être,18
debout,debout,60
",",",",p
derrière,derrière,81
lui,lui,51
/.,/.,P
il,il,51
leur,leur,52
parlait,parler,18
sans,sans,81
les,le,52
regarder,regarder,14
",",",",p
et,et,82
",",",",p
de,de,81
temps,temps,21
à,à,81
autre,autre,52
",",",",p
étendant,étendre,13
la,le,71
main,main,22
pour,pour,81
recevoir,recevoir,14
une,un,71
boîte,boîte,22
d',de,81
or,or,21
que,que,52
l',le,71
un,un,52
d',de,81
eux,ils,51
lui,lui,51
donnait,donner,18
et,et,82
reprenait,reprendre,18
/.,/.,P
Crescentini,Crescentini,20
chantait,chanter,18
les,le,71
Horaces,Horace,20
",",",",p
avec,avec,81
une,un,71
voix,voix,22
de,de,81
séraphin,séraphin,21
qui,qui,52
sortait,sortir,18
d',de,81
un,un,71
visage,visage,21
étique,étique,30
et,et,82
ridé,ridé,31
/.,/.,P
l',le,71
orchestre,orchestre,21
était,être,18
doux,doux,30
et,et,82
faible,faible,30
",",",",p
par,par,81
ordre,ordre,21
de,de,81
l',le,71
empereur,empereur,21
;,;,p
voulant,vouloir,13
peut-être,peut-être,60
",",",",p
comme,comme,83
les,le,71
Lacédémoniens,Lacédémonien,20
",",",",p
être,être,14
apaisé,apaiser,12
plutôt,plutôt,60
qu',que,83
excité,exciter,12
par,par,81
la,le,71
musique,musique,22
/.,/.,P
il,il,51
lorgna,lorgner,19
devant,devant,81
lui,lui,51
",",",",p
et,et,82
très,très,60
souvent,souvent,60
de,de,81
mon,mon,73
côté,côté,21
/.,/.,P
je,je,51
reconnus,reconnaître,19
ses,son,73
grands,grand,30
yeux,oeil,21
d',de,81
un,un,71
gris,gris,21
vert,vert,30
",",",",p
mais,mais,82
je,je,51
n',ne,60
aimai,aimer,19
pas,pas,60
la,le,71
graisse,graisse,22
jaune,jaune,30
qui,qui,52
avait,avoir,18
englouti,engloutir,12
ses,son,73
traits,trait,21
sévères,sévère,30
/.,/.,P
il,il,51
posa,poser,19
sa,son,73
main,main,22
gauche,gauche,30
sur,sur,81
son,son,73
oeil,oeil,21
gauche,gauche,30
",",",",p
pour,pour,81
mieux,mieux,60
voir,voir,14
",",",",p
selon,selon,81
sa,son,73
coutume,coutume,22
;,;,p
je,je,51
sentis,sentir,19
qu',que,83
il,il,51
m',je,51
avait,avoir,18
reconnu,reconnaître,12
/.,/.,P
il,il,51
se,se,51
retourna,retourner,19
brusquement,brusquement,60
",",",",p
ne,ne,60
regarda,regarder,19
que,que,83
la,le,71
scène,scène,22
",",",",p
et,et,82
sortit,sortir,19
bientôt,bientôt,60
/.,/.,P
j',je,51
étais,être,18
déjà,déjà,60
sur,sur,81
son,son,73
passage,passage,21
/.,/.,P
il,il,51
marchait,marcher,18
vite,vite,60
dans,dans,81
le,le,71
/.,/.,P
