11269
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquième extrait>,<>,<>
",",",",p
quoiqu',quoique,83
elle,il,51
l',le,52
eût,avoir,19
voulu,vouloir,12
guéri,guéri,31
",",",",p
elle,il,51
s',se,51
était,être,18
dit,dire,12
avec,avec,81
un,un,71
mouvement,mouvement,21
de,de,81
joie,joie,22
involontaire,involontaire,30
:,:,p
“,“,p
il,il,51
m',je,51
aime,aimer,17
toujours,toujours,60
/!,/!,P
c',ce,52
était,être,18
cependant,cependant,82
une,un,71
femme,femme,22
d',de,81
une,un,71
angélique,angélique,22
pureté,pureté,22
et,et,82
chaste,chaste,30
comme,comme,83
la,le,71
neige,neige,22
du,de,81
du,le,71
dernier,dernier,30
sommet,sommet,21
de,de,81
l',le,71
Himalaya,Himalaya,20
/.,/.,P
mais,mais,82
dieu,dieu,21
lui-même,lui-même,51
",",",",p
au,à,81
au,le,71
fond,fond,21
de,de,81
son,son,21
infini,infini,30
",",",",p
n',ne,60
a,avoir,17
pour,pour,81
se,se,51
distraire,distraire,14
de,de,81
l',le,71
ennui,ennui,21
des,de,81
des,le,71
éternités,éternité,22
que,que,83
le,le,71
plaisir,plaisir,21
d',de,81
entendre,entendre,14
battre,battre,14
pour,pour,81
lui,lui,51
le,le,71
coeur,coeur,21
d',de,81
une,un,71
pauvre,pauvre,30
petite,petit,30
créature,créature,22
périssable,périssable,30
sur,sur,81
un,un,71
chétif,chétif,30
globe,globe,21
",",",",p
perdu,perdu,31
dans,dans,81
l',le,71
immensité,immensité,22
/.,/.,P
Prascovie,Prascovie,20
n',ne,60
était,être,18
pas,pas,60
plus,plus,60
sévère,sévère,30
que,que,83
dieu,dieu,21
",",",",p
et,et,82
le,le,71
comte,comte,21
Olaf,Olaf,20
n',ne,60
eût,avoir,19
pu,pouvoir,12
blâmer,blâmer,14
cette,ce,74
délicate,délicat,30
volupté,volupté,22
d',de,81
âme,âme,22
/.,/.,P
“,“,p
votre,votre,73
récit,récit,21
",",",",p
que,que,52
j',je,51
ai,avoir,17
écouté,écouter,12
attentivement,attentivement,60
",",",",p
dit,dire,12
le,le,71
docteur,docteur,21
à,à,81
Octave,Octave,20
",",",",p
me,je,51
prouve,prouver,17
que,que,83
tout,tout,75
espoir,espoir,21
de,de,81
votre,votre,73
part,part,22
serait,être,16
chimérique,chimérique,30
/.,/.,P
jamais,jamais,60
la,le,71
comtesse,comtesse,22
ne,ne,60
partagera,partager,15
votre,votre,73
amour,amour,21
/.,/.,P
-,-,p
vous,vous,51
voyez,voir,17
bien,bien,60
monsieur,monsieur,21
Cherbonneau,Cherbonneau,20
",",",",p
que,que,83
j',je,51
avais,avoir,18
raison,raison,22
de,de,81
ne,ne,60
pas,pas,60
chercher,chercher,14
à,à,81
retenir,retenir,14
ma,mon,73
vie,vie,22
qui,qui,52
s',se,51
en,en,52
va,aller,17
/.,/.,P
-,-,p
j',je,51
ai,avoir,17
dit,dire,12
qu',que,83
il,il,51
n',ne,60
y,y,52
avait,avoir,18
pas,pas,60
d',de,81
espoir,espoir,21
avec,avec,81
les,le,71
moyens,moyen,21
ordinaires,ordinaire,30
",",",",p
continua,continuer,19
le,le,71
docteur,docteur,21
;,;,p
mais,mais,82
il,il,51
existe,exister,17
des,de,81
des,le,71
puissances,puissance,22
occultes,occulte,30
que,que,52
méconnaît,méconnaître,17
la,le,71
science,science,22
moderne,moderne,30
",",",",p
et,et,82
dont,dont,52
la,le,71
tradition,tradition,22
s',se,51
est,être,17
conservée,conserver,12
dans,dans,81
ces,ce,74
pays,pays,21
étranges,étrange,30
nommés,nommé,31
barbares,barbare,30
par,par,81
une,un,71
civilisation,civilisation,22
ignorante,ignorant,30
/.,/.,P
là,là,60
",",",",p
aux,à,81
aux,le,71
premiers,premier,72
jours,jour,21
du,de,81
du,le,71
monde,monde,21
",",",",p
le,le,71
genre,genre,21
humain,humain,30
",",",",p
en,en,81
contact,contact,21
immédiat,immédiat,30
avec,avec,81
les,le,71
forces,force,22
vives,vif,30
de,de,81
la,le,71
nature,nature,22
",",",",p
savait,savoir,18
des,de,81
des,le,71
secrets,secret,30
qu',que,52
on,on,51
croit,croire,17
perdus,perdu,31
",",",",p
et,et,82
que,que,52
n',ne,60
ont,avoir,17
point,point,60
emportés,emporter,12
dans,dans,81
leurs,leur,73
migrations,migration,22
les,le,71
tribus,tribu,22
qui,qui,52
",",",",p
plus,plus,60
tard,tard,60
",",",",p
ont,avoir,17
formé,former,12
les,le,71
peuples,peuple,21
/.,/.,P
ces,ce,74
secrets,secret,21
furent,être,19
transmis,transmettre,12
d'abord,d'abord,60
d',de,81
initié,initié,21
à,à,81
initié,initié,21
",",",",p
dans,dans,81
les,le,71
profondeurs,profondeur,22
mystérieuses,mystérieux,30
des,de,81
des,le,71
temples,temple,21
",",",",p
écrits,écrit,31
ensuite,ensuite,60
en,en,81
idiomes,idiome,21
sacrés,sacré,31
incompréhensibles,incompréhensible,30
au,à,81
au,le,71
vulgaire,vulgaire,21
",",",",p
sculptés,sculpté,31
en,en,81
panneaux,panneau,21
d',de,81
hiéroglyphes,hiéroglyphe,21
le,le,71
long,long,21
des,de,81
des,le,71
parois,paroi,22
cryptiques,cryptique,30
d',de,81
Ellora,Ellora,20
;,;,p
vous,vous,51
trouverez,trouver,15
encore,encore,60
sur,sur,81
les,le,71
croupes,croupe,22
du,de,81
du,le,71
mont,mont,21
Mérou,Mérou,20
",",",",p
d',de,81
où,où,60
s',se,51
échappe,échapper,17
le,le,71
Gange,Gange,20
",",",",p
au,à,81
au,le,71
bas,bas,21
de,de,81
l',le,71
escalier,escalier,21
de,de,81
marbre,marbre,21
blanc,blanc,30
de,de,81
Bénarès,Bénarès,20
la,le,71
ville,ville,22
sainte,saint,30
",",",",p
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
pagodes,pagode,22
en,en,81
ruines,ruine,22
de,de,81
Ceylan,Ceylan,20
",",",",p
quelques,quelque,75
brahmes,brahme,21
centenaires,centenaire,30
épelant,épeler,13
des,de,81
des,le,71
manuscrits,manuscrit,21
inconnus,inconnu,30
",",",",p
quelques,quelque,75
yogis,yogi,21
occupés,occupé,31
à,à,81
redire,redire,14
l',le,71
ineffable,ineffable,30
monosyllabe,monosyllabe,22
om,om,92
sans,sans,81
s',se,51
apercevoir,apercevoir,14
que,que,83
les,le,71
oiseaux,oiseau,21
du,de,81
du,le,71
ciel,ciel,21
nichent,nicher,17
dans,dans,81
leur,leur,73
chevelure,chevelure,22
;,;,p
quelques,quelque,75
fakirs,fakir,21
dont,dont,52
les,le,71
épaules,épaule,22
portent,porter,17
les,le,71
cicatrices,cicatrice,22
des,de,81
des,le,71
crochets,crochet,21
de,de,81
fer,fer,21
de,de,81
Jaggernat,Jaggernat,20
",",",",p
qui,qui,52
les,le,52
possèdent,posséder,17
ces,ce,74
arcanes,arcane,22
perdus,perdu,31
et,et,82
en,en,52
obtiennent,obtenir,17
des,de,81
des,le,71
résultats,résultat,21
merveilleux,merveilleux,30
lorsqu',lorsque,83
ils,ils,51
daignent,daigner,17
s',se,51
en,en,52
servir,servir,14
/.,/.,P
-,-,p
notre,notre,73
Europe,Europe,20
",",",",p
tout,tout,60
absorbée,absorbé,31
par,par,81
les,le,71
intérêts,intérêt,21
matériels,matériel,30
",",",",p
ne,ne,60
se,se,51
doute,douter,17
pas,pas,60
du,de,81
du,le,71
degré,degré,21
de,de,81
spiritualisme,spiritualisme,21
où,où,60
sont,être,17
arrivés,arriver,12
les,le,71
pénitents,pénitent,21
de,de,81
l',le,71
Inde,Inde,20
:,:,p
des,de,81
des,le,71
jeûnes,jeûne,21
absolus,absolu,30
",",",",p
des,de,81
des,le,71
contemplations,contemplation,22
effrayantes,effrayant,30
de,de,81
fixité,fixité,22
",",",",p
des,de,81
des,le,71
postures,posture,22
impossibles,impossible,30
gardées,gardé,31
pendant,pendant,81
des,de,81
des,le,71
années,année,22
entières,entier,30
",",",",p
atténuent,atténuer,17
si,si,60
bien,bien,60
leurs,leur,73
corps,corps,21
",",",",p
que,que,52
vous,vous,51
diriez,dire,16
",",",",p
à,à,81
les,le,52
voir,voir,14
accroupis,accroupi,31
sous,sous,81
un,un,71
soleil,soleil,21
de,de,81
plomb,plomb,21
",",",",p
entre,entre,81
des,de,81
des,le,71
brasiers,brasier,21
ardents,ardent,30
",",",",p
laissant,laisser,13
leurs,leur,52
ongles,ongle,21
grandis,grandi,31
leur,leur,52
percer,percer,14
la,le,71
paume,paume,22
des,de,81
des,le,71
mains,main,22
",",",",p
des,de,81
des,le,71
momies,momie,22
égyptiennes,égyptien,30
retirées,retiré,31
de,de,81
leur,leur,73
caisse,caisse,22
et,et,82
ployées,ployé,31
en,en,81
des,de,81
des,le,71
attitudes,attitude,22
de,de,81
singe,singe,21
",",",",p
leur,leur,73
enveloppe,enveloppe,22
humaine,humain,30
n',ne,60
est,être,17
plus,plus,60
qu',que,83
une,un,71
chrysalide,chrysalide,22
",",",",p
que,que,83
l',le,71
âme,âme,22
",",",",p
papillon,papillon,21
immortel,immortel,30
",",",",p
peut,pouvoir,17
quitter,quitter,14
ou,ou,82
reprendre,reprendre,14
à,à,81
volonté,volonté,22
/.,/.,P
tandis que,tandis que,83
leur,leur,73
maigre,maigre,30
dépouille,dépouille,22
reste,rester,17
là,là,60
",",",",p
inerte,inerte,30
",",",",p
horrible,horrible,30
à,à,81
voir,voir,14
",",",",p
comme,comme,83
une,un,71
larve,larve,22
nocturne,nocturne,30
surprise,surpris,31
par,par,81
le,le,71
jour,jour,21
",",",",p
leur,leur,73
esprit,esprit,21
",",",",p
libre,libre,30
de,de,81
tous,tout,75
liens,lien,21
",",",",p
s',se,51
élance,élancer,17
",",",",p
sur,sur,81
les,le,71
ailes,aile,22
de,de,81
l',le,71
hallucination,hallucination,22
",",",",p
à,à,81
des,de,81
des,le,71
hauteurs,hauteur,22
incalculables,incalculable,30
",",",",p
dans,dans,81
les,le,71
mondes,monde,21
surnaturels,surnaturel,30
/.,/.,P
ils,ils,51
ont,avoir,17
des,de,81
des,le,71
visions,vision,22
et,et,82
des,de,81
des,le,71
rêves,rêve,21
étranges,étrange,30
;,;,p
ils,ils,51
suivent,suivre,17
d',de,81
extase,extase,22
en,en,81
extase,extase,22
les,le,71
ondulations,ondulation,22
que,que,52
font,faire,17
les,le,71
âges,âge,21
disparus,disparu,21
sur,sur,81
l',le,71
océan,océan,21
de,de,81
l',le,71
éternité,éternité,22
;,;,p
ils,ils,51
parcourent,parcourir,17
l',le,71
infini,infini,30
en,en,81
tous,tout,75
sens,sens,21
",",",",p
assistent,assister,17
à,à,81
la,le,71
création,création,22
des,de,81
des,le,71
univers,univers,21
",",",",p
à,à,81
la,le,71
genèse,genèse,22
des,de,81
des,le,71
dieux,dieu,21
et,et,82
à,à,81
leurs,leur,73
métamorphoses,métamorphose,22
;,;,p
la,le,71
mémoire,mémoire,22
leur,leur,52
revient,revenir,17
des,de,81
des,le,71
sciences,science,22
englouties,englouti,31
par,par,81
les,le,71
cataclysmes,cataclysme,21
plutoniens,plutonien,30
et,et,82
diluviens,diluvien,30
",",",",p
des,de,81
des,le,71
rapports,rapport,21
oubliés,oublié,31
de,de,81
l',le,71
homme,homme,21
et,et,82
des,de,81
des,le,71
éléments,élément,21
/.,/.,P
dans,dans,81
cet,ce,74
état,état,21
bizarre,bizarre,30
",",",",p
ils,ils,51
marmottent,marmotter,17
des,de,81
des,le,71
mots,mot,21
appartenant,appartenir,13
à,à,81
des,de,81
des,le,71
langues,langue,22
qu',que,83
aucun,aucun,75
peuple,peuple,21
ne,ne,60
parle,parler,17
plus,plus,60
depuis,depuis,81
des,de,81
des,le,71
milliers,millier,21
d',de,81
années,année,22
sur,sur,81
la,le,71
surface,surface,22
du,de,81
du,le,71
globe,globe,21
",",",",p
ils,ils,51
retrouvent,retrouver,17
le,le,71
verbe,verbe,21
primordial,primordial,30
",",",",p
le,le,71
verbe,verbe,21
qui,qui,52
a,avoir,17
fait,faire,12
jaillir,jaillir,14
la,le,71
lumière,lumière,22
des,de,81
des,le,71
antiques,antique,30
ténèbres,ténèbre,22
:,:,p
on,on,51
les,le,52
prend,prendre,17
pour,pour,81
des,de,81
des,le,71
fous,fou,21
;,;,p
ce,ce,52
sont,être,17
presque,presque,60
des,de,81
des,le,71
dieux,dieu,21
/!,/!,P
ce,ce,74
préambule,préambule,21
singulier,singulier,30
surexcitait,surexciter,18
au,à,81
au,le,71
dernier,dernier,30
point,point,21
l',le,71
attention,attention,22
d',de,81
Octave,Octave,20
",",",",p
qui,qui,52
",",",",p
ne,ne,60
sachant,savoir,13
où,où,60
monsieur,monsieur,21
Balthazar,Balthazar,20
Cherbonneau,Cherbonneau,20
voulait,vouloir,18
en,en,52
venir,venir,14
",",",",p
fixait,fixer,18
sur,sur,81
lui,lui,51
des,de,81
des,le,71
yeux,oeil,21
étonnés,étonné,31
et,et,82
pétillants,pétillant,30
d',de,81
interrogations,interrogation,22
:,:,p
il,il,51
en,en,52
devinait,deviner,18
pas,pas,60
quel,quel,75
rapport,rapport,21
pouvaient,pouvoir,18
offrir,offrir,14
les,le,71
pénitents,pénitent,21
de,de,81
/.,/.,P
