11735
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Seizième extrait>,<>,<>
hommes,homme,21
sont,être,17
mes,mon,73
ennemis,ennemi,21
/.,/.,P
continue,continuer,17
",",",",p
Joseph,Joseph,20
",",",",p
et,et,82
tu,tu,51
me,je,51
vaudras,valoir,15
bientôt,bientôt,60
/.,/.,P
oui,oui,60
",",",",p
tu,tu,51
m',je,51
as,avoir,17
vu,voir,12
autrefois,autrefois,60
",",",",p
continua,continuer,19
t,t,94
il,il,51
en,en,81
le,le,52
poussant,pousser,13
violemment,violemment,60
par,par,81
la,le,71
poitrine,poitrine,22
et,et,82
le,le,52
renversant,renverser,13
…,…,p
je,je,51
suis,être,17
Jacques,Jacques,20
de,de,81
Laubardemont,Laubardemont,20
",",",",p
fils,fils,21
de,de,81
ton,ton,73
digne,digne,30
ami,ami,21
/.,/.,P
à,à,81
ces,ce,74
mots,mot,21
",",",",p
sortant,sortir,13
brusquement,brusquement,60
de,de,81
la,le,71
tente,tente,22
",",",",p
il,il,51
disparut,disparaître,19
comme,comme,83
une,un,71
apparition,apparition,22
s',se,51
évanouirait,évanouir,16
/.,/.,P
de,de,81
Thou,Thou,20
et,et,82
les,le,71
laquais,laquais,21
",",",",p
accourus,accouru,31
à,à,81
l',le,71
entrée,entrée,22
",",",",p
le,le,52
virent,voir,19
s',se,51
élancer,élancer,14
en,en,81
deux,deux,72
bonds,bond,21
par-dessus,par-dessus,60
un,un,71
soldat,soldat,21
surpris,surpris,31
et,et,82
désarmé,désarmé,31
",",",",p
et,et,82
courir,courir,14
vers,vers,81
les,le,71
montagnes,montagne,22
avec,avec,81
la,le,71
vitesse,vitesse,22
d',de,81
un,un,71
cerf,cerf,21
",",",",p
malgré,malgré,81
plusieurs,plusieurs,75
coups,coup,21
de,de,81
mousquets,mousquet,21
inutiles,inutile,30
/.,/.,P
Joseph,Joseph,20
profita,profiter,19
du,de,81
du,le,71
désordre,désordre,21
pour,pour,81
s',se,51
évader,évader,14
en,en,81
balbutiant,balbutier,13
quelques,quelque,75
mots,mot,21
de,de,81
politesse,politesse,22
",",",",p
et,et,82
laissa,laisser,19
les,le,71
deux,deux,72
amis,ami,21
riant,rire,13
de,de,81
son,son,73
aventure,aventure,22
et,et,82
de,de,81
son,son,73
désappointement,désappointement,21
",",",",p
comme,comme,83
deux,deux,72
écoliers,écolier,21
riraient,rire,16
d',de,81
avoir,avoir,14
vu,voir,12
tomber,tomber,14
les,le,71
lunettes,lunette,22
de,de,81
leur,leur,73
pédagogue,pédagogue,21
",",",",p
et,et,82
s',se,51
apprêtant,apprêter,13
enfin,enfin,60
à,à,81
chercher,chercher,14
un,un,71
sommeil,sommeil,21
dont,dont,52
ils,ils,51
avaient,avoir,18
besoin,besoin,21
l',le,71
un,un,52
et,et,82
l',le,71
autre,autre,52
",",",",p
et,et,82
qu',que,52
ils,ils,51
trouvèrent,trouver,19
bientôt,bientôt,60
",",",",p
le,le,71
blessé,blessé,21
dans,dans,81
son,son,73
lit,lit,21
",",",",p
et,et,82
le,le,71
jeune,jeune,30
conseiller,conseiller,21
dans,dans,81
son,son,73
fauteuil,fauteuil,21
/.,/.,P
pour,pour,81
le,le,71
capucin,capucin,21
",",",",p
il,il,51
s',se,51
acheminait,acheminer,18
vers,vers,81
sa,son,73
tente,tente,22
",",",",p
méditant,méditer,13
comment,comment,60
il,il,51
tirerait,tirer,16
parti,parti,21
de,de,81
tout,tout,75
ceci,ceci,52
pour,pour,81
la,le,71
meilleure,meilleur,30
vengeance,vengeance,22
possible,possible,30
",",",",p
lorsqu',lorsque,83
il,il,51
rencontra,rencontrer,19
Laubardemont,Laubardemont,20
traînant,traîner,13
par,par,81
ses,son,73
mains,main,22
liées,lié,31
la,le,71
jeune,jeune,22
insensée,insensé,30
/.,/.,P
ils,ils,51
se,se,51
racontèrent,raconter,19
leurs,leur,73
mutuelles,mutuel,30
et,et,82
horribles,horrible,30
aventures,aventure,22
/.,/.,P
Joseph,Joseph,20
n',ne,60
eut,avoir,19
pas,pas,60
peu,peu,60
de,de,81
plaisir,plaisir,21
à,à,81
retourner,retourner,14
le,le,71
poignard,poignard,21
dans,dans,81
la,le,71
plaie,plaie,22
de,de,81
son,son,73
coeur,coeur,21
en,en,81
lui,lui,51
apprenant,apprendre,13
le,le,71
sort,sort,21
de,de,81
son,son,73
fils,fils,21
/.,/.,P
-,-,p
vous,vous,51
n',ne,60
êtes,être,17
pas,pas,60
précisément,précisément,60
heureux,heureux,30
dans,dans,81
votre,votre,73
intérieur,intérieur,21
",",",",p
ajouta,ajouter,19
t,t,94
il,il,51
;,;,p
je,je,51
vous,vous,51
conseille,conseiller,17
de,de,81
faire,faire,14
enfermer,enfermer,14
votre,votre,73
nièce,nièce,22
et,et,82
pendre,pendre,14
votre,votre,73
héritier,héritier,21
",",",",p
si,si,83
par,par,81
bonheur,bonheur,21
vous,vous,51
le,le,52
retrouvez,retrouver,17
/.,/.,P
Laubardemont,Laubardemont,20
rit,rire,17
affreusement,affreusement,60
:,:,p
-,-,p
quant,quand,83
à,à,81
cette,ce,74
petite,petit,30
imbécile,imbécile,22
que,que,52
voilà,voilà,81
",",",",p
je,je,51
vais,aller,17
la,le,52
donner,donner,14
à,à,81
un,un,71
ancien,ancien,30
juge,juge,21
secret,secret,30
",",",",p
à,à,81
présent,présent,21
contrebandier,contrebandier,21
dans,dans,81
les,le,71
Pyrénées,Pyrénées,20
",",",",p
à,à,81
Oloron,Oloron,20
:,:,p
il,il,51
la,le,52
fera,faire,15
ce,ce,52
qu',que,52
il,il,51
voudra,vouloir,15
",",",",p
servante,servante,22
dans,dans,81
sa,son,73
posada,posada,92
",",",",p
par,par,81
exemple,exemple,21
;,;,p
je,je,51
m',je,51
en,en,52
soucie,soucier,17
peu,peu,60
",",",",p
pourvu,pourvu,81
que,que,83
monseigneur,monseigneur,21
ne,ne,60
puisse,pouvoir,17
jamais,jamais,60
en,en,52
entendre,entendre,14
parler,parler,14
/.,/.,P
Jeanne,Jeanne,20
de,de,81
Belfiel,Belfiel,20
",",",",p
la,le,71
tête,tête,22
baissée,baissé,31
",",",",p
ne,ne,60
donna,donner,19
aucun,aucun,75
signe,signe,21
d',de,81
intelligence,intelligence,22
;,;,p
toute,tout,75
lueur,lueur,22
de,de,81
raison,raison,22
était,être,18
éteinte,éteindre,12
en,en,81
elle,il,51
;,;,p
un,un,71
seul,seul,30
mot,mot,21
lui,lui,51
était,être,18
resté,rester,12
sur,sur,81
les,le,71
lèvres,lèvre,22
",",",",p
elle,il,51
le,le,52
prononçait,prononcer,18
continuellement,continuellement,60
:,:,p
-,-,p
le,le,71
juge,juge,21
!,!,p
le,le,71
juge,juge,21
!,!,p
le,le,71
juge,juge,21
!,!,p
dit,dire,19
elle,il,51
tout,tout,52
bas,bas,60
/.,/.,P
et,et,82
elle,il,51
se,se,51
tut,taire,19
/.,/.,P
son,son,73
oncle,oncle,21
et,et,82
Joseph,Joseph,20
la,le,52
chargèrent,charger,19
",",",",p
à,à,81
peu,peu,60
près,près,81
comme,comme,83
un,un,71
sac,sac,21
de,de,81
blé,blé,21
",",",",p
sur,sur,81
un,un,52
des,de,81
des,le,71
chevaux,cheval,21
qu',que,52
amenèrent,amener,19
deux,deux,72
domestiques,domestique,21
;,;,p
Laubardemont,Laubardemont,20
en,en,52
monta,monter,19
un,un,52
",",",",p
et,et,82
se,se,51
disposa,disposer,19
à,à,81
sortir,sortir,14
du,de,81
du,le,71
camp,camp,21
",",",",p
voulant,vouloir,13
s',se,51
enfoncer,enfoncer,14
dans,dans,81
les,le,71
montagnes,montagne,22
avant,avant,81
le,le,71
jour,jour,21
/.,/.,P
-,-,p
bon,bon,30
voyage,voyage,21
!,!,p
dit,dire,19
il,il,51
à,à,81
Joseph,Joseph,20
",",",",p
faites,faire,17
bien,bien,60
vos,votre,73
affaires,affaire,22
à,à,81
Paris,Paris,20
;,;,p
je,je,51
vous,vous,51
recommande,recommander,17
Oreste,Oreste,20
et,et,82
Pylade,Pylade,20
/.,/.,P
-,-,p
bon,bon,30
voyage,voyage,21
!,!,p
répondit,répondre,19
celui-ci,celui-ci,52
/.,/.,P
je,je,51
vous,vous,51
recommande,recommander,17
Cassandre,Cassandre,20
et,et,82
Oedipe,Oedipe,20
/.,/.,P
-,-,p
oh,oh,93
!,!,p
il,il,51
n',ne,60
a,avoir,17
ni,ni,82
tué,tuer,12
son,son,73
père,père,21
ni,ni,82
épousé,épouser,12
sa,son,73
mère,mère,22
/…,/…,P
-,-,p
mais,mais,82
il,il,51
est,être,17
en,en,81
bon,bon,30
chemin,chemin,21
pour,pour,81
ces,ce,74
gentillesses,gentillesse,22
/.,/.,P
-,-,p
adieu,adieu,21
",",",",p
mon,mon,73
révérend,révérend,21
père,père,21
/!,/!,P
adieu,adieu,21
",",",",p
mon,mon,73
vénérable,vénérable,30
ami,ami,21
!,!,p
dirent,dire,19
ils,ils,51
tout,tout,52
haut,haut,60
;,;,p
-,-,p
mais,mais,82
tout,tout,60
bas,bas,30
:,:,p
-,-,p
adieu,adieu,21
",",",",p
assassin,assassin,21
à,à,81
robe,robe,22
grise,gris,30
:,:,p
je,je,51
retrouverai,retrouver,15
l',le,71
oreille,oreille,22
du,de,81
du,le,71
cardinal,cardinal,21
en,en,81
ton,ton,73
absence,absence,22
/.,/.,P
adieu,adieu,21
",",",",p
scélérat,scélérat,21
à,à,81
robe,robe,22
rouge,rouge,30
:,:,p
va,aller,17
détruire,détruire,14
toi-même,toi-même,51
ta,ton,73
famille,famille,22
maudite,maudit,31
;,;,p
achève,achever,17
de,de,81
répandre,répandre,14
ton,ton,73
sang,sang,21
dans,dans,81
les,le,71
autres,autre,52
;,;,p
ce,ce,52
qui,qui,52
en,en,52
restera,rester,15
en,en,81
toi,toi,51
",",",",p
je,je,51
m',je,51
en,en,52
charge,charger,17
/…,/…,P
je,je,51
pars,partir,17
à,à,81
présent,présent,21
/.,/.,P
voilà,voilà,81
une,un,71
nuit,nuit,22
bien,bien,60
remplie,rempli,31
/!,/!,P
<Chapitre XIV>,<>,<>
l',le,71
émeute,émeute,22
le,le,71
danger,danger,21
",",",",p
sire,sire,21
",",",",p
est,être,17
pressant,pressant,30
et,et,82
universel,universel,30
",",",",p
et,et,82
au-delà,au-delà,60
de,de,81
tous,tout,75
les,le,71
calculs,calcul,21
de,de,81
la,le,71
prudence,prudence,22
humaine,humain,30
/.,/.,P
Mirabeau,Mirabeau,20
",",",",p
adresse,adresse,22
au,à,81
au,le,71
roi,roi,21
/.,/.,P
“,“,p
que,que,52
d',de,81
une,un,71
vitesse,vitesse,22
égale,égal,30
à,à,81
celle,celui,52
de,de,81
la,le,71
pensée,pensée,22
",",",",p
la,le,71
scène,scène,22
vole,voler,17
sur,sur,81
une,un,71
aile,aile,22
imaginaire,imaginaire,30
",",",",p
“,“,p
s',se,51
écrie,écrier,17
l',le,71
immortel,immortel,30
Shakespeare,Shakespeare,20
avec,avec,81
le,le,71
choeur,choeur,21
de,de,81
l',le,71
une,un,52
de,de,81
ses,son,73
tragédies,tragédie,22
",",",",p
“,“,p
figurez,figurer,17
vous,vous,51
le,le,71
roi,roi,21
sur,sur,81
l',le,71
océan,océan,21
",",",",p
suivi,suivi,31
de,de,81
sa,son,73
belle,beau,30
flotte,flotte,22
;,;,p
voyez,voir,17
le,le,52
",",",",p
suivez,suivre,17
le,le,52
/.,/.,P
“,“,p
avec,avec,81
ce,ce,74
poétique,poétique,30
mouvement,mouvement,21
il,il,51
traverse,traverser,17
le,le,71
temps,temps,21
et,et,82
l',le,71
espace,espace,21
",",",",p
et,et,82
transporte,transporter,17
à,à,81
son,son,73
gré,gré,21
l',le,71
assemblée,assemblée,22
attentive,attentif,30
dans,dans,81
les,le,71
lieux,lieu,21
de,de,81
ses,son,73
sublimes,sublime,30
scènes,scène,22
/.,/.,P
nous,nous,51
allons,aller,17
user,user,14
des,de,81
des,le,71
mêmes,même,75
droits,droit,21
sans,sans,81
avoir,avoir,14
le,le,71
même,même,75
génie,génie,21
",",",",p
nous,nous,51
ne,ne,60
voulons,vouloir,17
pas,pas,60
nous,nous,51
asseoir,asseoir,14
plus,plus,60
que,que,83
lui,lui,51
sur,sur,81
le,le,71
trépied,trépied,21
des,de,81
des,le,71
unités,unité,22
",",",",p
et,et,82
jetant,jeter,13
les,le,71
yeux,oeil,21
sur,sur,81
Paris,Paris,20
et,et,82
sur,sur,81
le,le,71
vieux,vieux,30
et,et,82
noir,noir,30
palais,palais,21
du,de,81
du,le,71
Louvre,Louvre,20
",",",",p
nous,nous,51
passerons,passer,15
tout,tout,60
à,à,81
coup,coup,21
l',le,71
espace,espace,21
de,de,81
deux,deux,72
cents,cent,72
lieues,lieue,22
et,et,82
le,le,71
temps,temps,21
de,de,81
deux,deux,72
années,année,22
/.,/.,P
deux,deux,72
années,année,22
!,!,p
que,que,52
de,de,81
changements,changement,21
elles,ils,51
peuvent,pouvoir,17
apporter,apporter,14
sur,sur,81
le,le,71
front,front,21
des,de,81
des,le,71
hommes,homme,21
",",",",p
dans,dans,81
leurs,leur,73
familles,famille,22
",",",",p
et,et,82
surtout,surtout,60
dans,dans,81
cette,ce,74
grande,grand,30
famille,famille,22
si,si,60
troublée,troublé,31
des,de,81
des,le,71
nations,nation,22
",",",",p
dont,dont,52
un,un,71
jour,jour,21
brise,briser,17
les,le,71
alliances,alliance,22
",",",",p
dont,dont,52
une,un,71
naissance,naissance,22
apaise,apaiser,17
les,le,71
guerres,guerre,22
",",",",p
dont,dont,52
une,un,71
mort,mort,22
détruit,détruire,17
la,le,71
paix,paix,22
/!,/!,P
nos,notre,73
yeux,oeil,21
ont,avoir,17
vu,voir,12
des,de,81
des,le,71
rois,roi,21
rentrer,rentrer,14
dans,dans,81
leur,leur,73
demeure,demeure,22
un,un,71
jour,jour,21
de,de,81
printemps,printemps,21
;,;,p
ce,ce,74
jour,jour,21
là,là,60
même,même,60
un,un,71
vaisseau,vaisseau,21
partit,partir,19
pour,pour,81
une,un,71
traversée,traversée,22
de,de,81
deux,deux,72
ans,an,21
;,;,p
le,le,71
navigateur,navigateur,21
revint,revenir,19
;,;,p
ils,ils,51
étaient,être,18
sur,sur,81
leur,leur,73
trône,trône,21
:,:,p
rien,rien,52
ne,ne,60
semblait,sembler,18
s',se,51
être,être,14
passé,passer,12
dans,dans,81
son,son,73
absence,absence,22
;,;,p
et,et,82
pourtant,pourtant,60
dieu,dieu,21
leur,leur,52
avait,avoir,18
ôté,ôter,12
cent,cent,72
jours,jour,21
de,de,81
règne,règne,21
/.,/.,P
mais,mais,82
rien,rien,52
n',ne,60
était,être,18
changé,changer,12
pour,pour,81
la,le,71
France,France,20
en,en,81
<Nombre 1642>,<>,<>
mille,mille,72
six,six,72
cent,cent,72
quarante,quarante,72
deux,deux,72
<Fin nombre>,<>,<>
",",",",p
époque,époque,22
à,à,81
laquelle,lequel,52
nous,nous,51
passons,passer,17
",",",",p
si,si,83
ce,ce,52
n',ne,60
était,être,18
ses,son,73
craintes,crainte,22
et,et,82
ses,son,73
espérances,espérance,22
/.,/.,P
l',le,71
avenir,avenir,21
seul,seul,30
avait,avoir,18
changé,changer,12
d',de,81
aspect,aspect,21
/.,/.,P
avant,avant,81
de,de,81
revoir,revoir,14
nos,notre,73
personnages,personnage,21
",",",",p
il,il,51
importe,importer,17
de,de,81
contempler,contempler,14
en,en,81
grand,grand,30
l',le,71
état,état,21
du,de,81
du,le,71
royaume,royaume,21
/.,/.,P
la,le,71
puissante,puissant,30
unité,unité,22
de,de,81
la,le,71
monarchie,monarchie,22
était,être,18
plus,plus,60
imposante,imposant,30
encore,encore,60
par,par,81
le,le,71
malheur,malheur,21
des,de,81
des,le,71
Etats,état,21
voisins,voisin,30
;,;,p
les,le,71
révoltes,révolte,22
de,de,81
l',le,71
Angleterre,Angleterre,20
et,et,82
celles,celui,52
de,de,81
l',le,71
Espagne,Espagne,20
et,et,82
du,de,81
du,le,71
Portugal,Portugal,20
faisaient,faire,18
admirer,admirer,14
d'autant,d'autant,60
plus,plus,60
le,le,71
calme,calme,21
dont,dont,52
jouissait,jouir,18
la,le,71
France,France,20
;,;,p
Strafford,Strafford,20
et,et,82
Olivarès,Olivarès,20
renversés,renversé,31
ou,ou,82
ébranlés,ébranlé,31
grandissaient,grandir,18
/.,/.,P
