11643
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-troisième extrait>,<>,<>
madame,madame,22
",",",",p
dit,dire,19
la,le,71
jeune,jeune,30
duchesse,duchesse,22
avec,avec,81
un,un,71
peu,peu,60
de,de,81
fierté,fierté,22
",",",",p
et,et,82
toujours,toujours,60
dans,dans,81
une,un,71
église,église,22
et,et,82
en,en,81
présence,présence,22
d',de,81
un,un,71
prêtre,prêtre,21
",",",",p
devant,devant,81
qui,qui,52
j',je,51
ai,avoir,17
promis,promettre,12
de,de,81
n',ne,60
être,être,14
qu',que,83
à,à,81
monsieur,monsieur,21
de,de,81
Cinq-Mars,Cinq-Mars,20
/.,/.,P
-,-,p
est,être,17
ce,ce,52
bien,bien,60
là,là,60
un,un,71
mariage,mariage,21
?,?,p
a,avoir,17
t,t,94
on,on,51
bien,bien,60
osé,oser,12
le,le,52
faire,faire,14
?,?,p
je,je,51
m',je,51
en,en,52
informerai,informer,15
/.,/.,P
mais,mais,82
",",",",p
bon,bon,30
dieu,dieu,21
!,!,p
que,que,52
de,de,81
fautes,faute,22
",",",",p
que,que,52
de,de,81
fautes,faute,22
",",",",p
mon,mon,73
enfant,enfant,21
",",",",p
dans,dans,81
le,le,71
peu,peu,60
de,de,81
mots,mot,21
que,que,52
j',je,51
entends,entendre,17
/!,/!,P
laissez,laisser,17
moi,moi,51
y,y,52
rêver,rêver,14
/.,/.,P
et,et,82
",",",",p
se,se,51
parlant,parler,13
tout,tout,60
haut,haut,60
à,à,81
elle-même,lui-même,51
",",",",p
la,le,71
reine,reine,22
poursuivit,poursuivre,19
",",",",p
les,le,71
yeux,oeil,21
et,et,82
la,le,71
tête,tête,22
baissés,baissé,31
",",",",p
dans,dans,81
l',le,71
attitude,attitude,22
de,de,81
la,le,71
réflexion,réflexion,22
:,:,p
-,-,p
les,le,71
reproches,reproche,21
sont,être,17
inutiles,inutile,30
et,et,82
cruels,cruel,30
si,si,83
le,le,71
mal,mal,21
est,être,17
fait,faire,12
:,:,p
le,le,71
passé,passé,21
n',ne,60
est,être,17
plus,plus,60
à,à,81
nous,nous,51
",",",",p
pensons,penser,17
au,à,81
au,le,71
reste,reste,21
du,de,81
du,le,71
temps,temps,21
/.,/.,P
Cinq-Mars,Cinq-Mars,20
est,être,17
bien,bien,60
par,par,81
lui-même,lui-même,51
",",",",p
brave,brave,30
",",",",p
spirituel,spirituel,30
",",",",p
profond,profond,30
même,même,60
dans,dans,81
ses,son,73
idées,idée,22
;,;,p
je,je,51
l',le,52
ai,avoir,17
observé,observer,12
",",",",p
il,il,51
a,avoir,17
fait,faire,12
en,en,81
deux,deux,72
ans,an,21
bien,bien,60
du,de,81
du,le,71
chemin,chemin,21
",",",",p
et,et,82
je,je,51
vois,voir,17
que,que,83
c',ce,52
était,être,18
pour,pour,81
Marie,Marie,20
/…,/…,P
il,il,51
se,se,51
conduit,conduire,17
bien,bien,60
;,;,p
il,il,51
est,être,17
digne,digne,30
",",",",p
oui,oui,60
",",",",p
il,il,51
est,être,17
digne,digne,30
d',de,81
elle,il,51
à,à,81
mes,mon,73
yeux,oeil,21
;,;,p
mais,mais,82
",",",",p
à,à,81
ceux,celui,52
de,de,81
l',le,71
Europe,Europe,20
",",",",p
non,non,60
/.,/.,P
il,il,51
faut,falloir,17
qu',que,83
il,il,51
s',se,51
élève,élever,17
davantage,davantage,60
encore,encore,60
:,:,p
la,le,71
princesse,princesse,22
de,de,81
Mantoue,Mantoue,20
ne,ne,60
peut,pouvoir,17
pas,pas,60
avoir,avoir,14
épousé,épouser,12
moins,moins,60
qu',que,83
un,un,71
prince,prince,21
/.,/.,P
il,il,51
faudrait,falloir,16
qu',que,83
il,il,51
le,le,52
fût,être,19
/.,/.,P
pour,pour,81
moi,moi,51
",",",",p
je,je,51
n',ne,60
y,y,52
peux,pouvoir,17
rien,rien,52
;,;,p
je,je,51
ne,ne,60
suis,être,17
point,point,60
la,le,71
reine,reine,22
",",",",p
je,je,51
suis,être,17
la,le,71
femme,femme,22
négligée,négligé,31
du,de,81
du,le,71
roi,roi,21
/.,/.,P
il,il,51
n',ne,60
y,y,52
a,avoir,17
que,que,83
le,le,71
cardinal,cardinal,21
",",",",p
l',le,71
éternel,éternel,30
cardinal,cardinal,21
…,…,p
et,et,82
il,il,51
est,être,17
son,son,73
ennemi,ennemi,21
",",",",p
et,et,82
peut-être,peut-être,60
cette,ce,74
émeute,émeute,22
/…,/…,P
-,-,p
hélas,hélas,60
!,!,p
c',ce,52
est,être,17
le,le,71
commencement,commencement,21
de,de,81
la,le,71
guerre,guerre,22
entre,entre,81
eux,ils,51
",",",",p
je,je,51
l',le,52
ai,avoir,17
trop,trop,60
vu,voir,12
tout,tout,60
à,à,81
l',le,71
heure,heure,22
/.,/.,P
-,-,p
il,il,51
est,être,17
donc,donc,82
perdu,perdre,12
!,!,p
s',se,51
écria,écrier,19
la,le,71
reine,reine,22
en,en,81
embrassant,embrasser,13
Marie,Marie,20
/.,/.,P
pardon,pardon,21
",",",",p
mon,mon,73
enfant,enfant,21
",",",",p
je,je,51
te,tu,51
déchire,déchirer,17
le,le,71
coeur,coeur,21
;,;,p
mais,mais,82
nous,nous,51
devons,devoir,17
tout,tout,52
voir,voir,14
et,et,82
tout,tout,52
dire,dire,14
aujourd'hui,aujourd'hui,60
;,;,p
oui,oui,60
",",",",p
il,il,51
est,être,17
perdu,perdre,12
s',si,83
il,il,51
ne,ne,60
renverse,renverser,17
lui-même,lui-même,51
ce,ce,74
méchant,méchant,30
homme,homme,21
",",",",p
car,car,82
le,le,71
roi,roi,21
n',ne,60
y,y,52
renoncera,renoncer,15
pas,pas,60
;,;,p
la,le,71
force,force,22
seule,seul,30
/…,/…,P
-,-,p
il,il,51
le,le,52
renversera,renverser,15
",",",",p
madame,madame,22
;,;,p
il,il,51
le,le,52
fera,faire,15
si,si,83
vous,vous,51
l',le,52
aidez,aider,17
/.,/.,P
vous,vous,51
êtes,être,17
comme,comme,83
la,le,71
divinité,divinité,22
de,de,81
la,le,71
France,France,20
;,;,p
oh,oh,93
!,!,p
je,je,51
vous,vous,51
en,en,52
conjure,conjurer,17
!,!,p
protégez,protéger,17
l',le,71
ange,ange,21
contre,contre,81
le,le,71
démon,démon,21
;,;,p
c',ce,52
est,être,17
votre,votre,73
cause,cause,22
",",",",p
celle,celui,52
de,de,81
votre,votre,73
royale,royal,30
famille,famille,22
",",",",p
celle,celui,52
de,de,81
toute,tout,75
votre,votre,73
nation,nation,22
/…,/…,P
la,le,71
reine,reine,22
sourit,sourire,19
/.,/.,P
-,-,p
c',ce,52
est,être,17
ta,ton,73
cause,cause,22
surtout,surtout,60
",",",",p
ma,mon,73
fille,fille,22
",",",",p
n',ne,60
est,être,17
il,il,51
pas,pas,60
vrai,vrai,30
?,?,p
et,et,82
c',ce,52
est,être,17
comme,comme,83
telle,tel,75
que,que,83
je,je,51
l',le,52
embrasserai,embrasser,15
de,de,81
tout,tout,75
mon,mon,73
pouvoir,pouvoir,21
;,;,p
il,il,51
n',ne,60
est,être,17
pas,pas,60
grand,grand,30
",",",",p
je,je,51
te,tu,51
l',le,52
ai,avoir,17
dit,dire,12
;,;,p
mais,mais,82
",",",",p
tel,tel,75
qu',que,83
il,il,51
est,être,17
",",",",p
je,je,51
te,tu,51
le,le,52
prête,prêter,17
tout,tout,52
entier,entier,30
:,:,p
pourvu,pourvoir,12
cependant,cependant,82
que,que,83
cet,ce,74
ange,ange,21
ne,ne,60
descende,descendre,17
pas,pas,60
jusqu',jusque,81
à,à,81
des,de,81
des,le,71
péchés,péché,21
mortels,mortel,30
",",",",p
ajouta,ajouter,19
t,t,94
elle,il,51
avec,avec,81
un,un,71
regard,regard,21
plein,plein,30
de,de,81
finesse,finesse,22
;,;,p
j',je,51
ai,avoir,17
entendu,entendre,12
prononcer,prononcer,14
son,son,73
nom,nom,21
cette,ce,74
nuit,nuit,22
par,par,81
des,de,81
des,le,71
voix,voix,22
bien,bien,60
indignes,indigne,30
de,de,81
lui,lui,51
/.,/.,P
-,-,p
oh,oh,93
!,!,p
madame,madame,22
",",",",p
je,je,51
jurerais,jurer,16
qu',que,83
il,il,51
n',ne,60
en,en,52
savait,savoir,18
rien,rien,52
/!,/!,P
ah,ah,93
!,!,p
mon,mon,73
enfant,enfant,21
",",",",p
ne,ne,60
parlons,parler,17
pas,pas,60
d',de,81
affaires,affaire,22
d',de,81
Etat,état,21
",",",",p
tu,tu,51
n',ne,60
es,être,17
pas,pas,60
bien,bien,60
savante,savant,30
encore,encore,60
;,;,p
laisse,laisser,17
moi,moi,51
dormir,dormir,14
un,un,71
peu,peu,60
",",",",p
si,si,83
je,je,51
le,le,52
puis,pouvoir,17
",",",",p
avant,avant,81
l',le,71
heure,heure,22
de,de,81
ma,mon,73
toilette,toilette,22
;,;,p
j',je,51
ai,avoir,17
les,le,71
yeux,oeil,21
bien,bien,60
brûlants,brûlant,30
",",",",p
et,et,82
toi,toi,51
aussi,aussi,60
peut-être,peut-être,60
/.,/.,P
en,en,81
disant,dire,13
ces,ce,74
mots,mot,21
",",",",p
l',le,71
aimable,aimable,30
reine,reine,22
pencha,pencher,19
sa,son,73
tête,tête,22
sur,sur,81
son,son,73
oreiller,oreiller,21
",",",",p
qui,qui,52
couvrait,couvrir,18
la,le,71
cassette,cassette,22
",",",",p
et,et,82
bientôt,bientôt,60
Marie,Marie,20
la,le,52
vit,voir,19
s',se,51
endormir,endormir,14
à,à,81
force,force,22
de,de,81
fatigue,fatigue,22
/.,/.,P
elle,il,51
se,se,51
leva,lever,19
alors,alors,60
",",",",p
et,et,82
",",",",p
s',se,51
asseyant,asseoir,13
sur,sur,81
un,un,71
grand,grand,30
fauteuil,fauteuil,21
de,de,81
tapisserie,tapisserie,22
à,à,81
bras,bras,21
et,et,82
de,de,81
forme,forme,22
carrée,carré,31
",",",",p
joignit,joindre,19
les,le,71
mains,main,22
sur,sur,81
ses,son,73
genoux,genou,21
et,et,82
se,se,51
mit,mettre,19
à,à,81
rêver,rêver,14
à,à,81
sa,son,73
situation,situation,22
douloureuse,douloureux,30
:,:,p
consolée,consolé,31
par,par,81
l',le,71
aspect,aspect,21
de,de,81
sa,son,73
douce,doux,30
protectrice,protectrice,22
",",",",p
elle,il,51
reportait,reporter,18
souvent,souvent,60
ses,son,73
yeux,oeil,21
sur,sur,81
elle,il,51
pour,pour,81
surveiller,surveiller,14
son,son,73
sommeil,sommeil,21
",",",",p
et,et,82
lui,lui,51
envoyait,envoyer,18
",",",",p
en,en,81
secret,secret,21
",",",",p
toutes,tout,75
les,le,71
bénédictions,bénédiction,22
que,que,52
l',le,71
amour,amour,21
prodigue,prodiguer,17
toujours,toujours,60
à,à,81
ceux,celui,52
qui,qui,52
le,le,52
protègent,protéger,17
;,;,p
baisant,baiser,13
quelquefois,quelquefois,60
les,le,71
boucles,boucle,22
de,de,81
ses,son,73
cheveux,cheveu,21
blonds,blond,30
",",",",p
comme,comme,83
si,si,83
",",",",p
par,par,81
ce,ce,74
baiser,baiser,21
",",",",p
elle,il,51
eût,avoir,19
dû,devoir,12
lui,lui,51
glisser,glisser,14
dans,dans,81
l',le,71
âme,âme,22
toutes,tout,75
les,le,71
pensées,pensée,22
favorables,favorable,30
à,à,81
sa,son,73
pensée,pensée,22
continuelle,continuel,30
/.,/.,P
le,le,71
sommeil,sommeil,21
de,de,81
la,le,71
reine,reine,22
se,se,51
prolongeait,prolonger,18
",",",",p
et,et,82
Marie,Marie,20
pensait,penser,18
et,et,82
pleurait,pleurer,18
/.,/.,P
cependant,cependant,82
elle,il,51
se,se,51
souvint,souvenir,19
qu',que,83
à,à,81
dix,dix,72
heures,heure,22
elle,il,51
devait,devoir,18
paraître,paraître,14
à,à,81
la,le,71
toilette,toilette,22
royale,royal,30
devant,devant,81
toute,tout,75
la,le,71
cour,cour,22
;,;,p
elle,il,51
voulut,vouloir,19
cesser,cesser,14
de,de,81
réfléchir,réfléchir,14
pour,pour,81
arrêter,arrêter,14
ses,son,73
larmes,larme,22
",",",",p
et,et,82
prit,prendre,19
un,un,71
gros,gros,30
volume,volume,21
in-folio,in-folio,21
placé,placé,31
sur,sur,81
une,un,71
table,table,22
marquetée,marqueté,31
d',de,81
émail,émail,21
et,et,82
de,de,81
médaillons,médaillon,21
:,:,p
c',ce,52
était,être,18
l',le,71
Astrée,Astrée,20
de,de,81
monsieur,monsieur,21
d',de,81
Urfé,Urfé,20
",",",",p
ouvrage,ouvrage,21
de,de,81
belle,beau,30
galanterie,galanterie,22
",",",",p
adoré,adoré,31
des,de,81
des,le,71
belles,beau,30
prudes,prude,30
de,de,81
la,le,71
cour,cour,22
/.,/.,P
l',le,71
esprit,esprit,21
naïf,naïf,30
",",",",p
mais,mais,82
juste,juste,30
",",",",p
de,de,81
Marie,Marie,20
ne,ne,60
put,pouvoir,19
entrer,entrer,14
dans,dans,81
ces,ce,74
amours,amour,21
pastorales,pastoral,30
;,;,p
elle,il,51
était,être,18
trop,trop,60
simple,simple,30
pour,pour,81
comprendre,comprendre,14
les,le,71
bergers,berger,21
du,de,81
du,le,71
Lignon,Lignon,20
",",",",p
trop,trop,60
spirituelle,spirituel,30
pour,pour,81
se,se,51
plaire,plaire,14
à,à,81
leur,leur,73
discours,discours,21
",",",",p
et,et,82
trop,trop,60
passionnée,passionné,31
pour,pour,81
sentir,sentir,14
leur,leur,73
tendresse,tendresse,22
/.,/.,P
cependant,cependant,82
la,le,71
grande,grand,30
vogue,vogue,22
de,de,81
ce,ce,74
roman,roman,21
lui,lui,51
en,en,52
imposait,imposer,18
tellement,tellement,60
qu',que,83
elle,il,51
voulut,vouloir,19
se,se,51
forcer,forcer,14
à,à,81
y,y,52
prendre,prendre,14
intérêt,intérêt,21
",",",",p
et,et,82
",",",",p
s',se,51
accusant,accuser,13
intérieurement,intérieurement,60
chaque,chaque,75
fois,fois,22
qu',que,83
elle,il,51
éprouvait,éprouver,18
l',le,71
ennui,ennui,21
qu',que,52
exhalaient,exhaler,18
les,le,71
pages,page,22
de,de,81
son,son,73
livre,livre,21
",",",",p
elle,il,51
le,le,52
parcourut,parcourir,19
avec,avec,81
impatience,impatience,22
pour,pour,81
trouver,trouver,14
ce,ce,52
qui,qui,52
devait,devoir,18
lui,lui,51
plaire,plaire,14
et,et,82
la,le,52
transporter,transporter,14
:,:,p
une,un,71
gravure,gravure,22
l',le,52
arrêta,arrêter,19
;,;,p
elle,il,51
représentait,représenter,18
la,le,71
bergère,bergère,22
Astrée,Astrée,20
avec,avec,81
des,de,81
des,le,71
talons,talon,21
hauts,haut,30
",",",",p
un,un,71
corset,corset,21
et,et,82
un,un,71
immense,immense,30
vertugadin,vertugadin,21
",",",",p
s',se,51
élevant,élever,13
sur,sur,81
la,le,71
pointe,pointe,22
du,de,81
du,le,71
pied,pied,21
pour,pour,81
regarder,regarder,14
passer,passer,14
dans,dans,81
le,le,71
fleuve,fleuve,21
le,le,71
/.,/.,P
