11443
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-cinquième extrait>,<>,<>
était,être,18
de,de,81
mettre,mettre,14
sa,son,73
nièce,nièce,22
à,à,81
la,le,71
mode,mode,22
dans,dans,81
le,le,71
monde,monde,21
",",",",p
et,et,82
l',le,71
amour,amour,21
de,de,81
Raymon,Raymon,20
était,être,18
un,un,71
beau,beau,30
début,début,21
/.,/.,P
ce,ce,52
n',ne,60
était,être,18
pourtant,pourtant,60
pas,pas,60
un,un,71
caractère,caractère,21
du,de,81
du,le,71
temps,temps,21
de,de,81
la,le,71
Régence,Régence,20
que,que,83
celui,celui,52
de,de,81
madame,madame,22
de,de,81
Carvajal,Carvajal,20
;,;,p
la,le,71
restauration,restauration,22
avait,avoir,18
donné,donner,12
une,un,71
impulsion,impulsion,22
de,de,81
vertu,vertu,22
aux,à,81
aux,le,71
esprits,esprit,21
de,de,81
cette,ce,74
trempe,trempe,22
;,;,p
et,et,82
",",",",p
comme,comme,83
la,le,71
conduite,conduite,22
était,être,18
exigée,exiger,12
à,à,81
la,le,71
cour,cour,22
",",",",p
la,le,71
marquise,marquise,22
ne,ne,60
haïssait,haïr,18
rien,rien,52
tant,tant,60
que,que,83
le,le,71
scandale,scandale,21
qui,qui,52
perd,perdre,17
et,et,82
qui,qui,52
ruine,ruiner,17
/.,/.,P
sous,sous,81
madame,madame,22
du,de,81
du,le,71
Barry,Barry,20
",",",",p
elle,il,51
eût,avoir,19
été,être,12
moins,moins,60
rigide,rigide,30
dans,dans,81
ses,son,73
principes,principe,21
;,;,p
sous,sous,81
la,le,71
dauphine,dauphine,22
",",",",p
elle,il,51
devint,devenir,19
collet,collet,21
monté,monté,31
/.,/.,P
mais,mais,82
tout,tout,75
ceci,ceci,52
était,être,18
pour,pour,81
les,le,71
dehors,dehors,21
",",",",p
pour,pour,81
les,le,71
apparences,apparence,22
;,;,p
elle,il,51
gardait,garder,18
son,son,73
improbation,improbation,22
et,et,82
son,son,73
mépris,mépris,21
pour,pour,81
les,le,71
fautes,faute,22
éclatantes,éclatant,30
",",",",p
et,et,82
",",",",p
pour,pour,81
condamner,condamner,14
une,un,71
intrigue,intrigue,22
",",",",p
elle,il,51
en,en,52
attendait,attendre,18
toujours,toujours,60
le,le,71
résultat,résultat,21
/.,/.,P
ces,ce,74
infidélités,infidélité,22
qui,qui,52
ne,ne,60
passaient,passer,18
pointa,pointer,19
le,le,71
seuil,seuil,21
de,de,81
la,le,71
porte,porte,22
trouvaient,trouver,18
grâce,grâce,22
devant,devant,81
elle,il,51
/.,/.,P
elle,il,51
redevenait,redevenir,18
Espagnole,Espagnol,20
pour,pour,81
juger,juger,14
les,le,71
passions,passion,22
en deçà,en-deçà,81
de,de,81
la,le,71
persienne,persienne,22
;,;,p
il,il,51
n',ne,60
y,y,52
avait,avoir,18
de,de,81
coupable,coupable,30
à,à,81
ses,son,73
yeux,oeil,21
que,que,83
ce,ce,52
qui,qui,52
s',se,51
affichait,afficher,18
dans,dans,81
la,le,71
rue,rue,22
aux,à,81
aux,le,71
regards,regard,21
des,de,81
des,le,71
passants,passant,21
/.,/.,P
aussi,aussi,60
",",",",p
Indiana,Indiana,20
",",",",p
passionnée,passionné,31
et,et,82
chaste,chaste,30
",",",",p
amoureuse,amoureux,30
et,et,82
réservée,réservé,31
",",",",p
était,être,18
un,un,71
précieux,précieux,30
sujet,sujet,21
à,à,81
produire,produire,14
et,et,82
à,à,81
exploiter,exploiter,14
;,;,p
une,un,71
femme,femme,22
comme,comme,83
elle,il,51
pouvait,pouvoir,18
captiver,captiver,14
les,le,71
têtes,tête,22
culminantes,culminant,30
de,de,81
ce,ce,74
monde,monde,21
hypocrite,hypocrite,30
",",",",p
et,et,82
résister,résister,14
aux,à,81
aux,le,71
dangers,danger,21
des,de,81
des,le,71
plus,plus,60
délicates,délicat,30
missions,mission,22
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
d',de,81
excellentes,excellent,30
spéculations,spéculation,22
à,à,81
tenter,tenter,14
sur,sur,81
la,le,71
responsabilité,responsabilité,22
d',de,81
une,un,71
âme,âme,22
si,si,60
pure,pur,30
et,et,82
d',de,81
une,un,71
tête,tête,22
si,si,60
ardente,ardent,30
/.,/.,P
pauvre,pauvre,30
Indiana,Indiana,20
!,!,p
heureusement,heureusement,60
la,le,71
fatalité,fatalité,22
de,de,81
son,son,73
destin,destin,21
passa,passer,19
toutes,tout,75
ses,son,73
espérances,espérance,22
",",",",p
et,et,82
l',le,52
entraîna,entraîner,19
dans,dans,81
une,un,71
voie,voie,22
de,de,81
misère,misère,22
où,où,60
l',le,71
affreuse,affreux,30
protection,protection,22
de,de,81
sa,son,73
tante,tante,22
n',ne,60
alla,aller,19
point,point,60
la,le,52
chercher,chercher,14
/.,/.,P
Raymon,Raymon,20
ne,ne,60
s',se,51
inquiétait,inquiéter,18
point,point,60
de,de,81
ce,ce,52
qu',que,52
elle,il,51
allait,aller,18
devenir,devenir,14
/.,/.,P
cet,ce,74
amour,amour,21
était,être,18
déjà,déjà,60
arrivé,arriver,12
pour,pour,81
lui,lui,51
au,à,81
au,le,71
dernier,dernier,30
degré,degré,21
élu,élu,31
dégoût,dégoût,21
",",",",p
à,à,81
l',le,71
ennui,ennui,21
/.,/.,P
ennuyer,ennuyer,14
",",",",p
c',ce,52
est,être,17
descendre,descendre,14
aussi,aussi,60
bas,bas,60
qu',que,83
il,il,51
est,être,17
possible,possible,30
dans,dans,81
le,le,71
coeur,coeur,21
de,de,81
ce,ce,52
qu',que,52
on,on,51
aime,aimer,17
/.,/.,P
heureusement,heureusement,60
pour,pour,81
les,le,71
derniers,dernier,30
jours,jour,21
de,de,81
son,son,73
illusion,illusion,22
",",",",p
Indiana,Indiana,20
ne,ne,60
s',se,51
en,en,52
doutait,douter,18
pas,pas,60
encore,encore,60
/.,/.,P
un,un,71
matin,matin,21
",",",",p
en,en,81
rentrant,rentrer,13
du,de,81
du,le,71
bal,bal,21
",",",",p
il,il,51
trouva,trouver,19
madame,madame,22
Delmare,Delmare,20
dans,dans,81
sa,son,73
chambre,chambre,22
/.,/.,P
elle,il,51
y,y,52
était,être,18
entrée,entrer,12
à,à,81
minuit,minuit,21
;,;,p
depuis,depuis,81
cinq,cinq,72
grandes,grand,30
heures,heure,22
",",",",p
elle,il,51
l',le,52
attendait,attendre,18
/.,/.,P
on,on,51
était,être,18
aux,à,81
aux,le,71
jours,jour,21
les,le,71
plus,plus,60
froids,froid,30
de,de,81
l',le,71
année,année,22
;,;,p
elle,il,51
était,être,18
là,là,60
sans,sans,81
feu,feu,21
",",",",p
la,le,71
tête,tête,22
appuyée,appuyé,31
sur,sur,81
ses,son,73
mains,main,22
",",",",p
souffrant,souffrir,13
du,de,81
du,le,71
froid,froid,21
et,et,82
de,de,81
l',le,71
inquiétude,inquiétude,22
avec,avec,81
cette,ce,74
sombre,sombre,30
patience,patience,22
que,que,52
le,le,71
cours,cours,21
de,de,81
sa,son,73
vie,vie,22
lui,lui,51
avait,avoir,18
enseignée,enseigner,12
/.,/.,P
elle,il,51
releva,relever,19
la,le,71
tête,tête,22
quand,quand,83
elle,il,51
le,le,52
vit,voir,19
entrer,entrer,14
",",",",p
et,et,82
Raymon,Raymon,20
",",",",p
pétrifié,pétrifié,31
de,de,81
surprise,surprise,22
",",",",p
ne,ne,60
trouva,trouver,19
sur,sur,81
son,son,73
visage,visage,21
pâle,pâle,30
aucune,aucun,75
expression,expression,22
de,de,81
dépit,dépit,21
ou,ou,82
de,de,81
reproche,reproche,21
/.,/.,P
-,-,p
je,je,51
vous,vous,51
attendais,attendre,18
",",",",p
lui,lui,51
dit,dire,19
elle,il,51
avec,avec,81
douceur,douceur,22
;,;,p
comme,comme,83
depuis,depuis,81
trois,trois,72
jours,jour,21
vous,vous,51
n',ne,60
êtes,être,17
pas,pas,60
venu,venir,12
",",",",p
et,et,82
que,que,83
",",",",p
dans,dans,81
cet,ce,74
intervalle,intervalle,21
",",",",p
il,il,51
s',se,51
est,être,17
passé,passer,12
des,de,81
des,le,71
choses,chose,22
dont,dont,52
vous,vous,51
devez,devoir,17
être,être,14
informé,informer,12
sans,sans,81
retard,retard,21
",",",",p
je,je,51
suis,être,17
sortie,sortir,12
hier,hier,60
au,à,81
au,le,71
soir,soir,21
de,de,81
chez,chez,81
moi,moi,51
pour,pour,81
venir,venir,14
vous,vous,51
les,le,52
apprendre,apprendre,14
/.,/.,P
-,-,p
c',ce,52
est,être,17
une,un,71
imprudence,imprudence,22
incroyable,incroyable,30
!,!,p
dit,dire,19
Raymon,Raymon,20
en,en,81
refermant,refermer,13
avec,avec,81
soin,soin,21
la,le,71
porte,porte,22
sur,sur,81
lui,lui,51
;,;,p
et,et,82
mes,mon,73
qui,qui,52
vous,vous,51
savent,savoir,17
ici,ici,60
/!,/!,P
ils,ils,51
viennent,venir,17
de,de,81
me,je,51
le,le,52
dire,dire,14
/.,/.,P
-,-,p
je,je,51
ne,ne,60
me,je,51
suis,être,17
pas,pas,60
cachée,cacher,12
",",",",p
répondit,répondre,19
elle,il,51
froidement,froidement,60
et,et,82
",",",",p
quant,quand,83
au,à,81
au,le,71
mot,mot,21
dont,dont,52
vous,vous,51
vous,vous,51
servez,servir,17
",",",",p
je,je,51
le,le,52
crois,croire,17
mal,mal,60
choisi,choisi,31
/.,/.,P
-,-,p
j',je,51
ai,avoir,17
dit,dire,12
imprudence,imprudence,22
",",",",p
c',ce,52
est,être,17
folie,folie,22
que,que,52
j',je,51
aurais,avoir,16
dû,devoir,12
dire,dire,14
/.,/.,P
-,-,p
moi,moi,51
",",",",p
j',je,51
aurais,avoir,16
dit,dire,12
courage,courage,21
/.,/.,P
mais,mais,82
n',ne,60
importe,importer,17
;,;,p
écoutez,écouter,17
:,:,p
monsieur,monsieur,21
Delmare,Delmare,20
veut,vouloir,17
partir,partir,14
pour,pour,81
Bordeaux,Bordeaux,20
dans,dans,81
trois,trois,72
jours,jour,21
",",",",p
et,et,82
",",",",p
de,de,81
là,là,60
",",",",p
pour,pour,81
les,le,71
colonies,colonie,22
/.,/.,P
il,il,51
a,avoir,17
été,être,12
convenu,convenir,12
entre,entre,81
vous,vous,51
et,et,82
moi,moi,51
que,que,83
vous,vous,51
me,je,51
soustrairiez,soustraire,16
à,à,81
la,le,71
violence,violence,22
s',si,83
il,il,51
l',le,52
employait,employer,18
:,:,p
il,il,51
est,être,17
hors,hors,81
de,de,81
doute,doute,21
qu',que,83
il,il,51
en,en,52
sera,être,15
ainsi,ainsi,60
;,;,p
car,car,82
je,je,51
me,je,51
suis,être,17
prononcée,prononcer,12
hier,hier,60
au,à,81
au,le,71
soir,soir,21
",",",",p
et,et,82
",",",",p
j',je,51
ai,avoir,17
été,être,12
enfermée,enfermer,12
dans,dans,81
ma,mon,73
chambre,chambre,22
/.,/.,P
je,je,51
me,je,51
suis,être,17
échappée,échapper,12
par,par,81
une,un,71
fenêtre,fenêtre,22
;,;,p
voyez,voir,17
",",",",p
mes,mon,73
mains,main,22
sont,être,17
en,en,81
sang,sang,21
/.,/.,P
dans,dans,81
ce,ce,74
moment,moment,21
",",",",p
on,on,51
me,je,51
cherche,chercher,17
peut-être,peut-être,60
;,;,p
mais,mais,82
Ralph,Ralph,20
est,être,17
à,à,81
Bellerive,Bellerive,20
",",",",p
et,et,82
il,il,51
ne,ne,60
pourra,pouvoir,15
pas,pas,60
dire,dire,14
où,où,60
je,je,51
suis,être,17
/.,/.,P
je,je,51
suis,être,17
décidée,décider,12
à,à,81
me,je,51
cacher,cacher,14
jusqu',jusque,81
à,à,81
ce,ce,52
que,que,52
monsieur,monsieur,21
Delmare,Delmare,20
ait,avoir,17
pris,prendre,12
le,le,71
parti,parti,21
de,de,81
m',je,51
abandonner,abandonner,14
/.,/.,P
avez,avoir,17
vous,vous,51
songé,songer,12
à,à,81
m',je,51
assurer,assurer,14
une,un,71
retraite,retraite,22
",",",",p
à,à,81
préparer,préparer,14
ma,mon,73
fuite,fuite,22
/?,/?,P
il,il,51
y,y,52
a,avoir,17
si,si,60
longtemps,longtemps,60
que,que,83
je,je,51
n',ne,60
ai,avoir,17
pu,pouvoir,12
vous,vous,51
voir,voir,14
seul,seul,30
",",",",p
que,que,83
j',je,51
ignore,ignorer,17
ou,ou,82
en,en,52
sont,être,17
vos,votre,73
dispositions,disposition,22
;,;,p
mais,mais,82
",",",",p
un,un,71
jour,jour,21
que,que,83
je,je,51
vous,vous,51
témoignais,témoigner,18
des,de,81
des,le,71
doutes,doute,21
sur,sur,81
votre,votre,73
résolution,résolution,22
",",",",p
vous,vous,51
m',je,51
avez,avoir,17
dit,dire,12
que,que,83
vous,vous,51
ne,ne,60
conceviez,concevoir,18
pas,pas,60
l',le,71
amour,amour,21
sans,sans,81
la,le,71
confiance,confiance,22
;,;,p
vous,vous,51
m',je,51
avez,avoir,17
fait,faire,12
remarquer,remarquer,14
que,que,83
jamais,jamais,60
vous,vous,51
n',ne,60
aviez,avoir,18
douté,douter,12
de,de,81
moi,moi,51
",",",",p
vous,vous,51
m',je,51
avez,avoir,17
prouvé,prouver,12
que,que,83
j',je,51
étais,être,18
injuste,injuste,30
/.,/.,P
