11347
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trentième extrait>,<>,<>
défendais,défendre,18
contre,contre,81
elle,il,51
en,en,81
faisant,faire,13
semblant,semblant,21
de,de,81
le,le,52
tarabuster,tarabuster,14
à,à,81
sa,son,73
place,place,22
/.,/.,P
mais,mais,82
j',je,51
ai,avoir,17
toujours,toujours,60
grand,grand,30
soin,soin,21
de,de,81
ne,ne,60
pas,pas,60
le,le,52
toucher,toucher,14
pour,pour,81
de,de,81
vrai,vrai,60
",",",",p
et,et,82
il,il,51
le,le,52
sait,savoir,17
bien,bien,60
",",",",p
lui,lui,51
/!,/!,P
aussi,aussi,60
quand,quand,83
il,il,51
a,avoir,17
fait,faire,12
une,un,71
faute,faute,22
",",",",p
il,il,51
accourt,accourir,17
se,se,51
cacher,cacher,14
dans,dans,81
mes,mon,73
jupons,jupon,21
",",",",p
et,et,82
il,il,51
me,je,51
dit,dire,17
:,:,p
“,“,p
bats,battre,17
moi,moi,51
avant,avant,81
que,que,83
ma,mon,73
grand'mère,grand-mère,22
ne,ne,60
me,je,51
prenne,prendre,17
/!,/!,P
et,et,82
moi,moi,51
",",",",p
je,je,51
le,le,52
bats,battre,17
pour,pour,81
rire,rire,14
",",",",p
et,et,82
le,le,71
malin,malin,21
fait,faire,17
semblant,semblant,21
de,de,81
crier,crier,14
/.,/.,P
et,et,82
puis,puis,60
je,je,51
le,le,52
soigne,soigner,17
;,;,p
je,je,51
ne,ne,60
peux,pouvoir,17
pas,pas,60
toujours,toujours,60
l',le,52
empêcher,empêcher,14
d',de,81
être,être,14
en,en,81
loques,loque,22
",",",",p
le,le,71
pauvre,pauvre,30
petit,petit,21
;,;,p
mais,mais,82
quand,quand,83
j',je,51
ai,avoir,17
quelque,quelque,75
nippe,nippe,22
",",",",p
je,je,51
l',le,52
arrange,arranger,17
pour,pour,81
l',le,52
habiller,habiller,14
",",",",p
et,et,82
je,je,51
le,le,52
guéris,guérir,17
quand,quand,83
il,il,51
est,être,17
malade,malade,30
",",",",p
tandis que,tandis que,83
ma,mon,73
grand'mère,grand-mère,22
le,le,52
ferait,faire,16
mourir,mourir,14
",",",",p
car,car,82
elle,il,51
ne,ne,60
sait,savoir,17
point,point,60
soigner,soigner,14
les,le,71
enfants,enfant,21
/.,/.,P
enfin,enfin,60
",",",",p
je,je,51
le,le,52
conserve,conserver,17
à,à,81
la,le,71
vie,vie,22
",",",",p
ce,ce,74
malingret,malingret,21
",",",",p
qui,qui,52
sans,sans,81
moi,moi,51
serait,être,16
bien,bien,60
malheureux,malheureux,30
",",",",p
et,et,82
bientôt,bientôt,60
dans,dans,81
la,le,71
terre,terre,22
à,à,81
côté,côté,21
de,de,81
notre,notre,73
pauvre,pauvre,30
père,père,21
",",",",p
que,que,52
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
pu,pouvoir,12
empêcher,empêcher,14
de,de,81
mourir,mourir,14
/.,/.,P
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
si,si,83
je,je,51
lui,lui,51
rends,rendre,17
service,service,21
en,en,81
le,le,52
faisant,faire,13
vivre,vivre,14
",",",",p
tortu,tortu,30
et,et,82
malplaisant,malplaire,13
comme,comme,83
il,il,51
est,être,17
;,;,p
mais,mais,82
c',ce,52
est,être,17
plus,plus,60
fort,fort,30
que,que,83
moi,moi,51
",",",",p
Landry,Landry,20
",",",",p
et,et,82
quand,quand,83
je,je,51
songe,songer,17
à,à,81
prendre,prendre,14
du,de,81
du,le,71
service,service,21
pour,pour,81
avoir,avoir,14
quelque,quelque,75
argent,argent,21
à,à,81
moi,moi,51
et,et,82
me,je,51
retirer,retirer,14
de,de,81
la,le,71
misère,misère,22
où,où,60
je,je,51
suis,être,17
",",",",p
mon,mon,73
coeur,coeur,21
se,se,51
fend,fendre,17
de,de,81
pitié,pitié,22
et,et,82
me,je,51
fait,faire,17
reproche,reproche,21
",",",",p
comme,comme,83
si,si,83
j',je,51
étais,être,18
la,le,71
mère,mère,22
de,de,81
mon,mon,73
sauteriot,sauteriot,21
",",",",p
et,et,82
comme,comme,83
si,si,83
je,je,51
le,le,52
voyais,voir,18
périr,périr,14
par,par,81
ma,mon,73
faute,faute,22
/.,/.,P
voilà,voilà,81
tous,tout,75
mes,mon,73
torts,tort,21
et,et,82
mes,mon,73
manquements,manquement,21
",",",",p
Landry,Landry,20
/.,/.,P
à,à,81
présent,présent,21
",",",",p
que,que,52
le,le,71
bon,bon,30
dieu,dieu,21
me,je,51
juge,juger,17
;,;,p
moi,moi,51
",",",",p
je,je,51
pardonne,pardonner,17
à,à,81
ceux,celui,52
qui,qui,52
me,je,51
méconnaissent,méconnaître,17
/.,/.,P
<XX>,<>,<>
Landry,Landry,20
écoutait,écouter,18
toujours,toujours,60
la,le,71
petite,petit,30
Fadette,Fadette,20
avec,avec,81
une,un,71
grande,grand,30
contention,contention,22
d',de,81
esprit,esprit,21
",",",",p
et,et,82
sans,sans,81
trouver,trouver,14
à,à,81
redire,redire,14
à,à,81
aucune,aucun,52
de,de,81
ses,son,73
raisons,raison,22
/.,/.,P
en,en,81
dernier,dernier,30
lieu,lieu,21
",",",",p
la,le,71
manière,manière,22
dont,dont,52
elle,il,51
parla,parler,19
de,de,81
son,son,73
petit,petit,30
frère,frère,21
le,le,71
sauteriot,sauteriot,21
",",",",p
lui,lui,51
fit,faire,19
un,un,71
effet,effet,21
",",",",p
comme,comme,83
si,si,83
",",",",p
tout,tout,60
d',de,81
un,un,71
coup,coup,21
",",",",p
il,il,51
se,se,51
sentait,sentir,18
de,de,81
l',le,71
amitié,amitié,22
pour,pour,81
elle,il,51
",",",",p
et,et,82
comme,comme,83
s',si,83
il,il,51
voulait,vouloir,18
être,être,14
de,de,81
son,son,73
parti,parti,21
contre,contre,81
tout,tout,75
le,le,71
monde,monde,21
/.,/.,P
-,-,p
cette,ce,74
fois,fois,22
ci,ci,60
",",",",p
Fadette,Fadette,20
",",",",p
dit,dire,19
il,il,51
",",",",p
celui,celui,52
qui,qui,52
te,tu,51
donnerait,donner,16
tort,tort,21
serait,être,16
dans,dans,81
son,son,73
tort,tort,21
le,le,71
premier,premier,72
;,;,p
car,car,82
tout,tout,52
ce,ce,52
que,que,52
tu,tu,51
as,avoir,17
dit,dire,12
là,là,60
est,être,17
très,très,60
bien,bien,60
dit,dire,12
",",",",p
et,et,82
personne,personne,52
ne,ne,60
se,se,51
douterait,douter,16
de,de,81
ton,ton,73
bon,bon,30
coeur,coeur,21
et,et,82
de,de,81
ton,ton,73
bon,bon,30
raisonnement,raisonnement,21
/.,/.,P
pourquoi,pourquoi,60
ne,ne,60
te,tu,51
fais,faire,17
tu,tu,51
pas,pas,60
connaître,connaître,14
pour,pour,81
ce,ce,52
que,que,52
tu,tu,51
es,être,17
?,?,p
on,on,51
ne,ne,60
parlerait,parler,16
pas,pas,60
mal,mal,60
de,de,81
toi,toi,51
",",",",p
et,et,82
il,il,51
y,y,52
en,en,52
a,avoir,17
qui,qui,52
te,tu,51
rendraient,rendre,16
justice,justice,22
/.,/.,P
-,-,p
je,je,51
te,tu,51
l',le,52
ai,avoir,17
bien,bien,60
dit,dire,12
",",",",p
Landry,Landry,20
",",",",p
reprit,reprendre,19
elle,il,51
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
besoin,besoin,21
de,de,81
plaire,plaire,14
à,à,81
qui,qui,52
ne,ne,60
me,je,51
plaît,plaire,17
point,point,60
/.,/.,P
-,-,p
mais,mais,82
si,si,83
/.,/.,P
