11514
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante-quatrième extrait>,<>,<>
elle,il,51
ne,ne,60
sortait,sortir,18
plus,plus,60
/.,/.,P
elle,il,51
avait,avoir,18
cessé,cesser,12
de,de,81
voir,voir,14
les,le,71
bonnes,bonne,22
de,de,81
la,le,71
maison,maison,22
",",",",p
et,et,82
",",",",p
pour,pour,81
s',se,51
occuper,occuper,14
et,et,82
s',se,51
oublier,oublier,14
",",",",p
elle,il,51
s',se,51
abîmait,abîmer,18
dans,dans,81
de,de,81
grands,grand,30
travaux,travail,21
de,de,81
couture,couture,22
",",",",p
ou,ou,82
s',se,51
enfonçait,enfoncer,18
dans,dans,81
le,le,71
sommeil,sommeil,21
/.,/.,P
quand,quand,83
des,de,81
des,le,71
musiciens,musicien,21
venaient,venir,18
dans,dans,81
la,le,71
cour,cour,22
",",",",p
elle,il,51
fermait,fermer,18
les,le,71
fenêtres,fenêtre,22
pour,pour,81
ne,ne,60
pas,pas,60
les,le,52
entendre,entendre,14
:,:,p
la,le,71
volupté,volupté,22
de,de,81
la,le,71
musique,musique,22
lui,lui,51
mouillait,mouiller,18
l',le,71
âme,âme,22
/.,/.,P
malgré,malgré,81
tout,tout,52
",",",",p
elle,il,51
ne,ne,60
pouvait,pouvoir,18
s',se,51
apaiser,apaiser,14
ni,ni,82
se,se,51
refroidir,refroidir,14
/.,/.,P
ses,son,73
mauvaises,mauvais,30
pensées,pensée,22
se,se,51
rallumaient,rallumer,18
toutes,tout,60
seules,seul,30
",",",",p
vivaient,vivre,18
et,et,82
s',se,51
agitaient,agiter,18
sur,sur,81
elles-mêmes,eux-mêmes,51
/.,/.,P
à,à,81
toute,tout,75
heure,heure,22
",",",",p
l',le,71
idée,idée,22
fixe,fixe,30
du,de,81
du,le,71
désir,désir,21
se,se,51
levait,lever,18
de,de,81
tout,tout,75
son,son,73
être,être,21
",",",",p
devenait,devenir,18
dans,dans,81
toute,tout,75
sa,son,73
personne,personne,22
ce,ce,74
tourment,tourment,21
fou,fou,30
qui,qui,52
ne,ne,60
finit,finir,19
pas,pas,60
",",",",p
ce,ce,74
transport,transport,21
des,de,81
des,le,71
sens,sens,21
au,à,81
au,le,71
cerveau,cerveau,21
:,:,p
l',le,71
obsession,obsession,22
",",",",p
-,-,p
l',le,71
obsession,obsession,22
que,que,52
rien,rien,52
ne,ne,60
chasse,chasser,17
et,et,82
qui,qui,52
revient,revenir,17
toujours,toujours,60
",",",",p
l',le,71
obsession,obsession,22
impudique,impudique,30
",",",",p
acharnée,acharné,31
",",",",p
fourmillante,fourmillant,30
d',de,81
images,image,22
",",",",p
l',le,71
obsession,obsession,22
qui,qui,52
approche,approcher,17
l',le,71
amour,amour,21
de,de,81
tous,tout,75
les,le,71
sens,sens,21
de,de,81
la,le,71
femme,femme,22
",",",",p
l',le,52
apporte,apporter,17
à,à,81
ses,son,73
yeux,oeil,21
fermés,fermé,31
",",",",p
le,le,52
roule,rouler,17
fumant,fumant,30
dans,dans,81
sa,son,73
tête,tête,22
",",",",p
le,le,52
charrie,charrier,17
tout,tout,52
chaud,chaud,30
dans,dans,81
ses,son,73
artères,artère,22
/!,/!,P
à,à,81
la,le,71
longue,longue,22
",",",",p
l',le,71
ébranlement,ébranlement,21
nerveux,nerveux,30
de,de,81
ces,ce,74
assauts,assaut,21
continuels,continuel,30
",",",",p
l',le,71
irritation,irritation,22
de,de,81
cette,ce,74
douloureuse,douloureux,30
continence,continence,22
",",",",p
mettaient,mettre,18
un,un,71
commencement,commencement,21
de,de,81
trouble,trouble,21
dans,dans,81
les,le,71
perceptions,perception,22
de,de,81
Germinie,Germinie,20
/.,/.,P
son,son,73
regard,regard,21
croyait,croire,18
toucher,toucher,14
ses,son,73
tentations,tentation,22
:,:,p
une,un,71
hallucination,hallucination,22
épouvantable,épouvantable,30
approchait,approcher,18
de,de,81
ses,son,73
sens,sens,21
la,le,71
réalité,réalité,22
de,de,81
leurs,leur,73
rêves,rêve,21
/.,/.,P
il,il,51
arrivait,arriver,18
qu',que,83
à,à,81
de,de,81
certains,certain,75
moments,moment,21
ce,ce,52
qu',que,52
elle,il,51
voyait,voir,18
",",",",p
ce,ce,52
qui,qui,52
était,être,18
là,là,60
",",",",p
les,le,71
chandeliers,chandelier,21
",",",",p
les,le,71
pieds,pied,21
des,de,81
des,le,71
meubles,meuble,21
",",",",p
les,le,71
bras,bras,21
des,de,81
des,le,71
fauteuils,fauteuil,21
",",",",p
tout,tout,60
autour,autour,60
d',de,81
elle,il,51
prenait,prendre,18
des,de,81
des,le,71
apparences,apparence,22
",",",",p
des,de,81
des,le,71
formes,forme,22
d',de,81
impureté,impureté,22
/.,/.,P
l',le,71
obscénité,obscénité,22
surgissait,surgir,18
de,de,81
toutes,tout,75
choses,chose,22
sous,sous,81
ses,son,73
yeux,oeil,21
et,et,82
venait,venir,18
à,à,81
elle,il,51
/.,/.,P
alors,alors,60
",",",",p
regardant,regarder,13
l',le,71
heure,heure,22
au,à,81
au,le,71
coucou,coucou,21
de,de,81
sa,son,73
cuisine,cuisine,22
comme,comme,83
une,un,71
condamnée,condamnée,22
qui,qui,52
n',ne,60
a,avoir,17
plus,plus,60
son,son,73
corps,corps,21
à,à,81
elle,il,51
",",",",p
elle,il,51
disait,dire,18
:,:,p
dans,dans,81
cinq,cinq,72
minutes,minute,22
",",",",p
je,je,51
vais,aller,17
descendre,descendre,14
dans,dans,81
la,le,71
rue,rue,22
/…,/…,P
-,-,p
et,et,82
",",",",p
les,le,71
cinq,cinq,72
minutes,minute,22
passées,passé,31
",",",",p
elle,il,51
restait,rester,18
et,et,82
ne,ne,60
descendait,descendre,18
pas,pas,60
/.,/.,P
<XLVII.>,<>,<>
une,un,71
heure,heure,22
arrivait,arriver,18
dans,dans,81
cette,ce,74
vie,vie,22
où,où,60
Germinie,Germinie,20
renonçait,renoncer,18
à,à,81
la,le,71
lutte,lutte,22
/.,/.,P
sa,son,73
conscience,conscience,22
se,se,51
courbait,courber,18
",",",",p
sa,son,73
volonté,volonté,22
se,se,51
pliait,plier,18
",",",",p
elle,il,51
s',se,51
inclinait,incliner,18
sous,sous,81
le,le,71
sort,sort,21
de,de,81
sa,son,73
vie,vie,22
/.,/.,P
ce,ce,52
qui,qui,52
lui,lui,51
restait,rester,18
de,de,81
résolution,résolution,22
",",",",p
d',de,81
énergie,énergie,22
",",",",p
de,de,81
courage,courage,21
",",",",p
s',se,51
en,en,52
allait,aller,18
sous,sous,81
le,le,71
sentiment,sentiment,21
",",",",p
la,le,71
conviction,conviction,22
désespérée,désespéré,31
de,de,81
son,son,73
impuissance,impuissance,22
à,à,81
se,se,51
sauver,sauver,14
d',de,81
elle-même,lui-même,51
/.,/.,P
elle,il,51
se,se,51
sentait,sentir,18
dans,dans,81
le,le,71
courant,courant,21
de,de,81
quelque,quelque,75
chose,chose,22
allant,aller,13
toujours,toujours,60
",",",",p
qu',que,83
il,il,51
était,être,18
inutile,inutile,30
",",",",p
presque,presque,60
impie,impie,30
",",",",p
de,de,81
vouloir,vouloir,14
arrêter,arrêter,14
/.,/.,P
cette,ce,74
grande,grand,30
force,force,22
du,de,81
du,le,71
monde,monde,21
qui,qui,52
fait,faire,17
souffrir,souffrir,14
",",",",p
la,le,71
puissance,puissance,22
mauvaise,mauvais,30
qui,qui,52
porte,porter,17
le,le,71
nom,nom,21
d',de,81
un,un,71
dieu,dieu,21
sur,sur,81
le,le,71
marbre,marbre,21
des,de,81
des,le,71
tragédies,tragédie,22
antiques,antique,30
",",",",p
et,et,82
qui,qui,52
s',se,51
appelle,appeler,17
Pas-de-Chance,Pas-de-Chance,20
sur,sur,81
le,le,71
front,front,21
tatoué,tatoué,31
des,de,81
des,le,71
bagnes,bagne,21
",",",",p
la,le,71
fatalité,fatalité,22
l',le,52
écrasait,écraser,18
",",",",p
et,et,82
Germinie,Germinie,20
baissait,baisser,18
la,le,71
tête,tête,22
sous,sous,81
son,son,73
pied,pied,21
/.,/.,P
quand,quand,83
",",",",p
à,à,81
ses,son,73
heures,heure,22
découragées,découragé,31
",",",",p
elle,il,51
retrouvait,retrouver,18
par,par,81
le,le,71
souvenir,souvenir,21
les,le,71
amertumes,amertume,22
de,de,81
son,son,73
passé,passé,21
",",",",p
quand,quand,83
elle,il,51
suivait,suivre,18
depuis,depuis,81
son,son,73
enfance,enfance,22
l',le,71
enchaînement,enchaînement,21
de,de,81
sa,son,73
lamentable,lamentable,30
existence,existence,22
",",",",p
cette,ce,74
file,file,22
de,de,81
douleurs,douleur,22
qui,qui,52
avait,avoir,18
suivi,suivre,12
ses,son,73
années,année,22
et,et,82
grandi,grandir,12
avec,avec,81
elles,ils,51
",",",",p
tout,tout,52
ce,ce,52
qui,qui,52
s',se,51
était,être,18
succédé,succéder,12
dans,dans,81
son,son,73
existence,existence,22
comme,comme,83
une,un,71
rencontre,rencontre,22
et,et,82
un,un,71
arrangement,arrangement,21
de,de,81
misère,misère,22
",",",",p
sans,sans,81
que,que,83
jamais,jamais,60
elle,il,51
y,y,52
eût,avoir,19
vu,voir,12
apparaître,apparaître,14
la,le,71
main,main,22
de,de,81
cette,ce,74
providence,providence,22
dont,dont,52
on,on,51
lui,lui,51
avait,avoir,18
tant,tant,60
parlé,parler,12
",",",",p
elle,il,51
se,se,51
disait,dire,18
qu',que,83
elle,il,51
était,être,18
de,de,81
ces,ce,74
malheureuses,malheureux,30
vouées,voué,31
en,en,81
naissant,naître,13
à,à,81
une,un,71
éternité,éternité,22
de,de,81
misère,misère,22
",",",",p
de,de,81
celles,celui,52
pour,pour,81
lesquelles,lequel,52
le,le,71
bonheur,bonheur,21
n',ne,60
est,être,17
pas,pas,60
fait,faire,12
et,et,82
qui,qui,52
ne,ne,60
le,le,52
connaissent,connaître,17
qu',que,83
en,en,81
l',le,52
enviant,envier,13
aux,à,81
aux,le,71
autres,autre,52
/.,/.,P
elle,il,51
se,se,51
repaissait,repaître,18
et,et,82
se,se,51
nourrissait,nourrir,18
de,de,81
cette,ce,74
idée,idée,22
",",",",p
et,et,82
à,à,81
force,force,22
d',de,81
en,en,52
creuser,creuser,14
le,le,71
désespoir,désespoir,21
",",",",p
à,à,81
force,force,22
de,de,81
ressasser,ressasser,14
en,en,81
elle-même,lui-même,51
la,le,71
continuité,continuité,22
de,de,81
son,son,73
infortune,infortune,22
et,et,82
la,le,71
succession,succession,22
de,de,81
ses,son,73
chagrins,chagrin,21
",",",",p
elle,il,51
arrivait,arriver,18
à,à,81
voir,voir,14
une,un,71
persécution,persécution,22
de,de,81
sa,son,73
malchance,malchance,22
dans,dans,81
les,le,71
plus,plus,60
petits,petit,30
malheurs,malheur,21
de,de,81
sa,son,73
vie,vie,22
",",",",p
de,de,81
son,son,73
service,service,21
/.,/.,P
un,un,71
peu,peu,60
d',de,81
argent,argent,21
qu',que,83
elle,il,51
prêtait,prêter,18
et,et,82
qu',que,83
on,on,51
ne,ne,60
lui,lui,51
rendait,rendre,18
pas,pas,60
",",",",p
une,un,71
pièce,pièce,22
fausse,faux,30
qu',que,52
on,on,51
lui,lui,51
faisait,faire,18
passer,passer,14
dans,dans,81
une,un,71
boutique,boutique,22
",",",",p
une,un,71
commission,commission,22
qu',que,52
elle,il,51
faisait,faire,18
mal,mal,60
",",",",p
un,un,71
achat,achat,21
où,où,60
on,on,51
la,le,52
trompait,tromper,18
",",",",p
tout,tout,75
cela,cela,52
pour,pour,81
elle,il,51
ne,ne,60
venait,venir,18
jamais,jamais,60
de,de,81
sa,son,73
faute,faute,22
",",",",p
ni,ni,82
d',de,81
un,un,71
hasard,hasard,21
/.,/.,P
c',ce,52
était,être,18
la,le,71
suite,suite,22
du,de,81
du,le,71
reste,reste,21
/.,/.,P
la,le,71
vie,vie,22
était,être,18
conjurée,conjurer,12
contre,contre,81
elle,il,51
et,et,82
la,le,52
persécutait,persécuter,18
en,en,81
tout,tout,52
",",",",p
partout,partout,60
",",",",p
du,de,81
du,le,71
petit,petit,21
au,à,81
au,le,71
grand,grand,21
",",",",p
de,de,81
sa,son,73
fille,fille,22
qui,qui,52
était,être,18
morte,mourir,12
",",",",p
à,à,81
l',le,71
épicerie,épicerie,22
qui,qui,52
était,être,18
mauvaise,mauvais,30
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
des,de,81
des,le,71
jours,jour,21
où,où,60
elle,il,51
cassait,casser,18
tout,tout,52
ce,ce,52
qu',que,52
elle,il,51
touchait,toucher,18
:,:,p
elle,il,51
s',se,51
imaginait,imaginer,18
alors,alors,60
être,être,14
maudite,maudire,12
jusqu',jusque,81
au,à,81
au,le,71
bout,bout,21
des,de,81
des,le,71
doigts,doigt,21
/.,/.,P
maudite,maudit,31
!,!,p
presque,presque,60
damnée,damné,31
",",",",p
elle,il,51
se,se,51
persuadait,persuader,18
qu',que,83
elle,il,51
l',le,52
était,être,18
bien,bien,60
réellement,réellement,60
",",",",p
lorsqu',lorsque,83
elle,il,51
interrogeait,interroger,18
son,son,73
corps,corps,21
",",",",p
lorsqu',lorsque,83
elle,il,51
sondait,sonder,18
ses,son,73
sens,sens,21
/.,/.,P
dans,dans,81
la,le,71
flamme,flamme,22
de,de,81
son,son,73
sang,sang,21
",",",",p
l',le,71
appétit,appétit,21
de,de,81
ses,son,73
organes,organe,21
",",",",p
sa,son,73
faiblesse,faiblesse,22
ardente,ardent,30
",",",",p
ne,ne,60
sentait,sentir,18
elle,il,51
point,point,60
s',se,51
agiter,agiter,14
la,le,71
fatalité,fatalité,22
de,de,81
l',le,71
amour,amour,21
",",",",p
le,le,71
mystère,mystère,21
et,et,82
la,le,71
possession,possession,22
d',de,81
une,un,71
maladie,maladie,22
",",",",p
plus,plus,60
forte,fort,30
que,que,83
sa,son,73
pudeur,pudeur,22
et,et,82
sa,son,73
raison,raison,22
",",",",p
l',le,52
ayant,avoir,13
déjà,déjà,60
livrée,livrer,12
aux,à,81
aux,le,71
hontes,honte,22
de,de,81
la,le,71
passion,passion,22
/.,/.,P
