11402
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-dix-neuvième extrait>,<>,<>
un,un,71
peu,peu,60
moins,moins,60
gauche,gauche,30
et,et,82
qu',que,83
il,il,51
eût,avoir,19
dit,dire,12
avec,avec,81
quelque,quelque,75
sang-froid,sang-froid,21
à,à,81
cette,ce,74
jeune,jeune,30
fille,fille,22
",",",",p
par,par,81
lui,lui,51
si,si,60
adorée,adoré,31
et,et,82
qui,qui,52
lui,lui,51
faisait,faire,18
des,de,81
des,le,71
confidences,confidence,22
si,si,60
étranges,étrange,30
:,:,p
convenez,convenir,17
que,que,83
quoique,quoique,83
je,je,51
ne,ne,60
vaille,valoir,17
pas,pas,60
tous,tout,75
ces,ce,74
messieurs,monsieur,21
",",",",p
c',ce,52
est,être,17
pourtant,pourtant,60
moi,moi,51
que,que,52
vous,vous,51
aimez,aimer,17
/…,/…,P
peut-être,peut-être,60
eût,avoir,19
elle,il,51
été,être,12
heureuse,heureux,30
d',de,81
être,être,14
devinée,deviner,12
;,;,p
du,de,81
du,le,71
moins,moins,60
le,le,71
succès,succès,21
eût,avoir,19
il,il,51
dépendu,dépendre,12
entièrement,entièrement,60
de,de,81
la,le,71
grâce,grâce,22
avec,avec,81
laquelle,lequel,52
Julien,Julien,20
eût,avoir,19
exprimé,exprimer,12
cette,ce,74
idée,idée,22
",",",",p
et,et,82
du,de,81
du,le,71
moment,moment,21
qu',que,83
il,il,51
eût,avoir,19
choisi,choisir,12
/.,/.,P
dans,dans,81
tous,tout,75
les,le,71
cas,cas,21
il,il,51
sortait,sortir,18
bien,bien,60
",",",",p
et,et,82
avec,avec,81
avantage,avantage,21
pour,pour,81
lui,lui,51
",",",",p
d',de,81
une,un,71
situation,situation,22
qui,qui,52
allait,aller,18
devenir,devenir,14
monotone,monotone,30
aux,à,81
aux,le,71
yeux,oeil,21
de,de,81
Mathilde,Mathilde,20
/.,/.,P
-,-,p
et,et,82
vous,vous,51
ne,ne,60
m',je,51
aimez,aimer,17
plus,plus,60
",",",",p
moi,moi,51
qui,qui,52
vous,vous,51
adore,adorer,17
!,!,p
lui,lui,51
dit,dire,19
un,un,71
jour,jour,21
Julien,Julien,20
éperdu,éperdu,30
d',de,81
amour,amour,21
et,et,82
de,de,81
malheur,malheur,21
/.,/.,P
cette,ce,74
sottise,sottise,22
était,être,18
à,à,81
peu,peu,60
près,près,81
la,le,71
plus,plus,60
grande,grand,30
qu',que,83
il,il,51
pût,pouvoir,18
commettre,commettre,14
/.,/.,P
ce,ce,74
mot,mot,21
détruisit,détruire,19
en,en,81
un,un,71
clin d'oeil,clin d'oeil,21
tout,tout,75
le,le,71
plaisir,plaisir,21
que,que,52
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
trouvait,trouver,18
à,à,81
lui,lui,51
parler,parler,14
de,de,81
l',le,71
état,état,21
de,de,81
son,son,73
coeur,coeur,21
/.,/.,P
elle,il,51
commençait,commencer,18
à,à,81
s',se,51
étonner,étonner,14
qu',que,83
après,après,81
ce,ce,52
qui,qui,52
s',se,51
était,être,18
passé,passer,12
il,il,51
ne,ne,60
s',se,51
offensât,offenser,18
pas,pas,60
de,de,81
ses,son,73
récits,récit,21
;,;,p
elle,il,51
allait,aller,18
jusqu',jusque,81
à,à,81
s',se,51
imaginer,imaginer,14
",",",",p
au,à,81
au,le,71
moment,moment,21
où,où,60
il,il,51
lui,lui,51
tint,tenir,19
ce,ce,74
sot,sot,30
propos,propos,21
",",",",p
que,que,83
peut-être,peut-être,60
il,il,51
ne,ne,60
l',le,52
aimait,aimer,18
plus,plus,60
/.,/.,P
la,le,71
fierté,fierté,22
a,avoir,17
sans,sans,81
doute,doute,21
éteint,éteindre,12
son,son,73
amour,amour,21
",",",",p
se,se,51
disait,dire,18
elle,il,51
/.,/.,P
il,il,51
n',ne,60
est,être,17
pas,pas,60
homme,homme,21
à,à,81
se,se,51
voir,voir,14
impunément,impunément,60
préférer,préférer,14
des,de,81
des,le,71
êtres,être,21
comme,comme,83
Caylus,Caylus,20
",",",",p
de,de,81
Luz,Luz,20
",",",",p
Croisenois,Croisenois,20
",",",",p
qu',que,52
il,il,51
avoue,avouer,17
lui,lui,51
être,être,14
tellement,tellement,60
supérieurs,supérieur,30
/.,/.,P
non,non,60
",",",",p
je,je,51
ne,ne,60
le,le,52
verrai,voir,15
plus,plus,60
à,à,81
mes,mon,73
pieds,pied,21
/!,/!,P
les,le,71
jours,jour,21
précédents,précédent,30
",",",",p
dans,dans,81
la,le,71
naïveté,naïveté,22
de,de,81
son,son,73
malheur,malheur,21
",",",",p
Julien,Julien,20
lui,lui,51
faisait,faire,18
un,un,71
éloge,éloge,21
passionné,passionné,31
des,de,81
des,le,71
brillantes,brillant,30
qualités,qualité,22
de,de,81
ces,ce,74
messieurs,monsieur,21
;,;,p
il,il,51
allait,aller,18
jusqu',jusque,81
à,à,81
les,le,52
exagérer,exagérer,14
/.,/.,P
cette,ce,74
nuance,nuance,22
n',ne,60
avait,avoir,18
point,point,60
échappé,échapper,12
à,à,81
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
",",",",p
elle,il,51
en,en,52
était,être,18
étonnée,étonner,12
",",",",p
mais,mais,82
n',ne,60
en,en,52
devinait,deviner,18
point,point,60
la,le,71
cause,cause,22
/.,/.,P
l',le,71
âme,âme,22
frénétique,frénétique,30
de,de,81
Julien,Julien,20
",",",",p
en,en,81
louant,louer,13
un,un,71
rival,rival,21
qu',que,52
il,il,51
croyait,croire,18
aimé,aimé,31
",",",",p
sympathisait,sympathiser,18
avec,avec,81
son,son,73
bonheur,bonheur,21
/.,/.,P
son,son,73
mot,mot,21
si,si,60
franc,franc,30
",",",",p
mais,mais,82
si,si,60
stupide,stupide,30
",",",",p
vint,venir,19
tout,tout,60
changer,changer,14
en,en,81
un,un,71
instant,instant,21
:,:,p
Mathilde,Mathilde,20
",",",",p
sûre,sûr,30
d',de,81
être,être,14
aimée,aimer,12
",",",",p
le,le,52
méprisa,mépriser,19
parfaitement,parfaitement,60
/.,/.,P
elle,il,51
se,se,51
promenait,promener,18
avec,avec,81
lui,lui,51
au,à,81
au,le,71
moment,moment,21
de,de,81
ce,ce,74
propos,propos,21
maladroit,maladroit,30
;,;,p
elle,il,51
le,le,52
quitta,quitter,19
",",",",p
et,et,82
son,son,73
dernier,dernier,30
regard,regard,21
exprimait,exprimer,18
le,le,71
plus,plus,60
affreux,affreux,30
mépris,mépris,21
/.,/.,P
rentrée,rentrée,22
au,à,81
au,le,71
salon,salon,21
",",",",p
de,de,81
toute,tout,75
la,le,71
soirée,soirée,22
elle,il,51
ne,ne,60
le,le,52
regarda,regarder,19
plus,plus,60
/.,/.,P
le,le,71
lendemain,lendemain,21
",",",",p
ce,ce,74
mépris,mépris,21
occupait,occuper,18
tout,tout,75
son,son,73
coeur,coeur,21
;,;,p
il,il,51
n',ne,60
était,être,18
plus,plus,60
question,question,22
du,de,81
du,le,71
mouvement,mouvement,21
qui,qui,52
",",",",p
pendant,pendant,81
huit,huit,72
jours,jour,21
",",",",p
lui,lui,51
avait,avoir,18
fait,faire,12
trouver,trouver,14
tant,tant,60
de,de,81
plaisir,plaisir,21
à,à,81
traiter,traiter,14
Julien,Julien,20
comme,comme,83
l',le,71
ami,ami,21
le,le,71
plus,plus,60
intime,intime,30
;,;,p
sa,son,73
vue,vue,22
lui,lui,51
était,être,18
désagréable,désagréable,30
/.,/.,P
la,le,71
sensation,sensation,22
de,de,81
Mathilde,Mathilde,20
alla,aller,19
jusqu',jusque,81
au,à,81
au,le,71
dégoût,dégoût,21
;,;,p
rien,rien,52
ne,ne,60
saurait,savoir,16
exprimer,exprimer,14
l',le,71
excès,excès,21
du,de,81
du,le,71
mépris,mépris,21
qu',que,83
elle,il,51
éprouvait,éprouver,18
en,en,81
le,le,52
rencontrant,rencontrer,13
sous,sous,81
ses,son,73
yeux,oeil,21
/.,/.,P
Julien,Julien,20
n',ne,60
avait,avoir,18
rien,rien,52
compris,comprendre,12
à,à,81
tout,tout,52
ce,ce,52
qui,qui,52
s',se,51
était,être,18
passé,passer,12
",",",",p
dans,dans,81
le,le,71
coeur,coeur,21
de,de,81
Mathilde,Mathilde,20
",",",",p
mais,mais,82
il,il,51
discerna,discerner,19
le,le,71
mépris,mépris,21
/.,/.,P
il,il,51
eut,avoir,19
le,le,71
bon,bon,30
sens,sens,21
de,de,81
ne,ne,60
paraître,paraître,14
devant,devant,81
elle,il,51
que,que,83
le,le,71
plus,plus,60
rarement,rarement,60
possible,possible,30
",",",",p
et,et,82
jamais,jamais,60
ne,ne,60
la,le,52
regarda,regarder,19
/.,/.,P
mais,mais,82
ce,ce,52
ne,ne,60
fut,être,19
pas,pas,60
sans,sans,81
une,un,71
peine,peine,22
mortelle,mortel,30
qu',que,83
il,il,51
se,se,51
priva,priver,19
en,en,81
quelque,quelque,75
sorte,sorte,22
de,de,81
sa,son,73
présence,présence,22
/.,/.,P
il,il,51
crut,croire,19
sentir,sentir,14
que,que,83
son,son,73
malheur,malheur,21
s',se,51
en,en,52
augmentait,augmenter,18
encore,encore,60
/.,/.,P
le,le,71
courage,courage,21
d',de,81
un,un,71
coeur,coeur,21
d',de,81
homme,homme,21
ne,ne,60
peut,pouvoir,17
aller,aller,14
plus,plus,60
loin,loin,60
",",",",p
se,se,51
disait,dire,18
il,il,51
/.,/.,P
il,il,51
passait,passer,18
sa,son,73
vie,vie,22
à,à,81
une,un,71
petite,petit,30
fenêtre,fenêtre,22
dans,dans,81
les,le,71
combles,comble,21
de,de,81
l',le,71
hôtel,hôtel,21
;,;,p
la,le,71
persienne,persienne,22
en,en,52
était,être,18
fermée,fermer,12
avec,avec,81
soin,soin,21
",",",",p
et,et,82
de,de,81
là,là,60
du,de,81
du,le,71
moins,moins,60
il,il,51
pouvait,pouvoir,18
apercevoir,apercevoir,14
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
quand,quand,83
elle,il,51
paraissait,paraître,18
au,à,81
au,le,71
jardin,jardin,21
/.,/.,P
que,que,52
devenait,devenir,18
il,il,51
quand,quand,83
après,après,81
dîner,dîner,21
il,il,51
la,le,52
voyait,voir,18
se,se,51
promener,promener,14
avec,avec,81
monsieur,monsieur,21
de,de,81
Caylus,Caylus,20
",",",",p
monsieur,monsieur,21
de,de,81
Luz,Luz,20
ou,ou,82
tel,tel,75
autre,autre,52
pour,pour,81
qui,qui,52
elle,il,51
lui,lui,51
avait,avoir,18
avoué,avouer,12
quelque,quelque,75
velléité,velléité,22
d',de,81
amour,amour,21
autrefois,autrefois,60
éprouvée,éprouvé,31
/?,/?,P
Julien,Julien,20
n',ne,60
avait,avoir,18
pas,pas,60
l',le,71
idée,idée,22
d',de,81
une,un,71
telle,tel,75
intensité,intensité,22
de,de,81
malheur,malheur,21
;,;,p
il,il,51
était,être,18
sur,sur,81
le,le,71
point,point,21
de,de,81
jeter,jeter,14
des,de,81
des,le,71
cris,cri,21
;,;,p
cette,ce,74
âme,âme,22
si,si,60
ferme,ferme,30
était,être,18
enfin,enfin,60
bouleversée,bouleverser,12
de,de,81
fond,fond,21
en,en,81
comble,comble,21
/.,/.,P
toute,tout,75
pensée,pensée,22
étrangère,étranger,30
à,à,81
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
lui,lui,51
était,être,18
devenue,devenir,12
odieuse,odieux,30
;,;,p
il,il,51
était,être,18
incapable,incapable,30
d',de,81
écrire,écrire,14
les,le,71
lettres,lettre,22
les,le,71
plus,plus,60
simples,simple,30
/.,/.,P
-,-,p
vous,vous,51
êtes,être,17
fou,fou,30
",",",",p
lui,lui,51
dit,dire,19
le,le,71
marquis,marquis,21
/.,/.,P
Julien,Julien,20
",",",",p
tremblant,trembler,13
d',de,81
être,être,14
deviné,deviner,12
",",",",p
parla,parler,19
de,de,81
maladie,maladie,22
et,et,82
parvint,parvenir,19
à,à,81
se,se,51
faire,faire,14
croire,croire,14
/.,/.,P
heureusement,heureusement,60
pour,pour,81
lui,lui,51
",",",",p
le,le,71
marquis,marquis,21
le,le,52
plaisanta,plaisanter,19
à,à,81
dîner,dîner,14
sur,sur,81
son,son,73
prochain,prochain,30
voyage,voyage,21
:,:,p
Mathilde,Mathilde,20
comprit,comprendre,19
qu',que,83
il,il,51
pouvait,pouvoir,18
être,être,14
fort,fort,60
long,long,30
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
déjà,déjà,60
plusieurs,plusieurs,75
jours,jour,21
que,que,52
Julien,Julien,20
la,le,52
fuyait,fuir,18
",",",",p
et,et,82
les,le,71
jeunes,jeune,30
gens,gens,21
si,si,60
brillants,brillant,30
qui,qui,52
avaient,avoir,18
tout,tout,52
ce,ce,52
qui,qui,52
manquait,manquer,18
à,à,81
cet,ce,74
être,être,21
si,si,60
pâle,pâle,30
et,et,82
si,si,60
sombre,sombre,30
",",",",p
autrefois,autrefois,60
aimé,aimé,31
d',de,81
elle,il,51
",",",",p
n',ne,60
/.,/.,P
