11673
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-dixième extrait>,<>,<>
poids,poids,21
trop,trop,60
lourd,lourd,30
",",",",p
ses,son,73
reins,rein,21
pliaient,plier,18
",",",",p
elle,il,51
se,se,51
sentait,sentir,18
mourir,mourir,14
;,;,p
et,et,82
du,de,81
du,le,71
bout,bout,21
de,de,81
sa,son,73
queue,queue,22
il,il,51
lui,lui,51
battait,battre,18
la,le,71
cuisse,cuisse,22
tout,tout,60
doucement,doucement,60
;,;,p
puis,puis,60
la,le,71
musique,musique,22
se,se,51
taisant,taire,13
",",",",p
il,il,51
retomba,retomber,19
/.,/.,P
Taanach,Taanach,20
revint,revenir,19
près,près,81
d',de,81
elle,il,51
;,;,p
et,et,82
quand,quand,83
elle,il,51
eut,avoir,19
disposé,disposer,12
deux,deux,72
candélabres,candélabre,21
dont,dont,52
les,le,71
lumières,lumière,22
brûlaient,brûler,18
dans,dans,81
les,le,71
boules,boule,22
de,de,81
cristal,cristal,21
pleines,plein,30
d',de,81
eau,eau,22
",",",",p
elle,il,51
teignit,teindre,19
de,de,81
lausonia,lausonia,22
l',le,71
intérieur,intérieur,21
de,de,81
ses,son,73
mains,main,22
",",",",p
passa,passer,19
du,de,81
du,le,71
vermillon,vermillon,21
sur,sur,81
ses,son,73
joues,joue,22
",",",",p
de,de,81
l',le,71
antimoine,antimoine,21
au,à,81
au,le,71
bord,bord,21
de,de,81
ses,son,73
paupières,paupière,22
",",",",p
et,et,82
allongea,allonger,19
ses,son,73
sourcils,sourcil,21
avec,avec,81
un,un,71
mélange,mélange,21
de,de,81
gomme,gomme,22
",",",",p
de,de,81
musc,musc,21
",",",",p
d',de,81
ébène,ébène,21
et,et,82
de,de,81
pattes,patte,22
de,de,81
mouches,mouche,22
écrasées,écrasé,31
/.,/.,P
Salammbô,Salammbô,20
",",",",p
assise,assise,22
dans,dans,81
une,un,71
chaise,chaise,22
à,à,81
montants,montant,21
d',de,81
ivoire,ivoire,21
",",",",p
s',se,51
abandonnait,abandonner,18
aux,à,81
aux,le,71
soins,soin,21
de,de,81
l',le,71
esclave,esclave,21
/.,/.,P
mais,mais,82
ces,ce,74
attouchements,attouchement,21
",",",",p
l',le,71
odeur,odeur,22
des,de,81
des,le,71
aromates,aromate,21
et,et,82
les,le,71
jeûnes,jeûne,21
qu',que,52
elle,il,51
avait,avoir,18
subis,subir,12
",",",",p
l',le,52
énervaient,énerver,18
/.,/.,P
elle,il,51
devint,devenir,19
si,si,60
pâle,pâle,30
que,que,83
Taanach,Taanach,20
s',se,51
arrêta,arrêter,19
/.,/.,P
-,-,p
“,“,p
continue,continu,30
!,!,p
dit,dire,19
Salammbô,Salammbô,20
",",",",p
et,et,82
",",",",p
se,se,51
roidissant,roidir,13
contre,contre,81
elle-même,lui-même,51
",",",",p
elle,il,51
se,se,51
ranima,ranimer,19
tout,tout,60
à,à,81
coup,coup,21
/.,/.,P
alors,alors,60
une,un,71
impatience,impatience,22
la,le,52
saisit,saisir,19
;,;,p
elle,il,51
pressait,presser,18
Taanach,Taanach,20
de,de,81
se,se,51
hâter,hâter,14
",",",",p
et,et,82
la,le,71
vieille,vieux,30
esclave,esclave,22
en,en,81
grommelant,grommeler,13
:,:,p
-,-,p
“,“,p
bien,bien,60
!,!,p
bien,bien,60
/!,/!,P
maîtresse,maîtresse,22
!,!,p
/…,/…,P
tu,tu,51
n',ne,60
as,avoir,17
d',de,81
ailleurs,ailleurs,60
personne,personne,52
qui,qui,52
t',tu,51
attende,attendre,17
/!,/!,P
oui,oui,60
!,!,p
dit,dire,19
Salammbô,Salammbô,20
",",",",p
“,“,p
quelqu'un,quelqu'un,52
m',je,51
attend,attendre,17
/.,/.,P
“,“,p
Taanach,Taanach,20
se,se,51
recula,reculer,19
de,de,81
surprise,surprise,22
",",",",p
et,et,82
",",",",p
afin,afin,81
d',de,81
en,en,52
savoir,savoir,14
plus,plus,60
long,long,60
:,:,p
-,-,p
“,“,p
que,que,52
m',je,51
ordonnes,ordonner,17
tu,tu,51
",",",",p
maîtresse,maîtresse,22
?,?,p
car,car,82
si,si,83
tu,tu,51
dois,devoir,17
rester,rester,14
partie,parti,31
/…,/…,P
“,“,p
mais,mais,82
Salammbô,Salammbô,20
sanglotait,sangloter,18
;,;,p
l',le,71
esclave,esclave,21
s',se,51
écria,écrier,19
:,:,p
-,-,p
“,“,p
tu,tu,51
souffres,souffrir,17
!,!,p
qu',que,52
as,avoir,17
tu,tu,51
donc,donc,82
/?,/?,P
ne,ne,60
t',tu,51
en,en,52
va,aller,17
pas,pas,60
!,!,p
emmène,emmener,17
moi,moi,51
/!,/!,P
quand,quand,83
tu,tu,51
étais,être,18
toute,tout,60
petite,petit,30
et,et,82
que,que,83
tu,tu,51
pleurais,pleurer,18
",",",",p
je,je,51
te,tu,51
prenais,prendre,18
sur,sur,81
mon,mon,73
coeur,coeur,21
et,et,82
je,je,51
te,tu,51
faisais,faire,18
rire,rire,14
avec,avec,81
la,le,71
pointe,pointe,22
de,de,81
mes,mon,73
mamelles,mamelle,22
;,;,p
tu,tu,51
les,le,52
as,avoir,17
taries,tarir,12
",",",",p
maîtresse,maîtresse,22
/!,/!,P
elle,il,51
se,se,51
donnait,donner,18
des,de,81
des,le,71
coups,coup,21
sur,sur,81
sa,son,73
poitrine,poitrine,22
desséchée,desséché,31
/.,/.,P
“,“,p
maintenant,maintenant,60
",",",",p
je,je,51
suis,être,17
vieille,vieux,30
!,!,p
je,je,51
ne,ne,60
peux,pouvoir,17
rien,rien,52
pour,pour,81
toi,toi,51
!,!,p
tu,tu,51
ne,ne,60
m',je,51
aimes,aimer,17
plus,plus,60
!,!,p
tu,tu,51
me,je,51
caches,cacher,17
tes,ton,73
douleurs,douleur,22
",",",",p
tu,tu,51
dédaignes,dédaigner,17
ta,ton,73
nourrice,nourrice,22
/!,/!,P
et,et,82
de,de,81
tendresse,tendresse,22
et,et,82
de,de,81
dépit,dépit,21
",",",",p
des,de,81
des,le,71
larmes,larme,22
coulaient,couler,18
le,le,71
long,long,21
de,de,81
ses,son,73
joues,joue,22
",",",",p
dans,dans,81
les,le,71
balafres,balafre,22
de,de,81
son,son,73
tatouage,tatouage,21
/.,/.,P
-,-,p
“,“,p
non,non,60
!,!,p
dit,dire,19
Salammbô,Salammbô,20
",",",",p
“,“,p
non,non,60
",",",",p
je,je,51
t',tu,51
aime,aimer,17
!,!,p
console,consoler,17
toi,toi,51
/!,/!,P
Taanach,Taanach,20
",",",",p
avec,avec,81
un,un,71
sourire,sourire,21
pareil,pareil,30
à,à,81
la,le,71
grimace,grimace,22
d',de,81
un,un,71
vieux,vieux,30
singe,singe,21
",",",",p
reprit,reprendre,19
sa,son,73
besogne,besogne,22
/.,/.,P
d',de,81
après,après,81
les,le,71
recommandations,recommandation,22
de,de,81
Schahabarim,Schahabarim,20
",",",",p
Salammbô,Salammbô,20
lui,lui,51
avait,avoir,18
ordonné,ordonner,12
de,de,81
la,le,52
rendre,rendre,14
magnifique,magnifique,30
;,;,p
et,et,82
elle,il,51
l',le,52
accommodait,accommoder,18
dans,dans,81
un,un,71
goût,goût,21
barbare,barbare,30
",",",",p
plein,plein,30
à,à,81
la,le,71
fois,fois,22
de,de,81
recherche,recherche,22
et,et,82
d',de,81
ingénuité,ingénuité,22
/.,/.,P
sur,sur,81
une,un,71
première,premier,72
tunique,tunique,22
",",",",p
mince,mince,30
",",",",p
et,et,82
de,de,81
couleur,couleur,22
vineuse,vineux,30
",",",",p
elle,il,51
en,en,52
passa,passer,19
une,un,71
seconde,seconde,22
",",",",p
brodée,brodé,31
en,en,81
plumes,plume,22
d',de,81
oiseaux,oiseau,21
/.,/.,P
des,de,81
des,le,71
écailles,écaille,22
d',de,81
or,or,21
se,se,51
collaient,coller,18
à,à,81
ses,son,73
hanches,hanche,22
",",",",p
et,et,82
de,de,81
cette,ce,74
large,large,30
ceinture,ceinture,22
descendaient,descendre,18
les,le,71
flots,flot,21
de,de,81
ses,son,73
caleçons,caleçon,21
bleus,bleu,30
",",",",p
étoilés,étoilé,31
d',de,81
argent,argent,21
/.,/.,P
ensuite,ensuite,60
Taanach,Taanach,20
lui,lui,51
emmancha,emmancher,19
une,un,71
grande,grand,30
robe,robe,22
",",",",p
faite,fait,31
avec,avec,81
la,le,71
toile,toile,22
du,de,81
du,le,71
pays,pays,21
des,de,81
des,le,71
Sères,Sère,20
",",",",p
blanche,blanc,30
et,et,82
bariolée,bariolé,31
de,de,81
lignes,ligne,22
vertes,vert,30
/.,/.,P
elle,il,51
attacha,attacher,19
au,à,81
au,le,71
bord,bord,21
de,de,81
son,son,73
épaule,épaule,22
un,un,71
carré,carré,21
de,de,81
pourpre,pourpre,22
",",",",p
appesanti,appesanti,31
dans,dans,81
le,le,71
bas,bas,21
par,par,81
des,de,81
des,le,71
grains,grain,21
de,de,81
sandastrum,sandastrum,21
;,;,p
et,et,82
par-dessus,par-dessus,60
tous,tout,52
ces,ce,74
vêtements,vêtement,21
",",",",p
elle,il,51
posa,poser,19
un,un,71
manteau,manteau,21
noir,noir,30
à,à,81
queue,queue,22
traînante,traînant,30
;,;,p
puis,puis,60
elle,il,51
la,le,52
contempla,contempler,19
",",",",p
et,et,82
",",",",p
fière,fier,30
de,de,81
son,son,73
oeuvre,oeuvre,22
",",",",p
ne,ne,60
put,pouvoir,19
s',se,51
empêcher,empêcher,14
de,de,81
dire,dire,14
:,:,p
-,-,p
“,“,p
tu,tu,51
ne,ne,60
seras,être,15
pas,pas,60
plus,plus,60
belle,beau,30
le,le,71
jour,jour,21
de,de,81
tes,ton,73
noces,noce,22
/!,/!,P
mes,mon,73
noces,noce,22
!,!,p
répéta,répéter,19
Salammbô,Salammbô,20
;,;,p
elle,il,51
rêvait,rêver,18
",",",",p
le,le,71
coude,coude,21
appuyé,appuyé,31
sur,sur,81
la,le,71
chaise,chaise,22
d',de,81
ivoire,ivoire,21
/.,/.,P
mais,mais,82
Taanach,Taanach,20
dressa,dresser,19
devant,devant,81
elle,il,51
un,un,71
miroir,miroir,21
de,de,81
cuivre,cuivre,21
si,si,60
large,large,30
et,et,82
si,si,60
haut,haut,30
qu',que,83
elle,il,51
s',se,51
y,y,52
aperçut,apercevoir,19
tout,tout,60
entière,entier,30
/.,/.,P
alors,alors,60
elle,il,51
se,se,51
leva,lever,19
",",",",p
et,et,82
",",",",p
d',de,81
un,un,71
coup,coup,21
de,de,81
doigt,doigt,21
léger,léger,30
",",",",p
remonta,remonter,19
une,un,71
boucle,boucle,22
de,de,81
ses,son,73
cheveux,cheveu,21
",",",",p
qui,qui,52
descendait,descendre,18
trop,trop,60
bas,bas,30
/.,/.,P
ils,ils,51
étaient,être,18
couverts,couvrir,12
de,de,81
poudre,poudre,22
d',de,81
or,or,21
",",",",p
crépus,crépu,30
sur,sur,81
le,le,71
front,front,21
et,et,82
par-derrière,par-derrière,60
ils,ils,51
pendaient,pendre,18
dans,dans,81
le,le,71
dos,dos,21
",",",",p
en,en,81
longues,long,30
torsades,torsade,22
que,que,52
terminaient,terminer,18
des,de,81
des,le,71
perles,perle,22
/.,/.,P
les,le,71
clartés,clarté,22
des,de,81
des,le,71
candélabres,candélabre,21
avivaient,aviver,18
le,le,71
fard,fard,21
de,de,81
ses,son,73
joues,joue,22
",",",",p
l',le,71
or,or,21
de,de,81
ses,son,73
vêtements,vêtement,21
",",",",p
la,le,71
blancheur,blancheur,22
de,de,81
sa,son,73
peau,peau,22
;,;,p
elle,il,51
avait,avoir,18
autour,autour,60
de,de,81
la,le,71
taille,taille,22
",",",",p
sur,sur,81
les,le,71
bras,bras,21
",",",",p
sur,sur,81
les,le,71
mains,main,22
et,et,82
aux,à,81
aux,le,71
doigts,doigt,21
des,de,81
des,le,71
pieds,pied,21
une,un,71
telle,tel,75
abondance,abondance,22
de,de,81
pierreries,pierreries,22
que,que,83
le,le,71
miroir,miroir,21
",",",",p
comme,comme,83
un,un,71
soleil,soleil,21
",",",",p
lui,lui,51
renvoyait,renvoyer,18
des,de,81
des,le,71
rayons,rayon,21
;,;,p
-,-,p
et,et,82
Salammbô,Salammbô,20
",",",",p
debout,debout,60
à,à,81
côté,côté,21
de,de,81
Taanach,Taanach,20
",",",",p
se,se,51
penchant,pencher,13
pour,pour,81
la,le,52
voir,voir,14
",",",",p
souriait,sourire,18
dans,dans,81
cet,ce,74
éblouissement,éblouissement,21
/.,/.,P
puis,puis,60
elle,il,51
se,se,51
promena,promener,19
de,de,81
long,long,21
en,en,81
large,large,21
",",",",p
embarrassée,embarrassé,31
du,de,81
du,le,71
temps,temps,21
qui,qui,52
lui,lui,51
restait,rester,18
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
",",",",p
le,le,71
chant,chant,21
d',de,81
un,un,71
coq,coq,21
retentit,retentir,19
/.,/.,P
elle,il,51
piqua,piquer,19
vivement,vivement,60
sur,sur,81
ses,son,73
cheveux,cheveu,21
un,un,71
long,long,30
voile,voile,21
jaunes,jaune,30
",",",",p
se,se,51
passa,passer,19
une,un,71
écharpe,écharpe,22
autour,autour,60
du,de,81
du,le,71
cou,cou,21
",",",",p
enfonça,enfoncer,19
ses,son,73
pieds,pied,21
dans,dans,81
des,de,81
des,le,71
bottines,bottine,22
de,de,81
cuir,cuir,21
bleu,bleu,30
",",",",p
et,et,82
elle,il,51
dit,dire,19
à,à,81
Taanach,Taanach,20
:,:,p
-,-,p
“,“,p
va,aller,17
voir,voir,14
sous,sous,81
les,le,71
myrtes,myrte,21
s',si,83
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
un,un,71
homme,homme,21
avec,avec,81
deux,deux,72
chevaux,cheval,21
/.,/.,P
“,“,p
Taanach,Taanach,20
était,être,18
à,à,81
peine,peine,22
rentrée,rentrer,12
qu',que,83
elle,il,51
descendait,descendre,18
l',le,71
escalier,escalier,21
des,de,81
des,le,71
galeries,galerie,22
/.,/.,P
-,-,p
“,“,p
maîtresse,maîtresse,22
!,!,p
cria,crier,19
la,le,71
nourrice,nourrice,22
/.,/.,P
Salammbô,Salammbô,20
se,se,51
retourna,retourner,19
",",",",p
un,un,71
doigt,doigt,21
sur,sur,81
la,le,71
bouche,bouche,22
",",",",p
en,en,81
signe,signe,21
de,de,81
discrétion,discrétion,22
et,et,82
d',de,81
immobilité,immobilité,22
/.,/.,P
Taanach,Taanach,20
se,se,51
coula,couler,19
doucement,doucement,60
le,le,71
long,long,21
des,de,81
des,le,71
proues,proue,22
jusqu',jusque,81
au,à,81
au,le,71
bas,bas,21
de,de,81
la,le,71
terrasse,terrasse,22
;,;,p
et,et,82
de,de,81
loin,loin,60
",",",",p
à,à,81
la,le,71
clarté,clarté,22
de,de,81
la,le,71
lune,lune,22
",",",",p
elle,il,51
distingua,distinguer,19
",",",",p
dans,dans,81
l',le,71
avenue,avenue,22
des,de,81
des,le,71
cyprès,cyprès,21
",",",",p
une,un,71
ombre,ombre,22
gigantesque,gigantesque,30
marchant,marchant,30
à,à,81
la,le,71
gauche,gauche,22
de,de,81
Salammbô,Salammbô,20
obliquement,obliquement,60
",",",",p
ce,ce,52
qui,qui,52
était,être,18
un,un,71
présage,présage,21
de,de,81
mort,mort,21
/.,/.,P
Taanach,Taanach,20
remonta,remonter,19
dans,dans,81
la,le,71
chambre,chambre,22
/.,/.,P
elle,il,51
se,se,51
jeta,jeter,19
par,par,81
terre,terre,22
",",",",p
en,en,81
se,se,51
déchirant,déchirer,13
le,le,71
visage,visage,21
avec,avec,81
ses,son,73
ongles,ongle,21
;,;,p
elle,il,51
s',se,51
arrachait,arracher,18
les,le,71
cheveux,cheveu,21
",",",",p
et,et,82
à,à,81
pleine,plein,30
poitrine,poitrine,22
poussait,pousser,18
des,de,81
des,le,71
hurlements,hurlement,21
aigus,aigu,30
/.,/.,P
l',le,71
idée,idée,22
lui,lui,51
vint,venir,19
que,que,83
l',l',94
on,on,51
pouvait,pouvoir,18
les,le,52
entendre,entendre,14
;,;,p
alors,alors,60
elle,il,51
se,se,51
tut,taire,19
/.,/.,P
elle,il,51
sanglotait,sangloter,18
tout,tout,60
bas,bas,30
",",",",p
la,le,71
tête,tête,22
dans,dans,81
ses,son,73
mains,main,22
et,et,82
la,le,71
figure,figure,22
sur,sur,81
les,le,71
dalles,dalle,22
/.,/.,P
<Chapitre 11>,<>,<>
sous,sous,81
la,le,71
tente,tente,22
/.,/.,P
l',le,71
homme,homme,21
qui,qui,52
conduisait,conduire,18
Salammbô,Salammbô,20
la,le,52
fit,faire,19
remonter,remonter,14
au-delà,au-delà,60
du,de,81
du,le,71
phare,phare,21
",",",",p
vers,vers,81
les,le,71
Catacombes,Catacombes,20
",",",",p
puis,puis,60
descendre,descendre,14
le,le,71
long,long,30
faubourg,faubourg,21
Molouya,Molouya,20
",",",",p
plein,plein,21
de,de,81
ruelles,ruelle,22
escarpées,escarpé,30
/.,/.,P
le,le,71
ciel,ciel,21
commençait,commencer,18
à,à,81
blanchir,blanchir,14
/.,/.,P
quelquefois,quelquefois,60
",",",",p
des,de,81
des,le,71
poutres,poutre,22
de,de,81
palmier,palmier,21
",",",",p
sortant,sortir,13
des,de,81
des,le,71
murs,mur,21
",",",",p
les,le,52
obligeaient,obliger,18
à,à,81
baisser,baisser,14
la,le,71
tête,tête,22
/.,/.,P
les,le,71
deux,deux,72
chevaux,cheval,21
",",",",p
marchant,marcher,13
au,à,81
au,le,71
pas,pas,21
",",",",p
glissaient,glisser,18
;,;,p
et,et,82
ils,ils,51
arrivèrent,arriver,19
ainsi,ainsi,60
à,à,81
la,le,71
porte,porte,22
de,de,81
Teveste,Teveste,20
/.,/.,P
ses,son,73
lourds,lourd,30
battants,battant,21
étaient,être,18
entrebâillés,entrebâiller,12
;,;,p
ils,ils,51
passèrent,passer,19
;,;,p
elle,il,51
se,se,51
referma,refermer,19
derrière,derrière,81
eux,ils,51
/.,/.,P
d'abord,d'abord,60
ils,ils,51
suivirent,suivre,19
pendant,pendant,81
quelque,quelque,75
temps,temps,21
le,le,71
pied,pied,21
des,de,81
des,le,71
remparts,rempart,21
",",",",p
et,et,82
",",",",p
à,à,81
la,le,71
hauteur,hauteur,22
des,de,81
des,le,71
citernes,citerne,22
",",",",p
ils,ils,51
prirent,prendre,19
par,par,81
la,le,71
Taenia,Taenia,20
",",",",p
étroit,étroit,30
ruban,ruban,21
de,de,81
terre,terre,22
jaune,jaune,30
",",",",p
qui,qui,52
",",",",p
séparant,séparer,13
le,le,71
golfe,golfe,21
du,de,81
du,le,71
lac,lac,21
",",",",p
se,se,51
prolonge,prolonger,17
jusqu',jusque,81
au,à,81
au,le,71
Rhadès,Rhadès,20
/.,/.,P
personne,personne,52
n',ne,60
apparaissait,apparaître,18
/.,/.,P
