11847
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-neuvième extrait>,<>,<>
haussant,hausser,13
la,le,71
voix,voix,22
pour,pour,81
se,se,51
faire,faire,14
entendre,entendre,14
",",",",p
dans,dans,81
l',le,71
haleine,haleine,22
forte,fort,30
de,de,81
la,le,71
scierie,scierie,22
mécanique,mécanique,30
/.,/.,P
quand,quand,83
ils,ils,51
quittèrent,quitter,19
le,le,71
terrain,terrain,21
vague,vague,30
",",",",p
côte,côte,22
à,à,81
côte,côte,22
",",",",p
en,en,81
causant,causer,13
d',de,81
Etienne,Etienne,20
",",",",p
qui,qui,52
se,se,51
plaisait,plaire,18
beaucoup,beaucoup,60
à,à,81
Lille,Lille,20
",",",",p
elle,il,51
emporta,emporter,19
son,son,73
panier,panier,21
plein,plein,30
de,de,81
fleurs,fleur,22
de,de,81
pissenlits,pissenlit,21
/.,/.,P
au,à,81
au,le,71
fond,fond,21
",",",",p
Gervaise,Gervaise,20
ne,ne,60
se,se,51
sentait,sentir,18
pas,pas,60
devant,devant,81
Lantier,Lantier,20
si,si,60
courageuse,courageux,30
qu',que,83
elle,il,51
le,le,52
disait,dire,18
/.,/.,P
certes,certes,60
",",",",p
elle,il,51
était,être,18
bien,bien,60
résolue,résoudre,12
à,à,81
ne,ne,60
pas,pas,60
lui,lui,51
permettre,permettre,14
de,de,81
la,le,52
toucher,toucher,14
seulement,seulement,60
du,de,81
du,le,71
bout,bout,21
des,de,81
des,le,71
doigts,doigt,21
;,;,p
mais,mais,82
elle,il,51
avait,avoir,18
peur,peur,22
",",",",p
s',si,83
il,il,51
la,le,52
touchait,toucher,18
jamais,jamais,60
",",",",p
de,de,81
sa,son,73
lâcheté,lâcheté,22
ancienne,ancien,30
",",",",p
de,de,81
cette,ce,74
mollesse,mollesse,22
et,et,82
de,de,81
cette,ce,74
complaisance,complaisance,22
auxquelles,à,81
auxquelles,lequel,52
elle,il,51
se,se,51
laissait,laisser,18
aller,aller,14
",",",",p
pour,pour,81
faire,faire,14
plaisir,plaisir,21
au,à,81
au,le,71
monde,monde,21
/.,/.,P
Lantier,Lantier,20
",",",",p
pourtant,pourtant,60
",",",",p
ne,ne,60
recommença,recommencer,19
pas,pas,60
sa,son,73
tentative,tentative,22
/.,/.,P
il,il,51
se,se,51
trouva,trouver,19
plusieurs,plusieurs,75
fois,fois,22
seul,seul,30
avec,avec,81
elle,il,51
et,et,82
se,se,51
tint,tenir,19
tranquille,tranquille,30
/.,/.,P
il,il,51
semblait,sembler,18
maintenant,maintenant,60
occupé,occupé,31
de,de,81
la,le,71
tripière,tripière,22
",",",",p
une,un,71
femme,femme,22
de,de,81
quarante,quarante,72
cinq,cinq,72
ans,an,21
",",",",p
très,très,60
bien,bien,60
conservée,conservé,31
/.,/.,P
Gervaise,Gervaise,20
",",",",p
devant,devant,81
Goujet,Goujet,20
",",",",p
parlait,parler,18
de,de,81
la,le,71
tripière,tripière,22
",",",",p
afin,afin,81
de,de,81
le,le,52
rassurer,rassurer,14
/.,/.,P
elle,il,51
répondait,répondre,18
à,à,81
Virginie,Virginie,20
et,et,82
à,à,81
madame,madame,22
Lerat,Lerat,20
",",",",p
quand,quand,83
celles-ci,celui-ci,52
faisaient,faire,18
l',le,71
éloge,éloge,21
du,de,81
du,le,71
chapelier,chapelier,21
",",",",p
qu',que,83
il,il,51
pouvait,pouvoir,18
bien,bien,60
se,se,51
passer,passer,14
de,de,81
son,son,73
admiration,admiration,22
",",",",p
puisque,puisque,83
toutes,tout,75
les,le,71
voisines,voisine,22
avaient,avoir,18
des,de,81
des,le,71
béguins,béguin,21
pour,pour,81
lui,lui,51
/.,/.,P
Coupeau,Coupeau,20
",",",",p
dans,dans,81
le,le,71
quartier,quartier,21
",",",",p
gueulait,gueuler,18
que,que,83
Lantier,Lantier,20
était,être,18
un,un,71
ami,ami,21
",",",",p
un,un,71
vrai,vrai,30
/.,/.,P
on,on,51
pouvait,pouvoir,18
baver,baver,14
sur,sur,81
leur,leur,73
compte,compte,21
",",",",p
lui,lui,51
savait,savoir,18
ce,ce,52
qu',que,52
il,il,51
savait,savoir,18
",",",",p
se,se,51
fichait,ficher,18
du,de,81
du,le,71
bavardage,bavardage,21
",",",",p
du,de,81
du,le,71
moment,moment,21
où,où,60
il,il,51
avait,avoir,18
l',le,71
honnêteté,honnêteté,22
de,de,81
son,son,73
côté,côté,21
/.,/.,P
quand,quand,83
ils,ils,51
sortaient,sortir,18
tous,tout,75
les,le,71
trois,trois,72
",",",",p
le,le,71
dimanche,dimanche,21
",",",",p
il,il,51
obligeait,obliger,18
sa,son,73
femme,femme,22
et,et,82
le,le,71
chapelier,chapelier,21
à,à,81
marcher,marcher,14
devant,devant,81
lui,lui,51
",",",",p
bras,bras,21
dessus,dessus,60
",",",",p
bras,bras,21
dessous,dessous,60
",",",",p
histoire,histoire,22
de,de,81
crâner,crâner,14
dans,dans,81
la,le,71
rue,rue,22
;,;,p
et,et,82
il,il,51
regardait,regarder,18
les,le,71
gens,gens,21
",",",",p
tout,tout,60
prêt,prêt,30
à,à,81
leur,leur,52
administrer,administrer,14
un,un,52
va,aller,17
te,tu,51
laver,laver,14
",",",",p
s',si,83
ils,ils,51
s',se,51
étaient,être,18
permis,permettre,12
la,le,71
moindre,moindre,30
rigolade,rigolade,22
/.,/.,P
sans,sans,81
doute,doute,21
",",",",p
il,il,51
trouvait,trouver,18
Lantier,Lantier,20
un,un,71
peu,peu,60
fiérot,fiérot,30
",",",",p
l',le,52
accusait,accuser,18
de,de,81
faire,faire,14
sa,son,73
Sophie,Sophie,20
devant,devant,81
le,le,71
vitriol,vitriol,21
",",",",p
le,le,52
blaguait,blaguer,18
parce qu',parce que,83
il,il,51
savait,savoir,18
lire,lire,14
et,et,82
qu',que,83
il,il,51
parlait,parler,18
comme,comme,83
un,un,71
avocat,avocat,21
/.,/.,P
mais,mais,82
",",",",p
à,à,81
part,part,22
ça,ça,52
",",",",p
il,il,51
le,le,52
déclarait,déclarer,18
un,un,71
bougre,bougre,21
à,à,81
poils,poil,21
/.,/.,P
on,on,51
n',ne,60
en,en,52
aurait,avoir,16
pas,pas,60
trouvé,trouver,12
deux,deux,72
aussi,aussi,60
solides,solide,30
dans,dans,81
la,le,71
Chapelle,Chapelle,20
/.,/.,P
enfin,enfin,60
",",",",p
ils,ils,51
se,se,51
comprenaient,comprendre,18
",",",",p
ils,ils,51
étaient,être,18
bâtis,bâtir,12
l',le,71
un,un,52
pour,pour,81
l',le,71
autre,autre,52
/.,/.,P
l',le,71
amitié,amitié,22
avec,avec,81
un,un,71
homme,homme,21
",",",",p
c',ce,52
est,être,17
plus,plus,60
solide,solide,30
que,que,83
l',le,71
amour,amour,21
avec,avec,81
une,un,71
femme,femme,22
/.,/.,P
il,il,51
faut,falloir,17
dire,dire,14
une,un,71
chose,chose,22
",",",",p
Coupeau,Coupeau,20
et,et,82
Lantier,Lantier,20
se,se,51
payaient,payer,18
ensemble,ensemble,60
des,de,81
des,le,71
noces,noce,22
à,à,81
tout,tout,52
casser,casser,14
/.,/.,P
Lantier,Lantier,20
",",",",p
maintenant,maintenant,60
",",",",p
empruntait,emprunter,18
de,de,81
l',le,71
argent,argent,21
à,à,81
Gervaise,Gervaise,20
",",",",p
des,de,81
des,le,71
dix,dix,72
francs,franc,21
",",",",p
des,de,81
des,le,71
vingt,vingt,72
francs,franc,21
",",",",p
quand,quand,83
il,il,51
sentait,sentir,18
de,de,81
la,le,71
monnaie,monnaie,22
dans,dans,81
la,le,71
maison,maison,22
/.,/.,P
c',ce,52
était,être,18
toujours,toujours,60
pour,pour,81
ses,son,73
grandes,grand,30
affaires,affaire,22
/.,/.,P
puis,puis,60
",",",",p
ces,ce,74
jours,jour,21
là,là,60
",",",",p
il,il,51
débauchait,débaucher,18
Coupeau,Coupeau,20
",",",",p
parlait,parler,18
d',de,81
une,un,71
longue,long,30
course,course,22
",",",",p
l',le,52
emmenait,emmener,18
;,;,p
et,et,82
",",",",p
attablés,attablé,31
nez,nez,21
à,à,81
nez,nez,21
au,à,81
au,le,71
fond,fond,21
d',de,81
un,un,71
restaurant,restaurant,21
voisin,voisin,30
",",",",p
ils,ils,51
se,se,51
flanquaient,flanquer,18
par,par,81
le,le,71
coco,coco,21
des,de,81
des,le,71
plats,plat,21
qu',que,52
on,on,51
ne,ne,60
peut,pouvoir,17
manger,manger,14
chez,chez,81
soi,soi,51
",",",",p
arrosés,arrosé,31
de,de,81
vin,vin,21
cacheté,cacheté,31
/.,/.,P
le,le,71
zingueur,zingueur,21
aurait,avoir,16
préféré,préférer,12
des,de,81
des,le,71
ribotes,ribote,22
dans,dans,81
le,le,71
chic,chic,21
bon,bon,30
enfant,enfant,21
;,;,p
mais,mais,82
il,il,51
était,être,18
impressionné,impressionner,12
par,par,81
les,le,71
goûts,goût,21
d',de,81
aristo,aristo,21
du,de,81
du,le,71
chapelier,chapelier,21
",",",",p
qui,qui,52
trouvait,trouver,18
sur,sur,81
la,le,71
carte,carte,22
des,de,81
des,le,71
noms,nom,21
de,de,81
sauces,sauce,22
extraordinaires,extraordinaire,30
/.,/.,P
on,on,51
n',ne,60
avait,avoir,18
pas,pas,60
idée,idée,22
d',de,81
un,un,71
homme,homme,21
si,si,60
douillet,douillet,30
",",",",p
si,si,60
difficile,difficile,30
/.,/.,P
ils,ils,51
sont,être,17
tous,tout,52
comme,comme,83
ça,ça,52
",",",",p
paraît,paraître,17
il,il,51
",",",",p
dans,dans,81
le,le,71
Midi,Midi,20
/.,/.,P
ainsi,ainsi,60
",",",",p
il,il,51
ne,ne,60
voulait,vouloir,18
rien,rien,52
d',de,81
échauffant,échauffant,30
",",",",p
il,il,51
discutait,discuter,18
chaque,chaque,75
fricot,fricot,21
",",",",p
au,à,81
au,le,71
point,point,21
de,de,81
vue,vue,22
de,de,81
la,le,71
santé,santé,22
",",",",p
faisant,faire,13
remporter,remporter,14
la,le,71
viande,viande,22
lorsqu',lorsque,83
elle,il,51
lui,lui,51
semblait,sembler,18
trop,trop,60
salée,salé,31
ou,ou,82
trop,trop,60
poivrée,poivré,31
/.,/.,P
c',ce,52
était,être,18
encore,encore,60
pis,pis,30
pour,pour,81
les,le,71
courants,courant,21
d',de,81
air,air,21
",",",",p
il,il,51
en,en,52
avait,avoir,18
une,un,71
peur,peur,22
bleue,bleu,30
",",",",p
il,il,51
engueulait,engueuler,18
tout,tout,75
l',le,71
établissement,établissement,21
",",",",p
si,si,83
une,un,71
porte,porte,22
restait,rester,18
entr'ouverte,entr'ouvert,31
/.,/.,P
avec,avec,81
ça,ça,52
",",",",p
très,très,60
chien,chien,21
",",",",p
donnant,donner,13
deux,deux,72
sous,sou,21
au,à,81
au,le,71
garçon,garçon,21
pour,pour,81
des,de,81
des,le,71
repas,repas,21
de,de,81
sept,sept,72
et,et,82
huit,huit,72
francs,franc,21
/.,/.,P
n',ne,60
importe,importer,17
",",",",p
on,on,51
tremblait,trembler,18
devant,devant,81
lui,lui,51
",",",",p
on,on,51
les,le,52
connaissait,connaître,18
bien,bien,60
sur,sur,81
les,le,71
boulevards,boulevard,21
extérieurs,extérieur,30
",",",",p
des,de,81
des,le,71
Batignolles,Batignolles,20
à,à,81
Belleville,Belleville,20
/.,/.,P
ils,ils,51
allaient,aller,18
",",",",p
grande,grand,30
rue,rue,22
des,de,81
des,le,71
Batignolles,Batignolles,20
",",",",p
manger,manger,14
des,de,81
des,le,71
tripes,tripe,22
à,à,81
la,le,71
mode,mode,22
de,de,81
Caen,Caen,20
",",",",p
qu',que,52
on,on,51
leur,leur,52
servait,servir,18
sur,sur,81
de,de,81
petits,petit,30
réchauds,réchaud,21
/.,/.,P
en,en,81
bas,bas,21
de,de,81
Montmartre,Montmartre,20
",",",",p
ils,ils,51
trouvaient,trouver,18
les,le,71
meilleures,meilleur,30
huîtres,huître,22
du,de,81
du,le,71
quartier,quartier,21
",",",",p
à,à,81
la,le,71
ville,ville,22
de,de,81
Bar-le-Duc,Bar-le-Duc,20
/.,/.,P
quand,quand,83
ils,ils,51
se,se,51
risquaient,risquer,18
en,en,81
haut,haut,21
de,de,81
la,le,71
butte,butte,22
",",",",p
jusqu',jusque,81
au,à,81
au,le,71
Moulin,Moulin,20
de,de,81
la,le,71
galette,galette,22
",",",",p
on,on,51
leur,leur,52
faisait,faire,18
sauter,sauter,14
un,un,71
lapin,lapin,21
/.,/.,P
rue,rue,22
des,de,81
des,le,71
Martyrs,Martyrs,20
",",",",p
les,le,71
Lilas,Lilas,20
avaient,avoir,18
la,le,71
spécialité,spécialité,22
de,de,81
la,le,71
tête,tête,22
de,de,81
veau,veau,21
;,;,p
tandis que,tandis que,83
",",",",p
chaussée,chaussée,22
Clignancourt,Clignancourt,20
",",",",p
les,le,71
restaurants,restaurant,21
du,de,81
du,le,71
lion,lion,21
d',de,81
or,or,21
et,et,82
des,de,81
des,le,71
deux,deux,72
marronniers,marronnier,21
leur,leur,52
donnaient,donner,18
des,de,81
des,le,71
rognons,rognon,21
sautés,sauté,31
à,à,81
se,se,51
lécher,lécher,14
les,le,71
doigts,doigt,21
/.,/.,P
mais,mais,82
ils,ils,51
tournaient,tourner,18
plus,plus,60
souvent,souvent,60
à,à,81
gauche,gauche,22
",",",",p
du,de,81
du,le,71
côté,côté,21
de,de,81
Belleville,Belleville,20
",",",",p
avaient,avoir,18
leur,leur,73
table,table,22
gardée,gardé,31
aux,à,81
aux,le,71
vendanges,vendange,22
de,de,81
Bourgogne,Bourgogne,20
",",",",p
au,à,81
au,le,71
Cadran Bleu,Cadran Bleu,20
",",",",p
au,à,81
au,le,71
Capucin,Capucin,20
",",",",p
des,de,81
des,le,71
maisons,maison,22
de,de,81
confiance,confiance,22
",",",",p
où,où,60
l',l',94
on,on,51
pouvait,pouvoir,18
demander,demander,14
de,de,81
tout,tout,52
",",",",p
les,le,71
yeux,oeil,21
fermés,fermé,31
/.,/.,P
c',ce,52
étaient,être,18
des,de,81
des,le,71
parties,partie,22
sournoises,sournois,30
",",",",p
dont,dont,52
ils,ils,51
parlaient,parler,18
le,le,71
lendemain,lendemain,21
matin,matin,21
à,à,81
mots,mot,21
couverts,couvert,31
",",",",p
en,en,81
chipotant,chipoter,13
les,le,71
pommes,pomme,22
de,de,81
terre,terre,22
de,de,81
Gervaise,Gervaise,20
/.,/.,P
même,même,60
un,un,71
jour,jour,21
",",",",p
dans,dans,81
un,un,71
bosquet,bosquet,21
du,de,81
du,le,71
Moulin,Moulin,20
de,de,81
la,le,71
galette,galette,22
",",",",p
Lantier,Lantier,20
amena,amener,19
une,un,71
femme,femme,22
",",",",p
avec,avec,81
laquelle,lequel,52
Coupeau,Coupeau,20
le,le,52
laissa,laisser,19
au,à,81
au,le,71
dessert,dessert,21
/.,/.,P
naturellement,naturellement,60
",",",",p
on,on,51
ne,ne,60
peut,pouvoir,17
pas,pas,60
nocer,nocer,14
et,et,82
travailler,travailler,14
/.,/.,P
aussi,aussi,60
",",",",p
depuis,depuis,81
l',le,71
entrée,entrée,22
du,de,81
du,le,71
chapelier,chapelier,21
dans,dans,81
le,le,71
ménage,ménage,21
",",",",p
le,le,71
zingueur,zingueur,21
",",",",p
qui,qui,52
fainéantait,fainéanter,18
déjà,déjà,60
pas,pas,60
mal,mal,60
",",",",p
en,en,52
était,être,18
arrivé,arriver,12
à,à,81
ne,ne,60
plus,plus,60
toucher,toucher,14
un,un,71
outil,outil,21
/.,/.,P
quand,quand,83
il,il,51
se,se,51
laissait,laisser,18
encore,encore,60
embaucher,embaucher,14
",",",",p
las,las,30
de,de,81
traîner,traîner,14
ses,son,73
savates,savate,22
",",",",p
le,le,71
camarade,camarade,21
le,le,52
relançait,relancer,18
au,à,81
au,le,71
chantier,chantier,21
",",",",p
le,le,52
blaguait,blaguer,18
à,à,81
mort,mort,22
en,en,81
le,le,52
trouvant,trouver,13
pendu,pendu,31
au,à,81
au,le,71
bout,bout,21
de,de,81
sa,son,73
corde,corde,22
à,à,81
noeuds,noeud,21
comme,comme,83
un,un,71
jambon,jambon,21
fumé,fumé,31
;,;,p
et,et,82
il,il,51
lui,lui,51
criait,crier,18
de,de,81
descendre,descendre,14
prendre,prendre,14
un,un,71
canon,canon,21
/.,/.,P
c',ce,52
était,être,18
réglé,régler,12
",",",",p
le,le,71
zingueur,zingueur,21
lâchait,lâcher,18
l',le,71
ouvrage,ouvrage,21
",",",",p
commençait,commencer,18
une,un,71
bordée,bordée,22
qui,qui,52
durait,durer,18
des,de,81
des,le,71
journées,journée,22
et,et,82
des,de,81
des,le,71
semaines,semaine,22
/.,/.,P
oh,oh,93
!,!,p
par,par,81
exemple,exemple,21
",",",",p
des,de,81
des,le,71
bordées,bordée,22
fameuses,fameux,30
",",",",p
une,un,71
revue,revue,22
générale,général,30
de,de,81
tous,tout,75
les,le,71
mastroquets,mastroquet,21
du,de,81
du,le,71
quartier,quartier,21
",",",",p
la,le,71
soûlerie,soûlerie,22
du,de,81
du,le,71
matin,matin,21
cuvée,cuvé,31
à,à,81
midi,midi,21
et,et,82
repincée,repincé,31
le,le,71
soir,soir,21
",",",",p
les,le,71
tournées,tournée,22
de,de,81
casse-poitrine,casse-poitrine,21
se,se,51
succédant,succéder,13
",",",",p
se,se,51
perdant,perdre,13
dans,dans,81
la,le,71
nuit,nuit,22
",",",",p
pareilles,pareil,30
aux,à,81
aux,le,71
lampions,lampion,21
d',de,81
une,un,71
fête,fête,22
",",",",p
jusqu',jusque,81
à,à,81
ce,ce,52
que,que,52
la,le,71
dernière,dernier,30
chandelle,chandelle,22
s',se,51
éteignît,éteindre,18
avec,avec,81
le,le,71
dernier,dernier,30
verre,verre,21
/!,/!,P
cet,ce,74
animal,animal,21
de,de,81
chapelier,chapelier,21
n',ne,60
allait,aller,18
jamais,jamais,60
jusqu',jusque,81
au,à,81
au,le,71
bout,bout,21
/.,/.,P
il,il,51
laissait,laisser,18
l',le,71
autre,autre,52
s',se,51
allumer,allumer,14
",",",",p
le,le,52
lâchait,lâcher,18
",",",",p
rentrait,rentrer,18
en,en,81
souriant,sourire,13
de,de,81
son,son,73
air,air,21
aimable,aimable,30
/.,/.,P
lui,lui,51
",",",",p
se,se,51
piquait,piquer,18
le,le,71
nez,nez,21
proprement,proprement,60
",",",",p
sans,sans,81
qu',que,83
on,on,51
s',se,51
en,en,52
aperçût,apercevoir,18
/.,/.,P
quand,quand,83
on,on,51
le,le,52
connaissait,connaître,18
bien,bien,60
",",",",p
ça,ça,52
se,se,51
voyait,voir,18
seulement,seulement,60
à,à,81
ses,son,73
yeux,oeil,21
plus,plus,60
minces,mince,30
et,et,82
à,à,81
ses,son,73
manières,manière,22
plus,plus,60
entreprenantes,entreprenant,30
auprès,auprès,60
des,de,81
des,le,71
femmes,femme,22
/.,/.,P
le,le,71
zingueur,zingueur,21
",",",",p
au,à,81
au,le,71
contraire,contraire,21
",",",",p
devenait,devenir,18
dégoûtant,dégoûtant,30
",",",",p
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
boire,boire,14
sans,sans,81
se,se,51
mettre,mettre,14
dans,dans,81
/.,/.,P
