12010
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-huitième extrait>,<>,<>
imaginait,imaginer,18
des,de,81
des,le,71
expédients,expédient,21
",",",",p
comme,comme,83
de,de,81
recourir,recourir,14
à,à,81
son,son,73
père,père,21
ou,ou,82
de,de,81
vendre,vendre,14
quelque,quelque,75
chose,chose,22
/.,/.,P
mais,mais,82
son,son,73
père,père,21
serait,être,16
sourd,sourd,30
",",",",p
et,et,82
il,il,51
n',ne,60
avait,avoir,18
",",",",p
lui,lui,51
",",",",p
rien,rien,52
à,à,81
vendre,vendre,14
/.,/.,P
alors,alors,60
il,il,51
découvrait,découvrir,18
de,de,81
tels,tel,75
embarras,embarras,21
",",",",p
qu',que,83
il,il,51
écartait,écarter,18
vite,vite,60
de,de,81
sa,son,73
conscience,conscience,22
un,un,71
sujet,sujet,21
de,de,81
méditation,méditation,22
aussi,aussi,60
désagréable,désagréable,30
/.,/.,P
il,il,51
se,se,51
reprochait,reprocher,18
d',de,81
en,en,52
oublier,oublier,14
Emma,Emma,20
;,;,p
comme,comme,83
si,si,83
",",",",p
toutes,tout,75
ses,son,73
pensées,pensée,22
appartenant,appartenir,13
à,à,81
cette,ce,74
femme,femme,22
",",",",p
c',ce,52
eût,avoir,19
été,être,12
lui,lui,51
dérober,dérober,14
quelque,quelque,75
chose,chose,22
que,que,52
de,de,81
n',ne,60
y,y,52
pas,pas,60
continuellement,continuellement,60
réfléchir,réfléchir,14
/.,/.,P
l',le,71
hiver,hiver,21
fut,être,19
rude,rude,30
/.,/.,P
la,le,71
convalescence,convalescence,22
de,de,81
madame,madame,22
fut,être,19
longue,long,30
/.,/.,P
quand,quand,83
il,il,51
faisait,faire,18
beau,beau,60
",",",",p
on,on,51
la,le,52
poussait,pousser,18
dans,dans,81
son,son,73
fauteuil,fauteuil,21
auprès,auprès,60
de,de,81
la,le,71
fenêtre,fenêtre,22
",",",",p
celle,celui,52
qui,qui,52
regardait,regarder,18
la,le,71
place,place,22
;,;,p
car,car,82
elle,il,51
avait,avoir,18
maintenant,maintenant,60
le,le,71
jardin,jardin,21
en,en,81
antipathie,antipathie,22
",",",",p
et,et,82
la,le,71
persienne,persienne,22
de,de,81
ce,ce,74
côté,côté,21
restait,rester,18
constamment,constamment,60
fermée,fermé,31
/.,/.,P
elle,il,51
voulut,vouloir,19
que,que,83
l',l',94
on,on,51
vendît,vendre,18
le,le,71
cheval,cheval,21
;,;,p
ce,ce,52
qu',que,52
elle,il,51
aimait,aimer,18
autrefois,autrefois,60
",",",",p
à,à,81
présent,présent,21
lui,lui,51
déplaisait,déplaire,18
/.,/.,P
toutes,tout,75
ses,son,73
idées,idée,22
paraissaient,paraître,18
se,se,51
borner,borner,14
au,à,81
au,le,71
soin,soin,21
d',de,81
elle-même,lui-même,51
/.,/.,P
elle,il,51
restait,rester,18
dans,dans,81
son,son,73
lit,lit,21
à,à,81
faire,faire,14
de,de,81
petites,petit,30
collations,collation,22
",",",",p
sonnait,sonner,18
sa,son,73
domestique,domestique,22
pour,pour,81
s',se,51
informer,informer,14
de,de,81
ses,son,73
tisanes,tisane,22
ou,ou,82
pour,pour,81
causer,causer,14
avec,avec,81
elle,il,51
/.,/.,P
cependant,cependant,82
la,le,71
neige,neige,22
sur,sur,81
le,le,71
toit,toit,21
des,de,81
des,le,71
halles,halle,22
jetait,jeter,18
dans,dans,81
la,le,71
chambre,chambre,22
un,un,71
reflet,reflet,21
blanc,blanc,30
",",",",p
immobile,immobile,30
;,;,p
ensuite,ensuite,60
ce,ce,52
fut,être,19
la,le,71
pluie,pluie,22
qui,qui,52
tombait,tomber,18
/.,/.,P
et,et,82
Emma,Emma,20
quotidiennement,quotidiennement,60
attendait,attendre,18
",",",",p
avec,avec,81
une,un,71
sorte,sorte,22
d',de,81
anxiété,anxiété,22
",",",",p
l',le,71
infaillible,infaillible,30
retour,retour,21
d',de,81
événements,événement,21
minimes,minime,30
",",",",p
qui,qui,52
pourtant,pourtant,60
ne,ne,60
lui,lui,51
importaient,importer,18
guère,guère,60
/.,/.,P
le,le,71
plus,plus,60
considérable,considérable,30
était,être,18
",",",",p
le,le,71
soir,soir,21
",",",",p
l',le,71
arrivée,arrivée,22
de,de,81
l',le,71
hirondelle,hirondelle,22
/.,/.,P
alors,alors,60
l',le,71
aubergiste,aubergiste,22
criait,crier,18
et,et,82
d',de,81
autres,autre,75
voix,voix,22
répondaient,répondre,18
",",",",p
tandis que,tandis que,83
le,le,71
falot,falot,21
d',de,81
Hippolyte,Hippolyte,20
",",",",p
qui,qui,52
cherchait,chercher,18
des,de,81
des,le,71
coffres,coffre,21
sur,sur,81
la,le,71
bâche,bâche,22
",",",",p
faisait,faire,18
comme,comme,83
une,un,71
étoile,étoile,22
dans,dans,81
l',le,71
obscurité,obscurité,22
/.,/.,P
à,à,81
midi,midi,21
",",",",p
Charles,Charles,20
rentrait,rentrer,18
;,;,p
ensuite,ensuite,60
il,il,51
sortait,sortir,18
;,;,p
puis,puis,60
elle,il,51
prenait,prendre,18
un,un,71
bouillon,bouillon,21
",",",",p
et,et,82
",",",",p
vers,vers,81
cinq,cinq,72
heures,heure,22
",",",",p
à,à,81
la,le,71
tombée,tombée,22
du,de,81
du,le,71
jour,jour,21
",",",",p
les,le,71
enfants,enfant,21
qui,qui,52
s',se,51
en,en,52
revenaient,revenir,18
de,de,81
la,le,71
classe,classe,22
",",",",p
traînant,traîner,13
leurs,leur,60
sabots,sabot,21
sur,sur,81
le,le,71
trottoir,trottoir,21
",",",",p
frappaient,frapper,18
tous,tout,52
avec,avec,81
leurs,leur,73
règles,règle,22
la,le,71
cliquette,cliquette,22
des,de,81
des,le,71
auvents,auvent,21
",",",",p
les,le,71
uns,un,52
après,après,81
les,le,71
autres,autre,52
/.,/.,P
c',ce,52
était,être,18
à,à,81
cette,ce,74
heure,heure,22
là,là,60
que,que,83
monsieur,monsieur,21
Bournisien,Bournisien,20
venait,venir,18
la,le,52
voir,voir,14
/.,/.,P
il,il,51
s',se,51
enquérait,enquérir,18
de,de,81
sa,son,73
santé,santé,22
",",",",p
lui,lui,51
apportait,apporter,18
des,de,81
des,le,71
nouvelles,nouvelle,22
et,et,82
l',le,52
exhortait,exhorter,18
à,à,81
la,le,71
religion,religion,22
dans,dans,81
un,un,71
petit,petit,30
bavardage,bavardage,21
câlin,câlin,30
qui,qui,52
ne,ne,60
manquait,manquer,18
pas,pas,60
d',de,81
agrément,agrément,21
/.,/.,P
la,le,71
vue,vue,22
seule,seul,30
de,de,81
sa,son,73
soutane,soutane,22
la,le,52
réconfortait,réconforter,18
/.,/.,P
un,un,71
jour,jour,21
qu',que,52
au,à,81
au,le,71
plus,plus,60
fort,fort,30
de,de,81
sa,son,73
maladie,maladie,22
elle,il,51
s',se,51
était,être,18
crue,croire,12
agonisante,agonisant,30
",",",",p
elle,il,51
avait,avoir,18
demandé,demander,12
la,le,71
communion,communion,22
;,;,p
et,et,82
",",",",p
à,à,81
mesure,mesure,22
que,que,83
l',l',94
on,on,51
faisait,faire,18
dans,dans,81
sa,son,73
chambre,chambre,22
les,le,71
préparatifs,préparatif,21
pour,pour,81
le,le,71
sacrement,sacrement,21
",",",",p
que,que,83
l',l',94
on,on,51
disposait,disposer,18
en,en,81
autel,autel,21
la,le,71
commode,commode,22
encombrée,encombré,31
de,de,81
sirops,sirop,21
et,et,82
que,que,83
Félicité,Félicité,20
semait,semer,18
par,par,81
terre,terre,22
des,de,81
des,le,71
fleurs,fleur,22
de,de,81
dahlia,dahlia,21
",",",",p
Emma,Emma,20
sentait,sentir,18
quelque,quelque,75
chose,chose,22
de,de,81
fort,fort,30
passant,passer,13
sur,sur,81
elle,il,51
",",",",p
qui,qui,52
la,le,52
débarrassait,débarrasser,18
de,de,81
ses,son,73
douleurs,douleur,22
",",",",p
de,de,81
toute,tout,75
perception,perception,22
",",",",p
de,de,81
tout,tout,75
sentiment,sentiment,21
/.,/.,P
sa,son,73
chair,chair,22
allégée,allégé,31
ne,ne,60
pesait,peser,18
plus,plus,60
",",",",p
une,un,71
autre,autre,75
vie,vie,22
commençait,commencer,18
;,;,p
il,il,51
lui,lui,51
sembla,sembler,19
que,que,83
son,son,73
être,être,21
",",",",p
montant,monter,13
vers,vers,81
dieu,dieu,21
",",",",p
allait,aller,18
s',se,51
anéantir,anéantir,14
dans,dans,81
cet,ce,74
amour,amour,21
comme,comme,83
un,un,71
encens,encens,21
allumé,allumé,31
qui,qui,52
se,se,51
dissipe,dissiper,17
en,en,81
vapeur,vapeur,22
/.,/.,P
on,on,51
aspergea,asperger,19
d',de,81
eau,eau,22
bénite,béni,31
les,le,71
draps,drap,21
du,de,81
du,le,71
lit,lit,21
;,;,p
le,le,71
prêtre,prêtre,21
retira,retirer,19
du,de,81
du,le,71
saint,saint,30
ciboire,ciboire,21
la,le,71
blanche,blanc,30
hostie,hostie,22
;,;,p
et,et,82
ce,ce,52
fut,être,19
en,en,81
défaillant,défaillir,13
d',de,81
une,un,71
joie,joie,22
céleste,céleste,30
qu',que,83
elle,il,51
avança,avancer,19
les,le,71
lèvres,lèvre,22
pour,pour,81
accepter,accepter,14
le,le,71
corps,corps,21
du,de,81
du,le,71
sauveur,sauveur,21
qui,qui,52
se,se,51
présentait,présenter,18
/.,/.,P
les,le,71
rideaux,rideau,21
de,de,81
son,son,73
alcôve,alcôve,22
se,se,51
gonflaient,gonfler,18
mollement,mollement,60
",",",",p
autour,autour,60
d',de,81
elle,il,51
",",",",p
en,en,81
façon,façon,22
de,de,81
nuées,nuée,22
",",",",p
et,et,82
les,le,71
rayons,rayon,21
des,de,81
des,le,71
deux,deux,72
cierges,cierge,21
brûlant,brûler,13
sur,sur,81
la,le,71
commode,commode,22
lui,lui,51
parurent,paraître,19
être,être,14
des,de,81
des,le,71
gloires,gloire,22
éblouissantes,éblouissant,30
/.,/.,P
alors,alors,60
elle,il,51
laissa,laisser,19
retomber,retomber,14
sa,son,73
tête,tête,22
",",",",p
croyant,croire,13
entendre,entendre,14
dans,dans,81
les,le,71
espaces,espace,21
le,le,71
chant,chant,21
des,de,81
des,le,71
harpes,harpe,22
séraphiques,séraphique,30
et,et,82
apercevoir,apercevoir,14
en,en,81
un,un,71
ciel,ciel,21
d',de,81
azur,azur,21
",",",",p
sur,sur,81
un,un,71
trône,trône,21
d',de,81
or,or,21
",",",",p
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
saints,saint,21
tenant,tenir,13
des,de,81
des,le,71
palmes,palme,22
vertes,vert,30
",",",",p
dieu,dieu,21
le,le,71
Père,Père,20
tout,tout,60
éclatant,éclatant,30
de,de,81
majesté,majesté,22
",",",",p
et,et,82
qui,qui,52
d',de,81
un,un,71
signe,signe,21
faisait,faire,18
descendre,descendre,14
vers,vers,81
la,le,71
terre,terre,22
des,de,81
des,le,71
anges,ange,21
aux,à,81
aux,le,71
ailes,aile,22
de,de,81
flamme,flamme,22
pour,pour,81
l',le,52
emporter,emporter,14
dans,dans,81
leurs,leur,73
bras,bras,21
/.,/.,P
cette,ce,74
vision,vision,22
splendide,splendide,30
demeura,demeurer,19
dans,dans,81
sa,son,73
mémoire,mémoire,22
comme,comme,83
la,le,71
chose,chose,22
la,le,71
plus,plus,60
belle,beau,30
qu',que,83
il,il,51
fût,être,19
possible,possible,30
de,de,81
rêver,rêver,14
;,;,p
si,si,60
bien,bien,60
qu',que,83
à,à,81
présent,présent,21
elle,il,51
s',se,51
efforçait,efforcer,18
d',de,81
en,en,52
ressaisir,ressaisir,14
la,le,71
sensation,sensation,22
",",",",p
qui,qui,52
continuait,continuer,18
cependant,cependant,82
",",",",p
mais,mais,82
d',de,81
une,un,71
manière,manière,22
moins,moins,60
exclusive,exclusif,30
et,et,82
avec,avec,81
une,un,71
douceur,douceur,22
aussi,aussi,60
profonde,profond,30
/.,/.,P
son,son,73
âme,âme,22
",",",",p
courbatue,courbatu,30
d',de,81
orgueil,orgueil,21
",",",",p
se,se,51
reposait,reposer,18
enfin,enfin,60
dans,dans,81
l',le,71
humilité,humilité,22
chrétienne,chrétien,30
;,;,p
et,et,82
",",",",p
savourant,savourer,13
le,le,71
plaisir,plaisir,21
d',de,81
être,être,14
faible,faible,30
",",",",p
Emma,Emma,20
contemplait,contempler,18
en,en,81
elle-même,lui-même,51
la,le,71
destruction,destruction,22
de,de,81
sa,son,73
volonté,volonté,22
",",",",p
qui,qui,52
devait,devoir,18
faire,faire,14
aux,à,81
aux,le,71
envahissements,envahissement,21
de,de,81
la,le,71
grâce,grâce,22
une,un,71
large,large,30
entrée,entrée,22
/.,/.,P
il,il,51
existait,exister,18
donc,donc,82
à,à,81
la,le,71
place,place,22
du,de,81
du,le,71
bonheur,bonheur,21
des,de,81
des,le,71
félicités,félicité,22
plus,plus,60
grandes,grand,30
",",",",p
un,un,71
autre,autre,75
amour,amour,21
au-dessus,au-dessus,60
de,de,81
tous,tout,75
les,le,71
amours,amour,21
",",",",p
sans,sans,81
intermittence,intermittence,22
ni,ni,82
fin,fin,22
",",",",p
et,et,82
qui,qui,52
s',se,51
accroîtrait,accroître,16
éternellement,éternellement,60
/!,/!,P
elle,il,51
entrevit,entrevoir,19
",",",",p
parmi,parmi,81
les,le,71
illusions,illusion,22
de,de,81
son,son,73
espoir,espoir,21
",",",",p
un,un,71
état,état,21
de,de,81
pureté,pureté,22
flottant,flotter,13
au-dessus,au-dessus,60
de,de,81
la,le,71
terre,terre,22
",",",",p
se,se,51
confondant,confondre,13
avec,avec,81
le,le,71
ciel,ciel,21
",",",",p
et,et,82
où,où,60
elle,il,51
aspira,aspirer,19
d',de,81
être,être,14
/.,/.,P
elle,il,51
voulut,vouloir,19
devenir,devenir,14
une,un,71
sainte,sainte,22
/.,/.,P
elle,il,51
acheta,acheter,19
des,de,81
des,le,71
chapelets,chapelet,21
",",",",p
elle,il,51
porta,porter,19
des,de,81
des,le,71
amulettes,amulette,22
;,;,p
elle,il,51
souhaitait,souhaiter,18
avoir,avoir,14
dans,dans,81
sa,son,73
chambre,chambre,22
",",",",p
au,à,81
au,le,71
chevet,chevet,21
de,de,81
sa,son,73
couche,couche,22
",",",",p
un,un,71
reliquaire,reliquaire,21
enchâssé,enchâssé,31
d',de,81
émeraudes,émeraude,22
",",",",p
pour,pour,81
le,le,52
baiser,baiser,14
tous,tout,75
les,le,71
soirs,soir,21
/.,/.,P
le,le,71
curé,curé,21
s',se,51
émerveillait,émerveiller,18
de,de,81
ces,ce,74
dispositions,disposition,22
",",",",p
bien,bien,60
que,que,83
la,le,71
religion,religion,22
d',de,81
Emma,Emma,20
",",",",p
trouvait,trouver,18
il,il,51
",",",",p
pût,pouvoir,18
",",",",p
à,à,81
force,force,22
de,de,81
ferveur,ferveur,22
;,;,p
finir,finir,14
par,par,81
friser,friser,14
l',le,71
hérésie,hérésie,22
et,et,82
même,même,60
l',le,71
extravagance,extravagance,22
/.,/.,P
mais,mais,82
",",",",p
n',ne,60
étant,être,13
pas,pas,60
très,très,60
versé,verser,12
dans,dans,81
ces,ce,74
matières,matière,22
sitôt,sitôt,60
qu',que,83
elles,ils,51
dépassaient,dépasser,18
une,un,71
certaine,certain,75
mesure,mesure,22
",",",",p
il,il,51
écrivit,écrire,19
à,à,81
monsieur,monsieur,21
Boulard,Boulard,20
",",",",p
libraire,libraire,21
de,de,81
monseigneur,monseigneur,21
",",",",p
de,de,81
lui,lui,51
envoyer,envoyer,14
quelque,quelque,75
chose,chose,22
de,de,81
fameux,fameux,30
pour,pour,81
une,un,71
personne,personne,22
du,de,81
du,le,71
sexe,sexe,21
",",",",p
qui,qui,52
était,être,18
pleine,plein,30
d',de,81
esprit,esprit,21
/.,/.,P
le,le,71
libraire,libraire,21
",",",",p
avec,avec,81
autant,autant,60
d',de,81
indifférence,indifférence,22
que,que,83
s',si,83
il,il,51
eût,avoir,19
expédié,expédier,12
de,de,81
la,le,71
quincaillerie,quincaillerie,22
à,à,81
des,de,81
des,le,71
nègres,nègre,21
",",",",p
vous,vous,51
emballa,emballer,19
pêle-mêle,pêle-mêle,60
tout,tout,52
ce,ce,52
qui,qui,52
avait,avoir,18
cours,cours,21
pour,pour,81
lors,lors,60
dans,dans,81
le,le,71
négoce,négoce,21
des,de,81
des,le,71
livres,livre,21
pieux,pieux,30
/.,/.,P
c',ce,52
étaient,être,18
de,de,81
petits,petit,30
manuels,manuel,21
par,par,81
demandes,demande,22
et,et,82
par,par,81
réponses,réponse,22
",",",",p
des,de,81
des,le,71
pamphlets,pamphlet,21
d',de,81
un,un,71
ton,ton,21
rogue,rogue,30
dans,dans,81
la,le,71
manière,manière,22
de,de,81
monsieur,monsieur,21
de,de,81
Maistre,Maistre,20
",",",",p
et,et,82
des,de,81
des,le,71
espèces,espèce,22
de,de,81
romans,roman,21
à,à,81
cartonnage,cartonnage,21
rose,rose,30
et,et,82
à,à,81
style,style,21
douceâtre,douceâtre,30
",",",",p
fabriqués,fabriqué,31
par,par,81
des,de,81
des,le,71
séminaristes,séminariste,21
troubadours,troubadour,21
ou,ou,82
des,de,81
des,le,71
bas,bas,21
bleus,bleu,30
repenties,repenti,31
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
le,le,52
pensez,penser,17
y,y,52
bien,bien,60
;,;,p
l',le,71
homme,homme,21
du,de,81
du,le,71
monde,monde,21
aux,à,81
aux,le,71
pieds,pied,21
de,de,81
Marie,Marie,20
",",",",p
par,par,81
monsieur,monsieur,21
de,de,81
",",",",p
décoré,décoré,31
de,de,81
plusieurs,plusieurs,75
ordres,ordre,21
;,;,p
des,de,81
des,le,71
erreurs,erreur,22
de,de,81
Voltaire,Voltaire,20
",",",",p
à,à,81
l',le,71
usage,usage,21
des,de,81
des,le,71
jeunes,jeune,30
gens,gens,21
",",",",p
etc.,et cetera,91
/.,/.,P
madame,madame,22
Bovary,Bovary,20
n',ne,60
avait,avoir,18
pas,pas,60
encore,encore,60
l',le,71
intelligence,intelligence,22
assez,assez,60
nette,net,30
pour,pour,81
s',se,51
appliquer,appliquer,14
sérieusement,sérieusement,60
à,à,81
n',ne,60
importe,importer,17
quoi,quoi,52
;,;,p
d',de,81
ailleurs,ailleurs,60
",",",",p
elle,il,51
entreprit,entreprendre,19
ces,ce,74
lectures,lecture,22
avec,avec,81
trop,trop,60
de,de,81
précipitation,précipitation,22
/.,/.,P
elle,il,51
s',se,51
irrita,irriter,19
contre,contre,81
les,le,71
prescriptions,prescription,22
du,de,81
du,le,71
culte,culte,21
;,;,p
l',le,71
arrogance,arrogance,22
des,de,81
des,le,71
écrits,écrit,21
polémiques,polémique,30
lui,lui,51
déplut,déplaire,19
par,par,81
leur,leur,73
acharnement,acharnement,21
à,à,81
poursuivre,poursuivre,14
des,de,81
des,le,71
gens,gens,21
qu',que,52
elle,il,51
ne,ne,60
connaissait,connaître,18
pas,pas,60
;,;,p
et,et,82
les,le,71
contes,conte,21
profanes,profane,30
relevés,relevé,31
de,de,81
religion,religion,22
lui,lui,51
parurent,paraître,19
écrits,écrit,31
dans,dans,81
une,un,71
telle,tel,75
ignorance,ignorance,22
du,de,81
du,le,71
monde,monde,21
",",",",p
qu',que,83
ils,ils,51
l',le,52
écartèrent,écarter,19
insensiblement,insensiblement,60
des,de,81
des,le,71
vérités,vérité,22
dont,dont,52
elle,il,51
attendait,attendre,18
la,le,71
preuve,preuve,22
/.,/.,P
elle,il,51
persista,persister,19
pourtant,pourtant,60
",",",",p
et,et,82
",",",",p
lorsque,lorsque,83
le,le,71
volume,volume,21
lui,lui,51
tombait,tomber,18
des,de,81
des,le,71
mains,main,22
",",",",p
elle,il,51
se,se,51
croyait,croire,18
prise,pris,31
par,par,81
la,le,71
plus,plus,60
fine,fin,30
mélancolie,mélancolie,22
catholique,catholique,30
qu',que,83
une,un,71
âme,âme,22
éthérée,éthéré,30
pût,pouvoir,18
concevoir,concevoir,14
/.,/.,P
quant,quand,83
au,à,81
au,le,71
souvenir,souvenir,21
de,de,81
Rodolphe,Rodolphe,20
",",",",p
elle,il,51
l',le,52
avait,avoir,18
descendu,descendre,12
tout,tout,52
au,à,81
au,le,71
fond,fond,21
de,de,81
son,son,73
coeur,coeur,21
;,;,p
et,et,82
il,il,51
restait,rester,18
là,là,60
",",",",p
plus,plus,60
solennel,solennel,30
et,et,82
plus,plus,60
immobile,immobile,30
qu',que,83
une,un,71
momie,momie,22
de,de,81
roi,roi,21
dans,dans,81
un,un,71
souterrain,souterrain,21
/.,/.,P
une,un,71
exhalaison,exhalaison,22
s',se,51
échappait,échapper,18
de,de,81
ce,ce,74
grand,grand,30
amour,amour,21
embaumé,embaumé,31
et,et,82
qui,qui,52
",",",",p
passant,passer,13
à,à,81
travers,travers,21
tout,tout,52
",",",",p
parfumait,parfumer,18
de,de,81
tendresse,tendresse,22
l',le,71
atmosphère,atmosphère,22
d',de,81
immaculation,immaculation,22
où,où,60
elle,il,51
voulait,vouloir,18
vivre,vivre,14
/.,/.,P
quand,quand,83
elle,il,51
se,se,51
mettait,mettre,18
à,à,81
genoux,genou,21
sur,sur,81
son,son,73
prie-Dieu,prie-Dieu,21
gothique,gothique,30
",",",",p
elle,il,51
adressait,adresser,18
au,à,81
au,le,71
seigneur,seigneur,21
/.,/.,P
