11375
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-dixième extrait>,<>,<>
voyez,voir,17
vous,vous,51
pas,pas,60
bien,bien,60
",",",",p
Padre,Padre,20
",",",",p
que,que,83
c',ce,52
est,être,17
là,là,60
la,le,71
vraie,vrai,30
capitale,capitale,22
du,de,81
du,le,71
monde,monde,21
/?,/?,P
moi,moi,51
",",",",p
je,je,51
ferais,faire,16
tout,tout,52
ce,ce,52
que,que,52
vous,vous,51
voudriez,vouloir,16
;,;,p
d'abord,d'abord,60
",",",",p
je,je,51
suis,être,17
meilleur,meilleur,30
enfant,enfant,21
qu',que,83
on,on,51
ne,ne,60
croit,croire,17
/.,/.,P
-,-,p
pourvu,pourvu,81
que,que,83
la,le,71
guerre,guerre,22
et,et,82
la,le,71
politique,politique,22
fatigante,fatigant,30
me,je,51
fussent,être,18
laissées,laisser,12
",",",",p
vous,vous,51
arrangeriez,arranger,16
l',le,71
Eglise,Eglise,20
comme,comme,83
il,il,51
vous,vous,51
plairait,plaire,16
/.,/.,P
je,je,51
serais,être,16
votre,votre,73
soldat,soldat,21
tout,tout,60
à,à,81
fait,fait,21
/.,/.,P
voyez,voir,17
",",",",p
ce,ce,52
serait,être,16
vraiment,vraiment,60
beau,beau,30
;,;,p
nous,nous,51
aurions,avoir,16
nos,notre,73
conciles,concile,21
comme,comme,83
Constantin,Constantin,20
et,et,82
Charlemagne,Charlemagne,20
",",",",p
je,je,51
les,le,52
ouvrirais,ouvrir,16
et,et,82
les,le,52
fermerais,fermer,16
;,;,p
je,je,51
vous,vous,51
mettrais,mettre,16
ensuite,ensuite,60
dans,dans,81
la,le,71
main,main,22
les,le,71
vraies,vrai,30
clefs,clé,22
du,de,81
du,le,71
monde,monde,21
",",",",p
et,et,82
comme,comme,83
notre,notre,73
seigneur,seigneur,21
a,avoir,17
dit,dire,12
:,:,p
je,je,51
suis,être,17
venu,venir,12
avec,avec,81
l',le,71
épée,épée,22
",",",",p
je,je,51
garderais,garder,16
l',le,71
épée,épée,22
",",",",p
moi,moi,51
;,;,p
je,je,51
vous,vous,51
la,le,52
rapporterais,rapporter,16
seulement,seulement,60
à,à,81
bénir,bénir,14
après,après,81
chaque,chaque,75
succès,succès,21
de,de,81
nos,notre,73
armes,arme,22
/.,/.,P
“,“,p
il,il,51
s',se,51
inclina,incliner,19
légèrement,légèrement,60
en,en,81
disant,dire,13
ces,ce,74
derniers,dernier,30
mots,mot,21
/.,/.,P
le,le,71
pape,pape,21
",",",",p
qui,qui,52
jusque-là,jusque-là,81
n',ne,60
avait,avoir,18
cessé,cesser,12
de,de,81
demeurer,demeurer,14
sans,sans,81
mouvement,mouvement,21
",",",",p
comme,comme,83
une,un,71
statue,statue,22
égyptienne,égyptien,30
",",",",p
releva,relever,19
lentement,lentement,60
sa,son,73
tête,tête,22
à,à,81
demi,demi,30
baissée,baissé,31
",",",",p
sourit,sourire,19
avec,avec,81
mélancolie,mélancolie,22
",",",",p
leva,lever,19
ses,son,73
yeux,oeil,21
en,en,81
haut,haut,21
et,et,82
dit,dire,19
",",",",p
après,après,81
un,un,71
soupir,soupir,21
paisible,paisible,30
",",",",p
comme,comme,83
s',si,83
il,il,51
eût,avoir,19
confié,confier,12
sa,son,73
pensée,pensée,22
à,à,81
son,son,73
ange,ange,21
gardien,gardien,21
invisible,invisible,30
:,:,p
“,“,p
commediante,commediante,92
/!,/!,P
Bonaparte,Bonaparte,20
sauta,sauter,19
de,de,81
sa,son,73
chaise,chaise,22
et,et,82
bondit,bondir,19
comme,comme,83
un,un,71
léopard,léopard,21
blessé,blessé,31
/.,/.,P
une,un,71
vraie,vrai,30
colère,colère,22
le,le,52
prit,prendre,19
;,;,p
une,un,52
de,de,81
ses,son,73
colères,colère,22
jaunes,jaune,30
/.,/.,P
il,il,51
marcha,marcher,19
d'abord,d'abord,60
sans,sans,81
parler,parler,14
",",",",p
se,se,51
mordant,mordre,13
les,le,71
lèvres,lèvre,22
jusqu',jusque,81
au,à,81
au,le,71
sang,sang,21
/.,/.,P
il,il,51
ne,ne,60
tournait,tourner,18
plus,plus,60
en,en,81
cercle,cercle,21
autour,autour,60
de,de,81
sa,son,73
proie,proie,22
avec,avec,81
des,de,81
des,le,71
regards,regard,21
fins,fin,30
et,et,82
une,un,71
marche,marche,22
cauteleuse,cauteleux,30
;,;,p
mais,mais,82
il,il,51
allait,aller,18
droit,droit,30
et,et,82
ferme,ferme,30
",",",",p
en,en,81
long,long,21
et,et,82
en,en,81
large,large,21
",",",",p
brusquement,brusquement,60
",",",",p
frappant,frapper,13
du,de,81
du,le,71
pied,pied,21
et,et,82
faisant,faire,13
sonner,sonner,14
ses,son,73
talons,talon,21
éperonnés,éperonné,31
/.,/.,P
la,le,71
chambre,chambre,22
tressaillit,tressaillir,19
;,;,p
les,le,71
rideaux,rideau,21
frémirent,frémir,19
comme,comme,83
les,le,71
arbres,arbre,21
à,à,81
l',le,71
approche,approche,22
du,de,81
du,le,71
tonnerre,tonnerre,21
;,;,p
il,il,51
me,je,51
semblait,sembler,18
qu',que,83
il,il,51
allait,aller,18
arriver,arriver,14
quelque,quelque,75
terrible,terrible,30
et,et,82
grande,grand,30
chose,chose,22
;,;,p
mes,mon,73
cheveux,cheveu,21
me,je,51
firent,faire,19
mal,mal,60
et,et,82
j',je,51
y,y,52
portai,porter,19
la,le,71
main,main,22
malgré,malgré,81
moi,moi,51
/.,/.,P
je,je,51
regardai,regarder,19
le,le,71
pape,pape,21
",",",",p
il,il,51
ne,ne,60
remua,remuer,19
pas,pas,60
;,;,p
seulement,seulement,60
il,il,51
serra,serrer,19
de,de,81
ses,son,73
deux,deux,72
mains,main,22
les,le,71
têtes,tête,22
d',de,81
aigle,aigle,21
des,de,81
des,le,71
bras,bras,21
du,de,81
du,le,71
fauteuil,fauteuil,21
/.,/.,P
la,le,71
bombe,bombe,22
éclata,éclater,19
tout,tout,60
à,à,81
coup,coup,21
/.,/.,P
-,-,p
“,“,p
comédien,comédien,21
/!,/!,P
moi,moi,51
/!,/!,P
ah,ah,93
!,!,p
je,je,51
vous,vous,51
donnerai,donner,15
des,de,81
des,le,71
comédies,comédie,22
à,à,81
vous,vous,51
faire,faire,14
tous,tout,52
pleurer,pleurer,14
comme,comme,83
des,de,81
des,le,71
femmes,femme,22
et,et,82
des,de,81
des,le,71
enfants,enfant,21
/.,/.,P
-,-,p
comédien,comédien,21
/!,/!,P
ah,ah,93
!,!,p
vous,vous,51
n',ne,60
y,y,52
êtes,être,17
pas,pas,60
",",",",p
si,si,83
vous,vous,51
croyez,croire,17
qu',que,83
on,on,51
puisse,pouvoir,17
avec,avec,81
moi,moi,51
faire,faire,14
du,de,81
du,le,71
sang-froid,sang-froid,21
insolent,insolent,30
/!,/!,P
mon,mon,73
théâtre,théâtre,21
",",",",p
c',ce,52
est,être,17
le,le,71
monde,monde,21
;,;,p
le,le,71
rôle,rôle,21
que,que,52
j',je,51
y,y,52
joue,jouer,17
",",",",p
c',ce,52
est,être,17
celui,celui,52
de,de,81
maître,maître,21
et,et,82
d',de,81
auteur,auteur,21
;,;,p
pour,pour,81
comédiens,comédien,21
j',je,51
ai,avoir,17
vous,vous,51
tous,tout,52
",",",",p
pape,pape,21
",",",",p
rois,roi,21
",",",",p
peuples,peuple,21
!,!,p
et,et,82
le,le,71
fil,fil,21
par,par,81
lequel,lequel,52
je,je,51
vous,vous,51
remue,remuer,17
",",",",p
c',ce,52
est,être,17
la,le,71
peur,peur,22
/!,/!,P
comédien,comédien,21
/!,/!,P
ah,ah,93
!,!,p
il,il,51
faudrait,falloir,16
être,être,14
d',de,81
une,un,71
autre,autre,75
taille,taille,22
que,que,83
la,le,71
vôtre,vôtre,52
pour,pour,81
m',je,51
oser,oser,14
applaudir,applaudir,14
ou,ou,82
siffler,siffler,14
",",",",p
signor,signor,21
Chiaramonti,Chiaramonti,20
/!,/!,P
savez,savoir,17
vous,vous,51
bien,bien,60
que,que,83
vous,vous,51
ne,ne,60
seriez,être,16
qu',que,83
un,un,71
pauvre,pauvre,30
curé,curé,21
",",",",p
si,si,83
je,je,51
le,le,52
voulais,vouloir,18
/?,/?,P
vous,vous,51
et,et,82
votre,votre,73
tiare,tiare,22
",",",",p
la,le,71
France,France,20
vous,vous,51
rirait,rire,16
au,à,81
au,le,71
nez,nez,21
",",",",p
si,si,83
je,je,51
ne,ne,60
gardais,garder,18
mon,mon,73
air,air,21
sérieux,sérieux,30
en,en,81
vous,vous,51
saluant,saluer,13
/.,/.,P
“,“,p
il,il,51
y,y,52
a,avoir,17
quatre,quatre,72
ans,an,21
seulement,seulement,60
",",",",p
personne,personne,52
n',ne,60
eût,avoir,19
osé,oser,12
parlé,parler,12
tout,tout,60
haut,haut,60
du,de,81
du,le,71
Christ,Christ,20
/.,/.,P
qui,qui,52
donc,donc,82
eût,avoir,19
parlé,parler,12
du,de,81
du,le,71
pape,pape,21
",",",",p
s',si,83
il,il,51
vous,vous,51
plaît,plaire,17
/?,/?,P
comédien,comédien,21
/!,/!,P
ah,ah,93
!,!,p
messieurs,monsieur,21
",",",",p
vous,vous,51
prenez,prendre,17
vite,vite,60
pied,pied,21
chez,chez,81
nous,nous,51
/!,/!,P
vous,vous,51
êtes,être,17
de,de,81
mauvaise,mauvais,30
humeur,humeur,22
parce que,parce que,83
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
été,être,12
assez,assez,60
sot,sot,30
pour,pour,81
signer,signer,14
",",",",p
comme,comme,83
Louis XIV,Louis XIV,20
",",",",p
la,le,71
désapprobation,désapprobation,22
des,de,81
des,le,71
libertés,liberté,22
gallicanes,gallican,30
/!,/!,P
mais,mais,82
on,on,51
ne,ne,60
me,je,51
pipe,piper,17
pas,pas,60
ainsi,ainsi,60
/.,/.,P
-,-,p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
vous,vous,51
tiens,tenir,17
dans,dans,81
mes,mon,73
doigts,doigt,21
;,;,p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
vous,vous,51
porte,porter,17
du,de,81
du,le,71
Midi,Midi,20
au,à,81
au,le,71
nord,nord,21
comme,comme,83
des,de,81
des,le,71
marionnettes,marionnette,22
;,;,p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
fais,faire,17
semblant,semblant,21
de,de,81
vous,vous,51
compter,compter,14
pour,pour,81
quelque,quelque,75
chose,chose,22
parce que,parce que,83
vous,vous,51
représentez,représenter,17
une,un,71
vieille,vieux,30
idée,idée,22
que,que,52
je,je,51
veux,vouloir,17
ressusciter,ressusciter,14
;,;,p
et,et,82
vous,vous,51
n',ne,60
avez,avoir,17
pas,pas,60
l',le,71
esprit,esprit,21
de,de,81
/.,/.,P
