11655
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-troisième extrait>,<>,<>
j',je,51
ai,avoir,17
en,en,81
effet,effet,21
parlé,parler,12
de,de,81
m',je,51
en,en,52
aller,aller,14
pour,pour,81
n',ne,60
avoir,avoir,14
pas,pas,60
à,à,81
me,je,51
soigner,soigner,14
pendant,pendant,81
un,un,71
mois,mois,21
/.,/.,P
mais,mais,82
ce,ce,52
n',ne,60
est,être,17
guère,guère,60
le,le,71
moment,moment,21
de,de,81
nous,nous,51
occuper,occuper,14
de,de,81
cela,cela,52
/.,/.,P
le,le,71
cocher,cocher,21
de,de,81
Mariolle,Mariolle,20
le,le,52
pressait,presser,18
de,de,81
monter,monter,14
en,en,81
voiture,voiture,22
",",",",p
afin,afin,81
de,de,81
ne,ne,60
pas,pas,60
manquer,manquer,14
le,le,71
train,train,21
de,de,81
Pontorson,Pontorson,20
/.,/.,P
madame,madame,22
de,de,81
Burne,Burne,20
demanda,demander,19
:,:,p
-,-,p
et,et,82
vous,vous,51
",",",",p
quand,quand,83
rentrez,rentrer,17
vous,vous,51
à,à,81
Paris,Paris,20
/?,/?,P
il,il,51
eut,avoir,19
l',le,71
air,air,21
d',de,81
hésiter,hésiter,14
/.,/.,P
-,-,p
mais,mais,82
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
trop,trop,60
",",",",p
je,je,51
veux,vouloir,17
voir,voir,14
Saint-Malo,Saint-Malo,20
",",",",p
Brest,Brest,20
",",",",p
Douarnenez,Douarnenez,20
",",",",p
la,le,71
baie,baie,22
des,de,81
des,le,71
Trépassés,Trépassés,20
",",",",p
la,le,71
pointe,pointe,22
du,de,81
du,le,71
Raz,Raz,20
",",",",p
Audierne,Audierne,20
",",",",p
Penmarch,Penmarch,20
",",",",p
le,le,71
Morbihan,Morbihan,20
",",",",p
enfin,enfin,60
toute,tout,75
cette,ce,74
pointe,pointe,22
célèbre,célébrer,17
du,de,81
du,le,71
pays,pays,21
breton,breton,30
/.,/.,P
cela,cela,52
me,je,51
prendra,prendre,15
bien,bien,60
/…,/…,P
après,après,81
un,un,71
silence,silence,21
plein,plein,30
de,de,81
calculs,calcul,21
fictifs,fictif,30
",",",",p
il,il,51
exagéra,exagérer,19
/.,/.,P
-,-,p
quinze,quinze,72
ou,ou,82
vingt,vingt,72
jours,jour,21
/.,/.,P
-,-,p
c',ce,52
est,être,17
beaucoup,beaucoup,60
",",",",p
reprit,reprendre,19
elle,il,51
en,en,81
riant,rire,13
/…,/…,P
moi,moi,51
",",",",p
si,si,83
j',je,51
ai,avoir,17
encore,encore,60
mal,mal,21
aux,à,81
aux,le,71
nerfs,nerf,21
comme,comme,83
cette,ce,74
nuit,nuit,22
",",",",p
j',je,51
y,y,52
retournerai,retourner,15
avant,avant,81
deux,deux,72
jours,jour,21
/.,/.,P
suffoqué,suffoqué,31
par,par,81
l',le,71
émotion,émotion,22
",",",",p
il,il,51
eut,avoir,19
envie,envie,22
de,de,81
crier,crier,14
:,:,p
“,“,p
merci,merci,21
/!,/!,P
il,il,51
se,se,51
contenta,contenter,19
de,de,81
baiser,baiser,14
",",",",p
d',de,81
un,un,71
baiser,baiser,21
d',de,81
amant,amant,21
",",",",p
la,le,71
main,main,22
qu',que,52
elle,il,51
lui,lui,51
tendait,tendre,18
pour,pour,81
la,le,71
dernière,dernier,30
fois,fois,22
/.,/.,P
et,et,82
",",",",p
après,après,81
mille,mille,72
compliments,compliment,21
",",",",p
remerciements,remerciement,21
et,et,82
affirmations,affirmation,22
de,de,81
sympathie,sympathie,22
échangés,échangé,31
avec,avec,81
les,le,71
Valsaci,Valsaci,20
et,et,82
monsieur,monsieur,21
de,de,81
Pradon,Pradon,20
un,un,71
peu,peu,60
rassuré,rassuré,31
par,par,81
l',le,71
annonce,annonce,22
de,de,81
ce,ce,74
voyage,voyage,21
",",",",p
il,il,51
monta,monter,19
dans,dans,81
sa,son,73
voiture,voiture,22
",",",",p
et,et,82
s',se,51
éloigna,éloigner,19
",",",",p
la,le,71
tête,tête,22
tournée,tourné,31
vers,vers,81
elle,il,51
/.,/.,P
il,il,51
rentra,rentrer,19
à,à,81
Paris,Paris,20
sans,sans,81
s',se,51
arrêter,arrêter,14
",",",",p
et,et,82
ne,ne,60
vit,voir,19
rien,rien,52
sur,sur,81
sa,son,73
route,route,22
/.,/.,P
durant,durant,81
toute,tout,75
la,le,71
nuit,nuit,22
",",",",p
encoigné,encoigné,31
dans,dans,81
son,son,73
wagon,wagon,21
",",",",p
les,le,71
yeux,oeil,21
mi-clos,mi-clos,30
",",",",p
les,le,71
bras,bras,21
croisés,croisé,31
",",",",p
l',le,71
âme,âme,22
plongée,plongé,31
dans,dans,81
un,un,71
souvenir,souvenir,21
",",",",p
il,il,51
n',ne,60
eut,avoir,19
d',de,81
autre,autre,75
pensée,pensée,22
que,que,83
celle,celui,52
de,de,81
son,son,73
rêve,rêve,21
réalisé,réalisé,31
/.,/.,P
dès,dès,81
qu',que,83
il,il,51
fut,être,19
chez,chez,81
lui,lui,51
",",",",p
dès,dès,81
sa,son,73
première,premier,72
minute,minute,22
d',de,81
arrêt,arrêt,21
",",",",p
dans,dans,81
le,le,71
silence,silence,21
de,de,81
la,le,71
bibliothèque,bibliothèque,22
où,où,60
il,il,51
se,se,51
tenait,tenir,18
d',de,81
ordinaire,ordinaire,21
",",",",p
où,où,60
il,il,51
travaillait,travailler,18
",",",",p
où,où,60
il,il,51
écrivait,écrire,18
",",",",p
où,où,60
il,il,51
se,se,51
sentait,sentir,18
presque,presque,60
toujours,toujours,60
calme,calme,30
dans,dans,81
le,le,71
voisinage,voisinage,21
amical,amical,30
de,de,81
ses,son,73
livres,livre,21
",",",",p
de,de,81
son,son,73
piano,piano,21
et,et,82
de,de,81
son,son,73
violon,violon,21
",",",",p
commença,commencer,19
en,en,81
lui,lui,51
ce,ce,74
supplice,supplice,21
continu,continu,30
de,de,81
l',le,71
impatience,impatience,22
qui,qui,52
agite,agiter,17
comme,comme,83
une,un,71
fièvre,fièvre,22
les,le,71
coeurs,coeur,21
insatiables,insatiable,30
/.,/.,P
surpris,surprendre,19
de,de,81
ne,ne,60
pouvoir,pouvoir,14
s',se,51
attacher,attacher,14
à,à,81
rien,rien,52
",",",",p
s',se,51
occuper,occuper,14
à,à,81
rien,rien,52
",",",",p
de,de,81
juger,juger,14
insuffisantes,insuffisant,30
",",",",p
non,non,60
seulement,seulement,60
à,à,81
absorber,absorber,14
sa,son,73
pensée,pensée,22
",",",",p
mais,mais,82
même,même,60
à,à,81
immobiliser,immobiliser,14
son,son,73
corps,corps,21
",",",",p
les,le,71
habitudes,habitude,22
ordinaires,ordinaire,30
dont,dont,52
il,il,51
distrayait,distraire,18
sa,son,73
vie,vie,22
intime,intime,30
",",",",p
la,le,71
lecture,lecture,22
et,et,82
la,le,71
musique,musique,22
",",",",p
il,il,51
se,se,51
demanda,demander,19
ce,ce,52
qu',que,52
il,il,51
allait,aller,18
faire,faire,14
pour,pour,81
apaiser,apaiser,14
ce,ce,74
trouble,trouble,30
nouveau,nouveau,21
/.,/.,P
un,un,71
besoin,besoin,21
de,de,81
sortir,sortir,14
",",",",p
de,de,81
marcher,marcher,14
",",",",p
de,de,81
remuer,remuer,14
semblait,sembler,18
entré,entré,31
en,en,81
lui,lui,51
",",",",p
physique,physique,30
et,et,82
inexplicable,inexplicable,30
",",",",p
cette,ce,74
crise,crise,22
d',de,81
agitation,agitation,22
inoculée,inoculé,31
au,à,81
au,le,71
corps,corps,21
par,par,81
la,le,71
pensée,pensée,22
",",",",p
et,et,82
qui,qui,52
est,être,17
simplement,simplement,60
une,un,71
instinctive,instinctif,30
et,et,82
inapaisable,inapaisable,30
envie,envier,17
de,de,81
chercher,chercher,14
et,et,82
de,de,81
retrouver,retrouver,14
quelqu'un,quelqu'un,52
/.,/.,P
il,il,51
mit,mettre,19
son,son,73
pardessus,pardessus,21
",",",",p
prit,prendre,19
son,son,73
chapeau,chapeau,21
",",",",p
ouvrit,ouvrir,19
sa,son,73
porte,porte,22
",",",",p
et,et,82
",",",",p
en,en,81
descendant,descendre,13
l',le,71
escalier,escalier,21
",",",",p
il,il,51
se,se,51
demandait,demander,18
:,:,p
“,“,p
où,où,60
vais,aller,17
je,je,51
/?,/?,P
alors,alors,60
une,un,71
idée,idée,22
à,à,81
laquelle,lequel,52
il,il,51
ne,ne,60
s',se,51
était,être,18
point,point,60
encore,encore,60
arrêté,arrêter,12
le,le,52
saisit,saisir,19
/.,/.,P
-,-,p
il,il,51
lui,lui,51
fallait,falloir,18
",",",",p
pour,pour,81
abriter,abriter,14
leurs,leur,73
rencontres,rencontre,22
",",",",p
un,un,71
logis,logis,21
secret,secret,30
",",",",p
discret,discret,30
et,et,82
joli,joli,30
/.,/.,P
il,il,51
chercha,chercher,19
",",",",p
il,il,51
marcha,marcher,19
",",",",p
parcourut,parcourir,19
des,de,81
des,le,71
avenues,avenue,22
après,après,81
des,de,81
des,le,71
rues,rue,22
",",",",p
des,de,81
des,le,71
boulevards,boulevard,21
après,après,81
les,le,71
avenues,avenue,22
",",",",p
examina,examiner,19
avec,avec,81
inquiétude,inquiétude,22
les,le,71
concierges,concierge,22
à,à,81
sourires,sourire,21
complaisants,complaisant,30
",",",",p
les,le,71
loueuses,loueuse,22
à,à,81
mines,mine,22
suspectes,suspect,30
",",",",p
les,le,71
appartements,appartement,21
à,à,81
étoffes,étoffe,22
douteuses,douteux,30
",",",",p
et,et,82
il,il,51
rentra,rentrer,19
le,le,71
soir,soir,21
",",",",p
découragé,découragé,31
/.,/.,P
dès,dès,81
neuf,neuf,72
heures,heure,22
le,le,71
lendemain,lendemain,21
",",",",p
il,il,51
se,se,51
remettait,remettre,18
en,en,81
quête,quête,22
",",",",p
et,et,82
il,il,51
finit,finir,19
par,par,81
découvrir,découvrir,14
",",",",p
à,à,81
la,le,71
nuit,nuit,22
tombante,tombant,30
",",",",p
dans,dans,81
une,un,71
ruelle,ruelle,22
d',de,81
Auteuil,Auteuil,20
",",",",p
au,à,81
au,le,71
fond,fond,21
d',de,81
un,un,71
jardin,jardin,21
ayant,avoir,13
trois,trois,72
issues,issue,22
",",",",p
un,un,71
pavillon,pavillon,21
solitaire,solitaire,30
qu',que,52
un,un,71
tapissier,tapissier,21
du,de,81
du,le,71
voisinage,voisinage,21
promit,promettre,19
de,de,81
garnir,garnir,14
en,en,81
deux,deux,72
jours,jour,21
/.,/.,P
il,il,51
choisit,choisir,17
les,le,71
étoffes,étoffe,22
",",",",p
voulut,vouloir,19
des,de,81
des,le,71
meubles,meuble,21
très,très,60
simples,simple,30
",",",",p
en,en,81
bois,bois,21
de,de,81
pin,pin,21
verni,verni,31
",",",",p
et,et,82
des,de,81
des,le,71
tapis,tapis,21
fort,fort,60
épais,épais,30
/.,/.,P
ce,ce,74
jardin,jardin,21
était,être,18
sous,sous,81
la,le,71
garde,garde,22
d',de,81
un,un,71
boulanger,boulanger,21
qui,qui,52
habitait,habiter,18
près,près,81
d',de,81
une,un,52
des,de,81
des,le,71
portes,porte,22
/.,/.,P
un,un,71
arrangement,arrangement,21
fut,être,19
conclu,conclure,12
avec,avec,81
la,le,71
femme,femme,22
de,de,81
ce,ce,74
commerçant,commerçant,21
pour,pour,81
tous,tout,75
les,le,71
soins,soin,21
à,à,81
donner,donner,14
au,à,81
au,le,71
logis,logis,21
/.,/.,P
un,un,71
horticulteur,horticulteur,21
du,de,81
du,le,71
quartier,quartier,21
s',se,51
engagea,engager,19
aussi,aussi,60
à,à,81
emplir,emplir,14
de,de,81
fleurs,fleur,22
les,le,71
plates-bandes,plate-bande,22
/.,/.,P
toutes,tout,75
les,le,71
dispositions,disposition,22
à,à,81
prendre,prendre,14
le,le,52
retinrent,retenir,19
jusqu',jusque,81
à,à,81
huit,huit,72
heures,heure,22
",",",",p
et,et,82
",",",",p
quand,quand,83
il,il,51
rentra,rentrer,19
chez,chez,81
lui,lui,51
",",",",p
harassé,harassé,31
de,de,81
fatigue,fatigue,22
",",",",p
il,il,51
vit,vivre,17
avec,avec,81
un,un,71
battement,battement,21
de,de,81
coeur,coeur,21
",",",",p
une,un,71
dépêche,dépêche,22
sur,sur,81
son,son,73
bureau,bureau,21
/.,/.,P
l',le,52
ayant,avoir,13
ouverte,ouvrir,12
:,:,p
je,je,51
serai,être,16
chez,chez,81
moi,moi,51
demain,demain,60
soir,soir,21
",",",",p
disait,dire,18
elle,il,51
/.,/.,P
recevrez,recevoir,15
instructions,instruction,22
/.,/.,P
Miche,Miche,20
il,il,51
ne,ne,60
lui,lui,51
avait,avoir,18
pas,pas,60
encore,encore,60
écrit,écrire,12
",",",",p
par,par,81
crainte,crainte,22
que,que,52
sa,son,73
lettre,lettre,22
s',se,51
égarât,égarer,18
",",",",p
puisqu',puisque,83
elle,il,51
devait,devoir,18
quitter,quitter,14
Avranches,Avranches,20
/.,/.,P
aussitôt,aussitôt,60
qu',que,83
il,il,51
eût,avoir,19
dîner,dîner,14
",",",",p
il,il,51
s',se,51
assit,asseoir,19
à,à,81
sa,son,73
table,table,22
pour,pour,81
lui,lui,51
exprimer,exprimer,14
ce,ce,52
qu',que,52
il,il,51
sentait,sentir,18
en,en,81
son,son,73
âme,âme,22
/.,/.,P
ce,ce,52
fut,être,19
long,long,30
et,et,82
difficile,difficile,30
",",",",p
car,car,82
toutes,tout,75
les,le,71
expressions,expression,22
",",",",p
les,le,71
phrases,phrase,22
et,et,82
les,le,71
idées,idée,22
elles-mêmes,eux-mêmes,51
lui,lui,51
semblaient,sembler,18
faibles,faible,30
",",",",p
médiocres,médiocre,30
",",",",p
ridicules,ridicule,30
",",",",p
pour,pour,81
préciser,préciser,14
une,un,71
si,si,60
délicate,délicat,30
et,et,82
si,si,60
passionnée,passionné,31
action,action,22
de,de,81
grâces,grâce,22
/.,/.,P
la,le,71
lettre,lettre,22
qu',que,52
il,il,51
reçut,recevoir,19
d',de,81
elle,il,51
à,à,81
son,son,73
réveil,réveil,21
lui,lui,51
confirmait,confirmer,18
le,le,71
retour,retour,21
pour,pour,81
le,le,71
soir,soir,21
même,même,30
",",",",p
et,et,82
le,le,52
priait,prier,18
de,de,81
ne,ne,60
se,se,51
montrer,montrer,14
à,à,81
personne,personne,52
avant,avant,81
quelques,quelque,75
jours,jour,21
",",",",p
afin,afin,81
qu',que,83
on,on,51
crût,croire,18
bien,bien,60
à,à,81
son,son,73
voyage,voyage,21
/.,/.,P
elle,il,51
l',le,52
invitait,inviter,18
aussi,aussi,60
à,à,81
se,se,51
promener,promener,14
le,le,71
lendemain,lendemain,21
",",",",p
vers,vers,81
dix,dix,72
heures,heure,22
du,de,81
du,le,71
matin,matin,21
",",",",p
sur,sur,81
la,le,71
terrasse,terrasse,22
du,de,81
du,le,71
jardin,jardin,21
des,de,81
des,le,71
Tuileries,Tuileries,20
qui,qui,52
domine,dominer,17
la,le,71
Seine,Seine,20
il,il,51
y,y,52
fut,être,19
une,un,71
heure,heure,22
trop,trop,60
tôt,tôt,60
",",",",p
et,et,82
il,il,51
erra,errer,19
dans,dans,81
le,le,71
grand,grand,30
jardin,jardin,21
",",",",p
que,que,52
traversaient,traverser,18
seulement,seulement,60
des,de,81
des,le,71
passants,passant,21
matineux,matineux,30
",",",",p
des,de,81
des,le,71
bureaucrates,bureaucrate,21
en,en,81
retard,retard,21
allant,allant,30
aux,à,81
aux,le,71
ministères,ministère,21
de,de,81
la,le,71
rive,rive,22
gauche,gauche,30
",",",",p
des,de,81
des,le,71
employés,employé,21
",",",",p
des,de,81
des,le,71
laborieux,laborieux,30
de,de,81
toute,tout,75
race,race,22
/.,/.,P
il,il,51
savourait,savourer,18
un,un,71
/.,/.,P
