12060
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-et-onzième extrait>,<>,<>
choses,chose,22
",",",",p
n',ne,60
arrivait,arriver,18
pas,pas,60
à,à,81
comprendre,comprendre,14
un,un,71
tel,tel,75
éclat,éclat,21
de,de,81
jalousie,jalousie,22
",",",",p
pour,pour,81
des,de,81
des,le,71
fautes,faute,22
anciennes,ancien,30
",",",",p
dont,dont,52
elle,il,51
se,se,51
repentait,repentir,18
;,;,p
et,et,82
",",",",p
sans,sans,81
vice,vice,21
",",",",p
la,le,71
chair,chair,22
mal,mal,60
éveillée,éveillé,31
encore,encore,60
",",",",p
dans,dans,81
sa,son,73
demi-inconscience,demi-inconscience,22
de,de,81
fille,fille,22
douce,doux,30
",",",",p
chaste,chaste,30
malgré,malgré,81
tout,tout,52
",",",",p
elle,il,51
regardait,regarder,18
son,son,73
mari,mari,21
",",",",p
aller,aller,14
",",",",p
venir,venir,14
",",",",p
tourner,tourner,14
furieusement,furieusement,60
",",",",p
comme,comme,83
elle,il,51
aurait,avoir,16
regardé,regarder,12
un,un,71
loup,loup,21
",",",",p
un,un,71
être,être,21
d',de,81
une,un,71
autre,autre,75
espèce,espèce,22
",",",",p
qu',que,52
avait,avoir,18
il,il,51
donc,donc,82
en,en,81
lui,lui,51
/?,/?,P
il,il,51
y,y,52
en,en,52
avait,avoir,18
tant,tant,60
sans,sans,81
colère,colère,22
/!,/!,P
ce,ce,52
qui,qui,52
l',le,52
épouvantait,épouvanter,18
",",",",p
c',ce,52
était,être,18
de,de,81
sentir,sentir,14
l',le,71
animal,animal,21
",",",",p
soupçonné,soupçonné,31
par,par,81
elle,il,51
depuis,depuis,81
trois,trois,72
ans,an,21
",",",",p
à,à,81
des,de,81
des,le,71
grognements,grognement,21
sourds,sourd,30
",",",",p
aujourd'hui,aujourd'hui,60
déchaîné,déchaîné,31
",",",",p
enragé,enragé,31
",",",",p
prêt,prêt,30
à,à,81
mordre,mordre,14
/.,/.,P
que,que,52
lui,lui,51
dire,dire,14
",",",",p
pour,pour,81
empêcher,empêcher,14
un,un,71
malheur,malheur,21
/?,/?,P
à,à,81
chaque,chaque,75
retour,retour,21
",",",",p
il,il,51
se,se,51
retrouvait,retrouver,18
près,près,81
du,de,81
du,le,71
lit,lit,21
",",",",p
devant,devant,81
elle,il,51
/.,/.,P
et,et,82
elle,il,51
l',le,52
attendait,attendre,18
au,à,81
au,le,71
passage,passage,21
",",",",p
elle,il,51
osa,oser,19
lui,lui,51
parler,parler,14
/.,/.,P
mon,mon,73
ami,ami,21
",",",",p
écoute,écouter,17
/…,/…,P
mais,mais,82
il,il,51
ne,ne,60
l',le,52
entendait,entendre,18
pas,pas,60
",",",",p
il,il,51
repartait,repartir,18
à,à,81
l',le,71
autre,autre,75
bout,bout,21
de,de,81
la,le,71
pièce,pièce,22
",",",",p
ainsi,ainsi,60
qu',que,83
une,un,71
paille,paille,22
battue,battu,31
d',de,81
un,un,71
orage,orage,21
/.,/.,P
qu',que,52
est,être,17
ce,ce,52
que,que,52
je,je,51
vais,aller,17
faire,faire,14
?,?,p
/?,/?,P
qu',que,52
est,être,17
ce,ce,52
que,que,52
je,je,51
vais,aller,17
faire,faire,14
/?,/?,P
enfin,enfin,60
elle,il,51
lui,lui,51
saisit,saisir,19
le,le,71
poignet,poignet,21
",",",",p
elle,il,51
le,le,52
retint,retenir,19
une,un,71
minute,minute,22
/.,/.,P
mon,mon,73
ami,ami,21
",",",",p
voyons,voir,17
",",",",p
puisque,puisque,83
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
ai,avoir,17
refusé,refuser,12
d',de,81
y,y,52
aller,aller,14
/…,/…,P
je,je,51
n',ne,60
y,y,52
serais,être,16
jamais,jamais,60
plus,plus,60
allée,aller,12
",",",",p
jamais,jamais,60
!,!,p
jamais,jamais,60
/!,/!,P
c',ce,52
est,être,17
toi,toi,51
que,que,52
j',je,51
aime,aimer,17
/.,/.,P
et,et,82
elle,il,51
se,se,51
faisait,faire,18
caressante,caressant,30
",",",",p
l',le,52
attirant,attirer,13
",",",",p
levant,lever,13
ses,son,73
lèvres,lèvre,22
pour,pour,81
qu',que,83
il,il,51
les,le,52
baisât,baiser,18
/.,/.,P
mais,mais,82
",",",",p
tombé,tombé,31
près,près,81
d',de,81
elle,il,51
",",",",p
il,il,51
la,le,52
repoussa,repousser,19
",",",",p
dans,dans,81
un,un,71
mouvement,mouvement,21
d',de,81
horreur,horreur,22
/.,/.,P
ah,ah,93
!,!,p
garce,garce,22
",",",",p
tu,tu,51
voudrais,vouloir,16
maintenant,maintenant,60
/…,/…,P
tout,tout,60
à,à,81
l',le,71
heure,heure,22
",",",",p
tu,tu,51
n',ne,60
as,avoir,17
pas,pas,60
voulu,vouloir,12
",",",",p
tu,tu,51
n',ne,60
avais,avoir,18
pas,pas,60
envie,envie,22
de,de,81
moi,moi,51
/…,/…,P
et,et,82
",",",",p
maintenant,maintenant,60
",",",",p
tu,tu,51
voudrais,vouloir,16
",",",",p
pour,pour,81
me,je,51
reprendre,reprendre,14
",",",",p
hein,hein,93
?,?,p
/?,/?,P
lorsqu',lorsque,83
on,on,51
tient,tenir,17
un,un,71
homme,homme,21
par là,par-là,60
",",",",p
on,on,51
le,le,52
tient,tenir,17
solidement,solidement,60
/…,/…,P
mais,mais,82
ça,ça,52
me,je,51
brûlerait,brûler,16
",",",",p
d',de,81
aller,aller,14
avec,avec,81
toi,toi,51
",",",",p
oui,oui,60
!,!,p
je,je,51
sens,sentir,17
bien,bien,60
que,que,83
ça,ça,52
me,je,51
brûlerait,brûler,16
le,le,71
sang,sang,21
d',de,81
un,un,71
poison,poison,21
/.,/.,P
il,il,51
frissonnait,frissonner,18
/.,/.,P
l',le,71
idée,idée,22
de,de,81
la,le,52
posséder,posséder,14
",",",",p
cette,ce,74
image,image,22
de,de,81
leurs,leur,73
deux,deux,72
corps,corps,21
s',se,51
abattant,abattre,13
sur,sur,81
le,le,71
lit,lit,21
",",",",p
venait,venir,18
de,de,81
le,le,52
traverser,traverser,14
d',de,81
une,un,71
flamme,flamme,22
/.,/.,P
et,et,82
",",",",p
dans,dans,81
la,le,71
nuit,nuit,22
trouble,trouble,30
de,de,81
sa,son,73
chair,chair,22
",",",",p
au,à,81
au,le,71
fond,fond,21
de,de,81
son,son,73
désir,désir,21
souillé,souillé,31
qui,qui,52
saignait,saigner,18
",",",",p
brusquement,brusquement,60
se,se,51
dressa,dresser,19
la,le,71
nécessité,nécessité,22
de,de,81
la,le,71
mort,mort,22
/.,/.,P
pour,pour,81
que,que,83
je,je,51
ne,ne,60
crève,crever,17
pas,pas,60
d',de,81
aller,aller,14
encore,encore,60
avec,avec,81
toi,toi,51
",",",",p
vois,voir,17
tu,tu,51
",",",",p
il,il,51
faut,falloir,17
avant,avant,81
ça,ça,52
que,que,52
je,je,51
crève,crever,17
l',le,71
autre,autre,52
/…,/…,P
il,il,51
faut,falloir,17
que,que,83
je,je,51
le,le,52
crève,crever,17
",",",",p
que,que,83
je,je,51
le,le,52
crève,crever,17
/!,/!,P
sa,son,73
voix,voix,22
montait,monter,18
",",",",p
il,il,51
répéta,répéter,19
le,le,71
mot,mot,21
",",",",p
debout,debout,60
",",",",p
grandi,grandi,31
",",",",p
comme,comme,83
si,si,83
ce,ce,74
mot,mot,21
",",",",p
en,en,81
lui,lui,51
apportant,apporter,13
une,un,71
résolution,résolution,22
",",",",p
l',le,52
avait,avoir,18
calmé,calmer,12
/.,/.,P
il,il,51
ne,ne,60
parla,parler,19
plus,plus,60
",",",",p
il,il,51
marcha,marcher,19
lentement,lentement,60
jusqu',jusque,81
à,à,81
la,le,71
table,table,22
",",",",p
y,y,52
regarda,regarder,19
le,le,71
couteau,couteau,21
",",",",p
dont,dont,52
la,le,71
lame,lame,22
",",",",p
grande,grand,30
ouverte,ouvert,31
",",",",p
luisait,luire,18
/.,/.,P
d',de,81
un,un,71
geste,geste,21
machinal,machinal,30
",",",",p
il,il,51
le,le,52
ferma,fermer,19
",",",",p
le,le,52
mit,mettre,19
dans,dans,81
sa,son,73
poche,poche,22
/.,/.,P
et,et,82
",",",",p
les,le,71
mains,main,22
ballantes,ballant,30
",",",",p
les,le,71
regards,regard,21
au,à,81
au,le,71
loin,loin,60
",",",",p
il,il,51
restait,rester,18
à,à,81
la,le,71
même,même,75
place,place,22
",",",",p
il,il,51
songeait,songer,18
/.,/.,P
des,de,81
des,le,71
obstacles,obstacle,21
coupaient,couper,18
son,son,73
front,front,21
de,de,81
deux,deux,72
grandes,grand,30
rides,ride,22
/.,/.,P
pour,pour,81
trouver,trouver,14
",",",",p
il,il,51
retourna,retourner,19
ouvrir,ouvrir,14
la,le,71
fenêtre,fenêtre,22
",",",",p
il,il,51
s',se,51
y,y,52
planta,planter,19
",",",",p
le,le,71
visage,visage,21
dans,dans,81
le,le,71
petit,petit,30
air,air,21
froid,froid,30
du,de,81
du,le,71
crépuscule,crépuscule,21
/.,/.,P
derrière,derrière,81
lui,lui,51
",",",",p
sa,son,73
femme,femme,22
s',se,51
était,être,18
levée,lever,12
",",",",p
reprise,reprendre,12
de,de,81
peur,peur,22
;,;,p
et,et,82
",",",",p
n',ne,60
osant,oser,13
le,le,52
questionner,questionner,14
",",",",p
tâchant,tâcher,13
de,de,81
deviner,deviner,14
ce,ce,52
qui,qui,52
se,se,51
passait,passer,18
au,à,81
au,le,71
fond,fond,21
de,de,81
ce,ce,74
crâne,crâne,21
dur,dur,30
",",",",p
elle,il,51
attendait,attendre,18
",",",",p
debout,debout,60
elle,il,51
aussi,aussi,60
",",",",p
en,en,81
face,face,22
du,de,81
du,le,71
large,large,30
ciel,ciel,21
/.,/.,P
sous,sous,81
la,le,71
nuit,nuit,22
commençante,commençant,30
",",",",p
les,le,71
maisons,maison,22
lointaines,lointain,30
se,se,51
découpaient,découper,18
en,en,81
noir,noir,21
",",",",p
le,le,71
vaste,vaste,30
champ,champ,21
de,de,81
la,le,71
gare,gare,22
s',se,51
emplissait,emplir,18
d',de,81
une,un,71
brume,brume,22
violâtre,violâtre,30
/.,/.,P
du,de,81
du,le,71
côté,côté,21
des,de,81
des,le,71
Batignolles,Batignolles,20
surtout,surtout,60
",",",",p
la,le,71
tranchée,tranchée,22
profonde,profond,30
était,être,18
comme,comme,83
noyée,noyer,12
d',de,81
une,un,71
cendre,cendre,22
où,où,60
commençaient,commencer,18
à,à,81
s',se,51
effacer,effacer,14
les,le,71
charpentes,charpente,22
du,de,81
du,le,71
pont,pont,21
de,de,81
l',le,71
Europe,Europe,20
/.,/.,P
vers,vers,81
Paris,Paris,20
",",",",p
un,un,71
dernier,dernier,30
reflet,reflet,21
de,de,81
jour,jour,21
pâlissait,pâlir,18
les,le,71
vitres,vitre,22
des,de,81
des,le,71
grandes,grand,30
halles,halle,22
couvertes,couvert,31
",",",",p
tandis que,tandis que,83
",",",",p
dessous,dessous,60
",",",",p
les,le,71
ténèbres,ténèbre,22
amassées,amassé,31
pleuvaient,pleuvoir,18
/.,/.,P
des,de,81
des,le,71
étincelles,étincelle,22
brillèrent,briller,19
",",",",p
on,on,51
allumait,allumer,18
les,le,71
becs,bec,21
de,de,81
gaz,gaz,21
",",",",p
le,le,71
long,long,21
des,de,81
des,le,71
quais,quai,21
/.,/.,P
une,un,71
grosse,gros,30
clarté,clarté,22
blanche,blanc,30
était,être,18
là,là,60
",",",",p
la,le,71
lanterne,lanterne,22
de,de,81
la,le,71
machine,machine,22
du,de,81
du,le,71
train,train,21
de,de,81
Dieppe,Dieppe,20
",",",",p
bondé,bondé,31
de,de,81
voyageurs,voyageur,21
",",",",p
les,le,71
portières,portière,22
déjà,déjà,60
closes,clos,31
",",",",p
et,et,82
qui,qui,52
attendait,attendre,18
pour,pour,81
partir,partir,14
l',le,71
ordre,ordre,21
du,de,81
du,le,71
sous-chef,sous-chef,21
de,de,81
service,service,21
/.,/.,P
des,de,81
des,le,71
embarras,embarras,21
s',se,51
étaient,être,18
produits,produire,12
",",",",p
le,le,71
signal,signal,21
rouge,rouge,30
de,de,81
l',le,71
aiguilleur,aiguilleur,21
fermait,fermer,18
la,le,71
voie,voie,22
",",",",p
pendant,pendant,81
qu',que,83
une,un,71
petite,petit,30
machine,machine,22
venait,venir,18
reprendre,reprendre,14
des,de,81
des,le,71
voitures,voiture,22
",",",",p
qu',que,52
une,un,71
manoeuvre,manoeuvre,22
mal,mal,60
exécutée,exécuté,31
avait,avoir,18
laissées,laisser,12
en,en,81
route,route,22
/.,/.,P
sans,sans,81
cesse,cesse,22
",",",",p
des,de,81
des,le,71
trains,train,21
filaient,filer,18
dans,dans,81
l',le,71
ombre,ombre,22
croissante,croissant,30
",",",",p
parmi,parmi,81
l',le,71
inextricable,inextricable,30
lacis,lacis,21
des,de,81
des,le,71
rails,rail,21
",",",",p
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
files,file,22
de,de,81
wagons,wagon,21
immobiles,immobile,30
",",",",p
stationnant,stationner,13
sur,sur,81
les,le,71
voies,voie,22
d',de,81
attente,attente,22
/.,/.,P
il,il,51
en,en,52
partit,partir,19
un,un,52
pour,pour,81
Argenteuil,Argenteuil,20
",",",",p
un,un,71
autre,autre,52
pour,pour,81
Saint-Germain,Saint-Germain,20
;,;,p
il,il,51
en,en,52
arriva,arriver,19
un,un,52
de,de,81
Cherbourg,Cherbourg,20
",",",",p
très,très,60
long,long,30
/.,/.,P
les,le,71
signaux,signal,21
se,se,51
multipliaient,multiplier,18
",",",",p
les,le,71
coups,coup,21
de,de,81
sifflet,sifflet,21
",",",",p
les,le,71
sons,son,21
de,de,81
trompe,trompe,22
;,;,p
de,de,81
toutes,tout,75
parts,part,22
",",",",p
un,un,52
à,à,81
un,un,52
",",",",p
apparaissaient,apparaître,18
des,de,81
des,le,71
feux,feu,21
",",",",p
rouges,rouge,30
",",",",p
verts,vert,30
",",",",p
jaunes,jaune,30
",",",",p
blancs,blanc,30
;,;,p
c',ce,52
était,être,18
une,un,71
confusion,confusion,22
",",",",p
à,à,81
cette,ce,74
heure,heure,22
trouble,trouble,30
de,de,81
l',le,52
entre,entre,81
chien,chien,21
et,et,82
loup,loup,21
",",",",p
et,et,82
il,il,51
semblait,sembler,18
que,que,83
tout,tout,52
allait,aller,18
se,se,51
briser,briser,14
",",",",p
et,et,82
tout,tout,52
passait,passer,18
",",",",p
se,se,51
frôlait,frôler,18
",",",",p
se,se,51
dégageait,dégager,18
",",",",p
du,de,81
du,le,71
même,même,75
mouvement,mouvement,21
doux,doux,30
et,et,82
rampant,rampant,30
",",",",p
vague,vague,30
au,à,81
au,le,71
fond,fond,21
du,de,81
du,le,71
crépuscule,crépuscule,21
/.,/.,P
mais,mais,82
le,le,71
feu,feu,21
rouge,rouge,30
de,de,81
l',le,71
aiguilleur,aiguilleur,21
s',se,51
effaça,effacer,19
",",",",p
le,le,71
train,train,21
de,de,81
Dieppe,Dieppe,20
siffla,siffler,19
",",",",p
se,se,51
mit,mettre,19
en,en,81
marche,marche,22
/.,/.,P
du,de,81
du,le,71
ciel,ciel,21
pâle,pâle,30
",",",",p
commençaient,commencer,18
à,à,81
voler,voler,14
de,de,81
rares,rare,30
gouttes,goutte,22
de,de,81
pluie,pluie,22
/.,/.,P
la,le,71
nuit,nuit,22
allait,aller,18
être,être,14
très,très,60
humide,humide,30
/.,/.,P
quand,quand,83
Roubaud,Roubaud,20
se,se,51
retourna,retourner,19
",",",",p
il,il,51
avait,avoir,18
la,le,71
face,face,22
épaisse,épais,30
et,et,82
têtue,têtu,30
",",",",p
comme,comme,83
envahie,envahi,31
d',de,81
ombre,ombre,22
par,par,81
cette,ce,74
nuit,nuit,22
qui,qui,52
tombait,tomber,18
/.,/.,P
il,il,51
était,être,18
décidé,décider,12
",",",",p
son,son,73
plan,plan,21
était,être,18
fait,faire,12
",",",",p
dans,dans,81
le,le,71
jour,jour,21
mourant,mourant,30
",",",",p
il,il,51
regarda,regarder,19
l',le,71
heure,heure,22
au,à,81
au,le,71
coucou,coucou,21
",",",",p
il,il,51
dit,dire,19
tout,tout,60
haut,haut,60
:,:,p
cinq,cinq,72
heures,heure,22
vingt,vingt,72
/.,/.,P
et,et,82
il,il,51
s',se,51
étonnait,étonner,18
:,:,p
une,un,71
heure,heure,22
",",",",p
une,un,71
heure,heure,22
à,à,81
peine,peine,22
",",",",p
pour,pour,81
tant,tant,60
de,de,81
choses,chose,22
/!,/!,P
il,il,51
aurait,avoir,16
cru,croire,12
que,que,83
tous,tout,75
deux,deux,72
se,se,51
dévoraient,dévorer,18
là,là,60
depuis,depuis,81
des,de,81
des,le,71
semaines,semaine,22
/.,/.,P
cinq,cinq,72
heures,heure,22
vingt,vingt,72
",",",",p
nous,nous,51
avons,avoir,17
le,le,71
temps,temps,21
/.,/.,P
Séverine,Séverine,20
",",",",p
qui,qui,52
n',ne,60
osait,oser,18
l',le,52
interroger,interroger,14
",",",",p
le,le,52
suivait,suivre,18
toujours,toujours,60
de,de,81
ses,son,73
regards,regard,21
anxieux,anxieux,30
/.,/.,P
elle,il,51
le,le,52
vit,voir,19
fureter,fureter,14
dans,dans,81
l',le,71
armoire,armoire,22
",",",",p
en,en,52
tirer,tirer,14
du,de,81
du,le,71
papier,papier,21
",",",",p
une,un,71
petite,petit,30
bouteille,bouteille,22
d',de,81
encre,encre,22
",",",",p
une,un,71
plume,plume,22
/.,/.,P
tiens,tenir,17
!,!,p
tu,tu,51
vas,aller,17
écrire,écrire,14
/.,/.,P
-,-,p
à,à,81
qui,qui,52
donc,donc,82
/?,/?,P
-,-,p
à,à,81
lui,lui,51
/…,/…,P
assieds,asseoir,17
toi,toi,51
/.,/.,P
et,et,82
",",",",p
comme,comme,83
elle,il,51
s',se,51
écartait,écarter,18
instinctivement,instinctivement,60
de,de,81
la,le,71
chaise,chaise,22
",",",",p
sans,sans,81
savoir,savoir,14
encore,encore,60
ce,ce,52
qu',que,52
il,il,51
allait,aller,18
exiger,exiger,14
",",",",p
il,il,51
la,le,52
ramena,ramener,19
",",",",p
l',le,52
assit,asseoir,19
devant,devant,81
la,le,71
table,table,22
",",",",p
d',de,81
une,un,71
telle,tel,75
pesée,pesée,22
",",",",p
qu',que,83
elle,il,51
y,y,52
resta,rester,19
/.,/.,P
écris,écrire,17
/…,/…,P
partez,partir,17
ce,ce,74
soir,soir,21
par,par,81
l',le,71
express,express,21
de,de,81
six,six,72
heures,heure,22
trente,trente,72
et,et,82
ne,ne,60
vous,vous,51
montrez,montrer,17
qu',que,83
à,à,81
Rouen,Rouen,20
/.,/.,P
elle,il,51
tenait,tenir,18
la,le,71
plume,plume,22
",",",",p
mais,mais,82
sa,son,73
main,main,22
tremblait,trembler,18
",",",",p
sa,son,73
peur,peur,22
s',se,51
augmentait,augmenter,18
de,de,81
tout,tout,75
l',le,71
inconnu,inconnu,21
",",",",p
que,que,52
creusaient,creuser,18
devant,devant,81
elle,il,51
ces,ce,74
deux,deux,72
simples,simple,30
lignes,ligne,22
/.,/.,P
aussi,aussi,60
s',se,51
enhardit,enhardir,19
elle,il,51
jusqu',jusque,81
à,à,81
lever,lever,14
la,le,71
tête,tête,22
suppliante,suppliant,30
/.,/.,P
mon,mon,73
ami,ami,21
",",",",p
que,que,52
vas,aller,17
tu,tu,51
faire,faire,14
?,?,p
/?,/?,P
je,je,51
t',tu,51
en,en,52
prie,prier,17
",",",",p
explique,expliquer,17
moi,moi,51
/…,/…,P
il,il,51
répéta,répéter,19
",",",",p
de,de,81
sa,son,73
voix,voix,22
haute,haut,30
",",",",p
inexorable,inexorable,30
:,:,p
écris,écrire,17
",",",",p
écris,écrire,17
/.,/.,P
puis,puis,60
",",",",p
les,le,71
yeux,oeil,21
dans,dans,81
les,le,71
siens,sien,52
",",",",p
sans,sans,81
colère,colère,22
",",",",p
sans,sans,81
gros,gros,30
mots,mot,21
",",",",p
mais,mais,82
avec,avec,81
une,un,71
obstination,obstination,22
dont,dont,52
elle,il,51
sentait,sentir,18
le,le,71
poids,poids,21
l',le,52
écraser,écraser,14
",",",",p
l',le,52
anéantir,anéantir,14
:,:,p
ce,ce,52
que,que,52
je,je,51
vais,aller,17
faire,faire,14
",",",",p
tu,tu,51
le,le,52
verras,voir,15
bien,bien,60
/…,/…,P
et,et,82
",",",",p
entends,entendre,17
/.,/.,P
