11956
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingtième extrait>,<>,<>
et,et,82
ce,ce,52
n',ne,60
était,être,18
point,point,60
parce qu',parce que,83
elle,il,51
résistait,résister,18
",",",",p
non,non,60
/!,/!,P
c',ce,52
était,être,18
pour,pour,81
le,le,71
plaisir,plaisir,21
",",",",p
parce qu',parce que,83
il,il,51
en,en,52
avait,avoir,18
une,un,71
envie,envie,22
",",",",p
une,un,71
envie,envie,22
telle,tel,75
",",",",p
que,que,83
",",",",p
s',si,83
il,il,51
ne,ne,60
s',se,51
était,être,18
pas,pas,60
cramponné,cramponner,12
aux,à,81
aux,le,71
herbes,herbe,22
",",",",p
il,il,51
serait,être,16
retourné,retourner,12
là-bas,là-bas,60
",",",",p
en,en,81
galopant,galoper,13
",",",",p
pour,pour,81
l',le,52
égorger,égorger,14
/.,/.,P
elle,il,51
",",",",p
mon,mon,73
dieu,dieu,21
/!,/!,P
cette,ce,74
Flore,Flore,20
qu',que,52
il,il,51
avait,avoir,18
vue,voir,12
grandir,grandir,14
",",",",p
cette,ce,74
enfant,enfant,21
sauvage,sauvage,30
dont,dont,52
il,il,51
venait,venir,18
de,de,81
se,se,51
sentir,sentir,14
aimé,aimé,31
si,si,60
profondément,profondément,60
/.,/.,P
ses,son,73
doigts,doigt,21
tordus,tordu,31
entrèrent,entrer,19
dans,dans,81
la,le,71
terre,terre,22
",",",",p
ses,son,73
sanglots,sanglot,21
lui,lui,51
déchirèrent,déchirer,19
la,le,71
gorge,gorge,22
",",",",p
dans,dans,81
un,un,71
râle,râle,21
d',de,81
effroyable,effroyable,30
désespoir,désespoir,21
/.,/.,P
pourtant,pourtant,60
",",",",p
il,il,51
s',se,51
efforçait,efforcer,18
de,de,81
se,se,51
calmer,calmer,14
",",",",p
il,il,51
aurait,avoir,16
voulu,vouloir,12
comprendre,comprendre,14
/.,/.,P
que,que,52
avait,avoir,18
il,il,51
donc,donc,82
de,de,81
différent,différent,30
",",",",p
lorsqu',lorsque,83
il,il,51
se,se,51
comparait,comparer,18
aux,à,81
aux,le,71
autres,autre,52
/?,/?,P
là-bas,là-bas,60
",",",",p
à,à,81
Plassans,Plassans,20
",",",",p
dans,dans,81
sa,son,73
jeunesse,jeunesse,22
",",",",p
souvent,souvent,60
déjà,déjà,60
il,il,51
s',se,51
était,être,18
questionné,questionner,12
/.,/.,P
sa,son,73
mère,mère,22
Gervaise,Gervaise,20
",",",",p
il,il,51
est,être,17
vrai,vrai,30
",",",",p
l',le,52
avait,avoir,18
eu,avoir,12
très,très,60
jeune,jeune,30
",",",",p
à,à,81
quinze,quinze,72
ans,an,21
et,et,82
demi,demi,30
;,;,p
mais,mais,82
il,il,51
n',ne,60
arrivait,arriver,18
que,que,83
le,le,71
second,second,72
",",",",p
elle,il,51
entrait,entrer,18
à,à,81
peine,peine,22
dans,dans,81
sa,son,73
quatorzième,quatorzième,72
année,année,22
",",",",p
lorsqu',lorsque,83
elle,il,51
était,être,18
accouchée,accoucher,12
du,de,81
du,le,71
premier,premier,72
",",",",p
Claude,Claude,20
;,;,p
et,et,82
aucun,aucun,52
de,de,81
ses,son,73
deux,deux,72
frères,frère,21
",",",",p
ni,ni,82
Claude,Claude,20
",",",",p
ni,ni,82
étienne,étenir,17
",",",",p
né,né,31
plus,plus,60
tard,tard,60
",",",",p
ne,ne,60
semblait,sembler,18
souffrir,souffrir,14
d',de,81
une,un,71
mère,mère,22
si,si,83
enfant,enfant,21
et,et,82
d',de,81
un,un,71
père,père,21
gamin,gamin,30
comme,comme,83
elle,il,51
",",",",p
ce,ce,74
beau,beau,30
Lantier,Lantier,20
",",",",p
dont,dont,52
le,le,71
mauvais,mauvais,30
coeur,coeur,21
devait,devoir,18
coûter,coûter,14
à,à,81
Gervaise,Gervaise,20
tant,tant,60
de,de,81
larmes,larme,22
/.,/.,P
peut-être,peut-être,60
aussi,aussi,60
ses,son,73
frères,frère,21
avaient,avoir,18
ils,ils,51
chacun,chacun,52
son,son,73
mal,mal,21
",",",",p
qu',que,52
ils,ils,51
n',ne,60
avouaient,avouer,18
pas,pas,60
",",",",p
l',le,71
aîné,aîné,21
surtout,surtout,60
qui,qui,52
se,se,51
dévorait,dévorer,18
à,à,81
vouloir,vouloir,14
être,être,14
peintre,peintre,21
",",",",p
si,si,60
rageusement,rageusement,60
qu',que,83
on,on,51
le,le,52
disait,dire,18
à,à,81
moitié,moitié,22
fou,fou,30
de,de,81
son,son,73
génie,génie,21
/.,/.,P
la,le,71
famille,famille,22
n',ne,60
était,être,18
guère,guère,60
d',de,81
aplomb,aplomb,21
",",",",p
beaucoup,beaucoup,60
avaient,avoir,18
une,un,71
fêlure,fêlure,22
/.,/.,P
lui,lui,51
",",",",p
à,à,81
certaines,certain,75
heures,heure,22
",",",",p
la,le,52
sentait,sentir,18
bien,bien,60
",",",",p
cette,ce,74
fêlure,fêlure,22
héréditaire,héréditaire,30
;,;,p
non,non,60
pas,pas,60
qu',que,83
il,il,51
fût,être,19
d',de,81
une,un,71
santé,santé,22
mauvaise,mauvais,30
",",",",p
car,car,82
l',le,71
appréhension,appréhension,22
et,et,82
la,le,71
honte,honte,22
de,de,81
ses,son,73
crises,crise,22
l',le,52
avaient,avoir,18
seules,seul,30
maigri,maigrir,12
autrefois,autrefois,60
;,;,p
mais,mais,82
c',ce,52
étaient,être,18
",",",",p
dans,dans,81
son,son,73
être,être,21
",",",",p
de,de,81
subites,subit,30
pertes,perte,22
d',de,81
équilibre,équilibre,21
",",",",p
comme,comme,83
des,de,81
des,le,71
cassures,cassure,22
",",",",p
des,de,81
des,le,71
trous,trou,21
par,par,81
lesquels,lequel,52
son,son,73
moi,moi,51
lui,lui,51
échappait,échapper,18
",",",",p
au,à,81
au,le,71
milieu,milieu,21
d',de,81
une,un,71
sorte,sorte,22
de,de,81
grande,grand,30
fumée,fumée,22
qui,qui,52
déformait,déformer,18
tout,tout,52
/.,/.,P
il,il,51
ne,ne,60
s',se,51
appartenait,appartenir,18
plus,plus,60
",",",",p
il,il,51
obéissait,obéir,18
à,à,81
ses,son,73
muscles,muscle,21
",",",",p
à,à,81
la,le,71
bête,bête,22
enragée,enragé,31
/.,/.,P
pourtant,pourtant,60
",",",",p
il,il,51
ne,ne,60
buvait,boire,18
pas,pas,60
",",",",p
il,il,51
se,se,51
refusait,refuser,18
même,même,60
un,un,71
petit,petit,30
verre,verre,21
d',de,81
eau-de-vie,eau-de-vie,22
",",",",p
ayant,avoir,13
remarqué,remarquer,12
que,que,83
la,le,71
moindre,moindre,30
goutte,goutte,22
d',de,81
alcool,alcool,21
le,le,52
rendait,rendre,18
fou,fou,30
/.,/.,P
et,et,82
il,il,51
en,en,52
venait,venir,18
à,à,81
penser,penser,14
qu',que,83
il,il,51
payait,payer,18
pour,pour,81
les,le,71
autres,autre,52
",",",",p
les,le,71
pères,père,21
",",",",p
les,le,71
grands-pères,grand-père,21
",",",",p
qui,qui,52
avaient,avoir,18
bu,boire,12
",",",",p
les,le,71
générations,génération,22
d',de,81
ivrognes,ivrogne,21
dont,dont,52
il,il,51
était,être,18
le,le,71
sang,sang,21
gâté,gâté,31
",",",",p
un,un,71
lent,lent,30
empoisonnement,empoisonnement,21
",",",",p
une,un,71
sauvagerie,sauvagerie,22
qui,qui,52
le,le,52
ramenait,ramener,18
avec,avec,81
les,le,71
loups,loup,21
mangeurs,mangeur,21
de,de,81
femmes,femme,22
",",",",p
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
bois,bois,21
/.,/.,P
Jacques,Jacques,20
s',se,51
était,être,18
relevé,relever,12
sur,sur,81
un,un,71
coude,coude,21
",",",",p
réfléchissant,réfléchir,13
",",",",p
regardant,regarder,13
l',le,71
entrée,entrée,22
noire,noir,30
du,de,81
du,le,71
tunnel,tunnel,21
;,;,p
et,et,82
un,un,71
nouveau,nouveau,30
sanglot,sanglot,21
courut,courir,19
de,de,81
ses,son,73
reins,rein,21
à,à,81
sa,son,73
nuque,nuque,22
",",",",p
il,il,51
retomba,retomber,19
",",",",p
il,il,51
roula,rouler,19
sa,son,73
tête,tête,22
par,par,81
terre,terre,22
",",",",p
criant,crier,13
de,de,81
douleur,douleur,22
/.,/.,P
cette,ce,74
fille,fille,22
",",",",p
cette,ce,74
fille,fille,22
qu',que,52
il,il,51
avait,avoir,18
voulu,vouloir,12
tuer,tuer,14
/!,/!,P
cela,cela,52
revenait,revenir,18
en,en,81
lui,lui,51
",",",",p
aigu,aigu,30
",",",",p
affreux,affreux,30
",",",",p
comme,comme,83
si,si,83
les,le,71
ciseaux,ciseau,21
eussent,avoir,18
pénétré,pénétrer,12
dans,dans,81
sa,son,73
propre,propre,30
chair,chair,22
/.,/.,P
aucun,aucun,75
raisonnement,raisonnement,21
ne,ne,60
l',le,52
apaisait,apaiser,18
:,:,p
il,il,51
avait,avoir,18
voulu,vouloir,12
la,le,52
tuer,tuer,14
",",",",p
il,il,51
la,le,52
tuerait,tuer,16
",",",",p
si,si,83
elle,il,51
était,être,18
encore,encore,60
là,là,60
",",",",p
dégrafée,dégrafer,12
",",",",p
la,le,71
gorge,gorge,22
nue,nu,30
/.,/.,P
il,il,51
se,se,51
rappelait,rappeler,18
bien,bien,60
",",",",p
il,il,51
était,être,18
âgé,âgé,30
de,de,81
seize,seize,72
ans,an,21
à,à,81
peine,peine,22
",",",",p
la,le,71
première,premier,72
fois,fois,22
",",",",p
lorsque,lorsque,83
le,le,71
mal,mal,21
l',le,52
avait,avoir,18
pris,prendre,12
",",",",p
un,un,71
soir,soir,21
qu',que,52
il,il,51
jouait,jouer,18
avec,avec,81
une,un,71
gamine,gamine,22
",",",",p
la,le,71
fillette,fillette,22
d',de,81
une,un,71
parente,parente,22
",",",",p
sa,son,73
cadette,cadette,22
de,de,81
deux,deux,72
ans,an,21
:,:,p
elle,il,51
était,être,18
tombée,tomber,12
",",",",p
il,il,51
avait,avoir,18
vu,voir,12
ses,son,73
jambes,jambe,22
",",",",p
et,et,82
il,il,51
s',se,51
était,être,18
rué,ruer,12
/.,/.,P
l',le,71
année,année,22
suivante,suivant,30
",",",",p
il,il,51
se,se,51
souvenait,souvenir,18
d',de,81
avoir,avoir,14
aiguisé,aiguiser,12
un,un,71
couteau,couteau,21
pour,pour,81
l',le,52
enfoncer,enfoncer,14
dans,dans,81
le,le,71
cou,cou,21
d',de,81
une,un,71
autre,autre,52
",",",",p
une,un,71
petite,petit,30
blonde,blonde,22
",",",",p
qu',que,52
il,il,51
voyait,voir,18
chaque,chaque,75
matin,matin,21
passer,passer,14
devant,devant,81
sa,son,73
porte,porte,22
/.,/.,P
celle-ci,celui-ci,52
avait,avoir,18
un,un,71
cou,cou,21
très,très,60
gras,gras,30
",",",",p
très,très,60
rose,rose,30
",",",",p
où,où,60
il,il,51
choisissait,choisir,18
déjà,déjà,60
la,le,71
place,place,22
",",",",p
un,un,71
signe,signe,21
brun,brun,30
",",",",p
sous,sous,81
l',le,71
oreille,oreille,22
/.,/.,P
puis,puis,60
",",",",p
c',ce,52
en,en,52
étaient,être,18
d',de,81
autres,autre,52
",",",",p
d',de,81
autres,autre,52
encore,encore,60
",",",",p
un,un,71
défilé,défilé,21
de,de,81
cauchemar,cauchemar,21
",",",",p
toutes,tout,75
celles,celui,52
qu',que,52
il,il,51
avait,avoir,18
effleurées,effleurer,12
de,de,81
son,son,73
désir,désir,21
brusque,brusque,30
de,de,81
meurtre,meurtre,21
",",",",p
les,le,71
femmes,femme,22
coudoyées,coudoyé,31
dans,dans,81
la,le,71
rue,rue,22
",",",",p
les,le,71
femmes,femme,22
qu',que,52
une,un,71
rencontre,rencontre,22
faisait,faire,18
ses,son,73
voisines,voisine,22
",",",",p
une,un,52
surtout,surtout,60
",",",",p
une,un,71
nouvelle,nouveau,30
mariée,mariée,22
",",",",p
assise,assis,31
près,près,81
de,de,81
lui,lui,51
au,à,81
au,le,71
théâtre,théâtre,21
",",",",p
qui,qui,52
riait,rire,18
très,très,60
fort,fort,30
",",",",p
et,et,82
qu',que,52
il,il,51
avait,avoir,18
dû,devoir,12
fuir,fuir,14
",",",",p
au,à,81
au,le,71
milieu,milieu,21
d',de,81
un,un,71
acte,acte,21
",",",",p
pour,pour,81
ne,ne,60
pas,pas,60
l',le,52
éventrer,éventrer,14
/.,/.,P
puisqu',puisque,83
il,il,51
ne,ne,60
les,le,52
connaissait,connaître,18
pas,pas,60
",",",",p
quelle,quel,75
fureur,fureur,22
pouvait,pouvoir,18
il,il,51
avoir,avoir,14
contre,contre,81
elles,ils,51
/?,/?,P
car,car,82
",",",",p
chaque,chaque,75
fois,fois,22
",",",",p
c',ce,52
était,être,18
comme,comme,83
une,un,71
soudaine,soudain,30
crise,crise,22
de,de,81
rage,rage,22
aveugle,aveugle,30
",",",",p
une,un,71
soif,soif,22
toujours,toujours,60
renaissante,renaissant,30
de,de,81
venger,venger,14
des,de,81
des,le,71
offenses,offense,22
très,très,60
anciennes,ancien,30
",",",",p
dont,dont,52
il,il,51
aurait,avoir,16
perdu,perdre,12
l',le,71
exacte,exact,30
mémoire,mémoire,22
/.,/.,P
cela,cela,52
venait,venir,18
il,il,51
donc,donc,82
de,de,81
si,si,60
loin,loin,60
",",",",p
du,de,81
du,le,71
mal,mal,21
que,que,52
les,le,71
femmes,femme,22
avaient,avoir,18
fait,faire,12
à,à,81
sa,son,73
race,race,22
",",",",p
de,de,81
la,le,71
rancune,rancune,22
amassée,amassé,31
de,de,81
mâle,mâle,21
en,en,81
mâle,mâle,21
",",",",p
depuis,depuis,81
la,le,71
première,premier,72
tromperie,tromperie,22
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
cavernes,caverne,22
/?,/?,P
et,et,82
il,il,51
sentait,sentir,18
aussi,aussi,60
",",",",p
dans,dans,81
son,son,73
accès,accès,21
",",",",p
une,un,71
nécessité,nécessité,22
de,de,81
bataille,bataille,22
pour,pour,81
conquérir,conquérir,14
la,le,71
femelle,femelle,22
et,et,82
la,le,52
dompter,dompter,14
",",",",p
le,le,71
besoin,besoin,21
perverti,perverti,31
de,de,81
la,le,52
jeter,jeter,14
morte,mort,31
sur,sur,81
son,son,73
dos,dos,21
",",",",p
ainsi,ainsi,60
qu',que,83
une,un,71
proie,proie,22
qu',que,52
on,on,51
arrache,arracher,17
aux,à,81
aux,le,71
autres,autre,52
",",",",p
à,à,81
jamais,jamais,60
/.,/.,P
son,son,73
crâne,crâne,21
éclatait,éclater,18
sous,sous,81
l',le,71
effort,effort,21
",",",",p
il,il,51
n',ne,60
arrivait,arriver,18
pas,pas,60
à,à,81
se,se,51
répondre,répondre,14
",",",",p
trop,trop,60
ignorant,ignorant,30
",",",",p
pensait,penser,18
il,il,51
",",",",p
le,le,71
cerveau,cerveau,21
trop,trop,60
sourd,sourd,30
",",",",p
dans,dans,81
cette,ce,74
angoisse,angoisse,22
d',de,81
un,un,71
homme,homme,21
poussé,poussé,31
à,à,81
des,de,81
des,le,71
actes,acte,21
où,où,60
sa,son,73
volonté,volonté,22
n',ne,60
était,être,18
pour,pour,81
rien,rien,52
",",",",p
et,et,82
don,don,21
la,le,71
cause,cause,22
en,en,81
lui,lui,51
avait,avoir,18
disparu,disparaître,12
/.,/.,P
un,un,71
train,train,21
",",",",p
de,de,81
nouveau,nouveau,21
",",",",p
passa,passer,19
avec,avec,81
l',le,71
éclair,éclair,21
de,de,81
ses,son,73
feux,feu,21
",",",",p
s',se,51
abîma,abîmer,19
en,en,81
coup,coup,21
de,de,81
foudre,foudre,22
qui,qui,52
gronde,gronder,17
et,et,82
s',se,51
éteint,éteindre,17
",",",",p
au,à,81
au,le,71
fond,fond,21
du,de,81
du,le,71
tunnel,tunnel,21
;,;,p
et,et,82
Jacques,Jacques,20
",",",",p
comme,comme,83
si,si,83
cette,ce,74
foule,foule,22
anonyme,anonyme,30
",",",",p
indifférente,indifférent,30
et,et,82
pressée,pressé,31
",",",",p
avait,avoir,18
pu,pouvoir,12
l',le,52
entendre,entendre,14
",",",",p
s',se,51
était,être,18
redressé,redresser,12
",",",",p
refoulant,refouler,13
ses,son,73
sanglots,sanglot,21
",",",",p
prenant,prendre,13
une,un,71
attitude,attitude,22
d',de,81
innocent,innocent,21
/.,/.,P
que,que,52
de,de,81
fois,fois,22
",",",",p
à,à,81
la,le,71
suite,suite,22
d',de,81
un,un,52
de,de,81
ses,son,73
accès,accès,21
",",",",p
il,il,51
avait,avoir,18
eu,avoir,12
ainsi,ainsi,60
des,de,81
des,le,71
sursauts,sursaut,21
de,de,81
coupable,coupable,21
",",",",p
au,à,81
au,le,71
moindre,moindre,30
bruit,bruit,21
/!,/!,P
il,il,51
ne,ne,60
vivait,vivre,18
tranquille,tranquille,30
",",",",p
heureux,heureux,30
",",",",p
détaché,détaché,31
du,de,81
du,le,71
monde,monde,21
",",",",p
que,que,83
sur,sur,81
sa,son,73
machine,machine,22
/.,/.,P
quand,quand,83
elle,il,51
l',le,52
emportait,emporter,18
dans,dans,81
la,le,71
trépidation,trépidation,22
de,de,81
ses,son,73
roues,roue,22
",",",",p
à,à,81
grande,grand,30
vitesse,vitesse,22
",",",",p
quand,quand,83
il,il,51
avait,avoir,18
la,le,71
main,main,22
sur,sur,81
le,le,71
volant,volant,21
du,de,81
du,le,71
changement,changement,21
de,de,81
marche,marche,22
",",",",p
pris,pris,31
tout,tout,60
entier,entier,30
par,par,81
la,le,71
surveillance,surveillance,22
de,de,81
la,le,71
voie,voie,22
",",",",p
guettant,guetter,13
les,le,71
signaux,signal,21
",",",",p
il,il,51
ne,ne,60
pensait,penser,18
plus,plus,60
",",",",p
il,il,51
respirait,respirer,18
largement,largement,60
l',le,71
air,air,21
pur,pur,30
qui,qui,52
soufflait,souffler,18
toujours,toujours,60
en,en,81
tempête,tempête,22
/.,/.,P
et,et,82
c',ce,52
était,être,18
pour,pour,81
cela,cela,52
qu',que,83
il,il,51
aimait,aimer,18
si,si,60
fort,fort,60
sa,son,73
machine,machine,22
",",",",p
à,à,81
l',le,71
égal,égal,21
d',de,81
une,un,71
maîtresse,maîtresse,22
apaisante,apaisant,30
",",",",p
dont,dont,52
il,il,51
/.,/.,P
