11714
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante et unième extrait>,<>,<>
prêt,prêt,30
à,à,81
exécuter,exécuter,14
à,à,81
la,le,71
lettre,lettre,22
les,le,71
instructions,instruction,22
du,de,81
du,le,71
noble,noble,30
et,et,82
élégant,élégant,30
ministre,ministre,21
de,de,81
Charles Ier,Charles Ier,20
/.,/.,P
mais,mais,82
heureusement,heureusement,60
le,le,71
jeune,jeune,30
séide,séide,21
n',ne,60
eut,avoir,19
aucune,aucun,75
occasion,occasion,22
de,de,81
donner,donner,14
au,à,81
au,le,71
duc,duc,21
cette,ce,74
preuve,preuve,22
de,de,81
son,son,73
dévouement,dévouement,21
",",",",p
et,et,82
la,le,71
jeune,jeune,30
femme,femme,22
et,et,82
le,le,71
beau,beau,30
mousquetaire,mousquetaire,21
rentrèrent,rentrer,19
au,à,81
au,le,71
Louvre,Louvre,20
par,par,81
le,le,71
guichet,guichet,21
de,de,81
l',le,71
échelle,échelle,22
sans,sans,81
avoir,avoir,14
été,être,12
inquiétés,inquiéter,12
/…,/…,P
quant,quand,83
à,à,81
d',de,81
Artagnan,Artagnan,20
",",",",p
il,il,51
se,se,51
rendit,rendre,19
aussitôt,aussitôt,60
au,à,81
au,le,71
cabaret,cabaret,21
de,de,81
la,le,71
pomme,pomme,22
de,de,81
pin,pin,21
",",",",p
où,où,60
il,il,51
trouva,trouver,19
Porthos,Porthos,20
et,et,82
Aramis,Aramis,20
qui,qui,52
l',le,52
attendaient,attendre,18
/.,/.,P
mais,mais,82
",",",",p
sans,sans,81
leur,leur,52
donner,donner,14
d',de,81
autre,autre,75
explication,explication,22
sur,sur,81
le,le,71
dérangement,dérangement,21
qu',que,52
il,il,51
leur,leur,52
avait,avoir,18
causé,causer,12
",",",",p
il,il,51
leur,leur,52
dit,dire,19
qu',que,83
il,il,51
avait,avoir,18
terminé,terminer,12
seul,seul,30
l',le,71
affaire,affaire,22
pour,pour,81
laquelle,lequel,52
il,il,51
avait,avoir,18
cru,croire,12
un,un,71
instant,instant,21
avoir,avoir,14
besoin,besoin,21
de,de,81
leur,leur,73
intervention,intervention,22
/.,/.,P
et,et,82
maintenant,maintenant,60
",",",",p
emportés,emporté,31
que,que,83
nous,nous,51
sommes,être,17
par,par,81
notre,notre,73
récit,récit,21
",",",",p
laissons,laisser,17
nos,notre,73
trois,trois,72
amis,ami,21
rentrer,rentrer,14
chacun,chacun,52
chez,chez,81
soi,soi,51
",",",",p
et,et,82
suivons,suivre,17
",",",",p
dans,dans,81
les,le,71
détours,détour,21
du,de,81
du,le,71
Louvre,Louvre,20
",",",",p
le,le,71
duc,duc,21
de,de,81
Buckingham,Buckingham,20
et,et,82
son,son,73
guide,guide,21
/.,/.,P
<Chapitre 12>,<>,<>
Georges,Georges,20
Villiers,Villiers,20
",",",",p
duc,duc,21
de,de,81
Buckingham,Buckingham,20
/.,/.,P
madame,madame,22
Bonacieux,Bonacieux,20
et,et,82
le,le,71
duc,duc,21
entrèrent,entrer,19
au,à,81
au,le,71
Louvre,Louvre,20
sans,sans,81
difficulté,difficulté,22
;,;,p
madame,madame,22
Bonacieux,Bonacieux,20
était,être,18
connue,connaître,12
pour,pour,81
appartenir,appartenir,14
à,à,81
la,le,71
reine,reine,22
;,;,p
le,le,71
duc,duc,21
portait,porter,18
l',le,71
uniforme,uniforme,21
des,de,81
des,le,71
mousquetaires,mousquetaire,21
de,de,81
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
",",",",p
qui,qui,52
",",",",p
comme,comme,83
nous,nous,51
l',le,52
avons,avoir,17
dit,dire,12
",",",",p
était,être,18
de,de,81
garde,garde,22
ce,ce,74
soir,soir,21
là,là,60
/.,/.,P
d',de,81
ailleurs,ailleurs,60
Germain,Germain,20
était,être,18
dans,dans,81
les,le,71
intérêts,intérêt,21
de,de,81
la,le,71
reine,reine,22
",",",",p
et,et,82
si,si,83
quelque,quelque,75
chose,chose,22
arrivait,arriver,18
",",",",p
madame,madame,22
Bonacieux,Bonacieux,20
serait,être,16
accusée,accuser,12
d',de,81
avoir,avoir,14
introduit,introduire,12
son,son,73
amant,amant,21
au,à,81
au,le,71
Louvre,Louvre,20
",",",",p
voilà,voilà,81
tout,tout,52
;,;,p
elle,il,51
prenait,prendre,18
sur,sur,81
elle,il,51
le,le,71
crime,crime,21
:,:,p
sa,son,73
réputation,réputation,22
était,être,18
perdue,perdre,12
",",",",p
il,il,51
est,être,17
vrai,vrai,30
",",",",p
mais,mais,82
de,de,81
quelle,quel,75
valeur,valeur,22
était,être,18
dans,dans,81
le,le,71
monde,monde,21
la,le,71
réputation,réputation,22
d',de,81
une,un,71
petite,petit,30
mercière,mercière,22
/?,/?,P
une,un,71
fois,fois,22
entrés,entré,31
dans,dans,81
l',le,71
intérieur,intérieur,21
de,de,81
la,le,71
cour,cour,22
",",",",p
le,le,71
duc,duc,21
et,et,82
la,le,71
jeune,jeune,30
femme,femme,22
suivirent,suivre,19
le,le,71
pied,pied,21
de,de,81
la,le,71
muraille,muraille,22
pendant,pendant,81
l',le,71
espace,espace,21
d',de,81
environ,environ,60
vingt,vingt,72
cinq,cinq,72
pas,pas,21
;,;,p
cet,ce,74
espace,espace,21
parcouru,parcouru,31
",",",",p
madame,madame,22
Bonacieux,Bonacieux,20
poussa,pousser,19
une,un,71
petite,petit,30
porte,porte,22
de,de,81
service,service,21
",",",",p
ouverte,ouvert,31
le,le,71
jour,jour,21
",",",",p
mais,mais,82
ordinairement,ordinairement,60
fermée,fermé,31
la,le,71
nuit,nuit,22
;,;,p
la,le,71
porte,porte,22
céda,céder,19
;,;,p
tous,tout,75
deux,deux,72
entrèrent,entrer,19
et,et,82
se,se,51
trouvèrent,trouver,19
dans,dans,81
l',le,71
obscurité,obscurité,22
",",",",p
mais,mais,82
madame,madame,22
Bonacieux,Bonacieux,20
connaissait,connaître,18
tous,tout,75
les,le,71
tours,tour,21
et,et,82
détours,détour,21
de,de,81
cette,ce,74
partie,partie,22
du,de,81
du,le,71
Louvre,Louvre,20
",",",",p
destinée,destiné,31
aux,à,81
aux,le,71
gens,gens,21
de,de,81
la,le,71
suite,suite,22
/.,/.,P
elle,il,51
referma,refermer,19
les,le,71
portes,porte,22
derrière,derrière,81
elle,il,51
",",",",p
prit,prendre,19
le,le,71
duc,duc,21
par,par,81
la,le,71
main,main,22
",",",",p
fit,faire,19
quelques,quelque,75
pas,pas,21
en,en,81
tâtonnant,tâtonner,13
",",",",p
saisit,saisir,19
une,un,71
rampe,rampe,22
",",",",p
toucha,toucher,19
du,de,81
du,le,71
pied,pied,21
un,un,71
degré,degré,21
",",",",p
et,et,82
commença,commencer,19
de,de,81
monter,monter,14
un,un,71
escalier,escalier,21
:,:,p
le,le,71
duc,duc,21
compta,compter,19
deux,deux,72
étages,étage,21
/.,/.,P
alors,alors,60
elle,il,51
prit,prendre,19
à,à,81
droite,droite,22
",",",",p
suivit,suivre,19
un,un,71
long,long,30
corridor,corridor,21
",",",",p
redescendit,redescendre,19
un,un,71
étage,étage,21
",",",",p
fit,faire,19
quelques,quelque,75
pas,pas,21
encore,encore,60
",",",",p
introduisit,introduire,19
une,un,71
clef,clé,22
dans,dans,81
une,un,71
serrure,serrure,22
",",",",p
ouvrit,ouvrir,19
une,un,71
porte,porte,22
et,et,82
poussa,pousser,19
le,le,71
duc,duc,21
dans,dans,81
un,un,71
appartement,appartement,21
éclairé,éclairé,31
seulement,seulement,60
par,par,81
une,un,71
lampe,lampe,22
de,de,81
nuit,nuit,22
",",",",p
en,en,81
disant,dire,13
:,:,p
“,“,p
restez,rester,17
ici,ici,60
",",",",p
milord,milord,21
duc,duc,21
",",",",p
on,on,51
va,aller,17
venir,venir,14
/.,/.,P
“,“,p
puis,puis,60
elle,il,51
sortit,sortir,19
par,par,81
la,le,71
même,même,75
porte,porte,22
",",",",p
qu',que,52
elle,il,51
ferma,fermer,19
à,à,81
la,le,71
clef,clé,22
",",",",p
de,de,81
sorte,sorte,22
que,que,83
le,le,71
duc,duc,21
se,se,51
trouva,trouver,19
littéralement,littéralement,60
prisonnier,prisonnier,30
/.,/.,P
cependant,cependant,82
",",",",p
tout,tout,60
isolé,isolé,31
qu',que,52
il,il,51
se,se,51
trouvait,trouver,18
",",",",p
il,il,51
faut,falloir,17
le,le,52
dire,dire,14
",",",",p
le,le,71
duc,duc,21
de,de,81
Buckingham,Buckingham,20
n',ne,60
éprouva,éprouver,19
pas,pas,60
un,un,71
instant,instant,21
de,de,81
crainte,crainte,22
;,;,p
un,un,52
des,de,81
des,le,71
côtés,côté,21
saillants,saillant,30
de,de,81
son,son,73
caractère,caractère,21
était,être,18
la,le,71
recherche,recherche,22
de,de,81
l',le,71
aventure,aventure,22
et,et,82
l',le,71
amour,amour,21
du,de,81
du,le,71
romanesque,romanesque,30
/.,/.,P
brave,brave,30
",",",",p
hardi,hardi,30
",",",",p
entreprenant,entreprenant,30
",",",",p
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
la,le,71
première,premier,72
fois,fois,22
qu',que,83
il,il,51
risquait,risquer,18
sa,son,73
vie,vie,22
dans,dans,81
de,de,81
pareilles,pareil,30
tentatives,tentative,22
;,;,p
il,il,51
avait,avoir,18
appris,apprendre,12
que,que,83
ce,ce,74
prétendu,prétendu,31
message,message,21
d',de,81
Anne,Anne,20
d',de,81
Autriche,Autriche,20
",",",",p
sur,sur,81
la,le,71
foi,foi,22
duquel,de,81
duquel,lequel,52
il,il,51
était,être,18
venu,venir,12
à,à,81
Paris,Paris,20
",",",",p
était,être,18
un,un,71
piège,piège,21
",",",",p
et,et,82
au,à,81
au,le,71
lieu,lieu,21
de,de,81
regagner,regagner,14
l',le,71
Angleterre,Angleterre,20
",",",",p
il,il,51
avait,avoir,18
",",",",p
abusant,abuser,13
de,de,81
la,le,71
position,position,22
qu',que,52
on,on,51
lui,lui,51
avait,avoir,18
faite,faire,12
",",",",p
déclaré,déclarer,12
à,à,81
la,le,71
reine,reine,22
qu',que,83
il,il,51
ne,ne,60
partirait,partir,16
pas,pas,60
sans,sans,81
l',le,52
avoir,avoir,14
vue,voir,12
/.,/.,P
la,le,71
reine,reine,22
avait,avoir,18
positivement,positivement,60
refusé,refuser,12
d'abord,d'abord,60
",",",",p
puis,puis,60
enfin,enfin,60
elle,il,51
avait,avoir,18
craint,craindre,12
que,que,83
le,le,71
duc,duc,21
",",",",p
exaspéré,exaspéré,31
",",",",p
ne,ne,60
fît,faire,18
quelque,quelque,75
folie,folie,22
/.,/.,P
déjà,déjà,60
elle,il,51
était,être,18
décidée,décider,12
à,à,81
le,le,52
recevoir,recevoir,14
et,et,82
à,à,81
le,le,52
supplier,supplier,14
de,de,81
partir,partir,14
aussitôt,aussitôt,60
",",",",p
lorsque,lorsque,83
",",",",p
le,le,71
soir,soir,21
même,même,30
de,de,81
cette,ce,74
décision,décision,22
",",",",p
madame,madame,22
Bonacieux,Bonacieux,20
",",",",p
qui,qui,52
était,être,18
chargée,charger,12
d',de,81
aller,aller,14
chercher,chercher,14
le,le,71
duc,duc,21
et,et,82
de,de,81
le,le,52
conduire,conduire,14
au,à,81
au,le,71
Louvre,Louvre,20
",",",",p
fut,être,19
enlevée,enlever,12
/.,/.,P
pendant,pendant,81
deux,deux,72
jours,jour,21
on,on,51
ignora,ignorer,19
complètement,complètement,60
ce,ce,52
qu',que,52
elle,il,51
était,être,18
devenue,devenir,12
",",",",p
et,et,82
tout,tout,52
resta,rester,19
en,en,81
suspens,suspens,21
/.,/.,P
mais,mais,82
une,un,71
fois,fois,22
libre,libre,30
",",",",p
une,un,71
fois,fois,22
remise,remis,31
en,en,81
rapport,rapport,21
avec,avec,81
La Porte,La Porte,20
",",",",p
les,le,71
choses,chose,22
avaient,avoir,18
repris,reprendre,12
leur,leur,73
cours,cours,21
",",",",p
et,et,82
elle,il,51
venait,venir,18
d',de,81
accomplir,accomplir,14
la,le,71
périlleuse,périlleux,30
entreprise,entreprise,22
que,que,52
",",",",p
sans,sans,81
son,son,73
arrestation,arrestation,22
",",",",p
elle,il,51
eût,avoir,19
exécutée,exécuter,12
trois,trois,72
jours,jour,21
plus,plus,60
tôt,tôt,60
/.,/.,P
Buckingham,Buckingham,20
",",",",p
resté,resté,31
seul,seul,30
",",",",p
s',se,51
approcha,approcher,19
d',de,81
une,un,71
glace,glace,22
/.,/.,P
cet,ce,74
habit,habit,21
de,de,81
mousquetaire,mousquetaire,21
lui,lui,51
allait,aller,18
à,à,81
merveille,merveille,22
/.,/.,P
à,à,81
trente,trente,72
cinq,cinq,72
ans,an,21
qu',que,52
il,il,51
avait,avoir,18
alors,alors,60
",",",",p
il,il,51
passait,passer,18
à,à,81
juste,juste,30
titre,titre,21
pour,pour,81
le,le,71
plus,plus,60
beau,beau,30
gentilhomme,gentilhomme,21
et,et,82
pour,pour,81
le,le,71
plus,plus,60
élégant,élégant,30
cavalier,cavalier,21
de,de,81
France,France,20
et,et,82
d',de,81
Angleterre,Angleterre,20
/.,/.,P
favori,favori,21
de,de,81
deux,deux,72
rois,roi,21
",",",",p
riche,riche,30
à,à,81
millions,million,21
",",",",p
tout-puissant,tout-puissant,30
dans,dans,81
un,un,71
royaume,royaume,21
qu',que,52
il,il,51
bouleversait,bouleverser,18
à,à,81
sa,son,73
fantaisie,fantaisie,22
et,et,82
calmait,calmer,18
à,à,81
son,son,73
caprice,caprice,21
",",",",p
Georges,Georges,20
Villiers,Villiers,20
",",",",p
duc,duc,21
de,de,81
Buckingham,Buckingham,20
",",",",p
avait,avoir,18
entrepris,entreprendre,12
une,un,52
de,de,81
ces,ce,74
existences,existence,22
fabuleuses,fabuleux,30
qui,qui,52
restent,rester,17
dans,dans,81
le,le,71
cours,cours,21
des,de,81
des,le,71
siècles,siècle,21
comme,comme,83
un,un,71
étonnement,étonnement,21
pour,pour,81
la,le,71
postérité,postérité,22
/.,/.,P
aussi,aussi,60
",",",",p
sûr,sûr,30
de,de,81
lui-même,lui-même,51
",",",",p
convaincu,convaincu,31
de,de,81
sa,son,73
puissance,puissance,22
",",",",p
certain,certain,30
que,que,83
les,le,71
lois,loi,22
qui,qui,52
régissent,régir,17
les,le,71
autres,autre,75
hommes,homme,21
ne,ne,60
pouvaient,pouvoir,18
l',le,52
atteindre,atteindre,14
",",",",p
allait,aller,18
il,il,51
droit,droit,60
au,à,81
au,le,71
but,but,21
qu',que,52
il,il,51
s',se,51
était,être,18
fixé,fixer,12
",",",",p
ce,ce,74
but,but,21
fût,être,19
il,il,51
si,si,60
élevé,élever,12
et,et,82
si,si,60
éblouissant,éblouissant,30
que,que,83
c',ce,52
eût,avoir,19
été,être,12
folie,folie,22
pour,pour,81
un,un,71
autre,autre,52
que,que,83
de,de,81
l',le,52
envisager,envisager,14
seulement,seulement,60
/.,/.,P
c',ce,52
est,être,17
ainsi,ainsi,60
qu',que,83
il,il,51
était,être,18
arrivé,arriver,12
à,à,81
s',se,51
approcher,approcher,14
plusieurs,plusieurs,75
fois,fois,22
de,de,81
la,le,71
belle,beau,30
et,et,82
fière,fier,30
Anne,Anne,20
d',de,81
Autriche,Autriche,20
et,et,82
à,à,81
s',se,51
en,en,52
faire,faire,14
aimer,aimer,14
",",",",p
à,à,81
force,force,22
d',de,81
éblouissement,éblouissement,21
/.,/.,P
Georges,Georges,20
Villiers,Villiers,20
se,se,51
plaça,placer,19
donc,donc,82
devant,devant,81
une,un,71
glace,glace,22
",",",",p
comme,comme,83
nous,nous,51
l',le,52
avons,avoir,17
dit,dire,12
",",",",p
rendit,rendre,19
à,à,81
sa,son,73
belle,beau,30
chevelure,chevelure,22
blonde,blond,30
les,le,71
ondulations,ondulation,22
que,que,52
le,le,71
poids,poids,21
de,de,81
son,son,73
chapeau,chapeau,21
lui,lui,51
avait,avoir,18
fait,faire,12
perdre,perdre,14
",",",",p
retroussa,retrousser,19
sa,son,73
moustache,moustache,22
",",",",p
et,et,82
le,le,71
coeur,coeur,21
tout,tout,60
gonflé,gonflé,31
de,de,81
joie,joie,22
",",",",p
heureux,heureux,30
et,et,82
fier,fier,30
de,de,81
toucher,toucher,14
au,à,81
au,le,71
moment,moment,21
qu',que,52
il,il,51
avait,avoir,18
si,si,60
longtemps,longtemps,60
désiré,désirer,12
",",",",p
se,se,51
sourit,sourire,19
à,à,81
lui-même,lui-même,51
d',de,81
orgueil,orgueil,21
et,et,82
d',de,81
espoir,espoir,21
/.,/.,P
en,en,81
ce,ce,74
moment,moment,21
",",",",p
une,un,71
porte,porte,22
cachée,caché,31
dans,dans,81
la,le,71
tapisserie,tapisserie,22
s',se,51
ouvrit,ouvrir,19
et,et,82
une,un,71
femme,femme,22
apparut,apparaître,19
/.,/.,P
Buckingham,Buckingham,20
vit,voir,19
cette,ce,74
apparition,apparition,22
dans,dans,81
la,le,71
glace,glace,22
;,;,p
il,il,51
jeta,jeter,19
un,un,71
cri,cri,21
",",",",p
c',ce,52
était,être,18
la,le,71
reine,reine,22
/!,/!,P
Anne,Anne,20
d',de,81
Autriche,Autriche,20
avait,avoir,18
alors,alors,60
vingt,vingt,72
six,six,72
ou,ou,82
vingt,vingt,72
sept,sept,72
ans,an,21
",",",",p
c'est-à-dire,c'est-à-dire,91
qu',que,83
elle,il,51
se,se,51
trouvait,trouver,18
dans,dans,81
tout,tout,75
l',le,71
éclat,éclat,21
/.,/.,P
