11443
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-huitième extrait>,<>,<>
Brigitte,Brigitte,20
me,je,51
regardait,regarder,18
avec,avec,81
pitié,pitié,22
;,;,p
nous,nous,51
allions,aller,18
nous,nous,51
asseoir,asseoir,14
sur,sur,81
une,un,71
roche,roche,22
qui,qui,52
dominait,dominer,18
une,un,71
gorge,gorge,22
déserte,désert,30
/.,/.,P
nous,nous,51
y,y,52
passions,passer,18
des,de,81
des,le,71
heures,heure,22
entières,entier,30
;,;,p
ses,son,73
yeux,oeil,21
à,à,81
demi,demi,30
voilés,voilé,31
plongeaient,plonger,18
dans,dans,81
mon,mon,73
coeur,coeur,21
à,à,81
travers,travers,21
les,le,71
miens,mien,52
",",",",p
puis,puis,60
elle,il,51
les,le,52
reportait,reporter,18
sur,sur,81
la,le,71
nature,nature,22
",",",",p
sur,sur,81
le,le,71
ciel,ciel,21
et,et,82
sur,sur,81
la,le,71
vallée,vallée,22
/.,/.,P
-,-,p
ah,ah,93
!,!,p
mon,mon,73
cher,cher,30
enfant,enfant,21
",",",",p
disait,dire,18
elle,il,51
",",",",p
que,que,52
je,je,51
te,tu,51
plains,plaindre,17
!,!,p
tu,tu,51
ne,ne,60
m',je,51
aimes,aimer,17
pas,pas,60
/.,/.,P
pour,pour,81
gagner,gagner,14
cette,ce,74
roche,roche,22
",",",",p
il,il,51
fallait,falloir,18
faire,faire,14
deux,deux,72
lieues,lieue,22
dans,dans,81
les,le,71
bois,bois,21
;,;,p
autant,autant,60
pour,pour,81
revenir,revenir,14
",",",",p
cela,cela,52
faisait,faire,18
quatre,quatre,72
/.,/.,P
Brigitte,Brigitte,20
n',ne,60
avait,avoir,18
peur,peur,22
ni,ni,82
de,de,81
la,le,71
fatigue,fatigue,22
ni,ni,82
de,de,81
la,le,71
nuit,nuit,22
/.,/.,P
nous,nous,51
partions,partir,18
à,à,81
onze,onze,72
heures,heure,22
du,de,81
du,le,71
soir,soir,21
pour,pour,81
ne,ne,60
rentrer,rentrer,14
quelquefois,quelquefois,60
qu',que,83
au,à,81
au,le,71
matin,matin,21
/.,/.,P
quand,quand,83
il,il,51
s',se,51
agissait,agir,18
de,de,81
ces,ce,74
grandes,grand,30
courses,course,22
",",",",p
elle,il,51
prenait,prendre,18
une,un,71
blouse,blouse,22
bleue,bleu,30
et,et,82
des,de,81
des,le,71
habits,habit,21
d',de,81
homme,homme,21
",",",",p
disant,dire,13
avec,avec,81
gaieté,gaieté,22
que,que,83
son,son,73
costume,costume,21
habituel,habituel,30
n',ne,60
était,être,18
pas,pas,60
fait,faire,12
pour,pour,81
les,le,71
broussailles,broussaille,22
/.,/.,P
elle,il,51
marchait,marcher,18
devant,devant,81
moi,moi,51
dans,dans,81
le,le,71
sable,sable,21
",",",",p
avec,avec,81
un,un,71
pas,pas,21
déterminé,déterminé,31
et,et,82
un,un,71
mélange,mélange,21
si,si,60
charmant,charmant,30
de,de,81
délicatesse,délicatesse,22
féminine,féminin,30
et,et,82
de,de,81
témérité,témérité,22
enfantine,enfantin,30
",",",",p
que,que,83
je,je,51
m',je,51
arrêtais,arrêter,18
pour,pour,81
la,le,52
regarder,regarder,14
à,à,81
chaque,chaque,75
instant,instant,21
/.,/.,P
il,il,51
semblait,sembler,18
",",",",p
une,un,71
fois,fois,22
lancée,lancé,31
",",",",p
qu',que,83
elle,il,51
eût,avoir,19
à,à,81
accomplir,accomplir,14
une,un,71
tâche,tâche,22
difficile,difficile,30
",",",",p
mais,mais,82
sacrée,sacré,31
;,;,p
elle,il,51
allait,aller,18
devant,devant,81
comme,comme,83
un,un,71
soldat,soldat,21
",",",",p
les,le,71
bras,bras,21
ballants,ballant,30
",",",",p
et,et,82
chantant,chanter,13
à tue-tête,à tue-tête,60
;,;,p
tout,tout,60
d',de,81
un,un,71
coup,coup,21
elle,il,51
se,se,51
retournait,retourner,18
",",",",p
venait,venir,18
à,à,81
moi,moi,51
et,et,82
m',je,51
embrassait,embrasser,18
/.,/.,P
c',ce,52
était,être,18
pour,pour,81
aller,aller,14
;,;,p
au,à,81
au,le,71
retour,retour,21
",",",",p
elle,il,51
s',se,51
appuyait,appuyer,18
sur,sur,81
mon,mon,73
bras,bras,21
:,:,p
alors,alors,60
plus,plus,60
de,de,81
chanson,chanson,22
;,;,p
c',ce,52
étaient,être,18
des,de,81
des,le,71
confidences,confidence,22
",",",",p
de,de,81
tendres,tendre,30
propos,propos,21
à,à,81
voix,voix,22
basse,bas,30
",",",",p
quoique,quoique,83
nous,nous,51
fussions,être,18
tous,tout,52
deux,deux,72
seuls,seul,30
à,à,81
plus,plus,60
de,de,81
deux,deux,72
lieues,lieue,22
à,à,81
la,le,71
ronde,ronde,22
/.,/.,P
je,je,51
ne,ne,60
me,je,51
souviens,souvenir,17
pas,pas,60
d',de,81
un,un,71
seul,seul,30
mot,mot,21
",",",",p
échangé,échangé,31
durant,durant,81
le,le,71
retour,retour,21
",",",",p
qui,qui,52
ne,ne,60
fût,être,19
pas,pas,60
d',de,81
amour,amour,21
ou,ou,82
d',de,81
amitié,amitié,22
/.,/.,P
un,un,71
soir,soir,21
",",",",p
nous,nous,51
avions,avoir,18
pris,prendre,12
",",",",p
pour,pour,81
gagner,gagner,14
la,le,71
roche,roche,22
",",",",p
un,un,71
chemin,chemin,21
de,de,81
notre,notre,73
invention,invention,22
",",",",p
c'est-à-dire,c'est-à-dire,91
que,que,83
nous,nous,51
avions,avoir,18
été,être,12
à,à,81
travers,travers,21
les,le,71
bois,bois,21
sans,sans,81
suivre,suivre,14
de,de,81
chemin,chemin,21
/.,/.,P
Brigitte,Brigitte,20
y,y,52
allait,aller,18
de,de,81
si,si,60
bon,bon,30
coeur,coeur,21
",",",",p
et,et,82
sa,son,73
petite,petit,30
casquette,casquette,22
de,de,81
velours,velours,21
sur,sur,81
ses,son,73
grands,grand,30
cheveux,cheveu,21
blonds,blond,30
lui,lui,51
donnait,donner,18
si,si,60
bien,bien,60
l',le,71
air,air,21
d',de,81
un,un,71
gamin,gamin,21
résolu,résolu,31
",",",",p
que,que,83
j',je,51
oubliais,oublier,18
qu',que,83
elle,il,51
était,être,18
femme,femme,22
lorsqu',lorsque,83
il,il,51
y,y,52
avait,avoir,18
quelque,quelque,75
pas,pas,21
difficile,difficile,30
à,à,81
franchir,franchir,14
/.,/.,P
plus,plus,60
d',de,81
une,un,71
fois,fois,22
",",",",p
elle,il,51
avait,avoir,18
été,être,12
obligée,obliger,12
de,de,81
me,je,51
rappeler,rappeler,14
pour,pour,81
l',le,52
aider,aider,14
à,à,81
grimper,grimper,14
aux,à,81
aux,le,71
rochers,rocher,21
",",",",p
tandis que,tandis que,83
",",",",p
sans,sans,81
songer,songer,14
à,à,81
elle,il,51
",",",",p
je,je,51
m',je,51
étais,être,18
déjà,déjà,60
élancé,élancer,12
plus,plus,60
haut,haut,60
/.,/.,P
je,je,51
ne,ne,60
puis,pouvoir,17
dire,dire,14
l',le,71
effet,effet,21
que,que,52
produisait,produire,18
alors,alors,60
",",",",p
dans,dans,81
cette,ce,74
nuit,nuit,22
claire,clair,30
et,et,82
magnifique,magnifique,30
",",",",p
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
forêts,forêt,22
",",",",p
cette,ce,74
voix,voix,22
de,de,81
femme,femme,22
à,à,81
demi,demi,30
joyeuse,joyeux,30
et,et,82
à,à,81
demi,demi,30
plaintive,plaintif,30
sortant,sortir,13
de,de,81
ce,ce,74
petit,petit,30
corps,corps,21
d',de,81
écolier,écolier,21
accroché,accroché,31
aux,à,81
aux,le,71
genêts,genêt,21
et,et,82
aux,à,81
aux,le,71
troncs,tronc,21
d',de,81
arbres,arbre,21
et,et,82
ne,ne,60
pouvant,pouvoir,13
plus,plus,60
avancer,avancer,14
/.,/.,P
je,je,51
la,le,52
prenais,prendre,18
dans,dans,81
mes,mon,73
bras,bras,21
/.,/.,P
-,-,p
allons,aller,17
",",",",p
madame,madame,22
",",",",p
lui,lui,51
disais,dire,18
je,je,51
en,en,81
riant,rire,13
",",",",p
vous,vous,51
êtes,être,17
un,un,71
joli,joli,30
petit,petit,30
montagnard,montagnard,21
brave,brave,30
et,et,82
alerte,alerte,30
;,;,p
mais,mais,82
vous,vous,51
écorchez,écorcher,17
vos,votre,73
mains,main,22
blanches,blanc,30
",",",",p
et,et,82
",",",",p
malgré,malgré,81
vos,votre,73
gros,gros,30
souliers,soulier,21
ferrés,ferré,31
",",",",p
votre,votre,73
bâton,bâton,21
et,et,82
votre,votre,73
air,air,21
martial,martial,30
",",",",p
je,je,51
vois,voir,17
qu',que,83
il,il,51
faut,falloir,17
vous,vous,51
emporter,emporter,14
/.,/.,P
nous,nous,51
arrivâmes,arriver,19
tout,tout,60
essoufflés,essoufflé,31
;,;,p
j',je,51
avais,avoir,18
autour,autour,60
du,de,81
du,le,71
corps,corps,21
une,un,71
courroie,courroie,22
",",",",p
et,et,82
je,je,51
portais,porter,18
de,de,81
quoi,quoi,52
boire,boire,14
dans,dans,81
une,un,71
bouteille,bouteille,22
d',de,81
osier,osier,21
;,;,p
lorsque,lorsque,83
nous,nous,51
fûmes,être,19
sur,sur,81
la,le,71
roche,roche,22
",",",",p
ma,mon,73
chère,cher,30
Brigitte,Brigitte,20
me,je,51
demanda,demander,19
ma,mon,73
bouteille,bouteille,22
;,;,p
je,je,51
l',le,52
avais,avoir,18
perdue,perdre,12
",",",",p
aussi,aussi,60
bien,bien,60
qu',que,83
un,un,71
briquet,briquet,21
qui,qui,52
nous,nous,51
servait,servir,18
à,à,81
un,un,71
autre,autre,75
usage,usage,21
:,:,p
c',ce,52
était,être,18
à,à,81
lire,lire,14
les,le,71
noms,nom,21
des,de,81
des,le,71
routes,route,22
écrits,écrit,31
sur,sur,81
les,le,71
poteaux,poteau,21
",",",",p
quand,quand,83
nous,nous,51
nous,nous,51
étions,être,18
égarés,égarer,12
",",",",p
ce,ce,52
qui,qui,52
arrivait,arriver,18
continuellement,continuellement,60
/.,/.,P
je,je,51
grimpais,grimper,18
alors,alors,60
aux,à,81
aux,le,71
poteaux,poteau,21
",",",",p
et,et,82
il,il,51
s',se,51
agissait,agir,18
d',de,81
allumer,allumer,14
le,le,71
briquet,briquet,21
assez,assez,60
à,à,81
propos,propos,21
pour,pour,81
saisir,saisir,14
au,à,81
au,le,71
passage,passage,21
les,le,71
lettres,lettre,22
à,à,81
demi,demi,30
effacées,effacé,31
:,:,p
tout,tout,75
cela,cela,52
follement,follement,60
",",",",p
comme,comme,83
deux,deux,72
/.,/.,P
