11953
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-septième extrait>,<>,<>
de,de,81
l',le,71
argent,argent,21
par,par,81
tous,tout,75
les,le,71
moyens,moyen,21
possibles,possible,30
/.,/.,P
comme,comme,83
ils,ils,51
ne,ne,60
savaient,savoir,18
rien,rien,52
que,que,52
les,le,71
scandales,scandale,21
de,de,81
la,le,71
veille,veille,22
",",",",p
les,le,71
échos,écho,21
des,de,81
des,le,71
alcôves,alcôve,22
et,et,82
des,de,81
des,le,71
écuries,écurie,22
",",",",p
les,le,71
duels,duel,21
et,et,82
les,le,71
histoires,histoire,22
de,de,81
jeux,jeu,21
",",",",p
tout,tout,75
l',le,71
horizon,horizon,21
de,de,81
leur,leur,73
pensée,pensée,22
était,être,18
fermé,fermer,12
par,par,81
ces,ce,74
murailles,muraille,22
/.,/.,P
ils,ils,51
avaient,avoir,18
eu,avoir,12
toutes,tout,75
les,le,71
femmes,femme,22
cotées,coté,31
sur,sur,81
le,le,71
marché,marché,21
galant,galant,30
",",",",p
se,se,51
les,le,52
étaient,être,18
passées,passer,12
",",",",p
se,se,51
les,le,52
étaient,être,18
cédées,céder,12
",",",",p
se,se,51
les,le,52
étaient,être,18
prêtées,prêter,12
",",",",p
et,et,82
causaient,causer,18
entre,entre,81
eux,ils,51
de,de,81
leurs,leur,73
mérites,mérite,21
amoureux,amoureux,30
comme,comme,83
des,de,81
des,le,71
qualités,qualité,22
d',de,81
un,un,71
cheval,cheval,21
de,de,81
courses,course,22
/.,/.,P
ils,ils,51
fréquentaient,fréquenter,18
aussi,aussi,60
le,le,71
monde,monde,21
bruyant,bruyant,30
et,et,82
titré,titré,31
dont,dont,52
on,on,51
parle,parler,17
",",",",p
et,et,82
dont,dont,52
les,le,71
femmes,femme,22
",",",",p
presque,presque,60
toutes,tout,52
",",",",p
entretenaient,entretenir,18
des,de,81
des,le,71
liaisons,liaison,22
connues,connu,31
",",",",p
sous,sous,81
l',le,71
oeil,oeil,21
indiffèrent,indifférer,17
",",",",p
ou,ou,82
détourné,détourné,31
",",",",p
ou,ou,82
fermé,fermé,31
",",",",p
ou,ou,82
peu,peu,60
clairvoyant,clairvoyant,30
du,de,81
du,le,71
mari,mari,21
;,;,p
et,et,82
ils,ils,51
les,le,52
jugeaient,juger,18
",",",",p
ces,ce,74
femmes,femme,22
",",",",p
comme,comme,83
les,le,71
autres,autre,52
",",",",p
les,le,52
confondaient,confondre,18
dans,dans,81
leur,leur,73
estime,estime,22
",",",",p
tout,tout,60
en,en,81
établissant,établir,13
une,un,71
légère,léger,30
différence,différence,22
due,dû,31
à,à,81
la,le,71
naissance,naissance,22
et,et,82
au,à,81
au,le,71
rang,rang,21
social,social,30
/.,/.,P
à,à,81
force,force,22
d',de,81
employer,employer,14
des,de,81
des,le,71
ruses,ruse,22
pour,pour,81
trouver,trouver,14
l',le,71
argent,argent,21
nécessaire,nécessaire,30
à,à,81
leur,leur,73
vie,vie,22
",",",",p
de,de,81
tromper,tromper,14
les,le,71
usuriers,usurier,21
",",",",p
d',de,81
emprunter,emprunter,14
de,de,81
tous,tout,75
côtés,côté,21
",",",",p
d',de,81
éconduire,éconduire,14
les,le,71
fournisseurs,fournisseur,21
",",",",p
de,de,81
rire,rire,14
au,à,81
au,le,71
nez,nez,21
du,de,81
du,le,71
tailleur,tailleur,21
apportant,apporter,13
tous,tout,75
les,le,71
six,six,72
mois,mois,21
une,un,71
note,note,22
grossie,grossi,31
de,de,81
trois,trois,72
mille,mille,72
francs,franc,21
",",",",p
d',de,81
entendre,entendre,14
les,le,71
filles,fille,22
conter,conter,14
leurs,leur,73
roueries,rouerie,22
de,de,81
femelles,femelle,22
avides,avide,30
",",",",p
de,de,81
voir,voir,14
tricher,tricher,14
dans,dans,81
les,le,71
cercles,cercle,21
",",",",p
de,de,81
se,se,51
savoir,savoir,14
",",",",p
de,de,81
se,se,51
sentir,sentir,14
volés,volé,31
eux-mêmes,eux-mêmes,51
par,par,81
tout,tout,75
le,le,71
monde,monde,21
",",",",p
par,par,81
les,le,71
domestiques,domestique,21
",",",",p
les,le,71
marchands,marchand,21
",",",",p
les,le,71
grands,grand,30
restaurateurs,restaurateur,21
et,et,82
autres,autre,52
",",",",p
de,de,81
connaître,connaître,14
et,et,82
de,de,81
mettre,mettre,14
la,le,71
main,main,22
dans,dans,81
certains,certain,75
tripotages,tripotage,21
de,de,81
bourse,bourse,22
ou,ou,82
d',de,81
affaires,affaire,22
louches,louche,30
pour,pour,81
en,en,52
tirer,tirer,14
quelques,quelque,75
louis,louis,21
",",",",p
leur,leur,73
sens,sens,21
moral,moral,30
s',se,51
était,être,18
émoussé,émousser,12
",",",",p
s',se,51
était,être,18
usé,user,12
",",",",p
et,et,82
leur,leur,73
seul,seul,30
point,point,21
d',de,81
honneur,honneur,21
consistait,consister,18
à,à,81
se,se,51
battre,battre,14
en,en,81
duel,duel,21
dès,dès,81
qu',que,83
ils,ils,51
se,se,51
sentaient,sentir,18
soupçonnés,soupçonné,31
de,de,81
toutes,tout,75
les,le,71
choses,chose,22
dont,dont,52
ils,ils,51
étaient,être,18
capables,capable,30
ou,ou,82
coupables,coupable,30
/.,/.,P
tous,tout,52
",",",",p
ou,ou,82
presque,presque,60
tous,tout,52
devaient,devoir,18
finir,finir,14
",",",",p
au,à,81
au,le,71
bout,bout,21
de,de,81
quelques,quelque,75
ans,an,21
de,de,81
cette,ce,74
existence,existence,22
",",",",p
par,par,81
un,un,71
mariage,mariage,21
riche,riche,30
",",",",p
ou,ou,82
par,par,81
un,un,71
scandale,scandale,21
",",",",p
ou,ou,82
par,par,81
un,un,71
suicide,suicide,21
",",",",p
ou,ou,82
par,par,81
une,un,71
disparition,disparition,22
mystérieuse,mystérieux,30
",",",",p
aussi,aussi,60
complète,complet,30
que,que,83
la,le,71
mort,mort,22
/.,/.,P
mais,mais,82
ils,ils,51
comptaient,compter,18
sur,sur,81
le,le,71
mariage,mariage,21
riche,riche,30
/.,/.,P
les,le,71
uns,un,52
espéraient,espérer,18
en,en,81
leur,leur,73
famille,famille,22
pour,pour,81
le,le,52
leur,leur,52
procurer,procurer,14
",",",",p
les,le,71
autres,autre,52
cherchaient,chercher,18
eux-mêmes,eux-mêmes,51
sans,sans,81
qu',que,83
il,il,51
y,y,52
parût,paraître,18
",",",",p
et,et,82
avaient,avoir,18
des,de,81
des,le,71
listes,liste,22
d',de,81
héritières,héritière,22
comme,comme,83
on,on,51
a,avoir,17
des,de,81
des,le,71
listes,liste,22
de,de,81
maisons,maison,22
à,à,81
vendre,vendre,14
/.,/.,P
ils,ils,51
épiaient,épier,18
surtout,surtout,60
les,le,71
exotiques,exotique,30
",",",",p
les,le,71
Américaines,Américain,20
du,de,81
du,le,71
nord,nord,21
et,et,82
du,de,81
du,le,71
sud,sud,21
qu',que,83
ils,ils,51
éblouiraient,éblouir,16
par,par,81
leur,leur,73
chic,chic,21
",",",",p
par,par,81
leur,leur,73
renom,renom,21
de,de,81
viveurs,viveur,21
",",",",p
par,par,81
le,le,71
bruit,bruit,21
de,de,81
leurs,leur,73
succès,succès,21
et,et,82
l',le,71
élégance,élégance,22
de,de,81
leur,leur,73
personne,personne,22
/.,/.,P
et,et,82
leurs,leur,73
fournisseurs,fournisseur,21
aussi,aussi,60
comptaient,compter,18
sur,sur,81
le,le,71
mariage,mariage,21
riche,riche,30
/.,/.,P
mais,mais,82
cette,ce,74
chasse,chasse,22
à,à,81
la,le,71
fille,fille,22
bien,bien,60
dotée,doté,31
pouvait,pouvoir,18
être,être,14
longue,long,30
/.,/.,P
en,en,81
tout,tout,75
cas,cas,21
",",",",p
elle,il,51
exigeait,exiger,18
des,de,81
des,le,71
recherches,recherche,22
",",",",p
du,de,81
du,le,71
travail,travail,21
de,de,81
séduction,séduction,22
",",",",p
des,de,81
des,le,71
fatigues,fatigue,22
",",",",p
des,de,81
des,le,71
visites,visite,22
",",",",p
toute,tout,75
une,un,71
mise,mise,22
en,en,81
oeuvre,oeuvre,22
d',de,81
énergie,énergie,22
dont,dont,52
Gontran,Gontran,20
",",",",p
insouciant,insouciant,30
par,par,81
nature,nature,22
",",",",p
demeurait,demeurer,18
tout,tout,60
à,à,81
fait,fait,21
incapable,incapable,30
/.,/.,P
depuis,depuis,81
longtemps,longtemps,60
",",",",p
il,il,51
se,se,51
disait,dire,18
",",",",p
sentant,sentir,13
chaque,chaque,75
jour,jour,21
davantage,davantage,60
les,le,71
souffrances,souffrance,22
du,de,81
du,le,71
manque,manque,21
d',de,81
argent,argent,21
:,:,p
“,“,p
il,il,51
faut,falloir,17
pourtant,pourtant,60
que,que,83
j',je,51
avise,aviser,17
/.,/.,P
“,“,p
mais,mais,82
il,il,51
n',ne,60
avisait,aviser,18
pas,pas,60
",",",",p
et,et,82
ne,ne,60
trouvait,trouver,18
rien,rien,52
/.,/.,P
il,il,51
en,en,52
était,être,18
réduit,réduire,12
à,à,81
la,le,71
poursuite,poursuite,22
ingénieuse,ingénieux,30
de,de,81
la,le,71
petite,petit,30
somme,somme,22
",",",",p
à,à,81
tous,tout,75
les,le,71
procédés,procédé,21
douteux,douteux,30
des,de,81
des,le,71
gens,gens,21
à,à,81
bout,bout,21
de,de,81
ressources,ressource,22
",",",",p
et,et,82
",",",",p
pour,pour,81
finir,finir,14
",",",",p
aux,à,81
aux,le,71
longs,long,30
séjours,séjour,21
dans,dans,81
la,le,71
famille,famille,22
",",",",p
quand,quand,83
Andermatt,Andermatt,20
lui,lui,51
avait,avoir,18
tout,tout,60
à,à,81
coup,coup,21
suggéré,suggérer,12
l',le,71
idée,idée,22
d',de,81
épouser,épouser,14
une,un,52
des,de,81
des,le,71
jeunes,jeune,30
Oriol,Oriol,20
/.,/.,P
il,il,51
s',se,51
était,être,18
tu,taire,12
d'abord,d'abord,60
",",",",p
par,par,81
prudence,prudence,22
",",",",p
bien,bien,60
que,que,83
la,le,71
jeune,jeune,30
fille,fille,22
lui,lui,51
parût,paraître,18
",",",",p
à,à,81
première,premier,72
vue,vue,22
",",",",p
trop,trop,60
au-dessous,au-dessous,60
de,de,81
lui,lui,51
pour,pour,81
consentir,consentir,14
à,à,81
cette,ce,74
mésalliance,mésalliance,22
/.,/.,P
mais,mais,82
quelques,quelque,75
minutes,minute,22
de,de,81
réflexion,réflexion,22
avaient,avoir,18
bien,bien,60
vite,vite,60
modifié,modifier,12
son,son,73
avis,avis,21
",",",",p
et,et,82
il,il,51
s',se,51
était,être,18
aussitôt,aussitôt,60
décidé,décider,12
à,à,81
faire,faire,14
sa,son,73
cour,cour,22
en,en,81
plaisantant,plaisanter,13
",",",",p
une,un,71
cour,cour,22
de,de,81
ville,ville,22
d',de,81
eaux,eau,22
",",",",p
qui,qui,52
ne,ne,60
le,le,52
compromettrait,compromettre,16
pas,pas,60
et,et,82
lui,lui,51
permettrait,permettre,16
de,de,81
reculer,reculer,14
/.,/.,P
connaissant,connaître,13
admirablement,admirablement,60
son,son,73
beau-frère,beau-frère,21
",",",",p
il,il,51
savait,savoir,18
que,que,83
cette,ce,74
proposition,proposition,22
avait,avoir,18
dû,devoir,12
être,être,14
longuement,longuement,60
réfléchie,réfléchir,12
",",",",p
pesée,peser,12
et,et,82
préparée,préparer,12
par,par,81
lui,lui,51
",",",",p
que,que,83
dans,dans,81
sa,son,73
bouche,bouche,22
elle,il,51
valait,valoir,18
un,un,71
gros,gros,30
prix,prix,21
difficile,difficile,30
à,à,81
trouver,trouver,14
ailleurs,ailleurs,60
/.,/.,P
nulle,nul,75
peine,peine,22
à,à,81
prendre,prendre,14
en,en,81
outre,outre,81
",",",",p
se,se,51
baisser,baisser,14
et,et,82
ramasser,ramasser,14
une,un,71
jolie,joli,30
fille,fille,22
",",",",p
car,car,82
la,le,71
cadette,cadette,22
lui,lui,51
plaisait,plaire,18
beaucoup,beaucoup,60
",",",",p
et,et,82
il,il,51
s',se,51
était,être,18
dit,dire,12
souvent,souvent,60
qu',que,83
elle,il,51
pourrait,pouvoir,16
être,être,14
fort,fort,60
agréable,agréable,30
à,à,81
rencontrer,rencontrer,14
plus,plus,60
tard,tard,60
/.,/.,P
il,il,51
avait,avoir,18
donc,donc,82
choisi,choisir,12
Charlotte,Charlotte,20
Oriol,Oriol,20
",",",",p
et,et,82
",",",",p
en,en,81
peu,peu,60
de,de,81
temps,temps,21
",",",",p
l',le,52
avait,avoir,18
amenée,amener,12
au,à,81
au,le,71
point,point,21
nécessaire,nécessaire,30
pour,pour,81
qu',que,83
une,un,71
demande,demande,22
régulière,régulier,30
pût,pouvoir,18
être,être,14
faite,faire,12
/.,/.,P
or,or,82
",",",",p
le,le,71
père,père,21
donnant,donnant,30
à,à,81
son,son,73
autre,autre,75
fille,fille,22
la,le,71
dot,dot,22
convoitée,convoité,31
par,par,81
Andermatt,Andermatt,20
",",",",p
Gontran,Gontran,20
avait,avoir,18
dû,devoir,12
ou,ou,82
renoncer,renoncer,14
à,à,81
ce,ce,74
mariage,mariage,21
",",",",p
ou,ou,82
se,se,51
retourner,retourner,14
vers,vers,81
l',le,71
aînée,aînée,22
/.,/.,P
son,son,73
mécontentement,mécontentement,21
avait,avoir,18
été,être,12
vif,vif,30
",",",",p
et,et,82
il,il,51
avait,avoir,18
songé,songer,12
",",",",p
dans,dans,81
les,le,71
premiers,premier,72
moments,moment,21
",",",",p
à,à,81
envoyer,envoyer,14
au,à,81
au,le,71
diable,diable,21
son,son,73
beau-frère,beau-frère,21
et,et,82
à,à,81
rester,rester,14
garçon,garçon,21
jusqu',jusque,81
à,à,81
nouvelle,nouveau,30
occasion,occasion,22
/.,/.,P
mais,mais,82
il,il,51
se,se,51
trouvait,trouver,18
justement,justement,60
alors,alors,60
tout,tout,60
à,à,81
fait,fait,21
à,à,81
sec,sec,30
",",",",p
tellement,tellement,60
à,à,81
sec,sec,30
qu',que,83
il,il,51
avait,avoir,18
dû,devoir,12
demander,demander,14
",",",",p
pour,pour,81
sa,son,73
partie,partie,22
du,de,81
du,le,71
casino,casino,21
",",",",p
vingt,vingt,72
cinq,cinq,72
louis,louis,21
à,à,81
Paul,Paul,20
",",",",p
après,après,81
beaucoup,beaucoup,60
d',de,81
autres,autre,52
",",",",p
jamais,jamais,60
rendus,rendu,31
/.,/.,P
et,et,82
puis,puis,60
",",",",p
il,il,51
faudrait,falloir,16
la,le,52
chercher,chercher,14
",",",",p
cette,ce,74
femme,femme,22
",",",",p
la,le,52
trouver,trouver,14
",",",",p
la,le,52
séduire,séduire,14
/.,/.,P
il,il,51
aurait,avoir,16
peut-être,peut-être,60
à,à,81
lutter,lutter,14
contre,contre,81
une,un,71
famille,famille,22
hostile,hostile,30
",",",",p
tandis que,tandis que,83
",",",",p
sans,sans,81
changer,changer,14
de,de,81
place,place,22
",",",",p
avec,avec,81
quelques,quelque,75
jours,jour,21
de,de,81
soins,soin,21
et,et,82
de,de,81
galanterie,galanterie,22
",",",",p
il,il,51
prendrait,prendre,16
l',le,71
aînée,aînée,22
des,de,81
des,le,71
Oriol,Oriol,20
comme,comme,83
il,il,51
avait,avoir,18
su,savoir,12
conquérir,conquérir,14
la,le,71
cadette,cadette,22
/.,/.,P
il,il,51
s',se,51
assurait,assurer,18
ainsi,ainsi,60
dans,dans,81
son,son,73
beau-frère,beau-frère,21
un,un,71
banquier,banquier,21
qu',que,83
il,il,51
rendrait,rendre,16
toujours,toujours,60
responsable,responsable,30
",",",",p
à,à,81
qui,qui,52
il,il,51
pourrait,pouvoir,16
faire,faire,14
d',de,81
éternels,éternel,30
reproches,reproche,21
",",",",p
et,et,82
dont,dont,52
la,le,71
caisse,caisse,22
lui,lui,51
resterait,rester,16
ouverte,ouvert,31
/.,/.,P
quant,quand,83
à,à,81
sa,son,73
femme,femme,22
",",",",p
il,il,51
la,le,52
conduirait,conduire,16
à,à,81
Paris,Paris,20
",",",",p
en,en,81
la,le,52
présentant,présenter,13
comme,comme,83
la,le,71
fille,fille,22
de,de,81
l',le,71
associé,associé,21
d',de,81
Andermatt,Andermatt,20
/.,/.,P
elle,il,51
portait,porter,18
d',de,81
ailleurs,ailleurs,60
le,le,71
nom,nom,21
de,de,81
la,le,71
ville,ville,22
d',de,81
eaux,eau,22
",",",",p
où,où,60
il,il,51
ne,ne,60
la,le,52
ramènerait,ramener,16
jamais,jamais,60
!,!,p
jamais,jamais,60
!,!,p
jamais,jamais,60
!,!,p
en,en,81
vertu,vertu,22
de,de,81
ce,ce,74
principe,principe,21
que,que,52
les,le,71
fleuves,fleuve,21
ne,ne,60
remontent,remonter,17
pas,pas,60
à,à,81
leur,leur,73
source,source,22
/.,/.,P
elle,il,51
était,être,18
bien,bien,60
de,de,81
figure,figure,22
et,et,82
de,de,81
tournure,tournure,22
",",",",p
assez,assez,60
distinguée,distingué,31
pour,pour,81
le,le,71
devenir,devenir,21
tout,tout,60
à,à,81
fait,fait,21
",",",",p
assez,assez,60
intelligente,intelligent,30
pour,pour,81
comprendre,comprendre,14
le,le,71
monde,monde,21
",",",",p
pour,pour,81
s',se,51
y,y,52
tenir,tenir,14
",",",",p
y,y,52
faire,faire,14
figure,figure,22
",",",",p
même,même,60
lui,lui,51
faire,faire,14
honneur,honneur,21
/.,/.,P
on,on,51
dirait,dire,16
:,:,p
“,“,p
ce,ce,74
farceur,farceur,21
là,là,60
a,avoir,17
épousé,épouser,12
une,un,71
belle,beau,30
fille,fille,22
dont,dont,52
il,il,51
a,avoir,17
l',le,71
air,air,21
de,de,81
se,se,51
moquer,moquer,14
pas,pas,60
mal,mal,60
“,“,p
",",",",p
et,et,82
il,il,51
s',se,51
en,en,52
moquerait,moquer,16
pas,pas,60
mal,mal,60
",",",",p
en,en,81
effet,effet,21
",",",",p
car,car,82
il,il,51
comptait,compter,18
reprendre,reprendre,14
à,à,81
côté,côté,21
d',de,81
elle,il,51
sa,son,73
vie,vie,22
de,de,81
garçon,garçon,21
",",",",p
avec,avec,81
de,de,81
l',le,71
argent,argent,21
dans,dans,81
ses,son,73
poches,poche,22
/.,/.,P
il,il,51
s',se,51
était,être,18
donc,donc,82
retourné,retourner,12
vers,vers,81
Louise,Louise,20
Oriol,Oriol,20
",",",",p
et,et,82
",",",",p
profitant,profiter,13
sans,sans,81
le,le,52
savoir,savoir,14
de,de,81
la,le,71
jalousie,jalousie,22
éveillée,éveillé,31
dans,dans,81
le,le,71
coeur,coeur,21
ombrageux,ombrageux,30
de,de,81
la,le,71
jeune,jeune,30
fille,fille,22
",",",",p
avait,avoir,18
excité,exciter,12
en,en,81
elle,il,51
une,un,71
coquetterie,coquetterie,22
encore,encore,60
endormie,endormi,31
",",",",p
et,et,82
un,un,71
désir,désir,21
vague,vaguer,17
de,de,81
prendre,prendre,14
à,à,81
sa,son,73
soeur,soeur,22
ce,ce,74
bel,beau,30
amoureux,amoureux,21
qu',que,52
on,on,51
appelait,appeler,18
:,:,p
“,“,p
monsieur,monsieur,21
le,le,71
Comte,Comte,20
“,“,p
/.,/.,P
elle,il,51
ne,ne,60
s',se,51
était,être,18
point,point,60
dit,dire,12
cela,cela,52
",",",",p
elle,il,51
n',ne,60
avait,avoir,18
ni,ni,82
réfléchi,réfléchir,12
",",",",p
ni,ni,82
combiné,combiner,12
",",",",p
surprise,surpris,31
par,par,81
sa,son,73
rencontre,rencontre,22
et,et,82
par,par,81
leur,leur,73
enlèvement,enlèvement,21
/.,/.,P
mais,mais,82
en,en,81
le,le,52
voyant,voir,13
empressé,empressé,31
et,et,82
galant,galant,30
",",",",p
elle,il,51
avait,avoir,18
senti,sentir,12
",",",",p
à,à,81
son,son,73
allure,allure,22
",",",",p
à,à,81
ses,son,73
regards,regard,21
",",",",p
à,à,81
toute,tout,75
son,son,73
attitude,attitude,22
",",",",p
qu',que,52
il,il,51
n',ne,60
était,être,18
point,point,60
amoureux,amoureux,30
de,de,81
Charlotte,Charlotte,20
",",",",p
et,et,82
",",",",p
sans,sans,81
chercher,chercher,14
à,à,81
voir,voir,14
plus,plus,60
loin,loin,60
",",",",p
elle,il,51
se,se,51
sentait,sentir,18
heureuse,heureux,30
",",",",p
joyeuse,joyeux,30
",",",",p
presque,presque,60
victorieuse,victorieux,30
en,en,81
/.,/.,P
