12334
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-deuxième extrait>,<>,<>
reprit,reprendre,19
il,il,51
/.,/.,P
Cisy,Cisy,20
le,le,52
tirait,tirer,18
par,par,81
la,le,71
manche,manche,22
",",",",p
ils,ils,51
sortirent,sortir,19
;,;,p
et,et,82
",",",",p
à,à,81
peine,peine,22
disparu,disparu,31
",",",",p
mademoiselle,mademoiselle,22
Vatnaz,Vatnaz,20
commença,commencer,19
l',le,71
éloge,éloge,21
de,de,81
son,son,73
caractère,caractère,21
/.,/.,P
elle,il,51
ajouta,ajouter,19
même,même,60
qu',que,83
il,il,51
avait,avoir,18
le,le,71
génie,génie,21
du,de,81
du,le,71
coeur,coeur,21
/.,/.,P
puis,puis,60
on,on,51
causa,causer,19
de,de,81
Delmas,Delmas,20
",",",",p
qui,qui,52
pourrait,pouvoir,16
",",",",p
comme,comme,83
mime,mime,21
",",",",p
avoir,avoir,14
des,de,81
des,le,71
succès,succès,21
au,à,81
au,le,71
théâtre,théâtre,21
;,;,p
et,et,82
il,il,51
s',se,51
ensuivit,ensuivre,19
une,un,71
discussion,discussion,22
",",",",p
où,où,60
l',l',94
on,on,51
mêla,mêler,19
Shakespeare,Shakespeare,20
",",",",p
la,le,71
censure,censure,22
",",",",p
le,le,71
style,style,21
",",",",p
le,le,71
peuple,peuple,21
",",",",p
les,le,71
recettes,recette,22
de,de,81
la,le,71
porte,porte,22
Saint-Martin,Saint-Martin,20
",",",",p
Alexandre,Alexandre,20
Dumas,Dumas,20
",",",",p
Victor,Victor,20
Hugo,Hugo,20
et,et,82
Dumersan,Dumersan,20
/.,/.,P
Arnoux,Arnoux,20
avait,avoir,18
connu,connaître,12
plusieurs,plusieurs,75
actrices,actrice,22
célèbres,célèbre,30
;,;,p
les,le,71
jeunes,jeune,30
gens,gens,21
se,se,51
penchaient,pencher,18
pour,pour,81
l',le,52
écouter,écouter,14
/.,/.,P
mais,mais,82
ses,son,73
paroles,parole,22
étaient,être,18
couvertes,couvrir,12
par,par,81
le,le,71
tapage,tapage,21
de,de,81
la,le,71
musique,musique,22
;,;,p
et,et,82
",",",",p
sitôt,sitôt,60
le,le,71
quadrille,quadrille,21
ou,ou,82
la,le,71
polka,polka,22
terminés,terminé,31
",",",",p
tous,tout,52
s',se,51
abattaient,abattre,18
sur,sur,81
les,le,71
tables,table,22
",",",",p
appelaient,appeler,18
le,le,71
garçon,garçon,21
",",",",p
riaient,rire,18
;,;,p
les,le,71
bouteilles,bouteille,22
de,de,81
bière,bière,22
et,et,82
de,de,81
limonade,limonade,22
gazeuse,gazeux,30
détonaient,détoner,18
dans,dans,81
les,le,71
feuillages,feuillage,21
",",",",p
des,de,81
des,le,71
femmes,femme,22
criaient,crier,18
comme,comme,83
des,de,81
des,le,71
poules,poule,22
;,;,p
quelquefois,quelquefois,60
",",",",p
deux,deux,72
messieurs,monsieur,21
voulaient,vouloir,18
se,se,51
battre,battre,14
;,;,p
un,un,71
voleur,voleur,21
fut,être,19
arrêté,arrêter,12
/.,/.,P
au,à,81
au,le,71
galop,galop,21
",",",",p
les,le,71
danseurs,danseur,21
envahirent,envahir,19
les,le,71
allées,allée,22
/.,/.,P
haletant,haleter,13
",",",",p
souriants,souriant,30
",",",",p
et,et,82
la,le,71
face,face,22
rouge,rouge,30
",",",",p
ils,ils,51
défilaient,défiler,18
dans,dans,81
un,un,71
tourbillon,tourbillon,21
qui,qui,52
soulevait,soulever,18
les,le,71
robes,robe,22
avec,avec,81
les,le,71
basques,basque,22
des,de,81
des,le,71
habits,habit,21
;,;,p
les,le,71
trombones,trombone,21
rugissaient,rugir,18
plus,plus,60
fort,fort,60
;,;,p
le,le,71
rythme,rythme,21
s',se,51
accélérait,accélérer,18
;,;,p
derrière,derrière,81
le,le,71
cloître,cloître,21
moyen-âge,moyen-âge,21
",",",",p
on,on,51
entendit,entendre,19
des,de,81
des,le,71
crépitations,crépitations,22
",",",",p
des,de,81
des,le,71
pétards,pétard,21
éclatèrent,éclater,19
;,;,p
des,de,81
des,le,71
soleils,soleil,21
se,se,51
mirent,mettre,19
à,à,81
tourner,tourner,14
;,;,p
la,le,71
lueur,lueur,22
des,de,81
des,le,71
feux,feu,21
de,de,81
Bengale,Bengale,20
",",",",p
couleur,couleur,22
d',de,81
émeraude,émeraude,22
",",",",p
éclaira,éclairer,19
pendant,pendant,81
une,un,71
minute,minute,22
tout,tout,75
le,le,71
jardin,jardin,21
;,;,p
-,-,p
et,et,82
",",",",p
à,à,81
la,le,71
dernière,dernier,30
fusée,fusée,22
",",",",p
la,le,71
multitude,multitude,22
exhala,exhaler,19
un,un,71
grand,grand,30
soupir,soupir,21
/.,/.,P
elle,il,51
s',se,51
écoula,écouler,19
lentement,lentement,60
/.,/.,P
un,un,71
nuage,nuage,21
de,de,81
poudre,poudre,22
à,à,81
canon,canon,21
flottait,flotter,18
dans,dans,81
l',le,71
air,air,21
/.,/.,P
Frédéric,Frédéric,20
et,et,82
Deslauriers,Deslauriers,20
marchaient,marcher,18
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
foule,foule,22
pas,pas,21
à,à,81
pas,pas,21
",",",",p
quand,quand,83
un,un,71
spectacle,spectacle,21
les,le,52
arrêta,arrêter,19
:,:,p
Martinon,Martinon,20
se,se,51
faisait,faire,18
rendre,rendre,14
de,de,81
la,le,71
monnaie,monnaie,22
au,à,81
au,le,71
dépôt,dépôt,21
des,de,81
des,le,71
parapluies,parapluie,21
;,;,p
et,et,82
il,il,51
accompagnait,accompagner,18
une,un,71
femme,femme,22
d',de,81
une,un,71
cinquantaine,cinquantaine,22
d',de,81
années,année,22
",",",",p
laide,laid,30
",",",",p
magnifiquement,magnifiquement,60
vêtue,vêtu,31
",",",",p
et,et,82
d',de,81
un,un,71
rang,rang,21
social,social,30
problématique,problématique,30
/.,/.,P
-,-,p
“,“,p
ce,ce,74
gaillard,gaillard,21
là,là,60
“,“,p
",",",",p
dit,dire,19
Deslauriers,Deslauriers,20
",",",",p
“,“,p
est,être,17
moins,moins,60
simple,simple,30
qu',que,83
on,on,51
ne,ne,60
suppose,supposer,17
/.,/.,P
mais,mais,82
où,où,60
est,être,17
donc,donc,82
Cisy,Cisy,20
?,?,p
“,“,p
Dussardier,Dussardier,20
leur,leur,52
montra,montrer,19
l',le,71
estaminet,estaminet,21
",",",",p
où,où,60
ils,ils,51
aperçurent,apercevoir,19
le,le,71
fils,fils,21
des,de,81
des,le,71
preux,preux,30
",",",",p
devant,devant,81
un,un,71
bol,bol,21
de,de,81
punch,punch,21
",",",",p
en,en,81
compagnie,compagnie,22
d',de,81
un,un,71
chapeau,chapeau,21
rose,rose,30
/.,/.,P
Hussonnet,Hussonnet,20
",",",",p
qui,qui,52
s',se,51
était,être,18
absenté,absenter,12
depuis,depuis,81
cinq,cinq,72
minutes,minute,22
",",",",p
reparut,reparaître,19
au,à,81
au,le,71
même,même,75
moment,moment,21
/.,/.,P
une,un,71
jeune,jeune,30
fille,fille,22
s',se,51
appuyait,appuyer,18
sur,sur,81
son,son,73
bras,bras,21
",",",",p
en,en,81
l',le,52
appelant,appeler,13
tout,tout,60
haut,haut,60
“,“,p
mon,mon,73
petit,petit,30
chat,chat,21
“,“,p
/.,/.,P
-,-,p
“,“,p
mais,mais,82
non,non,60
!,!,p
“,“,p
lui,lui,51
disait,dire,18
il,il,51
/.,/.,P
“,“,p
non,non,60
!,!,p
pas,pas,60
en,en,81
public,public,21
/!,/!,P
appelle,appeler,17
moi,moi,51
vicomte,vicomte,21
",",",",p
plutôt,plutôt,60
/!,/!,P
ça,ça,52
vous,vous,51
donne,donner,17
un,un,71
genre,genre,21
cavalier,cavalier,30
;,;,p
Louis XIII,Louis XIII,20
et,et,82
bottes,botte,22
molles,mou,30
",",",",p
qui,qui,52
me,je,51
plaît,plaire,17
/!,/!,P
oui,oui,60
",",",",p
mes,mon,73
bons,bon,21
",",",",p
une,un,71
ancienne,ancien,30
/!,/!,P
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
qu',que,83
elle,il,51
est,être,17
gentille,gentil,30
?,?,p
“,“,p
-,-,p
il,il,51
lui,lui,51
prenait,prendre,18
le,le,71
menton,menton,21
/.,/.,P
-,-,p
“,“,p
salue,saluer,17
ces,ce,74
messieurs,monsieur,21
!,!,p
ce,ce,52
sont,être,17
tous,tout,75
des,de,81
des,le,71
fils,fils,21
de,de,81
pairs,pair,21
de,de,81
France,France,20
!,!,p
je,je,51
les,le,52
fréquente,fréquenter,17
pour,pour,81
qu',que,83
ils,ils,51
me,je,51
nomment,nommer,17
ambassadeur,ambassadeur,21
!,!,p
“,“,p
-,-,p
“,“,p
comme,comme,83
vous,vous,51
êtes,être,17
fou,fou,30
!,!,p
“,“,p
soupira,soupirer,19
mademoiselle,mademoiselle,22
Vatnaz,Vatnaz,20
/.,/.,P
elle,il,51
pria,prier,19
Dussardier,Dussardier,20
de,de,81
la,le,52
reconduire,reconduire,14
jusqu',jusque,81
à,à,81
sa,son,73
porte,porte,22
/.,/.,P
Arnoux,Arnoux,20
les,le,52
regarda,regarder,19
s',se,51
éloigner,éloigner,14
",",",",p
puis,puis,60
",",",",p
se,se,51
tournant,tourner,13
vers,vers,81
Frédéric,Frédéric,20
:,:,p
-,-,p
“,“,p
vous,vous,51
plairait,plaire,16
elle,il,51
",",",",p
la,le,71
Vatnaz,Vatnaz,20
/?,/?,P
au,à,81
au,le,71
reste,reste,21
",",",",p
vous,vous,51
n',ne,60
êtes,être,17
pas,pas,60
franc,franc,30
là-dessus,là-dessus,60
/!,/!,P
je,je,51
crois,croire,17
que,que,83
vous,vous,51
cachez,cacher,17
vos,votre,73
amours,amour,21
?,?,p
“,“,p
Frédéric,Frédéric,20
",",",",p
devenu,devenu,31
blême,blême,30
",",",",p
jura,jurer,19
qu',que,83
il,il,51
ne,ne,60
cachait,cacher,18
rien,rien,52
/.,/.,P
-,-,p
“,“,p
c',ce,52
est,être,17
qu',que,83
on,on,51
ne,ne,60
vous,vous,51
connaît,connaître,17
pas,pas,60
de,de,81
maîtresse,maîtresse,22
“,“,p
",",",",p
reprit,reprendre,19
Arnoux,Arnoux,20
/.,/.,P
Frédéric,Frédéric,20
eut,avoir,19
envie,envie,22
de,de,81
citer,citer,14
un,un,71
nom,nom,21
",",",",p
au,à,81
au,le,71
hasard,hasard,21
/.,/.,P
mais,mais,82
l',le,71
histoire,histoire,22
pouvait,pouvoir,18
lui,lui,51
être,être,14
racontée,raconter,12
/.,/.,P
il,il,51
répondit,répondre,19
qu',que,83
effectivement,effectivement,60
",",",",p
il,il,51
n',ne,60
avait,avoir,18
pas,pas,60
de,de,81
maîtresse,maîtresse,22
/.,/.,P
le,le,71
marchand,marchand,21
l',le,52
en,en,52
blâma,blâmer,19
/.,/.,P
-,-,p
“,“,p
ce,ce,74
soir,soir,21
",",",",p
l',le,71
occasion,occasion,22
était,être,18
bonne,bon,30
/!,/!,P
pourquoi,pourquoi,60
n',ne,60
avez,avoir,17
vous,vous,51
pas,pas,60
fait,faire,12
comme,comme,83
les,le,71
autres,autre,52
",",",",p
qui,qui,52
s',se,51
en,en,52
vont,aller,17
tous,tout,52
avec,avec,81
une,un,71
femme,femme,22
?,?,p
“,“,p
-,-,p
“,“,p
eh,eh,93
bien,bien,60
",",",",p
et,et,82
vous,vous,51
?,?,p
“,“,p
dit,dire,19
Frédéric,Frédéric,20
",",",",p
impatienté,impatienté,31
d',de,81
une,un,71
telle,tel,75
persistance,persistance,22
/.,/.,P
-,-,p
“,“,p
ah,ah,93
!,!,p
moi,moi,51
!,!,p
mon,mon,73
petit,petit,21
!,!,p
c',ce,52
est,être,17
différent,différent,30
/!,/!,P
je,je,51
m',je,51
en,en,52
retourne,retourner,17
auprès,auprès,60
de,de,81
la,le,71
mienne,mien,52
!,!,p
“,“,p
il,il,51
appela,appeler,19
un,un,71
cabriolet,cabriolet,21
et,et,82
disparut,disparaître,19
/.,/.,P
les,le,71
deux,deux,72
amis,ami,21
s',se,51
en,en,52
allèrent,aller,19
à,à,81
pied,pied,21
/.,/.,P
un,un,71
vent,vent,21
d',de,81
est,est,21
soufflait,souffler,18
/.,/.,P
ils,ils,51
ne,ne,60
parlaient,parler,18
ni,ni,82
l',le,71
un,un,52
ni,ni,82
l',le,71
autre,autre,52
/.,/.,P
Deslauriers,Deslauriers,20
regrettait,regretter,18
de,de,81
n',ne,60
avoir,avoir,14
pas,pas,60
brillé,briller,12
devant,devant,81
le,le,71
directeur,directeur,21
d',de,81
un,un,71
journal,journal,21
",",",",p
et,et,82
Frédéric,Frédéric,20
s',se,51
enfonçait,enfoncer,18
dans,dans,81
sa,son,73
tristesse,tristesse,22
/.,/.,P
enfin,enfin,60
",",",",p
il,il,51
dit,dire,19
que,que,83
le,le,71
bastringue,bastringue,21
lui,lui,51
avait,avoir,18
paru,paraître,12
stupide,stupide,30
/.,/.,P
-,-,p
“,“,p
à,à,81
qui,qui,52
la,le,71
faute,faute,22
/?,/?,P
si,si,83
tu,tu,51
ne,ne,60
nous,nous,51
avais,avoir,18
pas,pas,60
lâchés,lâcher,12
pour,pour,81
ton,ton,73
Arnoux,Arnoux,20
!,!,p
“,“,p
-,-,p
“,“,p
bah,bah,93
!,!,p
tout,tout,52
ce,ce,52
que,que,52
j',je,51
aurais,avoir,16
pu,pouvoir,12
faire,faire,14
eût,avoir,19
été,être,12
complètement,complètement,60
inutile,inutile,30
!,!,p
“,“,p
mais,mais,82
le,le,71
clerc,clerc,21
avait,avoir,18
des,de,81
des,le,71
théories,théorie,22
/.,/.,P
il,il,51
suffisait,suffire,18
",",",",p
pour,pour,81
obtenir,obtenir,14
les,le,71
choses,chose,22
",",",",p
de,de,81
les,le,52
désirer,désirer,14
fortement,fortement,60
/.,/.,P
-,-,p
“,“,p
cependant,cependant,82
",",",",p
toi-même,toi-même,51
",",",",p
tout,tout,60
à,à,81
l',le,71
heure,heure,22
/…,/…,P
“,“,p
-,-,p
“,“,p
je,je,51
m',je,51
en,en,52
moquais,moquer,18
bien,bien,60
!,!,p
“,“,p
fit,faire,19
Deslauriers,Deslauriers,20
",",",",p
arrêtant,arrêter,13
net,net,60
l',le,71
allusion,allusion,22
/.,/.,P
“,“,p
est,être,17
ce,ce,52
que,que,83
je,je,51
vais,aller,17
m',je,51
empêtrer,empêtrer,14
de,de,81
femmes,femme,22
!,!,p
“,“,p
et,et,82
il,il,51
déclama,déclamer,19
contre,contre,81
leurs,leur,73
mièvreries,mièvrerie,22
",",",",p
leurs,leur,73
sottises,sottise,22
",",",",p
bref,bref,60
",",",",p
elles,ils,51
lui,lui,51
déplaisaient,déplaire,18
/.,/.,P
-,-,p
“,“,p
ne,ne,60
pose,poser,17
donc,donc,82
pas,pas,60
!,!,p
“,“,p
dit,dire,19
Frédéric,Frédéric,20
/.,/.,P
Deslauriers,Deslauriers,20
se,se,51
tut,taire,19
/.,/.,P
puis,puis,60
",",",",p
tout,tout,60
à,à,81
coup,coup,21
:,:,p
-,-,p
“,“,p
veux,vouloir,17
tu,tu,51
parier,parier,14
cent,cent,72
francs,franc,21
que,que,83
je,je,51
fais,faire,17
la,le,71
première,premier,72
qui,qui,52
passe,passer,17
?,?,p
“,“,p
-,-,p
“,“,p
oui,oui,60
!,!,p
accepté,accepté,31
!,!,p
“,“,p
la,le,71
première,premier,72
qui,qui,52
passa,passer,19
était,être,18
une,un,71
mendiante,mendiante,22
hideuse,hideux,30
;,;,p
et,et,82
ils,ils,51
désespéraient,désespérer,18
du,de,81
du,le,71
hasard,hasard,21
",",",",p
lorsqu',lorsque,83
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
rue,rue,22
de,de,81
Rivoli,Rivoli,20
",",",",p
ils,ils,51
aperçurent,apercevoir,19
une,un,71
grande,grand,30
fille,fille,22
",",",",p
portant,porter,13
à,à,81
la,le,71
main,main,22
un,un,71
petit,petit,30
carton,carton,21
/.,/.,P
Deslauriers,Deslauriers,20
l',le,52
accosta,accoster,19
sous,sous,81
les,le,71
arcades,arcade,22
/.,/.,P
elle,il,51
inclina,incliner,19
brusquement,brusquement,60
du,de,81
du,le,71
côté,côté,21
des,de,81
des,le,71
Tuileries,Tuileries,20
",",",",p
et,et,82
elle,il,51
prit,prendre,19
bientôt,bientôt,60
par,par,81
la,le,71
place,place,22
du,de,81
du,le,71
carrousel,carrousel,21
;,;,p
elle,il,51
jetait,jeter,18
des,de,81
des,le,71
regards,regard,21
de,de,81
droite,droite,22
et,et,82
de,de,81
gauche,gauche,22
/.,/.,P
elle,il,51
courut,courir,19
après,après,81
un,un,71
fiacre,fiacre,21
;,;,p
Deslauriers,Deslauriers,20
la,le,52
rattrapa,rattraper,19
/.,/.,P
il,il,51
marchait,marcher,18
près,près,81
d',de,81
elle,il,51
",",",",p
en,en,81
lui,lui,51
parlant,parler,13
avec,avec,81
des,de,81
des,le,71
gestes,geste,21
expressifs,expressif,30
/.,/.,P
enfin,enfin,60
elle,il,51
accepta,accepter,19
son,son,73
bras,bras,21
",",",",p
et,et,82
ils,ils,51
continuèrent,continuer,19
le,le,71
long,long,21
des,de,81
des,le,71
quais,quai,21
/.,/.,P
puis,puis,60
",",",",p
à,à,81
la,le,71
hauteur,hauteur,22
du,de,81
du,le,71
Châtelet,Châtelet,20
",",",",p
pendant,pendant,81
vingt,vingt,72
minutes,minute,22
au,à,81
au,le,71
moins,moins,60
",",",",p
ils,ils,51
se,se,51
promenèrent,promener,19
sur,sur,81
le,le,71
trottoir,trottoir,21
",",",",p
comme,comme,83
deux,deux,72
marins,marin,21
faisant,faire,13
leur,leur,73
quart,quart,21
/.,/.,P
mais,mais,82
",",",",p
tout,tout,60
à,à,81
coup,coup,21
",",",",p
ils,ils,51
traversèrent,traverser,19
le,le,71
pont,pont,21
au,à,81
au,le,71
change,change,21
",",",",p
le,le,71
marché,marché,21
aux,à,81
aux,le,71
fleurs,fleur,22
",",",",p
le,le,71
quai,quai,21
Napoléon,Napoléon,20
/.,/.,P
Frédéric,Frédéric,20
entra,entrer,19
derrière,derrière,81
eux,ils,51
/.,/.,P
Deslauriers,Deslauriers,20
lui,lui,51
fit,faire,19
comprendre,comprendre,14
qu',que,83
il,il,51
les,le,52
gênerait,gêner,16
",",",",p
et,et,82
n',ne,60
avait,avoir,18
qu',que,83
à,à,81
suivre,suivre,14
son,son,73
exemple,exemple,21
/.,/.,P
-,-,p
“,“,p
combien,combien,60
as,avoir,17
tu,tu,51
encore,encore,60
?,?,p
“,“,p
-,-,p
“,“,p
deux,deux,72
pièces,pièce,22
de,de,81
cent,cent,72
sous,sou,21
/.,/.,P
“,“,p
-,-,p
“,“,p
c',ce,52
est,être,17
assez,assez,60
!,!,p
bonsoir,bonsoir,21
/.,/.,P
“,“,p
Frédéric,Frédéric,20
fut,être,19
saisi,saisir,12
par,par,81
l',le,71
étonnement,étonnement,21
que,que,52
l',l',94
on,on,51
éprouve,éprouver,17
à,à,81
voir,voir,14
une,un,71
farce,farce,22
réussir,réussir,14
:,:,p
“,“,p
il,il,51
se,se,51
moque,moquer,17
de,de,81
moi,moi,51
“,“,p
",",",",p
pensa,penser,19
t,t,94
il,il,51
/.,/.,P
si,si,83
je,je,51
remontais,remonter,18
?,?,p
“,“,p
Deslauriers,Deslauriers,20
croirait,croire,16
",",",",p
peut-être,peut-être,60
",",",",p
qu',que,83
il,il,51
lui,lui,51
enviait,envier,18
cet,ce,74
amour,amour,21
?,?,p
“,“,p
comme,comme,83
si,si,83
je,je,51
n',ne,60
en,en,52
avais,avoir,18
pas,pas,60
un,un,52
",",",",p
et,et,82
cent,cent,72
fois,fois,22
plus,plus,60
rare,rare,30
",",",",p
plus,plus,60
noble,noble,30
",",",",p
plus,plus,60
fort,fort,30
!,!,p
“,“,p
une,un,71
espèce,espèce,22
de,de,81
colère,colère,22
le,le,52
poussait,pousser,18
/.,/.,P
il,il,51
arriva,arriver,19
devant,devant,81
la,le,71
porte,porte,22
de,de,81
madame,madame,22
Arnoux,Arnoux,20
/.,/.,P
aucune,aucun,52
des,de,81
des,le,71
fenêtres,fenêtre,22
extérieures,extérieur,30
ne,ne,60
dépendait,dépendre,18
de,de,81
son,son,73
logement,logement,21
/.,/.,P
cependant,cependant,82
",",",",p
il,il,51
restait,rester,18
les,le,71
yeux,oeil,21
collés,collé,31
sur,sur,81
la,le,71
façade,façade,22
",",",",p
-,-,p
comme,comme,83
s',si,83
il,il,51
avait,avoir,18
cru,croire,12
",",",",p
par,par,81
cette,ce,74
contemplation,contemplation,22
",",",",p
pouvoir,pouvoir,14
fendre,fendre,14
les,le,71
murs,mur,21
/.,/.,P
maintenant,maintenant,60
",",",",p
sans,sans,81
doute,doute,21
",",",",p
elle,il,51
reposait,reposer,18
",",",",p
tranquille,tranquille,30
comme,comme,83
une,un,71
fleur,fleur,22
endormie,endormi,31
",",",",p
avec,avec,81
ses,son,73
beaux,beau,30
cheveux,cheveu,21
noirs,noir,30
parmi,parmi,81
les,le,71
dentelles,dentelle,22
de,de,81
l',le,71
oreiller,oreiller,21
",",",",p
les,le,71
lèvres,lèvre,22
entre,entre,81
closes,clos,31
",",",",p
la,le,71
tête,tête,22
sur,sur,81
un,un,71
bras,bras,21
/.,/.,P
celle,celui,52
d',de,81
Arnoux,Arnoux,20
lui,lui,51
apparut,apparaître,19
/.,/.,P
il,il,51
s',se,51
éloigna,éloigner,19
",",",",p
pour,pour,81
fuir,fuir,14
cette,ce,74
vision,vision,22
/.,/.,P
le,le,71
conseil,conseil,21
de,de,81
Deslauriers,Deslauriers,20
vint,venir,19
à,à,81
sa,son,73
mémoire,mémoire,22
;,;,p
il,il,51
en,en,52
eut,avoir,19
horreur,horreur,22
/.,/.,P
alors,alors,60
",",",",p
il,il,51
vagabonda,vagabonder,19
dans,dans,81
les,le,71
rues,rue,22
/.,/.,P
quand,quand,83
un,un,71
piéton,piéton,21
s',se,51
avançait,avancer,18
",",",",p
il,il,51
tâchait,tâcher,18
de,de,81
distinguer,distinguer,14
son,son,73
visage,visage,21
/.,/.,P
de,de,81
temps,temps,21
à,à,81
autre,autre,52
",",",",p
un,un,71
rayon,rayon,21
de,de,81
lumière,lumière,22
lui,lui,51
passait,passer,18
entre,entre,81
les,le,71
jambes,jambe,22
",",",",p
décrivait,décrire,18
au,à,81
au,le,71
ras,ras,30
du,de,81
du,le,71
pavé,pavé,21
un,un,71
immense,immense,30
quart,quart,21
de,de,81
cercle,cercle,21
;,;,p
et,et,82
un,un,71
homme,homme,21
surgissait,surgir,18
",",",",p
dans,dans,81
l',le,71
ombre,ombre,22
",",",",p
avec,avec,81
sa,son,73
hotte,hotte,22
et,et,82
sa,son,73
lanterne,lanterne,22
/.,/.,P
le,le,71
vent,vent,21
",",",",p
en,en,81
certains,certain,75
endroits,endroit,21
secouait,secouer,18
le,le,71
tuyau,tuyau,21
de,de,81
tôle,tôle,22
d',de,81
une,un,71
cheminée,cheminée,22
;,;,p
des,de,81
des,le,71
sons,son,21
lointains,lointain,30
s',se,51
élevaient,élever,18
",",",",p
se,se,51
mêlant,mêler,13
au,à,81
au,le,71
bourdonnement,bourdonnement,21
de,de,81
sa,son,73
tête,tête,22
",",",",p
et,et,82
il,il,51
croyait,croire,18
entendre,entendre,14
",",",",p
dans,dans,81
les,le,71
airs,air,21
",",",",p
la,le,71
vague,vague,30
ritournelle,ritournelle,22
des,de,81
des,le,71
contredanses,contredanse,22
/.,/.,P
le,le,71
mouvement,mouvement,21
de,de,81
sa,son,73
marche,marche,22
entretenait,entretenir,18
cette,ce,74
ivresse,ivresse,22
;,;,p
il,il,51
se,se,51
trouva,trouver,19
sur,sur,81
le,le,71
pont,pont,21
de,de,81
la,le,71
Concorde,Concorde,20
/.,/.,P
alors,alors,60
",",",",p
il,il,51
se,se,51
ressouvint,ressouvenir,19
de,de,81
ce,ce,74
soir,soir,21
de,de,81
l',le,71
autre,autre,75
hiver,hiver,21
",",",",p
-,-,p
où,où,60
",",",",p
sortant,sortir,13
de,de,81
chez,chez,81
elle,il,51
",",",",p
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
",",",",p
il,il,51
lui,lui,51
avait,avoir,18
fallu,falloir,12
s',se,51
arrêter,arrêter,14
",",",",p
tant,tant,60
son,son,73
coeur,coeur,21
battait,battre,18
vite,vite,60
sous,sous,81
l',le,71
étreinte,étreinte,22
de,de,81
ses,son,73
espérances,espérance,22
/.,/.,P
toutes,tout,52
étaient,être,18
mortes,mourir,12
",",",",p
maintenant,maintenant,60
/!,/!,P
des,de,81
des,le,71
nuées,nuée,22
sombres,sombre,30
couraient,courir,18
sur,sur,81
la,le,71
face,face,22
de,de,81
la,le,71
lune,lune,22
/.,/.,P
il,il,51
la,le,52
contempla,contempler,19
",",",",p
en,en,81
rêvant,rêver,13
à,à,81
la,le,71
grandeur,grandeur,22
des,de,81
des,le,71
espaces,espace,21
",",",",p
à,à,81
la,le,71
misère,misère,22
de,de,81
la,le,71
vie,vie,22
",",",",p
au,à,81
au,le,71
néant,néant,21
de,de,81
tout,tout,52
/.,/.,P
le,le,71
jour,jour,21
parut,paraître,19
;,;,p
ses,son,73
dents,dent,22
claquaient,claquer,18
;,;,p
et,et,82
",",",",p
à,à,81
moitié,moitié,22
endormi,endormi,31
",",",",p
mouillé,mouillé,31
par,par,81
le,le,71
brouillard,brouillard,21
et,et,82
tout,tout,60
plein,plein,30
de,de,81
larmes,larme,22
",",",",p
il,il,51
se,se,51
demanda,demander,19
pourquoi,pourquoi,60
n',ne,60
en,en,52
pas,pas,60
finir,finir,14
/?,/?,P
rien,rien,52
qu',que,83
un,un,71
mouvement,mouvement,21
à,à,81
faire,faire,14
/!,/!,P
le,le,71
poids,poids,21
de,de,81
son,son,73
front,front,21
l',le,52
entraînait,entraîner,18
",",",",p
il,il,51
voyait,voir,18
son,son,73
cadavre,cadavre,21
flottant,flotter,13
sur,sur,81
l',le,71
eau,eau,22
/.,/.,P
Frédéric,Frédéric,20
se,se,51
pencha,pencher,19
/.,/.,P
le,le,71
parapet,parapet,21
était,être,18
un,un,71
peu,peu,60
large,large,30
",",",",p
et,et,82
ce,ce,52
fut,être,19
par,par,81
lassitude,lassitude,22
qu',que,83
il,il,51
n',ne,60
essaya,essayer,19
pas,pas,60
de,de,81
le,le,52
franchir,franchir,14
/.,/.,P
une,un,71
épouvante,épouvante,22
le,le,52
saisit,saisir,19
/.,/.,P
il,il,51
regagna,regagner,19
les,le,71
boulevards,boulevard,21
et,et,82
s',se,51
affaissa,affaisser,19
sur,sur,81
un,un,71
banc,banc,21
/.,/.,P
des,de,81
des,le,71
agents,agent,21
de,de,81
police,police,22
le,le,52
réveillèrent,réveiller,19
",",",",p
convaincus,convaincu,31
qu',que,83
il,il,51
“,“,p
avait,avoir,18
fait,faire,12
la,le,71
noce,noce,22
“,“,p
/.,/.,P
il,il,51
se,se,51
remit,remettre,19
à,à,81
marcher,marcher,14
/.,/.,P
mais,mais,82
comme,comme,83
il,il,51
se,se,51
sentait,sentir,18
grand'faim,grand-faim,22
",",",",p
et,et,82
que,que,83
tous,tout,75
les,le,71
restaurants,restaurant,21
étaient,être,18
fermés,fermer,12
",",",",p
il,il,51
alla,aller,19
souper,souper,14
dans,dans,81
un,un,71
cabaret,cabaret,21
/.,/.,P
