11885
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarantième extrait>,<>,<>
:,:,p
elle,il,51
sentait,sentir,18
une,un,71
femme,femme,22
dans,dans,81
l',le,71
air,air,21
/.,/.,P
un,un,71
matin,matin,21
",",",",p
comme,comme,83
elle,il,51
était,être,18
descendue,descendre,12
de,de,81
meilleure,meilleur,30
heure,heure,22
qu',que,83
à,à,81
son,son,73
habitude,habitude,22
",",",",p
elle,il,51
l',le,52
aperçut,apercevoir,19
à,à,81
quelques,quelque,75
pas,pas,21
devant,devant,81
elle,il,51
sur,sur,81
le,le,71
trottoir,trottoir,21
/.,/.,P
il,il,51
était,être,18
habillé,habiller,12
;,;,p
il,il,51
se,se,51
regardait,regarder,18
en,en,81
marchant,marcher,13
/.,/.,P
de,de,81
temps,temps,21
en,en,81
temps,temps,21
",",",",p
pour,pour,81
voir,voir,14
le,le,71
vernis,vernis,21
de,de,81
ses,son,73
bottes,botte,22
",",",",p
il,il,51
levait,lever,18
un,un,71
peu,peu,60
le,le,71
bas,bas,21
de,de,81
son,son,73
pantalon,pantalon,21
/.,/.,P
elle,il,51
se,se,51
mit,mettre,19
à,à,81
le,le,52
suivre,suivre,14
/.,/.,P
il,il,51
allait,aller,18
tout,tout,60
droit,droit,60
sans,sans,81
se,se,51
retourner,retourner,14
/.,/.,P
elle,il,51
arriva,arriver,19
derrière,derrière,81
lui,lui,51
à,à,81
la,le,71
place,place,22
Bréda,Bréda,20
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
sur,sur,81
la,le,71
place,place,22
",",",",p
à,à,81
côté,côté,21
de,de,81
la,le,71
station,station,22
de,de,81
voitures,voiture,22
",",",",p
une,un,71
femme,femme,22
qui,qui,52
se,se,51
promenait,promener,18
/.,/.,P
Germinie,Germinie,20
ne,ne,60
la,le,52
voyait,voir,18
que,que,83
de,de,81
dos,dos,21
/.,/.,P
Jupillon,Jupillon,20
alla,aller,19
à,à,81
elle,il,51
",",",",p
la,le,71
femme,femme,22
se,se,51
retourna,retourner,19
:,:,p
c',ce,52
était,être,18
sa,son,73
cousine,cousine,22
/.,/.,P
ils,ils,51
se,se,51
mirent,mettre,17
à,à,81
marcher,marcher,14
à,à,81
côté,côté,21
l',le,71
un,un,52
de,de,81
l',le,71
autre,autre,52
",",",",p
allant,aller,13
et,et,82
revenant,revenir,13
sur,sur,81
la,le,71
place,place,22
;,;,p
puis,puis,60
par,par,81
la,le,71
rue,rue,22
Bréda,Bréda,20
ils,ils,51
se,se,51
dirigèrent,diriger,19
vers,vers,81
la,le,71
rue,rue,22
de,de,81
Navarin,Navarin,20
/.,/.,P
là,là,60
",",",",p
la,le,71
jeune,jeune,30
fille,fille,22
prit,prendre,19
le,le,71
bras,bras,21
de,de,81
Jupillon,Jupillon,20
",",",",p
ne,ne,60
s',se,51
appuya,appuyer,19
pas,pas,60
d'abord,d'abord,60
",",",",p
puis,puis,60
peu,peu,60
à,à,81
peu,peu,60
",",",",p
à,à,81
mesure,mesure,22
qu',que,83
ils,ils,51
allaient,aller,18
",",",",p
elle,il,51
s',se,51
inclina,incliner,19
avec,avec,81
le,le,71
mouvement,mouvement,21
d',de,81
une,un,71
branche,branche,22
qu',que,52
on,on,51
fait,faire,17
plier,plier,14
et,et,82
se,se,51
laissa,laisser,19
aller,aller,14
lui,lui,51
/.,/.,P
ils,ils,51
marchaient,marcher,18
lentement,lentement,60
",",",",p
si,si,60
lentement,lentement,60
",",",",p
que,que,83
Germinie,Germinie,20
était,être,18
parfois,parfois,60
forcée,forcer,12
de,de,81
s',se,51
arrêter,arrêter,14
pour,pour,81
ne,ne,60
pas,pas,60
être,être,14
trop,trop,60
près,près,81
d',de,81
eux,ils,51
/.,/.,P
ils,ils,51
montèrent,monter,19
la,le,71
rue,rue,22
des,de,81
des,le,71
martyrs,martyr,21
",",",",p
traversèrent,traverser,19
la,le,71
rue,rue,22
de,de,81
la,le,71
tour,tour,22
d',de,81
Auvergne,Auvergne,20
",",",",p
descendirent,descendre,19
la,le,71
rue,rue,22
Montholon,Montholon,20
/.,/.,P
Jupillon,Jupillon,20
parlait,parler,18
;,;,p
la,le,71
cousine,cousine,22
ne,ne,60
disait,dire,18
rien,rien,52
",",",",p
écoutait,écouter,18
Jupillon,Jupillon,20
",",",",p
et,et,82
",",",",p
distraite,distrait,31
comme,comme,83
une,un,71
femme,femme,22
qui,qui,52
respire,respirer,17
un,un,71
bouquet,bouquet,21
",",",",p
allait,aller,18
en,en,81
jetant,jeter,13
de,de,81
côté,côté,21
de,de,81
temps,temps,21
en,en,81
temps,temps,21
un,un,71
petit,petit,30
regard,regard,21
vague,vague,30
",",",",p
un,un,71
petit,petit,30
coup,coup,21
d',de,81
oeil,oeil,21
d',de,81
enfant,enfant,21
qui,qui,52
a,avoir,17
peur,peur,22
/.,/.,P
arrivés,arrivé,31
à,à,81
la,le,71
rue,rue,22
Lamartine,Lamartine,20
devant,devant,81
le,le,71
passage,passage,21
des,de,81
des,le,71
deux,deux,72
soeurs,soeur,22
",",",",p
ils,ils,51
tournèrent,tourner,19
sur,sur,81
eux-mêmes,eux-mêmes,51
;,;,p
Germinie,Germinie,20
n',ne,60
eut,avoir,19
que,que,83
le,le,71
temps,temps,21
de,de,81
se,se,51
jeter,jeter,14
dans,dans,81
une,un,71
porte,porte,22
d',de,81
allée,allée,22
/.,/.,P
ils,ils,51
passèrent,passer,19
sans,sans,81
la,le,52
voir,voir,14
/.,/.,P
la,le,71
petite,petite,22
était,être,18
sérieuse,sérieux,30
et,et,82
paresseuse,paresseux,30
à,à,81
marcher,marcher,14
/.,/.,P
Jupillon,Jupillon,20
lui,lui,51
parlait,parler,18
dans,dans,81
le,le,71
cou,cou,21
/.,/.,P
un,un,71
moment,moment,21
ils,ils,51
s',se,51
arrêtèrent,arrêter,19
:,:,p
Jupillon,Jupillon,20
faisait,faire,18
de,de,81
grands,grand,30
gestes,geste,21
;,;,p
la,le,71
jeune,jeune,30
fille,fille,22
regardait,regarder,18
fixement,fixement,60
le,le,71
pavé,pavé,21
/.,/.,P
Germinie,Germinie,20
crut,croire,19
qu',que,83
ils,ils,51
allaient,aller,18
se,se,51
quitter,quitter,14
;,;,p
mais,mais,82
ils,ils,51
se,se,51
remirent,remettre,19
à,à,81
marcher,marcher,14
ensemble,ensemble,60
et,et,82
firent,faire,19
quatre,quatre,72
ou,ou,82
cinq,cinq,72
tours,tour,21
",",",",p
revenant,revenir,13
et,et,82
repassant,repasser,13
devant,devant,81
le,le,71
passage,passage,21
/.,/.,P
à,à,81
la,le,71
fin,fin,22
",",",",p
ils,ils,51
y,y,52
entrèrent,entrer,19
/.,/.,P
Germinie,Germinie,20
s',se,51
élança,élancer,19
de,de,81
sa,son,73
cachette,cachette,22
",",",",p
bondit,bondir,19
sur,sur,81
leurs,leur,73
pas,pas,21
/.,/.,P
de,de,81
la,le,71
grille,grille,22
du,de,81
du,le,71
passage,passage,21
elle,il,51
vit,voir,19
un,un,71
bout,bout,21
de,de,81
robe,robe,22
disparaître,disparaître,14
dans,dans,81
la,le,71
porte,porte,22
d',de,81
un,un,71
petit,petit,30
hôtel,hôtel,21
meublé,meublé,31
",",",",p
à,à,81
côté,côté,21
d',de,81
une,un,71
boutique,boutique,22
de,de,81
liquoriste,liquoriste,21
/.,/.,P
elle,il,51
courut,courir,19
à,à,81
cette,ce,74
porte,porte,22
",",",",p
regarda,regarder,19
dans,dans,81
l',le,71
escalier,escalier,21
",",",",p
ne,ne,60
vit,voir,19
plus,plus,60
rien,rien,52
/…,/…,P
alors,alors,60
tout,tout,75
son,son,73
sang,sang,21
lui,lui,51
monta,monter,19
à,à,81
la,le,71
tête,tête,22
avec,avec,81
une,un,71
idée,idée,22
",",",",p
une,un,71
seule,seul,30
idée,idée,22
que,que,52
répétait,répéter,18
sa,son,73
bouche,bouche,22
idiote,idiot,30
:,:,p
du,de,81
du,le,71
vitriol,vitriol,21
!,!,p
…,…,p
du,de,81
du,le,71
vitriol,vitriol,21
!,!,p
…,…,p
du,de,81
du,le,71
vitriol,vitriol,21
/!,/!,P
et,et,82
sa,son,73
pensée,pensée,22
devenant,devenir,13
instantanément,instantanément,60
l',le,71
action,action,22
même,même,30
de,de,81
sa,son,73
pensée,pensée,22
",",",",p
son,son,73
délire,délire,21
la,le,52
transportant,transporter,13
tout,tout,60
à,à,81
coup,coup,21
dans,dans,81
son,son,73
crime,crime,21
",",",",p
elle,il,51
montait,monter,18
l',le,71
escalier,escalier,21
avec,avec,81
la,le,71
bouteille,bouteille,22
bien,bien,60
cachée,caché,31
sous,sous,81
son,son,73
châle,châle,21
;,;,p
elle,il,51
frappait,frapper,18
à,à,81
la,le,71
porte,porte,22
très,très,60
fort,fort,60
",",",",p
et,et,82
toujours,toujours,60
/…,/…,P
on,on,51
finissait,finir,18
par,par,81
venir,venir,14
;,;,p
il,il,51
entrebâillait,entrebâiller,18
la,le,71
porte,porte,22
/…,/…,P
elle,il,51
ne,ne,60
lui,lui,51
disait,dire,18
ni,ni,82
son,son,73
nom,nom,21
",",",",p
ni,ni,82
rien,rien,52
/…,/…,P
elle,il,51
passait,passer,18
sans,sans,81
s',se,51
occuper,occuper,14
de,de,81
lui,lui,51
/…,/…,P
elle,il,51
était,être,18
forte,fort,30
à,à,81
le,le,52
tuer,tuer,14
!,!,p
et,et,82
elle,il,51
allait,aller,18
au,à,81
au,le,71
lit,lit,21
",",",",p
à,à,81
elle,il,51
/!,/!,P
elle,il,51
lui,lui,51
prenait,prendre,18
le,le,71
bras,bras,21
",",",",p
elle,il,51
lui,lui,51
disait,dire,18
:,:,p
oui,oui,60
",",",",p
c',ce,52
est,être,17
moi,moi,51
…,…,p
en,en,52
voilà,voilà,81
pour,pour,81
ta,ton,73
vie,vie,22
/!,/!,P
et,et,82
sur,sur,81
sa,son,73
figure,figure,22
",",",",p
sur,sur,81
sa,son,73
gorge,gorge,22
",",",",p
sur,sur,81
sa,son,73
peau,peau,22
",",",",p
sur,sur,81
tout,tout,52
ce,ce,52
qu',que,52
elle,il,51
avait,avoir,18
de,de,81
jeune,jeune,21
et,et,82
d',de,81
orgueilleux,orgueilleux,30
",",",",p
de,de,81
beau,beau,30
pour,pour,81
l',le,71
amour,amour,21
",",",",p
Germinie,Germinie,20
voyait,voir,18
le,le,71
vitriol,vitriol,21
marquer,marquer,14
",",",",p
brûler,brûler,14
",",",",p
creuser,creuser,14
",",",",p
bouillonner,bouillonner,14
",",",",p
faire,faire,14
quelque,quelque,75
chose,chose,22
d',de,81
horrible,horrible,30
qui,qui,52
l',le,52
inondait,inonder,18
de,de,81
joie,joie,22
/!,/!,P
la,le,71
bouteille,bouteille,22
était,être,18
vide,vide,30
",",",",p
et,et,82
elle,il,51
riait,rire,18
!,!,p
/…,/…,P
et,et,82
",",",",p
dans,dans,81
son,son,73
affreux,affreux,30
rêve,rêve,21
",",",",p
son,son,73
corps,corps,21
aussi,aussi,60
rêvant,rêver,13
",",",",p
ses,son,73
pieds,pied,21
se,se,51
mirent,mettre,17
à,à,81
marcher,marcher,14
/.,/.,P
son,son,73
pas,pas,21
alla,aller,19
devant,devant,81
elle,il,51
",",",",p
descendit,descendre,19
le,le,71
passage,passage,21
",",",",p
prit,prendre,19
la,le,71
rue,rue,22
",",",",p
la,le,52
mena,mener,19
chez,chez,81
un,un,71
épicier,épicier,21
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
dix,dix,72
minutes,minute,22
qu',que,83
elle,il,51
était,être,18
là,là,60
plantée,planter,12
devant,devant,81
le,le,71
comptoir,comptoir,21
",",",",p
avec,avec,81
des,de,81
des,le,71
yeux,oeil,21
qui,qui,52
n',ne,60
y,y,52
voyaient,voir,18
pas,pas,60
",",",",p
les,le,71
yeux,oeil,21
vides,vide,30
et,et,82
perdus,perdu,31
de,de,81
quelqu'un,quelqu'un,52
qui,qui,52
va,aller,17
assassiner,assassiner,14
/.,/.,P
-,-,p
voyons,voir,17
",",",",p
qu',que,52
est,être,17
ce,ce,52
que,que,52
vous,vous,51
demandez,demander,17
?,?,p
lui,lui,51
dit,dire,19
l',le,71
épicière,épicière,22
impatientée,impatienté,31
",",",",p
presque,presque,60
effrayée,effrayé,31
de,de,81
cette,ce,74
femme,femme,22
qui,qui,52
ne,ne,60
bougeait,bouger,18
pas,pas,60
/.,/.,P
-,-,p
ce,ce,52
que,que,52
je,je,51
demande,demander,17
?,?,p
…,…,p
fit,faire,19
Germinie,Germinie,20
/.,/.,P
elle,il,51
était,être,18
si,si,60
pleine,plein,30
et,et,82
si,si,60
possédée,posséder,12
de,de,81
ce,ce,52
qu',que,52
elle,il,51
voulait,vouloir,18
",",",",p
qu',que,83
elle,il,51
avait,avoir,18
cru,croire,12
demander,demander,14
du,de,81
du,le,71
vitriol,vitriol,21
/.,/.,P
-,-,p
ce,ce,52
que,que,52
je,je,51
demande,demander,17
?,?,p
/…,/…,P
elle,il,51
se,se,51
passa,passer,19
la,le,71
main,main,22
sur,sur,81
son,son,73
front,front,21
/.,/.,P
-,-,p
ah,ah,93
!,!,p
tiens,tenir,17
",",",",p
je,je,51
ne,ne,60
sais,savoir,17
plus,plus,60
/…,/…,P
et,et,82
elle,il,51
sortit,sortir,19
en,en,81
trébuchant,trébucher,13
de,de,81
la,le,71
boutique,boutique,22
/.,/.,P
<XXXIII.>,<>,<>
dans,dans,81
la,le,71
torture,torture,22
de,de,81
cette,ce,74
vie,vie,22
",",",",p
où,où,60
elle,il,51
souffrait,souffrir,18
mort,mort,22
et,et,82
passion,passion,22
",",",",p
Germinie,Germinie,20
",",",",p
cherchant,chercher,13
à,à,81
étourdir,étourdir,14
les,le,71
horreurs,horreur,22
de,de,81
sa,son,73
pensée,pensée,22
",",",",p
était,être,18
revenue,revenir,12
au,à,81
au,le,71
verre,verre,21
qu',que,52
elle,il,51
avait,avoir,18
pris,prendre,12
un,un,71
matin,matin,21
des,de,81
des,le,71
mains,main,22
d',de,81
Adèle,Adèle,20
et,et,82
qui,qui,52
lui,lui,51
avait,avoir,18
donné,donner,12
toute,tout,75
une,un,71
journée,journée,22
d',de,81
oubli,oubli,21
/.,/.,P
de,de,81
ce,ce,74
jour,jour,21
",",",",p
elle,il,51
avait,avoir,18
bu,boire,12
/.,/.,P
elle,il,51
avait,avoir,18
bu,boire,12
à,à,81
ces,ce,74
petites,petit,30
lichades,lichade,22
matinales,matinal,30
des,de,81
des,le,71
bonnes,bonne,22
de,de,81
femmes,femme,22
entretenues,entretenu,31
/.,/.,P
elle,il,51
avait,avoir,18
bu,boire,12
avec,avec,81
l',le,71
une,un,52
",",",",p
elle,il,51
avait,avoir,18
bu,boire,12
avec,avec,81
l',le,71
autre,autre,52
/.,/.,P
elle,il,51
avait,avoir,18
bu,boire,12
avec,avec,81
des,de,81
des,le,71
hommes,homme,21
qui,qui,52
venaient,venir,18
déjeuner,déjeuner,14
chez,chez,81
la,le,71
crémière,crémière,22
;,;,p
elle,il,51
avait,avoir,18
bu,boire,12
avec,avec,81
Adèle,Adèle,20
qui,qui,52
buvait,boire,18
comme,comme,83
un,un,71
homme,homme,21
et,et,82
qui,qui,52
prenait,prendre,18
un,un,71
vil,vil,30
plaisir,plaisir,21
à,à,81
voir,voir,14
descendre,descendre,14
aussi,aussi,60
bas,bas,30
qu',que,83
elle,il,51
cette,ce,74
bonne,bonne,22
de,de,81
femme,femme,22
honnête,honnête,30
/.,/.,P
d'abord,d'abord,60
",",",",p
elle,il,51
avait,avoir,18
eu,avoir,12
besoin,besoin,21
",",",",p
pour,pour,81
boire,boire,14
",",",",p
d',de,81
entraînement,entraînement,21
",",",",p
de,de,81
société,société,22
",",",",p
du,de,81
du,le,71
choc,choc,21
des,de,81
des,le,71
verres,verre,21
",",",",p
de,de,81
l',le,71
excitation,excitation,22
de,de,81
la,le,71
parole,parole,22
",",",",p
de,de,81
la,le,71
chaleur,chaleur,22
des,de,81
des,le,71
défis,défi,21
;,;,p
puis,puis,60
bientôt,bientôt,60
",",",",p
elle,il,51
était,être,18
arrivée,arriver,12
à,à,81
boire,boire,14
seule,seul,30
/.,/.,P
c',ce,52
est,être,17
alors,alors,60
qu',que,83
elle,il,51
avait,avoir,18
bu,boire,12
dans,dans,81
le,le,71
verre,verre,21
à,à,81
demi,demi,30
plein,plein,30
",",",",p
remonté,remonté,31
sous,sous,81
son,son,73
tablier,tablier,21
et,et,82
caché,caché,31
dans,dans,81
un,un,71
recoin,recoin,21
de,de,81
la,le,71
cuisine,cuisine,22
;,;,p
qu',que,52
elle,il,51
avait,avoir,18
bu,boire,12
solitairement,solitairement,60
et,et,82
désespérément,désespérément,60
ces,ce,74
mélanges,mélange,21
de,de,81
vin,vin,21
blanc,blanc,30
et,et,82
d',de,81
eau-de-vie,eau-de-vie,22
qu',que,83
elle,il,51
avalait,avaler,18
coup,coup,21
sur,sur,81
coup,coup,21
jusqu',jusque,81
à,à,81
ce,ce,52
qu',que,52
elle,il,51
y,y,52
eût,avoir,19
trouvé,trouver,12
ce,ce,52
dont,dont,52
elle,il,51
avait,avoir,18
soif,soif,22
:,:,p
le,le,71
sommeil,sommeil,21
/.,/.,P
car,car,82
ce,ce,52
qu',que,52
elle,il,51
voulait,vouloir,18
ce,ce,52
n',ne,60
était,être,18
point,point,60
la,le,71
fièvre,fièvre,22
de,de,81
tête,tête,22
",",",",p
le,le,52
trouble,troubler,17
heureux,heureux,30
",",",",p
la,le,71
folie,folie,22
vivante,vivant,30
",",",",p
le,le,71
rêve,rêve,21
éveillé,éveillé,31
et,et,82
délirant,délirant,30
de,de,81
l',le,71
ivresse,ivresse,22
;,;,p
ce,ce,52
qu',que,52
il,il,51
lui,lui,51
fallait,falloir,18
",",",",p
ce,ce,52
qu',que,52
elle,il,51
demandait,demander,18
",",",",p
c',ce,52
était,être,18
/.,/.,P
