11677
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-et-unième extrait>,<>,<>
pas,pas,60
revenu,revenir,12
/.,/.,P
pendant,pendant,81
ce,ce,74
temps,temps,21
la,le,71
courageuse,courageux,30
créature,créature,22
était,être,18
à,à,81
son,son,73
comptoir,comptoir,21
",",",",p
sa,son,73
fille,fille,22
brodait,broder,18
auprès,auprès,60
d',de,81
elle,il,51
/.,/.,P
toutes,tout,75
deux,deux,72
",",",",p
le,le,71
visage,visage,21
composé,composé,31
",",",",p
ni,ni,82
triste,triste,30
ni,ni,82
souriant,souriant,30
",",",",p
répondaient,répondre,18
au,à,81
au,le,71
public,public,21
/.,/.,P
quand,quand,83
Pillerault,Pillerault,20
revint,revenir,19
",",",",p
il,il,51
revint,revenir,19
accompagné,accompagné,31
de,de,81
César,César,20
/.,/.,P
au,à,81
au,le,71
retour,retour,21
de,de,81
la,le,71
bourse,bourse,22
",",",",p
il,il,51
l',le,52
avait,avoir,18
rencontré,rencontrer,12
dans,dans,81
le,le,71
Palais-Royal,Palais Royal,20
",",",",p
hésitant,hésiter,13
à,à,81
monter,monter,14
au,à,81
au,le,71
jeu,jeu,21
/.,/.,P
ce,ce,74
jour,jour,21
était,être,18
le,le,71
quatorze,quatorze,72
/.,/.,P
à,à,81
dîner,dîner,14
",",",",p
César,César,20
ne,ne,60
put,pouvoir,19
manger,manger,14
:,:,p
son,son,73
estomac,estomac,21
",",",",p
trop,trop,60
violemment,violemment,60
contracté,contracté,31
",",",",p
rejetait,rejeter,18
les,le,71
aliments,aliment,21
/.,/.,P
l',le,71
après-dîner,après-dîner,21
fut,être,19
encore,encore,60
horrible,horrible,30
/.,/.,P
le,le,71
négociant,négociant,21
éprouva,éprouver,19
",",",",p
pour,pour,81
la,le,71
centième,centième,72
fois,fois,22
",",",",p
une,un,52
de,de,81
ces,ce,74
affreuses,affreux,30
alternatives,alternative,22
d',de,81
espoir,espoir,21
et,et,82
de,de,81
désespoir,désespoir,21
qui,qui,52
",",",",p
en,en,81
faisant,faire,13
monter,monter,14
à,à,81
l',le,71
âme,âme,22
toute,tout,75
la,le,71
gamme,gamme,22
des,de,81
des,le,71
sensations,sensation,22
joyeuses,joyeux,30
et,et,82
la,le,52
précipitant,précipiter,13
à,à,81
la,le,71
dernière,dernière,22
des,de,81
des,le,71
sensations,sensation,22
de,de,81
la,le,71
douleur,douleur,22
",",",",p
usent,user,17
ces,ce,74
natures,nature,22
faibles,faible,30
/.,/.,P
Derville,Derville,20
",",",",p
avoué,avoué,21
de,de,81
Birotteau,Birotteau,20
",",",",p
vint,venir,19
et,et,82
s',se,51
élança,élancer,19
dans,dans,81
le,le,71
salon,salon,21
splendide,splendide,30
où,où,60
madame,madame,22
César,César,20
retenait,retenir,18
de,de,81
tout,tout,75
son,son,73
pouvoir,pouvoir,21
son,son,73
pauvre,pauvre,30
mari,mari,21
qui,qui,52
voulait,vouloir,18
aller,aller,14
se,se,51
coucher,coucher,14
au,à,81
au,le,71
cinquième,cinquième,72
étage,étage,21
:,:,p
“,“,p
pour,pour,81
ne,ne,60
pas,pas,60
voir,voir,14
les,le,71
monuments,monument,21
de,de,81
ma,mon,73
folie,folie,22
!,!,p
disait,dire,18
il,il,51
/.,/.,P
-,-,p
le,le,71
procès,procès,21
est,être,17
gagné,gagner,12
",",",",p
dit,dire,19
Derville,Derville,20
/.,/.,P
à,à,81
ces,ce,74
mots,mot,21
",",",",p
la,le,71
figure,figure,22
crispée,crispé,31
de,de,81
César,César,20
se,se,51
détendit,détendre,19
",",",",p
mais,mais,82
sa,son,73
joie,joie,22
effraya,effrayer,19
l',le,71
oncle,oncle,21
Pillerault,Pillerault,20
et,et,82
Derville,Derville,20
/.,/.,P
les,le,71
femmes,femme,22
sortirent,sortir,19
épouvantées,épouvanté,31
pour,pour,81
aller,aller,14
pleurer,pleurer,14
dans,dans,81
la,le,71
chambre,chambre,22
de,de,81
Césarine,Césarine,20
/.,/.,P
-,-,p
je,je,51
puis,pouvoir,17
emprunter,emprunter,14
alors,alors,60
",",",",p
s',se,51
écria,écrier,19
le,le,71
parfumeur,parfumeur,21
/.,/.,P
-,-,p
ce,ce,52
serait,être,16
imprudent,imprudent,30
",",",",p
dit,dire,19
Derville,Derville,20
",",",",p
ils,ils,51
interjettent,interjeter,17
appel,appel,21
",",",",p
la,le,71
cour,cour,22
peut,pouvoir,17
réformer,réformer,14
le,le,71
jugement,jugement,21
;,;,p
mais,mais,82
en,en,81
un,un,71
mois,mois,21
nous,nous,51
aurons,avoir,15
arrêt,arrêt,21
/.,/.,P
-,-,p
un,un,71
mois,mois,21
/!,/!,P
César,César,20
tomba,tomber,19
dans,dans,81
un,un,71
assoupissement,assoupissement,21
dont,dont,52
personne,personne,52
ne,ne,60
tenta,tenter,19
de,de,81
le,le,52
tirer,tirer,14
/.,/.,P
cette,ce,74
espèce,espèce,22
de,de,81
catalepsie,catalepsie,22
retournée,retourné,31
",",",",p
pendant,pendant,81
laquelle,lequel,52
le,le,71
corps,corps,21
vivait,vivre,18
et,et,82
souffrait,souffrir,18
",",",",p
tandis que,tandis que,83
les,le,71
fonctions,fonction,22
de,de,81
l',le,71
intelligence,intelligence,22
étaient,être,18
suspendues,suspendre,12
",",",",p
ce,ce,74
répit,répit,21
donné,donné,31
par,par,81
le,le,71
hasard,hasard,21
fut,être,19
regardé,regarder,12
comme,comme,83
un,un,71
bienfait,bienfait,21
de,de,81
dieu,dieu,21
par,par,81
Constance,Constance,20
",",",",p
par,par,81
Césarine,Césarine,20
",",",",p
par,par,81
Pillerault,Pillerault,20
et,et,82
Derville,Derville,20
qui,qui,52
jugèrent,juger,19
bien,bien,60
/.,/.,P
Birotteau,Birotteau,20
put,pouvoir,19
ainsi,ainsi,60
supporter,supporter,14
les,le,71
déchirantes,déchirant,30
émotions,émotion,22
de,de,81
la,le,71
nuit,nuit,22
/.,/.,P
il,il,51
était,être,18
dans,dans,81
une,un,71
bergère,bergère,22
au,à,81
au,le,71
coin,coin,21
de,de,81
la,le,71
cheminée,cheminée,22
;,;,p
à,à,81
l',le,71
autre,autre,52
se,se,51
tenait,tenir,18
sa,son,73
femme,femme,22
qui,qui,52
l',le,52
observait,observer,18
attentivement,attentivement,60
",",",",p
un,un,71
doux,doux,30
sourire,sourire,21
sur,sur,81
les,le,71
lèvres,lèvre,22
",",",",p
un,un,52
de,de,81
ces,ce,74
sourires,sourire,21
qui,qui,52
prouvent,prouver,17
que,que,83
les,le,71
femmes,femme,22
sont,être,17
plus,plus,60
près,près,81
que,que,83
les,le,71
hommes,homme,21
de,de,81
la,le,71
nature,nature,22
angélique,angélique,30
",",",",p
en,en,81
ce,ce,52
qu',que,52
elles,ils,51
savent,savoir,17
mêler,mêler,14
une,un,71
tendresse,tendresse,22
infinie,infini,30
à,à,81
la,le,71
plus,plus,60
entière,entier,30
compassion,compassion,22
",",",",p
secret,secret,21
qui,qui,52
n',ne,60
appartient,appartenir,17
qu',que,83
aux,à,81
aux,le,71
anges,ange,21
aperçus,aperçu,31
dans,dans,81
quelques,quelque,75
rêves,rêve,21
providentiellement,providentiellement,60
semés,semé,31
à,à,81
de,de,81
longs,long,30
intervalles,intervalle,21
dans,dans,81
la,le,71
vie,vie,22
humaine,humain,30
/.,/.,P
Césarine,Césarine,20
assise,assis,31
sur,sur,81
un,un,71
petit,petit,30
tabouret,tabouret,21
était,être,18
aux,à,81
aux,le,71
pieds,pied,21
de,de,81
sa,son,73
mère,mère,22
",",",",p
et,et,82
frôlait,frôler,18
de,de,81
temps,temps,21
en,en,81
temps,temps,21
avec,avec,81
sa,son,73
chevelure,chevelure,22
les,le,71
mains,main,22
de,de,81
son,son,73
père,père,21
en,en,81
lui,lui,51
faisant,faire,13
une,un,71
caresse,caresse,22
où,où,60
elle,il,51
essayait,essayer,18
de,de,81
mettre,mettre,14
les,le,71
idées,idée,22
que,que,52
dans,dans,81
ces,ce,74
crises,crise,22
la,le,71
voix,voix,22
rend,rendre,17
importunes,importun,30
/.,/.,P
assis,assis,31
dans,dans,81
son,son,73
fauteuil,fauteuil,21
comme,comme,83
le,le,71
chancelier,chancelier,21
de,de,81
l',le,71
Hospital,Hospital,20
est,être,17
dans,dans,81
le,le,71
sien,sien,52
au,à,81
au,le,71
péristyle,péristyle,21
de,de,81
la,le,71
chambre,chambre,22
des,de,81
des,le,71
députés,député,21
",",",",p
Pillerault,Pillerault,20
",",",",p
ce,ce,74
philosophe,philosophe,21
prêt,prêt,30
à,à,81
tout,tout,52
",",",",p
montrait,montrer,18
sur,sur,81
sa,son,73
figure,figure,22
cette,ce,74
intelligence,intelligence,22
gravée,gravé,31
au,à,81
au,le,71
front,front,21
des,de,81
des,le,71
sphinx,sphinx,21
égyptiens,égyptien,30
",",",",p
et,et,82
causait,causer,18
avec,avec,81
Derville,Derville,20
à,à,81
voix,voix,22
basse,bas,30
/.,/.,P
Constance,Constance,20
avait,avoir,18
été,être,12
d',de,81
avis,avis,21
de,de,81
consulter,consulter,14
l',le,71
avoué,avoué,21
dont,dont,52
la,le,71
discrétion,discrétion,22
n',ne,60
était,être,18
pas,pas,60
à,à,81
suspecter,suspecter,14
;,;,p
ayant,avoir,13
son,son,73
bilan,bilan,21
écrit,écrit,31
dans,dans,81
sa,son,73
tête,tête,22
",",",",p
elle,il,51
avait,avoir,18
exposé,exposer,12
sa,son,73
situation,situation,22
à,à,81
l',le,71
oreille,oreille,22
de,de,81
Derville,Derville,20
/.,/.,P
après,après,81
une,un,71
conférence,conférence,22
d',de,81
une,un,71
heure,heure,22
environ,environ,60
",",",",p
tenue,tenu,31
sous,sous,81
les,le,71
yeux,oeil,21
du,de,81
du,le,71
parfumeur,parfumeur,21
hébété,hébété,30
",",",",p
l',le,71
avoué,avoué,21
hocha,hocher,19
la,le,71
tête,tête,22
en,en,81
regardant,regarder,13
Pillerault,Pillerault,20
/.,/.,P
-,-,p
madame,madame,22
dit,dire,19
il,il,51
avec,avec,81
l',le,71
horrible,horrible,30
sang-froid,sang-froid,21
des,de,81
des,le,71
gens,gens,21
d',de,81
affaires,affaire,22
",",",",p
il,il,51
faut,falloir,17
déposer,déposer,14
/.,/.,P
en,en,81
supposant,supposer,13
que,que,83
",",",",p
par,par,81
un,un,71
artifice,artifice,21
quelconque,quelconque,30
",",",",p
vous,vous,51
arriviez,arriver,17
à,à,81
payer,payer,14
demain,demain,60
",",",",p
vous,vous,51
devez,devoir,17
solder,solder,14
au,à,81
au,le,71
moins,moins,60
trois,trois,72
cent,cent,72
mille,mille,72
francs,franc,21
",",",",p
avant,avant,81
de,de,81
pouvoir,pouvoir,14
emprunter,emprunter,14
sur,sur,81
tous,tout,75
vos,votre,73
terrains,terrain,21
/.,/.,P
à,à,81
un,un,71
passif,passif,21
de,de,81
cinq,cinq,72
cent,cent,72
cinquante,cinquante,72
mille,mille,72
francs,franc,21
",",",",p
vous,vous,51
opposez,opposer,17
un,un,71
actif,actif,30
très,très,60
beau,beau,30
",",",",p
très,très,60
productif,productif,30
",",",",p
mais,mais,82
non,non,60
réalisable,réalisable,30
",",",",p
vous,vous,51
succomberez,succomber,15
dans,dans,81
un,un,71
temps,temps,21
donné,donné,31
/.,/.,P
mon,mon,73
avis,avis,21
est,être,17
qu',que,83
il,il,51
vaut,valoir,17
mieux,mieux,60
sauter,sauter,14
par,par,81
la,le,71
fenêtre,fenêtre,22
que,que,83
de,de,81
se,se,51
laisser,laisser,14
rouler,rouler,14
dans,dans,81
les,le,71
escaliers,escalier,21
/.,/.,P
-,-,p
c',ce,52
est,être,17
mon,mon,73
avis,avis,21
aussi,aussi,60
",",",",p
mon,mon,73
enfant,enfant,21
",",",",p
dit,dire,19
Pillerault,Pillerault,20
/.,/.,P
Derville,Derville,20
fut,être,19
reconduit,reconduire,12
par,par,81
madame,madame,22
César,César,20
et,et,82
par,par,81
Pillerault,Pillerault,20
/.,/.,P
-,-,p
pauvre,pauvre,30
père,père,21
",",",",p
dit,dire,19
Césarine,Césarine,20
qui,qui,52
se,se,51
leva,lever,19
doucement,doucement,60
pour,pour,81
mettre,mettre,14
un,un,71
baiser,baiser,21
sur,sur,81
le,le,71
front,front,21
de,de,81
César,César,20
/.,/.,P
Anselme,Anselme,20
n',ne,60
a,avoir,17
donc,donc,82
rien,rien,52
pu,pouvoir,12
?,?,p
demanda,demander,19
t,t,94
elle,il,51
quand,quand,83
son,son,73
oncle,oncle,21
et,et,82
sa,son,73
mère,mère,22
revinrent,revenir,19
/.,/.,P
-,-,p
ingrat,ingrat,30
!,!,p
s',se,51
écria,écrier,19
César,César,20
frappé,frappé,31
par,par,81
ce,ce,74
nom,nom,21
dans,dans,81
le,le,71
seul,seul,30
endroit,endroit,21
vivant,vivant,30
de,de,81
son,son,73
souvenir,souvenir,21
",",",",p
comme,comme,83
une,un,71
touche,touche,22
de,de,81
piano,piano,21
dont,dont,52
le,le,71
marteau,marteau,21
va,aller,17
frapper,frapper,14
sa,son,73
corde,corde,22
/.,/.,P
depuis,depuis,81
le,le,71
moment,moment,21
où,où,60
ce,ce,74
mot,mot,21
lui,lui,51
fut,être,19
jeté,jeter,12
comme,comme,83
un,un,71
anathème,anathème,21
",",",",p
le,le,71
petit,petit,30
Popinot,Popinot,20
n',ne,60
avait,avoir,18
pas,pas,60
eu,avoir,12
un,un,71
moment,moment,21
de,de,81
sommeil,sommeil,21
",",",",p
ni,ni,82
un,un,71
instant,instant,21
de,de,81
tranquillité,tranquillité,22
/.,/.,P
le,le,71
malheureux,malheureux,30
enfant,enfant,21
maudissait,maudire,18
son,son,73
oncle,oncle,21
",",",",p
il,il,51
était,être,18
allé,aller,12
le,le,52
trouver,trouver,14
/.,/.,P
pour,pour,81
faire,faire,14
capituler,capituler,14
cette,ce,74
vieille,vieux,30
expérience,expérience,22
judiciaire,judiciaire,30
",",",",p
il,il,51
avait,avoir,18
déployé,déployer,12
l',le,71
éloquence,éloquence,22
de,de,81
l',le,71
amour,amour,21
",",",",p
espérant,espérer,13
séduire,séduire,14
l',le,71
homme,homme,21
sur,sur,81
qui,qui,52
les,le,71
paroles,parole,22
humaines,humain,30
glissaient,glisser,18
comme,comme,83
l',le,71
eau,eau,22
sur,sur,81
une,un,71
toile,toile,22
",",",",p
un,un,71
juge,juge,21
/!,/!,P
commercialement,commercialement,60
parlant,parler,13
",",",",p
lui,lui,51
dit,dire,19
il,il,51
",",",",p
l',le,71
usage,usage,21
permet,permettre,17
à,à,81
l',le,71
associé,associé,21
gérant,gérer,13
de,de,81
régler,régler,14
une,un,71
certaine,certain,75
somme,somme,22
à,à,81
l',le,71
associé,associé,21
commanditaire,commanditaire,30
par,par,81
anticipation,anticipation,22
sur,sur,81
les,le,71
bénéfices,bénéfice,21
",",",",p
et,et,82
notre,notre,73
société,société,22
doit,devoir,17
en,en,52
réaliser,réaliser,14
/.,/.,P
tout,tout,75
examen,examen,21
fait,faire,17
de,de,81
mes,mon,73
affaires,affaire,22
",",",",p
je,je,51
me,je,51
sens,sentir,17
les,le,71
reins,rein,21
assez,assez,60
forts,fort,30
pour,pour,81
payer,payer,14
quarante,quarante,72
mille,mille,72
francs,franc,21
en,en,81
trois,trois,72
mois,mois,21
/!,/!,P
la,le,71
probité,probité,22
de,de,81
monsieur,monsieur,21
César,César,20
permet,permettre,17
de,de,81
croire,croire,14
que,que,83
ces,ce,74
quarante,quarante,72
mille,mille,72
francs,franc,21
vont,aller,17
être,être,14
employés,employer,12
à,à,81
solder,solder,14
ses,son,73
billets,billet,21
/.,/.,P
ainsi,ainsi,60
les,le,71
créanciers,créancier,21
",",",",p
s',si,83
il,il,51
y,y,52
a,avoir,17
faillite,faillite,22
",",",",p
n',ne,60
auront,avoir,15
aucun,aucun,75
reproche,reproche,21
à,à,81
nous,nous,51
adresser,adresser,14
/!,/!,P
d',de,81
ailleurs,ailleurs,60
",",",",p
mon,mon,73
oncle,oncle,21
",",",",p
j',je,51
aime,aimer,17
mieux,mieux,60
perdre,perdre,14
quarante,quarante,72
mille,mille,72
francs,franc,21
que,que,83
de,de,81
perdre,perdre,14
Césarine,Césarine,20
/.,/.,P
au,à,81
au,le,71
moment,moment,21
où,où,60
je,je,51
parle,parler,17
",",",",p
elle,il,51
est,être,17
sans,sans,81
doute,doute,21
instruite,instruire,12
de,de,81
mon,mon,73
refus,refus,21
",",",",p
et,et,82
va,aller,17
me,je,51
mésestimer,mésestimer,14
/.,/.,P
j',je,51
ai,avoir,17
promis,promettre,12
de,de,81
donner,donner,14
mon,mon,73
sang,sang,21
pour,pour,81
mon,mon,73
bienfaiteur,bienfaiteur,21
/!,/!,P
je,je,51
suis,être,17
dans,dans,81
le,le,71
cas,cas,21
d',de,81
un,un,71
jeune,jeune,30
matelot,matelot,21
qui,qui,52
doit,devoir,17
sombrer,sombrer,14
en,en,81
tenant,tenir,13
la,le,71
main,main,22
de,de,81
son,son,73
capitaine,capitaine,21
",",",",p
du,de,81
du,le,71
soldat,soldat,21
qui,qui,52
doit,devoir,17
périr,périr,14
avec,avec,81
son,son,73
général,général,21
/.,/.,P
-,-,p
bon,bon,30
coeur,coeur,21
et,et,82
mauvais,mauvais,30
négociant,négociant,21
",",",",p
tu,tu,51
ne,ne,60
perdras,perdre,15
pas,pas,60
mon,mon,73
estime,estime,22
",",",",p
dit,dire,19
le,le,71
juge,juge,21
en,en,81
serrant,serrer,13
la,le,71
main,main,22
de,de,81
son,son,73
neveu,neveu,21
/.,/.,P
j',je,51
ai,avoir,17
beaucoup,beaucoup,60
pensé,penser,12
à,à,81
ceci,ceci,52
",",",",p
reprit,reprendre,19
il,il,51
",",",",p
je,je,51
sais,savoir,17
que,que,83
tu,tu,51
es,être,17
amoureux,amoureux,30
fou,fou,30
de,de,81
Césarine,Césarine,20
",",",",p
je,je,51
crois,croire,17
que,que,83
tu,tu,51
peux,pouvoir,17
satisfaire,satisfaire,14
aux,à,81
aux,le,71
lois,loi,22
du,de,81
du,le,71
coeur,coeur,21
et,et,82
aux,à,81
aux,le,71
lois,loi,22
du,de,81
du,le,71
commerce,commerce,21
/.,/.,P
-,-,p
ah,ah,93
!,!,p
mon,mon,73
oncle,oncle,21
",",",",p
si,si,83
vous,vous,51
en,en,52
avez,avoir,17
trouvé,trouver,12
le,le,71
moyen,moyen,21
",",",",p
vous,vous,51
me,je,51
sauvez,sauver,17
l',le,71
honneur,honneur,21
/.,/.,P
-,-,p
avance,avancer,17
à,à,81
Birotteau,Birotteau,20
cinquante,cinquante,72
mille,mille,72
francs,franc,21
en,en,81
faisant,faire,13
un,un,71
acte,acte,21
de,de,81
réméré,réméré,21
relatif,relatif,30
à,à,81
ses,son,73
intérêts,intérêt,21
dans,dans,81
votre,votre,73
huile,huile,22
",",",",p
qui,qui,52
est,être,17
devenue,devenir,12
comme,comme,83
une,un,71
propriété,propriété,22
;,;,p
je,je,51
te,tu,51
rédigerai,rédiger,15
l',le,71
acte,acte,21
/.,/.,P
Anselme,Anselme,20
embrassa,embrasser,19
son,son,73
oncle,oncle,21
",",",",p
retourna,retourner,19
chez,chez,81
lui,lui,51
",",",",p
fit,faire,19
pour,pour,81
cinquante,cinquante,72
mille,mille,72
francs,franc,21
d',de,81
effets,effet,21
",",",",p
et,et,82
courut,courir,19
de,de,81
la,le,71
rue,rue,22
des,de,81
des,le,71
cinq,cinq,72
diamants,diamant,21
à,à,81
la,le,71
place,place,22
Vendôme,Vendôme,20
",",",",p
en,en,81
sorte,sorte,22
qu',que,83
au,à,81
au,le,71
moment,moment,21
où,où,60
Césarine,Césarine,20
",",",",p
sa,son,73
mère,mère,22
et,et,82
leur,leur,73
oncle,oncle,21
Pillerault,Pillerault,20
regardaient,regarder,18
le,le,71
parfumeur,parfumeur,21
",",",",p
surpris,surpris,31
du,de,81
du,le,71
ton,ton,21
sépulcral,sépulcral,30
avec,avec,81
lequel,lequel,52
il,il,51
avait,avoir,18
prononcé,prononcer,12
ce,ce,74
mot,mot,21
:,:,p
ingrat,ingrat,30
!,!,p
en,en,81
réponse,réponse,22
à,à,81
la,le,71
question,question,22
de,de,81
sa,son,73
fille,fille,22
",",",",p
la,le,71
porte,porte,22
du,de,81
du,le,71
salon,salon,21
s',se,51
ouvrit,ouvrir,19
et,et,82
Popinot,Popinot,20
parut,paraître,19
/.,/.,P
-,-,p
mon,mon,73
cher,cher,30
et,et,82
bien-aimé,bien-aimé,30
patron,patron,21
",",",",p
dit,dire,19
il,il,51
en,en,81
s',se,51
essuyant,essuyer,13
le,le,71
/.,/.,P
