11421
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-deuxième extrait>,<>,<>
dernier,dernier,30
frisson,frisson,21
de,de,81
fièvre,fièvre,22
",",",",p
et,et,82
",",",",p
fixant,fixer,13
ses,son,73
beaux,beau,30
yeux,oeil,21
d',de,81
un,un,71
bleu,bleu,30
polaire,polaire,30
sur,sur,81
le,le,71
convive,convive,21
qu',que,83
elle,il,51
prenait,prendre,18
pour,pour,81
son,son,73
mari,mari,21
",",",",p
car,car,82
le,le,71
jour,jour,21
avait,avoir,18
fait,faire,12
évanouir,évanouir,14
les,le,71
pressentiments,pressentiment,21
",",",",p
les,le,71
terreurs,terreur,22
et,et,82
les,le,71
fantômes,fantôme,21
nocturnes,nocturne,30
",",",",p
elle,il,51
lui,lui,51
dit,dire,19
d',de,81
une,un,71
voix,voix,22
harmonieuse,harmonieux,30
et,et,82
tendre,tendre,30
",",",",p
pleine,plein,30
de,de,81
chastes,chaste,30
câlineries,câlinerie,22
",",",",p
une,un,71
phrase,phrase,22
en,en,81
polonais,polonais,30
!,!,p
/!,/!,P
avec,avec,81
le,le,71
comte,comte,21
elle,il,51
se,se,51
servait,servir,18
souvent,souvent,60
de,de,81
la,le,71
chère,cher,30
langue,langue,22
maternelle,maternel,30
aux,à,81
aux,le,71
moments,moment,21
de,de,81
douceur,douceur,22
et,et,82
d',de,81
intimité,intimité,22
",",",",p
surtout,surtout,60
en,en,81
présence,présence,22
des,de,81
des,le,71
domestiques,domestique,21
français,français,30
",",",",p
à,à,81
qui,qui,52
cet,ce,74
idiome,idiome,21
était,être,18
inconnu,inconnu,30
/.,/.,P
le,le,71
Parisien,Parisien,20
Octave,Octave,20
savait,savoir,18
le,le,71
latin,latin,21
",",",",p
l',le,71
italien,italien,21
",",",",p
l',le,71
espagnol,espagnol,21
",",",",p
quelques,quelque,75
mots,mot,21
d',de,81
anglais,anglais,21
;,;,p
mais,mais,82
",",",",p
comme,comme,83
tous,tout,75
les,le,71
Gallo,Gallo,20
Romains,Romain,20
",",",",p
il,il,51
ignorait,ignorer,18
entièrement,entièrement,60
les,le,71
langues,langue,22
slaves,slave,30
/.,/.,P
-,-,p
les,le,71
chevaux,cheval,21
de,de,81
frise,frise,22
de,de,81
consonnes,consonne,22
qui,qui,52
défendent,défendre,17
les,le,71
rares,rare,30
voyelles,voyelle,22
du,de,81
du,le,71
polonais,polonais,30
lui,lui,51
en,en,52
eussent,avoir,18
interdit,interdire,12
l',le,71
approche,approche,22
quand,quand,83
bien,bien,60
même,même,60
il,il,51
eût,avoir,19
voulu,vouloir,12
s',se,51
y,y,52
frotter,frotter,14
/.,/.,P
-,-,p
à,à,81
Florence,Florence,20
",",",",p
la,le,71
comtesse,comtesse,22
lui,lui,51
avait,avoir,18
toujours,toujours,60
parlé,parler,12
français,français,21
ou,ou,82
italien,italien,21
",",",",p
et,et,82
la,le,71
pensée,pensée,22
d',de,81
apprendre,apprendre,14
l',le,71
idiome,idiome,21
dans,dans,81
lequel,lequel,52
Mickiewicz,Mickiewicz,20
a,avoir,17
presque,presque,60
égalé,égaler,12
Byron,Byron,20
ne,ne,60
lui,lui,51
était,être,18
pas,pas,60
venue,venir,12
/.,/.,P
on,on,51
ne,ne,60
songe,songer,17
jamais,jamais,60
à,à,81
tout,tout,52
/.,/.,P
à,à,81
l',le,71
audition,audition,22
de,de,81
cette,ce,74
phrase,phrase,22
il,il,51
se,se,51
passa,passer,19
dans,dans,81
la,le,71
cervelle,cervelle,22
du,de,81
du,le,71
comte,comte,21
",",",",p
habitée,habité,31
par,par,81
le,le,71
moi,moi,51
d',de,81
Octave,Octave,20
",",",",p
un,un,71
très,très,60
singulier,singulier,30
phénomène,phénomène,21
:,:,p
les,le,71
sons,son,21
étrangers,étranger,30
au,à,81
au,le,71
Parisien,Parisien,20
",",",",p
suivant,suivant,81
les,le,71
replis,repli,21
d',de,81
une,un,71
oreille,oreille,22
slave,slave,30
",",",",p
arrivèrent,arriver,19
à,à,81
l',le,71
endroit,endroit,21
habituel,habituel,30
où,où,60
l',le,71
âme,âme,22
d',de,81
Olaf,Olaf,20
les,le,52
accueillait,accueillir,18
pour,pour,81
les,le,52
traduire,traduire,14
en,en,81
pensées,pensée,22
",",",",p
et,et,82
y,y,52
évoquèrent,évoquer,19
une,un,71
sorte,sorte,22
de,de,81
mémoire,mémoire,22
physique,physique,30
;,;,p
leur,leur,73
sens,sens,21
apparut,apparaître,19
confusément,confusément,60
à,à,81
Octave,Octave,20
;,;,p
des,de,81
des,le,71
mots,mot,21
enfouis,enfoui,31
dans,dans,81
les,le,71
circonvolutions,circonvolution,22
cérébrales,cérébral,30
",",",",p
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
tiroirs,tiroir,21
secrets,secret,30
du,de,81
du,le,71
souvenir,souvenir,21
",",",",p
se,se,51
présentèrent,présenter,19
en,en,81
bourdonnant,bourdonner,13
",",",",p
tout,tout,60
prêts,prêt,30
à,à,81
la,le,71
réplique,réplique,22
;,;,p
mais,mais,82
ces,ce,74
réminiscences,réminiscence,22
vagues,vague,30
",",",",p
n',ne,60
étant,être,13
pas,pas,60
mises,mettre,12
en,en,81
communication,communication,22
avec,avec,81
l',le,71
esprit,esprit,21
",",",",p
se,se,51
dissipèrent,dissiper,19
bientôt,bientôt,60
",",",",p
et,et,82
tout,tout,52
redevint,redevenir,19
opaque,opaque,30
/.,/.,P
l',le,71
embarras,embarras,21
du,de,81
du,le,71
pauvre,pauvre,30
amant,amant,21
était,être,18
affreux,affreux,30
;,;,p
il,il,51
n',ne,60
avait,avoir,18
pas,pas,60
songé,songer,12
à,à,81
ces,ce,74
complications,complication,22
en,en,81
gantant,ganter,13
la,le,71
peau,peau,22
du,de,81
du,le,71
comte,comte,21
Olaf,Olaf,20
Labinski,Labinski,20
",",",",p
et,et,82
il,il,51
comprit,comprendre,19
qu',que,83
en,en,81
volant,voler,13
la,le,71
forme,forme,22
d',de,81
un,un,71
autre,autre,52
on,on,51
s',se,51
exposait,exposer,18
à,à,81
de,de,81
rudes,rude,30
déconvenues,déconvenue,22
/.,/.,P
Prascovie,Prascovie,20
",",",",p
étonnée,étonné,31
du,de,81
du,le,71
silence,silence,21
d',de,81
Octave,Octave,20
",",",",p
et,et,82
croyant,croire,13
que,que,83
",",",",p
distrait,distrait,31
par,par,81
quelque,quelque,75
rêverie,rêverie,22
",",",",p
il,il,51
ne,ne,60
l',le,52
avait,avoir,18
pas,pas,60
entendue,entendre,12
",",",",p
répéta,répéter,19
sa,son,73
phrase,phrase,22
lentement,lentement,60
et,et,82
d',de,81
une,un,71
voix,voix,22
plus,plus,60
haute,haut,30
/.,/.,P
s',si,83
il,il,51
entendait,entendre,18
mieux,mieux,60
le,le,71
son,son,21
des,de,81
des,le,71
mots,mot,21
",",",",p
le,le,71
faux,faux,30
comte,comte,21
n',ne,60
en,en,52
comprenait,comprendre,18
pas,pas,60
davantage,davantage,60
la,le,71
signification,signification,22
;,;,p
il,il,51
faisait,faire,18
des,de,81
des,le,71
efforts,effort,21
désespérés,désespéré,31
pour,pour,81
deviner,deviner,14
de,de,81
quoi,quoi,52
il,il,51
pouvait,pouvoir,18
s',se,51
agir,agir,14
;,;,p
mais,mais,82
pour,pour,81
qui,qui,52
ne,ne,60
les,le,52
sait,savoir,17
pas,pas,60
",",",",p
les,le,71
compactes,compact,30
langues,langue,22
du,de,81
du,le,71
nord,nord,21
n',ne,60
ont,avoir,17
aucune,aucun,75
transparence,transparence,22
",",",",p
et,et,82
si,si,83
un,un,71
Français,Français,20
peut,pouvoir,17
soupçonner,soupçonner,14
ce,ce,52
que,que,52
dit,dire,17
une,un,71
Italienne,Italien,20
",",",",p
il,il,51
sera,être,15
comme,comme,83
sourd,sourd,30
en,en,81
écoutant,écouter,13
parler,parler,14
une,un,71
Polonaise,Polonais,20
/.,/.,P
-,-,p
malgré,malgré,81
lui,lui,51
",",",",p
une,un,71
rougeur,rougeur,22
ardente,ardent,30
couvrit,couvrir,19
ses,son,73
joues,joue,22
;,;,p
il,il,51
se,se,51
mordit,mordre,19
les,le,71
lèvres,lèvre,22
",",",",p
et,et,82
",",",",p
pour,pour,81
se,se,51
donner,donner,14
une,un,71
contenance,contenance,22
",",",",p
découpa,découper,19
rageusement,rageusement,60
le,le,71
morceau,morceau,21
placé,placé,31
sur,sur,81
son,son,73
assiette,assiette,22
/.,/.,P
“,“,p
on,on,51
dirait,dire,16
en,en,81
vérité,vérité,22
",",",",p
mon,mon,73
cher,cher,30
seigneur,seigneur,21
",",",",p
dit,dire,19
la,le,71
comtesse,comtesse,22
",",",",p
cette,ce,74
fois,fois,22
en,en,81
français,français,21
",",",",p
que,que,52
vous,vous,51
ne,ne,60
m',je,51
entendez,entendre,17
pas,pas,60
",",",",p
ou,ou,82
que,que,83
vous,vous,51
ne,ne,60
me,je,51
comprenez,comprendre,17
point,point,60
/…,/…,P
-,-,p
en,en,81
effet,effet,21
",",",",p
balbutia,balbutier,19
Octave,Octave,20
Labinski,Labinski,20
",",",",p
ne,ne,60
sachant,savoir,13
trop,trop,60
ce,ce,52
qu',que,52
il,il,51
disait,dire,18
…,…,p
cette,ce,74
diable,diable,21
de,de,81
langue,langue,22
est,être,17
si,si,60
difficile,difficile,30
/!,/!,P
difficile,difficile,30
!,!,p
oui,oui,60
",",",",p
peut-être,peut-être,60
pour,pour,81
des,de,81
des,le,71
étrangers,étranger,21
",",",",p
mais,mais,82
pour,pour,81
celui,celui,52
qui,qui,52
l',le,52
a,avoir,17
bégayée,bégayer,12
sur,sur,81
les,le,71
genoux,genou,21
de,de,81
sa,son,73
mère,mère,22
",",",",p
elle,il,51
jaillit,jaillir,17
des,de,81
des,le,71
lèvres,lèvre,22
comme,comme,83
le,le,71
souffle,souffle,21
de,de,81
la,le,71
vie,vie,22
",",",",p
comme,comme,83
l',le,71
effluve,effluve,21
même,même,30
de,de,81
la,le,71
pensée,pensée,22
/.,/.,P
-,-,p
oui,oui,60
",",",",p
sans,sans,81
doute,doute,21
",",",",p
mais,mais,82
il,il,51
y,y,52
a,avoir,17
des,de,81
des,le,71
moments,moment,21
où,où,60
il,il,51
me,je,51
semble,sembler,17
que,que,83
je,je,51
ne,ne,60
la,le,52
sais,savoir,17
plus,plus,60
/.,/.,P
-,-,p
que,que,52
contez,conter,17
vous,vous,51
là,là,60
",",",",p
Olaf,Olaf,20
?,?,p
quoi,quoi,52
!,!,p
vous,vous,51
l',le,52
auriez,avoir,16
oubliée,oublier,12
",",",",p
la,le,71
langue,langue,22
de,de,81
vos,votre,73
aïeux,aïeul,21
",",",",p
la,le,71
langue,langue,22
de,de,81
la,le,71
sainte,saint,30
patrie,patrie,22
",",",",p
la,le,71
langue,langue,22
qui,qui,52
vous,vous,51
fait,faire,17
reconnaître,reconnaître,14
vos,votre,73
frères,frère,21
parmi,parmi,81
les,le,71
hommes,homme,21
",",",",p
et,et,82
",",",",p
ajouta,ajouter,19
t,t,94
elle,il,51
plus,plus,60
bas,bas,30
",",",",p
la,le,71
langue,langue,22
dans,dans,81
laquelle,lequel,52
vous,vous,51
m',je,51
avez,avoir,17
dit,dire,12
la,le,71
première,premier,72
fois,fois,22
que,que,83
vous,vous,51
m',je,51
aimiez,aimer,17
/!,/!,P
l',le,71
habitude,habitude,22
de,de,81
me,je,51
servir,servir,14
d',de,81
un,un,71
autre,autre,75
idiome,idiome,21
…,…,p
hasarda,hasarder,19
Octave,Octave,20
Labinski,Labinski,20
à,à,81
bout,bout,21
de,de,81
raisons,raison,22
/.,/.,P
-,-,p
Olaf,Olaf,20
",",",",p
répliqua,répliquer,19
la,le,71
comtesse,comtesse,22
d',de,81
un,un,71
ton,ton,21
de,de,81
reproche,reproche,21
",",",",p
je,je,51
vois,voir,17
que,que,83
Paris,Paris,20
vous,vous,51
a,avoir,17
gâté,gâter,12
;,;,p
j',je,51
avais,avoir,18
raison,raison,22
de,de,81
ne,ne,60
pas,pas,60
vouloir,vouloir,14
y,y,52
venir,venir,14
/.,/.,P
qui,qui,52
m',je,51
eût,avoir,19
dit,dire,12
que,que,83
lorsque,lorsque,83
le,le,71
noble,noble,30
comte,comte,21
Labinski,Labinski,20
retournerait,retourner,16
dans,dans,81
ses,son,73
terres,terre,22
",",",",p
il,il,51
ne,ne,60
saurait,savoir,16
plus,plus,60
répondre,répondre,14
aux,à,81
aux,le,71
félicitations,félicitation,22
de,de,81
ses,son,73
vassaux,vassal,21
/?,/?,P
le,le,71
charmant,charmant,30
visage,visage,21
de,de,81
Prascovie,Prascovie,20
prit,prendre,19
une,un,71
expression,expression,22
douloureuse,douloureux,30
;,;,p
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
la,le,71
tristesse,tristesse,22
jeta,jeter,19
son,son,73
ombre,ombre,22
sur,sur,81
ce,ce,74
front,front,21
pur,pur,30
comme,comme,83
celui,celui,52
d',de,81
un,un,71
ange,ange,21
;,;,p
ce,ce,74
singulier,singulier,30
oubli,oubli,21
la,le,52
froissait,froisser,18
au,à,81
au,le,71
plus,plus,60
tendre,tendre,30
de,de,81
l',le,71
âme,âme,22
",",",",p
et,et,82
lui,lui,51
paraissait,paraître,18
presque,presque,60
une,un,71
trahison,trahison,22
/.,/.,P
le,le,71
reste,reste,21
du,de,81
du,le,71
déjeuner,déjeuner,21
se,se,51
passa,passer,19
silencieusement,silencieusement,60
:,:,p
Prascovie,Prascovie,20
boudait,bouder,18
celui,celui,52
qu',que,83
elle,il,51
prenait,prendre,18
pour,pour,81
le,le,71
comte,comte,21
/.,/.,P
Octave,Octave,20
était,être,18
au,à,81
au,le,71
supplice,supplice,21
",",",",p
car,car,82
il,il,51
craignait,craindre,18
d',de,81
autres,autre,75
questions,question,22
qu',que,83
il,il,51
eût,avoir,19
forcé,forcer,12
de,de,81
laisser,laisser,14
sans,sans,81
réponse,réponse,22
/.,/.,P
la,le,71
comtesse,comtesse,22
se,se,51
leva,lever,19
et,et,82
rentra,rentrer,19
dans,dans,81
ses,son,73
appartements,appartement,21
/.,/.,P
Octave,Octave,20
",",",",p
resté,resté,31
seul,seul,30
",",",",p
jouait,jouer,18
avec,avec,81
/.,/.,P
