11813
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixantième extrait>,<>,<>
lit,lit,21
à,à,81
regret,regret,21
",",",",p
tournant,tourner,13
la,le,71
tête,tête,22
",",",",p
ne,ne,60
quittant,quitter,13
pas,pas,60
la,le,71
morte,morte,22
du,de,81
du,le,71
regard,regard,21
/.,/.,P
Gervaise,Gervaise,20
était,être,18
fort,fort,60
embarrassée,embarrasser,12
d',de,81
elle,il,51
",",",",p
ne,ne,60
sachant,savoir,13
où,où,60
la,le,52
mettre,mettre,14
",",",",p
en,en,81
attendant,attendre,13
le,le,71
jour,jour,21
/.,/.,P
elle,il,51
se,se,51
décidait,décider,18
à,à,81
la,le,52
faire,faire,14
habiller,habiller,14
",",",",p
lorsque,lorsque,83
Lantier,Lantier,20
",",",",p
en,en,81
pantalon,pantalon,21
et,et,82
en,en,81
pantoufles,pantoufle,22
",",",",p
vint,venir,19
la,le,52
rejoindre,rejoindre,14
;,;,p
il,il,51
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
dormir,dormir,14
",",",",p
il,il,51
avait,avoir,18
un,un,71
peu,peu,60
honte,honte,22
de,de,81
sa,son,73
conduite,conduite,22
/.,/.,P
alors,alors,60
",",",",p
tout,tout,52
s',se,51
arrangea,arranger,19
/.,/.,P
-,-,p
qu',que,52
elle,il,51
se,se,51
couche,coucher,17
dans,dans,81
mon,mon,73
lit,lit,21
",",",",p
murmura,murmurer,19
t,t,94
il,il,51
/.,/.,P
elle,il,51
aura,avoir,15
de,de,81
la,le,71
place,place,22
/.,/.,P
Nana,Nana,20
leva,lever,19
sur,sur,81
sa,son,73
mère,mère,22
et,et,82
sur,sur,81
Lantier,Lantier,20
ses,son,73
grands,grand,30
yeux,oeil,21
clairs,clair,30
",",",",p
en,en,81
prenant,prendre,13
son,son,73
air,air,21
bête,bête,30
",",",",p
son,son,73
air,air,21
du,de,81
du,le,71
jour,jour,21
de,de,81
l',le,71
an,an,21
",",",",p
quand,quand,83
on,on,51
lui,lui,51
donnait,donner,18
des,de,81
des,le,71
pastilles,pastille,22
de,de,81
chocolat,chocolat,21
/.,/.,P
et,et,82
on,on,51
n',ne,60
eut,avoir,19
pas,pas,60
besoin,besoin,21
de,de,81
la,le,52
pousser,pousser,14
",",",",p
bien,bien,60
sûr,sûr,30
;,;,p
elle,il,51
trotta,trotter,19
en,en,81
chemise,chemise,22
",",",",p
ses,son,73
petons,peton,21
nus,nu,30
effleurant,effleurer,13
à,à,81
peine,peine,22
le,le,71
carreau,carreau,21
;,;,p
elle,il,51
se,se,51
glissa,glisser,19
comme,comme,83
une,un,71
couleuvre,couleuvre,22
dans,dans,81
le,le,71
lit,lit,21
",",",",p
qui,qui,52
était,être,18
encore,encore,60
tout,tout,60
chaud,chaud,30
",",",",p
et,et,82
s',se,51
y,y,52
tint,tenir,19
allongée,allongé,31
",",",",p
enfoncée,enfoncé,31
",",",",p
son,son,73
corps,corps,21
fluet,fluet,30
bossuant,bossuer,13
à,à,81
peine,peine,22
la,le,71
couverture,couverture,22
/.,/.,P
chaque,chaque,75
fois,fois,22
que,que,83
sa,son,73
mère,mère,22
entra,entrer,19
",",",",p
elle,il,51
la,le,52
vit,voir,19
les,le,71
yeux,oeil,21
luisants,luisant,30
dans,dans,81
sa,son,73
face,face,22
muette,muet,30
",",",",p
ne,ne,60
dormant,dormir,13
pas,pas,60
",",",",p
ne,ne,60
bougeant,bouger,13
pas,pas,60
",",",",p
très,très,60
rouge,rouge,30
et,et,82
paraissant,paraître,13
réfléchir,réfléchir,14
à,à,81
des,de,81
des,le,71
affaires,affaire,22
/.,/.,P
cependant,cependant,82
",",",",p
Lantier,Lantier,20
avait,avoir,18
aidé,aider,12
Gervaise,Gervaise,20
à,à,81
habiller,habiller,14
maman,maman,22
Coupeau,Coupeau,20
;,;,p
et,et,82
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
une,un,71
petite,petit,30
besogne,besogne,22
",",",",p
car,car,82
la,le,71
morte,morte,22
pesait,peser,18
son,son,73
poids,poids,21
/.,/.,P
jamais,jamais,60
on,on,51
n',ne,60
aurait,avoir,16
cru,croire,12
que,que,83
cette,ce,74
vieille,vieille,22
là,là,60
était,être,18
si,si,60
grasse,gras,30
et,et,82
si,si,60
blanche,blanc,30
/.,/.,P
ils,ils,51
lui,lui,51
avaient,avoir,18
mis,mettre,12
des,de,81
des,le,71
bas,bas,21
",",",",p
un,un,71
jupon,jupon,21
blanc,blanc,30
",",",",p
une,un,71
camisole,camisole,22
",",",",p
un,un,71
bonnet,bonnet,21
;,;,p
enfin,enfin,60
son,son,73
linge,linge,21
le,le,71
meilleur,meilleur,30
/.,/.,P
Coupeau,Coupeau,20
ronflait,ronfler,18
toujours,toujours,60
",",",",p
deux,deux,72
notes,note,22
",",",",p
l',le,71
une,un,52
grave,grave,30
",",",",p
qui,qui,52
descendait,descendre,18
",",",",p
l',le,71
autre,autre,52
sèche,sec,30
",",",",p
qui,qui,52
remontait,remonter,18
;,;,p
on,on,51
aurait,avoir,16
dit,dire,12
de,de,81
la,le,71
musique,musique,22
d',de,81
église,église,22
",",",",p
accompagnant,accompagner,13
les,le,71
cérémonies,cérémonie,22
du,de,81
du,le,71
vendredi,vendredi,21
saint,saint,30
/.,/.,P
aussi,aussi,60
",",",",p
quand,quand,83
la,le,71
morte,morte,22
fut,être,19
habillée,habiller,12
et,et,82
proprement,proprement,60
étendue,étendre,12
sur,sur,81
son,son,73
lit,lit,21
",",",",p
Lantier,Lantier,20
se,se,51
versa,verser,19
t,t,94
il,il,51
un,un,71
verre,verre,21
de,de,81
vin,vin,21
",",",",p
pour,pour,81
se,se,51
remettre,remettre,14
",",",",p
car,car,82
il,il,51
avait,avoir,18
le,le,71
coeur,coeur,21
à,à,81
l',le,71
envers,envers,21
/.,/.,P
Gervaise,Gervaise,20
fouillait,fouiller,18
dans,dans,81
la,le,71
commode,commode,22
",",",",p
cherchant,chercher,13
un,un,71
petit,petit,30
crucifix,crucifix,21
en,en,81
cuivre,cuivre,21
",",",",p
apporté,apporté,31
par,par,81
elle,il,51
de,de,81
Plassans,Plassans,20
;,;,p
mais,mais,82
elle,il,51
se,se,51
rappela,rappeler,19
que,que,83
maman,maman,22
Coupeau,Coupeau,20
elle-même,lui-même,51
devait,devoir,18
l',le,52
avoir,avoir,14
vendu,vendre,12
/.,/.,P
ils,ils,51
avaient,avoir,18
allumé,allumer,12
le,le,71
poêle,poêle,21
/.,/.,P
ils,ils,51
passèrent,passer,19
le,le,71
reste,reste,21
de,de,81
la,le,71
nuit,nuit,22
",",",",p
à,à,81
moitié,moitié,22
endormis,endormi,31
sur,sur,81
des,de,81
des,le,71
chaises,chaise,22
",",",",p
achevant,achever,13
le,le,71
litre,litre,21
entamé,entamé,31
",",",",p
embêtés,embêté,31
et,et,82
se,se,51
boudant,bouder,13
",",",",p
comme,comme,83
si,si,83
c',ce,52
était,être,18
de,de,81
leur,leur,73
faute,faute,22
/.,/.,P
vers,vers,81
sept,sept,72
heures,heure,22
",",",",p
avant,avant,81
le,le,71
jour,jour,21
",",",",p
Coupeau,Coupeau,20
se,se,51
réveilla,réveiller,19
enfin,enfin,60
/.,/.,P
quand,quand,83
il,il,51
apprit,apprendre,19
le,le,71
malheur,malheur,21
",",",",p
il,il,51
resta,rester,19
l',le,71
oeil,oeil,21
sec,sec,30
d'abord,d'abord,60
",",",",p
bégayant,bégayer,13
",",",",p
croyant,croire,13
vaguement,vaguement,60
qu',que,83
on,on,51
lui,lui,51
faisait,faire,18
une,un,71
farce,farce,22
/.,/.,P
puis,puis,60
",",",",p
il,il,51
se,se,51
jeta,jeter,19
par,par,81
terre,terre,22
",",",",p
il,il,51
alla,aller,19
tomber,tomber,14
devant,devant,81
la,le,71
morte,morte,22
;,;,p
et,et,82
il,il,51
l',le,52
embrassait,embrasser,18
",",",",p
il,il,51
pleurait,pleurer,18
comme,comme,83
un,un,71
veau,veau,21
",",",",p
avec,avec,81
de,de,81
si,si,60
grosses,gros,30
larmes,larme,22
",",",",p
qu',que,83
il,il,51
mouillait,mouiller,18
le,le,71
drap,drap,21
en,en,81
s',se,51
essuyant,essuyer,13
les,le,71
joues,joue,22
/.,/.,P
Gervaise,Gervaise,20
s',se,51
était,être,18
remise,remettre,12
à,à,81
sangloter,sangloter,14
",",",",p
très,très,60
touchée,touché,31
de,de,81
la,le,71
douleur,douleur,22
de,de,81
son,son,73
mari,mari,21
",",",",p
raccommodée,raccommodé,31
avec,avec,81
lui,lui,51
;,;,p
oui,oui,60
",",",",p
il,il,51
avait,avoir,18
le,le,71
fond,fond,21
meilleur,meilleur,30
qu',que,83
elle,il,51
ne,ne,60
le,le,52
croyait,croire,18
/.,/.,P
le,le,71
désespoir,désespoir,21
de,de,81
Coupeau,Coupeau,20
se,se,51
mêlait,mêler,18
à,à,81
un,un,71
violent,violent,30
mal,mal,21
aux,à,81
aux,le,71
cheveux,cheveu,21
/.,/.,P
il,il,51
se,se,51
passait,passer,18
les,le,71
doigts,doigt,21
dans,dans,81
les,le,71
crins,crin,21
",",",",p
il,il,51
avait,avoir,18
la,le,71
bouche,bouche,22
pâteuse,pâteux,30
des,de,81
des,le,71
lendemains,lendemain,21
de,de,81
culotte,culotte,22
",",",",p
encore,encore,60
un,un,71
peu,peu,60
allumé,allumé,31
malgré,malgré,81
ses,son,73
dix,dix,72
heures,heure,22
de,de,81
sommeil,sommeil,21
/.,/.,P
et,et,82
il,il,51
se,se,51
plaignait,plaindre,18
",",",",p
les,le,71
poings,poing,21
serrés,serré,31
/.,/.,P
nom,nom,21
de,de,81
dieu,dieu,21
!,!,p
sa,son,73
pauvre,pauvre,30
mère,mère,22
qu',que,52
il,il,51
aimait,aimer,18
tant,tant,60
",",",",p
la,le,52
voilà,voilà,81
qui,qui,52
était,être,18
partie,partir,12
/!,/!,P
ah,ah,93
!,!,p
qu',que,52
il,il,51
avait,avoir,18
mal,mal,21
au,à,81
au,le,71
crâne,crâne,21
",",",",p
ça,ça,52
l',le,52
achèverait,achever,16
/!,/!,P
une,un,71
vraie,vrai,30
perruque,perruque,22
de,de,81
braise,braise,22
sur,sur,81
sa,son,73
tête,tête,22
",",",",p
et,et,82
son,son,73
coeur,coeur,21
avec,avec,81
ça,ça,52
qu',que,52
on,on,51
lui,lui,51
arrachait,arracher,18
maintenant,maintenant,60
/!,/!,P
non,non,60
",",",",p
le,le,71
sort,sort,21
n',ne,60
était,être,18
pas,pas,60
juste,juste,30
de,de,81
s',se,51
acharner,acharner,14
ainsi,ainsi,60
après,après,81
un,un,71
homme,homme,21
/!,/!,P
allons,aller,17
",",",",p
du,de,81
du,le,71
courage,courage,21
",",",",p
mon,mon,73
vieux,vieux,21
",",",",p
dit,dire,19
Lantier,Lantier,20
en,en,81
le,le,52
relevant,relever,13
/.,/.,P
il,il,51
faut,falloir,17
se,se,51
remettre,remettre,14
/.,/.,P
il,il,51
lui,lui,51
versait,verser,18
un,un,71
verre,verre,21
de,de,81
vin,vin,21
",",",",p
mais,mais,82
Coupeau,Coupeau,20
refusa,refuser,19
de,de,81
boire,boire,14
/.,/.,P
-,-,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
j',je,51
ai,avoir,17
donc,donc,82
?,?,p
j',je,51
ai,avoir,17
du,de,81
du,le,71
cuivre,cuivre,21
dans,dans,81
le,le,71
coco,coco,21
/…,/…,P
c',ce,52
est,être,17
maman,maman,22
",",",",p
c',ce,52
est,être,17
quand,quand,83
je,je,51
l',le,52
ai,avoir,17
vue,voir,12
",",",",p
j',je,51
ai,avoir,17
eu,avoir,12
le,le,71
goût,goût,21
du,de,81
du,le,71
cuivre,cuivre,21
/…,/…,P
maman,maman,22
",",",",p
mon,mon,73
dieu,dieu,21
!,!,p
maman,maman,22
",",",",p
maman,maman,22
/…,/…,P
et,et,82
il,il,51
recommença,recommencer,19
à,à,81
pleurer,pleurer,14
comme,comme,83
un,un,71
enfant,enfant,21
/.,/.,P
il,il,51
but,boire,19
tout,tout,60
de,de,81
même,même,60
le,le,71
verre,verre,21
de,de,81
vin,vin,21
",",",",p
pour,pour,81
éteindre,éteindre,14
le,le,71
feu,feu,21
qui,qui,52
lui,lui,51
brûlait,brûler,18
la,le,71
poitrine,poitrine,22
/.,/.,P
Lantier,Lantier,20
fila,filer,19
bientôt,bientôt,60
",",",",p
sous,sous,81
le,le,71
prétexte,prétexte,21
d',de,81
aller,aller,14
prévenir,prévenir,14
la,le,71
famille,famille,22
et,et,82
de,de,81
passer,passer,14
à,à,81
la,le,71
mairie,mairie,22
faire,faire,14
la,le,71
déclaration,déclaration,22
/.,/.,P
il,il,51
avait,avoir,18
besoin,besoin,21
de,de,81
prendre,prendre,14
l',le,71
air,air,21
/.,/.,P
aussi,aussi,60
ne,ne,60
se,se,51
pressa,presser,19
t,t,94
il,il,51
pas,pas,60
",",",",p
fumant,fumer,13
des,de,81
des,le,71
cigarettes,cigarette,22
",",",",p
goûtant,goûter,13
le,le,71
froid,froid,21
vif,vif,30
de,de,81
la,le,71
matinée,matinée,22
/.,/.,P
en,en,81
sortant,sortir,13
de,de,81
chez,chez,81
madame,madame,22
Lerat,Lerat,20
",",",",p
il,il,51
entra,entrer,19
même,même,60
dans,dans,81
une,un,71
crémerie,crémerie,22
des,de,81
des,le,71
Batignolles,Batignolles,20
prendre,prendre,14
une,un,71
tasse,tasse,22
de,de,81
café,café,21
bien,bien,60
chaud,chaud,30
/.,/.,P
et,et,82
il,il,51
resta,rester,19
là,là,60
une,un,71
bonne,bon,30
heure,heure,22
",",",",p
à,à,81
réfléchir,réfléchir,14
/.,/.,P
cependant,cependant,82
",",",",p
dès,dès,81
neuf,neuf,72
heures,heure,22
",",",",p
la,le,71
famille,famille,22
se,se,51
trouva,trouver,19
réunie,réuni,31
dans,dans,81
la,le,71
boutique,boutique,22
",",",",p
dont,dont,52
on,on,51
laissait,laisser,18
les,le,71
volets,volet,21
fermés,fermé,31
/.,/.,P
Lorilleux,Lorilleux,20
ne,ne,60
pleura,pleurer,19
pas,pas,60
;,;,p
d',de,81
ailleurs,ailleurs,60
",",",",p
il,il,51
avait,avoir,18
de,de,81
l',le,71
ouvrage,ouvrage,21
pressé,pressé,31
",",",",p
il,il,51
remonta,remonter,19
presque,presque,60
tout,tout,60
de,de,81
suite,suite,22
à,à,81
son,son,73
atelier,atelier,21
",",",",p
après,après,81
s',se,51
être,être,14
dandiné,dandiner,12
un,un,71
instant,instant,21
avec,avec,81
une,un,71
figure,figure,22
de,de,81
circonstance,circonstance,22
/.,/.,P
madame,madame,22
Lorilleux,Lorilleux,20
et,et,82
madame,madame,22
Lerat,Lerat,20
avaient,avoir,18
embrassé,embrasser,12
les,le,71
Coupeau,Coupeau,20
et,et,82
se,se,51
tamponnaient,tamponner,18
les,le,71
yeux,oeil,21
",",",",p
où,où,60
de,de,81
petites,petit,30
larmes,larme,22
roulaient,rouler,18
/.,/.,P
mais,mais,82
la,le,71
première,premier,72
",",",",p
quand,quand,83
elle,il,51
eut,avoir,19
jeté,jeter,12
un,un,71
coup,coup,21
d',de,81
oeil,oeil,21
rapide,rapide,30
autour,autour,60
de,de,81
la,le,71
morte,morte,22
",",",",p
haussa,hausser,19
brusquement,brusquement,60
la,le,71
voix,voix,22
pour,pour,81
dire,dire,14
que,que,83
ça,ça,52
n',ne,60
avait,avoir,18
pas,pas,60
de,de,81
bon,bon,30
sens,sens,21
",",",",p
que,que,83
jamais,jamais,60
on,on,51
ne,ne,60
laissait,laisser,18
auprès,auprès,60
d',de,81
un,un,71
corps,corps,21
une,un,71
lampe,lampe,22
allumée,allumé,31
;,;,p
il,il,51
fallait,falloir,18
de,de,81
la,le,71
chandelle,chandelle,22
",",",",p
et,et,82
l',l',94
on,on,51
envoya,envoyer,19
Nana,Nana,20
acheter,acheter,14
un,un,71
paquet,paquet,21
de,de,81
chandelles,chandelle,22
",",",",p
des,de,81
des,le,71
grandes,grand,30
/.,/.,P
ah,ah,93
bien,bien,60
!,!,p
on,on,51
pouvait,pouvoir,18
mourir,mourir,14
chez,chez,81
la,le,71
Banban,Banban,20
",",",",p
elle,il,51
vous,vous,51
arrangerait,arranger,16
d',de,81
une,un,71
drôle,drôle,30
de,de,81
façon,façon,22
/!,/!,P
quelle,quel,75
cruche,cruche,22
",",",",p
ne,ne,60
pas,pas,60
savoir,savoir,14
seulement,seulement,60
se,se,51
conduire,conduire,14
avec,avec,81
un,un,71
mort,mort,21
/!,/!,P
elle,il,51
n',ne,60
avait,avoir,18
donc,donc,82
enterré,enterrer,12
personne,personne,52
dans,dans,81
sa,son,73
vie,vie,22
/?,/?,P
madame,madame,22
Lerat,Lerat,20
dut,devoir,19
monter,monter,14
chez,chez,81
les,le,71
voisines,voisine,22
pour,pour,81
emprunter,emprunter,14
un,un,71
crucifix,crucifix,21
;,;,p
elle,il,51
en,en,52
rapporta,rapporter,19
un,un,52
trop,trop,60
grand,grand,30
",",",",p
une,un,71
croix,croix,22
de,de,81
bois,bois,21
noir,noir,30
où,où,60
était,être,18
cloué,clouer,12
un,un,71
Christ,Christ,20
de,de,81
carton,carton,21
peint,peint,31
",",",",p
qui,qui,52
barra,barrer,19
toute,tout,75
la,le,71
poitrine,poitrine,22
de,de,81
maman,maman,22
Coupeau,Coupeau,20
",",",",p
et,et,82
dont,dont,52
le,le,71
poids,poids,21
semblait,sembler,18
l',le,52
écraser,écraser,14
/.,/.,P
ensuite,ensuite,60
",",",",p
on,on,51
chercha,chercher,19
de,de,81
l',le,71
eau,eau,22
bénite,béni,31
;,;,p
mais,mais,82
personne,personne,52
n',ne,60
en,en,52
avait,avoir,18
",",",",p
ce,ce,52
fut,être,19
Nana,Nana,20
qui,qui,52
courut,courir,19
de,de,81
nouveau,nouveau,21
jusqu',jusque,81
à,à,81
l',le,71
église,église,22
en,en,52
prendre,prendre,14
une,un,71
bouteille,bouteille,22
/.,/.,P
en,en,81
un,un,71
tour,tour,21
de,de,81
main,main,22
",",",",p
le,le,71
cabinet,cabinet,21
eut,avoir,19
une,un,71
autre,autre,75
tournure,tournure,22
;,;,p
sur,sur,81
une,un,71
petite,petit,30
table,table,22
",",",",p
une,un,71
chandelle,chandelle,22
brûlait,brûler,18
",",",",p
à,à,81
côté,côté,21
d',de,81
un,un,71
verre,verre,21
plein,plein,30
d',de,81
eau,eau,22
bénite,béni,31
",",",",p
dans,dans,81
lequel,lequel,52
trempait,tremper,18
une,un,71
branche,branche,22
de,de,81
buis,buis,21
/.,/.,P
maintenant,maintenant,60
",",",",p
si,si,83
du,de,81
du,le,71
monde,monde,21
venait,venir,18
",",",",p
ce,ce,52
serait,être,16
propre,propre,30
/.,/.,P
